00007ff841d647c0 (__DATA,__data) external _NDR_record
00007ff8003c7284 (__TEXT,__text) external _mach_vm_reclaim_mark_free
00007ff8003c7394 (__TEXT,__text) external _mach_vm_reclaim_mark_used
00007ff8003c71d8 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
00007ff8003c748b (__TEXT,__text) external _mach_vm_reclaim_synchronize
00007ff8003c7466 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff8003bbfa4 (__TEXT,__text) external _mach_vm_region
00007ff8003c1063 (__TEXT,__text) external _mach_vm_region_recurse
00007ff8003cf5b4 (__TEXT,__text) external _mach_vm_remap
00007ff8003cf63f (__TEXT,__text) external _mach_vm_remap_new
00007ff8003d1d0d (__TEXT,__text) external _mach_vm_wire
00007ff8003d6d4d (__TEXT,__text) external _mach_vm_write
00007ff8003bc1af (__TEXT,__text) external _mach_voucher_attr_command
00007ff8003b9a42 (__TEXT,__text) external _mach_voucher_deallocate
00007ff8003e05d3 (__TEXT,__text) external _mach_voucher_debug_info
00007ff8003e0427 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff8003c0cf5 (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff8003ba59d (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff8003b8638 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff8003b8668 (__TEXT,__text) external _mach_wait_until
00007ff8003d3448 (__TEXT,__text) external _mach_zone_force_gc
00007ff8003d409e (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff8003d3f77 (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff8003d32ee (__TEXT,__text) external _mach_zone_info
00007ff8003d3df4 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff8003d3c93 (__TEXT,__text) external _mach_zone_info_for_zone
00007ff8003b85f0 (__TEXT,__text) external _macx_backing_store_recovery
00007ff8003b85e4 (__TEXT,__text) external _macx_backing_store_suspend
00007ff8003b85c0 (__TEXT,__text) external _macx_swapoff
00007ff8003b85b4 (__TEXT,__text) external _macx_swapon
00007ff8003b85d8 (__TEXT,__text) external _macx_triggers
00007ff8003ba860 (__TEXT,__text) external _madvise
00007ff841d64864 (__DATA,__bss) non-external _master_host_port
00007ff8003b8809 (__TEXT,__text) non-external _memcpy
00007ff8003c3f74 (__TEXT,__text) non-external _memmove
00007ff8003bf7c4 (__TEXT,__text) external _memorystatus_control
00007ff8003c3840 (__TEXT,__text) external _memorystatus_get_level
00007ff8003c6ade (__TEXT,__text) external _mig_allocate
00007ff8003bacb3 (__TEXT,__text) external _mig_dealloc_reply_port
00007ff8003cf3e6 (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff8003bcd76 (__TEXT,__text) external _mig_deallocate
00007ff8003b8817 (__TEXT,__text) external _mig_get_reply_port
00007ff8003b9918 (__TEXT,__text) external _mig_get_special_reply_port
00007ff8003bc794 (__TEXT,__text) external _mig_put_reply_port
00007ff8003bbf70 (__TEXT,__text) external _mig_reply_setup
00007ff8003bc7c5 (__TEXT,__text) external _mig_strncpy
00007ff8003b993f (__TEXT,__text) external _mig_strncpy_zerofill
00007ff8003c3858 (__TEXT,__text) external _mincore
00007ff8003c3870 (__TEXT,__text) external _minherit
00007ff8003b868c (__TEXT,__text) external _mk_timer_arm
00007ff8003b86a4 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff8003b8698 (__TEXT,__text) external _mk_timer_cancel
00007ff8003b8674 (__TEXT,__text) external _mk_timer_create
00007ff8003b8680 (__TEXT,__text) external _mk_timer_destroy
00007ff8003b9af0 (__TEXT,__text) external _mkdir
00007ff8003bb2ec (__TEXT,__text) external _mkdirat
00007ff8003c3888 (__TEXT,__text) external _mkfifo
00007ff8003c38a0 (__TEXT,__text) external _mkfifoat
00007ff8003c38b8 (__TEXT,__text) external _mknod
00007ff8003c38d0 (__TEXT,__text) external _mknodat
00007ff8003c0334 (__TEXT,__text) external _mlock
00007ff8003c38e8 (__TEXT,__text) external _mlockall
00007ff8003b9001 (__TEXT,__text) external _mmap
00007ff8003c2370 (__TEXT,__text) external _mount
00007ff8003bb550 (__TEXT,__text) external _mprotect
00007ff8003c3900 (__TEXT,__text) external _mremap_encrypted
00007ff8003c6c34 (__TEXT,__text) external _msg_receive
00007ff8003c6c28 (__TEXT,__text) external _msg_rpc
00007ff8003c6c2e (__TEXT,__text) external _msg_send
00007ff8003c2ed0 (__TEXT,__text) external _msgctl
00007ff8003c3918 (__TEXT,__text) external _msgget
00007ff8003c3930 (__TEXT,__text) external _msgrcv
00007ff8003c2ee8 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff8003c3948 (__TEXT,__text) external _msgsnd
00007ff8003c2f00 (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff8003c2f18 (__TEXT,__text) external _msgsys
00007ff8003bd4e4 (__TEXT,__text) external _msync
00007ff8003c2f30 (__TEXT,__text) external _msync$NOCANCEL
00007ff8003c034c (__TEXT,__text) external _munlock
00007ff8003c3960 (__TEXT,__text) external _munlockall
00007ff8003bb263 (__TEXT,__text) external _munmap
00007ff8003bb7e8 (__TEXT,__text) external _necp_client_action
00007ff8003c1260 (__TEXT,__text) external _necp_match_policy
00007ff8003bb7b8 (__TEXT,__text) external _necp_open
00007ff8003c3978 (__TEXT,__text) external _necp_session_action
00007ff8003c3990 (__TEXT,__text) external _necp_session_open
00007ff8003c39a8 (__TEXT,__text) external _net_qos_guideline
00007ff8003c39c0 (__TEXT,__text) external _netagent_trigger
00007ff8003d9237 (__TEXT,__text) external _netname_check_in
00007ff8003d95f4 (__TEXT,__text) external _netname_check_out
00007ff8003d93c1 (__TEXT,__text) external _netname_look_up
00007ff8003d976e (__TEXT,__text) external _netname_version
00007ff8003c8124 (__TEXT,__text) external _nfsclnt
00007ff8003c39d8 (__TEXT,__text) external _nfssvc
00007ff841d647b0 (__DATA,__data) external _non_boost_assertion_token
00007ff841d647a8 (__DATA,__data) external _normal_boost_assertion_token
00007ff8003c39f0 (__TEXT,__text) external _ntp_adjtime
00007ff8003c3a08 (__TEXT,__text) external _ntp_gettime
00007ff8003c3a20 (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff8003c1aa7 (__TEXT,__text) external _open
00007ff8003c818c (__TEXT,__text) external _open$NOCANCEL
00007ff8003bcbb3 (__TEXT,__text) external _open_dprotected_np
00007ff8003cde26 (__TEXT,__text) external _openat
00007ff8003c8424 (__TEXT,__text) external _openat$NOCANCEL
00007ff8003ce854 (__TEXT,__text) external _openat_authenticated_np
00007ff8003ce781 (__TEXT,__text) external _openat_dprotected_np
00007ff8003c3a38 (__TEXT,__text) external _openbyid_np
00007ff8003c607c (__TEXT,__text) external _os_buflet_get_data_address
00007ff8003c605f (__TEXT,__text) external _os_buflet_get_data_length
00007ff8003c6081 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff8003c605a (__TEXT,__text) external _os_buflet_get_data_offset
00007ff8003c608b (__TEXT,__text) external _os_buflet_get_gro_len
00007ff8003c6090 (__TEXT,__text) external _os_buflet_get_next_buf
00007ff8003c6072 (__TEXT,__text) external _os_buflet_get_object_address
00007ff8003c6077 (__TEXT,__text) external _os_buflet_get_object_limit
00007ff8003c6086 (__TEXT,__text) external _os_buflet_get_object_offset
00007ff8003c606b (__TEXT,__text) external _os_buflet_set_data_length
00007ff8003c6064 (__TEXT,__text) external _os_buflet_set_data_offset
00007ff8003ca8f8 (__TEXT,__text) external _os_channel_advance_slot
00007ff8003cb0b7 (__TEXT,__text) external _os_channel_attr_clone
00007ff8003cb072 (__TEXT,__text) external _os_channel_attr_create
00007ff8003cb274 (__TEXT,__text) external _os_channel_attr_destroy
00007ff8003cb3ec (__TEXT,__text) external _os_channel_attr_get
00007ff8003cb578 (__TEXT,__text) external _os_channel_attr_get_key
00007ff8003cb2c2 (__TEXT,__text) external _os_channel_attr_set
00007ff8003cb17d (__TEXT,__text) external _os_channel_attr_set_key
00007ff8003ca8c0 (__TEXT,__text) external _os_channel_available_slot_count
00007ff8003cc757 (__TEXT,__text) external _os_channel_buflet_alloc
00007ff8003cc19f (__TEXT,__text) external _os_channel_buflet_free
00007ff8003cc732 (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff8003ca629 (__TEXT,__text) external _os_channel_create
00007ff8003c9c37 (__TEXT,__text) external _os_channel_create_extended
00007ff8003ca765 (__TEXT,__text) external _os_channel_destroy
00007ff8003cc6b1 (__TEXT,__text) external _os_channel_event_free
00007ff8003cf36c (__TEXT,__text) external _os_channel_event_get_event_data
00007ff8003cf2c2 (__TEXT,__text) external _os_channel_event_get_next_event
00007ff8003caf3b (__TEXT,__text) external _os_channel_flow_admissible
00007ff8003caf24 (__TEXT,__text) external _os_channel_get_advisory_region
00007ff8003ca638 (__TEXT,__text) external _os_channel_get_fd
00007ff8003cc6b6 (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff8003cc2ef (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff8003ca949 (__TEXT,__text) external _os_channel_get_next_slot
00007ff8003caec3 (__TEXT,__text) external _os_channel_get_stats_region
00007ff8003ca3de (__TEXT,__text) non-external _os_channel_info2attr
00007ff8003ca52e (__TEXT,__text) non-external _os_channel_init_ring
00007ff8003ca7c3 (__TEXT,__text) external _os_channel_is_defunct
00007ff8003cb5d6 (__TEXT,__text) external _os_channel_packet_alloc
00007ff8003cb96e (__TEXT,__text) external _os_channel_packet_free
00007ff8003cbd22 (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff8003ca89f (__TEXT,__text) external _os_channel_pending
00007ff8003ca63b (__TEXT,__text) external _os_channel_read_attr
00007ff8003ca722 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff8003ca7d0 (__TEXT,__text) external _os_channel_ring_id
00007ff8003ca8b7 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff8003ca8ae (__TEXT,__text) external _os_channel_ring_sync_time
00007ff8003ca857 (__TEXT,__text) external _os_channel_rx_ring
00007ff8003cacc9 (__TEXT,__text) external _os_channel_set_slot_properties
00007ff8003cbaba (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff8003cbbdf (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff8003cadb5 (__TEXT,__text) external _os_channel_slot_get_packet
00007ff8003ca744 (__TEXT,__text) external _os_channel_sync
00007ff8003ca820 (__TEXT,__text) external _os_channel_tx_ring
00007ff8003ca679 (__TEXT,__text) external _os_channel_write_attr
00007ff8003c602d (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff8003c2530 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff8003ce3c6 (__TEXT,__text) external _os_cpu_in_cksum
00007ff8003ce4bb (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff8003c3a50 (__TEXT,__text) external _os_fault_with_payload
00007ff8003c6028 (__TEXT,__text) external _os_inet_checksum
00007ff8003ccfd7 (__TEXT,__text) external _os_nexus_attr_clone
00007ff8003ccf92 (__TEXT,__text) external _os_nexus_attr_create
00007ff8003cd270 (__TEXT,__text) external _os_nexus_attr_destroy
00007ff8003cd150 (__TEXT,__text) external _os_nexus_attr_get
00007ff8003cd033 (__TEXT,__text) external _os_nexus_attr_set
00007ff8003cd840 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff8003cd5ab (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff8003cd5cc (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff8003cd283 (__TEXT,__text) external _os_nexus_controller_create
00007ff8003cd59f (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff8003cdb07 (__TEXT,__text) external _os_nexus_controller_destroy
00007ff8003cd5c0 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff8003cd317 (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff8003cd9c5 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff8003cd6ce (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff8003cd31a (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff8003cd957 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff8003cd673 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff8003c5f45 (__TEXT,__text) external _os_packet_add_buflet
00007ff8003c5645 (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff8003c5fdc (__TEXT,__text) external _os_packet_decrement_use_count
00007ff8003c5d95 (__TEXT,__text) external _os_packet_finalize
00007ff8003c5ffb (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff8003c5cd5 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff8003c5457 (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff8003c5ccd (__TEXT,__text) external _os_packet_get_data_length
00007ff8003c5726 (__TEXT,__text) external _os_packet_get_expire_time
00007ff8003c57c6 (__TEXT,__text) external _os_packet_get_expiry_action
00007ff8003c55cb (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff8003c56f2 (__TEXT,__text) external _os_packet_get_group_end
00007ff8003c5687 (__TEXT,__text) external _os_packet_get_group_start
00007ff8003c500c (__TEXT,__text) external _os_packet_get_headroom
00007ff8003c5582 (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff8003c5bfb (__TEXT,__text) external _os_packet_get_keep_alive
00007ff8003c50d4 (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff8003c5193 (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff8003c5078 (__TEXT,__text) external _os_packet_get_link_header_length
00007ff8003c5133 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff8003c5d01 (__TEXT,__text) external _os_packet_get_next_buflet
00007ff8003c59d2 (__TEXT,__text) external _os_packet_get_packetid
00007ff8003c5d68 (__TEXT,__text) external _os_packet_get_segment_count
00007ff8003c53ab (__TEXT,__text) external _os_packet_get_service_class
00007ff8003c586d (__TEXT,__text) external _os_packet_get_token
00007ff8003c610d (__TEXT,__text) external _os_packet_get_trace_id
00007ff8003c54bf (__TEXT,__text) external _os_packet_get_traffic_class
00007ff8003c52c4 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff8003c51f8 (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff8003c525e (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff8003c5c50 (__TEXT,__text) external _os_packet_get_truncated
00007ff8003c5b77 (__TEXT,__text) external _os_packet_get_vlan_id
00007ff8003c5b7f (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff8003c5b1f (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff8003c5bec (__TEXT,__text) external _os_packet_get_wake_flag
00007ff8003c5fbf (__TEXT,__text) external _os_packet_increment_use_count
00007ff8003c5b85 (__TEXT,__text) external _os_packet_set_app_metadata
00007ff8003c5429 (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff8003c5773 (__TEXT,__text) external _os_packet_set_expire_time
00007ff8003c5812 (__TEXT,__text) external _os_packet_set_expiry_action
00007ff8003c5608 (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff8003c56bb (__TEXT,__text) external _os_packet_set_group_end
00007ff8003c5650 (__TEXT,__text) external _os_packet_set_group_start
00007ff8003c4fcd (__TEXT,__text) external _os_packet_set_headroom
00007ff8003c5546 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff8003c5c0a (__TEXT,__text) external _os_packet_set_keep_alive
00007ff8003c5c84 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff8003c50a5 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff8003c5164 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff8003c5039 (__TEXT,__text) external _os_packet_set_link_header_length
00007ff8003c5104 (__TEXT,__text) external _os_packet_set_link_multicast
00007ff8003c5a58 (__TEXT,__text) external _os_packet_set_packetid
00007ff8003c61a7 (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff8003c532a (__TEXT,__text) external _os_packet_set_service_class
00007ff8003c590f (__TEXT,__text) external _os_packet_set_token
00007ff8003c6121 (__TEXT,__text) external _os_packet_set_trace_id
00007ff8003c549c (__TEXT,__text) external _os_packet_set_traffic_class
00007ff8003c52f7 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff8003c5291 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff8003c51c5 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff8003c522b (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff8003c61d6 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff8003c5acd (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff8003c614d (__TEXT,__text) external _os_packet_trace_event
00007ff8003c71d3 (__TEXT,__text) external _os_proc_available_memory
00007ff8003c6b67 (__TEXT,__text) external _panic
00007ff8003c6b60 (__TEXT,__text) external _panic_init
00007ff8003bed60 (__TEXT,__text) external _pathconf
00007ff8003c3a68 (__TEXT,__text) external _peeloff
00007ff8003b859c (__TEXT,__text) external _pid_for_task
00007ff8003c3a80 (__TEXT,__text) external _pid_hibernate
00007ff8003c3a98 (__TEXT,__text) external _pid_resume
00007ff8003cc9a3 (__TEXT,__text) external _pid_shutdown_networking
00007ff8003c3ab0 (__TEXT,__text) external _pid_shutdown_sockets
00007ff8003c3ac8 (__TEXT,__text) external _pid_suspend
00007ff8003bd4fc (__TEXT,__text) external _pipe
00007ff8003c3ae0 (__TEXT,__text) external _pivot_root
00007ff8003c4f99 (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff8003c4fb3 (__TEXT,__text) external _pkt_type_assert_fail
00007ff8003bf294 (__TEXT,__text) external _poll
00007ff8003c3008 (__TEXT,__text) external _poll$NOCANCEL
00007ff8003c4eee (__TEXT,__text) non-external _port_for_id_internal
00007ff8003c6bb8 (__TEXT,__text) external _port_obj_init
00007ff841d64830 (__DATA,__common) external _port_obj_table
00007ff841d64798 (__DATA,__data) external _port_obj_table_size
00007ff8003ba860 (__TEXT,__text) external _posix_madvise
00007ff8003bdd99 (__TEXT,__text) external _posix_spawn
00007ff8003c191e (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff8003c90b1 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff8003c913d (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff8003c2486 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff8003bd8a5 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff8003c91ca (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff8003c2416 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff8003c1d5b (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff8003be1c6 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff8003bd85c (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff841d64878 (__DATA,__bss) non-external _posix_spawn_with_filter
00007ff8003be057 (__TEXT,__text) external _posix_spawnattr_destroy
00007ff8003c9021 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff8003c9496 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff8003c9462 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff8003c8dca (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff8003c8d78 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff8003c9256 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff8003c8d0f (__TEXT,__text) external _posix_spawnattr_getflags
00007ff8003bdaad (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff8003c8e29 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff8003c8d44 (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff8003c8e43 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff8003c8d2a (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff8003c8d5e (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff8003bd98d (__TEXT,__text) external _posix_spawnattr_init
00007ff8003c903d (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff8003c9074 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff8003c9059 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff8003c9090 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff8003c9604 (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff8003c947e (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff8003c98c1 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff8003c96ae (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff8003c972a (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff8003c9292 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff8003c98e2 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff8003e0ab8 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff8003c9969 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff8003c97e7 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff8003c95d2 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff8003c955a (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff8003c9582 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff8003c94b2 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff8003c9532 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff8003c9009 (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff8003c98a0 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff8003c937a (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff8003c9443 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff8003c9306 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff8003c8f4d (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff8003c927a (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff8003c9632 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff8003c8e78 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff8003c18e9 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff8003c1e21 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff8003c93b0 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff8003c9239 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff8003c1d11 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff8003c8f2b (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff8003c24f5 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff8003bda93 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff8003bf2a9 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff8003bdb81 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff8003c95eb (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff8003c8efb (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff8003c8e5f (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff8003c8f13 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff8003bda79 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff8003bda5f (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff8003c1d31 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff8003b9a2c (__TEXT,__text) external _pread
00007ff8003c3020 (__TEXT,__text) external _pread$NOCANCEL
00007ff8003c3af8 (__TEXT,__text) external _preadv
00007ff8003c3038 (__TEXT,__text) external _preadv$NOCANCEL
00007ff8003c87dc (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff8003c7c0e (__TEXT,__text) external _proc_clear_cpulimits
00007ff8003c7db4 (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff8003c7898 (__TEXT,__text) external _proc_clear_dirty
00007ff8003c7cc1 (__TEXT,__text) external _proc_clear_vmpressure
00007ff8003c7798 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff8003c0590 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff8003c0648 (__TEXT,__text) external _proc_denap_assertion_complete
00007ff8003c7e01 (__TEXT,__text) external _proc_disable_apptype
00007ff8003c1628 (__TEXT,__text) external _proc_disable_cpumon
00007ff8003c0309 (__TEXT,__text) external _proc_disable_wakemon
00007ff8003c7c64 (__TEXT,__text) external _proc_donate_importance_boost
00007ff8003c7e61 (__TEXT,__text) external _proc_enable_apptype
00007ff8003c02a7 (__TEXT,__text) external _proc_get_cpumon_params
00007ff8003c783a (__TEXT,__text) external _proc_get_dirty
00007ff8003c7b27 (__TEXT,__text) external _proc_get_wakemon_params
00007ff8003c059a (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff8003c0650 (__TEXT,__text) external _proc_importance_assertion_complete
00007ff8003c76cd (__TEXT,__text) external _proc_kmsgbuf
00007ff8003c7821 (__TEXT,__text) external _proc_libversion
00007ff8003c7b7f (__TEXT,__text) external _proc_list_dynkqueueids
00007ff8003c7b66 (__TEXT,__text) external _proc_list_uptrs
00007ff8003c74a4 (__TEXT,__text) external _proc_listallpids
00007ff8003c750e (__TEXT,__text) external _proc_listchildpids
00007ff8003c7545 (__TEXT,__text) external _proc_listcoalitions
00007ff8003c74d9 (__TEXT,__text) external _proc_listpgrppids
00007ff8003c054d (__TEXT,__text) external _proc_listpids
00007ff8003ce8c6 (__TEXT,__text) external _proc_listpidspath
00007ff8003bd12d (__TEXT,__text) external _proc_name
00007ff8003be738 (__TEXT,__text) external _proc_pid_rusage
00007ff8003c7606 (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff8003c75bd (__TEXT,__text) external _proc_pidfdinfo
00007ff8003c75e2 (__TEXT,__text) external _proc_pidfileportinfo
00007ff8003b95f3 (__TEXT,__text) external _proc_pidinfo
00007ff8003be480 (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff8003b9bd0 (__TEXT,__text) external _proc_pidpath
00007ff8003c76f9 (__TEXT,__text) external _proc_pidpath_audittoken
00007ff8003c7643 (__TEXT,__text) external _proc_regionfilename
00007ff8003c7bff (__TEXT,__text) external _proc_reset_footprint_interval
00007ff8003c7993 (__TEXT,__text) external _proc_resume_cpumon
00007ff8003bf1d0 (__TEXT,__text) external _proc_rlimit_control
00007ff8003be6ec (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff8003be689 (__TEXT,__text) external _proc_set_cpumon_params
00007ff8003c79cb (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff8003c7f70 (__TEXT,__text) external _proc_set_csm
00007ff8003c7d64 (__TEXT,__text) external _proc_set_delayidlesleep
00007ff8003bae4c (__TEXT,__text) external _proc_set_dirty
00007ff8003c7ec4 (__TEXT,__text) external _proc_set_no_smt
00007ff8003c7d17 (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff8003c0364 (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff8003c7b02 (__TEXT,__text) external _proc_set_wakemon_params
00007ff8003c7b98 (__TEXT,__text) external _proc_setcpu_percentage
00007ff8003ba226 (__TEXT,__text) external _proc_setpcontrol
00007ff8003c7572 (__TEXT,__text) external _proc_setthread_cpupercent
00007ff8003c801e (__TEXT,__text) external _proc_setthread_csm
