00000001eaea2f58 (__DATA,__data) non-external _.compoundliteral
00000001ee8a1e98 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.5.3553
00000001e6fae028 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.476
00000001e6fba460 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00000001e6fba480 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00000001ee8a1948 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.533
00000001e6fba4a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00000001e6fba4c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00000001e6fba4e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00000001e6fba500 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00000001e6fadd70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001e6fade50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.299
00000001e6fba320 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.3305
00000001ee8a1d78 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.3427
00000001ee8a1e08 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.3538
00000001ee8a1858 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.425
00000001e6fae048 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.477
00000001e6fba520 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00000001e6fba540 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00000001ee8a13c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.62.130
00000001e6fba560 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00000001e6fba580 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00000001e6fba5a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00000001e6fba5c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001ee8a1248 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.69
00000001ee8a1ab8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7
00000001e6fba820 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7.3914
00000001e6fba5e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00000001e6fba600 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76.3625
00000001e6fba620 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001ee8a1138 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8
00000001ee8a1578 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8.218
00000001ee8a1c58 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8.3294
00000001e6fba640 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80.3682
00000001e6fba660 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81.3628
00000001ee8a13f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82.141
00000001ee8a1428 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.84.142
00000001e6fade70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001ee8a1ec8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.3558
00000001ee8a1918 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.492
00000001ee8a1458 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.97
00000001ee8a10c8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ee8a19d8 (__AUTH_CONST,__const) non-external ___block_literal_global.2525
00000001ee8a16f8 (__AUTH_CONST,__const) non-external ___block_literal_global.306
00000001ee8a1c38 (__AUTH_CONST,__const) non-external ___block_literal_global.3293
00000001ee8a2018 (__AUTH_CONST,__const) non-external ___block_literal_global.3649
00000001ee8a1228 (__AUTH_CONST,__const) non-external ___block_literal_global.53
00000001ee8a10e8 (__AUTH_CONST,__const) non-external ___block_literal_global.8
00000001ee8a1718 (__AUTH_CONST,__const) non-external ___block_literal_global.8.292
000000018491f904 (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
000000018491f698 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
000000018491faac (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
000000018492d648 (__TEXT,__text) non-external ___check_delegation_profile_block_invoke
0000000184923688 (__TEXT,__text) non-external ___check_dependencies_block_invoke
000000018492157c (__TEXT,__text) non-external ___check_instruction_block_invoke
000000018492fc2c (__TEXT,__text) non-external ___check_policy_block_invoke
                 (undefined) external ___chkstk_darwin (from libSystem)
000000018491e8b0 (__TEXT,__text) non-external ___combine_conditions_block_invoke
0000000184922a2c (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
0000000184922480 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
000000018492908c (__TEXT,__text) non-external ___compile_block_invoke
0000000184928fec (__TEXT,__text) non-external ___compile_block_invoke.4
0000000184915828 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
0000000184929410 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.26
00000001849213c4 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
000000018492d2f4 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
000000018492d2ec (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
0000000184920f08 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
0000000184921370 (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
000000018492c6f0 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00000001849358c4 (__TEXT,__text) non-external ___condition_list_copy_matching_block_invoke
0000000184921de4 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
0000000184923154 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
0000000184935ae8 (__TEXT,__text) non-external ___construct_bitmask_block_invoke
0000000184929430 (__TEXT,__text) non-external ___copy_helper_block_8_32b
000000018492f3a4 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00000001849359dc (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r
0000000184928f98 (__TEXT,__text) non-external ___copy_helper_block_8_32r
00000001849299d4 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
000000018492b52c (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r
0000000184934320 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
000000018492f3f4 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
000000018491f4c0 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
000000018492c5a8 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.14
000000018492c684 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.18
000000018491ed30 (__TEXT,__text) non-external ___cse_multiple_block_invoke
000000018493258c (__TEXT,__text) non-external ___current_location_block_invoke
00000001849114f8 (__TEXT,__text) non-external ___define_action_block_invoke
0000000184933dd4 (__TEXT,__text) non-external ___define_action_block_invoke.136
0000000184918190 (__TEXT,__text) non-external ___define_action_block_invoke_2
0000000184916fd8 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
000000018493134c (__TEXT,__text) non-external ___define_error_handler_block_invoke
0000000184931a50 (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
0000000184912cc4 (__TEXT,__text) non-external ___define_filter_block_invoke
0000000184924e64 (__TEXT,__text) non-external ___define_network_filter_block_invoke
0000000184912b34 (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
0000000184931440 (__TEXT,__text) non-external ___define_warning_handler_block_invoke
00000001849309c4 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
000000018492c1c0 (__TEXT,__text) non-external ___derive_profile_properties_block_invoke
0000000184929424 (__TEXT,__text) non-external ___destroy_helper_block_8_32b
000000018492f360 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
000000018493598c (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r
0000000184928f8c (__TEXT,__text) non-external ___destroy_helper_block_8_32r
0000000184929990 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
000000018492b4dc (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r
00000001849342b8 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
000000018491e91c (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
000000018492c76c (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
000000018492d99c (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
000000018492b18c (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
000000018492b228 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.98
000000018492af44 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
000000018492af9c (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.83
000000018492a654 (__TEXT,__text) non-external ___emit_string_table_block_invoke
000000018492a6ec (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
0000000184935cac (__TEXT,__text) non-external ___estimate_condition_list_serialization_size_block_invoke
00000001849206f4 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
0000000184925dd0 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.17
000000018492ec24 (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
0000000184921f64 (__TEXT,__text) non-external ___factor_block_invoke
000000018492e2e4 (__TEXT,__text) non-external ___factor_policy_block_invoke
000000018493174c (__TEXT,__text) non-external ___format_error_block_invoke
00000001849353f4 (__TEXT,__text) non-external ___identify_bitmask_candidates_block_invoke
0000000184916d9c (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
000000018491cfbc (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
0000000184933d5c (__TEXT,__text) non-external ___operation_expand_block_invoke
0000000184933a08 (__TEXT,__text) non-external ___operations_allowed_by_default_block_invoke
00000001849318d0 (__TEXT,__text) non-external ___output_backtrace_block_invoke
000000018492dd38 (__TEXT,__text) non-external ___populate_assumptions_for_enabled_profile_flags_block_invoke
000000018492b998 (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
000000018492a8e8 (__TEXT,__text) non-external ___populate_profile_entry_points_block_invoke
000000018492b8a8 (__TEXT,__text) non-external ___record_enabled_profile_flags_block_invoke
000000018492ff70 (__TEXT,__text) non-external ___remove_conditions_matching_predicate_policy_block_invoke
00000001849217d8 (__TEXT,__text) non-external ___reorder_block_invoke
0000000184921edc (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
0000000184930174 (__TEXT,__text) non-external ___reorder_policy_block_invoke
000000018492c25c (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
000000018492c2d0 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.29
00000001849214b4 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
0000000184928798 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
0000000184928d68 (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
000000018492ef1c (__TEXT,__text) non-external ___sb_action_has_name_block_invoke
00000001849232a4 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
0000000184929d04 (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
000000018491d498 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
000000018492cd18 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
0000000184917c74 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
000000018492cd08 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
0000000184916ddc (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
000000018492570c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
000000018491beec (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00000001849256fc (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
000000018491ad90 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
000000018492d5a8 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
0000000184913d00 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
000000018491616c (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
0000000184921418 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
0000000184921288 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
000000018492960c (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
0000000184924a54 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
000000018492ee68 (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
000000018492f9a0 (__TEXT,__text) non-external ___sb_profile_iterate_enabled_named_flags_block_invoke
0000000184910d14 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
000000018491cb14 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
0000000184932078 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
0000000184930b34 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
000000018493204c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
0000000184930bdc (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
0000000184932024 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
0000000184930c84 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
0000000184931f80 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
0000000184930d2c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
0000000184931f14 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
0000000184925c0c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
0000000184930dd4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
0000000184931ea8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_21
0000000184930e7c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_22
0000000184930f1c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_23
0000000184930ffc (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_24
00000001849312d4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_25
0000000184931aa8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_26
00000001849256b0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
0000000184917d2c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
0000000184917f9c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00000001849304a0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
0000000184930af8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
0000000184930b0c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
0000000184930b20 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
000000018492dc90 (__TEXT,__text) non-external ___sb_transform_eliminate_dead_code_profile_block_invoke
00000001849303a0 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
000000018492e8b8 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
000000018492e930 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
000000018492e800 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
000000018492e878 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
0000000184931d4c (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
0000000184931c04 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
000000018493559c (__TEXT,__text) non-external ___select_bitmask_conditions_block_invoke
0000000184935abc (__TEXT,__text) non-external ___should_preserve_condition_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00000001849357e8 (__TEXT,__text) non-external ___synthesize_bitmasks_for_disjoint_conditions_block_invoke
0000000184935e00 (__TEXT,__text) non-external ___synthesize_bitmasks_for_policy_block_invoke
0000000184935d78 (__TEXT,__text) non-external ___synthesize_bitmasks_multiple_block_invoke
000000018492eb24 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
000000018492d750 (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
0000000184910934 (__TEXT,__text) non-external ___xpc2sc_block_invoke
00000001eaea2c38 (__DATA,__data) non-external __address_family_aliases_
0000000184925bd4 (__TEXT,__text) non-external __buffer_close
0000000184925b24 (__TEXT,__text) non-external __buffer_read
0000000184925ab4 (__TEXT,__text) non-external __buffer_seek
00000001849163bc (__TEXT,__text) non-external __calculate_graft_position
000000018492e234 (__TEXT,__text) non-external __condition_list_diff
00000001eaeabde8 (__DATA,__data) non-external __csop_aliases_
00000001eaea66e8 (__DATA,__data) non-external __csr_aliases_
0000000184910258 (__TEXT,__text) non-external __define_list
0000000184910430 (__TEXT,__text) non-external __define_symbol
00000001eaeac4e8 (__DATA,__data) non-external __errno_value_aliases_
00000001eaeaa7a8 (__DATA,__data) non-external __fcntl_command_aliases_
00000001849169a0 (__TEXT,__text) non-external __flatten
0000000184924c70 (__TEXT,__text) non-external __free_error_pool
00000001eaea2fc8 (__DATA,__data) non-external __fsctl_command_aliases_
00000001eaea67c8 (__DATA,__data) non-external __host_special_port_aliases_
00000001eaea3ec8 (__DATA,__data) non-external __ioctl_command_aliases_
00000001eaeac258 (__DATA,__data) non-external __iopolicy_policy_aliases_
00000001eaeac218 (__DATA,__data) non-external __iopolicy_scope_aliases_
00000001eaeac118 (__DATA,__data) non-external __iopolicy_type_aliases_
00000001eaeabf18 (__DATA,__data) non-external __kas_info_aliases_
00000001eaeabf68 (__DATA,__data) non-external __mach_exception_behavior_aliases_
00000001eaeabfc8 (__DATA,__data) non-external __mach_exception_type_aliases_
00000001eaea8de8 (__DATA,__data) non-external __machtrap_aliases_
00000001849102a8 (__TEXT,__text) non-external __make_list_v
0000000184925f1c (__TEXT,__text) non-external __mbuf_close
000000018492f14c (__TEXT,__text) non-external __mbuf_read
000000018492f0ec (__TEXT,__text) non-external __mbuf_seek
0000000184925e78 (__TEXT,__text) non-external __mbuf_write
00000001eaeabac8 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00000001eaea91d8 (__DATA,__data) non-external __mig_routine_aliases_
00000001eaeab8c8 (__DATA,__data) non-external __necp_client_action_aliases_
0000000184921e78 (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
0000000184910a34 (__TEXT,__text) non-external __parse_file
00000001eaea7098 (__DATA,__data) non-external __persona_aliases_
000000018492bab8 (__TEXT,__text) non-external __prepare_instructions
00000001eaea6258 (__DATA,__data) non-external __privilege_aliases_
0000000184924824 (__TEXT,__text) non-external __push_match_byteset_instr
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
000000018491fdec (__TEXT,__text) non-external __sb_condition_list_remove_index
0000000184913ae8 (__TEXT,__text) non-external __sb_condition_pattern_of_type
00000001849235a0 (__TEXT,__text) non-external __sb_condition_traverse_filters
0000000184929694 (__TEXT,__text) non-external __sb_fsa_disjunction
0000000184915dac (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
0000000184929440 (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
000000018491b1d4 (__TEXT,__text) non-external __sb_fsa_serialize
000000018492df84 (__TEXT,__text) non-external __sb_instr_error_with_formatv
000000018491a998 (__TEXT,__text) non-external __sb_pattern_is_literal
0000000184929298 (__TEXT,__text) non-external __sb_realloc_vector_typed
0000000184934bf4 (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
000000018491ada0 (__TEXT,__text) non-external __sb_value_is_equivalent
000000018492ce80 (__TEXT,__text) non-external __sb_value_matches_subset
000000018492f02c (__TEXT,__text) non-external __set_modifier_string
00000001eaea6998 (__DATA,__data) non-external __signal_aliases_
00000001eaeaacb8 (__DATA,__data) non-external __socket_option_level_aliases_
00000001eaeab358 (__DATA,__data) non-external __socket_option_name_aliases_
00000001eaea2ef8 (__DATA,__data) non-external __socket_type_aliases_
00000001eaea7118 (__DATA,__data) non-external __syscall_aliases_
00000001eaeabd48 (__DATA,__data) non-external __task_special_port_aliases_
00000001eaea6db8 (__DATA,__data) non-external __usb_interface_class_aliases_
00000001eaea6ec8 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
0000000184917ee8 (__TEXT,__text) non-external _all_args_pass_test
0000000184909e5c (__TEXT,__text) non-external _alloc_cellseg
000000018491950c (__TEXT,__text) non-external _alloc_literal
00000001849122d8 (__TEXT,__text) non-external _arg_is_condition
0000000184931fa8 (__TEXT,__text) non-external _arg_is_message_filter
0000000184917fec (__TEXT,__text) non-external _arg_is_modifier
0000000184912354 (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
0000000184914290 (__TEXT,__text) non-external _assert_is_mutable
000000018492d55c (__TEXT,__text) non-external _assert_is_mutable.374
0000000184926b84 (__TEXT,__text) non-external _atom2str
0000000184936654 (__TEXT,__text) non-external _atom2str.cold.1
0000000184936680 (__TEXT,__text) non-external _atom2str.cold.2
00000001849366ac (__TEXT,__text) non-external _atom2str.cold.3
00000001849366d8 (__TEXT,__text) non-external _atom2str.cold.4
0000000184936704 (__TEXT,__text) non-external _atom2str.cold.5
0000000184936730 (__TEXT,__text) non-external _atom2str.cold.6
000000018493675c (__TEXT,__text) non-external _atom2str.cold.7
0000000184936788 (__TEXT,__text) non-external _atom2str.cold.8
000000018490c2d8 (__TEXT,__text) non-external _backchar
000000018491141c (__TEXT,__text) non-external _backtrace_pop
00000001849365a4 (__TEXT,__text) non-external _backtrace_pop.cold.1
000000018490aa88 (__TEXT,__text) non-external _backtrace_push
0000000184929bec (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _bzero (from libSystem)
000000018491e390 (__TEXT,__text) non-external _can_combine_conjunction
000000018491e2dc (__TEXT,__text) non-external _can_combine_disjunction
000000018491f628 (__TEXT,__text) non-external _candidate_list_lookup
00000001849200c4 (__TEXT,__text) non-external _candidate_list_remove
0000000184922c4c (__TEXT,__text) non-external _candidate_set_release
0000000184912210 (__TEXT,__text) non-external _car
0000000184912274 (__TEXT,__text) non-external _cdr
0000000184923368 (__TEXT,__text) non-external _check_dependencies
000000018492fa50 (__TEXT,__text) non-external _check_instruction
000000018492fb7c (__TEXT,__text) non-external _check_policy
                 (undefined) external _clearerr (from libSystem)
00000001849347b8 (__TEXT,__text) non-external _collect_filters_into_syscallmask
000000018492ea1c (__TEXT,__text) non-external _combine_conditions
0000000184906bdc (__TEXT,__text) non-external _compile
00000001849131dc (__TEXT,__text) non-external _compute_cost_estimate
0000000184912ec0 (__TEXT,__text) non-external _compute_hash
000000018492cb78 (__TEXT,__text) non-external _compute_hash.278
0000000184916ee0 (__TEXT,__text) non-external _condition_free_callback
000000018493025c (__TEXT,__text) non-external _condition_has_nested_condition_list
000000018492cd48 (__TEXT,__text) non-external _condition_is_subset_of_all
000000018492cdbc (__TEXT,__text) non-external _condition_is_subset_of_any
0000000184922520 (__TEXT,__text) non-external _condition_with_patterns_combined
00000001849288e8 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
0000000184919c28 (__TEXT,__text) non-external _construct_automaton
0000000184922dc4 (__TEXT,__text) non-external _create_pattern_disjunctions
000000018491ea48 (__TEXT,__text) non-external _cse
000000018491edb8 (__TEXT,__text) non-external _cse_inferior_list
000000018491ec4c (__TEXT,__text) non-external _cse_multiple
0000000184920908 (__TEXT,__text) non-external _dce
00000001849146f0 (__TEXT,__text) non-external _decorate_condition
0000000184910dac (__TEXT,__text) non-external _decorate_operation
000000018492df30 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00000001ee89faf8 (__AUTH_CONST,__const) non-external _dispatch_table
000000018491ca78 (__TEXT,__text) non-external _dump_stack_restore
000000018491ca00 (__TEXT,__text) non-external _dump_stack_stash
000000018492c4f4 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
000000018492079c (__TEXT,__text) non-external _eliminate_dead_code
000000018492d8e8 (__TEXT,__text) non-external _eliminate_dead_code_policy
0000000184924714 (__TEXT,__text) non-external _emit
000000018492acec (__TEXT,__text) non-external _emit_bitmask
0000000184925ff8 (__TEXT,__text) non-external _emit_buffer
000000018492398c (__TEXT,__text) non-external _emit_instruction
000000018492b29c (__TEXT,__text) non-external _emit_modifier_descriptor
000000018492ac2c (__TEXT,__text) non-external _emit_network
000000018492aaa8 (__TEXT,__text) non-external _emit_pattern
000000018492ab0c (__TEXT,__text) non-external _emit_regex
000000018492a53c (__TEXT,__text) non-external _emit_string_table
000000018492a984 (__TEXT,__text) non-external _emit_string_table_reference
000000018492a460 (__TEXT,__text) non-external _emit_variable_names
000000018493261c (__TEXT,__text) non-external _enable_profile_flag
000000018492438c (__TEXT,__text) non-external _encode_address
000000018491959c (__TEXT,__text) non-external _end_expression
000000018490f844 (__TEXT,__text) non-external _eqv
0000000184920344 (__TEXT,__text) non-external _expand_logical_conditions
000000018492eb78 (__TEXT,__text) non-external _expand_logical_conditions_policy
0000000184932388 (__TEXT,__text) non-external _extends_builtin
000000018492e118 (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
000000018490a258 (__TEXT,__text) non-external (was a private external) _fill_vector
00000001e6fae148 (__DATA_CONST,__const) non-external _filter_info
000000018490a1bc (__TEXT,__text) non-external _find_consecutive_cells
000000018490d5e8 (__TEXT,__text) non-external _find_slot_in_env
0000000184919a14 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
00000001849314f8 (__TEXT,__text) non-external _format_error
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00000001849091c0 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat (from libSystem)
