0000000182761150 (__DATA,__data) non-external _C
000000018064f244 (__TEXT,__text) non-external _generalSlowpath.cold.10
000000018064f270 (__TEXT,__text) non-external _generalSlowpath.cold.11
000000018064f29c (__TEXT,__text) non-external _generalSlowpath.cold.12
000000018064f2c8 (__TEXT,__text) non-external _generalSlowpath.cold.13
000000018064f0e4 (__TEXT,__text) non-external _generalSlowpath.cold.2
000000018064f110 (__TEXT,__text) non-external _generalSlowpath.cold.3
000000018064f13c (__TEXT,__text) non-external _generalSlowpath.cold.4
000000018064f168 (__TEXT,__text) non-external _generalSlowpath.cold.5
000000018064f194 (__TEXT,__text) non-external _generalSlowpath.cold.6
000000018064f1c0 (__TEXT,__text) non-external _generalSlowpath.cold.7
000000018064f1ec (__TEXT,__text) non-external _generalSlowpath.cold.8
000000018064f218 (__TEXT,__text) non-external _generalSlowpath.cold.9
0000000182762dcc (__DATA,__bss) non-external _get_clock.adjustment
0000000182762de0 (__DATA,__bss) non-external _get_clock.clock_seq
0000000182762dd0 (__DATA,__bss) non-external _get_clock.last
0000000180605c10 (__TEXT,__text) non-external _get_next_format
0000000180605da4 (__TEXT,__text) non-external _get_next_format_from_precision
0000000180605d44 (__TEXT,__text) non-external _get_next_format_from_width
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
000000018060741c (__TEXT,__text) external _getbsize
0000000182762ea0 (__DATA,__bss) non-external _getbsize.header
000000018061b1e8 (__TEXT,__text) external _getc
000000018061b24c (__TEXT,__text) external _getc_unlocked
000000018061b278 (__TEXT,__text) external _getchar
000000018061b2e4 (__TEXT,__text) external _getchar_unlocked
0000000180608d60 (__TEXT,__text) external _getcwd
00000001805f4d30 (__TEXT,__text) external _getdate
0000000182762d80 (__DATA,__bss) non-external _getdate.tm
000000018276db00 (__DATA,__common) external _getdate_err
000000018061b31c (__TEXT,__text) external _getdelim
00000001805ed1c0 (__TEXT,__text) external _getdiskbyname
0000000182762c88 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
0000000180607728 (__TEXT,__text) non-external _getent
0000000180634d5c (__TEXT,__text) external _getenv
                 (undefined) external _getfsstat (from libsystem_kernel)
00000001805f77a4 (__TEXT,__text) external _gethostid
0000000180608d68 (__TEXT,__text) external _gethostname
000000018061b5d8 (__TEXT,__text) external _getline
00000001805efa10 (__TEXT,__text) external _getloadavg
0000000180608e78 (__TEXT,__text) external _getmntinfo
0000000182762ee8 (__DATA,__bss) non-external _getmntinfo.vars
0000000180608eb0 (__TEXT,__text) non-external _getmntinfo_internal
0000000180608f7c (__TEXT,__text) external _getmntinfo_r_np
000000018060a644 (__TEXT,__text) external _getmode
000000018062cf14 (__TEXT,__text) non-external _getoffset
0000000180634dbc (__TEXT,__text) external _getopt
0000000182761dc0 (__DATA,__data) non-external _getopt.place
0000000180635044 (__TEXT,__text) non-external _getopt_internal
00000001806505d8 (__TEXT,__text) non-external _getopt_internal.cold.1
0000000182761dc8 (__DATA,__data) non-external _getopt_internal.posixly_correct
000000018063503c (__TEXT,__text) external _getopt_long
0000000180635680 (__TEXT,__text) external _getopt_long_only
0000000180608fe4 (__TEXT,__text) external _getpagesize
0000000182762f00 (__DATA,__bss) non-external _getpagesize.value
0000000180609084 (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
0000000180609110 (__TEXT,__text) external _getprogname
                 (undefined) external _getrlimit (from libsystem_kernel)
000000018062cf64 (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
000000018061b5e4 (__TEXT,__text) external _gets
0000000180652520 (__TEXT,__const) non-external _gets.w
0000000182764978 (__DATA,__bss) non-external _gets.warned
000000018062d3a0 (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsockopt (from libsystem_kernel)
0000000180635ae8 (__TEXT,__text) external _getsubopt
00000001805f6fa4 (__TEXT,__text) external _gettimeofday
0000000182762e44 (__DATA,__bss) non-external _gettimeofday.cached_tz.0
0000000182762e48 (__DATA,__bss) non-external _gettimeofday.cached_tz.1
0000000182762e40 (__DATA,__bss) non-external _gettimeofday.validtz
00000001805efc3c (__TEXT,__text) external _getttyent
0000000182762cd8 (__DATA,__bss) non-external _getttyent.line
0000000180742df0 (__DATA_CONST,__const) non-external _getttyent.nonexistent
0000000182762c98 (__DATA,__bss) non-external _getttyent.tty
00000001805efae0 (__TEXT,__text) external _getttynam
00000001805ed83c (__TEXT,__text) non-external _gettype
00000001805f03e0 (__TEXT,__text) external _getusershell
00000001805f0688 (__TEXT,__text) external _getvfsbyname
000000018061b6cc (__TEXT,__text) external _getw
000000018061b70c (__TEXT,__text) external _getwc
000000018061b730 (__TEXT,__text) external _getwc_l
000000018061b734 (__TEXT,__text) external _getwchar
000000018061b764 (__TEXT,__text) external _getwchar_l
00000001805f7830 (__TEXT,__text) external _getwd
000000018062ce64 (__TEXT,__text) non-external _getzname
0000000180652764 (__TEXT,__const) non-external _gmt
000000018062d4d0 (__TEXT,__text) non-external _gmt_init
0000000182761d58 (__DATA,__data) non-external _gmt_once
000000018062c524 (__TEXT,__text) external _gmtime
0000000182769290 (__DATA,__bss) non-external _gmtime_key
000000018276928c (__DATA,__bss) non-external _gmtime_key_error
000000018062c5f8 (__TEXT,__text) non-external _gmtime_key_init
0000000182761d48 (__DATA,__data) non-external _gmtime_once
000000018062c6c4 (__TEXT,__text) external _gmtime_r
000000018062ba14 (__TEXT,__text) non-external _gmtload
00000001827692d0 (__DATA,__bss) non-external _gmtmem
000000018062c63c (__TEXT,__text) non-external _gmtsub
000000018065289d (__TEXT,__const) non-external _gnuoptchar
0000000182762ec8 (__DATA,__bss) non-external _gottoprec
000000018063bfc8 (__TEXT,__text) external _grantpt
000000018062287c (__TEXT,__text) non-external _grouping_init
000000018062747c (__TEXT,__text) non-external _grouping_init
0000000180622a6c (__TEXT,__text) non-external _grouping_print
00000001806276e0 (__TEXT,__text) non-external _grouping_print
00000001805fdd48 (__TEXT,__text) non-external _hash4
00000001805fc8d4 (__TEXT,__text) non-external _hash_access
00000001805fc0b8 (__TEXT,__text) non-external _hash_close
000000018063a4e0 (__TEXT,__text) external _hash_create
00000001805fc0fc (__TEXT,__text) non-external _hash_delete
000000018063a550 (__TEXT,__text) external _hash_destroy
00000001805fc180 (__TEXT,__text) non-external _hash_fd
00000001805fc1b8 (__TEXT,__text) non-external _hash_get
000000018063a7bc (__TEXT,__text) external _hash_purge
00000001805fc220 (__TEXT,__text) non-external _hash_put
000000018063a62c (__TEXT,__text) external _hash_search
00000001805fc2ac (__TEXT,__text) non-external _hash_seq
000000018063a844 (__TEXT,__text) external _hash_stats
00000001805fc4f4 (__TEXT,__text) non-external _hash_sync
000000018063a73c (__TEXT,__text) external _hash_traverse
0000000180635c5c (__TEXT,__text) external _hcreate
00000001805fbfa0 (__TEXT,__text) non-external _hdestroy
0000000180635d2c (__TEXT,__text) external _hdestroy
0000000180635e78 (__TEXT,__text) external _heapsort
000000018063c73c (__TEXT,__text) external _heapsort_b
0000000180651538 (__TEXT,__const) non-external _hexdigit
0000000180655100 (__TEXT,__cstring) non-external _hexlist
0000000182762d40 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
0000000180635dac (__TEXT,__text) external _hsearch
000000018276da88 (__DATA,__bss) non-external _htable
000000018276da90 (__DATA,__bss) non-external _htablesize
0000000180652888 (__TEXT,__const) non-external _illoptchar
000000018065293e (__TEXT,__const) non-external _illoptstring
0000000180636108 (__TEXT,__text) external _imaxabs
0000000180636114 (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00000001805ebf2c (__TEXT,__text) non-external _infinity
00000001805ec0d0 (__TEXT,__text) non-external _initMPFromDigits
0000000180651638 (__TEXT,__const) non-external _initMPFromDigits.powersOfTen
00000001805f0424 (__TEXT,__text) non-external _initshells
000000018063913c (__TEXT,__text) external _initstate
0000000180636a74 (__TEXT,__text) non-external _insertionsort
000000018063dad4 (__TEXT,__text) non-external _insertionsort
0000000180636140 (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00000001805f1660 (__TEXT,__text) external _isalnum
00000001805f1ee8 (__TEXT,__text) external _isalnum_l
00000001805f16d8 (__TEXT,__text) external _isalpha
00000001805f1f64 (__TEXT,__text) external _isalpha_l
00000001805f1654 (__TEXT,__text) external _isascii
000000018060912c (__TEXT,__text) external _isatty
00000001805f1748 (__TEXT,__text) external _isblank
00000001805f1fd8 (__TEXT,__text) external _isblank_l
00000001805f17b8 (__TEXT,__text) external _iscntrl
00000001805f204c (__TEXT,__text) external _iscntrl_l
00000001805f1828 (__TEXT,__text) external _isdigit
00000001805f20c0 (__TEXT,__text) external _isdigit_l
00000001805f1850 (__TEXT,__text) external _isgraph
00000001805f2134 (__TEXT,__text) external _isgraph_l
00000001805f1bec (__TEXT,__text) external _ishexnumber
00000001805f21a8 (__TEXT,__text) external _ishexnumber_l
00000001805f1c5c (__TEXT,__text) external _isideogram
00000001805f221c (__TEXT,__text) external _isideogram_l
00000001805f18c0 (__TEXT,__text) external _islower
00000001805f2290 (__TEXT,__text) external _islower_l
00000001805f1ccc (__TEXT,__text) external _isnumber
00000001805f2304 (__TEXT,__text) external _isnumber_l
00000001805f1d3c (__TEXT,__text) external _isphonogram
00000001805f2378 (__TEXT,__text) external _isphonogram_l
00000001805f1930 (__TEXT,__text) external _isprint
00000001805f23ec (__TEXT,__text) external _isprint_l
00000001805f19a0 (__TEXT,__text) external _ispunct
00000001805f2460 (__TEXT,__text) external _ispunct_l
00000001805f1dac (__TEXT,__text) external _isrune
00000001805f24d4 (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00000001805f1a10 (__TEXT,__text) external _isspace
00000001805f2558 (__TEXT,__text) external _isspace_l
00000001805f1e20 (__TEXT,__text) external _isspecial
00000001805f25cc (__TEXT,__text) external _isspecial_l
000000018060d080 (__TEXT,__text) non-external _istrsenvisx
000000018064ff60 (__TEXT,__text) non-external _istrsenvisx.cold.1
000000018064ff8c (__TEXT,__text) non-external _istrsenvisx.cold.2
000000018064ffb8 (__TEXT,__text) non-external _istrsenvisx.cold.3
000000018060d624 (__TEXT,__text) non-external _istrsenvisxl
00000001805f1a80 (__TEXT,__text) external _isupper
00000001805f2640 (__TEXT,__text) external _isupper_l
00000001805f2778 (__TEXT,__text) external _iswalnum
00000001805f2cb8 (__TEXT,__text) external _iswalnum_l
00000001805f27f0 (__TEXT,__text) external _iswalpha
00000001805f2d34 (__TEXT,__text) external _iswalpha_l
00000001805f3300 (__TEXT,__text) external _iswascii
00000001805f3290 (__TEXT,__text) external _iswblank
00000001805f35b0 (__TEXT,__text) external _iswblank_l
00000001805f2860 (__TEXT,__text) external _iswcntrl
00000001805f2da8 (__TEXT,__text) external _iswcntrl_l
00000001805f28d0 (__TEXT,__text) external _iswctype
00000001805f2e1c (__TEXT,__text) external _iswctype_l
00000001805f2950 (__TEXT,__text) external _iswdigit
00000001805f2eb0 (__TEXT,__text) external _iswdigit_l
00000001805f2978 (__TEXT,__text) external _iswgraph
00000001805f2f24 (__TEXT,__text) external _iswgraph_l
00000001805f330c (__TEXT,__text) external _iswhexnumber
00000001805f3624 (__TEXT,__text) external _iswhexnumber_l
00000001805f337c (__TEXT,__text) external _iswideogram
00000001805f3698 (__TEXT,__text) external _iswideogram_l
00000001805f29e8 (__TEXT,__text) external _iswlower
00000001805f2f98 (__TEXT,__text) external _iswlower_l
00000001805f33ec (__TEXT,__text) external _iswnumber
00000001805f370c (__TEXT,__text) external _iswnumber_l
00000001805f345c (__TEXT,__text) external _iswphonogram
00000001805f3780 (__TEXT,__text) external _iswphonogram_l
00000001805f2a58 (__TEXT,__text) external _iswprint
00000001805f300c (__TEXT,__text) external _iswprint_l
00000001805f2ac8 (__TEXT,__text) external _iswpunct
00000001805f3080 (__TEXT,__text) external _iswpunct_l
00000001805f34cc (__TEXT,__text) external _iswrune
00000001805f37f4 (__TEXT,__text) external _iswrune_l
00000001805f2b38 (__TEXT,__text) external _iswspace
00000001805f30f4 (__TEXT,__text) external _iswspace_l
00000001805f3540 (__TEXT,__text) external _iswspecial
00000001805f3878 (__TEXT,__text) external _iswspecial_l
00000001805f2ba8 (__TEXT,__text) external _iswupper
00000001805f3168 (__TEXT,__text) external _iswupper_l
00000001805f2c18 (__TEXT,__text) external _iswxdigit
00000001805f31dc (__TEXT,__text) external _iswxdigit_l
00000001805f1af0 (__TEXT,__text) external _isxdigit
00000001805f26b4 (__TEXT,__text) external _isxdigit_l
00000001806091f0 (__TEXT,__text) external _jrand48
0000000180743048 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00000001805f7878 (__TEXT,__text) external _killpg
000000018063c1b8 (__TEXT,__text) external _l64a
000000018276dae0 (__DATA,__bss) non-external _l64a.buf
0000000180636164 (__TEXT,__text) external _labs
000000018060f46c (__TEXT,__text) non-external _largesearch
000000018276da38 (__DATA,__bss) non-external _last_default_tzload_mtimespec
0000000182761c08 (__DATA,__data) non-external _lastglue
00000001805ec6d8 (__TEXT,__text) external _lchflags
00000001805ec720 (__TEXT,__text) external _lchmod
0000000182764a14 (__DATA,__bss) non-external _lcl_TZname
0000000182764a10 (__DATA,__bss) non-external _lcl_is_set
0000000182761c60 (__DATA,__data) non-external (was a private external) _lcl_rwlock
0000000182764b18 (__DATA,__bss) non-external _lclmem
0000000180609234 (__TEXT,__text) external _lcong48
0000000180636170 (__TEXT,__text) external _ldiv
000000018063626c (__TEXT,__text) external _lfind
000000018061e2bc (__TEXT,__text) non-external _lflush
00000001806170f8 (__TEXT,__text) external _link_addr
00000001806172b4 (__TEXT,__text) external _link_ntoa
000000018276313c (__DATA,__bss) non-external _link_ntoa.obuf
000000018063619c (__TEXT,__text) external _llabs
00000001806361a8 (__TEXT,__text) external _lldiv
00000001806177ec (__TEXT,__text) non-external _loadCat
0000000180613994 (__TEXT,__text) non-external _loadlocale
0000000180611f04 (__TEXT,__text) external _localeconv
0000000180611da4 (__TEXT,__text) external _localeconv_l
000000018064ffe4 (__TEXT,__text) non-external _localeconv_l.cold.1
0000000180650000 (__TEXT,__text) non-external _localeconv_l.cold.2
000000018062c398 (__TEXT,__text) external _localtime
0000000182769288 (__DATA,__bss) non-external _localtime_key
0000000182769280 (__DATA,__bss) non-external _localtime_key_error
000000018062c47c (__TEXT,__text) non-external _localtime_key_init
0000000182761d38 (__DATA,__data) non-external _localtime_once
000000018062c4c0 (__TEXT,__text) external _localtime_r
000000018064d448 (__TEXT,__text) external _lockf
0000000180609278 (__TEXT,__text) external _lockf$NOCANCEL
00000001805f5f10 (__TEXT,__text) external _login_tty
0000000180609370 (__TEXT,__text) external _lrand48
00000001806361d4 (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
00000001805ec76c (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc (from libsystem_malloc)
0000000180742e48 (__DATA_CONST,__const) non-external _mapping
0000000180611fa8 (__TEXT,__text) external _mblen
0000000180611f28 (__TEXT,__text) external _mblen_l
0000000180612078 (__TEXT,__text) external _mbrlen
0000000180612028 (__TEXT,__text) external _mbrlen_l
000000018061210c (__TEXT,__text) external _mbrtowc
00000001806120cc (__TEXT,__text) external _mbrtowc_l
0000000180612184 (__TEXT,__text) external _mbsinit
0000000180612150 (__TEXT,__text) external _mbsinit_l
00000001806121fc (__TEXT,__text) external _mbsnrtowcs
00000001806121bc (__TEXT,__text) external _mbsnrtowcs_l
00000001806123c4 (__TEXT,__text) external _mbsrtowcs
0000000180612378 (__TEXT,__text) external _mbsrtowcs_l
00000001806124bc (__TEXT,__text) external _mbstowcs
0000000180612414 (__TEXT,__text) external _mbstowcs_l
00000001806125d8 (__TEXT,__text) external _mbtowc
0000000180612564 (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
0000000180630ab8 (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00000001806425cc (__TEXT,__text) external _memset_s
00000001806170dc (__TEXT,__text) non-external _memstream_close
0000000180617048 (__TEXT,__text) non-external _memstream_seek
0000000180650048 (__TEXT,__text) non-external _memstream_seek.cold.1
0000000180650074 (__TEXT,__text) non-external _memstream_seek.cold.2
0000000180616f04 (__TEXT,__text) non-external _memstream_update
000000018065001c (__TEXT,__text) non-external _memstream_update.cold.1
0000000180616f3c (__TEXT,__text) non-external _memstream_write
00000001806362e4 (__TEXT,__text) external _mergesort
000000018063d294 (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
000000018061c0a8 (__TEXT,__text) external _mkdtemp
000000018061c134 (__TEXT,__text) external _mkdtempat_np
000000018061bfc4 (__TEXT,__text) external _mkostemp
000000018061bb10 (__TEXT,__text) external _mkostemps
000000018061bea0 (__TEXT,__text) external _mkostempsat_np
00000001805f63d0 (__TEXT,__text) external _mkpath_np
00000001805f63e4 (__TEXT,__text) external _mkpathat_np
000000018061c04c (__TEXT,__text) external _mkstemp
000000018061c294 (__TEXT,__text) external _mkstemp_dprotected_np
000000018061bf18 (__TEXT,__text) external _mkstemps
000000018061bf74 (__TEXT,__text) external _mkstempsat_np
000000018061c23c (__TEXT,__text) external _mktemp
000000018062cab0 (__TEXT,__text) external _mktime
0000000180652770 (__TEXT,__const) non-external _mon_lengths
00000001805f163c (__TEXT,__text) external _monaddition
00000001805f164c (__TEXT,__text) external _moncontrol
00000001805f1650 (__TEXT,__text) external _moncount
00000001805f1634 (__TEXT,__text) external _moninit
00000001805f1648 (__TEXT,__text) external _monitor
00000001805f1644 (__TEXT,__text) external _monoutput
00000001805f1640 (__TEXT,__text) external _monreset
00000001805f1638 (__TEXT,__text) external _monstartup
00000001806191e8 (__TEXT,__text) non-external _moreglue
00000001805ff8fc (__TEXT,__text) non-external _mpool_bkt
00000001805ffbd4 (__TEXT,__text) external _mpool_close
00000001805ff844 (__TEXT,__text) external _mpool_filter
00000001805ff9e8 (__TEXT,__text) external _mpool_get
00000001805ff854 (__TEXT,__text) external _mpool_new
000000018064f814 (__TEXT,__text) non-external _mpool_new.cold.1
00000001805ff758 (__TEXT,__text) external _mpool_open
00000001805ffbb8 (__TEXT,__text) external _mpool_put
00000001805ffc30 (__TEXT,__text) external _mpool_sync
00000001805ffca8 (__TEXT,__text) non-external _mpool_write
00000001806093a4 (__TEXT,__text) external _mrand48
00000001805f7c70 (__TEXT,__text) non-external _mswap
00000001805ec280 (__TEXT,__text) non-external _multiplyByFiveToTheN
                 (undefined) external _munmap (from libsystem_kernel)
000000018064d6f0 (__TEXT,__text) external _nanosleep
00000001805f0830 (__TEXT,__text) external _nanosleep$NOCANCEL
0000000182762f68 (__DATA,__bss) non-external _new_categories
00000001805f5504 (__TEXT,__text) external _new_printf_comp
00000001805f58f4 (__TEXT,__text) external _new_printf_domain
00000001805f3d28 (__TEXT,__text) external _newlocale
0000000182761df8 (__DATA,__data) non-external _next
0000000180606694 (__TEXT,__text) non-external _nextcomp
0000000182762e78 (__DATA,__bss) non-external _nextcomp.lmsgverb
0000000182762e98 (__DATA,__bss) non-external _nextcomp.state
0000000180612990 (__TEXT,__text) external _nextwctype
0000000180612804 (__TEXT,__text) external _nextwctype_l
00000001805f0e80 (__TEXT,__text) external _nftw
00000001806093d8 (__TEXT,__text) external _nice
0000000180612df4 (__TEXT,__text) external _nl_langinfo
00000001806129b4 (__TEXT,__text) external _nl_langinfo_l
0000000182762f60 (__DATA,__bss) non-external _nl_langinfo_l.csym
00000001806528f1 (__TEXT,__const) non-external _noarg
0000000180652500 (__TEXT,__const) non-external _nogrouping
0000000182761dcc (__DATA,__data) non-external _nonopt_end
0000000182761dd0 (__DATA,__data) non-external _nonopt_start
0000000180609498 (__TEXT,__text) external _nrand48
00000001805f92b4 (__TEXT,__text) non-external _nroot
000000018276181c (__DATA,__data) non-external _numempty
0000000180652040 (__TEXT,__const) non-external _nv
000000018060d7c8 (__TEXT,__text) external _nvis
0000000182761ef0 (__DATA,__data) external _off32
0000000182761f48 (__DATA,__data) external _off64
000000018062c6d0 (__TEXT,__text) external _offtime
0000000180742e30 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
0000000180616dd8 (__TEXT,__text) external _open_memstream
00000001805f4abc (__TEXT,__text) external _open_with_subsystem
000000018062a2d8 (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00000001806094dc (__TEXT,__text) external _opendir
0000000180609ab8 (__TEXT,__text) non-external _opendir_compar
000000018276dbc0 (__DATA,__common) external _optarg
0000000182761db8 (__DATA,__data) external _opterr
0000000182761dbc (__DATA,__data) external _optind
000000018276dbbc (__DATA,__common) external _optopt
000000018276dbb8 (__DATA,__common) external _optreset
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
0000000182762e58 (__DATA,__bss) non-external _p5s
0000000180652555 (__TEXT,__const) non-external _padchar
0000000182762c92 (__DATA,__bss) non-external _parse_error
0000000180635728 (__TEXT,__text) non-external _parse_long_options
0000000182762c90 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
000000018064d540 (__TEXT,__text) external _pause
0000000180609acc (__TEXT,__text) external _pause$NOCANCEL
0000000180609e4c (__TEXT,__text) external _pclose
0000000180635688 (__TEXT,__text) non-external _permute_args
00000001806500cc (__TEXT,__text) external _perror
0000000182762ed0 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
0000000182761dd8 (__DATA,__data) non-external _place
0000000180609b04 (__TEXT,__text) external _popen
000000018064db74 (__TEXT,__text) external _popen$DARWIN_EXTSN
000000018062cc00 (__TEXT,__text) external _posix2time
000000018063bf9c (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00000001805f708c (__TEXT,__text) external _posix_spawnp
0000000180651b98 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
0000000180651770 (__TEXT,__const) non-external _powersOf10_Float
0000000180651660 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
000000018061dd60 (__TEXT,__text) external _printf
000000018061ddbc (__TEXT,__text) external _printf_l
00000001806063f4 (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
0000000180609f48 (__TEXT,__text) external _psignal
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
000000018063bfd4 (__TEXT,__text) external _ptsname
0000000180650620 (__TEXT,__text) non-external _ptsname.cold.1
000000018065063c (__TEXT,__text) non-external _ptsname.cold.2
000000018276dad8 (__DATA,__bss) non-external _ptsname_buffer_specific_key
000000018276dad0 (__DATA,__bss) non-external _ptsname_once
000000018063c088 (__TEXT,__text) non-external _ptsname_once_init
0000000180650658 (__TEXT,__text) non-external _ptsname_once_init.cold.1
000000018063c0c4 (__TEXT,__text) external _ptsname_r
000000018061ddfc (__TEXT,__text) external _putc
000000018061de88 (__TEXT,__text) external _putc_unlocked
000000018061decc (__TEXT,__text) external _putchar
000000018061df60 (__TEXT,__text) external _putchar_unlocked
0000000180636bb4 (__TEXT,__text) external _putenv
00000001805fe674 (__TEXT,__text) non-external _putpair
000000018061dfb0 (__TEXT,__text) external _puts
000000018061e08c (__TEXT,__text) external _putw
000000018061e0fc (__TEXT,__text) external _putwc
000000018061e120 (__TEXT,__text) external _putwc_l
000000018061e124 (__TEXT,__text) external _putwchar
000000018061e154 (__TEXT,__text) external _putwchar_l
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
0000000180636c50 (__TEXT,__text) external _qsort
000000018063c6b0 (__TEXT,__text) external _qsort_b
000000018063773c (__TEXT,__text) external _qsort_r
00000001805f4374 (__TEXT,__text) external _querylocale
00000001806383d4 (__TEXT,__text) non-external _r_sort_a
000000018276daa4 (__DATA,__bss) non-external _r_sort_a.bmin
000000018276da98 (__DATA,__bss) non-external _r_sort_a.count
000000018276daa0 (__DATA,__bss) non-external _r_sort_a.nc
000000018276daa8 (__DATA,__bss) non-external _r_sort_a_count
0000000180638954 (__TEXT,__text) non-external _r_sort_b
000000018276dac4 (__DATA,__bss) non-external _r_sort_b.bmin
000000018276dab8 (__DATA,__bss) non-external _r_sort_b.count
000000018276dac0 (__DATA,__bss) non-external _r_sort_b.nc
000000018276dab0 (__DATA,__bss) non-external _r_sort_b_count
