00000002300a3da8 (__DATA,__common) external _AfterColour
00000001fd1ccd1c (__TEXT,__text) external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_6ModuleEJEE3runERS6_RNS1_IS6_JEEE
00000001fbd18a78 (__TEXT,__text) external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_6ModuleEJEE6Result10invalidateERS6_RKNS_17PreservedAnalysesERNS1_IS6_JEE11InvalidatorE
00000001fbd15238 (__TEXT,__text) weak external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_6ModuleEJEEC1ERS5_
00000001fbd15230 (__TEXT,__text) weak external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_6ModuleEJEEC2ERS5_
0000000230099fc0 (__DATA,__data) weak external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_4LoopEJRNS_27LoopStandardAnalysisResultsEEEENS_8FunctionEJEE3KeyE
00000001fbdf1f50 (__TEXT,__text) external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_4LoopEJRNS_27LoopStandardAnalysisResultsEEEENS_8FunctionEJEE3runERS6_RNS1_IS6_JEEE
00000001fbdf1a64 (__TEXT,__text) external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_4LoopEJRNS_27LoopStandardAnalysisResultsEEEENS_8FunctionEJEE6Result10invalidateERS6_RKNS_17PreservedAnalysesERNS1_IS6_JEE11InvalidatorE
00000001fbdf1944 (__TEXT,__text) weak external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_4LoopEJRNS_27LoopStandardAnalysisResultsEEEENS_8FunctionEJEEC1ERS5_
00000001fbdf193c (__TEXT,__text) weak external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_4LoopEJRNS_27LoopStandardAnalysisResultsEEEENS_8FunctionEJEEC2ERS5_
000000023009a0e8 (__DATA,__data) weak external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_6ModuleEJEE3KeyE
00000001fc3d80cc (__TEXT,__text) weak external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_6ModuleEJEE3runERS4_RNS1_IS4_JEEE
00000001fc3d80b4 (__TEXT,__text) weak external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_6ModuleEJEE6Result10getManagerEv
00000001fc3d8448 (__TEXT,__text) external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_6ModuleEJEE6Result10invalidateERS4_RKNS_17PreservedAnalysesERNS1_IS4_JEE11InvalidatorE
00000001fc3d801c (__TEXT,__text) weak external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_6ModuleEJEE6ResultC1EOS6_
00000001fc3d8004 (__TEXT,__text) weak external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_6ModuleEJEE6ResultC1ERS3_
00000001fc3d800c (__TEXT,__text) weak external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_6ModuleEJEE6ResultC2EOS6_
00000001fc3d7ffc (__TEXT,__text) weak external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_6ModuleEJEE6ResultC2ERS3_
00000001fc3d8068 (__TEXT,__text) weak external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_6ModuleEJEE6ResultD1Ev
00000001fc3d802c (__TEXT,__text) weak external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_6ModuleEJEE6ResultD2Ev
00000001fc3d80a4 (__TEXT,__text) weak external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_6ModuleEJEE6ResultaSEOS6_
00000001fc3d80c4 (__TEXT,__text) weak external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_6ModuleEJEEC1ERS3_
00000001fc3d80bc (__TEXT,__text) weak external __ZN4llvm25InnerAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_6ModuleEJEEC2ERS3_
00000001fd3d0fe4 (__TEXT,__text) external __ZN4llvm25LoopAccessInfoPrinterPass3runERNS_4LoopERNS_15AnalysisManagerIS1_JRNS_27LoopStandardAnalysisResultsEEEES5_RNS_10LPMUpdaterE
00000001fd09434c (__TEXT,__text) external __ZN4llvm25LoopVectorizationLegality12canVectorizeEb
00000001fd09203c (__TEXT,__text) external __ZN4llvm25LoopVectorizationLegality15addInductionPhiEPNS_7PHINodeERKNS_19InductionDescriptorERNS_15SmallPtrSetImplIPNS_5ValueEEE
00000001fd093848 (__TEXT,__text) external __ZN4llvm25LoopVectorizationLegality18canVectorizeFPMathEb
00000001fd0924b8 (__TEXT,__text) external __ZN4llvm25LoopVectorizationLegality18canVectorizeInstrsEv
00000001fd09362c (__TEXT,__text) external __ZN4llvm25LoopVectorizationLegality18canVectorizeMemoryEv
00000001fd4bd848 (__TEXT,__text) external __ZN4llvm25LoopVectorizationLegality19canVectorizeLoopCFGEPNS_4LoopEb
00000001fd0919e8 (__TEXT,__text) external __ZN4llvm25LoopVectorizationLegality21canVectorizeOuterLoopEv
00000001fd09426c (__TEXT,__text) external __ZN4llvm25LoopVectorizationLegality23canVectorizeLoopNestCFGEPNS_4LoopEb
00000001fd091ed0 (__TEXT,__text) external __ZN4llvm25LoopVectorizationLegality24setupOuterLoopInductionsEv
00000001fd093e34 (__TEXT,__text) external __ZN4llvm25LoopVectorizationLegality25canVectorizeWithIfConvertEv
00000001fd094570 (__TEXT,__text) external __ZN4llvm25LoopVectorizationLegality26prepareToFoldTailByMaskingEv
00000001fd4bd388 (__TEXT,__text) external __ZN4llvm25LoopVectorizationLegality9isUniformEPNS_5ValueE
00000001fd3da954 (__TEXT,__text) external __ZN4llvm25LowerMatrixIntrinsicsPass13printPipelineERNS_11raw_ostreamENS_12function_refIFNS_9StringRefES4_EEE
00000001fd3da7b4 (__TEXT,__text) external __ZN4llvm25LowerMatrixIntrinsicsPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00000001fc9501d4 (__TEXT,__text) external __ZN4llvm25MCXCOFFObjectTargetWriterC2Eb
00000001fc950200 (__TEXT,__text) external __ZN4llvm25MCXCOFFObjectTargetWriterD0Ev
00000001fc9501fc (__TEXT,__text) external __ZN4llvm25MCXCOFFObjectTargetWriterD1Ev
00000001fc9501f8 (__TEXT,__text) external __ZN4llvm25MCXCOFFObjectTargetWriterD2Ev
00000001fd2463a8 (__TEXT,__text) external __ZN4llvm25MachineBlockFrequencyInfo11onEdgeSplitERKNS_17MachineBasicBlockES3_RKNS_28MachineBranchProbabilityInfoE
00000001fc0b3c58 (__TEXT,__text) external __ZN4llvm25MachineBlockFrequencyInfo13releaseMemoryEv
00000001fc0b3b78 (__TEXT,__text) external __ZN4llvm25MachineBlockFrequencyInfo20runOnMachineFunctionERNS_15MachineFunctionE
000000023009f430 (__DATA,__common) external __ZN4llvm25MachineBlockFrequencyInfo2IDE
00000001fc0b1be8 (__TEXT,__text) external __ZN4llvm25MachineBlockFrequencyInfo9calculateERKNS_15MachineFunctionERKNS_28MachineBranchProbabilityInfoERKNS_15MachineLoopInfoE
00000001fc0b3a20 (__TEXT,__text) external __ZN4llvm25MachineBlockFrequencyInfoC1ERNS_15MachineFunctionERNS_28MachineBranchProbabilityInfoERNS_15MachineLoopInfoE
00000001fd2460fc (__TEXT,__text) external __ZN4llvm25MachineBlockFrequencyInfoC1Ev
00000001fc0b1b74 (__TEXT,__text) external __ZN4llvm25MachineBlockFrequencyInfoC2ERNS_15MachineFunctionERNS_28MachineBranchProbabilityInfoERNS_15MachineLoopInfoE
00000001fd246048 (__TEXT,__text) external __ZN4llvm25MachineBlockFrequencyInfoC2Ev
00000001fd246180 (__TEXT,__text) external __ZN4llvm25MachineBlockFrequencyInfoD0Ev
00000001fd246100 (__TEXT,__text) external __ZN4llvm25MachineBlockFrequencyInfoD1Ev
00000001fc0b3a94 (__TEXT,__text) external __ZN4llvm25MachineBlockFrequencyInfoD2Ev
000000023009f118 (__DATA,__common) external __ZN4llvm25MachineBlockPlacementPass3KeyE
00000001fced8370 (__TEXT,__text) external __ZN4llvm25MergeBlockIntoPredecessorEPNS_10BasicBlockEPNS_14DomTreeUpdaterEPNS_8LoopInfoEPNS_16MemorySSAUpdaterEPNS_23MemoryDependenceResultsEb
00000001fd3dca40 (__TEXT,__text) external __ZN4llvm25MergedLoadStoreMotionPass13printPipelineERNS_11raw_ostreamENS_12function_refIFNS_9StringRefES4_EEE
00000001fcbe12c8 (__TEXT,__text) external __ZN4llvm25MergedLoadStoreMotionPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00000001fd344b1c (__TEXT,__text) external __ZN4llvm25ModuleMemorySanitizerPass3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00000001fd349f80 (__TEXT,__text) external __ZN4llvm25ModuleThreadSanitizerPass3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00000001fd1f5ea0 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator12visitPHINodeERNS_7PHINodeE
00000001fbe120ec (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator13visitCallBaseERNS_8CallBaseE
00000001fbe12210 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator13visitLoadInstERNS_8LoadInstE
00000001fd1f5c48 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator15visitAllocaInstERNS_10AllocaInstE
00000001fd1f621c (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator15visitSelectInstERNS_10SelectInstE
00000001fbe11dec (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator16visitGEPOperatorERNS_11GEPOperatorE
00000001fbe1221c (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator16visitInstructionERNS_11InstructionE
00000001fbe12204 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator17visitIntToPtrInstERNS_12IntToPtrInstE
00000001fbe121f8 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator21visitExtractValueInstERNS_16ExtractValueInstE
00000001fbe121ec (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator23visitExtractElementInstERNS_18ExtractElementInstE
00000001fbe0f120 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator7computeEPNS_5ValueE
00000001fbe118c8 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator8compute_EPNS_5ValueE
00000001fd1f5b24 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluatorC1ERKNS_10DataLayoutEPKNS_17TargetLibraryInfoERNS_11LLVMContextENS_14ObjectSizeOptsE
00000001fbe116a0 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluatorC2ERKNS_10DataLayoutEPKNS_17TargetLibraryInfoERNS_11LLVMContextENS_14ObjectSizeOptsE
00000001fbe44f68 (__TEXT,__text) external __ZN4llvm25OptimizationRemarkEmitter10invalidateERNS_8FunctionERKNS_17PreservedAnalysesERNS_15AnalysisManagerIS1_JEE11InvalidatorE
00000001fbe4500c (__TEXT,__text) external __ZN4llvm25OptimizationRemarkEmitter14computeHotnessEPKNS_5ValueE
00000001fbe45038 (__TEXT,__text) external __ZN4llvm25OptimizationRemarkEmitter14computeHotnessERNS_28DiagnosticInfoIROptimizationE
00000001fd20048c (__TEXT,__text) external __ZN4llvm25OptimizationRemarkEmitter4emitERNS_30DiagnosticInfoOptimizationBaseE
00000001fbe44f64 (__TEXT,__text) external __ZN4llvm25OptimizationRemarkEmitterC1EPKNS_8FunctionE
00000001fbe44db4 (__TEXT,__text) external __ZN4llvm25OptimizationRemarkEmitterC2EPKNS_8FunctionE
0000000230099f78 (__DATA,__data) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_8FunctionEJEE3KeyE
00000001fbd15784 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_8FunctionEJEE3runERS6_RNS1_IS6_JEEE
00000001fd1ccb58 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_8FunctionEJEE6Result10invalidateERS6_RKNS_17PreservedAnalysesERNS1_IS6_JEE11InvalidatorE
00000001fbd156cc (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_8FunctionEJEE6ResultC1ERKS5_
00000001fbd156a0 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_8FunctionEJEE6ResultC2ERKS5_
00000001fbd1577c (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_8FunctionEJEEC1ERKS5_
00000001fbd15774 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_8FunctionEJEEC2ERKS5_
0000000230099f70 (__DATA,__data) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_13LazyCallGraph3SCCEJRS4_EE3KeyE
00000001fbd1566c (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_13LazyCallGraph3SCCEJRS4_EE3runERS5_RNS1_IS5_JS6_EEES6_
00000001fbd15298 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_13LazyCallGraph3SCCEJRS4_EE6Result10invalidateERS5_RKNS_17PreservedAnalysesERNS1_IS5_JS6_EE11InvalidatorE
00000001fbd1526c (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_13LazyCallGraph3SCCEJRS4_EE6ResultC1ERKS3_
00000001fbd15240 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_13LazyCallGraph3SCCEJRS4_EE6ResultC2ERKS3_
00000001fbd15664 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_13LazyCallGraph3SCCEJRS4_EEC1ERKS3_
00000001fbd1565c (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_13LazyCallGraph3SCCEJRS4_EEC2ERKS3_
000000023009a0f0 (__DATA,__data) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_8FunctionEJEE3KeyE
00000001fc3d8414 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_8FunctionEJEE3runERS4_RNS1_IS4_JEEE
00000001fc3d8130 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_8FunctionEJEE6Result10invalidateERS4_RKNS_17PreservedAnalysesERNS1_IS4_JEE11InvalidatorE
00000001fc3d8104 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_8FunctionEJEE6ResultC1ERKS3_
00000001fc3d80d8 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_8FunctionEJEE6ResultC2ERKS3_
00000001fc3d840c (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_8FunctionEJEEC1ERKS3_
00000001fc3d8404 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_8FunctionEJEEC2ERKS3_
0000000230099fc8 (__DATA,__data) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_4LoopEJRNS_27LoopStandardAnalysisResultsEEE3KeyE
00000001fbdf1a30 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_4LoopEJRNS_27LoopStandardAnalysisResultsEEE3runERS4_RNS1_IS4_JS6_EEES6_
00000001fd1f124c (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_4LoopEJRNS_27LoopStandardAnalysisResultsEEE6Result10invalidateERS4_RKNS_17PreservedAnalysesERNS1_IS4_JS6_EE11InvalidatorE
00000001fbdf1978 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_4LoopEJRNS_27LoopStandardAnalysisResultsEEE6ResultC1ERKS3_
00000001fbdf194c (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_4LoopEJRNS_27LoopStandardAnalysisResultsEEE6ResultC2ERKS3_
00000001fbdf1a28 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_4LoopEJRNS_27LoopStandardAnalysisResultsEEEC1ERKS3_
00000001fbdf1a20 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_4LoopEJRNS_27LoopStandardAnalysisResultsEEEC2ERKS3_
000000022f97f4f0 (__DATA_DIRTY,__common) external __ZN4llvm25PartialUnrollingThresholdE
00000001fc203014 (__TEXT,__text) external __ZN4llvm25PhysicalRegisterUsageInfo14doFinalizationERNS_6ModuleE
00000001fc203228 (__TEXT,__text) external __ZN4llvm25PhysicalRegisterUsageInfo15getRegUsageInfoERKNS_8FunctionE
00000001fc202e74 (__TEXT,__text) external __ZN4llvm25PhysicalRegisterUsageInfo16doInitializationERNS_6ModuleE
00000001fc202e6c (__TEXT,__text) external __ZN4llvm25PhysicalRegisterUsageInfo16setTargetMachineERKNS_17LLVMTargetMachineE
00000001fc203180 (__TEXT,__text) external __ZN4llvm25PhysicalRegisterUsageInfo23storeUpdateRegUsageInfoERKNS_8FunctionENS_8ArrayRefIjEE
000000023009fc34 (__DATA,__common) external __ZN4llvm25PhysicalRegisterUsageInfo2IDE
000000023009e9c8 (__DATA,__common) external __ZN4llvm25PostDominatorTreeAnalysis3KeyE
00000001fbe48fe8 (__TEXT,__text) external __ZN4llvm25PostDominatorTreeAnalysis3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00000001fcf728b4 (__TEXT,__text) external __ZN4llvm25PredicateInfoVerifierPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00000001fbea69b8 (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolution11getAsAddRecEPNS_5ValueE
00000001fbea66d4 (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolution12addPredicateERKNS_13SCEVPredicateE
00000001fbea6930 (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolution13hasNoOverflowEPNS_5ValueENS_17SCEVWrapPredicate18IncrementWrapFlagsE
00000001fd209720 (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolution13setNoOverflowEPNS_5ValueENS_17SCEVWrapPredicate18IncrementWrapFlagsE
00000001fbea6804 (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolution16updateGenerationEv
00000001fbea65f0 (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolution21getBackedgeTakenCountEv
00000001fbea64ac (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolution7getSCEVEPNS_5ValueE
00000001fbea6d4c (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolutionC1ERKS0_
00000001fbea64a8 (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolutionC1ERNS_15ScalarEvolutionERNS_4LoopE
00000001fbea6b6c (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolutionC2ERKS0_
00000001fbea6398 (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolutionC2ERNS_15ScalarEvolutionERNS_4LoopE
00000001fbe49f3c (__TEXT,__text) external __ZN4llvm25ProfileSummaryPrinterPass3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
000000023009f040 (__DATA,__common) external __ZN4llvm25RegUsageInfoCollectorPass3KeyE
00000002300a5cb8 (__DATA,__common) external __ZN4llvm25RequireAndPreserveDomTreeE
00000001fbdb41f8 (__TEXT,__text) external __ZN4llvm25SimplifyInsertElementInstEPNS_5ValueES1_S1_RKNS_13SimplifyQueryE
00000001fbdb48dc (__TEXT,__text) external __ZN4llvm25SimplifyShuffleVectorInstEPNS_5ValueES1_NS_8ArrayRefIiEEPNS_4TypeERKNS_13SimplifyQueryE
00000001fd48228c (__TEXT,__text) external __ZN4llvm25SplitBlockAndInsertIfThenEPNS_5ValueEPNS_11InstructionEbPNS_6MDNodeEPNS_13DominatorTreeEPNS_8LoopInfoEPNS_10BasicBlockE
00000001fd4822a0 (__TEXT,__text) external __ZN4llvm25SplitBlockAndInsertIfThenEPNS_5ValueEPNS_11InstructionEbPNS_6MDNodeEPNS_14DomTreeUpdaterEPNS_8LoopInfoEPNS_10BasicBlockE
000000023009eba0 (__DATA,__common) external __ZN4llvm25StackSafetyGlobalAnalysis3KeyE
00000001fbec1a30 (__TEXT,__text) external __ZN4llvm25StackSafetyGlobalAnalysis3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00000001fc6432d4 (__TEXT,__text) external __ZN4llvm25SubsumingPositionIteratorC1ERKNS_10IRPositionE
00000001fc642ca8 (__TEXT,__text) external __ZN4llvm25SubsumingPositionIteratorC2ERKNS_10IRPositionE
00000002300a5033 (__DATA,__common) external __ZN4llvm25SymbolRemappingParseError2IDE
000000023009f0d8 (__DATA,__common) external __ZN4llvm25TwoAddressInstructionPass3KeyE
00000001fc2eec44 (__TEXT,__text) external __ZN4llvm25UpgradeFunctionAttributesERNS_8FunctionE
00000001fbde6240 (__TEXT,__text) external __ZN4llvm25canReplacePointersIfEqualEPNS_5ValueES1_RKNS_10DataLayoutEPNS_11InstructionE
00000001fd1de194 (__TEXT,__text) external __ZN4llvm25canSimplifyInvokeNoUnwindEPKNS_8FunctionE
00000001fbf5bbec (__TEXT,__text) external __ZN4llvm25checkBitcodeCompatibilityERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEES8_
00000001fbf5ac3c (__TEXT,__text) external __ZN4llvm25checkBitcodeCompatibilityERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEES8_i
00000001fca906ac (__TEXT,__text) external __ZN4llvm25collectPGOFuncNameStringsENS_8ArrayRefINSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEEEbRS7_
00000001fca908e8 (__TEXT,__text) external __ZN4llvm25collectPGOFuncNameStringsENS_8ArrayRefIPNS_14GlobalVariableEEERNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEEb
00000001fbfdafe4 (__TEXT,__text) external __ZN4llvm25createCFGuardDispatchPassEv
00000001fd340e50 (__TEXT,__text) external __ZN4llvm25createCGProfileLegacyPassEv
00000001fd1cee70 (__TEXT,__text) external __ZN4llvm25createCallGraphViewerPassEv
00000001fbd469b8 (__TEXT,__text) external __ZN4llvm25createDelinearizationPassEv
00000001fd31c374 (__TEXT,__text) external __ZN4llvm25createGlobalOptimizerPassEv
00000001fd239ee0 (__TEXT,__text) external __ZN4llvm25createJMCInstrumenterPassEv
00000001fd3d4074 (__TEXT,__text) external __ZN4llvm25createLoopInterchangePassEv
00000001fd3d50ec (__TEXT,__text) external __ZN4llvm25createLoopPredicationPassEv
00000001fd3d6248 (__TEXT,__text) external __ZN4llvm25createLoopSimplifyCFGPassEv
00000001fd2562e8 (__TEXT,__text) external __ZN4llvm25createMachineOutlinerPassEb
00000001fc154060 (__TEXT,__text) external __ZN4llvm25createMachineVerifierPassERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEE
00000001fcf60c3c (__TEXT,__text) external __ZN4llvm25createMemCpyLoopKnownSizeEPNS_11InstructionEPNS_5ValueES3_PNS_11ConstantIntENS_5AlignES6_bbbRKNS_19TargetTransformInfoENS_8OptionalIjEE
00000001fd3dcbec (__TEXT,__text) external __ZN4llvm25createNaryReassociatePassEv
00000001fc18af70 (__TEXT,__text) external __ZN4llvm25createObfuscateModulePassEv
00000001fd366a84 (__TEXT,__text) external __ZN4llvm25createObjCARCContractPassEv
00000001fd3b7390 (__TEXT,__text) external __ZN4llvm25createPGOFuncNameMetadataERNS_8FunctionENS_9StringRefE
00000001fd32b380 (__TEXT,__text) external __ZN4llvm25createPartialInliningPassEv
00000001fcbf54bc (__TEXT,__text) external __ZN4llvm25createPlaceSafepointsPassEv
00000001fc1a2624 (__TEXT,__text) external __ZN4llvm25createPseudoProbeInserterEv
00000001fd26a8b4 (__TEXT,__text) external __ZN4llvm25createRegAllocScoringPassEv
00000001fd349954 (__TEXT,__text) external __ZN4llvm25createSoftPointerAuthPassEv
00000001fd362fe0 (__TEXT,__text) external __ZN4llvm25createWasmDwoObjectWriterENSt3__110unique_ptrINS_24MCWasmObjectTargetWriterENS0_14default_deleteIS2_EEEERNS_17raw_pwrite_streamES7_
00000001fd364a7c (__TEXT,__text) external __ZN4llvm25createWinCOFFObjectWriterENSt3__110unique_ptrINS_27MCWinCOFFObjectTargetWriterENS0_14default_deleteIS2_EEEERNS_17raw_pwrite_streamE
00000001fd48bca0 (__TEXT,__text) external __ZN4llvm25expandRemainderUpTo32BitsEPNS_14BinaryOperatorE
00000001fd48be6c (__TEXT,__text) external __ZN4llvm25expandRemainderUpTo64BitsEPNS_14BinaryOperatorE
00000001fcf6f0fc (__TEXT,__text) external __ZN4llvm25filterDeadComdatFunctionsERNS_15SmallVectorImplIPNS_8FunctionEEE
00000001fbde558c (__TEXT,__text) external __ZN4llvm25findAvailablePtrLoadStoreERKNS_14MemoryLocationEPNS_4TypeEbPNS_10BasicBlockERNS_14ilist_iteratorINS_12ilist_detail12node_optionsINS_11InstructionELb0ELb0EvEELb0ELb0EEEjPNS_9AAResultsEPbPj
00000001fd48ee1c (__TEXT,__text) external __ZN4llvm25findDefsUsedOutsideOfLoopEPNS_4LoopE
00000001fbe01adc (__TEXT,__text) external __ZN4llvm25findStringMetadataForLoopEPKNS_4LoopENS_9StringRefE
00000001fd1bc5ac (__TEXT,__text) external __ZN4llvm25getAAResultsAnalysisUsageERNS_13AnalysisUsageE
00000001fc84ad20 (__TEXT,__text) external __ZN4llvm25getAddressSanitizerParamsERKNS_6TripleEibPyPiPb
