00007ffa167aff0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa167a8b9e (__TEXT,__text) external _glResetHistogram
00007ffa167a8bba (__TEXT,__text) external _glResetMinmax
00007ffa167abe67 (__TEXT,__text) external _glResumeTransformFeedback
00007ffa167a7af2 (__TEXT,__text) external _glRotated
00007ffa167a7b0c (__TEXT,__text) external _glRotatef
00007ffa167a91f0 (__TEXT,__text) external _glSampleCoverage
00007ffa167adaf8 (__TEXT,__text) external _glSampleCoverageARB
00007ffa167ab593 (__TEXT,__text) external _glSampleMaski
00007ffa167afee7 (__TEXT,__text) external _glSamplePass
00007ffa167afee1 (__TEXT,__text) external _glSamplePassARB
00007ffa167ab757 (__TEXT,__text) external _glSamplerParameterIiv
00007ffa167ab779 (__TEXT,__text) external _glSamplerParameterIuiv
00007ffa167ab717 (__TEXT,__text) external _glSamplerParameterf
00007ffa167ab735 (__TEXT,__text) external _glSamplerParameterfv
00007ffa167ab6d4 (__TEXT,__text) external _glSamplerParameteri
00007ffa167ab6f5 (__TEXT,__text) external _glSamplerParameteriv
00007ffa167a7b26 (__TEXT,__text) external _glScaled
00007ffa167a7b40 (__TEXT,__text) external _glScalef
00007ffa167a7b5a (__TEXT,__text) external _glScissor
00007ffa167acabf (__TEXT,__text) external _glScissorArrayv
00007ffa167acae1 (__TEXT,__text) external _glScissorIndexed
00007ffa167acb08 (__TEXT,__text) external _glScissorIndexedv
00007ffa167a929c (__TEXT,__text) external _glSecondaryColor3b
00007ffa167ae8fb (__TEXT,__text) external _glSecondaryColor3bEXT
00007ffa167a92bd (__TEXT,__text) external _glSecondaryColor3bv
00007ffa167ae91c (__TEXT,__text) external _glSecondaryColor3bvEXT
00007ffa167a92da (__TEXT,__text) external _glSecondaryColor3d
00007ffa167ae939 (__TEXT,__text) external _glSecondaryColor3dEXT
00007ffa167a92f4 (__TEXT,__text) external _glSecondaryColor3dv
00007ffa167ae953 (__TEXT,__text) external _glSecondaryColor3dvEXT
00007ffa167a9311 (__TEXT,__text) external _glSecondaryColor3f
00007ffa167ae970 (__TEXT,__text) external _glSecondaryColor3fEXT
00007ffa167a932b (__TEXT,__text) external _glSecondaryColor3fv
00007ffa167ae98a (__TEXT,__text) external _glSecondaryColor3fvEXT
00007ffa167a9348 (__TEXT,__text) external _glSecondaryColor3i
00007ffa167ae9a7 (__TEXT,__text) external _glSecondaryColor3iEXT
00007ffa167a9369 (__TEXT,__text) external _glSecondaryColor3iv
00007ffa167ae9c8 (__TEXT,__text) external _glSecondaryColor3ivEXT
00007ffa167a9386 (__TEXT,__text) external _glSecondaryColor3s
00007ffa167ae9e5 (__TEXT,__text) external _glSecondaryColor3sEXT
00007ffa167a93a7 (__TEXT,__text) external _glSecondaryColor3sv
00007ffa167aea06 (__TEXT,__text) external _glSecondaryColor3svEXT
00007ffa167a93c4 (__TEXT,__text) external _glSecondaryColor3ub
00007ffa167aea23 (__TEXT,__text) external _glSecondaryColor3ubEXT
00007ffa167a93e5 (__TEXT,__text) external _glSecondaryColor3ubv
00007ffa167aea44 (__TEXT,__text) external _glSecondaryColor3ubvEXT
00007ffa167a9402 (__TEXT,__text) external _glSecondaryColor3ui
00007ffa167aea61 (__TEXT,__text) external _glSecondaryColor3uiEXT
00007ffa167a9423 (__TEXT,__text) external _glSecondaryColor3uiv
00007ffa167aea82 (__TEXT,__text) external _glSecondaryColor3uivEXT
00007ffa167a9440 (__TEXT,__text) external _glSecondaryColor3us
00007ffa167aea9f (__TEXT,__text) external _glSecondaryColor3usEXT
00007ffa167a9461 (__TEXT,__text) external _glSecondaryColor3usv
00007ffa167aeac0 (__TEXT,__text) external _glSecondaryColor3usvEXT
00007ffa167a947e (__TEXT,__text) external _glSecondaryColorPointer
00007ffa167aeadd (__TEXT,__text) external _glSecondaryColorPointerEXT
00007ffa167a7b7e (__TEXT,__text) external _glSelectBuffer
00007ffa167a8a47 (__TEXT,__text) external _glSeparableFilter2D
00007ffa167af9a6 (__TEXT,__text) external _glSetFenceAPPLE
00007ffa167a7b9d (__TEXT,__text) external _glShadeModel
00007ffa167abfd8 (__TEXT,__text) external _glShaderBinary
00007ffa167a9f88 (__TEXT,__text) external _glShaderSource
00007ffa167adff4 (__TEXT,__text) external _glShaderSourceARB
00007ffa167a7bb9 (__TEXT,__text) external _glStencilFunc
00007ffa167aa529 (__TEXT,__text) external _glStencilFuncSeparate
00007ffa167afdc2 (__TEXT,__text) external _glStencilFuncSeparateATI
00007ffa167a7bda (__TEXT,__text) external _glStencilMask
00007ffa167aa571 (__TEXT,__text) external _glStencilMaskSeparate
00007ffa167a7bf6 (__TEXT,__text) external _glStencilOp
00007ffa167aa54d (__TEXT,__text) external _glStencilOpSeparate
00007ffa167afd9e (__TEXT,__text) external _glStencilOpSeparateATI
00007ffa167afc12 (__TEXT,__text) external _glSwapAPPLE
00007ffa167af9de (__TEXT,__text) external _glTestFenceAPPLE
00007ffa167afa16 (__TEXT,__text) external _glTestObjectAPPLE
00007ffa167ab30b (__TEXT,__text) external _glTexBuffer
00007ffa167a7c17 (__TEXT,__text) external _glTexCoord1d
00007ffa167a7c31 (__TEXT,__text) external _glTexCoord1dv
00007ffa167a7c4e (__TEXT,__text) external _glTexCoord1f
00007ffa167a7c68 (__TEXT,__text) external _glTexCoord1fv
00007ffa167a7c85 (__TEXT,__text) external _glTexCoord1i
00007ffa167a7ca1 (__TEXT,__text) external _glTexCoord1iv
00007ffa167a7cbe (__TEXT,__text) external _glTexCoord1s
00007ffa167a7cda (__TEXT,__text) external _glTexCoord1sv
00007ffa167a7cf7 (__TEXT,__text) external _glTexCoord2d
00007ffa167a7d11 (__TEXT,__text) external _glTexCoord2dv
00007ffa167a7d2e (__TEXT,__text) external _glTexCoord2f
00007ffa167a7d48 (__TEXT,__text) external _glTexCoord2fv
00007ffa167a7d65 (__TEXT,__text) external _glTexCoord2i
00007ffa167a7d83 (__TEXT,__text) external _glTexCoord2iv
00007ffa167a7da0 (__TEXT,__text) external _glTexCoord2s
00007ffa167a7dbe (__TEXT,__text) external _glTexCoord2sv
00007ffa167a7ddb (__TEXT,__text) external _glTexCoord3d
00007ffa167a7df5 (__TEXT,__text) external _glTexCoord3dv
00007ffa167a7e12 (__TEXT,__text) external _glTexCoord3f
00007ffa167a7e2c (__TEXT,__text) external _glTexCoord3fv
00007ffa167a7e49 (__TEXT,__text) external _glTexCoord3i
00007ffa167a7e6a (__TEXT,__text) external _glTexCoord3iv
00007ffa167a7e87 (__TEXT,__text) external _glTexCoord3s
00007ffa167a7ea8 (__TEXT,__text) external _glTexCoord3sv
00007ffa167a7ec5 (__TEXT,__text) external _glTexCoord4d
00007ffa167a7edf (__TEXT,__text) external _glTexCoord4dv
00007ffa167a7efc (__TEXT,__text) external _glTexCoord4f
00007ffa167a7f16 (__TEXT,__text) external _glTexCoord4fv
00007ffa167a7f33 (__TEXT,__text) external _glTexCoord4i
00007ffa167a7f57 (__TEXT,__text) external _glTexCoord4iv
00007ffa167a7f74 (__TEXT,__text) external _glTexCoord4s
00007ffa167a7f98 (__TEXT,__text) external _glTexCoord4sv
00007ffa167a7fb5 (__TEXT,__text) external _glTexCoordPointer
00007ffa167a7fd9 (__TEXT,__text) external _glTexEnvf
00007ffa167a7ff7 (__TEXT,__text) external _glTexEnvfv
00007ffa167a8019 (__TEXT,__text) external _glTexEnvi
00007ffa167a803a (__TEXT,__text) external _glTexEnviv
00007ffa167a805c (__TEXT,__text) external _glTexGend
00007ffa167a807a (__TEXT,__text) external _glTexGendv
00007ffa167a809c (__TEXT,__text) external _glTexGenf
00007ffa167a80ba (__TEXT,__text) external _glTexGenfv
00007ffa167a80dc (__TEXT,__text) external _glTexGeni
00007ffa167a80fd (__TEXT,__text) external _glTexGeniv
00007ffa167a811f (__TEXT,__text) external _glTexImage1D
00007ffa167a8159 (__TEXT,__text) external _glTexImage2D
00007ffa167ab50a (__TEXT,__text) external _glTexImage2DMultisample
00007ffa167a862b (__TEXT,__text) external _glTexImage3D
00007ffa167ab53d (__TEXT,__text) external _glTexImage3DMultisample
00007ffa167ab06c (__TEXT,__text) external _glTexParameterIiv
00007ffa167af613 (__TEXT,__text) external _glTexParameterIivEXT
00007ffa167ab08e (__TEXT,__text) external _glTexParameterIuiv
00007ffa167af635 (__TEXT,__text) external _glTexParameterIuivEXT
00007ffa167a8197 (__TEXT,__text) external _glTexParameterf
00007ffa167a81b5 (__TEXT,__text) external _glTexParameterfv
00007ffa167a81d7 (__TEXT,__text) external _glTexParameteri
00007ffa167a81f8 (__TEXT,__text) external _glTexParameteriv
00007ffa167ae744 (__TEXT,__text) external _glTexStorage1D
00007ffa167ae768 (__TEXT,__text) external _glTexStorage2D
00007ffa167ae78f (__TEXT,__text) external _glTexStorage3D
00007ffa167a821a (__TEXT,__text) external _glTexSubImage1D
00007ffa167a824a (__TEXT,__text) external _glTexSubImage2D
00007ffa167a8676 (__TEXT,__text) external _glTexSubImage3D
00007ffa167afe70 (__TEXT,__text) external _glTextureBarrierNV
00007ffa167af924 (__TEXT,__text) external _glTextureRangeAPPLE
00007ffa167aab5c (__TEXT,__text) external _glTransformFeedbackVaryings
00007ffa167af06d (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
00007ffa167a8288 (__TEXT,__text) external _glTranslated
00007ffa167a82a2 (__TEXT,__text) external _glTranslatef
00007ffa167aba04 (__TEXT,__text) external _glUniform1d
00007ffa167aba74 (__TEXT,__text) external _glUniform1dv
00007ffa167aa087 (__TEXT,__text) external _glUniform1f
00007ffa167ae0c5 (__TEXT,__text) external _glUniform1fARB
00007ffa167aa181 (__TEXT,__text) external _glUniform1fv
00007ffa167ae1bf (__TEXT,__text) external _glUniform1fvARB
00007ffa167aa0f7 (__TEXT,__text) external _glUniform1i
00007ffa167ae135 (__TEXT,__text) external _glUniform1iARB
00007ffa167aa209 (__TEXT,__text) external _glUniform1iv
00007ffa167ae247 (__TEXT,__text) external _glUniform1ivARB
00007ffa167aaf5a (__TEXT,__text) external _glUniform1ui
00007ffa167af456 (__TEXT,__text) external _glUniform1uiEXT
00007ffa167aafe4 (__TEXT,__text) external _glUniform1uiv
00007ffa167af4e0 (__TEXT,__text) external _glUniform1uivEXT
00007ffa167aba20 (__TEXT,__text) external _glUniform2d
00007ffa167aba96 (__TEXT,__text) external _glUniform2dv
00007ffa167aa0a3 (__TEXT,__text) external _glUniform2f
00007ffa167ae0e1 (__TEXT,__text) external _glUniform2fARB
00007ffa167aa1a3 (__TEXT,__text) external _glUniform2fv
00007ffa167ae1e1 (__TEXT,__text) external _glUniform2fvARB
00007ffa167aa115 (__TEXT,__text) external _glUniform2i
00007ffa167ae153 (__TEXT,__text) external _glUniform2iARB
00007ffa167aa22b (__TEXT,__text) external _glUniform2iv
00007ffa167ae269 (__TEXT,__text) external _glUniform2ivARB
00007ffa167aaf78 (__TEXT,__text) external _glUniform2ui
00007ffa167af474 (__TEXT,__text) external _glUniform2uiEXT
00007ffa167ab006 (__TEXT,__text) external _glUniform2uiv
00007ffa167af502 (__TEXT,__text) external _glUniform2uivEXT
00007ffa167aba3c (__TEXT,__text) external _glUniform3d
00007ffa167abab8 (__TEXT,__text) external _glUniform3dv
00007ffa167aa0bf (__TEXT,__text) external _glUniform3f
00007ffa167ae0fd (__TEXT,__text) external _glUniform3fARB
00007ffa167aa1c5 (__TEXT,__text) external _glUniform3fv
00007ffa167ae203 (__TEXT,__text) external _glUniform3fvARB
00007ffa167aa136 (__TEXT,__text) external _glUniform3i
00007ffa167ae174 (__TEXT,__text) external _glUniform3iARB
00007ffa167aa24d (__TEXT,__text) external _glUniform3iv
00007ffa167ae28b (__TEXT,__text) external _glUniform3ivARB
00007ffa167aaf99 (__TEXT,__text) external _glUniform3ui
00007ffa167af495 (__TEXT,__text) external _glUniform3uiEXT
00007ffa167ab028 (__TEXT,__text) external _glUniform3uiv
00007ffa167af524 (__TEXT,__text) external _glUniform3uivEXT
00007ffa167aba58 (__TEXT,__text) external _glUniform4d
00007ffa167abada (__TEXT,__text) external _glUniform4dv
00007ffa167aa0db (__TEXT,__text) external _glUniform4f
00007ffa167ae119 (__TEXT,__text) external _glUniform4fARB
00007ffa167aa1e7 (__TEXT,__text) external _glUniform4fv
00007ffa167ae225 (__TEXT,__text) external _glUniform4fvARB
00007ffa167aa15a (__TEXT,__text) external _glUniform4i
00007ffa167ae198 (__TEXT,__text) external _glUniform4iARB
00007ffa167aa26f (__TEXT,__text) external _glUniform4iv
00007ffa167ae2ad (__TEXT,__text) external _glUniform4ivARB
00007ffa167aafbd (__TEXT,__text) external _glUniform4ui
00007ffa167af4b9 (__TEXT,__text) external _glUniform4uiEXT
00007ffa167ab04a (__TEXT,__text) external _glUniform4uiv
00007ffa167af546 (__TEXT,__text) external _glUniform4uivEXT
00007ffa167ab29f (__TEXT,__text) external _glUniformBlockBinding
00007ffa167af106 (__TEXT,__text) external _glUniformBufferEXT
00007ffa167abafc (__TEXT,__text) external _glUniformMatrix2dv
00007ffa167aa291 (__TEXT,__text) external _glUniformMatrix2fv
00007ffa167ae2cf (__TEXT,__text) external _glUniformMatrix2fvARB
00007ffa167abb68 (__TEXT,__text) external _glUniformMatrix2x3dv
00007ffa167aa5ad (__TEXT,__text) external _glUniformMatrix2x3fv
00007ffa167abbb0 (__TEXT,__text) external _glUniformMatrix2x4dv
00007ffa167aa5f5 (__TEXT,__text) external _glUniformMatrix2x4fv
00007ffa167abb20 (__TEXT,__text) external _glUniformMatrix3dv
00007ffa167aa2b5 (__TEXT,__text) external _glUniformMatrix3fv
00007ffa167ae2f3 (__TEXT,__text) external _glUniformMatrix3fvARB
00007ffa167abb8c (__TEXT,__text) external _glUniformMatrix3x2dv
00007ffa167aa5d1 (__TEXT,__text) external _glUniformMatrix3x2fv
00007ffa167abbf8 (__TEXT,__text) external _glUniformMatrix3x4dv
00007ffa167aa63d (__TEXT,__text) external _glUniformMatrix3x4fv
00007ffa167abb44 (__TEXT,__text) external _glUniformMatrix4dv
00007ffa167aa2d9 (__TEXT,__text) external _glUniformMatrix4fv
00007ffa167ae317 (__TEXT,__text) external _glUniformMatrix4fvARB
00007ffa167abbd4 (__TEXT,__text) external _glUniformMatrix4x2dv
00007ffa167aa619 (__TEXT,__text) external _glUniformMatrix4x2fv
00007ffa167abc1c (__TEXT,__text) external _glUniformMatrix4x3dv
00007ffa167aa661 (__TEXT,__text) external _glUniformMatrix4x3fv
00007ffa167abd33 (__TEXT,__text) external _glUniformSubroutinesuiv
00007ffa167ae7e0 (__TEXT,__text) external _glUnlockArraysEXT
00007ffa167a995c (__TEXT,__text) external _glUnmapBuffer
00007ffa167adf1f (__TEXT,__text) external _glUnmapBufferARB
00007ffa167aa02a (__TEXT,__text) external _glUseProgram
00007ffa167ae08b (__TEXT,__text) external _glUseProgramObjectARB
00007ffa167ac0c7 (__TEXT,__text) external _glUseProgramStages
00007ffa167aa068 (__TEXT,__text) external _glValidateProgram
00007ffa167ae0a8 (__TEXT,__text) external _glValidateProgramARB
00007ffa167ac1c0 (__TEXT,__text) external _glValidateProgramPipeline
00007ffa167a82bc (__TEXT,__text) external _glVertex2d
00007ffa167a82d6 (__TEXT,__text) external _glVertex2dv
00007ffa167a82f3 (__TEXT,__text) external _glVertex2f
00007ffa167a830d (__TEXT,__text) external _glVertex2fv
00007ffa167a832a (__TEXT,__text) external _glVertex2i
00007ffa167a8348 (__TEXT,__text) external _glVertex2iv
00007ffa167a8365 (__TEXT,__text) external _glVertex2s
00007ffa167a8383 (__TEXT,__text) external _glVertex2sv
00007ffa167a83a0 (__TEXT,__text) external _glVertex3d
00007ffa167a83ba (__TEXT,__text) external _glVertex3dv
00007ffa167a83d7 (__TEXT,__text) external _glVertex3f
00007ffa167a83f1 (__TEXT,__text) external _glVertex3fv
00007ffa167a840e (__TEXT,__text) external _glVertex3i
00007ffa167a842f (__TEXT,__text) external _glVertex3iv
00007ffa167a844c (__TEXT,__text) external _glVertex3s
00007ffa167a846d (__TEXT,__text) external _glVertex3sv
00007ffa167a848a (__TEXT,__text) external _glVertex4d
00007ffa167a84a4 (__TEXT,__text) external _glVertex4dv
00007ffa167a84c1 (__TEXT,__text) external _glVertex4f
00007ffa167a84db (__TEXT,__text) external _glVertex4fv
00007ffa167a84f8 (__TEXT,__text) external _glVertex4i
00007ffa167a851c (__TEXT,__text) external _glVertex4iv
00007ffa167a8539 (__TEXT,__text) external _glVertex4s
00007ffa167a855d (__TEXT,__text) external _glVertex4sv
00007ffa167afa90 (__TEXT,__text) external _glVertexArrayParameteriAPPLE
00007ffa167afa52 (__TEXT,__text) external _glVertexArrayRangeAPPLE
00007ffa167a99db (__TEXT,__text) external _glVertexAttrib1d
00007ffa167acc5b (__TEXT,__text) external _glVertexAttrib1dARB
00007ffa167a99f7 (__TEXT,__text) external _glVertexAttrib1dv
00007ffa167acdf0 (__TEXT,__text) external _glVertexAttrib1dvARB
00007ffa167a9a16 (__TEXT,__text) external _glVertexAttrib1f
00007ffa167acc3f (__TEXT,__text) external _glVertexAttrib1fARB
00007ffa167a9a32 (__TEXT,__text) external _glVertexAttrib1fv
00007ffa167acdd1 (__TEXT,__text) external _glVertexAttrib1fvARB
00007ffa167a9a51 (__TEXT,__text) external _glVertexAttrib1s
00007ffa167acc21 (__TEXT,__text) external _glVertexAttrib1sARB
00007ffa167a9a6f (__TEXT,__text) external _glVertexAttrib1sv
00007ffa167acdb2 (__TEXT,__text) external _glVertexAttrib1svARB
00007ffa167a9a8e (__TEXT,__text) external _glVertexAttrib2d
00007ffa167accb4 (__TEXT,__text) external _glVertexAttrib2dARB
00007ffa167a9aaa (__TEXT,__text) external _glVertexAttrib2dv
00007ffa167ace4d (__TEXT,__text) external _glVertexAttrib2dvARB
00007ffa167a9ac9 (__TEXT,__text) external _glVertexAttrib2f
00007ffa167acc98 (__TEXT,__text) external _glVertexAttrib2fARB
00007ffa167a9ae5 (__TEXT,__text) external _glVertexAttrib2fv
00007ffa167ace2e (__TEXT,__text) external _glVertexAttrib2fvARB
00007ffa167a9b04 (__TEXT,__text) external _glVertexAttrib2s
00007ffa167acc77 (__TEXT,__text) external _glVertexAttrib2sARB
00007ffa167a9b25 (__TEXT,__text) external _glVertexAttrib2sv
00007ffa167ace0f (__TEXT,__text) external _glVertexAttrib2svARB
00007ffa167a9b44 (__TEXT,__text) external _glVertexAttrib3d
00007ffa167acd10 (__TEXT,__text) external _glVertexAttrib3dARB
00007ffa167a9b60 (__TEXT,__text) external _glVertexAttrib3dv
00007ffa167aceaa (__TEXT,__text) external _glVertexAttrib3dvARB
00007ffa167a9b7f (__TEXT,__text) external _glVertexAttrib3f
00007ffa167accf4 (__TEXT,__text) external _glVertexAttrib3fARB
00007ffa167a9b9b (__TEXT,__text) external _glVertexAttrib3fv
00007ffa167ace8b (__TEXT,__text) external _glVertexAttrib3fvARB
00007ffa167a9bba (__TEXT,__text) external _glVertexAttrib3s
00007ffa167accd0 (__TEXT,__text) external _glVertexAttrib3sARB
00007ffa167a9bde (__TEXT,__text) external _glVertexAttrib3sv
00007ffa167ace6c (__TEXT,__text) external _glVertexAttrib3svARB
00007ffa167a9bfd (__TEXT,__text) external _glVertexAttrib4Nbv
00007ffa167acfc1 (__TEXT,__text) external _glVertexAttrib4NbvARB
00007ffa167a9c1c (__TEXT,__text) external _glVertexAttrib4Niv
00007ffa167acfff (__TEXT,__text) external _glVertexAttrib4NivARB
00007ffa167a9c3b (__TEXT,__text) external _glVertexAttrib4Nsv
00007ffa167acfe0 (__TEXT,__text) external _glVertexAttrib4NsvARB
00007ffa167a9c5a (__TEXT,__text) external _glVertexAttrib4Nub
00007ffa167acd8b (__TEXT,__text) external _glVertexAttrib4NubARB
00007ffa167a9c81 (__TEXT,__text) external _glVertexAttrib4Nubv
00007ffa167ad01e (__TEXT,__text) external _glVertexAttrib4NubvARB
00007ffa167a9ca0 (__TEXT,__text) external _glVertexAttrib4Nuiv
00007ffa167ad05c (__TEXT,__text) external _glVertexAttrib4NuivARB
00007ffa167a9cbf (__TEXT,__text) external _glVertexAttrib4Nusv
00007ffa167ad03d (__TEXT,__text) external _glVertexAttrib4NusvARB
00007ffa167a9cde (__TEXT,__text) external _glVertexAttrib4bv
00007ffa167acec9 (__TEXT,__text) external _glVertexAttrib4bvARB
00007ffa167a9cfd (__TEXT,__text) external _glVertexAttrib4d
00007ffa167acd6f (__TEXT,__text) external _glVertexAttrib4dARB
00007ffa167a9d19 (__TEXT,__text) external _glVertexAttrib4dv
00007ffa167acfa2 (__TEXT,__text) external _glVertexAttrib4dvARB
00007ffa167a9d38 (__TEXT,__text) external _glVertexAttrib4f
00007ffa167acd53 (__TEXT,__text) external _glVertexAttrib4fARB
00007ffa167a9d54 (__TEXT,__text) external _glVertexAttrib4fv
00007ffa167acf83 (__TEXT,__text) external _glVertexAttrib4fvARB
00007ffa167a9d73 (__TEXT,__text) external _glVertexAttrib4iv
00007ffa167acf07 (__TEXT,__text) external _glVertexAttrib4ivARB
00007ffa167a9d92 (__TEXT,__text) external _glVertexAttrib4s
00007ffa167acd2c (__TEXT,__text) external _glVertexAttrib4sARB
00007ffa167a9db9 (__TEXT,__text) external _glVertexAttrib4sv
00007ffa167acee8 (__TEXT,__text) external _glVertexAttrib4svARB
00007ffa167a9dd8 (__TEXT,__text) external _glVertexAttrib4ubv
00007ffa167acf26 (__TEXT,__text) external _glVertexAttrib4ubvARB
00007ffa167a9df7 (__TEXT,__text) external _glVertexAttrib4uiv
00007ffa167acf64 (__TEXT,__text) external _glVertexAttrib4uivARB
00007ffa167a9e16 (__TEXT,__text) external _glVertexAttrib4usv
00007ffa167acf45 (__TEXT,__text) external _glVertexAttrib4usvARB
00007ffa167ab9a5 (__TEXT,__text) external _glVertexAttribDivisor
00007ffa167ae53b (__TEXT,__text) external _glVertexAttribDivisorARB
00007ffa167aac6f (__TEXT,__text) external _glVertexAttribI1i
00007ffa167af163 (__TEXT,__text) external _glVertexAttribI1iEXT
00007ffa167aad83 (__TEXT,__text) external _glVertexAttribI1iv
00007ffa167af277 (__TEXT,__text) external _glVertexAttribI1ivEXT
00007ffa167aacf9 (__TEXT,__text) external _glVertexAttribI1ui
00007ffa167af1ed (__TEXT,__text) external _glVertexAttribI1uiEXT
00007ffa167aadff (__TEXT,__text) external _glVertexAttribI1uiv
00007ffa167af2f3 (__TEXT,__text) external _glVertexAttribI1uivEXT
00007ffa167aac8d (__TEXT,__text) external _glVertexAttribI2i
00007ffa167af181 (__TEXT,__text) external _glVertexAttribI2iEXT
00007ffa167aada2 (__TEXT,__text) external _glVertexAttribI2iv
00007ffa167af296 (__TEXT,__text) external _glVertexAttribI2ivEXT
00007ffa167aad17 (__TEXT,__text) external _glVertexAttribI2ui
00007ffa167af20b (__TEXT,__text) external _glVertexAttribI2uiEXT
00007ffa167aae1e (__TEXT,__text) external _glVertexAttribI2uiv
00007ffa167af312 (__TEXT,__text) external _glVertexAttribI2uivEXT
00007ffa167aacae (__TEXT,__text) external _glVertexAttribI3i
00007ffa167af1a2 (__TEXT,__text) external _glVertexAttribI3iEXT
00007ffa167aadc1 (__TEXT,__text) external _glVertexAttribI3iv
00007ffa167af2b5 (__TEXT,__text) external _glVertexAttribI3ivEXT
00007ffa167aad38 (__TEXT,__text) external _glVertexAttribI3ui
00007ffa167af22c (__TEXT,__text) external _glVertexAttribI3uiEXT
00007ffa167aae3d (__TEXT,__text) external _glVertexAttribI3uiv
00007ffa167af331 (__TEXT,__text) external _glVertexAttribI3uivEXT
00007ffa167aae7b (__TEXT,__text) external _glVertexAttribI4bv
00007ffa167af36f (__TEXT,__text) external _glVertexAttribI4bvEXT
00007ffa167aacd2 (__TEXT,__text) external _glVertexAttribI4i
00007ffa167af1c6 (__TEXT,__text) external _glVertexAttribI4iEXT
00007ffa167aade0 (__TEXT,__text) external _glVertexAttribI4iv
00007ffa167af2d4 (__TEXT,__text) external _glVertexAttribI4ivEXT
00007ffa167aae9a (__TEXT,__text) external _glVertexAttribI4sv
00007ffa167af38e (__TEXT,__text) external _glVertexAttribI4svEXT
00007ffa167aaeb9 (__TEXT,__text) external _glVertexAttribI4ubv
00007ffa167af3ad (__TEXT,__text) external _glVertexAttribI4ubvEXT
00007ffa167aad5c (__TEXT,__text) external _glVertexAttribI4ui
00007ffa167af250 (__TEXT,__text) external _glVertexAttribI4uiEXT
00007ffa167aae5c (__TEXT,__text) external _glVertexAttribI4uiv
00007ffa167af350 (__TEXT,__text) external _glVertexAttribI4uivEXT
00007ffa167aaed8 (__TEXT,__text) external _glVertexAttribI4usv
00007ffa167af3cc (__TEXT,__text) external _glVertexAttribI4usvEXT
00007ffa167aac04 (__TEXT,__text) external _glVertexAttribIPointer
00007ffa167af3eb (__TEXT,__text) external _glVertexAttribIPointerEXT
00007ffa167ac92d (__TEXT,__text) external _glVertexAttribL1d
00007ffa167ac99d (__TEXT,__text) external _glVertexAttribL1dv
00007ffa167ac949 (__TEXT,__text) external _glVertexAttribL2d
00007ffa167ac9bc (__TEXT,__text) external _glVertexAttribL2dv
00007ffa167ac965 (__TEXT,__text) external _glVertexAttribL3d
00007ffa167ac9db (__TEXT,__text) external _glVertexAttribL3dv
00007ffa167ac981 (__TEXT,__text) external _glVertexAttribL4d
00007ffa167ac9fa (__TEXT,__text) external _glVertexAttribL4dv
00007ffa167aca19 (__TEXT,__text) external _glVertexAttribLPointer
00007ffa167ab885 (__TEXT,__text) external _glVertexAttribP1ui
00007ffa167ab915 (__TEXT,__text) external _glVertexAttribP1uiv
00007ffa167ab8a9 (__TEXT,__text) external _glVertexAttribP2ui
00007ffa167ab939 (__TEXT,__text) external _glVertexAttribP2uiv
00007ffa167ab8cd (__TEXT,__text) external _glVertexAttribP3ui
00007ffa167ab95d (__TEXT,__text) external _glVertexAttribP3uiv
00007ffa167ab8f1 (__TEXT,__text) external _glVertexAttribP4ui
00007ffa167ab981 (__TEXT,__text) external _glVertexAttribP4uiv
00007ffa167a9e35 (__TEXT,__text) external _glVertexAttribPointer
00007ffa167ad07b (__TEXT,__text) external _glVertexAttribPointerARB
00007ffa167ad4c2 (__TEXT,__text) external _glVertexBlendARB
00007ffa167afcf5 (__TEXT,__text) external _glVertexPointSizefAPPLE
00007ffa167a857a (__TEXT,__text) external _glVertexPointer
00007ffa167a859e (__TEXT,__text) external _glViewport
00007ffa167aca62 (__TEXT,__text) external _glViewportArrayv
00007ffa167aca84 (__TEXT,__text) external _glViewportIndexedf
00007ffa167acaa0 (__TEXT,__text) external _glViewportIndexedfv
00007ffa167ab4a0 (__TEXT,__text) external _glWaitSync
00007ffa167ad49e (__TEXT,__text) external _glWeightPointerARB
00007ffa167ad3a6 (__TEXT,__text) external _glWeightbvARB
00007ffa167ad422 (__TEXT,__text) external _glWeightdvARB
00007ffa167ad403 (__TEXT,__text) external _glWeightfvARB
00007ffa167ad3e4 (__TEXT,__text) external _glWeightivARB
00007ffa167ad3c5 (__TEXT,__text) external _glWeightsvARB
00007ffa167ad441 (__TEXT,__text) external _glWeightubvARB
00007ffa167ad47f (__TEXT,__text) external _glWeightuivARB
00007ffa167ad460 (__TEXT,__text) external _glWeightusvARB
00007ffa167a958c (__TEXT,__text) external _glWindowPos2d
00007ffa167adb4f (__TEXT,__text) external _glWindowPos2dARB
00007ffa167a95a6 (__TEXT,__text) external _glWindowPos2dv
00007ffa167adb69 (__TEXT,__text) external _glWindowPos2dvARB
00007ffa167a95c3 (__TEXT,__text) external _glWindowPos2f
00007ffa167adb86 (__TEXT,__text) external _glWindowPos2fARB
00007ffa167a95dd (__TEXT,__text) external _glWindowPos2fv
00007ffa167adba0 (__TEXT,__text) external _glWindowPos2fvARB
00007ffa167a95fa (__TEXT,__text) external _glWindowPos2i
