00007ff8400b8e50 (__DATA,__data) non-external _C
00007ff800caf03d (__TEXT,__text) external _fdopen
00007ff800cec7b8 (__TEXT,__text) external _fdopen$DARWIN_EXTSN
00007ff800c9ff78 (__TEXT,__text) external _fdopendir
                 (undefined) external _fegetenv (from libsystem_m)
                 (undefined) external _fegetround (from libsystem_m)
00007ff800caf152 (__TEXT,__text) external _feof
00007ff800caf17d (__TEXT,__text) external _feof_unlocked
00007ff800caf18c (__TEXT,__text) external _ferror
00007ff800caf1b7 (__TEXT,__text) external _ferror_unlocked
                 (undefined) external _fesetenv (from libsystem_m)
00007ff800c9579c (__TEXT,__text) non-external _fetch_bitmap
00007ff800c87db8 (__TEXT,__text) external _fflagstostr
00007ff800caf1c6 (__TEXT,__text) external _fflush
                 (undefined) external _ffsctl (from libsystem_kernel)
00007ff800caf3d8 (__TEXT,__text) external _fgetc
00007ff800caf488 (__TEXT,__text) external _fgetln
00007ff800caf618 (__TEXT,__text) external _fgetpos
00007ff800caf63d (__TEXT,__text) external _fgets
00007ff800caf78b (__TEXT,__text) external _fgetwc
00007ff800caf8b1 (__TEXT,__text) external _fgetwc_l
00007ff800caf9cb (__TEXT,__text) external _fgetwln
00007ff800caf919 (__TEXT,__text) external _fgetwln_l
00007ff800cafbd4 (__TEXT,__text) external _fgetws
00007ff800caf9f3 (__TEXT,__text) external _fgetws_l
00007ff8400b9b78 (__DATA,__data) non-external _filelist_lock
00007ff800cafbfc (__TEXT,__text) external _fileno
00007ff800cafc20 (__TEXT,__text) external _fileno_unlocked
00007ff800cb2b28 (__TEXT,__text) non-external _find_temp_path
00007ff800ccbf94 (__TEXT,__text) non-external _first_wday_of
00007ff800cefab0 (__TEXT,__const) non-external _fiveToThe1000
00007ff800caeb99 (__TEXT,__text) external _flockfile
                 (undefined) external _flsl (from libsystem_platform)
00007ff800c92c69 (__TEXT,__text) non-external _flush_meta
                 (undefined) external _fma (from libsystem_m)
00007ff800ccea33 (__TEXT,__text) external _fmemopen
00007ff800ccecc5 (__TEXT,__text) non-external _fmemopen_close
00007ff800ccebb2 (__TEXT,__text) non-external _fmemopen_read
00007ff800ccec6b (__TEXT,__text) non-external _fmemopen_seek
00007ff800ccebfc (__TEXT,__text) non-external _fmemopen_write
00007ff840081310 (__DATA_CONST,__const) non-external _fmt_padding
00007ff800c9c178 (__TEXT,__text) external _fmtcheck
00007ff800c9c61c (__TEXT,__text) external _fmtmsg
00007ff800c9cb87 (__TEXT,__text) external _fnmatch
00007ff800cb0186 (__TEXT,__text) external _fopen
00007ff800cec8ca (__TEXT,__text) external _fopen$DARWIN_EXTSN
00007ff800c8d4fb (__TEXT,__text) external _fork
00007ff800cb0283 (__TEXT,__text) external _fprintf
00007ff800cb0347 (__TEXT,__text) external _fprintf_l
00007ff8400b9dd8 (__DATA,__data) non-external _fptr
00007ff800cb03e3 (__TEXT,__text) external _fpurge
00007ff800cb0461 (__TEXT,__text) external _fputc
00007ff800cb04c8 (__TEXT,__text) external _fputs
00007ff800cb0635 (__TEXT,__text) external _fputwc
00007ff800cb0698 (__TEXT,__text) external _fputwc_l
00007ff800cb0867 (__TEXT,__text) external _fputws
00007ff800cb0708 (__TEXT,__text) external _fputws_l
00007ff800cb09ed (__TEXT,__text) external _fread
                 (undefined) external _free (from libsystem_malloc)
00007ff800c8bc20 (__TEXT,__text) external _free_printf_comp
00007ff800c8bf9c (__TEXT,__text) external _free_printf_domain
00007ff800c8a4c3 (__TEXT,__text) external _freelocale
00007ff800cb0c78 (__TEXT,__text) external _freopen
00007ff800cb0fca (__TEXT,__text) external _fscanf
00007ff800cb10e4 (__TEXT,__text) external _fscanf_l
                 (undefined) external _fsctl (from libsystem_kernel)
00007ff800cb1201 (__TEXT,__text) external _fseek
00007ff800cb16aa (__TEXT,__text) external _fseeko
00007ff800cb170e (__TEXT,__text) external _fsetpos
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fstatat (from libsystem_kernel)
                 (undefined) external _fstatfs (from libsystem_kernel)
00007ff800c83998 (__TEXT,__text) external _fstatvfs
00007ff8400b87f0 (__DATA,__data) non-external _fstypenames
                 (undefined) external _fsync$NOCANCEL (from libsystem_kernel)
00007ff800c8dc46 (__TEXT,__text) external _fsync_volume_np
00007ff800cb171d (__TEXT,__text) external _ftell
00007ff800cb1727 (__TEXT,__text) external _ftello
00007ff800cc648b (__TEXT,__text) external _ftime
00007ff800c9dd29 (__TEXT,__text) external _ftok
                 (undefined) external _ftruncate (from libsystem_kernel)
00007ff800caebcf (__TEXT,__text) external _ftrylockfile
00007ff800c86303 (__TEXT,__text) non-external _fts_alloc
00007ff800c8545f (__TEXT,__text) non-external _fts_build
00007ff800cedbce (__TEXT,__text) non-external _fts_build.cold.1
00007ff800cedbce (__TEXT,__text) non-external _fts_build.cold.2
00007ff800cedbce (__TEXT,__text) non-external _fts_build.cold.3
00007ff800cedbce (__TEXT,__text) non-external _fts_build.cold.4
00007ff800cedbce (__TEXT,__text) non-external _fts_build.cold.5
00007ff800cedbce (__TEXT,__text) non-external _fts_build.cold.6
00007ff800c86147 (__TEXT,__text) external _fts_children
00007ff800c84ce3 (__TEXT,__text) external _fts_close
00007ff800c84e1f (__TEXT,__text) non-external _fts_fchdir
00007ff800c84deb (__TEXT,__text) non-external _fts_free
00007ff800c86090 (__TEXT,__text) non-external _fts_load
00007ff800c84920 (__TEXT,__text) external _fts_open
00007ff800c84c43 (__TEXT,__text) external _fts_open_b
00007ff800c86292 (__TEXT,__text) non-external _fts_palloc
00007ff800c84e39 (__TEXT,__text) external _fts_read
00007ff800c85295 (__TEXT,__text) non-external _fts_safe_changedir
00007ff800c86125 (__TEXT,__text) external _fts_set
00007ff800c86394 (__TEXT,__text) non-external _fts_sort
00007ff800c864b1 (__TEXT,__text) non-external _fts_stat2
00007ff800c87840 (__TEXT,__text) external _ftw
00007ff800caec03 (__TEXT,__text) external _funlockfile
00007ff800cb18e9 (__TEXT,__text) external _funopen
00007ff800cb1d5e (__TEXT,__text) external _fwide
00007ff800cb1db7 (__TEXT,__text) external _fwprintf
00007ff800cb1e7b (__TEXT,__text) external _fwprintf_l
00007ff800cb1f17 (__TEXT,__text) external _fwrite
00007ff800cb2029 (__TEXT,__text) external _fwscanf
00007ff800cb20ed (__TEXT,__text) external _fwscanf_l
00007ff800c8b97b (__TEXT,__text) external _fxprintf
00007ff800c8c412 (__TEXT,__text) external _fxprintf_exec
00007ff8400b8630 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff800cd8294 (__TEXT,__text) external _gcvt
00007ff800c9a3dd (__TEXT,__text) non-external _gdtoa_freelist_free
00007ff8400bae18 (__DATA,__bss) non-external _gdtoa_tsd_key
00007ff8400b9430 (__DATA,__data) non-external _gdtoa_tsd_lock
00007ff800c8270c (__TEXT,__text) non-external _generalSlowpath
00007ff800ced9e1 (__TEXT,__text) non-external _generalSlowpath.cold.1
00007ff800cedb1c (__TEXT,__text) non-external _generalSlowpath.cold.10
00007ff800cedb3f (__TEXT,__text) non-external _generalSlowpath.cold.11
00007ff800cedb62 (__TEXT,__text) non-external _generalSlowpath.cold.12
00007ff800cedb85 (__TEXT,__text) non-external _generalSlowpath.cold.13
00007ff800ceda04 (__TEXT,__text) non-external _generalSlowpath.cold.2
00007ff800ceda27 (__TEXT,__text) non-external _generalSlowpath.cold.3
00007ff800ceda4a (__TEXT,__text) non-external _generalSlowpath.cold.4
00007ff800ceda6d (__TEXT,__text) non-external _generalSlowpath.cold.5
00007ff800ceda90 (__TEXT,__text) non-external _generalSlowpath.cold.6
00007ff800cedab3 (__TEXT,__text) non-external _generalSlowpath.cold.7
00007ff800cedad6 (__TEXT,__text) non-external _generalSlowpath.cold.8
00007ff800cedaf9 (__TEXT,__text) non-external _generalSlowpath.cold.9
00007ff8400bad94 (__DATA,__bss) non-external _get_clock.adjustment
00007ff8400bada8 (__DATA,__bss) non-external _get_clock.clock_seq
00007ff8400bad98 (__DATA,__bss) non-external _get_clock.last
00007ff800c9c1ed (__TEXT,__text) non-external _get_next_format
00007ff800c9c33c (__TEXT,__text) non-external _get_next_format_from_precision
00007ff800c9c2ec (__TEXT,__text) non-external _get_next_format_from_width
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
00007ff800c9dd9b (__TEXT,__text) external _getbsize
00007ff8400bae70 (__DATA,__bss) non-external _getbsize.header
00007ff800cb2189 (__TEXT,__text) external _getc
00007ff800cb21d0 (__TEXT,__text) external _getc_unlocked
00007ff800cb21f6 (__TEXT,__text) external _getchar
00007ff800cb2241 (__TEXT,__text) external _getchar_unlocked
00007ff800c9f894 (__TEXT,__text) external _getcwd
00007ff800c8b244 (__TEXT,__text) external _getdate
00007ff8400bad48 (__DATA,__bss) non-external _getdate.tm
00007ff8400c5b28 (__DATA,__common) external _getdate_err
00007ff800cb2271 (__TEXT,__text) external _getdelim
00007ff800c84253 (__TEXT,__text) external _getdiskbyname
00007ff8400bac50 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
00007ff800c9e09b (__TEXT,__text) non-external _getent
00007ff800cd000b (__TEXT,__text) external _getenv
00007ff800cd0058 (__TEXT,__text) external _getenv_copy_np
                 (undefined) external _getfsstat (from libsystem_kernel)
00007ff800c8de18 (__TEXT,__text) external _gethostid
00007ff800c9f8a3 (__TEXT,__text) external _gethostname
00007ff800cb2532 (__TEXT,__text) external _getline
00007ff800c86963 (__TEXT,__text) external _getloadavg
00007ff800c9f9af (__TEXT,__text) external _getmntinfo
00007ff8400baeb8 (__DATA,__bss) non-external _getmntinfo.vars
00007ff800c9f9d5 (__TEXT,__text) non-external _getmntinfo_internal
00007ff800c9fa9c (__TEXT,__text) external _getmntinfo_r_np
00007ff800ca0f8c (__TEXT,__text) external _getmode
00007ff800cc87cb (__TEXT,__text) non-external _getoffset
00007ff800cd015e (__TEXT,__text) external _getopt
00007ff8400b9d78 (__DATA,__data) non-external _getopt.place
00007ff800cd03a1 (__TEXT,__text) non-external _getopt_internal
00007ff800cef07f (__TEXT,__text) non-external _getopt_internal.cold.1
00007ff8400b9d80 (__DATA,__data) non-external _getopt_internal.posixly_correct
00007ff800cd0391 (__TEXT,__text) external _getopt_long
00007ff800cd09dc (__TEXT,__text) external _getopt_long_only
00007ff800c9faf4 (__TEXT,__text) external _getpagesize
00007ff8400baed0 (__DATA,__bss) non-external _getpagesize.value
00007ff800c9fb6d (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
00007ff800c9fbe1 (__TEXT,__text) external _getprogname
                 (undefined) external _getrlimit (from libsystem_kernel)
00007ff800cc87fc (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
00007ff800cb2544 (__TEXT,__text) external _gets
00007ff800cf1160 (__TEXT,__const) non-external _gets.w
00007ff8400bc958 (__DATA,__bss) non-external _gets.warned
00007ff800cc8bf7 (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsockopt (from libsystem_kernel)
00007ff800cd0e29 (__TEXT,__text) external _getsubopt
00007ff800c8d5cb (__TEXT,__text) external _gettimeofday
00007ff8400bae0c (__DATA,__bss) non-external _gettimeofday.cached_tz.0
00007ff8400bae10 (__DATA,__bss) non-external _gettimeofday.cached_tz.1
00007ff8400bae08 (__DATA,__bss) non-external _gettimeofday.validtz
00007ff800c86b81 (__TEXT,__text) external _getttyent
00007ff8400baca0 (__DATA,__bss) non-external _getttyent.line
00007ff840080b70 (__DATA_CONST,__const) non-external _getttyent.nonexistent
00007ff8400bac60 (__DATA,__bss) non-external _getttyent.tty
00007ff800c86a27 (__TEXT,__text) external _getttynam
00007ff800c848bc (__TEXT,__text) non-external _gettype
00007ff800c87291 (__TEXT,__text) external _getusershell
00007ff800c8754c (__TEXT,__text) external _getvfsbyname
00007ff800cb25f9 (__TEXT,__text) external _getw
00007ff800cb2634 (__TEXT,__text) external _getwc
00007ff800cb265c (__TEXT,__text) external _getwc_l
00007ff800cb2666 (__TEXT,__text) external _getwchar
00007ff800cb2698 (__TEXT,__text) external _getwchar_l
00007ff800c8de89 (__TEXT,__text) external _getwd
00007ff800cc874b (__TEXT,__text) non-external _getzname
00007ff800cf1424 (__TEXT,__const) non-external _gmt
00007ff800cc8d0c (__TEXT,__text) non-external _gmt_init
00007ff8400b9d10 (__DATA,__data) non-external _gmt_once
00007ff800cc801a (__TEXT,__text) external _gmtime
00007ff8400c12a8 (__DATA,__bss) non-external _gmtime_key
00007ff8400c12a4 (__DATA,__bss) non-external _gmtime_key_error
00007ff800cc80b8 (__TEXT,__text) non-external _gmtime_key_init
00007ff8400b9d00 (__DATA,__data) non-external _gmtime_once
00007ff800cc8140 (__TEXT,__text) external _gmtime_r
00007ff800cc75e2 (__TEXT,__text) non-external _gmtload
00007ff8400c12e8 (__DATA,__bss) non-external _gmtmem
00007ff800cc80dc (__TEXT,__text) non-external _gmtsub
00007ff800cf15a0 (__TEXT,__const) non-external _gnuoptchar
00007ff8400bae98 (__DATA,__bss) non-external _gottoprec
00007ff800cd7e70 (__TEXT,__text) external _grantpt
00007ff800cbbb74 (__TEXT,__text) non-external _grouping_init
00007ff800cc2662 (__TEXT,__text) non-external _grouping_init
00007ff800cbbd1b (__TEXT,__text) non-external _grouping_print
00007ff800cc28a5 (__TEXT,__text) non-external _grouping_print
00007ff8400c5b08 (__DATA,__bss) non-external _handlers
00007ff800c94210 (__TEXT,__text) non-external _hash4
00007ff800c92e22 (__TEXT,__text) non-external _hash_access
00007ff800c926c0 (__TEXT,__text) non-external _hash_close
00007ff800cd66da (__TEXT,__text) external _hash_create
00007ff800c926f1 (__TEXT,__text) non-external _hash_delete
00007ff800cd6766 (__TEXT,__text) external _hash_destroy
00007ff800c9274e (__TEXT,__text) non-external _hash_fd
00007ff800c9277e (__TEXT,__text) non-external _hash_get
00007ff800cd69bc (__TEXT,__text) external _hash_purge
00007ff800c927c3 (__TEXT,__text) non-external _hash_put
00007ff800cd6830 (__TEXT,__text) external _hash_search
00007ff800c9282a (__TEXT,__text) non-external _hash_seq
00007ff800cd6a32 (__TEXT,__text) external _hash_stats
00007ff800c92a82 (__TEXT,__text) non-external _hash_sync
00007ff800cd6947 (__TEXT,__text) external _hash_traverse
00007ff800cd0f59 (__TEXT,__text) external _hcreate
00007ff800c925a0 (__TEXT,__text) non-external _hdestroy
00007ff800cd1027 (__TEXT,__text) external _hdestroy
00007ff800cd1158 (__TEXT,__text) external _heapsort
00007ff800cd850a (__TEXT,__text) external _heapsort_b
00007ff800cef8a0 (__TEXT,__const) non-external _hexdigit
00007ff800cf4030 (__TEXT,__cstring) non-external _hexlist
00007ff8400bad08 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
00007ff800cd10a3 (__TEXT,__text) external _hsearch
00007ff8400c5aa0 (__DATA,__bss) non-external _htable
00007ff8400c5aa8 (__DATA,__bss) non-external _htablesize
00007ff800cf1580 (__TEXT,__const) non-external _illoptchar
00007ff800cf1670 (__TEXT,__const) non-external _illoptstring
00007ff800cd13c9 (__TEXT,__text) external _imaxabs
00007ff800cd13d9 (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00007ff800c82fb4 (__TEXT,__text) non-external _infinity
00007ff800c83276 (__TEXT,__text) non-external _initMPFromDigits
00007ff800cef9a0 (__TEXT,__const) non-external _initMPFromDigits.powersOfTen
00007ff800c872c5 (__TEXT,__text) non-external _initshells
00007ff800cd5378 (__TEXT,__text) external _initstate
00007ff800cd1d6a (__TEXT,__text) non-external _insertionsort
00007ff800cda075 (__TEXT,__text) non-external _insertionsort
00007ff800cd1408 (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00007ff800c88677 (__TEXT,__text) external _isalnum
00007ff800c88dcc (__TEXT,__text) external _isalnum_l
00007ff800c886db (__TEXT,__text) external _isalpha
00007ff800c88e30 (__TEXT,__text) external _isalpha_l
00007ff800c88666 (__TEXT,__text) external _isascii
00007ff800c9fbef (__TEXT,__text) external _isatty
00007ff800c88739 (__TEXT,__text) external _isblank
00007ff800c88e8e (__TEXT,__text) external _isblank_l
00007ff800c88797 (__TEXT,__text) external _iscntrl
00007ff800c88eec (__TEXT,__text) external _iscntrl_l
00007ff800c887f5 (__TEXT,__text) external _isdigit
00007ff800c88f4a (__TEXT,__text) external _isdigit_l
00007ff800c88818 (__TEXT,__text) external _isgraph
00007ff800c88fa8 (__TEXT,__text) external _isgraph_l
00007ff800c88b4d (__TEXT,__text) external _ishexnumber
00007ff800c89006 (__TEXT,__text) external _ishexnumber_l
00007ff800c88bab (__TEXT,__text) external _isideogram
00007ff800c89064 (__TEXT,__text) external _isideogram_l
00007ff800c88876 (__TEXT,__text) external _islower
00007ff800c890c2 (__TEXT,__text) external _islower_l
00007ff800c88c09 (__TEXT,__text) external _isnumber
00007ff800c89120 (__TEXT,__text) external _isnumber_l
00007ff800c88c67 (__TEXT,__text) external _isphonogram
00007ff800c8917e (__TEXT,__text) external _isphonogram_l
00007ff800c888d4 (__TEXT,__text) external _isprint
00007ff800c891dc (__TEXT,__text) external _isprint_l
00007ff800c88932 (__TEXT,__text) external _ispunct
00007ff800c8923a (__TEXT,__text) external _ispunct_l
00007ff800c88cc5 (__TEXT,__text) external _isrune
00007ff800c89298 (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00007ff800c88990 (__TEXT,__text) external _isspace
00007ff800c89301 (__TEXT,__text) external _isspace_l
00007ff800c88d27 (__TEXT,__text) external _isspecial
00007ff800c8935f (__TEXT,__text) external _isspecial_l
00007ff800ca37d3 (__TEXT,__text) non-external _istrsenvisx
00007ff800cee964 (__TEXT,__text) non-external _istrsenvisx.cold.1
00007ff800cee987 (__TEXT,__text) non-external _istrsenvisx.cold.2
00007ff800cee9aa (__TEXT,__text) non-external _istrsenvisx.cold.3
00007ff800cee9cd (__TEXT,__text) non-external _istrsenvisx.cold.4
00007ff800ca3f7d (__TEXT,__text) non-external _istrsenvisxl
00007ff800c889ee (__TEXT,__text) external _isupper
00007ff800c893bd (__TEXT,__text) external _isupper_l
00007ff800c894c9 (__TEXT,__text) external _iswalnum
00007ff800c89959 (__TEXT,__text) external _iswalnum_l
00007ff800c8952d (__TEXT,__text) external _iswalpha
00007ff800c899bd (__TEXT,__text) external _iswalpha_l
00007ff800c89e7a (__TEXT,__text) external _iswascii
00007ff800c89e1c (__TEXT,__text) external _iswblank
00007ff800c8a0c3 (__TEXT,__text) external _iswblank_l
00007ff800c8958b (__TEXT,__text) external _iswcntrl
00007ff800c89a1b (__TEXT,__text) external _iswcntrl_l
00007ff800c895e9 (__TEXT,__text) external _iswctype
00007ff800c89a79 (__TEXT,__text) external _iswctype_l
00007ff800c89653 (__TEXT,__text) external _iswdigit
00007ff800c89aea (__TEXT,__text) external _iswdigit_l
00007ff800c89676 (__TEXT,__text) external _iswgraph
00007ff800c89b48 (__TEXT,__text) external _iswgraph_l
00007ff800c89e8b (__TEXT,__text) external _iswhexnumber
00007ff800c8a121 (__TEXT,__text) external _iswhexnumber_l
00007ff800c89ee9 (__TEXT,__text) external _iswideogram
00007ff800c8a17f (__TEXT,__text) external _iswideogram_l
00007ff800c896d4 (__TEXT,__text) external _iswlower
00007ff800c89ba6 (__TEXT,__text) external _iswlower_l
00007ff800c89f47 (__TEXT,__text) external _iswnumber
00007ff800c8a1dd (__TEXT,__text) external _iswnumber_l
00007ff800c89fa5 (__TEXT,__text) external _iswphonogram
00007ff800c8a23b (__TEXT,__text) external _iswphonogram_l
00007ff800c89732 (__TEXT,__text) external _iswprint
00007ff800c89c04 (__TEXT,__text) external _iswprint_l
00007ff800c89790 (__TEXT,__text) external _iswpunct
00007ff800c89c62 (__TEXT,__text) external _iswpunct_l
00007ff800c8a003 (__TEXT,__text) external _iswrune
00007ff800c8a299 (__TEXT,__text) external _iswrune_l
00007ff800c897ee (__TEXT,__text) external _iswspace
00007ff800c89cc0 (__TEXT,__text) external _iswspace_l
00007ff800c8a065 (__TEXT,__text) external _iswspecial
00007ff800c8a302 (__TEXT,__text) external _iswspecial_l
00007ff800c8984c (__TEXT,__text) external _iswupper
00007ff800c89d1e (__TEXT,__text) external _iswupper_l
00007ff800c898aa (__TEXT,__text) external _iswxdigit
00007ff800c89d7c (__TEXT,__text) external _iswxdigit_l
00007ff800c88a4c (__TEXT,__text) external _isxdigit
00007ff800c8941b (__TEXT,__text) external _isxdigit_l
00007ff800c9fc89 (__TEXT,__text) external _jrand48
00007ff840080e60 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00007ff800c8dec1 (__TEXT,__text) external _killpg
00007ff800cd8036 (__TEXT,__text) external _l64a
00007ff8400c5af8 (__DATA,__bss) non-external _l64a.buf
00007ff800cd1431 (__TEXT,__text) external _labs
00007ff800ca5e53 (__TEXT,__text) non-external _largesearch
00007ff8400c5a50 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00007ff8400b9bb8 (__DATA,__data) non-external _lastglue
00007ff800c837e8 (__TEXT,__text) external _lchflags
00007ff800c83822 (__TEXT,__text) external _lchmod
00007ff8400bca30 (__DATA,__bss) non-external _lcl_TZname
00007ff8400bca20 (__DATA,__bss) non-external _lcl_is_set
00007ff8400b9c10 (__DATA,__data) non-external (was a private external) _lcl_rwlock
00007ff8400bcb30 (__DATA,__bss) non-external _lclmem
00007ff800c9fcc9 (__TEXT,__text) external _lcong48
00007ff800cd1441 (__TEXT,__text) external _ldiv
00007ff800cd151e (__TEXT,__text) external _lfind
00007ff800cb5bc8 (__TEXT,__text) non-external _lflush
00007ff8400c5b38 (__DATA,__common) non-external (was a private external) _libc_hooks
00007ff800c8dca1 (__TEXT,__text) external _libc_set_introspection_hooks
00007ff800cedc07 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.1
00007ff800cedc28 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.2
00007ff800cedc49 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.3
00007ff800cedc6a (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.4
00007ff800cade24 (__TEXT,__text) external _link_addr
00007ff800cadfa8 (__TEXT,__text) external _link_ntoa
00007ff8400bb120 (__DATA,__bss) non-external _link_ntoa.obuf
00007ff800cd1470 (__TEXT,__text) external _llabs
00007ff800cd1480 (__TEXT,__text) external _lldiv
00007ff800cae500 (__TEXT,__text) non-external _loadCat
00007ff800caa9ad (__TEXT,__text) non-external _loadlocale
00007ff800ca8f92 (__TEXT,__text) external _localeconv
00007ff800ca8e02 (__TEXT,__text) external _localeconv_l
00007ff800ceeac2 (__TEXT,__text) non-external _localeconv_l.cold.1
00007ff800ceead4 (__TEXT,__text) non-external _localeconv_l.cold.2
00007ff800cc7ed8 (__TEXT,__text) external _localtime
00007ff8400c12a0 (__DATA,__bss) non-external _localtime_key
00007ff8400c1298 (__DATA,__bss) non-external _localtime_key_error
00007ff800cc7fa7 (__TEXT,__text) non-external _localtime_key_init
00007ff8400b9cf0 (__DATA,__data) non-external _localtime_once
00007ff800cc7fcb (__TEXT,__text) external _localtime_r
00007ff800cebe38 (__TEXT,__text) external _lockf
00007ff800c9fd0c (__TEXT,__text) external _lockf$NOCANCEL
00007ff800c8c6c9 (__TEXT,__text) external _login_tty
00007ff800ca5ea1 (__TEXT,__text) non-external _lookup_substsearch
00007ff800cee9f0 (__TEXT,__text) non-external _lookup_substsearch.cold.1
00007ff800c9fddc (__TEXT,__text) external _lrand48
00007ff800cd14af (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
00007ff800c83867 (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
00007ff840080bd0 (__DATA_CONST,__const) non-external _mapping
00007ff800ca903d (__TEXT,__text) external _mblen
00007ff800ca8fba (__TEXT,__text) external _mblen_l
00007ff800ca910d (__TEXT,__text) external _mbrlen
00007ff800ca90c4 (__TEXT,__text) external _mbrlen_l
00007ff800ca91a4 (__TEXT,__text) external _mbrtowc
00007ff800ca915f (__TEXT,__text) external _mbrtowc_l
00007ff800ca921d (__TEXT,__text) external _mbsinit
00007ff800ca91ea (__TEXT,__text) external _mbsinit_l
00007ff800ca929a (__TEXT,__text) external _mbsnrtowcs
00007ff800ca9255 (__TEXT,__text) external _mbsnrtowcs_l
00007ff800ca9431 (__TEXT,__text) external _mbsrtowcs
00007ff800ca93e6 (__TEXT,__text) external _mbsrtowcs_l
00007ff800ca9530 (__TEXT,__text) external _mbstowcs
00007ff800ca9485 (__TEXT,__text) external _mbstowcs_l
00007ff800ca966f (__TEXT,__text) external _mbtowc
00007ff800ca95e0 (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00007ff800ccc28d (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00007ff800cdf1b8 (__TEXT,__text) external _memset_s
00007ff800cade14 (__TEXT,__text) non-external _memstream_close
00007ff800cadd8e (__TEXT,__text) non-external _memstream_seek
00007ff800ceeb07 (__TEXT,__text) non-external _memstream_seek.cold.1
00007ff800ceeb2a (__TEXT,__text) non-external _memstream_seek.cold.2
00007ff800cadc79 (__TEXT,__text) non-external _memstream_update
00007ff800ceeae6 (__TEXT,__text) non-external _memstream_update.cold.1
00007ff800cadca3 (__TEXT,__text) non-external _memstream_write
00007ff800cd1570 (__TEXT,__text) external _mergesort
00007ff800cd984c (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00007ff800cb2fa4 (__TEXT,__text) external _mkdtemp
00007ff800cb3013 (__TEXT,__text) external _mkdtempat_np
00007ff800cb2ee9 (__TEXT,__text) external _mkostemp
00007ff800cb2ac0 (__TEXT,__text) external _mkostemps
00007ff800cb2dfd (__TEXT,__text) external _mkostempsat_np
00007ff800c8cb76 (__TEXT,__text) external _mkpath_np
00007ff800c8cb8c (__TEXT,__text) external _mkpathat_np
00007ff800cb2f57 (__TEXT,__text) external _mkstemp
00007ff800cb313f (__TEXT,__text) external _mkstemp_dprotected_np
00007ff800cb2e59 (__TEXT,__text) external _mkstemps
00007ff800cb2ea6 (__TEXT,__text) external _mkstempsat_np
00007ff800cb30fd (__TEXT,__text) external _mktemp
00007ff800cc8492 (__TEXT,__text) external _mktime
                 (undefined) external _mmap (from libsystem_kernel)
