0000000180126d60 (__TEXT,__text) non-external K256
000000018012e5fc (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI43SwiftMetadataProtocolConformanceLocationKeyS1_EEjRKT_PKh.cold.2
00000001800f92d0 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable8getIndexI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEjRKT_PKh
000000018012e654 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEjRKT_PKh.cold.1
000000018012e680 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEjRKT_PKh.cold.2
00000001800cfca8 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable9checkbyteI39SwiftTypeProtocolConformanceLocationKeyEEhRKT_PKh
00000001800cfd58 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable9checkbyteI43SwiftMetadataProtocolConformanceLocationKeyEEhRKT_PKh
00000001800cfe34 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable9checkbyteI44SwiftForeignTypeProtocolConformanceLookupKeyEEhRKT_PKh
0000000180105c10 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache10mappedSizeEv
0000000180106cb0 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache10oldObjcOptEv
0000000180105f6c (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache10patchTableEv
0000000180105828 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache11imagesCountEv
00000001801055a0 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachCacheEU13block_pointerFvPKS_RbE
0000000180105910 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachDylibEU13block_pointerFvPKN5dyld313MachOAnalyzerEPKcjyyRbE
0000000180105844 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachImageEU13block_pointerFvPK11mach_headerPKcE
000000018010550c (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE
00000001800bab78 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12hasImagePathEPKcRj
000000018010580c (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12numSubCachesEv
0000000180105b9c (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache13addressInTextEyPj
0000000180105348 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache13forEachRegionEU13block_pointerFvPKvyyjjyRbE
00000001801059cc (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache16getImageFromPathEPKc
0000000180106e58 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache16objcHeaderInfoROEv
0000000180106eac (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache16objcHeaderInfoRWEv
0000000180105f84 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache16patchInfoVersionEv
0000000180105c04 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache17unslidLoadAddressEv
0000000180106f54 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache18objcClassHashTableEv
0000000180105dd4 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache19findLaunchLoaderSetEPKc
0000000180105ac4 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache19getIndexedImagePathEj
0000000180105a90 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache20getIndexedImageEntryEj
0000000180105a48 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache20getIndexedImageEntryEjRyS0_
0000000180106fa8 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache21objcProtocolHashTableEv
0000000180106f00 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache21objcSelectorHashTableEv
0000000180105fb0 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache22forEachPatchableExportEjU13block_pointerFvjPKc9PatchKindE
0000000180105af4 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache23forEachImageTextSegmentEU13block_pointerFvyyPKhPKcRbE
0000000180105d24 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache24findMachHeaderImageIndexEPK11mach_headerRj
000000018010612c (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache24shouldPatchClientOfImageEjj
00000001801068bc (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache27forEachPatchableUseOfExportEjjU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
0000000180105ea8 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache28hasLaunchLoaderSetWithCDHashEPKc
0000000180105ec8 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache29findLaunchLoaderSetWithCDHashEPKc
0000000180106b88 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache30forEachPatchableGOTUseOfExportEjjU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
0000000180106188 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache34forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE
000000018012fb88 (__TEXT,__text) non-external __ZNK15DyldSharedCache34forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE.cold.1
000000018012fbb4 (__TEXT,__text) non-external __ZNK15DyldSharedCache34forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE.cold.2
000000018012fbe0 (__TEXT,__text) non-external __ZNK15DyldSharedCache34forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE.cold.3
0000000180105dc4 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache5slideEv
00000001800baab8 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache7getUUIDEPh
0000000180106ffc (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache8swiftOptEv
000000018011c1c4 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor13ResolvedValue5valueEv
000000018011c1cc (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor13ResolvedValue9vmAddressEv
000000018011c260 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor7Visitor11getValueForE9VMAddress
000000018011c29c (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor7Visitor13resolveRebaseERKNS_13ResolvedValueE
000000018011c2f0 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor7Visitor19resolveBindOrRebaseERKNS_13ResolvedValueERb
000000018011c2f8 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor7Visitor21resolveOptionalRebaseERKNS_13ResolvedValueE
000000018011c228 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor7Visitor8getFieldERKNS_13ResolvedValueEPKv
00000001800e2200 (__TEXT,__text) non-external (was a private external) __ZNK32dyld_cache_patchable_location_v46getPMDERN5dyld39MachOFile15PointerMetaDataE
00000001800e2290 (__TEXT,__text) non-external (was a private external) __ZNK36dyld_cache_patchable_location_v4_got6getPMDERN5dyld39MachOFile15PointerMetaDataE
00000001800e4df0 (__TEXT,__text) non-external (was a private external) __ZNK3lsl18AllocationMetadata4typeEv
00000001800e4de4 (__TEXT,__text) non-external (was a private external) __ZNK3lsl18AllocationMetadata9allocatorEv
00000001800e4d0c (__TEXT,__text) non-external (was a private external) __ZNK3lsl18EphemeralAllocator15allocated_bytesEv
00000001800e4d14 (__TEXT,__text) non-external (was a private external) __ZNK3lsl18EphemeralAllocator18vm_allocated_bytesEv
00000001800e4d38 (__TEXT,__text) non-external (was a private external) __ZNK3lsl18EphemeralAllocator5ownedEPKvy
00000001800e5050 (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator15allocated_bytesEv
00000001800e7bbc (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator17MagazineAllocatorILj256ELj256EE15allocated_bytesEv
00000001800e7bc4 (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator17MagazineAllocatorILj256ELj256EE18vm_allocated_bytesEv
00000001800e7bb0 (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator17MagazineAllocatorILj256ELj256EE5ownedEPKvy
00000001800e505c (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator18vm_allocated_bytesEv
00000001800e7480 (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator5ownedEPKvy
00000001800e5a58 (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator8validateEv
00000001800e5554 (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator9debugDumpEv
00000001800e8dcc (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_13MemoryManager6BufferENS_19PersistentAllocator17RegionSizeCompareELb0EE14const_iteratorssERKS6_
00000001800ea6c0 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_13MemoryManager6BufferENS_19PersistentAllocator17RegionSizeCompareELb0EE4findERKS2_
00000001800ea65c (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_13MemoryManager6BufferENS_19PersistentAllocator17RegionSizeCompareELb0EE8NodeCoreILj15ELj10EE17lower_bound_indexERKS2_S4_
00000001800e7c44 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_13MemoryManager6BufferENS_19PersistentAllocator20RegionAddressCompareELb0EE14const_iteratorssERKS6_
00000001800e8e28 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_13MemoryManager6BufferENS_19PersistentAllocator20RegionAddressCompareELb0EE4findERKS2_
00000001800e90c0 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_13MemoryManager6BufferENS_19PersistentAllocator20RegionAddressCompareELb0EE8NodeCoreILj15ELj10EE17lower_bound_indexERKS2_S4_
0000000180104c04 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_4UUIDENSt3__14lessIS1_EELb0EE14const_iteratorssERKS6_
0000000180104fc0 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_4UUIDENSt3__14lessIS1_EELb0EE8NodeCoreILj15ELj10EE17lower_bound_indexERKS1_S4_
0000000180101500 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_9UniquePtrIN5dyld45Atlas5ImageEEENSt3__14lessIS5_EELb0EE14const_iteratorssERKSA_
0000000180103a4c (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_9UniquePtrIN5dyld45Atlas5ImageEEENSt3__14lessIS5_EELb0EE8NodeCoreILj31ELj15EE17lower_bound_indexERKS5_S8_
00000001800e35d0 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIyNS_4UUIDEEENS_10OrderedMapIyS3_NS1_4lessIyEEE13value_compareELb0EE14const_iteratorssERKSB_
00000001800e38d4 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIyNS_4UUIDEEENS_10OrderedMapIyS3_NS1_4lessIyEEE13value_compareELb0EE4findERKS4_
0000000180100fc0 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeIPKcNS_20ConstCharStarCompareELb0EE14const_iteratorssERKS5_
00000001800e760c (__TEXT,__text) non-external (was a private external) __ZNK3lsl9Allocator8validateEv
00000001800e7610 (__TEXT,__text) non-external (was a private external) __ZNK3lsl9Allocator9debugDumpEv
00000001800cff0c (__TEXT,__text) non-external (was a private external) __ZNK4objc15ObjectHashTable13forEachObjectEPKcU13block_pointerFvytRbE
00000001800f86ac (__TEXT,__text) non-external (was a private external) __ZNK4objc15ObjectHashTable13forEachObjectEU13block_pointerFvjPKcRKN5dyld35ArrayINSt3__14pairIytEEEEE
00000001800cffe4 (__TEXT,__text) non-external (was a private external) __ZNK4objc15StringHashTable11tryGetIndexEPKc
00000001800f40e8 (__TEXT,__text) non-external (was a private external) __ZNK4objc19objc_headeropt_rw_tImE8isLoadedEj
000000018012e0e8 (__TEXT,__text) non-external __ZNK4objc19objc_headeropt_rw_tImE8isLoadedEj.cold.1
0000000180108c24 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311GradedArchs11forEachArchEbU13block_pointerFvPKcE
0000000180108cfc (__TEXT,__text) non-external (was a private external) __ZNK5dyld311GradedArchs14checksOSBinaryEv
0000000180108bd0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311GradedArchs5gradeEjjb
000000018010f538 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded11segmentNameEj
000000018010f610 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded17findClosestSymbolEyPPKcPy
000000018010eaf8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded17hasExportedSymbolEPKcU13block_pointerFPKS0_S4_jEPPvPb
000000018010ec34 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded18findExportedSymbolER11DiagnosticsPKcbRNS0_11FoundSymbolEU13block_pointerFPKS0_S8_jE
000000018010f998 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded18findSectionContentEPKcS2_Ryb
000000018010f51c (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded18getLinkEditContentERKNS0_10LayoutInfoEj
000000018010f220 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded19forEachGlobalSymbolER11DiagnosticsU13block_pointerFvPKcyhhtRbE
000000018010e9b4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded19getLinkEditPointersER11DiagnosticsRNS0_12LinkEditInfoE
000000018010fb1c (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded21fixupAllChainedFixupsER11DiagnosticsPK28dyld_chained_starts_in_imagemNS_5ArrayIPKvEEU13block_pointerFvPvSA_E
000000018010fba0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded23forEachFixupInAllChainsER11DiagnosticsPK28dyld_chained_starts_in_imagebU13block_pointerFvPN6mach_o25ChainedFixupPointerOnDiskEPK30dyld_chained_starts_in_segmentRbE
000000018010e3f4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded23getLinkEditLoadCommandsER11DiagnosticsRNS0_12LinkEditInfoE
000000018010fdf0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded27forEachFixupInSegmentChainsER11DiagnosticsPK30dyld_chained_starts_in_segmentbU13block_pointerFvPN6mach_o25ChainedFixupPointerOnDiskES5_RbE
000000018010f074 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded8getSlideEv
0000000180112c34 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer10isOSBinaryEiyy
00000001801150f8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer11forEachBindER11DiagnosticsU13block_pointerFvPKcRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEbbjijhyhS4_bbyRbEU13block_pointerFvS4_E
000000018011611c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer11forEachBindER11DiagnosticsU13block_pointerFvyihPKcbbyRbEU13block_pointerFvS4_E
0000000180117c2c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer11neverUnloadEv
0000000180118638 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer12isSwiftClassEPKv
0000000180113714 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer12withVMLayoutER11DiagnosticsU13block_pointerFvRKN6mach_o6LayoutEE
0000000180117f98 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13ObjCClassInfo20getReadOnlyDataFieldENS1_17ReadOnlyDataFieldEj
0000000180113a2c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsU13block_pointerFvPKcRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEbjhyNS0_6RebaseERbE
00000001801142c8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsU13block_pointerFvybRbE
00000001801148ec (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsbU13block_pointerFvyRbE
000000018011776c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer14hasSwiftOrObjCEPb
0000000180118268 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer14parseObjCClassERKNS0_15VMAddrConverterEyRKNS_5ArrayIyEEU13block_pointerFvyyRKNS0_13ObjCClassInfoEE
0000000180116ac0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer15VMAddrConverter15convertToVMAddrEyRKNS_5ArrayIyEE
0000000180114a2c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer15sortRelocationsERNS_5ArrayI15relocation_infoEE
00000001801301b8 (__TEXT,__text) non-external __ZNK5dyld313MachOAnalyzer15sortRelocationsERNS_5ArrayI15relocation_infoEE.cold.1
00000001801301e4 (__TEXT,__text) non-external __ZNK5dyld313MachOAnalyzer15sortRelocationsERNS_5ArrayI15relocation_infoEE.cold.2
0000000180130210 (__TEXT,__text) non-external __ZNK5dyld313MachOAnalyzer15sortRelocationsERNS_5ArrayI15relocation_infoEE.cold.3
0000000180117948 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer15withChainStartsER11DiagnosticsyU13block_pointerFvPK28dyld_chained_starts_in_imageE
0000000180118080 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer16forEachObjCClassEyyRKNS0_15VMAddrConverterERU13block_pointerFvyyyRKNS0_13ObjCClassInfoEbRbE
0000000180117bf8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17chainStartsOffsetEv
0000000180118e20 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17forEachBindTargetER11DiagnosticsbU13block_pointerFvRKNS0_14BindTargetInfoERbES8_
000000018011732c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17forEachTerminatorER11DiagnosticsRKNS0_15VMAddrConverterEU13block_pointerFvjE
000000018011baf0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17getLinkeditLayoutER11DiagnosticsyPKhRN6mach_o14LinkeditLayoutE
0000000180112d14 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17validLoadCommandsER11DiagnosticsPKcm
0000000180116c18 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer18forEachInitializerER11DiagnosticsRKNS0_15VMAddrConverterEU13block_pointerFvjEPKv
0000000180112e98 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer18validEmbeddedPathsER11DiagnosticsNS_8PlatformEPKcb
0000000180117d58 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer19chainedFixupsHeaderEv
0000000180118678 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer19forEachObjCCategoryEyyRKNS0_15VMAddrConverterERU13block_pointerFvyRKNS0_12ObjCCategoryERbE
000000018011884c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer19forEachObjCProtocolEyyRKNS0_15VMAddrConverterERU13block_pointerFvyRKNS0_12ObjCProtocolERbE
0000000180116b48 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer19makeVMAddrConverterEb
0000000180116ba8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer20chainedPointerFormatEv
000000018013023c (__TEXT,__text) non-external __ZNK5dyld313MachOAnalyzer20chainedPointerFormatEv.cold.1
00000001801146e0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer20contentIsRegularStubEPKh
000000018011b024 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer21forEachRebase_OpcodesER11DiagnosticsRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEU13block_pointerFvPKcS6_SA_bjhyNS0_6RebaseERbE
00000001801302ec (__TEXT,__text) non-external __ZNK5dyld313MachOAnalyzer21forEachRebase_OpcodesER11DiagnosticsRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEU13block_pointerFvPKcS6_SA_bjhyNS0_6RebaseERbE.cold.1
0000000180114980 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer21localRelocBaseAddressEPKNS_9MachOFile11SegmentInfoEj
0000000180114af4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer22forEachIndirectPointerER11DiagnosticsbU13block_pointerFvybiPKcbbbRbE
0000000180119c28 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer23forEachBind_OpcodesLazyER11DiagnosticsRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEU13block_pointerFvPKcS6_SA_bbjijhyhSC_bbybRbE
0000000180119f88 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer23forEachBind_OpcodesWeakER11DiagnosticsRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEU13block_pointerFvPKcS6_SA_bbjijhyhSC_bbybRbEU13block_pointerFvSC_E
000000018011a614 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer23forEachBind_RelocationsER11DiagnosticsRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEbU13block_pointerFvPKcS6_SA_bbjijhyhSC_bbybRbE
0000000180114d54 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer24externalRelocBaseAddressEPKNS_9MachOFile11SegmentInfoEj
0000000180118a40 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer24objcMethodListIsRelativeEy
000000018011903c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer25forEachBindTarget_OpcodesER11DiagnosticsbU13block_pointerFvRKNS0_14BindTargetInfoERbES8_
00000001801168f0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer25forEachChainedFixupTargetER11DiagnosticsU13block_pointerFviPKcybRbE
000000018011b694 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer25forEachRebase_RelocationsER11DiagnosticsRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEU13block_pointerFvPKcS6_SA_bjhyNS0_6RebaseERbE
00000001801192d4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer26forEachBindUnified_OpcodesER11DiagnosticsbU13block_pointerFvyRKNS0_14BindTargetInfoERbES8_
0000000180119708 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer26forEachBind_OpcodesRegularER11DiagnosticsRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEU13block_pointerFvPKcS6_SA_bbjijhyhSC_bbybRbE
0000000180118b10 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer26forEachThreadLocalVariableER11DiagnosticsU13block_pointerFvPU9__ptrauthILj0ELb0ELj0EEPFPvPNS0_9TLV_ThunkEEPmE
000000018011ad88 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer27forEachBindLocation_OpcodesER11DiagnosticsU13block_pointerFvyjRbES5_
0000000180116440 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer27parseOrgArm64eChainedFixupsER11DiagnosticsU13block_pointerFvjRbEU13block_pointerFvRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEbjihPKcybS3_EU13block_pointerFvS9_SD_hbytS3_E
0000000180112aa0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer28validMachOForArchAndPlatformER11DiagnosticsmPKcRKNS_11GradedArchsENS_8PlatformEbb
0000000180119130 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer29forEachBindTarget_RelocationsER11DiagnosticsU13block_pointerFvRKNS0_14BindTargetInfoERbE
000000018011ae64 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer29forEachRebaseLocation_OpcodesER11DiagnosticsU13block_pointerFvyRbE
000000018011aa68 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer31forEachBindLocation_RelocationsER11DiagnosticsU13block_pointerFvyjRbE
0000000180118f18 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer31forEachBindTarget_ChainedFixupsER11DiagnosticsU13block_pointerFvRKNS0_14BindTargetInfoERbE
0000000180118a58 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer33forEachObjCDuplicateClassToIgnoreEU13block_pointerFvPKcE
000000018011b4d4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer33forEachRebaseLocation_RelocationsER11DiagnosticsU13block_pointerFvyRbE
0000000180118d9c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer35forEachThreadLocalVariableInSectionIiEEvR11DiagnosticsRKNS_9MachOFile11SectionInfoEU13block_pointerFvPU9__ptrauthILj0ELb0ELj0EEPFPvPNS0_9TLV_ThunkEEPmE
0000000180118d18 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer35forEachThreadLocalVariableInSectionIxEEvR11DiagnosticsRKNS_9MachOFile11SectionInfoEU13block_pointerFvPU9__ptrauthILj0ELb0ELj0EEPFPvPNS0_9TLV_ThunkEEPmE
000000018011791c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer8hasSwiftEv
00000001801131e0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer9validMainER11DiagnosticsPKc
00000001801088c0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12forEachSliceER11DiagnosticsyU13block_pointerFvjjPKvyRbE
0000000180108560 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12forEachSliceER11DiagnosticsybU13block_pointerFvjjPKvyRbE
0000000180108344 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12isValidSliceER11Diagnosticsyjjjyy
0000000180108a5c (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile18isFatFileWithSliceER11DiagnosticsyRKNS_11GradedArchsEbRyS6_Rb
00000001801088cc (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile9archNamesEPcy
000000018010a054 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile10forDyldEnvEU13block_pointerFvPKcRbE
0000000180109ae4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile10hasSectionEPKcS2_
000000018010c518 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile10mappedSizeEv
000000018010ae40 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile11hasWeakDefsEv
