00007ff841bbb778 (__DATA,__data) non-external _C
00007ff8002e9312 (__TEXT,__text) external _asprintf
00007ff800335da7 (__TEXT,__text) external _asprintf_l
00007ff80031b0d9 (__TEXT,__text) external _asxprintf
00007ff80031b920 (__TEXT,__text) external _asxprintf_exec
00007ff80030266f (__TEXT,__text) external _atexit
00007ff800304706 (__TEXT,__text) external _atexit_b
00007ff843911748 (__DATA_DIRTY,__data) non-external _atexit_mutex
00007ff8002e19c7 (__TEXT,__text) non-external _atexit_register
00007ff800359bbe (__TEXT,__text) non-external _atexit_register.cold.1
00007ff80030ec59 (__TEXT,__text) external _atof
00007ff8002fd691 (__TEXT,__text) external _atof_l
00007ff8002e8a2c (__TEXT,__text) external _atoi
00007ff800344a8c (__TEXT,__text) external _atoi_l
00007ff8002f087f (__TEXT,__text) external _atol
00007ff800344aa0 (__TEXT,__text) external _atol_l
00007ff8002ea0a3 (__TEXT,__text) external _atoll
00007ff800344ab4 (__TEXT,__text) external _atoll_l
00007ff8002e9bc9 (__TEXT,__text) external _backtrace
00007ff800312f08 (__TEXT,__text) external _backtrace_async
00007ff800312f6d (__TEXT,__text) external _backtrace_from_fp
00007ff841bbb658 (__DATA,__data) non-external _backtrace_get_pcs_func
00007ff8002f0407 (__TEXT,__text) external _backtrace_image_offsets
00007ff800312ee0 (__TEXT,__text) external _backtrace_set_pcs_func
00007ff8002eec1d (__TEXT,__text) external _backtrace_symbols
00007ff800312fc5 (__TEXT,__text) external _backtrace_symbols_fd
00007ff8002f03c2 (__TEXT,__text) external _basename
00007ff843911890 (__DATA_DIRTY,__bss) non-external _basename.bname
00007ff8002efcd6 (__TEXT,__text) external _basename_r
                 (indirect) external _bcmp (for __platform_memcmp)
00007ff8002db998 (__TEXT,__text) external _bcopy
00007ff800312ae5 (__TEXT,__text) non-external _bitCountMP
00007ff8003583ad (__TEXT,__text) non-external _bitCountMP.cold.1
00007ff80035c9c0 (__TEXT,__const) non-external _blanks
00007ff80035caa0 (__TEXT,__const) non-external _blanks
00007ff841bbbc00 (__DATA,__data) non-external _blanks
                 (undefined) external _bootstrap_parent (from libxpc)
                 (undefined) external _bootstrap_port (from libsystem_kernel)
00007ff800315510 (__TEXT,__text) non-external _both_ftw
00007ff80035754c (__TEXT,__text) non-external _both_ftw
00007ff841bbd748 (__DATA,__bss) non-external _brapreg
00007ff80031012d (__TEXT,__text) external _brk
00007ff800310145 (__TEXT,__text) external _bsd_signal
00007ff8002e24d8 (__TEXT,__text) external _bsearch
00007ff8002eb70c (__TEXT,__text) external _bsearch_b
00007ff8003207fb (__TEXT,__text) non-external _bt_broot
00007ff800320566 (__TEXT,__text) non-external _bt_page
00007ff80032093d (__TEXT,__text) non-external _bt_preserve
00007ff80032097a (__TEXT,__text) non-external _bt_psplit
00007ff80032048a (__TEXT,__text) non-external _bt_root
00007ff8003206fe (__TEXT,__text) non-external _bt_rroot
00007ff80030f53b (__TEXT,__text) external _btowc
00007ff80030f563 (__TEXT,__text) external _btowc_l
00007ff841bbe210 (__DATA,__bss) non-external _buf_asctime
00007ff80033871e (__TEXT,__text) non-external _build_arg_table
                 (indirect) external _bzero (for __platform_bzero)
00007ff80035a858 (__TEXT,__const) non-external (was a private external) _cVersionNumber
00007ff80035a830 (__TEXT,__const) non-external (was a private external) _cVersionString
                 (undefined) external _calloc (from libsystem_malloc)
00007ff800335cc7 (__TEXT,__text) external _catclose
00007ff8003359e1 (__TEXT,__text) external _catgets
00007ff8003352cf (__TEXT,__text) external _catopen
                 (undefined) external _ccrng (from libcorecrypto)
                 (undefined) external _ccrng_uniform (from libcorecrypto)
00007ff80032c98c (__TEXT,__text) external _cfgetispeed
00007ff8002fd71e (__TEXT,__text) external _cfgetospeed
00007ff80032c9be (__TEXT,__text) external _cfmakeraw
00007ff80032c9a2 (__TEXT,__text) external _cfsetispeed
00007ff80032c996 (__TEXT,__text) external _cfsetospeed
00007ff80032c9ae (__TEXT,__text) external _cfsetspeed
00007ff80032988f (__TEXT,__text) external _cgetcap
00007ff80032a194 (__TEXT,__text) external _cgetclose
00007ff800329914 (__TEXT,__text) external _cgetent
00007ff80032a143 (__TEXT,__text) external _cgetfirst
00007ff80032a0e9 (__TEXT,__text) external _cgetmatch
00007ff80032a1d1 (__TEXT,__text) external _cgetnext
00007ff80032a8b5 (__TEXT,__text) external _cgetnum
00007ff800329810 (__TEXT,__text) external _cgetset
00007ff80032a585 (__TEXT,__text) external _cgetstr
00007ff80032a7d4 (__TEXT,__text) external _cgetustr
00007ff80032e341 (__TEXT,__text) non-external _chainsearch
00007ff80035c650 (__TEXT,__const) non-external _char_shell
                 (undefined) external _chdir (from libsystem_kernel)
00007ff80030656f (__TEXT,__text) non-external _check_env_var
00007ff8002f278c (__TEXT,__text) non-external _chmodx1
00007ff8002f2765 (__TEXT,__text) external _chmodx_np
00007ff8002f299d (__TEXT,__text) non-external _chmodx_syscall
00007ff800335e3d (__TEXT,__text) external _clearerr
00007ff800335e5d (__TEXT,__text) external _clearerr_unlocked
00007ff80030261d (__TEXT,__text) external _clock
                 (undefined) external _clock_get_time (from libsystem_kernel)
00007ff80030ffd0 (__TEXT,__text) external _clock_getres
00007ff8002ea2ce (__TEXT,__text) external _clock_gettime
00007ff8002db73c (__TEXT,__text) external _clock_gettime_nsec_np
00007ff8439130f4 (__DATA_DIRTY,__common) external _clock_port
00007ff8439130f0 (__DATA_DIRTY,__common) external _clock_sem
00007ff80031004f (__TEXT,__text) external _clock_settime
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
00007ff8002f17e8 (__TEXT,__text) non-external _close_directory
00007ff800357244 (__TEXT,__text) non-external _close_directory
00007ff8002e2153 (__TEXT,__text) external _closedir
00007ff8400289b0 (__DATA_CONST,__const) non-external _cnames
00007ff800322947 (__TEXT,__text) non-external _collect_data
00007ff800322b01 (__TEXT,__text) non-external _collect_key
00007ff80035ccf0 (__TEXT,__const) non-external _command_substitution_str
00007ff8003063cd (__TEXT,__text) external _compat_mode
00007ff8002e15b8 (__TEXT,__text) external _confstr
00007ff841bbd608 (__DATA,__bss) non-external _constdatablock
00007ff80031b67d (__TEXT,__text) external _copy_printf_domain
00007ff8003098b5 (__TEXT,__text) external _creat
00007ff80031d1be (__TEXT,__text) external _creat$NOCANCEL
00007ff8003130fa (__TEXT,__text) external _crypt
00007ff841bbd5f0 (__DATA,__bss) non-external _cryptresult
00007ff800327bac (__TEXT,__text) external _ctermid
00007ff841bbb7c0 (__DATA,__data) non-external _ctermid.def
00007ff800327bd5 (__TEXT,__text) external _ctermid_r
00007ff8003073f7 (__TEXT,__text) external _ctime
00007ff8002fba92 (__TEXT,__text) external _ctime_r
00007ff841bbb910 (__DATA,__data) non-external _current_categories
00007ff8002fd728 (__TEXT,__text) non-external _currentlocale
00007ff841bbe150 (__DATA,__bss) non-external _currentlocale.current_locale_string
00007ff841bbd7a8 (__DATA,__bss) non-external _curshell
00007ff80035398b (__TEXT,__text) external _daemon
00007ff800327bf6 (__TEXT,__text) external _daemon$1050
00007ff841bbbac8 (__DATA,__data) non-external _dash_prefix
00007ff843913110 (__DATA_DIRTY,__common) external _daylight
00007ff800324989 (__TEXT,__text) external _dbm_clearerr
00007ff800324845 (__TEXT,__text) external _dbm_close
00007ff800324919 (__TEXT,__text) external _dbm_delete
00007ff80032499f (__TEXT,__text) external _dbm_dirfno
00007ff800324979 (__TEXT,__text) external _dbm_error
00007ff80032484d (__TEXT,__text) external _dbm_fetch
00007ff800324889 (__TEXT,__text) external _dbm_firstkey
00007ff8003248d5 (__TEXT,__text) external _dbm_nextkey
00007ff80032477a (__TEXT,__text) external _dbm_open
00007ff800324944 (__TEXT,__text) external _dbm_store
00007ff80032102d (__TEXT,__text) external _dbopen
00007ff841bbde78 (__DATA,__bss) non-external _dbp
00007ff841bbd768 (__DATA,__bss) non-external _decpreg
00007ff80035ce70 (__TEXT,__const) non-external _degrees
00007ff80030e0c9 (__TEXT,__text) external _devname
00007ff841bbd6c8 (__DATA,__bss) non-external _devname.buf
00007ff80030e115 (__TEXT,__text) external _devname_r
00007ff800308892 (__TEXT,__text) external _difftime
00007ff800317a16 (__TEXT,__text) external _digittoint
00007ff800317c8e (__TEXT,__text) external _digittoint_l
00007ff800308fa6 (__TEXT,__text) external _dirfd
00007ff80030aaef (__TEXT,__text) external _dirname
00007ff841bbde00 (__DATA,__bss) non-external _dirname.dname
00007ff80030223b (__TEXT,__text) external _dirname_r
                 (undefined) external _dispatch_get_global_queue (from libdispatch)
                 (undefined) external _dispatch_group_async_f (from libdispatch)
                 (undefined) external _dispatch_group_create (from libdispatch)
                 (undefined) external _dispatch_group_wait (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
00007ff80030639e (__TEXT,__text) external _div
00007ff841bbb660 (__DATA,__data) non-external _dktypenames
                 (undefined) external _dladdr (from libdyld)
                 (undefined) external _dlopen (from libdyld)
                 (undefined) external _dlsym (from libdyld)
00007ff80032d961 (__TEXT,__text) non-external _do_hvis
00007ff80032da5d (__TEXT,__text) non-external _do_mvis
00007ff800300ca8 (__TEXT,__text) non-external _do_svis
00007ff800326614 (__TEXT,__text) non-external _dorounding
00007ff800309a0a (__TEXT,__text) external _dprintf
00007ff800335e67 (__TEXT,__text) external _dprintf_l
00007ff800304f57 (__TEXT,__text) external _drand48
                 (undefined) external _dup2 (from libsystem_kernel)
00007ff8002ef5f0 (__TEXT,__text) external _duplocale
00007ff80031b179 (__TEXT,__text) external _dxprintf
00007ff80031b9ca (__TEXT,__text) external _dxprintf_exec
                 (undefined) external _dyld_get_active_platform (from libdyld)
                 (undefined) external _dyld_image_header_containing_address (from libdyld)
                 (undefined) external _dyld_sdk_at_least (from libdyld)
00007ff800348c71 (__TEXT,__text) external _ecvt
00007ff841bbdf60 (__DATA,__bss) non-external _empty
00007ff841bbdf70 (__DATA,__bss) non-external _empty
00007ff841bbdf84 (__DATA,__bss) non-external _empty
00007ff800313d8f (__TEXT,__text) external _encrypt
00007ff80031692a (__TEXT,__text) non-external _end_asl
00007ff80031695a (__TEXT,__text) non-external _end_file
00007ff841bbbb08 (__DATA,__data) non-external _end_ptr
00007ff800315138 (__TEXT,__text) external _endttyent
00007ff80031543f (__TEXT,__text) external _endusershell
00007ff80034d9a3 (__TEXT,__text) external _endutxent
00007ff8003167b4 (__TEXT,__text) external _endutxent_wtmp
00007ff800344ac8 (__TEXT,__text) external _environ_lock_np
00007ff843911848 (__DATA_DIRTY,__bss) non-external _environ_pointer
00007ff800344ade (__TEXT,__text) external _environ_unlock_np
00007ff8002e7cae (__TEXT,__text) non-external _eofread
00007ff800341559 (__TEXT,__text) non-external _eofread
00007ff800327d6d (__TEXT,__text) external _erand48
00007ff800358d30 (__TEXT,__text) external _err
00007ff80032ae1c (__TEXT,__text) non-external _err_aborted
00007ff800354be7 (__TEXT,__text) non-external _err_aborted
00007ff800327f76 (__TEXT,__text) external _err_set_exit
00007ff800327fb2 (__TEXT,__text) external _err_set_exit_b
00007ff800327f5a (__TEXT,__text) external _err_set_file
00007ff800358eb2 (__TEXT,__text) external _errc
00007ff800358f1c (__TEXT,__text) external _errx
00007ff80035c180 (__TEXT,__const) non-external _escape
00007ff800328000 (__TEXT,__text) external _execl
00007ff800328142 (__TEXT,__text) external _execle
00007ff80032828a (__TEXT,__text) external _execlp
00007ff80032840a (__TEXT,__text) external _execv
00007ff80032843f (__TEXT,__text) external _execvP
00007ff800328478 (__TEXT,__text) non-external _execvPe
                 (undefined) external _execve (from libsystem_kernel)
00007ff8003283ba (__TEXT,__text) external _execvp
00007ff8003043af (__TEXT,__text) external _exit
00007ff80031aa39 (__TEXT,__text) non-external _extract_next_subsystem_root_path
00007ff80033650c (__TEXT,__text) external _f_prealloc
00007ff80031100f (__TEXT,__text) non-external _fastParse64
                 (undefined) external _fchdir (from libsystem_kernel)
                 (undefined) external _fchmodat (from libsystem_kernel)
00007ff8002f2a36 (__TEXT,__text) external _fchmodx_np
00007ff8002f2a5c (__TEXT,__text) non-external _fchmodx_syscall
00007ff8002fb1b5 (__TEXT,__text) external _fclose
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
00007ff800348e3e (__TEXT,__text) external _fcvt
00007ff800305e45 (__TEXT,__text) external _fdopen
00007ff8002fe1a6 (__TEXT,__text) external _fdopen$DARWIN_EXTSN
00007ff800354cd4 (__TEXT,__text) external _fdopendir
00007ff800305dc4 (__TEXT,__text) external _fdopendir$INODE64
                 (undefined) external _fegetenv (from libsystem_m)
                 (undefined) external _fegetround (from libsystem_m)
00007ff80030ee20 (__TEXT,__text) external _feof
00007ff800335efd (__TEXT,__text) external _feof_unlocked
00007ff8003089af (__TEXT,__text) external _ferror
00007ff800335f0c (__TEXT,__text) external _ferror_unlocked
                 (undefined) external _fesetenv (from libsystem_m)
00007ff80032470d (__TEXT,__text) non-external _fetch_bitmap
00007ff8003159f4 (__TEXT,__text) external _fflagstostr
00007ff8002eb782 (__TEXT,__text) external _fflush
                 (undefined) external _ffsctl (from libsystem_kernel)
00007ff800308fc7 (__TEXT,__text) external _fgetc
00007ff80030d5d7 (__TEXT,__text) external _fgetln
00007ff800335f45 (__TEXT,__text) external _fgetpos
00007ff80031c640 (__TEXT,__text) external _fgetrune
00007ff841bbdddc (__DATA,__bss) non-external _fgetrune.warn_depreciated
00007ff8002fb09c (__TEXT,__text) external _fgets
00007ff800335f6a (__TEXT,__text) external _fgetwc
00007ff80033608c (__TEXT,__text) external _fgetwc_l
00007ff8003361ac (__TEXT,__text) external _fgetwln
00007ff8003360f7 (__TEXT,__text) external _fgetwln_l
00007ff80033637d (__TEXT,__text) external _fgetws
00007ff8003361d4 (__TEXT,__text) external _fgetws_l
00007ff8439115c8 (__DATA_DIRTY,__data) non-external _filelist_lock
00007ff8002f0344 (__TEXT,__text) external _fileno
00007ff8003363a5 (__TEXT,__text) external _fileno_unlocked
00007ff8002e9845 (__TEXT,__text) non-external _filesec_discard_aclbuf
00007ff8002f26d7 (__TEXT,__text) external _filesec_dup
00007ff8002e9b95 (__TEXT,__text) external _filesec_free
00007ff8002e9878 (__TEXT,__text) external _filesec_get_property
00007ff8002e9644 (__TEXT,__text) external _filesec_init
00007ff8003144f8 (__TEXT,__text) external _filesec_query_property
00007ff8002e9660 (__TEXT,__text) external _filesec_set_property
00007ff80030f1dc (__TEXT,__text) external _filesec_unset_property
00007ff8002f04e2 (__TEXT,__text) non-external _find_temp_path
00007ff8003040ec (__TEXT,__text) non-external _first_wday_of
00007ff80035ab00 (__TEXT,__const) non-external _fiveToThe1000
00007ff8002eb7bd (__TEXT,__text) external _flockfile
                 (undefined) external _flsl (from libsystem_platform)
00007ff800321da5 (__TEXT,__text) non-external _flush_meta
00007ff80034d02c (__TEXT,__text) non-external _flush_queues
                 (undefined) external _fma (from libsystem_m)
00007ff800343dc0 (__TEXT,__text) external _fmemopen
00007ff800344055 (__TEXT,__text) non-external _fmemopen_close
00007ff800343f42 (__TEXT,__text) non-external _fmemopen_read
00007ff800343ffb (__TEXT,__text) non-external _fmemopen_seek
00007ff800343f8c (__TEXT,__text) non-external _fmemopen_write
00007ff840028570 (__DATA_CONST,__const) non-external _fmt_padding
00007ff800305840 (__TEXT,__text) external _fmtcheck
00007ff8003287c0 (__TEXT,__text) external _fmtmsg
00007ff8003069fc (__TEXT,__text) external _fnmatch
00007ff8002ebc8c (__TEXT,__text) external _fopen
00007ff80035384d (__TEXT,__text) external _fopen$DARWIN_EXTSN
00007ff8002fffd1 (__TEXT,__text) external _fork
00007ff8002ffcde (__TEXT,__text) external _forkpty
00007ff80030d2f0 (__TEXT,__text) external _fparseln
00007ff80035bd9c (__TEXT,__const) non-external _fparseln.dstr
00007ff8002ed7da (__TEXT,__text) external _fprintf
00007ff80033656c (__TEXT,__text) external _fprintf_l
00007ff841bbbaf8 (__DATA,__data) non-external _fptr
00007ff800336602 (__TEXT,__text) external _fpurge
00007ff80030e73b (__TEXT,__text) external _fputc
00007ff80031c7c3 (__TEXT,__text) external _fputrune
00007ff841bbdde4 (__DATA,__bss) non-external _fputrune.warn_depreciated
00007ff800308dd3 (__TEXT,__text) external _fputs
00007ff80033673b (__TEXT,__text) external _fputwc
00007ff8003367a1 (__TEXT,__text) external _fputwc_l
00007ff800336966 (__TEXT,__text) external _fputws
00007ff800336814 (__TEXT,__text) external _fputws_l
00007ff8002f02a2 (__TEXT,__text) external _fread
                 (undefined) external _free (from libsystem_malloc)
00007ff80031b491 (__TEXT,__text) external _free_printf_comp
00007ff80031b71a (__TEXT,__text) external _free_printf_domain
                 (undefined) external _freeifaddrs (from libsystem_info)
00007ff8002efa6e (__TEXT,__text) external _freelocale
00007ff800336b0e (__TEXT,__text) external _freopen
00007ff800336e1b (__TEXT,__text) external _fscanf
00007ff800336f05 (__TEXT,__text) external _fscanf_l
                 (undefined) external _fsctl (from libsystem_kernel)
00007ff8002efd80 (__TEXT,__text) external _fseek
00007ff8002efde4 (__TEXT,__text) external _fseeko
00007ff800337001 (__TEXT,__text) external _fsetpos
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fstat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatat (from libsystem_kernel)
                 (undefined) external _fstatat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatfs (from libsystem_kernel)
                 (undefined) external _fstatfs$INODE64 (from libsystem_kernel)
00007ff800312e27 (__TEXT,__text) external _fstatvfs
00007ff80031c584 (__TEXT,__text) external _fstatx64_np
00007ff800357b8c (__TEXT,__text) external _fstatx_np
00007ff8002f29f1 (__TEXT,__text) external _fstatx_np$INODE64
00007ff8002f2a2a (__TEXT,__text) non-external _fstatx_syscall
00007ff800357bc5 (__TEXT,__text) non-external _fstatx_syscall
00007ff841bbb6c0 (__DATA,__data) non-external _fstypenames
                 (undefined) external _fsync$NOCANCEL (from libsystem_kernel)
00007ff80031cf74 (__TEXT,__text) external _fsync_volume_np
00007ff8002f02e9 (__TEXT,__text) external _ftell
00007ff8002f0147 (__TEXT,__text) external _ftello
00007ff800341d4a (__TEXT,__text) external _ftime
00007ff8003295ff (__TEXT,__text) external _ftok
                 (undefined) external _ftruncate (from libsystem_kernel)
00007ff800335d73 (__TEXT,__text) external _ftrylockfile
00007ff8002ed00e (__TEXT,__text) non-external _fts_alloc
00007ff8003570e6 (__TEXT,__text) non-external _fts_alloc
00007ff8002f0952 (__TEXT,__text) non-external _fts_build
00007ff8003561fe (__TEXT,__text) non-external _fts_build
00007ff8003583d2 (__TEXT,__text) non-external _fts_build.cold.1
00007ff80035a135 (__TEXT,__text) non-external _fts_build.cold.1
00007ff8003583e7 (__TEXT,__text) non-external _fts_build.cold.2
00007ff80035a14a (__TEXT,__text) non-external _fts_build.cold.2
00007ff8003583fc (__TEXT,__text) non-external _fts_build.cold.3
00007ff80035a15f (__TEXT,__text) non-external _fts_build.cold.3
00007ff800358411 (__TEXT,__text) non-external _fts_build.cold.4
00007ff80035a174 (__TEXT,__text) non-external _fts_build.cold.4
00007ff800358426 (__TEXT,__text) non-external _fts_build.cold.5
00007ff80035a189 (__TEXT,__text) non-external _fts_build.cold.5
00007ff80035843b (__TEXT,__text) non-external _fts_build.cold.6
00007ff80035a19e (__TEXT,__text) non-external _fts_build.cold.6
00007ff800356f2f (__TEXT,__text) external _fts_children
00007ff8003146e7 (__TEXT,__text) external _fts_children$INODE64
00007ff800355afa (__TEXT,__text) external _fts_close
00007ff8002ed6d2 (__TEXT,__text) external _fts_close$INODE64
00007ff800314636 (__TEXT,__text) non-external _fts_fchdir
00007ff800355c36 (__TEXT,__text) non-external _fts_fchdir
00007ff800314602 (__TEXT,__text) non-external _fts_free
00007ff800355c02 (__TEXT,__text) non-external _fts_free
00007ff800314650 (__TEXT,__text) non-external _fts_load
00007ff800356e78 (__TEXT,__text) non-external _fts_load
00007ff800355758 (__TEXT,__text) external _fts_open
00007ff8002ecc90 (__TEXT,__text) external _fts_open$INODE64
00007ff800355a68 (__TEXT,__text) external _fts_open_b
00007ff800314570 (__TEXT,__text) external _fts_open_b$INODE64
00007ff8002ecfa2 (__TEXT,__text) non-external _fts_palloc
00007ff80035707a (__TEXT,__text) non-external _fts_palloc
00007ff800355c50 (__TEXT,__text) external _fts_read
00007ff8002ed284 (__TEXT,__text) external _fts_read$INODE64
00007ff8002f1684 (__TEXT,__text) non-external _fts_safe_changedir
00007ff80035609c (__TEXT,__text) non-external _fts_safe_changedir
00007ff800356f0c (__TEXT,__text) external _fts_set
00007ff8002fd2a0 (__TEXT,__text) external _fts_set$INODE64
00007ff800314832 (__TEXT,__text) non-external _fts_sort
00007ff800357172 (__TEXT,__text) non-external _fts_sort
00007ff8002ed09d (__TEXT,__text) non-external _fts_stat2
00007ff80035728d (__TEXT,__text) non-external _fts_stat2
00007ff800357538 (__TEXT,__text) external _ftw
00007ff8003154fc (__TEXT,__text) external _ftw$INODE64
00007ff80031c73c (__TEXT,__text) external _fungetrune
00007ff841bbdde0 (__DATA,__bss) non-external _fungetrune.warn_depreciated
00007ff8002eb953 (__TEXT,__text) external _funlockfile
00007ff80030257f (__TEXT,__text) external _funopen
00007ff800337010 (__TEXT,__text) external _fwide
00007ff80033706d (__TEXT,__text) external _fwprintf
00007ff80033712b (__TEXT,__text) external _fwprintf_l
00007ff8002fd4d0 (__TEXT,__text) external _fwrite
00007ff8003371c1 (__TEXT,__text) external _fwscanf
00007ff80033727f (__TEXT,__text) external _fwscanf_l
00007ff80031b218 (__TEXT,__text) external _fxprintf
00007ff80031ba74 (__TEXT,__text) external _fxprintf_exec
00007ff841bbb610 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff80032ad8c (__TEXT,__text) non-external _g_opendir
00007ff800354b57 (__TEXT,__text) non-external _g_opendir
00007ff80032acfc (__TEXT,__text) non-external _g_stat
00007ff800354ac7 (__TEXT,__text) non-external _g_stat
00007ff800348e4d (__TEXT,__text) external _gcvt
00007ff8002eebc7 (__TEXT,__text) non-external _gdtoa_freelist_free
00007ff843911878 (__DATA_DIRTY,__bss) non-external _gdtoa_tsd_key
00007ff843911138 (__DATA_DIRTY,__data) non-external _gdtoa_tsd_lock
00007ff800311d64 (__TEXT,__text) non-external _generalSlowpath
00007ff8003581e6 (__TEXT,__text) non-external _generalSlowpath.cold.1
00007ff800358321 (__TEXT,__text) non-external _generalSlowpath.cold.10
00007ff800358344 (__TEXT,__text) non-external _generalSlowpath.cold.11
00007ff800358367 (__TEXT,__text) non-external _generalSlowpath.cold.12
00007ff80035838a (__TEXT,__text) non-external _generalSlowpath.cold.13
00007ff800358209 (__TEXT,__text) non-external _generalSlowpath.cold.2
00007ff80035822c (__TEXT,__text) non-external _generalSlowpath.cold.3
00007ff80035824f (__TEXT,__text) non-external _generalSlowpath.cold.4
00007ff800358272 (__TEXT,__text) non-external _generalSlowpath.cold.5
00007ff800358295 (__TEXT,__text) non-external _generalSlowpath.cold.6
00007ff8003582b8 (__TEXT,__text) non-external _generalSlowpath.cold.7
00007ff8003582db (__TEXT,__text) non-external _generalSlowpath.cold.8
00007ff8003582fe (__TEXT,__text) non-external _generalSlowpath.cold.9
00007ff800316995 (__TEXT,__text) non-external _get_asl
00007ff841bbd840 (__DATA,__bss) non-external _get_asl.utx
00007ff841bbdd9c (__DATA,__bss) non-external _get_clock.adjustment
00007ff841bbddb0 (__DATA,__bss) non-external _get_clock.clock_seq
00007ff841bbdda0 (__DATA,__bss) non-external _get_clock.last
00007ff800316cd1 (__TEXT,__text) non-external _get_file
00007ff841bbdac0 (__DATA,__bss) non-external _get_file.ux
00007ff8003058b5 (__TEXT,__text) non-external _get_next_format
00007ff8003059da (__TEXT,__text) non-external _get_next_format_from_precision
00007ff800305988 (__TEXT,__text) non-external _get_next_format_from_width
00007ff800349441 (__TEXT,__text) non-external _getargs
00007ff800349f8e (__TEXT,__text) non-external _getargs
00007ff80034a9ef (__TEXT,__text) non-external _getargs
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
00007ff800334374 (__TEXT,__text) non-external _getbits
00007ff80035c8dc (__TEXT,__const) non-external _getbits.digits
00007ff800329648 (__TEXT,__text) external _getbsize
00007ff841bbde40 (__DATA,__bss) non-external _getbsize.header
00007ff80030ec83 (__TEXT,__text) external _getc
00007ff800337315 (__TEXT,__text) external _getc_unlocked
00007ff80033733b (__TEXT,__text) external _getchar
00007ff800337386 (__TEXT,__text) external _getchar_unlocked
00007ff8003047a2 (__TEXT,__text) external _getcwd
00007ff80031abb0 (__TEXT,__text) external _getdate
00007ff841bbdd48 (__DATA,__bss) non-external _getdate.tm
00007ff841bbe4d4 (__DATA,__common) external _getdate_err
00007ff800308a33 (__TEXT,__text) external _getdelim
                 (undefined) external _getdirentries (from libsystem_kernel)
00007ff800313e91 (__TEXT,__text) external _getdiskbyname
00007ff841bbd6d0 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
00007ff800329939 (__TEXT,__text) non-external _getent
00007ff8002db640 (__TEXT,__text) external _getenv
                 (undefined) external _geteuid (from libsystem_kernel)
                 (undefined) external _getfsstat (from libsystem_kernel)
                 (undefined) external _getfsstat$INODE64 (from libsystem_kernel)
                 (undefined) external _getfsstat64 (from libsystem_kernel)
                 (undefined) external _getgrgid (from libsystem_info)
                 (undefined) external _getgrnam (from libsystem_info)
                 (undefined) external _getgroupcount (from libsystem_info)
                 (undefined) external _getgrouplist (from libsystem_info)
00007ff80035391e (__TEXT,__text) external _getgroups$DARWIN_EXTSN
00007ff80031d1cf (__TEXT,__text) external _gethostid
00007ff8002f1a33 (__TEXT,__text) external _gethostname
                 (undefined) external _getifaddrs (from libsystem_info)
00007ff800334f3c (__TEXT,__text) external _getipv4sourcefilter
00007ff8003595f6 (__TEXT,__text) non-external _getipv4sourcefilter.cold.1
00007ff800359619 (__TEXT,__text) non-external _getipv4sourcefilter.cold.2
00007ff80035963c (__TEXT,__text) non-external _getipv4sourcefilter.cold.3
00007ff800315e04 (__TEXT,__text) external _getlastlogx
00007ff800315ece (__TEXT,__text) external _getlastlogxbyname
00007ff800308a21 (__TEXT,__text) external _getline
00007ff800314904 (__TEXT,__text) external _getloadavg
00007ff80030eba4 (__TEXT,__text) external _getlogin
00007ff80030ebde (__TEXT,__text) non-external _getlogin_basic
00007ff80032a951 (__TEXT,__text) external _getlogin_r
00007ff800353a9b (__TEXT,__text) external _getmntinfo
00007ff800309c52 (__TEXT,__text) external _getmntinfo$INODE64
00007ff841bbde88 (__DATA,__bss) non-external _getmntinfo$INODE64.vars
00007ff841bbe4b8 (__DATA,__bss) non-external _getmntinfo.vars
00007ff80034b64b (__TEXT,__text) external _getmntinfo64
00007ff841bbe478 (__DATA,__bss) non-external _getmntinfo64.bufsize
00007ff841bbe468 (__DATA,__bss) non-external _getmntinfo64.mntbuf
00007ff841bbe470 (__DATA,__bss) non-external _getmntinfo64.mntsize
00007ff8002e8966 (__TEXT,__text) non-external _getmntinfo_internal
00007ff800353ac1 (__TEXT,__text) non-external _getmntinfo_internal
00007ff800353b79 (__TEXT,__text) external _getmntinfo_r_np
00007ff8002e890e (__TEXT,__text) external _getmntinfo_r_np$INODE64
00007ff80032bfb0 (__TEXT,__text) external _getmode
00007ff8002e39f2 (__TEXT,__text) non-external _getoffset
00007ff80030560c (__TEXT,__text) external _getopt
00007ff841bbbaa8 (__DATA,__data) non-external _getopt.place
00007ff800304ffe (__TEXT,__text) non-external _getopt_internal
00007ff800359bdf (__TEXT,__text) non-external _getopt_internal.cold.1
00007ff841bbbab0 (__DATA,__data) non-external _getopt_internal.posixly_correct
00007ff800304fee (__TEXT,__text) external _getopt_long
00007ff80030fb2c (__TEXT,__text) external _getopt_long_only
