00007ffc0f83f4ba (__TEXT,__text) external _AAAFSCGetMetadata
00007ffc0f80f097 (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffc0f80f221 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffc0f84ad48 (__TEXT,__text) non-external _cacheData
                 (undefined) external _calloc (from libSystem)
00007ffc0f7d7304 (__TEXT,__text) non-external _cancelProc
00007ffc0f7fc976 (__TEXT,__text) non-external _cancelProc
00007ffc0f808816 (__TEXT,__text) non-external _cancelProc
00007ffc0f819964 (__TEXT,__text) non-external _cancelProc
00007ffc0f81bc6f (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00007ffc0f7f818e (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffc0f815c0d (__TEXT,__text) non-external _chunkAppendHole
00007ffc0f8022bb (__TEXT,__text) non-external _chunkAsyncCancel
00007ffc0f801bb2 (__TEXT,__text) non-external _chunkAsyncClose
00007ffc0f801f3f (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffc0f8022db (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffc0f8020e2 (__TEXT,__text) non-external _chunkAsyncProcess
00007ffc0f815bdf (__TEXT,__text) non-external _chunkDestroy
00007ffc0f813f48 (__TEXT,__text) non-external _chunk_compare_by_position
00007ffc0f813f3c (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffc0f7fae2b (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffc0f7d5ecf (__TEXT,__text) non-external _closeProc
00007ffc0f7fc024 (__TEXT,__text) non-external _closeProc
00007ffc0f805e2e (__TEXT,__text) non-external _closeProc
00007ffc0f817ca5 (__TEXT,__text) non-external _closeProc
00007ffc0f7d6180 (__TEXT,__text) non-external _closeWithStateProc
00007ffc0f7fc0af (__TEXT,__text) non-external _closeWithStateProc
00007ffc0f8072bd (__TEXT,__text) non-external _closeWithStateProc
00007ffc0f817d67 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffc0f82c2ad (__TEXT,__text) non-external _clusterEntryUpdateDAT
00007ffc0f8276c4 (__TEXT,__text) non-external _cmpNodesProc
00007ffc0f7d2266 (__TEXT,__text) non-external _cmpRange
00007ffc0f7d5917 (__TEXT,__text) non-external _cmp_entries_clc
00007ffc0f7d58ea (__TEXT,__text) non-external _cmp_entries_hlc
00007ffc0f7d5998 (__TEXT,__text) non-external _cmp_entries_offset
00007ffc0f7d5944 (__TEXT,__text) non-external _cmp_entries_slc
00007ffc0f824d83 (__TEXT,__text) non-external _cmp_keys
00007ffc0f817a3a (__TEXT,__text) non-external _cmp_markers
00007ffc0f7f1f29 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffc0f7f1ec2 (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffc0f7f1f0d (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffc0f7f1f37 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffc0f7f1f1b (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffc0f7d9171 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffc0f8396eb (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffc0f803cdb (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffc0f803c3b (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffc0f8482d2 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffc0f80bf08 (__TEXT,__text) non-external _convertStreamAbort
00007ffc0f80c172 (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffc0f80ad3c (__TEXT,__text) non-external _convertStreamClose
00007ffc0f80c3d6 (__TEXT,__text) non-external _convertStreamEndBlob
00007ffc0f80c0d7 (__TEXT,__text) non-external _convertStreamEndEntry
00007ffc0f80c03a (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffc0f80ba78 (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffc0f80add3 (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffc0f813f61 (__TEXT,__text) non-external _convert_block_controls
00007ffc0f813ddf (__TEXT,__text) non-external _convert_internal_controls
00007ffc0f80437a (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffc0f804723 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffc0f7ea66e (__TEXT,__text) non-external _copyStream
00007ffc0f825556 (__TEXT,__text) non-external _create
00007ffc0f80ab44 (__TEXT,__text) non-external _createErrorContextKey
00007ffc0f80a5b9 (__TEXT,__text) non-external (was a private external) _createThread
00007ffc0f7f014e (__TEXT,__text) non-external _currentWriteBufferFull
00007ffc0f83d6fd (__TEXT,__text) non-external _decodeStreamAbort
00007ffc0f83d720 (__TEXT,__text) non-external _decodeStreamClose
00007ffc0f83c86a (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00007ffc0f83cb87 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffc0f83ca4c (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffc0f83d535 (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffc0f83c941 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffc0f83d02d (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffc0f83c7cb (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffc0f83fcfd (__TEXT,__text) non-external _decompressToData
00007ffc0f7d1074 (__TEXT,__text) non-external _decryptAsyncCancel
00007ffc0f7d0b1a (__TEXT,__text) non-external _decryptAsyncClose
00007ffc0f7d0d19 (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffc0f7d1086 (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffc0f7d0e66 (__TEXT,__text) non-external _decryptAsyncProcess
00007ffc0f80ddc9 (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffc0f80dc4b (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffc0f80ddd6 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffc0f80dde3 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffc0f7ee723 (__TEXT,__text) non-external _ecc65537Inv
00007ffc0f7ee330 (__TEXT,__text) non-external _ecc65537PolyEval
00007ffc0f7ee5bb (__TEXT,__text) non-external _ecc65537Solve
00007ffc0f7ee399 (__TEXT,__text) non-external _ecc65537Triangulate
00007ffc0f83a177 (__TEXT,__text) non-external _encodeEntry
00007ffc0f83a2d8 (__TEXT,__text) non-external _encodeYOPEntry
00007ffc0f83b2fd (__TEXT,__text) non-external _encoderStreamAbort
00007ffc0f83b12a (__TEXT,__text) non-external _encoderStreamClose
00007ffc0f83b49e (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffc0f83b31a (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffc0f809f69 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffc0f8396b7 (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffc0f81af74 (__TEXT,__text) non-external _entryMessage
00007ffc0f82b929 (__TEXT,__text) non-external _entryRelease
00007ffc0f83969e (__TEXT,__text) non-external _entryVectorCmp
00007ffc0f805600 (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffc0f805724 (__TEXT,__text) non-external _enumerateTree_rec
00007ffc0f8263b5 (__TEXT,__text) non-external _expandDirThreadProc
00007ffc0f82b90c (__TEXT,__text) non-external _extractStreamAbort
00007ffc0f829458 (__TEXT,__text) non-external _extractStreamClose
00007ffc0f82c4d1 (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffc0f82c5aa (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffc0f82c112 (__TEXT,__text) non-external _extractStreamStateFail
00007ffc0f82b105 (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffc0f82a3a9 (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffc0f81b85d (__TEXT,__text) non-external _extractThread
00007ffc0f82ba9c (__TEXT,__text) non-external _extractThreadFailEntry
00007ffc0f828398 (__TEXT,__text) non-external _extractThreadProc
00007ffc0f82c1fc (__TEXT,__text) non-external _extractThreadSendCommand
00007ffc0f81b3b8 (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffc0f81b1cb (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffc0f81b3c2 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffc0f81b43e (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffc0f7e834a (__TEXT,__text) non-external _findFirst
00007ffc0f8140cd (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffc0f7e9264 (__TEXT,__text) non-external _flushBuf
00007ffc0f83b744 (__TEXT,__text) non-external _flushOBuf
00007ffc0f841f27 (__TEXT,__text) non-external _flushOBuf
00007ffc0f7feb73 (__TEXT,__text) non-external _flushToResourceFork
00007ffc0f83b881 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffc0f83be5a (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffc0f7e95fb (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffc413e7328 (__DATA,__bss) non-external _gErrorContextKey
00007ffc0f816d2e (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffc0f80532e (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffc0f83c52e (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffc0f7ee8e5 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffc0f8039fd (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffc0f80aaf2 (__TEXT,__text) non-external _getErrorContextKey
00007ffc413e7318 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00007ffc0f812274 (__TEXT,__text) non-external _getFieldBlob
00007ffc0f804bba (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffc0f804b39 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffc0f805111 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffc0f82dc04 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00007ffc0f8052a5 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffc0f804ab1 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffc0f8053bf (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffc0f8053d5 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffc0f805463 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffc0f80508f (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffc0f84a0dc (__TEXT,__text) non-external _getFreeCachePos
00007ffc0f7da2a3 (__TEXT,__text) non-external _getHeader
00007ffc0f8272e6 (__TEXT,__text) non-external _getPath
00007ffc0f7f9686 (__TEXT,__text) non-external _getProfile
00007ffc0f8039c9 (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffc0f80403a (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffc0f81bcdc (__TEXT,__text) non-external _getTempSegmentFilename
00007ffc0f805ba1 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffc0f848153 (__TEXT,__text) non-external _graisAbort
00007ffc0f846533 (__TEXT,__text) non-external _graisClose
00007ffc0f847d51 (__TEXT,__text) non-external _graisPRead
00007ffc0f847d29 (__TEXT,__text) non-external _graisRead
00007ffc0f84810d (__TEXT,__text) non-external _graisSeek
00007ffc0f82630c (__TEXT,__text) non-external _increaseCapacity
00007ffc0f7f83e0 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffc0f83be46 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffc0f82cce4 (__TEXT,__text) non-external _init_blob_with_magic
00007ffc0f8040cf (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffc0f83257c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffc0f80a8ea (__TEXT,__text) non-external (was a private external) _joinThread
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffc0f80a036 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffc0f83cae0 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffc0f815d96 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffc0f83125c (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffc0f8420ca (__TEXT,__text) non-external _loadChunkOffsets
00007ffc0f83f616 (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffc0f81b8c5 (__TEXT,__text) non-external _loadRemainingRange
00007ffc0f81bb0c (__TEXT,__text) non-external _loadTempSegment
00007ffc0f81b4ce (__TEXT,__text) non-external _loadThread
00007ffc0f801dc2 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffc0f803ada (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffc0f7f6416 (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffc0f7f6409 (__TEXT,__text) non-external _memoryInputStreamClose
00007ffc0f7f644b (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffc0f7f6428 (__TEXT,__text) non-external _memoryInputStreamRead
00007ffc0f7f64a2 (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffc0f7f65f9 (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffc0f7f65ec (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffc0f7f660b (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffc0f83c50b (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffc0f83c0a1 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffc0f84a972 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffc0f826c65 (__TEXT,__text) non-external _normalize
00007ffc0f803b66 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffc0f81bd70 (__TEXT,__text) non-external _notifySegmentAvailable
00007ffc0f85cf40 (__TEXT,__const) non-external _old_resource_fork_map
00007ffc0f85d490 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffc0f7d936d (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffc0f803f6a (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffc0f7da219 (__TEXT,__text) non-external _pcRead
00007ffc0f7d95dd (__TEXT,__text) non-external _pcWrite
00007ffc0f7cfc40 (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffc0f7cfbcf (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffc0f7cfbba (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffc0f814520 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffc0f84aed4 (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffc0f814693 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _perror (from libSystem)
00007ffc0f810796 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _pread (from libSystem)
00007ffc0f7d15be (__TEXT,__text) non-external _processClusterHeader
00007ffc0f7f13cd (__TEXT,__text) non-external _processEntry
00007ffc0f808828 (__TEXT,__text) non-external _processEntry
00007ffc0f7d108f (__TEXT,__text) non-external _processMagic
00007ffc0f7d1e7a (__TEXT,__text) non-external _processPadding
00007ffc0f7d119a (__TEXT,__text) non-external _processPrologue
00007ffc0f7d2138 (__TEXT,__text) non-external _processSegment
00007ffc0f80d9f9 (__TEXT,__text) non-external _processSegment
00007ffc0f81ac3b (__TEXT,__text) non-external _processSegment
00007ffc0f7eb5be (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffc0f83bf60 (__TEXT,__text) non-external (was a private external) _pushControls
00007ffc0f83beeb (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffc0f7d2281 (__TEXT,__text) non-external _pushPaddingRange
00007ffc0f7d09bf (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffc0f7f9d6f (__TEXT,__text) non-external _quicksort64
00007ffc0f7ecfc7 (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffc0f80341c (__TEXT,__text) non-external _rangeCmp
00007ffc0f7fe4a6 (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffc0f7fe483 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffc0f7fe4c3 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffc0f7db1d9 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffc0f848594 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffc0f803970 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffc0f82ce7c (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffc0f805a9f (__TEXT,__text) non-external _removeEntryProc
00007ffc0f8056bc (__TEXT,__text) non-external (was a private external) _removeFile
00007ffc0f805b3c (__TEXT,__text) non-external _removeLeaveDirProc
00007ffc0f7f1380 (__TEXT,__text) non-external _removeStreamAbort
00007ffc0f7f0b48 (__TEXT,__text) non-external _removeStreamClose
00007ffc0f7f136e (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffc0f7f0e52 (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffc0f805a69 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffc0f83be81 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffc0f840544 (__TEXT,__text) non-external _resizeResourceFork
00007ffc0f80e739 (__TEXT,__text) non-external _resizeStream
00007ffc0f83f7c0 (__TEXT,__text) non-external _resourceForkSize
00007ffc0f81c04e (__TEXT,__text) non-external _retireEntryRange
00007ffc0f82bf91 (__TEXT,__text) non-external _retireThreadEnqueue
00007ffc0f827db1 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffc0f813d3b (__TEXT,__text) non-external _sanitize_internal_controls
00007ffc0f7fae81 (__TEXT,__text) non-external _seekTo
00007ffc0f7f00e2 (__TEXT,__text) non-external _sendEOF
00007ffc0f80bf24 (__TEXT,__text) non-external _sendHeader
00007ffc0f7e07e3 (__TEXT,__text) non-external _sendMessage
00007ffc0f84817c (__TEXT,__text) non-external _sendMessage
00007ffc0f7ece90 (__TEXT,__text) non-external _sequentialReaderProc
00007ffc0f7ecf14 (__TEXT,__text) non-external _sequentialWriterProc
00007ffc0f8536b0 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffc0f81276c (__TEXT,__text) non-external _setFieldBlob
00007ffc0f804c2e (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffc0f8051e7 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffc0f809fde (__TEXT,__text) non-external _setThreadErrorContext
00007ffc0f841910 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00007ffc0f80d48c (__TEXT,__text) non-external _setupContext
00007ffc0f819d7d (__TEXT,__text) non-external _setupContext
00007ffc0f803a6d (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffc0f803aa6 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffc0f7e4b1a (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffc0f7d232e (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffc0f804ba3 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffc0f805b93 (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffc0f8242f7 (__TEXT,__text) non-external _stateAppendEntry
00007ffc0f838691 (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffc0f839264 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffc0f83869e (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffc0f8361b4 (__TEXT,__text) non-external _stateComputePatches
00007ffc0f823cb3 (__TEXT,__text) non-external _stateConcatPath
00007ffc0f8212c1 (__TEXT,__text) non-external _stateDestroy
00007ffc0f838558 (__TEXT,__text) non-external _stateDestroy
00007ffc0f83656e (__TEXT,__text) non-external _stateGenerateArchive
00007ffc0f823ce6 (__TEXT,__text) non-external _stateGetEntryData
00007ffc0f839e20 (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffc0f823ecb (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffc0f803470 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffc0f84a6b0 (__TEXT,__text) non-external _storeCachePos
00007ffc0f8419dc (__TEXT,__text) non-external _storeChunkOffsets
00007ffc0f804238 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffc0f801452 (__TEXT,__text) non-external _streamAbort
00007ffc0f8151d6 (__TEXT,__text) non-external _streamAbort
00007ffc0f8012f7 (__TEXT,__text) non-external _streamClose
