000000026794a400 (__TEXT,__text) external _AAAFSCGetMetadata
000000026790bdb8 (__TEXT,__text) non-external _chunkAsyncGetRange
000000026790c174 (__TEXT,__text) non-external _chunkAsyncIsCancelled
000000026790bf84 (__TEXT,__text) non-external _chunkAsyncProcess
000000026792322c (__TEXT,__text) non-external _chunkDestroy
00000002679216e0 (__TEXT,__text) non-external _chunk_compare_by_position
00000002679216d0 (__TEXT,__text) non-external _chunk_compare_by_rating
0000000267905188 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00000002678dbce0 (__TEXT,__text) non-external _closeProc
000000026790650c (__TEXT,__text) non-external _closeProc
000000026790fd1c (__TEXT,__text) non-external _closeProc
0000000267924f20 (__TEXT,__text) non-external _closeProc
00000002678dbfd0 (__TEXT,__text) non-external _closeWithStateProc
0000000267906598 (__TEXT,__text) non-external _closeWithStateProc
0000000267910fdc (__TEXT,__text) non-external _closeWithStateProc
0000000267924fc8 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00000002679379f4 (__TEXT,__text) non-external _clusterEntryUpdateDAT
00000002679339c4 (__TEXT,__text) non-external _cmpNodesProc
00000002678d88d0 (__TEXT,__text) non-external _cmpRange
00000002678db738 (__TEXT,__text) non-external _cmp_entries_clc
00000002678db704 (__TEXT,__text) non-external _cmp_entries_hlc
00000002678db7d0 (__TEXT,__text) non-external _cmp_entries_offset
00000002678db76c (__TEXT,__text) non-external _cmp_entries_slc
0000000267931140 (__TEXT,__text) non-external _cmp_keys
0000000267924c90 (__TEXT,__text) non-external _cmp_markers
00000002678d57cc (__TEXT,__text) non-external _compare_copy_fork_3
00000002678d577c (__TEXT,__text) non-external _compare_copy_fork_4
00000002678d5724 (__TEXT,__text) non-external _compare_copy_fork_5
00000002678d5370 (__TEXT,__text) non-external _compare_digest_tasks
00000002678d3998 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
00000002678d61bc (__TEXT,__text) non-external _compare_forks_by_extent
00000002678d61f8 (__TEXT,__text) non-external _compare_forks_by_position
00000002678fb3d4 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00000002678fb378 (__TEXT,__text) non-external _compositeChunkAsyncClose
00000002678fb3c4 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00000002678fb3dc (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00000002678fb3cc (__TEXT,__text) non-external _compositeChunkAsyncProcess
00000002678decac (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
000000026794418c (__TEXT,__text) non-external _computePatchesWorkerProc
000000026790d994 (__TEXT,__text) non-external (was a private external) _concatExtractPath
000000026790d8d0 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
000000026795364c (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
0000000267919d78 (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
0000000267915614 (__TEXT,__text) non-external _convertStreamAbort
00000002679158cc (__TEXT,__text) non-external _convertStreamBeginBlob
00000002679145a0 (__TEXT,__text) non-external _convertStreamClose
0000000267915af4 (__TEXT,__text) non-external _convertStreamEndBlob
0000000267915840 (__TEXT,__text) non-external _convertStreamEndEntry
0000000267915774 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00000002679151e8 (__TEXT,__text) non-external _convertStreamWriteBlob
0000000267914634 (__TEXT,__text) non-external _convertStreamWriteHeader
00000002679216f8 (__TEXT,__text) non-external _convert_block_controls
000000026792155c (__TEXT,__text) non-external _convert_internal_controls
000000026790e0d4 (__TEXT,__text) non-external (was a private external) _copyFileSegment
000000026790e4dc (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00000002678f1400 (__TEXT,__text) non-external _copyStream
0000000267931a28 (__TEXT,__text) non-external _create
0000000267914380 (__TEXT,__text) non-external _createErrorContextKey
0000000267913dcc (__TEXT,__text) non-external (was a private external) _createThread
00000002678f507c (__TEXT,__text) non-external _ctrl_reader_get
00000002678f96fc (__TEXT,__text) non-external _currentWriteBufferFull
0000000267948464 (__TEXT,__text) non-external _decodeStreamAbort
0000000267948480 (__TEXT,__text) non-external _decodeStreamClose
0000000267947568 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
0000000267947900 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
0000000267947788 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
0000000267948280 (__TEXT,__text) non-external _decodeStreamReadBlob
0000000267947658 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
0000000267947d58 (__TEXT,__text) non-external _decodeStreamReadHeader
00000002679474a4 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
000000026794ac50 (__TEXT,__text) non-external _decompressToData
00000002678d7798 (__TEXT,__text) non-external _decryptAsyncCancel
00000002678d722c (__TEXT,__text) non-external _decryptAsyncClose
00000002678d740c (__TEXT,__text) non-external _decryptAsyncGetRange
00000002678d77ac (__TEXT,__text) non-external _decryptAsyncIsCancelled
00000002678d7560 (__TEXT,__text) non-external _decryptAsyncProcess
000000026791abb0 (__TEXT,__text) non-external _decryptToFileAsyncCancel
000000026791aa2c (__TEXT,__text) non-external _decryptToFileAsyncClose
000000026791abb8 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
000000026791abc0 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000002678f6db8 (__TEXT,__text) non-external _ecc65537Inv
00000002678f6974 (__TEXT,__text) non-external _ecc65537PolyEval
00000002678f6c20 (__TEXT,__text) non-external _ecc65537Solve
00000002678f69f4 (__TEXT,__text) non-external _ecc65537Triangulate
0000000267944ef0 (__TEXT,__text) non-external _encodeEntry
0000000267945074 (__TEXT,__text) non-external _encodeYOPEntry
00000002679460f4 (__TEXT,__text) non-external _encoderStreamAbort
0000000267945f30 (__TEXT,__text) non-external _encoderStreamClose
00000002679462c0 (__TEXT,__text) non-external _encoderStreamWriteBlob
0000000267946110 (__TEXT,__text) non-external _encoderStreamWriteHeader
0000000267913650 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
000000026794415c (__TEXT,__text) non-external _entryIndexCmpHLC
00000002679283a0 (__TEXT,__text) non-external _entryMessage
00000002679370f4 (__TEXT,__text) non-external _entryRelease
0000000267944140 (__TEXT,__text) non-external _entryVectorCmp
000000026790f4a0 (__TEXT,__text) non-external (was a private external) _enumerateTree
000000026790f608 (__TEXT,__text) non-external _enumerateTree_rec
0000000267932670 (__TEXT,__text) non-external _expandDirThreadProc
00000002679370d4 (__TEXT,__text) non-external _extractStreamAbort
00000002679352c8 (__TEXT,__text) non-external _extractStreamClose
0000000267937bcc (__TEXT,__text) non-external _extractStreamEntryEnd
0000000267937ca8 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
000000026793784c (__TEXT,__text) non-external _extractStreamStateFail
00000002679369e8 (__TEXT,__text) non-external _extractStreamWriteBlob
0000000267935ef4 (__TEXT,__text) non-external _extractStreamWriteHeader
0000000267928c78 (__TEXT,__text) non-external _extractThread
0000000267937264 (__TEXT,__text) non-external _extractThreadFailEntry
000000026793457c (__TEXT,__text) non-external _extractThreadProc
000000026793792c (__TEXT,__text) non-external _extractThreadSendCommand
00000002679287e8 (__TEXT,__text) non-external _extractToDirAsyncCancel
0000000267928624 (__TEXT,__text) non-external _extractToDirAsyncClose
00000002679287ec (__TEXT,__text) non-external _extractToDirAsyncGetRange
0000000267928880 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00000002678eec2c (__TEXT,__text) non-external _findFirst
0000000267921b6c (__TEXT,__text) non-external _fingerprint_consumer
0000000267921878 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00000002678f009c (__TEXT,__text) non-external _flushBuf
0000000267946548 (__TEXT,__text) non-external _flushOBuf
000000026794cbe4 (__TEXT,__text) non-external _flushOBuf
0000000267908d4c (__TEXT,__text) non-external _flushToResourceFork
00000002679466c0 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
0000000267900cac (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
000000026791d904 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00000002678f042c (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
0000000280ca5218 (__DATA,__bss) non-external _gErrorContextKey
0000000267924184 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
0000000267956254 (__TEXT,__text) non-external _getBXDiffControls.cold.1
000000026790f198 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
0000000267947288 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00000002678f6f88 (__TEXT,__text) non-external _getCompressedSizeCounterProc
000000026790d58c (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
0000000267914318 (__TEXT,__text) non-external _getErrorContextKey
0000000280ca5208 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
000000026791fc4c (__TEXT,__text) non-external _getFieldBlob
000000026790e994 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
000000026790e908 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
000000026790ef6c (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00000002679392b4 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
000000026790f108 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
000000026790e878 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
000000026790f238 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
000000026790f248 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
000000026790f2f4 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
000000026790ee94 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
0000000267955304 (__TEXT,__text) non-external _getFreeCachePos
00000002678dfd00 (__TEXT,__text) non-external _getHeader
0000000267933588 (__TEXT,__text) non-external _getPath
00000002679037fc (__TEXT,__text) non-external _getProfile
000000026790d544 (__TEXT,__text) non-external (was a private external) _getRealTime
000000026790dd4c (__TEXT,__text) non-external (was a private external) _getTempDir
00000002679290dc (__TEXT,__text) non-external _getTempSegmentFilename
000000026790fa9c (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00000002679534e4 (__TEXT,__text) non-external _graisAbort
0000000267951c90 (__TEXT,__text) non-external _graisClose
0000000267953164 (__TEXT,__text) non-external _graisPRead
0000000267953148 (__TEXT,__text) non-external _graisRead
0000000267953498 (__TEXT,__text) non-external _graisSeek
00000002679325b4 (__TEXT,__text) non-external _increaseCapacity
0000000267902768 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
0000000267946c24 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00000002679383b0 (__TEXT,__text) non-external _init_blob_with_magic
000000026791684c (__TEXT,__text) non-external (was a private external) _io_hint_static_content
00000002679168d8 (__TEXT,__text) non-external (was a private external) _io_preallocate
0000000267916ab0 (__TEXT,__text) non-external (was a private external) _io_set_nocache
000000026790de10 (__TEXT,__text) non-external (was a private external) _isDirEmpty
000000026793dc64 (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
000000026791412c (__TEXT,__text) non-external (was a private external) _joinThread
000000026795618c (__TEXT,__text) non-external _joinThread.cold.1
000000026794f568 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
000000026794f620 (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
0000000267913778 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
0000000267947840 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
000000026792341c (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
000000026793cacc (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
000000026794cde4 (__TEXT,__text) non-external _loadChunkOffsets
000000026794a578 (__TEXT,__text) non-external _loadDecmpfsXattr
0000000267928cec (__TEXT,__text) non-external _loadRemainingRange
0000000267928f0c (__TEXT,__text) non-external _loadTempSegment
0000000267928928 (__TEXT,__text) non-external _loadThread
0000000267917ed4 (__TEXT,__text) non-external (was a private external) _load_variants
000000026790bc1c (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
000000026790d704 (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00000002678ff5cc (__TEXT,__text) non-external _memoryInputStreamCancel
00000002678ff5b0 (__TEXT,__text) non-external _memoryInputStreamClose
00000002678ff600 (__TEXT,__text) non-external _memoryInputStreamPRead
00000002678ff5e0 (__TEXT,__text) non-external _memoryInputStreamRead
00000002678ff678 (__TEXT,__text) non-external _memoryInputStreamSeek
00000002678ff804 (__TEXT,__text) non-external _memoryOutputStreamCancel
00000002678ff7e8 (__TEXT,__text) non-external _memoryOutputStreamClose
00000002678ff818 (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
0000000267947250 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
0000000267946e58 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
00000002678f89b8 (__TEXT,__text) non-external _merge_controls
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
0000000267955c38 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
0000000267932eb8 (__TEXT,__text) non-external _normalize
000000026790d7c4 (__TEXT,__text) non-external (was a private external) _normalizePath
0000000267929184 (__TEXT,__text) non-external _notifySegmentAvailable
000000026796a7f8 (__TEXT,__const) non-external _old_resource_fork_map
000000026796adc0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00000002678deebc (__TEXT,__text) non-external (was a private external) _outputStreamProc
0000000267918054 (__TEXT,__text) non-external (was a private external) _patch_write_controls
000000026790dc70 (__TEXT,__text) non-external (was a private external) _pathIsValid
00000002678dfc54 (__TEXT,__text) non-external _pcRead
00000002678df120 (__TEXT,__text) non-external _pcWrite
00000002678d64f4 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
00000002678d6338 (__TEXT,__text) non-external (was a private external) _pc_array_append
00000002678d62c4 (__TEXT,__text) non-external (was a private external) _pc_array_compact
00000002678d6224 (__TEXT,__text) non-external (was a private external) _pc_array_compare
00000002678d62b4 (__TEXT,__text) non-external (was a private external) _pc_array_free
00000002678d643c (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00000002678d642c (__TEXT,__text) non-external (was a private external) _pc_array_sort
0000000267921c84 (__TEXT,__text) non-external (was a private external) _pc_log_error
00000002679561c8 (__TEXT,__text) non-external _pc_log_error.cold.1
0000000267921ea4 (__TEXT,__text) non-external (was a private external) _pc_log_info
0000000267921d90 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
000000026791d534 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
00000002678d7cd4 (__TEXT,__text) non-external _processClusterHeader
00000002678fa904 (__TEXT,__text) non-external _processEntry
00000002679122a8 (__TEXT,__text) non-external _processEntry
00000002678d77b8 (__TEXT,__text) non-external _processMagic
00000002678d845c (__TEXT,__text) non-external _processPadding
00000002678d78f0 (__TEXT,__text) non-external _processPrologue
00000002678d8788 (__TEXT,__text) non-external _processSegment
000000026791a830 (__TEXT,__text) non-external _processSegment
00000002679280e8 (__TEXT,__text) non-external _processSegment
00000002678f2290 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
0000000267946d50 (__TEXT,__text) non-external (was a private external) _pushControls
0000000267946cbc (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00000002678d88e8 (__TEXT,__text) non-external _pushPaddingRange
00000002678d70e8 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
0000000267903f88 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
00000002678f5964 (__TEXT,__text) non-external _randomAccessWorkerProc
000000026790cf84 (__TEXT,__text) non-external _rangeCmp
0000000267908684 (__TEXT,__text) non-external _rangeInputStreamCancel
0000000267908650 (__TEXT,__text) non-external _rangeInputStreamClose
00000002679086a8 (__TEXT,__text) non-external _rangeInputStreamRead
00000002678d3ef8 (__TEXT,__text) non-external _rawimg_add_fork
00000002678d4090 (__TEXT,__text) non-external _rawimg_add_volume
00000002678d3c10 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
00000002678d5c7c (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
00000002678d39b0 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
00000002678d51d0 (__TEXT,__text) non-external _rawimg_digest_worker
00000002678f7dec (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
000000027bb6cc98 (__DATA_CONST,__const) non-external _rawimg_force_in_place.pass_name
00000002678d5150 (__TEXT,__text) non-external _rawimg_free_chunks
00000002678d4544 (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
00000002678d5880 (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00000002678d53a0 (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
00000002678d3a34 (__TEXT,__text) non-external (was a private external) _rawimg_show
00000002678d4098 (__TEXT,__text) non-external _rawimg_verify
00000002678e14cc (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
00000002679538b8 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
000000026790d4e4 (__TEXT,__text) non-external (was a private external) _reallocToFit
0000000267938554 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
000000026791e008 (__TEXT,__text) non-external _remap_page
000000026790f974 (__TEXT,__text) non-external _removeEntryProc
000000026790f57c (__TEXT,__text) non-external (was a private external) _removeFile
000000026790fa2c (__TEXT,__text) non-external _removeLeaveDirProc
00000002678fa8a0 (__TEXT,__text) non-external _removeStreamAbort
00000002678fa168 (__TEXT,__text) non-external _removeStreamClose
00000002678fa88c (__TEXT,__text) non-external _removeStreamWriteBlob
00000002678fa450 (__TEXT,__text) non-external _removeStreamWriteHeader
000000026790f928 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
0000000267946c30 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
000000026794b3e4 (__TEXT,__text) non-external _resizeResourceFork
000000026791b538 (__TEXT,__text) non-external _resizeStream
000000026794a740 (__TEXT,__text) non-external _resourceForkSize
0000000267913cc8 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
0000000267929364 (__TEXT,__text) non-external _retireEntryRange
00000002679376c8 (__TEXT,__text) non-external _retireThreadEnqueue
0000000267934050 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
0000000267921490 (__TEXT,__text) non-external _sanitize_internal_controls
0000000267913c54 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
000000026790520c (__TEXT,__text) non-external _seekTo
0000000267917e6c (__TEXT,__text) non-external _segment_find
00000002678f9678 (__TEXT,__text) non-external _sendEOF
0000000267915630 (__TEXT,__text) non-external _sendHeader
00000002678e6724 (__TEXT,__text) non-external _sendMessage
0000000267953508 (__TEXT,__text) non-external _sendMessage
00000002678f57f4 (__TEXT,__text) non-external _sequentialReaderProc
00000002678f5894 (__TEXT,__text) non-external _sequentialWriterProc
000000026790d64c (__TEXT,__text) non-external (was a private external) _serializeHexString
0000000267960667 (__TEXT,__cstring) non-external _serializeHexString.digit
0000000267920188 (__TEXT,__text) non-external _setFieldBlob
000000026790ea1c (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
000000026790f03c (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
0000000267913704 (__TEXT,__text) non-external _setThreadErrorContext
000000026794c6a0 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
000000026791a324 (__TEXT,__text) non-external _setupContext
0000000267927424 (__TEXT,__text) non-external _setupContext
000000026790d60c (__TEXT,__text) non-external (was a private external) _sha1ToString
000000026790d698 (__TEXT,__text) non-external (was a private external) _sha1cmp
00000002678ea944 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00000002678d8990 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
000000026790e984 (__TEXT,__text) non-external (was a private external) _statIsCompressed
000000026790fa94 (__TEXT,__text) non-external (was a private external) _statIsDataless
0000000267930798 (__TEXT,__text) non-external _stateAppendEntry
0000000267943324 (__TEXT,__text) non-external _stateCollectorStreamClose
0000000267943ce0 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
0000000267943340 (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
0000000267941330 (__TEXT,__text) non-external _stateComputePatches
000000026792fe34 (__TEXT,__text) non-external _stateConcatPath
000000026792dc8c (__TEXT,__text) non-external _stateDestroy
0000000267943200 (__TEXT,__text) non-external _stateDestroy
0000000267941660 (__TEXT,__text) non-external _stateGenerateArchive
000000026792fe60 (__TEXT,__text) non-external _stateGetEntryData
0000000267944b68 (__TEXT,__text) non-external _stateLoadEntryHeader
0000000267930050 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
000000026790cfd8 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs (from libSystem)
0000000267955944 (__TEXT,__text) non-external _storeCachePos
000000026794c764 (__TEXT,__text) non-external _storeChunkOffsets
000000026790df98 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
000000026790b28c (__TEXT,__text) non-external _streamAbort
0000000267922938 (__TEXT,__text) non-external _streamAbort
000000026790b138 (__TEXT,__text) non-external _streamClose
0000000267922620 (__TEXT,__text) non-external _streamClose
00000002678e90e0 (__TEXT,__text) non-external _streamConsumerProc
00000002679230c4 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
000000026790b2b0 (__TEXT,__text) non-external _streamPRead
