00007ffb437cb5d0 (__DATA,__common) external _AfterColour
00007ffb16a66a1e (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile19parseModuleListInfoERPKhS3_RNS_5ErrorE
00007ffb160a1cf0 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile20parseHeaderExtensionERNS_5ErrorE
00007ffb160a23f4 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile20parseReflectionCountERNS_5ErrorE
00007ffb16a66892 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile21parseFunctionListInfoERPKhS3_RNS_5ErrorE
00007ffb16a6691e (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile23parsePublicMetadataInfoERPKhS3_RNS_5ErrorE
00007ffb160a2304 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile24parseImportedSymbolCountERNS_5ErrorE
00007ffb16a669a0 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile24parsePrivateMetadataInfoERPKhS3_RNS_5ErrorE
00007ffb16a66aa8 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFileC1ENS_15MemoryBufferRefERNS_5ErrorE
00007ffb160a13f4 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFileC2ENS_15MemoryBufferRefERNS_5ErrorE
00007ffb16a66cee (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFileD0Ev
00007ffb16a66ce4 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFileD1Ev
00007ffb16a66ab2 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFileD2Ev
00007ffb1604265a (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef11getContentsERKNS0_24coff_resource_data_entryE
00007ffb1604216c (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef12getBaseTableEv
00007ffb1604214a (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef12getEntryDataERKNS0_23coff_resource_dir_entryE
00007ffb16042186 (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef13getTableEntryERKNS0_23coff_resource_dir_tableEj
00007ffb16042128 (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef14getEntrySubDirERKNS0_23coff_resource_dir_entryE
00007ffb16041f18 (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef16getTableAtOffsetEj
00007ffb16041ef6 (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef18getEntryNameStringERKNS0_23coff_resource_dir_entryE
00007ffb16042078 (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef20getDataEntryAtOffsetEj
00007ffb16041d8c (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef20getDirStringAtOffsetEj
00007ffb16041fc8 (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef21getTableEntryAtOffsetEj
00007ffb16042222 (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef4loadEPKNS0_14COFFObjectFileE
00007ffb160423c0 (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef4loadEPKNS0_14COFFObjectFileERKNS0_10SectionRefE
00007ffb18c0cb64 (__TEXT,__const) weak external __ZN4llvm6object18XCOFFSectionHeaderINS0_20XCOFFSectionHeader32EE20SectionFlagsTypeMaskE
00007ffb18c0cb60 (__TEXT,__const) weak external __ZN4llvm6object18XCOFFSectionHeaderINS0_20XCOFFSectionHeader32EE24SectionFlagsReservedMaskE
00007ffb18c0cb6c (__TEXT,__const) weak external __ZN4llvm6object18XCOFFSectionHeaderINS0_20XCOFFSectionHeader64EE20SectionFlagsTypeMaskE
00007ffb18c0cb68 (__TEXT,__const) weak external __ZN4llvm6object18XCOFFSectionHeaderINS0_20XCOFFSectionHeader64EE24SectionFlagsReservedMaskE
00007ffb160b3bb7 (__TEXT,__text) external __ZN4llvm6object18computeSymbolSizesERKNS0_10ObjectFileE
00007ffb1603a5c6 (__TEXT,__text) external __ZN4llvm6object18writeImportLibraryENS_9StringRefES1_NS_8ArrayRefINS0_15COFFShortExportEEENS_4COFF12MachineTypesEb
00007ffb16033d00 (__TEXT,__text) external __ZN4llvm6object19ArchiveMemberHeaderC1EPKNS0_7ArchiveEPKcyPNS_5ErrorE
00007ffb1603367a (__TEXT,__text) external __ZN4llvm6object19ArchiveMemberHeaderC2EPKNS0_7ArchiveEPKcyPNS_5ErrorE
00007ffb160ae944 (__TEXT,__text) external __ZN4llvm6object19MetalPipelinesCacheC1ENS_15MemoryBufferRefERNS_5ErrorE
00007ffb160ae93e (__TEXT,__text) external __ZN4llvm6object19MetalPipelinesCacheC2ENS_15MemoryBufferRefERNS_5ErrorE
00007ffb160c763c (__TEXT,__text) external __ZN4llvm6object19XCOFFTracebackTable6createEPKhRy
00007ffb160c78ee (__TEXT,__text) external __ZN4llvm6object19XCOFFTracebackTableC1EPKhRyRNS_5ErrorE
00007ffb160c78f8 (__TEXT,__text) external __ZN4llvm6object19XCOFFTracebackTableC2EPKhRyRNS_5ErrorE
00007ffb1608aabe (__TEXT,__text) external __ZN4llvm6object20MachORebaseBindEntry11moveToFirstEv
00007ffb1608d2ae (__TEXT,__text) external __ZN4llvm6object20MachORebaseBindEntry11readSLEB128EPPKc
00007ffb1608ce0a (__TEXT,__text) external __ZN4llvm6object20MachORebaseBindEntry11readULEB128EPPKc
00007ffb1608ce56 (__TEXT,__text) external __ZN4llvm6object20MachORebaseBindEntry20getNextThreadedEntryEbb
00007ffb1608aaea (__TEXT,__text) external __ZN4llvm6object20MachORebaseBindEntry8moveNextEv
00007ffb1608cde8 (__TEXT,__text) external __ZN4llvm6object20MachORebaseBindEntry9moveToEndEv
00007ffb1608d462 (__TEXT,__text) external __ZN4llvm6object20MachORebaseBindEntryC1EPNS_5ErrorEPKNS0_15MachOObjectFileENS_8ArrayRefIhEEbNS1_4KindEb
00007ffb1608a982 (__TEXT,__text) external __ZN4llvm6object20MachORebaseBindEntryC2EPNS_5ErrorEPKNS0_15MachOObjectFileENS_8ArrayRefIhEEbNS1_4KindEb
00007ffb1609ffb0 (__TEXT,__text) external __ZN4llvm6object20MachOUniversalBinary13ObjectForArchC1EPKS1_j
00007ffb16a660a0 (__TEXT,__text) external __ZN4llvm6object20MachOUniversalBinary13ObjectForArchC2EPKS1_j
00007ffb16a661d6 (__TEXT,__text) external __ZN4llvm6object20MachOUniversalBinary6anchorEv
00007ffb16a661dc (__TEXT,__text) external __ZN4llvm6object20MachOUniversalBinary6createENS_15MemoryBufferRefE
00007ffb16a66266 (__TEXT,__text) external __ZN4llvm6object20MachOUniversalBinaryC1ENS_15MemoryBufferRefERNS_5ErrorE
00007ffb160a023a (__TEXT,__text) external __ZN4llvm6object20MachOUniversalBinaryC2ENS_15MemoryBufferRefERNS_5ErrorE
00007ffb160b7887 (__TEXT,__text) external __ZN4llvm6object20writeUniversalBinaryENS_8ArrayRefINS0_5SliceEEENS_9StringRefE
00007ffb160c119c (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParser11addChildrenERNS1_8TreeNodeERNS0_18ResourceSectionRefERKNS0_23coff_resource_dir_tableEjRNSt3__16vectorINS1_10StringOrIDENS9_9allocatorISB_EEEERNSA_INS9_12basic_stringIcNS9_11char_traitsIcEENSC_IcEEEENSC_ISK_EEEE
00007ffb160bfac0 (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParser16cleanUpManifestsERNSt3__16vectorINS2_12basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEENS7_IS9_EEEE
00007ffb160c00ac (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParser5parseEPNS0_15WindowsResourceERNSt3__16vectorINS4_12basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEENS9_ISB_EEEE
00007ffb160c0e8e (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParser5parseERNS0_18ResourceSectionRefENS_9StringRefERNSt3__16vectorINS5_12basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEENSA_ISC_EEEE
00007ffb160c27c8 (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParser8TreeNode10addIDChildEj
00007ffb160c21a4 (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParser8TreeNode11addNameNodeERKNS0_16ResourceEntryRefERNSt3__16vectorINS7_ItNS6_9allocatorItEEEENS8_ISA_EEEE
00007ffb160c217c (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParser8TreeNode11addTypeNodeERKNS0_16ResourceEntryRefERNSt3__16vectorINS7_ItNS6_9allocatorItEEEENS8_ISA_EEEE
00007ffb160c288c (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParser8TreeNode12addDataChildEjttjjjRPS2_
00007ffb160c22e4 (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParser8TreeNode12addNameChildENS_8ArrayRefItEERNSt3__16vectorINS6_ItNS5_9allocatorItEEEENS7_IS9_EEEE
00007ffb160c2a32 (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParser8TreeNode12createIDNodeEv
00007ffb160c2a8a (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParser8TreeNode14createDataNodeEttjjj
00007ffb160c21cc (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParser8TreeNode15addLanguageNodeERKNS0_16ResourceEntryRefEjRNSt3__16vectorINS7_IhNS6_9allocatorIhEEEENS8_ISA_EEEERPS2_
00007ffb160c29de (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParser8TreeNode16createStringNodeEj
00007ffb160bff6e (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParser8TreeNode18shiftDataIndexDownEj
00007ffb160c0e38 (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParser8TreeNode8addEntryERKNS0_16ResourceEntryRefEjRNSt3__16vectorINS7_IhNS6_9allocatorIhEEEENS8_ISA_EEEERNS7_INS7_ItNS8_ItEEEENS8_ISF_EEEERPS2_
00007ffb160bf47c (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParser8TreeNodeC1Ej
00007ffb160c29a6 (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParser8TreeNodeC1Ettjjj
00007ffb160c293e (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParser8TreeNodeC2Ej
00007ffb160c296e (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParser8TreeNodeC2Ettjjj
00007ffb160bf4ac (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParserC1Eb
00007ffb160bf42a (__TEXT,__text) external __ZN4llvm6object21WindowsResourceParserC2Eb
00007ffb16a567a9 (__TEXT,__text) external __ZN4llvm6object21getELFSectionTypeNameEjj
00007ffb160b2b74 (__TEXT,__text) external __ZN4llvm6object21getRelocationResolverERKNS0_10ObjectFileE
00007ffb160bf4fe (__TEXT,__text) external __ZN4llvm6object21printResourceTypeNameEtRNS_11raw_ostreamE
00007ffb16033d6c (__TEXT,__text) external __ZN4llvm6object22BigArchiveMemberHeaderC1EPKNS0_7ArchiveEPKcyPNS_5ErrorE
00007ffb16033d0a (__TEXT,__text) external __ZN4llvm6object22BigArchiveMemberHeaderC2EPKNS0_7ArchiveEPKcyPNS_5ErrorE
00007ffb160938be (__TEXT,__text) external __ZN4llvm6object22ChainedFixupsInSegment14walkFixupChainEPKNS0_15MachOObjectFileEttj
00007ffb16089fa8 (__TEXT,__text) external __ZN4llvm6object22MachOChainedFixupEntry11moveToFirstEv
00007ffb1608a74a (__TEXT,__text) external __ZN4llvm6object22MachOChainedFixupEntry25findSegmentIndexAndOffsetEyRiRy
00007ffb16089fd6 (__TEXT,__text) external __ZN4llvm6object22MachOChainedFixupEntry8moveNextEv
00007ffb1608a740 (__TEXT,__text) external __ZN4llvm6object22MachOChainedFixupEntry9moveToEndEv
00007ffb16089f9e (__TEXT,__text) external __ZN4llvm6object22MachOChainedFixupEntryC1EPNS_5ErrorEPKNS0_15MachOObjectFileENS1_9FixupKindEb
00007ffb16087c2c (__TEXT,__text) external __ZN4llvm6object22MachOChainedFixupEntryC2EPNS_5ErrorEPKNS0_15MachOObjectFileENS1_9FixupKindEb
00007ffb160417d2 (__TEXT,__text) external __ZN4llvm6object23ExportDirectoryEntryRef8moveNextEv
00007ffb160410b0 (__TEXT,__text) external __ZN4llvm6object23ImportDirectoryEntryRef8moveNextEv
00007ffb16087c02 (__TEXT,__text) external __ZN4llvm6object23MachOAbstractFixupEntry11moveToFirstEv
00007ffb16087c22 (__TEXT,__text) external __ZN4llvm6object23MachOAbstractFixupEntry9moveToEndEv
00007ffb16087a76 (__TEXT,__text) external __ZN4llvm6object23MachOAbstractFixupEntryC1EPNS_5ErrorEPKNS0_15MachOObjectFileE
00007ffb160877f0 (__TEXT,__text) external __ZN4llvm6object23MachOAbstractFixupEntryC2EPNS_5ErrorEPKNS0_15MachOObjectFileE
00007ffb160bde2c (__TEXT,__text) external __ZN4llvm6object23WasmSectionOrderChecker15getSectionOrderEjNS_9StringRefE
00007ffb16a6b50c (__TEXT,__text) external __ZN4llvm6object23WasmSectionOrderChecker19isValidSectionOrderEjNS_9StringRefE
00007ffb4379c0c0 (__DATA,__data) external __ZN4llvm6object23WasmSectionOrderChecker22DisallowedPredecessorsE
00007ffb16a54e1c (__TEXT,__text) external __ZN4llvm6object24getELFRelocationTypeNameEjj
00007ffb160c3ce8 (__TEXT,__text) external __ZN4llvm6object24writeWindowsResourceCOFFENS_4COFF12MachineTypesERKNS0_21WindowsResourceParserEj
00007ffb16033504 (__TEXT,__text) weak external __ZN4llvm6object25CommonArchiveMemberHeaderINS0_15BigArMemHdrTypeEEC2EPKNS0_7ArchiveEPKS2_
00007ffb1603338e (__TEXT,__text) weak external __ZN4llvm6object25CommonArchiveMemberHeaderINS0_16UnixArMemHdrTypeEEC2EPKNS0_7ArchiveEPKS2_
00007ffb160ae934 (__TEXT,__text) external __ZN4llvm6object25MetalPipelineDescriptionsC1ENS_15MemoryBufferRefERNS_5ErrorE
00007ffb160ae7ac (__TEXT,__text) external __ZN4llvm6object25MetalPipelineDescriptionsC2ENS_15MemoryBufferRefERNS_5ErrorE
00007ffb160c319c (__TEXT,__text) external __ZN4llvm6object25WindowsResourceCOFFWriter15writeCOFFHeaderEj
00007ffb160c360a (__TEXT,__text) external __ZN4llvm6object25WindowsResourceCOFFWriter16writeStringTableEv
00007ffb160c3344 (__TEXT,__text) external __ZN4llvm6object25WindowsResourceCOFFWriter16writeSymbolTableEv
00007ffb160c2cc8 (__TEXT,__text) external __ZN4llvm6object25WindowsResourceCOFFWriter17performFileLayoutEv
00007ffb160c327e (__TEXT,__text) external __ZN4llvm6object25WindowsResourceCOFFWriter17writeFirstSectionEv
00007ffb160c3620 (__TEXT,__text) external __ZN4llvm6object25WindowsResourceCOFFWriter18writeDirectoryTreeEv
00007ffb160c32b8 (__TEXT,__text) external __ZN4llvm6object25WindowsResourceCOFFWriter18writeSecondSectionEv
00007ffb160c2d12 (__TEXT,__text) external __ZN4llvm6object25WindowsResourceCOFFWriter23performSectionOneLayoutEv
00007ffb160c2ec8 (__TEXT,__text) external __ZN4llvm6object25WindowsResourceCOFFWriter23performSectionTwoLayoutEv
00007ffb160c31cc (__TEXT,__text) external __ZN4llvm6object25WindowsResourceCOFFWriter23writeFirstSectionHeaderEv
00007ffb160c3230 (__TEXT,__text) external __ZN4llvm6object25WindowsResourceCOFFWriter24writeSecondSectionHeaderEv
00007ffb160c3bb0 (__TEXT,__text) external __ZN4llvm6object25WindowsResourceCOFFWriter25writeDirectoryStringTableEv
00007ffb160c3c6c (__TEXT,__text) external __ZN4llvm6object25WindowsResourceCOFFWriter28writeFirstSectionRelocationsEv
00007ffb160c305c (__TEXT,__text) external __ZN4llvm6object25WindowsResourceCOFFWriter5writeEj
00007ffb160c2d08 (__TEXT,__text) external __ZN4llvm6object25WindowsResourceCOFFWriterC1ENS_4COFF12MachineTypesERKNS0_21WindowsResourceParserERNS_5ErrorE
00007ffb160c2bc4 (__TEXT,__text) external __ZN4llvm6object25WindowsResourceCOFFWriterC2ENS_4COFF12MachineTypesERKNS0_21WindowsResourceParserERNS_5ErrorE
00007ffb1603ca58 (__TEXT,__text) external __ZN4llvm6object25parseCOFFModuleDefinitionENS_15MemoryBufferRefENS_4COFF12MachineTypesEb
00007ffb16041598 (__TEXT,__text) external __ZN4llvm6object28DelayImportDirectoryEntryRef8moveNextEv
00007ffb160c7457 (__TEXT,__text) external __ZN4llvm6object28doesXCOFFTracebackTableBeginENS_8ArrayRefIhEE
00007ffb16043a14 (__TEXT,__text) external __ZN4llvm6object28getELFRelativeRelocationTypeEj
00007ffb160b7126 (__TEXT,__text) external __ZN4llvm6object28writeUniversalBinaryToStreamENS_8ArrayRefINS0_5SliceEEERNS_11raw_ostreamE
00007ffb16076940 (__TEXT,__text) external __ZN4llvm6object31isNotObjectErrorInvalidFileTypeENS_5ErrorE
00007ffb160b6f74 (__TEXT,__text) external __ZN4llvm6object5Slice6createERKNS0_12IRObjectFileEj
00007ffb160b59e4 (__TEXT,__text) external __ZN4llvm6object5Slice6createERKNS0_7ArchiveEPNS_11LLVMContextE
00007ffb160b56a2 (__TEXT,__text) external __ZN4llvm6object5SliceC1ERKNS0_12IRObjectFileEjjNSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEEj
00007ffb160b594e (__TEXT,__text) external __ZN4llvm6object5SliceC1ERKNS0_15MachOObjectFileE
00007ffb160b5666 (__TEXT,__text) external __ZN4llvm6object5SliceC1ERKNS0_15MachOObjectFileEj
00007ffb160b597a (__TEXT,__text) external __ZN4llvm6object5SliceC1ERKNS0_18MetalLibObjectFileE
00007ffb160b59b2 (__TEXT,__text) external __ZN4llvm6object5SliceC1ERKNS0_18MetalLibObjectFileEjjNSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEEj
00007ffb160b554e (__TEXT,__text) external __ZN4llvm6object5SliceC1ERKNS0_7ArchiveEjjNSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEEj
00007ffb160b5670 (__TEXT,__text) external __ZN4llvm6object5SliceC2ERKNS0_12IRObjectFileEjjNSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEEj
00007ffb160b56d4 (__TEXT,__text) external __ZN4llvm6object5SliceC2ERKNS0_15MachOObjectFileE
00007ffb160b5580 (__TEXT,__text) external __ZN4llvm6object5SliceC2ERKNS0_15MachOObjectFileEj
00007ffb160b5974 (__TEXT,__text) external __ZN4llvm6object5SliceC2ERKNS0_18MetalLibObjectFileE
00007ffb160b5980 (__TEXT,__text) external __ZN4llvm6object5SliceC2ERKNS0_18MetalLibObjectFileEjjNSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEEj
00007ffb160b551c (__TEXT,__text) external __ZN4llvm6object5SliceC2ERKNS0_7ArchiveEjjNSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEEj
00007ffb1603a1ac (__TEXT,__text) external __ZN4llvm6object6BinaryC1EjNS_15MemoryBufferRefE
00007ffb1603a188 (__TEXT,__text) external __ZN4llvm6object6BinaryC2EjNS_15MemoryBufferRefE
00007ffb16a53b64 (__TEXT,__text) external __ZN4llvm6object6BinaryD0Ev
00007ffb16a53b5e (__TEXT,__text) external __ZN4llvm6object6BinaryD1Ev
00007ffb1603a180 (__TEXT,__text) external __ZN4llvm6object6BinaryD2Ev
00007ffb16035a22 (__TEXT,__text) external __ZN4llvm6object7Archive15setFirstRegularERKNS1_5ChildE
00007ffb16034ee2 (__TEXT,__text) external __ZN4llvm6object7Archive5ChildC1EPKS1_NS_9StringRefEt
00007ffb16035278 (__TEXT,__text) external __ZN4llvm6object7Archive5ChildC1EPKS1_PKcPNS_5ErrorE
00007ffb16a52e68 (__TEXT,__text) external __ZN4llvm6object7Archive5ChildC2EPKS1_NS_9StringRefEt
00007ffb16034eec (__TEXT,__text) external __ZN4llvm6object7Archive5ChildC2EPKS1_PKcPNS_5ErrorE
00007ffb16a52958 (__TEXT,__text) external __ZN4llvm6object7Archive6anchorEv
00007ffb16a53370 (__TEXT,__text) external __ZN4llvm6object7Archive6createENS_15MemoryBufferRefE
00007ffb16036468 (__TEXT,__text) external __ZN4llvm6object7ArchiveC1ENS_15MemoryBufferRefERNS_5ErrorE
00007ffb16035a38 (__TEXT,__text) external __ZN4llvm6object7ArchiveC2ENS_15MemoryBufferRefERNS_5ErrorE
00007ffb16a58292 (__TEXT,__text) weak external __ZN4llvm6object7ELFFileINS0_7ELFTypeILNS_7support10endiannessE0ELb0EEEE6createENS_9StringRefE
00007ffb1604d8b4 (__TEXT,__text) weak external __ZN4llvm6object7ELFFileINS0_7ELFTypeILNS_7support10endiannessE0ELb0EEEEC1ENS_9StringRefE
00007ffb1604d8a6 (__TEXT,__text) weak external __ZN4llvm6object7ELFFileINS0_7ELFTypeILNS_7support10endiannessE0ELb0EEEEC2ENS_9StringRefE
00007ffb16a5a3a0 (__TEXT,__text) weak external __ZN4llvm6object7ELFFileINS0_7ELFTypeILNS_7support10endiannessE0ELb1EEEE6createENS_9StringRefE
00007ffb1606068e (__TEXT,__text) weak external __ZN4llvm6object7ELFFileINS0_7ELFTypeILNS_7support10endiannessE0ELb1EEEEC1ENS_9StringRefE
00007ffb16060680 (__TEXT,__text) weak external __ZN4llvm6object7ELFFileINS0_7ELFTypeILNS_7support10endiannessE0ELb1EEEEC2ENS_9StringRefE
00007ffb16a573fe (__TEXT,__text) weak external __ZN4llvm6object7ELFFileINS0_7ELFTypeILNS_7support10endiannessE1ELb0EEEE6createENS_9StringRefE
00007ffb16043b44 (__TEXT,__text) weak external __ZN4llvm6object7ELFFileINS0_7ELFTypeILNS_7support10endiannessE1ELb0EEEEC1ENS_9StringRefE
00007ffb16043b36 (__TEXT,__text) weak external __ZN4llvm6object7ELFFileINS0_7ELFTypeILNS_7support10endiannessE1ELb0EEEEC2ENS_9StringRefE
00007ffb16a59304 (__TEXT,__text) weak external __ZN4llvm6object7ELFFileINS0_7ELFTypeILNS_7support10endiannessE1ELb1EEEE6createENS_9StringRefE
00007ffb16056e14 (__TEXT,__text) weak external __ZN4llvm6object7ELFFileINS0_7ELFTypeILNS_7support10endiannessE1ELb1EEEEC1ENS_9StringRefE
00007ffb16056e06 (__TEXT,__text) weak external __ZN4llvm6object7ELFFileINS0_7ELFTypeILNS_7support10endiannessE1ELb1EEEEC2ENS_9StringRefE
00007ffb160b5194 (__TEXT,__text) external __ZN4llvm6object8TapiFileC1ENS_15MemoryBufferRefERKNS_5MachO13InterfaceFileENS3_12ArchitectureE
00007ffb160b466c (__TEXT,__text) external __ZN4llvm6object8TapiFileC2ENS_15MemoryBufferRefERKNS_5MachO13InterfaceFileENS3_12ArchitectureE
00007ffb160b51ea (__TEXT,__text) external __ZN4llvm6object8TapiFileD0Ev
00007ffb160b51c4 (__TEXT,__text) external __ZN4llvm6object8TapiFileD1Ev
00007ffb160b519e (__TEXT,__text) external __ZN4llvm6object8TapiFileD2Ev
00007ffb160b1100 (__TEXT,__text) external __ZN4llvm6objectlsERNS_11raw_ostreamERKNS0_16SectionedAddressE
00007ffb18c136ec (__TEXT,__const) external __ZN4llvm6thread16DefaultStackSizeE
00007ffb16a12044 (__TEXT,__text) external __ZN4llvm7AAAlign17createForPositionERKNS_10IRPositionERNS_10AttributorE
00007ffb18c06f53 (__TEXT,__const) external __ZN4llvm7AAAlign2IDE
00007ffb164d11a0 (__TEXT,__text) external __ZN4llvm7AArch6410getCPUAttrENS0_8ArchKindE
00007ffb164d11bd (__TEXT,__text) external __ZN4llvm7AArch6410getSubArchENS0_8ArchKindE
00007ffb164d11da (__TEXT,__text) external __ZN4llvm7AArch6411getArchAttrENS0_8ArchKindE
00007ffb164d1184 (__TEXT,__text) external __ZN4llvm7AArch6411getArchNameENS0_8ArchKindE
00007ffb164d13fe (__TEXT,__text) external __ZN4llvm7AArch6412parseArchExtENS_9StringRefE
00007ffb16b323e8 (__TEXT,__text) external __ZN4llvm7AArch6412parseCPUArchENS_9StringRefE
00007ffb164d1317 (__TEXT,__text) external __ZN4llvm7AArch6413getDefaultCPUENS_9StringRefE
00007ffb164cccd0 (__TEXT,__text) external __ZN4llvm7AArch6413getDefaultFPUENS_9StringRefENS0_8ArchKindE
00007ffb164d11f1 (__TEXT,__text) external __ZN4llvm7AArch6414getArchExtNameEj
00007ffb164cdd08 (__TEXT,__text) external __ZN4llvm7AArch6414getCPUArchKindENS_9StringRefE
00007ffb16b321b5 (__TEXT,__text) external __ZN4llvm7AArch6415getArchFeaturesENS0_8ArchKindERNSt3__16vectorINS_9StringRefENS2_9allocatorIS4_EEEE
00007ffb164d1228 (__TEXT,__text) external __ZN4llvm7AArch6417getArchExtFeatureENS_9StringRefE
00007ffb164d136c (__TEXT,__text) external __ZN4llvm7AArch6420fillValidCPUArchListERNS_15SmallVectorImplINS_9StringRefEEE
00007ffb164cd4e4 (__TEXT,__text) external __ZN4llvm7AArch6420getDefaultExtensionsENS_9StringRefENS0_8ArchKindE
00007ffb164ce63c (__TEXT,__text) external __ZN4llvm7AArch6420getExtensionFeaturesEyRNSt3__16vectorINS_9StringRefENS1_9allocatorIS3_EEEE
00007ffb16b323b3 (__TEXT,__text) external __ZN4llvm7AArch6422isX18ReservedByDefaultERKNS_6TripleE
00007ffb16b322eb (__TEXT,__text) external __ZN4llvm7AArch649parseArchENS_9StringRefE
00007ffb164e5aa6 (__TEXT,__text) external __ZN4llvm7APFloat15getAllOnesValueERKNS_12fltSemanticsE
00007ffb164e4850 (__TEXT,__text) external __ZN4llvm7APFloat17convertFromStringENS_9StringRefENS_12RoundingModeE
00007ffb164e5702 (__TEXT,__text) external __ZN4llvm7APFloat7StorageC1ENS_6detail9IEEEFloatERKNS_12fltSemanticsE
00007ffb164e55be (__TEXT,__text) external __ZN4llvm7APFloat7StorageC2ENS_6detail9IEEEFloatERKNS_12fltSemanticsE
00007ffb164e58ec (__TEXT,__text) external __ZN4llvm7APFloat7convertERKNS_12fltSemanticsENS_12RoundingModeEPb
00007ffb164e57fc (__TEXT,__text) external __ZN4llvm7APFloatC1ERKNS_12fltSemanticsENS_9StringRefE
00007ffb164e570c (__TEXT,__text) external __ZN4llvm7APFloatC2ERKNS_12fltSemanticsENS_9StringRefE
00007ffb437c4be8 (__DATA,__common) external __ZN4llvm7BasicAA3KeyE
00007ffb15374668 (__TEXT,__text) external __ZN4llvm7BasicAA3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffb15778c4c (__TEXT,__text) external __ZN4llvm7BuildMIERNS_15MachineFunctionERKNS_8DebugLocERKNS_11MCInstrDescEbNS_8ArrayRefINS_14MachineOperandEEEPKNS_6MDNodeESD_
00007ffb157787e7 (__TEXT,__text) external __ZN4llvm7BuildMIERNS_15MachineFunctionERKNS_8DebugLocERKNS_11MCInstrDescEbNS_8RegisterEPKNS_6MDNodeESB_
00007ffb15778a80 (__TEXT,__text) external __ZN4llvm7BuildMIERNS_15MachineFunctionERKNS_8DebugLocERKNS_11MCInstrDescEbRKNS_14MachineOperandEPKNS_6MDNodeESD_
00007ffb15778d45 (__TEXT,__text) external __ZN4llvm7BuildMIERNS_17MachineBasicBlockENS_26MachineInstrBundleIteratorINS_12MachineInstrELb0EEERKNS_8DebugLocERKNS_11MCInstrDescEbNS_8ArrayRefINS_14MachineOperandEEEPKNS_6MDNodeESG_
00007ffb1695b0e1 (__TEXT,__text) external __ZN4llvm7BuildMIERNS_17MachineBasicBlockENS_26MachineInstrBundleIteratorINS_12MachineInstrELb0EEERKNS_8DebugLocERKNS_11MCInstrDescEbNS_8RegisterEPKNS_6MDNodeESE_
