00000001ffdd4e50 (__TEXT,__text) external _AAArchiveStreamCancel
00000001ffdf3ff4 (__TEXT,__text) non-external _rangeInputStreamRead
00000001ffdd98a8 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00000001ffe16630 (__TEXT,__text) non-external _realloc_ace
00000001ffe13c40 (__TEXT,__text) non-external _realloc_attr
00000001ffdd900c (__TEXT,__text) non-external _realloc_blob
00000001ffe11348 (__TEXT,__text) non-external _realloc_blob
00000001ffe13ba0 (__TEXT,__text) non-external _realloc_blob
00000001ffe16590 (__TEXT,__text) non-external _realloc_blob
00000001ffdd90ac (__TEXT,__text) non-external _realloc_entries
00000001ffe113f4 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00000001ffdf9910 (__TEXT,__text) non-external _removeEntryProc
00000001ffdf9510 (__TEXT,__text) non-external (was a private external) _removeFile
00000001ffdf99c4 (__TEXT,__text) non-external _removeLeaveDirProc
00000001ffdeb118 (__TEXT,__text) non-external _removeStreamAbort
00000001ffdea9d8 (__TEXT,__text) non-external _removeStreamClose
00000001ffdeb104 (__TEXT,__text) non-external _removeStreamWriteBlob
00000001ffdeace4 (__TEXT,__text) non-external _removeStreamWriteHeader
00000001ffdf98c4 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00000001ffe03788 (__TEXT,__text) non-external _retireEntryRange
00000001ffe10834 (__TEXT,__text) non-external _retireThreadEnqueue
00000001ffe0d25c (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00000001ffdf1afc (__TEXT,__text) non-external _seekTo
00000001ffde9ec0 (__TEXT,__text) non-external _sendEOF
00000001ffdfb9f0 (__TEXT,__text) non-external _sendHeader
00000001ffddf354 (__TEXT,__text) non-external _sendMessage
00000001ffe20fa8 (__TEXT,__text) non-external _sendMessage
00000001ffde83d8 (__TEXT,__text) non-external _sequentialReaderProc
00000001ffde8474 (__TEXT,__text) non-external _sequentialWriterProc
00000001ffe281de (__TEXT,__cstring) non-external _serializeHexString.digit
00000001ffdfebd4 (__TEXT,__text) non-external _setFieldBlob
00000001ffdf8a68 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00000001ffdf9bec (__TEXT,__text) non-external _setThreadErrorContext
                 (undefined) external _setattrlist (from libSystem)
00000001ffdfc610 (__TEXT,__text) non-external _setupContext
00000001ffe017dc (__TEXT,__text) non-external _setupContext
00000001ffdf772c (__TEXT,__text) non-external (was a private external) _sha1ToString
00000001ffde360c (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00000001ffdd4ac0 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
00000001ffdf89cc (__TEXT,__text) non-external (was a private external) _statIsCompressed
00000001ffdf9a2c (__TEXT,__text) non-external (was a private external) _statIsDataless
00000001ffe09990 (__TEXT,__text) non-external _stateAppendEntry
00000001ffe09328 (__TEXT,__text) non-external _stateConcatPath
00000001ffe06e28 (__TEXT,__text) non-external _stateDestroy
00000001ffe09348 (__TEXT,__text) non-external _stateGetEntryData
00000001ffe09508 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
                 (undefined) external _statfs (from libSystem)
00000001ffdf7fc4 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00000001ffdf6c44 (__TEXT,__text) non-external _streamAbort
00000001ffdffa5c (__TEXT,__text) non-external _streamAbort
00000001ffdf6adc (__TEXT,__text) non-external _streamClose
00000001ffdff6d0 (__TEXT,__text) non-external _streamClose
00000001ffde1d80 (__TEXT,__text) non-external _streamConsumerProc
00000001ffe001ec (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00000001ffdf6c68 (__TEXT,__text) non-external _streamPRead
00000001ffdffa80 (__TEXT,__text) non-external _streamPWrite
00000001ffe20378 (__TEXT,__text) non-external _streamProc
00000001ffdf7068 (__TEXT,__text) non-external _streamRead
00000001ffdf7088 (__TEXT,__text) non-external _streamSeek
00000001ffde1e64 (__TEXT,__text) non-external _streamThreadProc
00000001ffde1cd0 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00000001ffdf0314 (__TEXT,__text) non-external _stringTableIndexCompareProc
00000001ffdefe3c (__TEXT,__text) non-external _stringTableReserve
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000001ffe1612c (__TEXT,__text) non-external _tarParseInt
00000001ffdf3428 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00000001ffdf3144 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00000001ffe1da04 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00000001ffdfa4a8 (__TEXT,__text) non-external _threadWrapperProc
00000001ffde63b4 (__TEXT,__text) non-external _treeAdd
00000001ffde5c74 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00000001ffde5fcc (__TEXT,__text) non-external _treeRebalance
00000001ffde6eb4 (__TEXT,__text) non-external _treeRotateLeft
00000001ffde6d50 (__TEXT,__text) non-external _treeRotateRight
00000001ffde6270 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00000001ffe03170 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00000001ffdf82ac (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00000001ffdfa0f4 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00000001ffdfa134 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00000001ffe12638 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00000001ffddf2bc (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00000001ffdde850 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00000001ffddf0d8 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00000001ffddebb4 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00000001ffdfc878 (__TEXT,__text) non-external _verifySegment
00000001ffe02370 (__TEXT,__text) non-external _verifySegment
                 (undefined) external _vsnprintf (from libSystem)
00000001ffe09604 (__TEXT,__text) non-external _workerApplyAttr
00000001ffddf2d0 (__TEXT,__text) non-external _workerDataFree
00000001ffe09880 (__TEXT,__text) non-external _workerDecodeAndApplyACL
00000001ffe09770 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00000001ffdeb12c (__TEXT,__text) non-external _workerDestroy
00000001ffe092c4 (__TEXT,__text) non-external _workerDestroy
00000001ffdd2ca8 (__TEXT,__text) non-external _workerProc
00000001ffddda5c (__TEXT,__text) non-external _workerProc
00000001ffdea8dc (__TEXT,__text) non-external _workerProc
00000001ffdf74f4 (__TEXT,__text) non-external _workerProc
00000001ffe06ee8 (__TEXT,__text) non-external _workerProc
00000001ffe20214 (__TEXT,__text) non-external _workerProc
00000001ffe096d4 (__TEXT,__text) non-external _workerReserve
00000001ffe093c0 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00000001ffe18f68 (__TEXT,__text) non-external _writeOBuf
00000001ffdff370 (__TEXT,__text) non-external _writerProc
