00007ff841cd31e0 (__DATA,__data) non-external _.compoundliteral
00007ff840517bb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff840523d10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3277
00007ff8405177e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00007ff8405175f0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840517d20 (__DATA_CONST,__const) non-external ___block_literal_global.254
00007ff840523460 (__DATA_CONST,__const) non-external ___block_literal_global.2760
00007ff840523ba0 (__DATA_CONST,__const) non-external ___block_literal_global.3073
00007ff840523da0 (__DATA_CONST,__const) non-external ___block_literal_global.3268
00007ff840517790 (__DATA_CONST,__const) non-external ___block_literal_global.43
00007ff840518e30 (__DATA_CONST,__const) non-external ___block_literal_global.565
00007ff840517630 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff840517d80 (__DATA_CONST,__const) non-external ___block_literal_global.7.248
                 (undefined) external ___bzero (from libSystem)
00007ff803a0a4be (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
00007ff803a0a264 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
00007ff803a0a63d (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
00007ff803a0de61 (__TEXT,__text) non-external ___check_dependencies_block_invoke
00007ff803a0bec5 (__TEXT,__text) non-external ___check_instruction_block_invoke
00007ff803a18a62 (__TEXT,__text) non-external ___check_policy_block_invoke
00007ff803a0dd90 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff803a1cfe0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff803a0943d (__TEXT,__text) non-external ___combine_conditions_block_invoke
00007ff803a0d2f9 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
00007ff803a0cd2a (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
00007ff803a13bd5 (__TEXT,__text) non-external ___compile_block_invoke
00007ff803a13b56 (__TEXT,__text) non-external ___compile_block_invoke.4
00007ff803a00458 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00007ff803a071e8 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.20
00007ff803a0bd3a (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
00007ff803a16730 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
00007ff803a1673e (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
00007ff803a0b92a (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
00007ff803a0bd0a (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
00007ff803a1626b (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00007ff803a0c5d2 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
00007ff803a0d9a7 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
00007ff803a13d9c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff803a183c8 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00007ff803a13aec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff803a142c3 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff803a159c9 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff803a1be18 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00007ff841cdb1e0 (__DATA,__common) [referenced dynamically] external ___crashreporter_info__
00007ff803a1843a (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00007ff803a0a0c6 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
00007ff803a0aabf (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.10
00007ff803a10d82 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.12
00007ff803a09918 (__TEXT,__text) non-external ___cse_multiple_block_invoke
00007ff8039fc56d (__TEXT,__text) non-external ___define_action_block_invoke
00007ff803a1bb9c (__TEXT,__text) non-external ___define_action_block_invoke.121
00007ff803a02bcc (__TEXT,__text) non-external ___define_action_block_invoke_2
00007ff803a01a2d (__TEXT,__text) non-external ___define_combination_filter_block_invoke
00007ff803a1a51b (__TEXT,__text) non-external ___define_error_handler_block_invoke
00007ff803a1a7fd (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
00007ff8039fdbab (__TEXT,__text) non-external ___define_filter_block_invoke
00007ff803a0fdf5 (__TEXT,__text) non-external ___define_network_filter_block_invoke
00007ff8039fda1e (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
00007ff803a197a0 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
00007ff803a13db3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff803a18400 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
00007ff803a13b03 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff803a142fb (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff803a15a13 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ff803a1be86 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
00007ff803a09575 (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
00007ff803a162cb (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
00007ff803a16f1a (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00007ff803a156d8 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
00007ff803a1575d (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.82
00007ff803a0e688 (__TEXT,__text) non-external ___emit_profile_block_invoke
00007ff803a15410 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00007ff803a1544a (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.68
00007ff803a14c04 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
00007ff803a0b279 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00007ff803a0b1e2 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.9
00007ff803a17c9b (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
00007ff803a0c704 (__TEXT,__text) non-external ___factor_block_invoke
00007ff803a175f6 (__TEXT,__text) non-external ___factor_policy_block_invoke
00007ff803a1a848 (__TEXT,__text) non-external ___format_error_block_invoke
00007ff803a1c50c (__TEXT,__text) non-external ___generate_fcntl_syscallmask_block_invoke
00007ff803a1c4a2 (__TEXT,__text) non-external ___generate_mach_syscallmask_block_invoke
00007ff803a1c4d7 (__TEXT,__text) non-external ___generate_mig_syscallmask_block_invoke
00007ff803a1c130 (__TEXT,__text) non-external ___generate_unix_syscallmask_block_invoke
00007ff803a15d57 (__TEXT,__text) non-external ___iterate_string_operands_with_atom_namespaces_block_invoke
00007ff803a15dac (__TEXT,__text) non-external ___iterate_string_operands_with_atom_namespaces_block_invoke_2
00007ff803a01804 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
00007ff803a07964 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00007ff803a1bb2f (__TEXT,__text) non-external ___operation_expand_block_invoke
00007ff803a1a9c5 (__TEXT,__text) non-external ___output_backtrace_block_invoke
00007ff803a15dea (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
00007ff803a0c0d6 (__TEXT,__text) non-external ___reorder_block_invoke
00007ff803a0c683 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
00007ff803a18e8b (__TEXT,__text) non-external ___reorder_policy_block_invoke
00007ff803a15f25 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
00007ff803a15f78 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.20
00007ff803a0be0d (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
00007ff803a133bf (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
00007ff803a138f7 (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
00007ff803a18ca3 (__TEXT,__text) non-external ___sb_analyze_check_delegation_profile_block_invoke
00007ff803a0dad1 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00007ff803a145a9 (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
00007ff803a07d66 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
00007ff803a166f0 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
00007ff803a02539 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
00007ff803a166d8 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
00007ff803a01857 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
00007ff803a107d8 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
00007ff803a06a36 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00007ff803a107c4 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
00007ff803a05928 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00007ff803a16dc6 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
00007ff8039fea2c (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
00007ff803a00c3c (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
00007ff803a0bd73 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
00007ff803a0bc49 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
00007ff803a13f48 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
00007ff803a0fa48 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
00007ff803a17e2f (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00007ff8039fbd73 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
00007ff803a07556 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
00007ff803a19f56 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
00007ff803a1ac17 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
00007ff803a19fce (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
00007ff803a1abfc (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
00007ff803a1a046 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
00007ff803a1ab7c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
00007ff803a1a258 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
00007ff803a1a2f7 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
00007ff803a1a4ca (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00007ff803a10c93 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
00007ff803a1aabb (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
00007ff803a105ef (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
00007ff803a025cc (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
00007ff803a0268c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00007ff803a19bbf (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
00007ff803a19bd9 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
00007ff803a19bf3 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
00007ff803a19ede (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
00007ff803a18fd1 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
00007ff803a17aae (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
00007ff803a17b03 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
00007ff803a17a2d (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
00007ff803a17a86 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
00007ff803a1ab3f (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
00007ff803a1ab06 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00007ff803a17bc0 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
00007ff803a18d0b (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
00007ff8039fb9df (__TEXT,__text) non-external ___xpc2sc_block_invoke
00007ff841cd2ec0 (__DATA,__data) non-external __address_family_aliases_
00007ff803a15e88 (__TEXT,__text) non-external __annotate_instruction_order
00007ff803a10c62 (__TEXT,__text) non-external __buffer_close
00007ff803a10bad (__TEXT,__text) non-external __buffer_read
00007ff803a10b51 (__TEXT,__text) non-external __buffer_seek
00007ff803a00eb6 (__TEXT,__text) non-external __calculate_graft_position
00007ff803a17583 (__TEXT,__text) non-external __condition_list_diff
00007ff841cda9f0 (__DATA,__data) non-external __csop_aliases_
00007ff841cd5520 (__DATA,__data) non-external __csr_aliases_
00007ff803a1ac5f (__TEXT,__text) non-external __define_filter
00007ff8039fb35e (__TEXT,__text) non-external __define_list
00007ff8039fb5a2 (__TEXT,__text) non-external __define_symbol
00007ff841cdab10 (__DATA,__data) non-external __errno_value_aliases_
00007ff841cd94d0 (__DATA,__data) non-external __fcntl_command_aliases_
00007ff803a01478 (__TEXT,__text) non-external __flatten
00007ff803a0fc51 (__TEXT,__text) non-external __free_error_pool
00007ff841cd3250 (__DATA,__data) non-external __fsctl_command_aliases_
00007ff841cd55f0 (__DATA,__data) non-external __host_special_port_aliases_
00007ff841cd3fa0 (__DATA,__data) non-external __ioctl_command_aliases_
00007ff841cd7b70 (__DATA,__data) non-external __machtrap_aliases_
00007ff8039fb422 (__TEXT,__text) non-external __make_list_v
00007ff803a10e59 (__TEXT,__text) non-external __mbuf_close
00007ff803a18179 (__TEXT,__text) non-external __mbuf_read
00007ff803a18265 (__TEXT,__text) non-external __mbuf_seek
00007ff803a10ddb (__TEXT,__text) non-external __mbuf_write
00007ff841cda740 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00007ff841cd7f50 (__DATA,__data) non-external __mig_routine_aliases_
00007ff841cda580 (__DATA,__data) non-external __necp_client_action_aliases_
00007ff803a0c635 (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff8039fbaba (__TEXT,__text) non-external __parse_file
00007ff841cd5e70 (__DATA,__data) non-external __persona_aliases_
00007ff803a14998 (__TEXT,__text) non-external __populate_atom_tables_profile
00007ff841cd50c0 (__DATA,__data) non-external __privilege_aliases_
00007ff803a0f73e (__TEXT,__text) non-external __push_match_byteset_instr
00007ff8039f87f8 (__TEXT,__text) non-external __s_return
00007ff803a0a905 (__TEXT,__text) non-external __sb_condition_list_remove_index
00007ff8039fe82e (__TEXT,__text) non-external __sb_condition_pattern_of_type
00007ff803a0ddbe (__TEXT,__text) non-external __sb_condition_traverse_filters
00007ff803a13fc1 (__TEXT,__text) non-external __sb_fsa_disjunction
00007ff803a00929 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00007ff803a13dcf (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
00007ff803a05d5c (__TEXT,__text) non-external __sb_fsa_serialize
00007ff803a172c4 (__TEXT,__text) non-external __sb_instr_error_with_formatv
00007ff803a055b4 (__TEXT,__text) non-external __sb_pattern_is_literal
00007ff8039f4468 (__TEXT,__text) non-external __sb_realloc_vector
00007ff803a1c93f (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
00007ff803a05940 (__TEXT,__text) non-external __sb_value_is_equivalent
00007ff803a1674c (__TEXT,__text) non-external __sb_value_matches_subset
00007ff803a1804d (__TEXT,__text) non-external __set_modifier_string
00007ff841cd57a0 (__DATA,__data) non-external __signal_aliases_
00007ff841cd99b0 (__DATA,__data) non-external __socket_option_level_aliases_
00007ff841cda050 (__DATA,__data) non-external __socket_option_name_aliases_
00007ff841cd3180 (__DATA,__data) non-external __socket_type_aliases_
00007ff841cd5ef0 (__DATA,__data) non-external __syscall_aliases_
00007ff841cda950 (__DATA,__data) non-external __task_special_port_aliases_
00007ff841cd5b90 (__DATA,__data) non-external __usb_interface_class_aliases_
00007ff841cd5ca0 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff803a02604 (__TEXT,__text) non-external _all_args_pass_test
00007ff8039f5061 (__TEXT,__text) non-external _alloc_cellseg
00007ff803a04236 (__TEXT,__text) non-external _alloc_literal
00007ff8039fd2aa (__TEXT,__text) non-external _arg_is_condition
00007ff803a1ab97 (__TEXT,__text) non-external _arg_is_message_filter
00007ff803a02a47 (__TEXT,__text) non-external _arg_is_modifier
00007ff8039fd31a (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00007ff8039feeb8 (__TEXT,__text) non-external _assert_is_mutable
00007ff803a16d90 (__TEXT,__text) non-external _assert_is_mutable.321
00007ff803a119a4 (__TEXT,__text) non-external _atom2str
00007ff803a1d0ff (__TEXT,__text) non-external _atom2str.cold.1
00007ff803a1d122 (__TEXT,__text) non-external _atom2str.cold.2
00007ff803a1d145 (__TEXT,__text) non-external _atom2str.cold.3
00007ff803a1d168 (__TEXT,__text) non-external _atom2str.cold.4
00007ff803a1d18b (__TEXT,__text) non-external _atom2str.cold.5
00007ff803a1d1ae (__TEXT,__text) non-external _atom2str.cold.6
00007ff803a1d1d1 (__TEXT,__text) non-external _atom2str.cold.7
00007ff803a1d1f4 (__TEXT,__text) non-external _atom2str.cold.8
00007ff8039f74e3 (__TEXT,__text) non-external _backchar
00007ff8039fc4b1 (__TEXT,__text) non-external _backtrace_pop
00007ff803a1d073 (__TEXT,__text) non-external _backtrace_pop.cold.1
00007ff8039f5bc4 (__TEXT,__text) non-external _backtrace_push
00007ff803a1448f (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _calloc (from libSystem)
00007ff803a08ff0 (__TEXT,__text) non-external _can_combine_conjunction
00007ff803a08f7d (__TEXT,__text) non-external _can_combine_disjunction
00007ff803a0a223 (__TEXT,__text) non-external _candidate_list_lookup
00007ff803a0ac4f (__TEXT,__text) non-external _candidate_list_remove
00007ff803a0d4e9 (__TEXT,__text) non-external _candidate_set_release
00007ff8039fd20f (__TEXT,__text) non-external _car
00007ff8039fd25e (__TEXT,__text) non-external _cdr
00007ff803a0db8a (__TEXT,__text) non-external _check_dependencies
00007ff803a188d2 (__TEXT,__text) non-external _check_instruction
00007ff803a189ce (__TEXT,__text) non-external _check_policy
00007ff803a1c526 (__TEXT,__text) non-external _collect_filters_into_syscallmask
00007ff8039f1fbe (__TEXT,__text) non-external _compile
00007ff8039fdfa4 (__TEXT,__text) non-external _compute_cost_estimate
00007ff8039fdd53 (__TEXT,__text) non-external _compute_hash
00007ff803a16593 (__TEXT,__text) non-external _compute_hash.234
00007ff803a01940 (__TEXT,__text) non-external _condition_free_callback
00007ff803a0cdab (__TEXT,__text) non-external _condition_with_patterns_combined
00007ff803a134cd (__TEXT,__text) non-external _connect_to_sandboxd_and_call
00007ff803a04921 (__TEXT,__text) non-external _construct_automaton
00007ff803a0d62e (__TEXT,__text) non-external _create_pattern_disjunctions
00007ff803a09679 (__TEXT,__text) non-external _cse
00007ff803a0998d (__TEXT,__text) non-external _cse_inferior_list
00007ff803a0983d (__TEXT,__text) non-external _cse_multiple
00007ff803a0b453 (__TEXT,__text) non-external _dce
00007ff8039ff29e (__TEXT,__text) non-external _decorate_condition
00007ff8039fbe68 (__TEXT,__text) non-external _decorate_operation
00007ff803a1929f (__TEXT,__text) non-external _define_action
00007ff803a19700 (__TEXT,__text) non-external _define_combination_filter
00007ff803a1720f (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00007ff840515fc0 (__DATA_CONST,__const) non-external _dispatch_table
00007ff803a074dc (__TEXT,__text) non-external _dump_stack_restore
00007ff803a0745a (__TEXT,__text) non-external _dump_stack_stash
00007ff803a161d9 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00007ff803a0b30d (__TEXT,__text) non-external _eliminate_dead_code
00007ff803a16e7f (__TEXT,__text) non-external _eliminate_dead_code_policy
00007ff803a0f53f (__TEXT,__text) non-external _emit
00007ff803a14b4d (__TEXT,__text) non-external _emit_atom_table
00007ff803a151e4 (__TEXT,__text) non-external _emit_bitmask
00007ff803a0e716 (__TEXT,__text) non-external _emit_instruction
00007ff803a157b9 (__TEXT,__text) non-external _emit_modifier_descriptor
00007ff803a1514d (__TEXT,__text) non-external _emit_network
00007ff803a14e6b (__TEXT,__text) non-external _emit_pattern
00007ff803a14f92 (__TEXT,__text) non-external _emit_regex
00007ff803a0f93e (__TEXT,__text) non-external _emit_string
00007ff803a14a8b (__TEXT,__text) non-external _emit_variable_names
00007ff803a0f1b4 (__TEXT,__text) non-external _encode_address
00007ff803a042bf (__TEXT,__text) non-external _end_expression
00007ff8039fa9f4 (__TEXT,__text) non-external _eqv
00007ff803a0ae55 (__TEXT,__text) non-external _expand_logical_conditions
00007ff803a17c0c (__TEXT,__text) non-external _expand_logical_conditions_policy
00007ff803a1749e (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
00007ff8039f53f3 (__TEXT,__text) non-external (was a private external) _fill_vector
00007ff840518270 (__DATA_CONST,__const) non-external _filter_info
00007ff8039f535e (__TEXT,__text) non-external _find_consecutive_cells
00007ff8039f885c (__TEXT,__text) non-external _find_slot_in_env
00007ff803a04720 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff8039f4314 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff8039fbf9f (__TEXT,__text) non-external _gc
00007ff8039fb2f1 (__TEXT,__text) non-external (was a private external) _gc_protect
00007ff8039fb570 (__TEXT,__text) non-external (was a private external) _gc_unprotect
00007ff803a1d02d (__TEXT,__text) non-external _gc_unprotect.cold.1
00007ff803a1c165 (__TEXT,__text) non-external _generate_syscallmask
00007ff8039fa8a8 (__TEXT,__text) non-external (was a private external) _gensym
00007ff803a1d00a (__TEXT,__text) non-external _gensym.cold.1
00007ff8039f54fe (__TEXT,__text) non-external _get_cell
00007ff803a0f4e6 (__TEXT,__text) non-external _get_current_data_address
00007ff8039f7360 (__TEXT,__text) non-external _inchar
00007ff803a308e0 (__TEXT,__const) non-external _init_scm
00007ff803a12f38 (__TEXT,__text) non-external _inspect_iterate_items
00007ff8039fa472 (__TEXT,__text) non-external _is_any
00007ff803a10f1e (__TEXT,__text) non-external (was a private external) _is_bt_pointer
00007ff803a01922 (__TEXT,__text) non-external (was a private external) _is_character
00007ff803a10faf (__TEXT,__text) non-external (was a private external) _is_closure
00007ff803a10fd5 (__TEXT,__text) non-external (was a private external) _is_continuation
00007ff803a10ffb (__TEXT,__text) non-external (was a private external) _is_environment
00007ff803a10f88 (__TEXT,__text) non-external (was a private external) _is_foreign
00007ff803a10f9b (__TEXT,__text) non-external (was a private external) _is_foreign_block
00007ff8039ff322 (__TEXT,__text) non-external (was a private external) _is_foreign_object
00007ff8039fd3b5 (__TEXT,__text) non-external (was a private external) _is_integer
00007ff803a10fc2 (__TEXT,__text) non-external (was a private external) _is_macro
00007ff8039fd994 (__TEXT,__text) non-external _is_nonneg
00007ff803a12299 (__TEXT,__text) non-external _is_num_integer
00007ff8039fa996 (__TEXT,__text) non-external (was a private external) _is_number
00007ff8039f94d2 (__TEXT,__text) non-external (was a private external) _is_pair
00007ff803a10f5f (__TEXT,__text) non-external (was a private external) _is_port
00007ff803a06dcc (__TEXT,__text) non-external _is_position_at_end_of_sequence
00007ff803a10f75 (__TEXT,__text) non-external (was a private external) _is_proc
00007ff803a10fe8 (__TEXT,__text) non-external (was a private external) _is_promise
00007ff8039fd980 (__TEXT,__text) non-external (was a private external) _is_string
00007ff8039fdb97 (__TEXT,__text) non-external (was a private external) _is_symbol
00007ff803a10e7f (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
00007ff8039fd3c2 (__TEXT,__text) non-external (was a private external) _ivalue
00007ff803a01678 (__TEXT,__text) non-external _list_cost_estimate
00007ff803a01874 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
00007ff8039fc303 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
