
/System/Library/PrivateFrameworks/AssistantServices.framework/Versions/Current/Support/assistantd (for architecture x86_64):
00000001002edc8c (__TEXT,__text) external _ADAMOSIdentifierCreate
                 (undefined) external _kAssistantMockServerLabel (from AssistantServices)
                 (undefined) external _kAssistantMultiUserEntitlement (from AssistantServices)
                 (undefined) external _kAssistantMultiUserServiceName (from AssistantServices)
                 (undefined) external _kAssistantNotificationBundleID (from AssistantServices)
                 (undefined) external _kAssistantNotificationServiceEntitlement (from AssistantServices)
                 (undefined) external _kAssistantNotificationServiceName (from AssistantServices)
                 (undefined) external _kAssistantPreferencesDomain (from AssistantServices)
                 (undefined) external _kAssistantSecurityEntitlement (from AssistantServices)
                 (undefined) external _kAssistantSecurityServiceName (from AssistantServices)
                 (undefined) external _kAssistantServiceServiceName (from AssistantServices)
                 (undefined) external _kAssistantSettingsEntitlement (from AssistantServices)
                 (undefined) external _kAssistantSettingsServiceName (from AssistantServices)
                 (undefined) external _kAssistantSiriDeveloperEntitlement (from AssistantServices)
                 (undefined) external _kAssistantSupportPreferenceDomain (from AssistantServices)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFAllocatorNull (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFBundleIdentifierKey (from CoreFoundation)
                 (undefined) external _kCFBundleVersionKey (from CoreFoundation)
                 (undefined) external _kCFErrorDomainCFNetwork (from CFNetwork)
                 (undefined) external _kCFLocaleCurrentLocaleDidChangeNotification (from CoreFoundation)
                 (undefined) external _kCFPreferencesAnyApplication (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kCLErrorDomain (from CoreLocation)
                 (undefined) external _kCLLocationAccuracyBest (from CoreLocation)
                 (undefined) external _kCLLocationAccuracyBestForNavigation (from CoreLocation)
                 (undefined) external _kCLLocationAccuracyHundredMeters (from CoreLocation)
                 (undefined) external _kCLLocationAccuracyKilometer (from CoreLocation)
                 (undefined) external _kCLLocationAccuracyNearestTenMeters (from CoreLocation)
                 (undefined) external _kCLLocationAccuracyThreeKilometers (from CoreLocation)
                 (undefined) external _kCSSpeakerIdentificationNonVTInvocationScoreThresholdingType (from CoreSpeech)
                 (undefined) external _kCSSpeakerIdentificationVTInvocationScoreThresholdingType (from CoreSpeech)
                 (undefined) external _kCSVoiceTriggerFirstPassTriggersPerDay (from CoreSpeech)
                 (undefined) external _kCSVoiceTriggerNumExplicitUtt (from CoreSpeech)
                 (undefined) external _kCSVoiceTriggerNumImplicitUtt (from CoreSpeech)
                 (undefined) external _kINVocabularyUpdateServiceName (from Intents)
                 (undefined) external _kIOMainPortDefault (from IOKit)
                 (undefined) external _kIOMasterPortDefault (from IOKit)
                 (undefined) external _kMRMediaRemoteMediaTypeAudioBook (from MediaRemote)
                 (undefined) external _kMRMediaRemoteMediaTypeITunesRadio (from MediaRemote)
                 (undefined) external _kMRMediaRemoteMediaTypeITunesU (from MediaRemote)
                 (undefined) external _kMRMediaRemoteMediaTypeMusic (from MediaRemote)
                 (undefined) external _kMRMediaRemoteMediaTypePodcast (from MediaRemote)
                 (undefined) external _kMRMediaRemoteNowPlayingApplicationIsPlayingUserInfoKey (from MediaRemote)
                 (undefined) external _kMRMediaRemoteNowPlayingInfoMediaType (from MediaRemote)
                 (undefined) external _kMRMediaRemoteNowPlayingInfoTypeVideo (from MediaRemote)
                 (undefined) external _kMRMediaRemoteOptionContextID (from MediaRemote)
                 (undefined) external _kMRMediaRemoteOptionPlaybackPosition (from MediaRemote)
                 (undefined) external _kMRMediaRemoteOptionPlaybackRate (from MediaRemote)
                 (undefined) external _kMRMediaRemoteOptionRemoteControlInterfaceIdentifier (from MediaRemote)
                 (undefined) external _kMRMediaRemoteOptionRepeatMode (from MediaRemote)
                 (undefined) external _kMRMediaRemoteOptionRequestDefermentToPlaybackQueuePosition (from MediaRemote)
                 (undefined) external _kMRMediaRemoteOptionShuffleMode (from MediaRemote)
                 (undefined) external _kMRMediaRemoteOptionSkipInterval (from MediaRemote)
                 (undefined) external _kManagedConfigurationAssistantDomain (from AssistantServices)
                 (undefined) external _kNWErrorDomainDNS (from Network)
                 (undefined) external _kNWErrorDomainPOSIX (from Network)
                 (undefined) external _kSSRTriggerPHSProfileDownload (from SpeakerRecognition)
                 (undefined) external _kSZArchiverCompressionOptionTryRecompress (from StreamingZip)
                 (undefined) external _kSZArchiverOptionCompressionOptions (from StreamingZip)
                 (undefined) external _kSZArchiverOptionNoCache (from StreamingZip)
                 (undefined) external _kSZArchiverOptionSkipPrescan (from StreamingZip)
                 (undefined) external _kSZArchiverOptionUncompressBloatedFiles (from StreamingZip)
                 (undefined) external _kSZArchiverOptionZlibCompressionLevel (from StreamingZip)
                 (undefined) external _kTCCAccessCheckOptionPrompt (from TCC)
                 (undefined) external _kTCCInfoGranted (from TCC)
                 (undefined) external _kTCCInfoService (from TCC)
                 (undefined) external _kTCCServiceAddressBook (from TCC)
                 (undefined) external _kTCCServiceMicrophone (from TCC)
                 (undefined) external _kTCCServiceSiri (from TCC)
                 (undefined) external _kTCCServiceSpeechRecognition (from TCC)
                 (undefined) external _kTrialSiriAssistantAssetNamespaceUpdate (from AssistantServices)
                 (undefined) weak external _kVTPreferencesVoiceTriggerEnabledDidChangeDarwinNotification (from VoiceTrigger)
                 (undefined) external _kdebug_trace (from libSystem)
                 (undefined) external _log (from libSystem)
                 (undefined) external _lround (from libSystem)
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _notify_cancel (from libSystem)
                 (undefined) external _notify_get_state (from libSystem)
                 (undefined) external _notify_post (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
                 (undefined) external _notify_register_dispatch (from libSystem)
                 (undefined) external _nw_connection_create_with_connected_socket (from Network)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_exception_throw (from libobjc)
                 (undefined) external _objc_getAssociatedObject (from libobjc)
                 (undefined) external _objc_getClass (from libobjc)
                 (undefined) external _objc_getProperty (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_moveWeak (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_msgSend_stret (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_opt_respondsToSelector (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setAssociatedObject (from libobjc)
                 (undefined) external _objc_setProperty_atomic (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_unsafeClaimAutoreleasedReturnValue (from libobjc)
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_transaction_create (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_variant_allows_internal_security_policies (from libSystem)
                 (undefined) external _productTypeFromUserAgentString (from SiriCore)
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_getschedparam (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setinheritsched (from libSystem)
                 (undefined) external _pthread_attr_setschedparam (from libSystem)
                 (undefined) external _pthread_attr_setschedpolicy (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_rwlock_unlock (from libSystem)
                 (undefined) external _pthread_rwlock_wrlock (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
00000001002fb2a6 (__TEXT,__text) external _saHomeMemberSettingsFromCloud
                 (undefined) external _sandbox_free_error (from libSystem)
                 (undefined) external _sandbox_init_with_parameters (from libSystem)
                 (undefined) external _setenv (from libSystem)
                 (undefined) external _setsockopt (from libSystem)
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strerror (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strstr (from libSystem)
0000000100681578 (__DATA,__common) external _subscriptionASRecordZoneName
0000000100681570 (__DATA,__common) external _subscriptionKVRecordZoneName
0000000100681588 (__DATA,__common) external _subscriptionKVSharedRecordZoneName
0000000100681580 (__DATA,__common) external _subscriptionVTSharedRecordZoneName
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _time (from libSystem)
                 (undefined) external _uuid_compare (from libSystem)
                 (undefined) external _uuid_copy (from libSystem)
                 (undefined) external _voucher_adopt (from libSystem)
                 (undefined) external _voucher_copy (from libSystem)
                 (undefined) external _write (from libSystem)
                 (undefined) external _xpc_activity_copy_criteria (from libSystem)
                 (undefined) external _xpc_activity_get_state (from libSystem)
                 (undefined) external _xpc_activity_register (from libSystem)
                 (undefined) external _xpc_activity_set_criteria (from libSystem)
                 (undefined) external _xpc_activity_set_state (from libSystem)
                 (undefined) external _xpc_activity_should_defer (from libSystem)
                 (undefined) external _xpc_activity_unregister (from libSystem)
                 (undefined) external _xpc_array_apply (from libSystem)
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_connection_activate (from libSystem)
                 (undefined) external _xpc_connection_cancel (from libSystem)
                 (undefined) external _xpc_connection_copy_entitlement_value (from libSystem)
                 (undefined) external _xpc_connection_create_mach_service (from libSystem)
                 (undefined) external _xpc_connection_resume (from libSystem)
                 (undefined) external _xpc_connection_send_message (from libSystem)
                 (undefined) external _xpc_connection_send_message_with_reply (from libSystem)
                 (undefined) external _xpc_connection_set_event_handler (from libSystem)
                 (undefined) external _xpc_connection_set_target_queue (from libSystem)
                 (undefined) external _xpc_copy_description (from libSystem)
                 (undefined) external _xpc_copy_entitlement_for_self (from libSystem)
                 (undefined) external _xpc_data_create (from libSystem)
                 (undefined) external _xpc_data_get_bytes_ptr (from libSystem)
                 (undefined) external _xpc_data_get_length (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_create_reply (from libSystem)
                 (undefined) external _xpc_dictionary_get_array (from libSystem)
                 (undefined) external _xpc_dictionary_get_bool (from libSystem)
                 (undefined) external _xpc_dictionary_get_count (from libSystem)
                 (undefined) external _xpc_dictionary_get_dictionary (from libSystem)
                 (undefined) external _xpc_dictionary_get_int64 (from libSystem)
                 (undefined) external _xpc_dictionary_get_remote_connection (from libSystem)
                 (undefined) external _xpc_dictionary_get_string (from libSystem)
                 (undefined) external _xpc_dictionary_get_uint64 (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_send_reply (from libSystem)
                 (undefined) external _xpc_dictionary_set_bool (from libSystem)
                 (undefined) external _xpc_dictionary_set_int64 (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_equal (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_create (from libSystem)
                 (undefined) external _xpc_set_event_stream_handler (from libSystem)
                 (undefined) external _xpc_string_create (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)

/System/Library/PrivateFrameworks/AssistantServices.framework/Versions/Current/Support/assistantd (for architecture arm64e):
0000000100290038 (__TEXT,__text) external _ADAMOSIdentifierCreate
00000001003a3dfc (__TEXT,__text) external _ADAceCommandResponseForCompanionError
00000001005c2ca0 (__DATA_CONST,__const) external _ADActiveAccountCreated
00000001005c78a0 (__DATA_CONST,__const) external _ADActiveAccountIdentifierDidChangeNotification
00000001005c2c98 (__DATA_CONST,__const) external _ADActiveAccountRemoved
0000000100227ec4 (__TEXT,__text) external _ADAlarmStoreGetSystemAlarmStore
0000000100198c24 (__TEXT,__text) external _ADAnalyticsContextCreateWithConnectionMetrics
0000000100197e00 (__TEXT,__text) external _ADAnalyticsMetricsCreate
000000010019866c (__TEXT,__text) external _ADAnalyticsSendInstrumentationForGenericInstrumentationCreate
0000000100198840 (__TEXT,__text) external _ADAnalyticsSendInstrumentationForUEICreate
0000000100227a94 (__TEXT,__text) external _ADAnnouncementRequestCompletionReasonGetName
00000001002948b0 (__TEXT,__text) external _ADAppAnalyticsAllowed
00000001002b4700 (__TEXT,__text) external _ADAreAssetsAvailableFromUodStatus
00000001005c78a8 (__DATA_CONST,__const) external _ADAudioAppSignalsDidChangeNotification
00000001002928e8 (__TEXT,__text) external _ADAudioFileTrim
00000001001d9930 (__TEXT,__text) external _ADAudioSessionCoordinationMessageTypeGetFromName
00000001001d990c (__TEXT,__text) external _ADAudioSessionCoordinationMessageTypeGetName
00000001005c4598 (__DATA_CONST,__const) external _ADBuddyStateDidChangeNotification
00000001005c9290 (__DATA_CONST,__const) external _ADCalendarErrorDomain
00000001005c7898 (__DATA_CONST,__const) external _ADCallStateDidChangeNotification
00000001002910a4 (__TEXT,__text) external _ADCanEverAllowSync
0000000100292284 (__TEXT,__text) external _ADCarPlayHasBeenActiveInLast24Hours
00000001003401c8 (__TEXT,__text) external _ADClearSessionDidFinishTimestamp
0000000100294214 (__TEXT,__text) external _ADClearTimestampForFileName
0000000100363d40 (__TEXT,__text) external _ADCloudKitCreateCloudKitContainer
0000000100363fa0 (__TEXT,__text) external _ADCloudKitCreateRecordZoneWithID
00000001005c2190 (__DATA_CONST,__const) external _ADCloudKitManagerPreferencesDidSyncNotification
00000001005c6170 (__DATA_CONST,__const) external _ADCloudKitOwnerFetchCompleteNotification
0000000100226c30 (__TEXT,__text) external _ADCommandShouldWaitOnMyriadDecision
00000001005ceeb0 (__DATA_CONST,__const) external _ADCompanionServiceCoreSpeechMessageType
00000001005ceed0 (__DATA_CONST,__const) external _ADCompanionServiceMethodNameMessageKey
00000001005ceec8 (__DATA_CONST,__const) external _ADCompanionServiceMethodTypeMessageKey
00000001005ceee0 (__DATA_CONST,__const) external _ADCompanionServiceMyriadLastWinKey
00000001005ceed8 (__DATA_CONST,__const) external _ADCompanionServiceMyriadLastWinMethodKey
00000001005ceeb8 (__DATA_CONST,__const) external _ADCompanionServiceMyriadMessageType
00000001005ceec0 (__DATA_CONST,__const) external _ADCompanionServiceRequestLifecycleMessageType
0000000100311570 (__TEXT,__text) external _ADConnectionTCPInfoMetricsConfigureLegacyProtocolBufferProxy
000000010031116c (__TEXT,__text) external _ADConnectionTCPInfoMetricsCreateProtocolBufferProxy
0000000100310b1c (__TEXT,__text) external _ADConnectionTCPInfoMetricsCreateWithLegacyProtocolBufferProxy
00000001003104f4 (__TEXT,__text) external _ADConnectionTCPInfoMetricsCreateWithProtocolBufferProxy
00000001005a0c40 (__TEXT,__const) external _ADContextManagerGetAggregatedContextTimeout
0000000100290f14 (__TEXT,__text) external _ADControlCenterDisabledWhileLocked
00000001002900d0 (__TEXT,__text) external _ADCreateAMOSCommittedIdentifierFromIdentifier
                 (undefined) external _ADCreateRequestLinkInfo (from AssistantServices)
000000010029024c (__TEXT,__text) external _ADCreateSyncSupportDirectoryIfNeeded
00000001002926f4 (__TEXT,__text) external _ADCreateTrimmedAudioDirectory
00000001002917e0 (__TEXT,__text) external _ADCurrentHostUUIDAsData
00000001005c8be8 (__DATA_CONST,__const) external _ADDaemonDidLaunchTimestampFile
0000000100292164 (__TEXT,__text) external _ADDeleteCoreDuetEvents
00000001002946b8 (__TEXT,__text) external _ADDeleteDomainsLocalData
00000001005c9d20 (__DATA_CONST,__const) external _ADDeleteSyncDataServiceIdentifier
00000001002d53f8 (__TEXT,__text) external _ADDeserializedSVDCapabilities
00000001005c1890 (__DATA_CONST,__const) external _ADDeviceAuthenticationSessionBadCertificateErrorDomain
00000001005c18a0 (__DATA_CONST,__const) external _ADDeviceAuthenticationSessionGenericErrorDomain
00000001005c1898 (__DATA_CONST,__const) external _ADDeviceAuthenticationSessionStateErrorDomain
00000001002d5088 (__TEXT,__text) external _ADDeviceCapabilitiesGetLocalCapabilities
00000001002d50d8 (__TEXT,__text) external _ADDeviceCapabilitiesGetLocalCapabilitiesV2
000000010021a800 (__TEXT,__text) external _ADDeviceCircleArePeerInfoSameDevice
0000000100211f64 (__TEXT,__text) external _ADDeviceCircleCreateRemotePeerInfoFromRapportDevice
000000010021ae10 (__TEXT,__text) external _ADDeviceCircleGetAssistantIdentifierFromRapportDevice
000000010021b23c (__TEXT,__text) external _ADDeviceCircleGetAssistantIdentifierFromSiriInfo
000000010021b664 (__TEXT,__text) external _ADDeviceCircleGetBestAssistantIdentifierForPeerInfo
000000010021b700 (__TEXT,__text) external _ADDeviceCircleGetBestIDSDeviceUniqueIdentifierForPeerInfo
000000010021ac30 (__TEXT,__text) external _ADDeviceCircleGetBestPeerInfo
000000010021b56c (__TEXT,__text) external _ADDeviceCircleGetBestPeerInfoForAssistantIdentifier
000000010021b474 (__TEXT,__text) external _ADDeviceCircleGetBestPeerInfoForIDSDeviceUniqueIdentifier
000000010030ce88 (__TEXT,__text) external _ADDeviceContextDeduplicateTuples
000000010030dbec (__TEXT,__text) external _ADDeviceContextGetArrayFromTuples
000000010030e2ac (__TEXT,__text) external _ADDeviceContextGetBargeInOptions
000000010030d2c4 (__TEXT,__text) external _ADDeviceContextTupleGetAssistantIdentifier
000000010030d3c4 (__TEXT,__text) external _ADDeviceContextTupleGetIDSDeviceUniqueIdentifier
000000010030ddb0 (__TEXT,__text) external _ADDeviceContextTuplesAdjustedForDate
000000010030d858 (__TEXT,__text) external _ADDeviceProximityGetMapByAssistantIdentifierFromTuples
000000010030d4c4 (__TEXT,__text) external _ADDeviceProximityGetMapByIDSDeviceUniqueIdentifierFromTuples
000000010030dc74 (__TEXT,__text) external _ADDeviceProximityMapGetProximityForPeerInfo
00000001005cef38 (__DATA_CONST,__const) external _ADDeviceSyncDataType
0000000100196e34 (__TEXT,__text) external _ADDeviceSyncItemCreateFromClockTimer
00000001001967ac (__TEXT,__text) external _ADDeviceSyncItemCreateOrModifyClockTimer
000000010033be68 (__TEXT,__text) external _ADDeviceSyncMessageHandleRequests
000000010033c084 (__TEXT,__text) external _ADDeviceSyncMessageHandleResponses
000000010033be44 (__TEXT,__text) external _ADDeviceSyncMessageTypeGetName
00000001005cc030 (__DATA_CONST,__const) external _ADDeviceSyncMessagingChannel
000000010034116c (__TEXT,__text) external _ADDictationSessionGetSessionsWithAnyTransactionStartingOrStarted
000000010034113c (__TEXT,__text) external _ADDictationSessionGetSessionsWithAudioFileIOTransactionStopping
000000010034110c (__TEXT,__text) external _ADDictationSessionGetSessionsWithSpeechRecognitionTransactionStopping
00000001003411d8 (__TEXT,__text) external _ADDictationSessionShouldHandleAudioFileIO
00000001002919b4 (__TEXT,__text) external _ADDispatchCreateRootQueueWithPriority
0000000100291ad8 (__TEXT,__text) external _ADDispatchGetHighPriorityQueue
0000000100291a90 (__TEXT,__text) external _ADDispatchInitHighPriorityQueue
00000001001d2a34 (__TEXT,__text) external _ADEmitOptInInconsistentStateDetectedEvent
                 (undefined) external _ADEmitRequestLinkEventMessage (from AssistantServices)
00000001005c5998 (__DATA_CONST,__const) external _ADExtensionServiceIdentifier
000000010029a3cc (__TEXT,__text) external _ADExternalNotificationRequestHandlerStateGetName
000000010033eb14 (__TEXT,__text) external _ADFetchSyncKeysThatNeedToBeSynced
00000001005c32f8 (__DATA_CONST,__const) external _ADFirstUnlockNotification
0000000100290e2c (__TEXT,__text) external _ADForced24HourTimeSetting
0000000100290f1c (__TEXT,__text) external _ADFullyQualifiedCommand
0000000100290de0 (__TEXT,__text) external _ADGetDescriptionOfApplicationState
0000000100293814 (__TEXT,__text) external _ADGetPairedBluetoothDevices
0000000100290d18 (__TEXT,__text) external _ADHandsFreeAddObserver
0000000100290d7c (__TEXT,__text) external _ADHandsFreeRemoveObserver
0000000100290e18 (__TEXT,__text) external _ADHideNetworkActivityIndicatorForApplicationIdentifier
00000001005c9030 (__DATA_CONST,__const) external _ADHomeInfoForThisDeviceDidChangeNotification
00000001005c8fc8 (__DATA_CONST,__const) external _ADHomeInfoHomeContextDidChangeNotification
00000001005c8f20 (__DATA_CONST,__const) external _ADHomeInfoManagerAllowExplicitContentKey
00000001005c8f18 (__DATA_CONST,__const) external _ADHomeInfoManagerMultiUserIdentifyUserVoiceKey
00000001005c8f10 (__DATA_CONST,__const) external _ADHomeInfoManagerPersonalDomainsAuthKey
00000001005c8f08 (__DATA_CONST,__const) external _ADHomeInfoManagerPersonalDomainsKey
00000001005c8ee8 (__DATA_CONST,__const) external _ADHomeKitAccessoryCategoryTypeHomePod
00000001005c8ef8 (__DATA_CONST,__const) external _ADHomeKitAccessoryCategoryTypeRemoraAccessory
00000001005c8f00 (__DATA_CONST,__const) external _ADHomeKitAccessoryCategoryTypeRemoraOtherDevice
00000001005c8ef0 (__DATA_CONST,__const) external _ADHomeKitAccessoryCategoryTypeRemoraSpeaker
00000001002917b0 (__TEXT,__text) external _ADIsCarryDevice
00000001001d28a0 (__TEXT,__text) external _ADIsCurrentOptInStatusConsistent
000000010033ea9c (__TEXT,__text) external _ADIsDictationSyncKey
000000010029165c (__TEXT,__text) external _ADIsFirstUnlockNotification
0000000100291914 (__TEXT,__text) external _ADIsInStoreDemoMode
00000001002b4818 (__TEXT,__text) external _ADIsMorphunAssetAvailableFromUodStatus
00000001002b4860 (__TEXT,__text) external _ADIsNLAssetAvailableFromUodStatus
0000000100340148 (__TEXT,__text) external _ADIsSafetyNetSyncNeeded
00000001002b47d0 (__TEXT,__text) external _ADIsSpeechAssetAvailableFromUodStatus
000000010033ea24 (__TEXT,__text) external _ADIsSyncKeyAllowedToSync
000000010033f280 (__TEXT,__text) external _ADIsSyncNotification
000000010029460c (__TEXT,__text) external _ADIsVoiceTriggerEnabledSettingAvailableForUSBCDisplay
0000000100290e28 (__TEXT,__text) external _ADLanguageCodeIsSupported
0000000100293f7c (__TEXT,__text) external _ADLastTimestampForFileName
00000001005ce618 (__DATA_CONST,__const) external _ADLocationInUseEndedReasonClientConnectionInvalidated
00000001005ce610 (__DATA_CONST,__const) external _ADLocationInUseReasonHorsemanConnected
00000001005c6648 (__DATA_CONST,__const) external _ADLocationRestrictionDidChangeNotification
0000000100291904 (__TEXT,__text) external _ADLogToPowerLog
0000000100291cf0 (__TEXT,__text) external _ADMapSANavStatusValueFromNavigationStateValue
000000010030cc7c (__TEXT,__text) external _ADMostRelevantFlowContextFromDeviceContexts
00000001005cb630 (__DATA_CONST,__const) external _ADMultiUserDidReceiveScoresNotification
000000010030982c (__TEXT,__text) external _ADMultiUserServiceDonatedScoresFromDeviceContextTuples
00000001005ca2c0 (__DATA_CONST,__const) external _ADMultiUserVoiceIdentificationDidChangeNotification
00000001005cb628 (__DATA_CONST,__const) external _ADMultiUsersDidChangeNotification
00000001005c9188 (__DATA_CONST,__const) external _ADMuteModeDidChangeNotification
0000000100344d2c (__TEXT,__text) external _ADNetworkSnapshotEventGetName
000000010034b6ac (__TEXT,__text) external _ADNotifyAndPushContextSetupListener
00000001001b722c (__TEXT,__text) external _ADObserveCurrentHomeKitHomeChanges
00000001002917bc (__TEXT,__text) external _ADOpenURL
00000001002eaae4 (__TEXT,__text) external _ADOpportuneSpeakingModuleRecommendedActionGetDescription
00000001001d2a08 (__TEXT,__text) external _ADOptInStateInconsistencyConditionToString
000000010020d9fc (__TEXT,__text) external _ADParsePeerHeaderData
0000000100158db8 (__TEXT,__text) external _ADPeerConnectionPreheatIfNecessary
0000000100158d40 (__TEXT,__text) external _ADPeerConnectionSetPrefersBTClassic
0000000100158e34 (__TEXT,__text) external _ADPeerConnectionaGetAnalyticsContext
0000000100158f24 (__TEXT,__text) external _ADPeerDestinationsForRemoteBugCapture
000000010020d914 (__TEXT,__text) external _ADPeerHeaderDataWithURL
00000001005cea58 (__DATA_CONST,__const) external _ADPeerInfoIDSDeviceScheme
0000000100158ec4 (__TEXT,__text) external _ADPeerIsNearby
00000001005c18a8 (__DATA_CONST,__const) external _ADPeerStreamConnectionErrorDomain
00000001005c5bf8 (__DATA_CONST,__const) external _ADPeerStreamServiceIdentifier
0000000100290e1c (__TEXT,__text) external _ADPostSyncNeededNotification
0000000100291908 (__TEXT,__text) external _ADPowerLogEventString
00000001005ca2b8 (__DATA_CONST,__const) external _ADPreferencesCompanionIdentifierDidChangeNotification
00000001005ca2c8 (__DATA_CONST,__const) external _ADPreferencesEnabledBitsDidChangeNotification
00000001005ca2a0 (__DATA_CONST,__const) external _ADPreferencesLanguageCodeDidChangeNotification
00000001005ca2a8 (__DATA_CONST,__const) external _ADPreferencesOutputVoiceDidChangeNotification
00000001005ca2b0 (__DATA_CONST,__const) external _ADPreferencesSharedUserIdentifierDidChangeNotification
00000001002449fc (__TEXT,__text) external _ADProximityObservationForHistoricalProximityObservations
0000000100243e60 (__TEXT,__text) external _ADProximityTuplesForProximitySignals
0000000100290fd0 (__TEXT,__text) external _ADPushesSharedCloudData
00000001005c4750 (__DATA_CONST,__const) external _ADRapportLinkAggregateContextFetchType
00000001005c4718 (__DATA_CONST,__const) external _ADRapportLinkAssistantIdentifierKey
00000001005c4748 (__DATA_CONST,__const) external _ADRapportLinkContextPushType
00000001005c47a8 (__DATA_CONST,__const) external _ADRapportLinkContextSnapshotByAssistantIdentifierKey
00000001005c47a0 (__DATA_CONST,__const) external _ADRapportLinkContextSnapshotByIDSDeviceUniqueIdentifierKey
00000001005c4758 (__DATA_CONST,__const) external _ADRapportLinkContextSnapshotPushType
00000001005c47b0 (__DATA_CONST,__const) external _ADRapportLinkDeviceCapabilitiesFetchType
00000001005c46f0 (__DATA_CONST,__const) external _ADRapportLinkDeviceCircleManagerRequestID
00000001005c47f0 (__DATA_CONST,__const) external _ADRapportLinkDeviceProximityFetchType
00000001005c46f8 (__DATA_CONST,__const) external _ADRapportLinkDeviceProximityManagerRequestID
00000001005c4800 (__DATA_CONST,__const) external _ADRapportLinkDeviceProximityObservationsKey
00000001005c47f8 (__DATA_CONST,__const) external _ADRapportLinkDeviceProximityPushType
