00007ff84008b9d0 (__DATA,__data) external _NDR_record
00007ff800701722 (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff8006f61b3 (__TEXT,__text) external _mig_deallocate
00007ff8006f62c8 (__TEXT,__text) external _mig_get_reply_port
00007ff8007016fa (__TEXT,__text) external _mig_get_special_reply_port
00007ff8006f639c (__TEXT,__text) external _mig_put_reply_port
00007ff8006f6295 (__TEXT,__text) external _mig_reply_setup
00007ff8006f639d (__TEXT,__text) external _mig_strncpy
00007ff8006f63d0 (__TEXT,__text) external _mig_strncpy_zerofill
00007ff8006f2964 (__TEXT,__text) external _mincore
00007ff8006f297c (__TEXT,__text) external _minherit
00007ff8006f0430 (__TEXT,__text) external _mk_timer_arm
00007ff8006f0448 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff8006f043c (__TEXT,__text) external _mk_timer_cancel
00007ff8006f0418 (__TEXT,__text) external _mk_timer_create
00007ff8006f0424 (__TEXT,__text) external _mk_timer_destroy
00007ff8006f2994 (__TEXT,__text) external _mkdir
00007ff8006f29ac (__TEXT,__text) external _mkdirat
00007ff8006f29c4 (__TEXT,__text) external _mkfifo
00007ff8006f29dc (__TEXT,__text) external _mkfifoat
00007ff8006f29f4 (__TEXT,__text) external _mknod
00007ff8006f2a0c (__TEXT,__text) external _mknodat
00007ff8006f2a24 (__TEXT,__text) external _mlock
00007ff8006f2a3c (__TEXT,__text) external _mlockall
00007ff8006fe01a (__TEXT,__text) external _mmap
00007ff8006f2a54 (__TEXT,__text) external _mount
00007ff8006f12c4 (__TEXT,__text) external _mprotect
00007ff8006f2a6c (__TEXT,__text) external _mremap_encrypted
00007ff8006f6516 (__TEXT,__text) external _msg_receive
00007ff8006f650a (__TEXT,__text) external _msg_rpc
00007ff8006f6510 (__TEXT,__text) external _msg_send
00007ff8006f12dc (__TEXT,__text) external _msgctl
00007ff8006f2a84 (__TEXT,__text) external _msgget
00007ff8006f2a9c (__TEXT,__text) external _msgrcv
00007ff8006f12f4 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff8006f2ab4 (__TEXT,__text) external _msgsnd
00007ff8006f130c (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff8006f1324 (__TEXT,__text) external _msgsys
00007ff8006f133c (__TEXT,__text) external _msync
00007ff8006f1354 (__TEXT,__text) external _msync$NOCANCEL
00007ff8006f2acc (__TEXT,__text) external _munlock
00007ff8006f2ae4 (__TEXT,__text) external _munlockall
00007ff8007024f9 (__TEXT,__text) external _munmap
00007ff8006f2afc (__TEXT,__text) external _necp_client_action
00007ff8006f2b14 (__TEXT,__text) external _necp_match_policy
00007ff8006f2b2c (__TEXT,__text) external _necp_open
00007ff8006f2b44 (__TEXT,__text) external _necp_session_action
00007ff8006f2b5c (__TEXT,__text) external _necp_session_open
00007ff8006f2b74 (__TEXT,__text) external _net_qos_guideline
00007ff8006f2b8c (__TEXT,__text) external _netagent_trigger
00007ff80070e76e (__TEXT,__text) external _netname_check_in
00007ff80070ebd3 (__TEXT,__text) external _netname_check_out
00007ff80070e948 (__TEXT,__text) external _netname_look_up
00007ff80070ed9a (__TEXT,__text) external _netname_version
00007ff8006f81ec (__TEXT,__text) external _nfsclnt
00007ff8006f2ba4 (__TEXT,__text) external _nfssvc
00007ff84008b9c0 (__DATA,__data) external _non_boost_assertion_token
00007ff84008b9b8 (__DATA,__data) external _normal_boost_assertion_token
00007ff8006f2bbc (__TEXT,__text) external _ntp_adjtime
00007ff8006f2bd4 (__TEXT,__text) external _ntp_gettime
00007ff8006f2bec (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff8006ffa3d (__TEXT,__text) external _open
00007ff8006f8254 (__TEXT,__text) external _open$NOCANCEL
00007ff8007006c2 (__TEXT,__text) external _open_dprotected_np
00007ff8006ffafc (__TEXT,__text) external _openat
00007ff8006f8313 (__TEXT,__text) external _openat$NOCANCEL
00007ff800700875 (__TEXT,__text) external _openat_authenticated_np
00007ff80070079b (__TEXT,__text) external _openat_dprotected_np
00007ff8006f2c04 (__TEXT,__text) external _openbyid_np
00007ff8006f4a54 (__TEXT,__text) external _os_buflet_get_data_address
00007ff8006f4a3b (__TEXT,__text) external _os_buflet_get_data_length
00007ff8006f4a59 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff8006f4a37 (__TEXT,__text) external _os_buflet_get_data_offset
00007ff8006f4a4b (__TEXT,__text) external _os_buflet_get_object_address
00007ff8006f4a50 (__TEXT,__text) external _os_buflet_get_object_limit
00007ff8006f4a45 (__TEXT,__text) external _os_buflet_set_data_length
00007ff8006f4a3f (__TEXT,__text) external _os_buflet_set_data_offset
00007ff8006fbc6c (__TEXT,__text) external _os_channel_advance_slot
00007ff8006fc5a9 (__TEXT,__text) external _os_channel_attr_clone
00007ff8006fc564 (__TEXT,__text) external _os_channel_attr_create
00007ff8006fc767 (__TEXT,__text) external _os_channel_attr_destroy
00007ff8006fc8e0 (__TEXT,__text) external _os_channel_attr_get
00007ff8006fca40 (__TEXT,__text) external _os_channel_attr_get_key
00007ff8006fc7b5 (__TEXT,__text) external _os_channel_attr_set
00007ff8006fc66f (__TEXT,__text) external _os_channel_attr_set_key
00007ff8006fbc34 (__TEXT,__text) external _os_channel_available_slot_count
00007ff8006fdca4 (__TEXT,__text) external _os_channel_buflet_alloc
00007ff8006fd707 (__TEXT,__text) external _os_channel_buflet_free
00007ff8006fdc7f (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff8006fb99f (__TEXT,__text) external _os_channel_create
00007ff8006faf66 (__TEXT,__text) external _os_channel_create_extended
00007ff8006fbadb (__TEXT,__text) external _os_channel_destroy
00007ff8006fdbf9 (__TEXT,__text) external _os_channel_event_free
00007ff80070141f (__TEXT,__text) external _os_channel_event_get_event_data
00007ff800701376 (__TEXT,__text) external _os_channel_event_get_next_event
00007ff8006fc29f (__TEXT,__text) external _os_channel_flow_admissible
00007ff8006fc402 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff8006fc284 (__TEXT,__text) external _os_channel_get_advisory_region
00007ff8006fb9ae (__TEXT,__text) external _os_channel_get_fd
00007ff8006fdbfe (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff8006fd855 (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff8006fbcbd (__TEXT,__text) external _os_channel_get_next_slot
00007ff8006fc223 (__TEXT,__text) external _os_channel_get_stats_region
00007ff8006fb768 (__TEXT,__text) non-external _os_channel_info2attr
00007ff8006fb8a4 (__TEXT,__text) non-external _os_channel_init_ring
00007ff8006fbb39 (__TEXT,__text) external _os_channel_is_defunct
00007ff8006fce7a (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff8006fca9e (__TEXT,__text) external _os_channel_packet_alloc
00007ff8006fcaa5 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff8006fce84 (__TEXT,__text) external _os_channel_packet_free
00007ff8006fd239 (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff8006fbc13 (__TEXT,__text) external _os_channel_pending
00007ff8006fd4cd (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff8006fb9b1 (__TEXT,__text) external _os_channel_read_attr
00007ff8006fba9a (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff8006fbb46 (__TEXT,__text) external _os_channel_ring_id
00007ff8006fbc2b (__TEXT,__text) external _os_channel_ring_notify_time
00007ff8006fbc22 (__TEXT,__text) external _os_channel_ring_sync_time
00007ff8006fbbcb (__TEXT,__text) external _os_channel_rx_ring
00007ff8006fc02c (__TEXT,__text) external _os_channel_set_slot_properties
00007ff8006fcfcf (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff8006fd0fa (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff8006fc10d (__TEXT,__text) external _os_channel_slot_get_packet
00007ff8006fbabc (__TEXT,__text) external _os_channel_sync
00007ff8006fbb94 (__TEXT,__text) external _os_channel_tx_ring
00007ff8006fb9f1 (__TEXT,__text) external _os_channel_write_attr
00007ff8006f4a0a (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff8006f0460 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff8007002f6 (__TEXT,__text) external _os_cpu_in_cksum
00007ff8007003ef (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff8006f2c1c (__TEXT,__text) external _os_fault_with_payload
00007ff8006f4a05 (__TEXT,__text) external _os_inet_checksum
00007ff8006fe92e (__TEXT,__text) external _os_nexus_attr_clone
00007ff8006fe8e9 (__TEXT,__text) external _os_nexus_attr_create
00007ff8006febc8 (__TEXT,__text) external _os_nexus_attr_destroy
00007ff8006feaa8 (__TEXT,__text) external _os_nexus_attr_get
00007ff8006fe98a (__TEXT,__text) external _os_nexus_attr_set
00007ff8006ff2aa (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff8006fef6b (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff8006fef8c (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff8006febdb (__TEXT,__text) external _os_nexus_controller_create
00007ff8006fef5f (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff8006ff5c1 (__TEXT,__text) external _os_nexus_controller_destroy
00007ff8006fef80 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff8006fec74 (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff8006ff459 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff8006ff0b0 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff8006fec77 (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff8006ff3e4 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff8006ff04a (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff8006ff8bc (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff8006f48e4 (__TEXT,__text) external _os_packet_add_buflet
00007ff8006f3f24 (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff8006f4019 (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff8006f497b (__TEXT,__text) external _os_packet_decrement_use_count
00007ff8006f4761 (__TEXT,__text) external _os_packet_finalize
00007ff8006f499a (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff8006f46a1 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff8006f3df9 (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff8006f4699 (__TEXT,__text) external _os_packet_get_data_length
00007ff8006f40fa (__TEXT,__text) external _os_packet_get_expire_time
00007ff8006f419a (__TEXT,__text) external _os_packet_get_expiry_action
00007ff8006f3f9f (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff8006f40c6 (__TEXT,__text) external _os_packet_get_group_end
00007ff8006f405b (__TEXT,__text) external _os_packet_get_group_start
00007ff8006f39af (__TEXT,__text) external _os_packet_get_headroom
00007ff8006f3f56 (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff8006f45d9 (__TEXT,__text) external _os_packet_get_keep_alive
00007ff8006f3a76 (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff8006f3b35 (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff8006f3a1a (__TEXT,__text) external _os_packet_get_link_header_length
00007ff8006f3ad5 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff8006f46cd (__TEXT,__text) external _os_packet_get_next_buflet
00007ff8006f43ad (__TEXT,__text) external _os_packet_get_packetid
00007ff8006f4734 (__TEXT,__text) external _os_packet_get_segment_count
00007ff8006f3d4d (__TEXT,__text) external _os_packet_get_service_class
00007ff8006f423c (__TEXT,__text) external _os_packet_get_token
00007ff8006f4a5d (__TEXT,__text) external _os_packet_get_trace_id
00007ff8006f3e61 (__TEXT,__text) external _os_packet_get_traffic_class
00007ff8006f3c66 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff8006f3b9a (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff8006f3c00 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff8006f462e (__TEXT,__text) external _os_packet_get_truncated
00007ff8006f4558 (__TEXT,__text) external _os_packet_get_vlan_id
00007ff8006f4560 (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff8006f4500 (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff8006f45ca (__TEXT,__text) external _os_packet_get_wake_flag
00007ff8006f495e (__TEXT,__text) external _os_packet_increment_use_count
00007ff8006f4566 (__TEXT,__text) external _os_packet_set_app_metadata
00007ff8006f3dcb (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff8006f4147 (__TEXT,__text) external _os_packet_set_expire_time
00007ff8006f41e6 (__TEXT,__text) external _os_packet_set_expiry_action
00007ff8006f3fdc (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff8006f408f (__TEXT,__text) external _os_packet_set_group_end
00007ff8006f4024 (__TEXT,__text) external _os_packet_set_group_start
00007ff8006f3971 (__TEXT,__text) external _os_packet_set_headroom
00007ff8006f3ee8 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff8006f45e8 (__TEXT,__text) external _os_packet_set_keep_alive
00007ff8006f4662 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff8006f3a47 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff8006f3b06 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff8006f39dc (__TEXT,__text) external _os_packet_set_link_header_length
00007ff8006f3aa6 (__TEXT,__text) external _os_packet_set_link_multicast
00007ff8006f4439 (__TEXT,__text) external _os_packet_set_packetid
00007ff8006f4af7 (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff8006f3ccc (__TEXT,__text) external _os_packet_set_service_class
00007ff8006f42ea (__TEXT,__text) external _os_packet_set_token
00007ff8006f4a71 (__TEXT,__text) external _os_packet_set_trace_id
00007ff8006f3e3e (__TEXT,__text) external _os_packet_set_traffic_class
00007ff8006f3c99 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff8006f3c33 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff8006f3b67 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff8006f3bcd (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff8006f4b26 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff8006f49c7 (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff8006f44ae (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff8006f4a9d (__TEXT,__text) external _os_packet_trace_event
00007ff8006f6c44 (__TEXT,__text) external _os_proc_available_memory
00007ff8006f6435 (__TEXT,__text) external _panic
00007ff8006f642e (__TEXT,__text) external _panic_init
00007ff8006f2c34 (__TEXT,__text) external _panic_with_data
00007ff8006f2c4c (__TEXT,__text) external _pathconf
00007ff8006f2c64 (__TEXT,__text) external _peeloff
00007ff8006f0334 (__TEXT,__text) external _pid_for_task
00007ff8006f2c7c (__TEXT,__text) external _pid_hibernate
00007ff8006f2c94 (__TEXT,__text) external _pid_resume
00007ff8006fded8 (__TEXT,__text) external _pid_shutdown_networking
00007ff8006f2cac (__TEXT,__text) external _pid_shutdown_sockets
00007ff8006f2cc4 (__TEXT,__text) external _pid_suspend
00007ff8006f14ec (__TEXT,__text) external _pipe
00007ff8006f2cdc (__TEXT,__text) external _pivot_root
00007ff8006f393d (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff8006f3957 (__TEXT,__text) external _pkt_type_assert_fail
00007ff8006f2cf4 (__TEXT,__text) external _poll
00007ff8006f1508 (__TEXT,__text) external _poll$NOCANCEL
00007ff8006f3892 (__TEXT,__text) non-external _port_for_id_internal
00007ff8006f6486 (__TEXT,__text) external _port_obj_init
00007ff84008ba58 (__DATA,__common) external _port_obj_table
00007ff84008b9a8 (__DATA,__data) external _port_obj_table_size
00007ff8006f291c (__TEXT,__text) external _posix_madvise
00007ff8006fa44b (__TEXT,__text) external _posix_spawn
00007ff8006f936a (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff8006f975e (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff8006f9852 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff8006f966b (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff8006f96d8 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff8006f98df (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff8006f97e5 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff8006f9557 (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff8006f951a (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff8006f94d4 (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff8006f8d2d (__TEXT,__text) external _posix_spawnattr_destroy
00007ff8006f92b1 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff8006f9e94 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff8006f9e60 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff8006f8fa2 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff8006f8f4f (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff8006f998e (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff8006f8ee6 (__TEXT,__text) external _posix_spawnattr_getflags
00007ff8006f9ae2 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff8006f9003 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff8006f8f1b (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff8006f901d (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff8006f8f01 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff8006f8f35 (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff8006f8c5b (__TEXT,__text) external _posix_spawnattr_init
00007ff8006f92cd (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff8006fa2be (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff8006f9304 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff8006f92e9 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff8006f9320 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff8006fa002 (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff8006f9e7c (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff8006fa375 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff8006fa0ba (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff8006fa144 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff8006f99f2 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff8006fa396 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff800719618 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff8006fa42f (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff8006fa200 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff8006f9fd0 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff8006f9f5a (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff8006f9f82 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff8006f9eb0 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff8006f9f32 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff8006f9299 (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff8006fa354 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff8006f9adf (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff8006f9e41 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff8006f9a6a (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff8006f91dd (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff8006f99da (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff8006fa030 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff8006f9104 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff8006f94a1 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff8006f9083 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff8006f9dac (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff8006f9971 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff8006f994c (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff8006f91bb (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff8006f946d (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff8006f8ece (__TEXT,__text) external _posix_spawnattr_setflags
00007ff8006f99b1 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff8006f9bae (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff8006f9fe9 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff8006f918b (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff8006f9051 (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff8006f91a3 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff8006f9037 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff8006f9069 (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff8006f9341 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff8006f2d0c (__TEXT,__text) external _pread
00007ff8006f1538 (__TEXT,__text) external _pread$NOCANCEL
00007ff8006f2d24 (__TEXT,__text) external _preadv
00007ff8006f1550 (__TEXT,__text) external _preadv$NOCANCEL
00007ff8006f84eb (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff8006f7b29 (__TEXT,__text) external _proc_clear_cpulimits
00007ff8006f7e05 (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff8006f7617 (__TEXT,__text) external _proc_clear_dirty
00007ff8006f7d12 (__TEXT,__text) external _proc_clear_vmpressure
00007ff8006f742c (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff8006f7d05 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff8006f7d0d (__TEXT,__text) external _proc_denap_assertion_complete
00007ff8006f7e52 (__TEXT,__text) external _proc_disable_apptype
00007ff8006f7847 (__TEXT,__text) external _proc_disable_cpumon
00007ff8006f7a58 (__TEXT,__text) external _proc_disable_wakemon
00007ff8006f7b7f (__TEXT,__text) external _proc_donate_importance_boost
00007ff8006f7eb2 (__TEXT,__text) external _proc_enable_apptype
00007ff8006f7757 (__TEXT,__text) external _proc_get_cpumon_params
00007ff8006f75bc (__TEXT,__text) external _proc_get_dirty
00007ff8006f79f1 (__TEXT,__text) external _proc_get_wakemon_params
00007ff8006f7bd9 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff8006f7c91 (__TEXT,__text) external _proc_importance_assertion_complete
00007ff8006f72cc (__TEXT,__text) external _proc_kmsgbuf
00007ff8006f74b5 (__TEXT,__text) external _proc_libversion
00007ff8006f7a9a (__TEXT,__text) external _proc_list_dynkqueueids
00007ff8006f7a81 (__TEXT,__text) external _proc_list_uptrs
00007ff8006f6f32 (__TEXT,__text) external _proc_listallpids
00007ff8006f6f9c (__TEXT,__text) external _proc_listchildpids
00007ff8006f7038 (__TEXT,__text) external _proc_listcoalitions
00007ff8006f6f67 (__TEXT,__text) external _proc_listpgrppids
00007ff8006f6f07 (__TEXT,__text) external _proc_listpids
00007ff8007008e7 (__TEXT,__text) external _proc_listpidspath
00007ff8006f7148 (__TEXT,__text) external _proc_name
00007ff8006f7063 (__TEXT,__text) external _proc_pid_rusage
00007ff8006f710d (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff8006f70c4 (__TEXT,__text) external _proc_pidfdinfo
00007ff8006f70e9 (__TEXT,__text) external _proc_pidfileportinfo
00007ff8006f6fd1 (__TEXT,__text) external _proc_pidinfo
00007ff8006f6ff6 (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff8006f72f7 (__TEXT,__text) external _proc_pidpath
00007ff8006f738b (__TEXT,__text) external _proc_pidpath_audittoken
00007ff8006f7218 (__TEXT,__text) external _proc_regionfilename
00007ff8006f7b1a (__TEXT,__text) external _proc_reset_footprint_interval
00007ff8006f7812 (__TEXT,__text) external _proc_resume_cpumon
00007ff8006f2d3c (__TEXT,__text) external _proc_rlimit_control
00007ff8006f77c7 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff8006f770d (__TEXT,__text) external _proc_set_cpumon_params
00007ff8006f7892 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff8006f7fc1 (__TEXT,__text) external _proc_set_csm
00007ff8006f7db5 (__TEXT,__text) external _proc_set_delayidlesleep
00007ff8006f7572 (__TEXT,__text) external _proc_set_dirty
00007ff8006f7f15 (__TEXT,__text) external _proc_set_no_smt
00007ff8006f7d68 (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff8006f7a2f (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff8006f79cb (__TEXT,__text) external _proc_set_wakemon_params
00007ff8006f7ab3 (__TEXT,__text) external _proc_setcpu_percentage
00007ff8006f74ce (__TEXT,__text) external _proc_setpcontrol
00007ff8006f7079 (__TEXT,__text) external _proc_setthread_cpupercent
00007ff8006f8071 (__TEXT,__text) external _proc_setthread_csm
00007ff8006f7f6d (__TEXT,__text) external _proc_setthread_no_smt
00007ff8006f7f12 (__TEXT,__text) external _proc_suppress
00007ff8006f7661 (__TEXT,__text) external _proc_terminate
00007ff8006f76b9 (__TEXT,__text) external _proc_terminate_all_rsr
00007ff8006f2d54 (__TEXT,__text) external _proc_trace_log
00007ff8006f7528 (__TEXT,__text) external _proc_track_dirty
00007ff8006f7132 (__TEXT,__text) external _proc_udata_info
00007ff8006f2d6c (__TEXT,__text) external _proc_uuid_policy
00007ff80070e54c (__TEXT,__text) external _processor_assign
00007ff80070e404 (__TEXT,__text) external _processor_control
00007ff80070e116 (__TEXT,__text) external _processor_exit
00007ff80070e64b (__TEXT,__text) external _processor_get_assignment
00007ff80070e1fb (__TEXT,__text) external _processor_info
00007ff800706379 (__TEXT,__text) external _processor_set_create
00007ff800706256 (__TEXT,__text) external _processor_set_default
00007ff80070d430 (__TEXT,__text) external _processor_set_destroy
00007ff80070dd28 (__TEXT,__text) external _processor_set_info
00007ff80070d515 (__TEXT,__text) external _processor_set_max_priority
00007ff80070da68 (__TEXT,__text) external _processor_set_policy_control
00007ff80070d6f4 (__TEXT,__text) external _processor_set_policy_disable
00007ff80070d605 (__TEXT,__text) external _processor_set_policy_enable
00007ff80070dbb5 (__TEXT,__text) external _processor_set_stack_usage
00007ff80070d290 (__TEXT,__text) external _processor_set_statistics
00007ff80070d7e4 (__TEXT,__text) external _processor_set_tasks
00007ff80070deea (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff80070d926 (__TEXT,__text) external _processor_set_threads
00007ff80070e031 (__TEXT,__text) external _processor_start
00007ff8006fe5d0 (__TEXT,__text) external _pselect
00007ff8007001ae (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff8006f67c5 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff8006fe765 (__TEXT,__text) external _pselect$NOCANCEL
00007ff8006f0e64 (__TEXT,__text) external _pthread_getugid_np
00007ff8006f1afc (__TEXT,__text) external _pthread_setugid_np
00007ff8006f17c0 (__TEXT,__text) external _ptrace
00007ff8006f2d84 (__TEXT,__text) external _pwrite
