00000001e6fca860 (__DATA,__data) external _NDR_record
000000018040a588 (__TEXT,__text) external _mig_strncpy_zerofill
00000001804175f4 (__TEXT,__text) external _mincore
0000000180417620 (__TEXT,__text) external _minherit
0000000180408edc (__TEXT,__text) external _mk_timer_arm
0000000180408ef4 (__TEXT,__text) external _mk_timer_arm_leeway
0000000180408ee8 (__TEXT,__text) external _mk_timer_cancel
0000000180408ec4 (__TEXT,__text) external _mk_timer_create
0000000180408ed0 (__TEXT,__text) external _mk_timer_destroy
000000018040a834 (__TEXT,__text) external _mkdir
000000018040c884 (__TEXT,__text) external _mkdirat
000000018041764c (__TEXT,__text) external _mkfifo
0000000180417678 (__TEXT,__text) external _mkfifoat
00000001804176a4 (__TEXT,__text) external _mknod
00000001804176d0 (__TEXT,__text) external _mknodat
0000000180412c1c (__TEXT,__text) external _mlock
00000001804176fc (__TEXT,__text) external _mlockall
0000000180409a04 (__TEXT,__text) external _mmap
00000001804152f4 (__TEXT,__text) external _mount
000000018040cbdc (__TEXT,__text) external _mprotect
0000000180417728 (__TEXT,__text) external _mremap_encrypted
000000018041b8ec (__TEXT,__text) external _msg_receive
000000018041b8dc (__TEXT,__text) external _msg_rpc
000000018041b8e4 (__TEXT,__text) external _msg_send
00000001804163d0 (__TEXT,__text) external _msgctl
0000000180417754 (__TEXT,__text) external _msgget
0000000180417780 (__TEXT,__text) external _msgrcv
00000001804163fc (__TEXT,__text) external _msgrcv$NOCANCEL
00000001804177ac (__TEXT,__text) external _msgsnd
0000000180416428 (__TEXT,__text) external _msgsnd$NOCANCEL
0000000180415ab0 (__TEXT,__text) external _msgsys
000000018040f338 (__TEXT,__text) external _msync
0000000180416480 (__TEXT,__text) external _msync$NOCANCEL
0000000180412c48 (__TEXT,__text) external _munlock
00000001804177d8 (__TEXT,__text) external _munlockall
000000018040c798 (__TEXT,__text) external _munmap
000000018040cfbc (__TEXT,__text) external _necp_client_action
0000000180413eb4 (__TEXT,__text) external _necp_match_policy
000000018040cf64 (__TEXT,__text) external _necp_open
0000000180417804 (__TEXT,__text) external _necp_session_action
0000000180417830 (__TEXT,__text) external _necp_session_open
000000018041785c (__TEXT,__text) external _net_qos_guideline
0000000180417888 (__TEXT,__text) external _netagent_trigger
000000018043283c (__TEXT,__text) external _netname_check_in
0000000180432c3c (__TEXT,__text) external _netname_check_out
00000001804329e4 (__TEXT,__text) external _netname_look_up
0000000180432de0 (__TEXT,__text) external _netname_version
000000018041d560 (__TEXT,__text) external _nfsclnt
00000001804178b4 (__TEXT,__text) external _nfssvc
00000001e6fca850 (__DATA,__data) external _non_boost_assertion_token
00000001e6fca848 (__DATA,__data) external _normal_boost_assertion_token
00000001804178e0 (__TEXT,__text) external _ntp_adjtime
000000018041790c (__TEXT,__text) external _ntp_gettime
0000000180417938 (__TEXT,__text) external _objc_bp_assist_cfg_np
0000000180414938 (__TEXT,__text) external _open
000000018041d5e8 (__TEXT,__text) external _open$NOCANCEL
000000018040e78c (__TEXT,__text) external _open_dprotected_np
0000000180424b28 (__TEXT,__text) external _openat
000000018041d6b0 (__TEXT,__text) external _openat$NOCANCEL
00000001804253a0 (__TEXT,__text) external _openat_authenticated_np
0000000180425340 (__TEXT,__text) external _openat_dprotected_np
0000000180417964 (__TEXT,__text) external _openbyid_np
000000018041a95c (__TEXT,__text) external _os_buflet_get_data_address
000000018041a92c (__TEXT,__text) external _os_buflet_get_data_length
000000018041a964 (__TEXT,__text) external _os_buflet_get_data_limit
000000018041a924 (__TEXT,__text) external _os_buflet_get_data_offset
000000018041a94c (__TEXT,__text) external _os_buflet_get_object_address
000000018041a954 (__TEXT,__text) external _os_buflet_get_object_limit
000000018041a940 (__TEXT,__text) external _os_buflet_set_data_length
000000018041a934 (__TEXT,__text) external _os_buflet_set_data_offset
000000018042041c (__TEXT,__text) external _os_channel_advance_slot
0000000180421080 (__TEXT,__text) external _os_channel_attr_clone
0000000180420fec (__TEXT,__text) external _os_channel_attr_create
000000018042129c (__TEXT,__text) external _os_channel_attr_destroy
0000000180421500 (__TEXT,__text) external _os_channel_attr_get
00000001804216b4 (__TEXT,__text) external _os_channel_attr_get_key
0000000180421370 (__TEXT,__text) external _os_channel_attr_set
0000000180421114 (__TEXT,__text) external _os_channel_attr_set_key
00000001804203c4 (__TEXT,__text) external _os_channel_available_slot_count
0000000180422d80 (__TEXT,__text) external _os_channel_buflet_alloc
00000001804226b8 (__TEXT,__text) external _os_channel_buflet_free
0000000180422d4c (__TEXT,__text) external _os_channel_configure_interface_advisory
0000000180420004 (__TEXT,__text) external _os_channel_create
000000018041f60c (__TEXT,__text) external _os_channel_create_extended
000000018042018c (__TEXT,__text) external _os_channel_destroy
0000000180422cb4 (__TEXT,__text) external _os_channel_event_free
0000000180426058 (__TEXT,__text) external _os_channel_event_get_event_data
0000000180425fa4 (__TEXT,__text) external _os_channel_event_get_next_event
0000000180420c30 (__TEXT,__text) external _os_channel_flow_admissible
0000000180420e0c (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
0000000180420c0c (__TEXT,__text) external _os_channel_get_advisory_region
0000000180420014 (__TEXT,__text) external _os_channel_get_fd
0000000180422cb8 (__TEXT,__text) external _os_channel_get_interface_advisory
0000000180422860 (__TEXT,__text) external _os_channel_get_next_event_handle
00000001804204a8 (__TEXT,__text) external _os_channel_get_next_slot
0000000180420b88 (__TEXT,__text) external _os_channel_get_stats_region
000000018041fddc (__TEXT,__text) non-external _os_channel_info2attr
000000018041fef4 (__TEXT,__text) non-external _os_channel_init_ring
0000000180420274 (__TEXT,__text) external _os_channel_is_defunct
0000000180421be8 (__TEXT,__text) external _os_channel_large_packet_alloc
000000018042172c (__TEXT,__text) external _os_channel_packet_alloc
0000000180421734 (__TEXT,__text) non-external _os_channel_packet_alloc_common
0000000180421bf0 (__TEXT,__text) external _os_channel_packet_free
00000001804220c8 (__TEXT,__text) external _os_channel_packet_pool_purge
0000000180420394 (__TEXT,__text) external _os_channel_pending
00000001804223cc (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
000000018042001c (__TEXT,__text) external _os_channel_read_attr
000000018042013c (__TEXT,__text) external _os_channel_read_nexus_extension_info
0000000180420288 (__TEXT,__text) external _os_channel_ring_id
00000001804203b8 (__TEXT,__text) external _os_channel_ring_notify_time
00000001804203ac (__TEXT,__text) external _os_channel_ring_sync_time
0000000180420338 (__TEXT,__text) external _os_channel_rx_ring
00000001804208e4 (__TEXT,__text) external _os_channel_set_slot_properties
0000000180421d90 (__TEXT,__text) external _os_channel_slot_attach_packet
0000000180421f1c (__TEXT,__text) external _os_channel_slot_detach_packet
0000000180420a1c (__TEXT,__text) external _os_channel_slot_get_packet
0000000180420160 (__TEXT,__text) external _os_channel_sync
00000001804202f0 (__TEXT,__text) external _os_channel_tx_ring
0000000180420070 (__TEXT,__text) external _os_channel_write_attr
000000018041a8f0 (__TEXT,__text) external _os_copy_and_inet_checksum
0000000180415820 (__TEXT,__text) external _os_cpu_copy_in_cksum
0000000180425244 (__TEXT,__text) external _os_cpu_in_cksum
0000000180415580 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
0000000180417990 (__TEXT,__text) external _os_fault_with_payload
000000018041a8ec (__TEXT,__text) external _os_inet_checksum
00000001804237a0 (__TEXT,__text) external _os_nexus_attr_clone
000000018042370c (__TEXT,__text) external _os_nexus_attr_create
0000000180423b34 (__TEXT,__text) external _os_nexus_attr_destroy
00000001804239e8 (__TEXT,__text) external _os_nexus_attr_get
00000001804237fc (__TEXT,__text) external _os_nexus_attr_set
000000018042425c (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
0000000180423f68 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
0000000180423f88 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
0000000180423b80 (__TEXT,__text) external _os_nexus_controller_create
0000000180423f5c (__TEXT,__text) external _os_nexus_controller_deregister_provider
000000018042461c (__TEXT,__text) external _os_nexus_controller_destroy
0000000180423f7c (__TEXT,__text) external _os_nexus_controller_free_provider_instance
0000000180423c74 (__TEXT,__text) external _os_nexus_controller_get_fd
0000000180424444 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
0000000180424100 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
0000000180423c7c (__TEXT,__text) external _os_nexus_controller_register_provider
00000001804243ac (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
0000000180424084 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00000001804249a4 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
000000018041a7ac (__TEXT,__text) external _os_packet_add_buflet
0000000180419d54 (__TEXT,__text) external _os_packet_add_inet_csum_flags
0000000180419e94 (__TEXT,__text) external _os_packet_clear_flow_uuid
000000018041a860 (__TEXT,__text) external _os_packet_decrement_use_count
000000018041a604 (__TEXT,__text) external _os_packet_finalize
000000018041a888 (__TEXT,__text) external _os_packet_get_aggregation_type
000000018041a510 (__TEXT,__text) external _os_packet_get_buflet_count
0000000180419bd0 (__TEXT,__text) external _os_packet_get_compression_generation_count
000000018041a504 (__TEXT,__text) external _os_packet_get_data_length
0000000180419f68 (__TEXT,__text) external _os_packet_get_expire_time
0000000180419ffc (__TEXT,__text) external _os_packet_get_expiry_action
0000000180419de4 (__TEXT,__text) external _os_packet_get_flow_uuid
0000000180419f38 (__TEXT,__text) external _os_packet_get_group_end
0000000180419ed4 (__TEXT,__text) external _os_packet_get_group_start
0000000180419630 (__TEXT,__text) external _os_packet_get_headroom
0000000180419d94 (__TEXT,__text) external _os_packet_get_inet_checksum
000000018041a440 (__TEXT,__text) external _os_packet_get_keep_alive
000000018041972c (__TEXT,__text) external _os_packet_get_link_broadcast
000000018041984c (__TEXT,__text) external _os_packet_get_link_ethfcs
00000001804196b4 (__TEXT,__text) external _os_packet_get_link_header_length
00000001804197bc (__TEXT,__text) external _os_packet_get_link_multicast
000000018041a54c (__TEXT,__text) external _os_packet_get_next_buflet
000000018041a1fc (__TEXT,__text) external _os_packet_get_packetid
000000018041a5d8 (__TEXT,__text) external _os_packet_get_segment_count
0000000180419adc (__TEXT,__text) external _os_packet_get_service_class
000000018041a098 (__TEXT,__text) external _os_packet_get_token
000000018041a96c (__TEXT,__text) external _os_packet_get_trace_id
0000000180419c4c (__TEXT,__text) external _os_packet_get_traffic_class
0000000180419998 (__TEXT,__text) external _os_packet_get_transport_retransmit
00000001804198c8 (__TEXT,__text) external _os_packet_get_transport_traffic_background
0000000180419930 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
000000018041a48c (__TEXT,__text) external _os_packet_get_truncated
000000018041a3bc (__TEXT,__text) external _os_packet_get_vlan_id
000000018041a3c4 (__TEXT,__text) external _os_packet_get_vlan_priority
000000018041a354 (__TEXT,__text) external _os_packet_get_vlan_tag
000000018041a430 (__TEXT,__text) external _os_packet_get_wake_flag
000000018041a834 (__TEXT,__text) external _os_packet_increment_use_count
000000018041a3cc (__TEXT,__text) external _os_packet_set_app_metadata
0000000180419ba0 (__TEXT,__text) external _os_packet_set_compression_generation_count
0000000180419fb8 (__TEXT,__text) external _os_packet_set_expire_time
000000018041a04c (__TEXT,__text) external _os_packet_set_expiry_action
0000000180419e3c (__TEXT,__text) external _os_packet_set_flow_uuid
0000000180419f04 (__TEXT,__text) external _os_packet_set_group_end
0000000180419ea0 (__TEXT,__text) external _os_packet_set_group_start
00000001804195d8 (__TEXT,__text) external _os_packet_set_headroom
0000000180419d10 (__TEXT,__text) external _os_packet_set_inet_checksum
000000018041a450 (__TEXT,__text) external _os_packet_set_keep_alive
000000018041a4d0 (__TEXT,__text) external _os_packet_set_l4s_flag
00000001804196e0 (__TEXT,__text) external _os_packet_set_link_broadcast
0000000180419800 (__TEXT,__text) external _os_packet_set_link_ethfcs
0000000180419670 (__TEXT,__text) external _os_packet_set_link_header_length
0000000180419770 (__TEXT,__text) external _os_packet_set_link_multicast
000000018041a278 (__TEXT,__text) external _os_packet_set_packetid
000000018041aa2c (__TEXT,__text) external _os_packet_set_protocol_segment_size
0000000180419a00 (__TEXT,__text) external _os_packet_set_service_class
000000018041a158 (__TEXT,__text) external _os_packet_set_token
000000018041a98c (__TEXT,__text) external _os_packet_set_trace_id
0000000180419c1c (__TEXT,__text) external _os_packet_set_traffic_class
00000001804199c8 (__TEXT,__text) external _os_packet_set_transport_last_packet
0000000180419960 (__TEXT,__text) external _os_packet_set_transport_retransmit
0000000180419890 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00000001804198f8 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
000000018041aa5c (__TEXT,__text) external _os_packet_set_tso_flags
000000018041a8b4 (__TEXT,__text) external _os_packet_set_tx_timestamp
000000018041a2f4 (__TEXT,__text) external _os_packet_set_vlan_tag
000000018041a9b8 (__TEXT,__text) external _os_packet_trace_event
000000018041bf58 (__TEXT,__text) external _os_proc_available_memory
000000018041b814 (__TEXT,__text) external _panic
000000018041b808 (__TEXT,__text) external _panic_init
00000001804179bc (__TEXT,__text) external _panic_with_data
000000018041105c (__TEXT,__text) external _pathconf
00000001804179e8 (__TEXT,__text) external _peeloff
0000000180408de0 (__TEXT,__text) external _pid_for_task
0000000180417a14 (__TEXT,__text) external _pid_hibernate
0000000180417a40 (__TEXT,__text) external _pid_resume
0000000180423034 (__TEXT,__text) external _pid_shutdown_networking
0000000180417a6c (__TEXT,__text) external _pid_shutdown_sockets
0000000180417a98 (__TEXT,__text) external _pid_suspend
000000018040f364 (__TEXT,__text) external _pipe
0000000180417ac4 (__TEXT,__text) external _pivot_root
0000000180419588 (__TEXT,__text) external _pkt_subtype_assert_fail
00000001804195b0 (__TEXT,__text) external _pkt_type_assert_fail
00000001804116f8 (__TEXT,__text) external _poll
000000018041660c (__TEXT,__text) external _poll$NOCANCEL
00000001804194b4 (__TEXT,__text) non-external _port_for_id_internal
000000018041b864 (__TEXT,__text) external _port_obj_init
00000001e6fca8b8 (__DATA,__common) external _port_obj_table
00000001e6fca838 (__DATA,__data) external _port_obj_table_size
000000018040ba70 (__TEXT,__text) external _posix_madvise
000000018040fe5c (__TEXT,__text) external _posix_spawn
00000001804146b0 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
000000018041e308 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
000000018041e3b0 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00000001804154b8 (__TEXT,__text) external _posix_spawn_file_actions_addclose
000000018040f8bc (__TEXT,__text) external _posix_spawn_file_actions_adddup2
000000018041e468 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
0000000180415428 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
0000000180414b4c (__TEXT,__text) external _posix_spawn_file_actions_addopen
00000001804103d4 (__TEXT,__text) external _posix_spawn_file_actions_destroy
000000018040f7d8 (__TEXT,__text) external _posix_spawn_file_actions_init
00000001e6fca8f8 (__DATA,__bss) non-external _posix_spawn_with_filter
00000001804100dc (__TEXT,__text) external _posix_spawnattr_destroy
000000018041e258 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
000000018041e808 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
000000018041e7c4 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
000000018041dec4 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
000000018041de5c (__TEXT,__text) external _posix_spawnattr_getbinpref_np
000000018041e518 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
000000018041ddcc (__TEXT,__text) external _posix_spawnattr_getflags
000000018040fb90 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
000000018041df38 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
000000018041de14 (__TEXT,__text) external _posix_spawnattr_getpgroup
000000018041df5c (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
000000018041ddf0 (__TEXT,__text) external _posix_spawnattr_getsigdefault
000000018041de38 (__TEXT,__text) external _posix_spawnattr_getsigmask
000000018040fa24 (__TEXT,__text) external _posix_spawnattr_init
000000018041e280 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
000000018041edf4 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
000000018041e2c8 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
000000018041e2a8 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
000000018041e2e8 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
000000018041ea08 (__TEXT,__text) external _posix_spawnattr_set_csm_np
000000018041e7e8 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
000000018041eef4 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
000000018041eb24 (__TEXT,__text) external _posix_spawnattr_set_gid_np
000000018041ebec (__TEXT,__text) external _posix_spawnattr_set_groups_np
000000018041e564 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
000000018041ef34 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
000000018043cab0 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
000000018041ef14 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
000000018041efd4 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
000000018041ecf0 (__TEXT,__text) external _posix_spawnattr_set_login_np
000000018041e9c4 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
000000018041e928 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
000000018041e95c (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
000000018041e82c (__TEXT,__text) external _posix_spawnattr_set_persona_np
000000018041e8f8 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
000000018041e238 (__TEXT,__text) external _posix_spawnattr_set_platform_np
000000018041eed4 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
000000018041e67c (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
000000018041e794 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
000000018041e5f0 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
000000018041e0d8 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
000000018041e544 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
000000018041ea60 (__TEXT,__text) external _posix_spawnattr_set_uid_np
000000018041e0b0 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
000000018041dfa0 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
0000000180414678 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
0000000180414c44 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
000000018041e6b4 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
000000018041e4f8 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
0000000180414af4 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
000000018041e084 (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
0000000180415548 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
000000018040fb70 (__TEXT,__text) external _posix_spawnattr_setflags
0000000180411724 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
000000018040fc4c (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
000000018041e9e4 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
000000018041e044 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
000000018041df80 (__TEXT,__text) external _posix_spawnattr_setpgroup
000000018041e064 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
000000018040fb4c (__TEXT,__text) external _posix_spawnattr_setsigdefault
000000018040fb28 (__TEXT,__text) external _posix_spawnattr_setsigmask
0000000180414b1c (__TEXT,__text) external _posix_spawnattr_setspecialport_np
000000018040a6fc (__TEXT,__text) external _pread
0000000180416638 (__TEXT,__text) external _pread$NOCANCEL
0000000180417af0 (__TEXT,__text) external _preadv
0000000180416664 (__TEXT,__text) external _preadv$NOCANCEL
000000018041d8bc (__TEXT,__text) non-external _prepare_times_array_and_attrs
000000018041cd08 (__TEXT,__text) external _proc_clear_cpulimits
000000018041cee0 (__TEXT,__text) external _proc_clear_delayidlesleep
000000018041c858 (__TEXT,__text) external _proc_clear_dirty
000000018041cdc0 (__TEXT,__text) external _proc_clear_vmpressure
000000018041c710 (__TEXT,__text) external _proc_current_thread_schedinfo
0000000180412f34 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
0000000180412ff4 (__TEXT,__text) external _proc_denap_assertion_complete
000000018041cf40 (__TEXT,__text) external _proc_disable_apptype
000000018041432c (__TEXT,__text) external _proc_disable_cpumon
0000000180412be8 (__TEXT,__text) external _proc_disable_wakemon
000000018041cd68 (__TEXT,__text) external _proc_donate_importance_boost
000000018041cfb4 (__TEXT,__text) external _proc_enable_apptype
0000000180412b6c (__TEXT,__text) external _proc_get_cpumon_params
000000018041c7dc (__TEXT,__text) external _proc_get_dirty
000000018041cc04 (__TEXT,__text) external _proc_get_wakemon_params
0000000180412f3c (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
0000000180412ff8 (__TEXT,__text) external _proc_importance_assertion_complete
000000018041c614 (__TEXT,__text) external _proc_kmsgbuf
000000018041c7bc (__TEXT,__text) external _proc_libversion
000000018041cc70 (__TEXT,__text) external _proc_list_dynkqueueids
000000018041cc54 (__TEXT,__text) external _proc_list_uptrs
000000018041c320 (__TEXT,__text) external _proc_listallpids
000000018041c398 (__TEXT,__text) external _proc_listchildpids
000000018041c3d4 (__TEXT,__text) external _proc_listcoalitions
000000018041c35c (__TEXT,__text) external _proc_listpgrppids
0000000180412ee4 (__TEXT,__text) external _proc_listpids
0000000180425408 (__TEXT,__text) external _proc_listpidspath
000000018040ee34 (__TEXT,__text) external _proc_name
0000000180410ad4 (__TEXT,__text) external _proc_pid_rusage
000000018041c4c8 (__TEXT,__text) external _proc_piddynkqueueinfo
000000018041c458 (__TEXT,__text) external _proc_pidfdinfo
000000018041c490 (__TEXT,__text) external _proc_pidfileportinfo
000000018040a16c (__TEXT,__text) external _proc_pidinfo
0000000180410790 (__TEXT,__text) external _proc_pidoriginatorinfo
000000018040a9b4 (__TEXT,__text) external _proc_pidpath
000000018041c64c (__TEXT,__text) external _proc_pidpath_audittoken
000000018041c51c (__TEXT,__text) external _proc_regionfilename
000000018041ccfc (__TEXT,__text) external _proc_reset_footprint_interval
000000018041ca80 (__TEXT,__text) external _proc_resume_cpumon
00000001804115bc (__TEXT,__text) external _proc_rlimit_control
0000000180410a88 (__TEXT,__text) external _proc_set_cpumon_defaults
0000000180410a10 (__TEXT,__text) external _proc_set_cpumon_params
000000018041caa0 (__TEXT,__text) external _proc_set_cpumon_params_fatal
000000018041d0f8 (__TEXT,__text) external _proc_set_csm
000000018041ce80 (__TEXT,__text) external _proc_set_delayidlesleep
000000018040c228 (__TEXT,__text) external _proc_set_dirty
000000018041d030 (__TEXT,__text) external _proc_set_no_smt
000000018041ce20 (__TEXT,__text) external _proc_set_owner_vmpressure
0000000180412c74 (__TEXT,__text) external _proc_set_wakemon_defaults
000000018041cbd0 (__TEXT,__text) external _proc_set_wakemon_params
000000018041cc8c (__TEXT,__text) external _proc_setcpu_percentage
000000018040b2b4 (__TEXT,__text) external _proc_setpcontrol
000000018041c40c (__TEXT,__text) external _proc_setthread_cpupercent
000000018041d1c0 (__TEXT,__text) external _proc_setthread_csm
000000018041d094 (__TEXT,__text) external _proc_setthread_no_smt
000000018041c934 (__TEXT,__text) external _proc_signal_with_audittoken
000000018041d028 (__TEXT,__text) external _proc_suppress
000000018041c8b8 (__TEXT,__text) external _proc_terminate
000000018041ca0c (__TEXT,__text) external _proc_terminate_all_rsr
000000018041c990 (__TEXT,__text) external _proc_terminate_with_audittoken
0000000180417b1c (__TEXT,__text) external _proc_trace_log
000000018040c1c8 (__TEXT,__text) external _proc_track_dirty
000000018041c500 (__TEXT,__text) external _proc_udata_info
0000000180417b48 (__TEXT,__text) external _proc_uuid_policy
00000001804325a8 (__TEXT,__text) external _processor_assign
0000000180432444 (__TEXT,__text) external _processor_control
000000018043211c (__TEXT,__text) external _processor_exit
00000001804326dc (__TEXT,__text) external _processor_get_assignment
0000000180432230 (__TEXT,__text) external _processor_info
000000018042abb8 (__TEXT,__text) external _processor_set_create
000000018042aa58 (__TEXT,__text) external _processor_set_default
00000001804311cc (__TEXT,__text) external _processor_set_destroy
0000000180431c68 (__TEXT,__text) external _processor_set_info
00000001804312e4 (__TEXT,__text) external _processor_set_max_priority
0000000180431960 (__TEXT,__text) external _processor_set_policy_control
000000018043152c (__TEXT,__text) external _processor_set_policy_disable
0000000180431408 (__TEXT,__text) external _processor_set_policy_enable
0000000180431ad8 (__TEXT,__text) external _processor_set_stack_usage
0000000180430fe8 (__TEXT,__text) external _processor_set_statistics
0000000180431650 (__TEXT,__text) external _processor_set_tasks
0000000180431e70 (__TEXT,__text) external _processor_set_tasks_with_flavor
00000001804317d8 (__TEXT,__text) external _processor_set_threads
0000000180432008 (__TEXT,__text) external _processor_start
00000001804233f4 (__TEXT,__text) external _pselect
000000018040ef64 (__TEXT,__text) external _pselect$DARWIN_EXTSN
000000018041baa4 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
0000000180423580 (__TEXT,__text) external _pselect$NOCANCEL
000000018040a930 (__TEXT,__text) external _pthread_getugid_np
00000001804124ec (__TEXT,__text) external _pthread_setugid_np
0000000180411a6c (__TEXT,__text) external _ptrace
000000018040c508 (__TEXT,__text) external _pwrite
00000001804167f0 (__TEXT,__text) external _pwrite$NOCANCEL
0000000180417b74 (__TEXT,__text) external _pwritev
000000018041681c (__TEXT,__text) external _pwritev$NOCANCEL
000000018041b7a8 (__TEXT,__text) external _quota
000000018040f0f0 (__TEXT,__text) external _quotactl
00000001804099ac (__TEXT,__text) external _read
000000018040ad58 (__TEXT,__text) external _read$NOCANCEL
000000018040b210 (__TEXT,__text) external _readlink
0000000180417ba0 (__TEXT,__text) external _readlinkat
0000000180417bcc (__TEXT,__text) external _readv
0000000180416848 (__TEXT,__text) external _readv$NOCANCEL
0000000180418314 (__TEXT,__text) non-external _reallocf
000000018041aa94 (__TEXT,__text) external _reboot
000000018041aa9c (__TEXT,__text) external _reboot_np
00000001804233f0 (__TEXT,__text) external _record_system_event_as_kernel
000000018040d378 (__TEXT,__text) external _recvfrom
000000018040d240 (__TEXT,__text) external _recvfrom$NOCANCEL
000000018040d7a8 (__TEXT,__text) external _recvmsg
00000001804168cc (__TEXT,__text) external _recvmsg$NOCANCEL
0000000180417bf8 (__TEXT,__text) external _recvmsg_x
0000000180417c24 (__TEXT,__text) external _register_uexc_handler
000000018040dcd0 (__TEXT,__text) external _removexattr
000000018040c938 (__TEXT,__text) external _rename
000000018041dd88 (__TEXT,__text) external _rename_ext
000000018041ab30 (__TEXT,__text) external _renameat
000000018041dd1c (__TEXT,__text) external _renameatx_np
000000018041dd48 (__TEXT,__text) external _renamex_np
0000000180417c50 (__TEXT,__text) external _revoke
000000018040c9a4 (__TEXT,__text) external _rmdir
0000000180417c7c (__TEXT,__text) external _searchfs
000000018040d480 (__TEXT,__text) external _select
0000000180413ee0 (__TEXT,__text) external _select$DARWIN_EXTSN
000000018040d214 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
000000018040d1e0 (__TEXT,__text) external _select$NOCANCEL
0000000180412794 (__TEXT,__text) external _sem_close
0000000180422fbc (__TEXT,__text) external _sem_destroy
0000000180422fe4 (__TEXT,__text) external _sem_getvalue
000000018042300c (__TEXT,__text) external _sem_init
0000000180415a70 (__TEXT,__text) external _sem_open
0000000180417ca8 (__TEXT,__text) external _sem_post
0000000180417cd4 (__TEXT,__text) external _sem_trywait
