000000018246f8a8 (__DATA,__data) external _NDR_record
000000018037ebe8 (__TEXT,__text) external _os_buflet_set_data_length
000000018037ebdc (__TEXT,__text) external _os_buflet_set_data_offset
0000000180387114 (__TEXT,__text) external _os_channel_advance_slot
0000000180387bd8 (__TEXT,__text) external _os_channel_attr_clone
0000000180387b3c (__TEXT,__text) external _os_channel_attr_create
0000000180387e08 (__TEXT,__text) external _os_channel_attr_destroy
0000000180388074 (__TEXT,__text) external _os_channel_attr_get
0000000180388228 (__TEXT,__text) external _os_channel_attr_get_key
0000000180387ee4 (__TEXT,__text) external _os_channel_attr_set
0000000180387c6c (__TEXT,__text) external _os_channel_attr_set_key
00000001803870bc (__TEXT,__text) external _os_channel_available_slot_count
0000000180389848 (__TEXT,__text) external _os_channel_buflet_alloc
0000000180389170 (__TEXT,__text) external _os_channel_buflet_free
0000000180389814 (__TEXT,__text) external _os_channel_configure_interface_advisory
0000000180386cf4 (__TEXT,__text) external _os_channel_create
0000000180386330 (__TEXT,__text) external _os_channel_create_extended
0000000180386e7c (__TEXT,__text) external _os_channel_destroy
000000018038977c (__TEXT,__text) external _os_channel_event_free
000000018038d310 (__TEXT,__text) external _os_channel_event_get_event_data
000000018038d25c (__TEXT,__text) external _os_channel_event_get_next_event
0000000180387940 (__TEXT,__text) external _os_channel_flow_admissible
000000018038791c (__TEXT,__text) external _os_channel_get_advisory_region
0000000180386d04 (__TEXT,__text) external _os_channel_get_fd
0000000180389780 (__TEXT,__text) external _os_channel_get_interface_advisory
0000000180389318 (__TEXT,__text) external _os_channel_get_next_event_handle
00000001803871a0 (__TEXT,__text) external _os_channel_get_next_slot
0000000180387898 (__TEXT,__text) external _os_channel_get_stats_region
0000000180386ac8 (__TEXT,__text) non-external _os_channel_info2attr
0000000180386be4 (__TEXT,__text) non-external _os_channel_init_ring
0000000180386f6c (__TEXT,__text) external _os_channel_is_defunct
00000001803882a0 (__TEXT,__text) external _os_channel_packet_alloc
000000018038871c (__TEXT,__text) external _os_channel_packet_free
0000000180388bec (__TEXT,__text) external _os_channel_packet_pool_purge
000000018038708c (__TEXT,__text) external _os_channel_pending
0000000180386d0c (__TEXT,__text) external _os_channel_read_attr
0000000180386e2c (__TEXT,__text) external _os_channel_read_nexus_extension_info
0000000180386f80 (__TEXT,__text) external _os_channel_ring_id
00000001803870b0 (__TEXT,__text) external _os_channel_ring_notify_time
00000001803870a4 (__TEXT,__text) external _os_channel_ring_sync_time
0000000180387030 (__TEXT,__text) external _os_channel_rx_ring
00000001803875e8 (__TEXT,__text) external _os_channel_set_slot_properties
00000001803888bc (__TEXT,__text) external _os_channel_slot_attach_packet
0000000180388a44 (__TEXT,__text) external _os_channel_slot_detach_packet
000000018038772c (__TEXT,__text) external _os_channel_slot_get_packet
0000000180386e50 (__TEXT,__text) external _os_channel_sync
0000000180386fe8 (__TEXT,__text) external _os_channel_tx_ring
0000000180386d60 (__TEXT,__text) external _os_channel_write_attr
000000018037eb98 (__TEXT,__text) external _os_copy_and_inet_checksum
0000000180378060 (__TEXT,__text) external _os_cpu_copy_in_cksum
000000018038c47c (__TEXT,__text) external _os_cpu_in_cksum
0000000180377a60 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
000000018037c2d0 (__TEXT,__text) external _os_fault_with_payload
000000018037eb94 (__TEXT,__text) external _os_inet_checksum
000000018038a728 (__TEXT,__text) external _os_nexus_attr_clone
000000018038a68c (__TEXT,__text) external _os_nexus_attr_create
000000018038aabc (__TEXT,__text) external _os_nexus_attr_destroy
000000018038a970 (__TEXT,__text) external _os_nexus_attr_get
000000018038a784 (__TEXT,__text) external _os_nexus_attr_set
000000018038b20c (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
000000018038af08 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
000000018038af28 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
000000018038ab0c (__TEXT,__text) external _os_nexus_controller_create
000000018038aefc (__TEXT,__text) external _os_nexus_controller_deregister_provider
000000018038b5ec (__TEXT,__text) external _os_nexus_controller_destroy
000000018038af1c (__TEXT,__text) external _os_nexus_controller_free_provider_instance
000000018038ac0c (__TEXT,__text) external _os_nexus_controller_get_fd
000000018038b400 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
000000018038b0a8 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
000000018038ac14 (__TEXT,__text) external _os_nexus_controller_register_provider
000000018038b364 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
000000018038b028 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
000000018037ea8c (__TEXT,__text) external _os_packet_add_buflet
000000018037e14c (__TEXT,__text) external _os_packet_clear_flow_uuid
000000018037eb40 (__TEXT,__text) external _os_packet_decrement_use_count
000000018037e8c8 (__TEXT,__text) external _os_packet_finalize
000000018037eb68 (__TEXT,__text) external _os_packet_get_aggregation_type
000000018037e7d4 (__TEXT,__text) external _os_packet_get_buflet_count
000000018037ded8 (__TEXT,__text) external _os_packet_get_compression_generation_count
000000018037e7c8 (__TEXT,__text) external _os_packet_get_data_length
000000018037e220 (__TEXT,__text) external _os_packet_get_expire_time
000000018037e2b4 (__TEXT,__text) external _os_packet_get_expiry_action
000000018037e09c (__TEXT,__text) external _os_packet_get_flow_uuid
000000018037e1f0 (__TEXT,__text) external _os_packet_get_group_end
000000018037e18c (__TEXT,__text) external _os_packet_get_group_start
000000018037d938 (__TEXT,__text) external _os_packet_get_headroom
000000018037e054 (__TEXT,__text) external _os_packet_get_inet_checksum
000000018037e6fc (__TEXT,__text) external _os_packet_get_keep_alive
000000018037da34 (__TEXT,__text) external _os_packet_get_link_broadcast
000000018037db54 (__TEXT,__text) external _os_packet_get_link_ethfcs
000000018037d9bc (__TEXT,__text) external _os_packet_get_link_header_length
000000018037dac4 (__TEXT,__text) external _os_packet_get_link_multicast
000000018037e810 (__TEXT,__text) external _os_packet_get_next_buflet
000000018037e4b8 (__TEXT,__text) external _os_packet_get_packetid
000000018037e89c (__TEXT,__text) external _os_packet_get_segment_count
000000018037dde4 (__TEXT,__text) external _os_packet_get_service_class
000000018037e354 (__TEXT,__text) external _os_packet_get_token
000000018037ecf4 (__TEXT,__text) external _os_packet_get_trace_id
000000018037df54 (__TEXT,__text) external _os_packet_get_traffic_class
000000018037dca0 (__TEXT,__text) external _os_packet_get_transport_retransmit
000000018037dbd0 (__TEXT,__text) external _os_packet_get_transport_traffic_background
000000018037dc38 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
000000018037e748 (__TEXT,__text) external _os_packet_get_truncated
000000018037e678 (__TEXT,__text) external _os_packet_get_vlan_id
000000018037e680 (__TEXT,__text) external _os_packet_get_vlan_priority
000000018037e610 (__TEXT,__text) external _os_packet_get_vlan_tag
000000018037e6ec (__TEXT,__text) external _os_packet_get_wake_flag
000000018037eb14 (__TEXT,__text) external _os_packet_increment_use_count
000000018037e688 (__TEXT,__text) external _os_packet_set_app_metadata
000000018037dea8 (__TEXT,__text) external _os_packet_set_compression_generation_count
000000018037e270 (__TEXT,__text) external _os_packet_set_expire_time
000000018037e304 (__TEXT,__text) external _os_packet_set_expiry_action
000000018037e0f4 (__TEXT,__text) external _os_packet_set_flow_uuid
000000018037e1bc (__TEXT,__text) external _os_packet_set_group_end
000000018037e158 (__TEXT,__text) external _os_packet_set_group_start
000000018037d8e0 (__TEXT,__text) external _os_packet_set_headroom
000000018037e018 (__TEXT,__text) external _os_packet_set_inet_checksum
000000018037e70c (__TEXT,__text) external _os_packet_set_keep_alive
000000018037e78c (__TEXT,__text) external _os_packet_set_l4s_flag
000000018037d9e8 (__TEXT,__text) external _os_packet_set_link_broadcast
000000018037db08 (__TEXT,__text) external _os_packet_set_link_ethfcs
000000018037d978 (__TEXT,__text) external _os_packet_set_link_header_length
000000018037da78 (__TEXT,__text) external _os_packet_set_link_multicast
000000018037e534 (__TEXT,__text) external _os_packet_set_packetid
000000018037edb4 (__TEXT,__text) external _os_packet_set_protocol_segment_size
000000018037dd08 (__TEXT,__text) external _os_packet_set_service_class
000000018037e414 (__TEXT,__text) external _os_packet_set_token
000000018037ed14 (__TEXT,__text) external _os_packet_set_trace_id
000000018037df24 (__TEXT,__text) external _os_packet_set_traffic_class
000000018037dcd0 (__TEXT,__text) external _os_packet_set_transport_last_packet
000000018037dc68 (__TEXT,__text) external _os_packet_set_transport_retransmit
000000018037db98 (__TEXT,__text) external _os_packet_set_transport_traffic_background
000000018037dc00 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
000000018037ede4 (__TEXT,__text) external _os_packet_set_tso_flags
000000018037e5b0 (__TEXT,__text) external _os_packet_set_vlan_tag
000000018037ed40 (__TEXT,__text) external _os_packet_trace_event
00000001803814a8 (__TEXT,__text) external _os_proc_available_memory
0000000180380b18 (__TEXT,__text) external _panic
0000000180380b0c (__TEXT,__text) external _panic_init
000000018037c2fc (__TEXT,__text) external _pathconf
000000018037c328 (__TEXT,__text) external _peeloff
0000000180377f34 (__TEXT,__text) external _pid_for_task
000000018037c354 (__TEXT,__text) external _pid_hibernate
000000018037c380 (__TEXT,__text) external _pid_resume
0000000180389b1c (__TEXT,__text) external _pid_shutdown_networking
000000018037c3ac (__TEXT,__text) external _pid_shutdown_sockets
000000018037c3d8 (__TEXT,__text) external _pid_suspend
0000000180379874 (__TEXT,__text) external _pipe
000000018037c404 (__TEXT,__text) external _pivot_root
000000018037d890 (__TEXT,__text) external _pkt_subtype_assert_fail
000000018037d8b8 (__TEXT,__text) external _pkt_type_assert_fail
000000018037c430 (__TEXT,__text) external _poll
00000001803798ac (__TEXT,__text) external _poll$NOCANCEL
000000018037d7b8 (__TEXT,__text) non-external _port_for_id_internal
0000000180380b68 (__TEXT,__text) external _port_obj_init
000000018246f928 (__DATA,__common) external _port_obj_table
000000018246f880 (__DATA,__data) external _port_obj_table_size
000000018037bd50 (__TEXT,__text) external _posix_madvise
0000000180385858 (__TEXT,__text) external _posix_spawn
0000000180384350 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
0000000180384920 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
0000000180384a58 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00000001803847e8 (__TEXT,__text) external _posix_spawn_file_actions_addclose
0000000180384878 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
0000000180384b14 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00000001803849c8 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
000000018038465c (__TEXT,__text) external _posix_spawn_file_actions_addopen
00000001803845d4 (__TEXT,__text) external _posix_spawn_file_actions_destroy
000000018038453c (__TEXT,__text) external _posix_spawn_file_actions_init
0000000180383a30 (__TEXT,__text) external _posix_spawnattr_destroy
0000000180384270 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
0000000180385158 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
0000000180385114 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
0000000180383e04 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
0000000180383d9c (__TEXT,__text) external _posix_spawnattr_getbinpref_np
0000000180384bec (__TEXT,__text) external _posix_spawnattr_getcpumonitor
0000000180383d0c (__TEXT,__text) external _posix_spawnattr_getflags
0000000180384d84 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
0000000180383e78 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
0000000180383d54 (__TEXT,__text) external _posix_spawnattr_getpgroup
0000000180383e9c (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
0000000180383d30 (__TEXT,__text) external _posix_spawnattr_getsigdefault
0000000180383d78 (__TEXT,__text) external _posix_spawnattr_getsigmask
000000018038392c (__TEXT,__text) external _posix_spawnattr_init
0000000180384298 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00000001803842e0 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00000001803842c0 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
0000000180384300 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
000000018038535c (__TEXT,__text) external _posix_spawnattr_set_csm_np
0000000180385138 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
0000000180385778 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
0000000180385478 (__TEXT,__text) external _posix_spawnattr_set_gid_np
0000000180385540 (__TEXT,__text) external _posix_spawnattr_set_groups_np
0000000180384c64 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
0000000180385798 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00000001803a9ae8 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
0000000180385838 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
0000000180385648 (__TEXT,__text) external _posix_spawnattr_set_login_np
0000000180385318 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
000000018038527c (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00000001803852b0 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
000000018038517c (__TEXT,__text) external _posix_spawnattr_set_persona_np
000000018038524c (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
0000000180384250 (__TEXT,__text) external _posix_spawnattr_set_platform_np
0000000180385758 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
0000000180384d7c (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00000001803850e4 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
0000000180384cf0 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00000001803840e0 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
0000000180384c44 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00000001803853b4 (__TEXT,__text) external _posix_spawnattr_set_uid_np
0000000180383fcc (__TEXT,__text) external _posix_spawnattr_setarchpref_np
0000000180384504 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
0000000180383f28 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
0000000180385000 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
0000000180384bcc (__TEXT,__text) external _posix_spawnattr_setcpumonitor
0000000180384ba4 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00000001803840b4 (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00000001803844d0 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
0000000180383cec (__TEXT,__text) external _posix_spawnattr_setflags
0000000180384c18 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
0000000180384e44 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
0000000180385338 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
0000000180384074 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
0000000180383ee4 (__TEXT,__text) external _posix_spawnattr_setpgroup
0000000180384094 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
0000000180383ec0 (__TEXT,__text) external _posix_spawnattr_setsigdefault
0000000180383f04 (__TEXT,__text) external _posix_spawnattr_setsigmask
0000000180384320 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
000000018037c45c (__TEXT,__text) external _pread
0000000180379904 (__TEXT,__text) external _pread$NOCANCEL
000000018037c488 (__TEXT,__text) external _preadv
0000000180379930 (__TEXT,__text) external _preadv$NOCANCEL
00000001803830f0 (__TEXT,__text) non-external _prepare_times_array_and_attrs
00000001803826b4 (__TEXT,__text) external _proc_clear_cpulimits
00000001803829c4 (__TEXT,__text) external _proc_clear_delayidlesleep
0000000180382114 (__TEXT,__text) external _proc_clear_dirty
00000001803828a4 (__TEXT,__text) external _proc_clear_vmpressure
0000000180381e90 (__TEXT,__text) external _proc_current_thread_schedinfo
0000000180382898 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00000001803828a0 (__TEXT,__text) external _proc_denap_assertion_complete
0000000180382a24 (__TEXT,__text) external _proc_disable_apptype
0000000180382398 (__TEXT,__text) external _proc_disable_cpumon
00000001803825cc (__TEXT,__text) external _proc_disable_wakemon
0000000180382714 (__TEXT,__text) external _proc_donate_importance_boost
0000000180382a98 (__TEXT,__text) external _proc_enable_apptype
00000001803822b0 (__TEXT,__text) external _proc_get_cpumon_params
0000000180382098 (__TEXT,__text) external _proc_get_dirty
0000000180382548 (__TEXT,__text) external _proc_get_wakemon_params
000000018038276c (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
0000000180382824 (__TEXT,__text) external _proc_importance_assertion_complete
0000000180381cd0 (__TEXT,__text) external _proc_kmsgbuf
0000000180381f3c (__TEXT,__text) external _proc_libversion
000000018038261c (__TEXT,__text) external _proc_list_dynkqueueids
0000000180382600 (__TEXT,__text) external _proc_list_uptrs
0000000180381850 (__TEXT,__text) external _proc_listallpids
00000001803818c8 (__TEXT,__text) external _proc_listchildpids
0000000180381994 (__TEXT,__text) external _proc_listcoalitions
000000018038188c (__TEXT,__text) external _proc_listpgrppids
0000000180381818 (__TEXT,__text) external _proc_listpids
000000018038c69c (__TEXT,__text) external _proc_listpidspath
0000000180381af8 (__TEXT,__text) external _proc_name
00000001803819cc (__TEXT,__text) external _proc_pid_rusage
0000000180381aa4 (__TEXT,__text) external _proc_piddynkqueueinfo
0000000180381a34 (__TEXT,__text) external _proc_pidfdinfo
0000000180381a6c (__TEXT,__text) external _proc_pidfileportinfo
0000000180381904 (__TEXT,__text) external _proc_pidinfo
000000018038193c (__TEXT,__text) external _proc_pidoriginatorinfo
0000000180381d08 (__TEXT,__text) external _proc_pidpath
0000000180381dc8 (__TEXT,__text) external _proc_pidpath_audittoken
0000000180381bd4 (__TEXT,__text) external _proc_regionfilename
00000001803826a8 (__TEXT,__text) external _proc_reset_footprint_interval
0000000180382378 (__TEXT,__text) external _proc_resume_cpumon
000000018037c4b4 (__TEXT,__text) external _proc_rlimit_control
000000018038232c (__TEXT,__text) external _proc_set_cpumon_defaults
0000000180382264 (__TEXT,__text) external _proc_set_cpumon_params
00000001803823e4 (__TEXT,__text) external _proc_set_cpumon_params_fatal
0000000180382bdc (__TEXT,__text) external _proc_set_csm
0000000180382964 (__TEXT,__text) external _proc_set_delayidlesleep
0000000180382038 (__TEXT,__text) external _proc_set_dirty
0000000180382b14 (__TEXT,__text) external _proc_set_no_smt
0000000180382904 (__TEXT,__text) external _proc_set_owner_vmpressure
0000000180382598 (__TEXT,__text) external _proc_set_wakemon_defaults
0000000180382514 (__TEXT,__text) external _proc_set_wakemon_params
0000000180382638 (__TEXT,__text) external _proc_setcpu_percentage
0000000180381f5c (__TEXT,__text) external _proc_setpcontrol
00000001803819e8 (__TEXT,__text) external _proc_setthread_cpupercent
0000000180382ca4 (__TEXT,__text) external _proc_setthread_csm
0000000180382b78 (__TEXT,__text) external _proc_setthread_no_smt
0000000180382b0c (__TEXT,__text) external _proc_suppress
0000000180382174 (__TEXT,__text) external _proc_terminate
00000001803821f0 (__TEXT,__text) external _proc_terminate_all_rsr
000000018037c4e0 (__TEXT,__text) external _proc_trace_log
0000000180381fd8 (__TEXT,__text) external _proc_track_dirty
0000000180381adc (__TEXT,__text) external _proc_udata_info
000000018037c50c (__TEXT,__text) external _proc_uuid_policy
000000018039c658 (__TEXT,__text) external _processor_assign
000000018039c4f4 (__TEXT,__text) external _processor_control
000000018039c1cc (__TEXT,__text) external _processor_exit
000000018039c78c (__TEXT,__text) external _processor_get_assignment
000000018039c2e0 (__TEXT,__text) external _processor_info
000000018039332c (__TEXT,__text) external _processor_set_create
00000001803931cc (__TEXT,__text) external _processor_set_default
000000018039b27c (__TEXT,__text) external _processor_set_destroy
000000018039bd18 (__TEXT,__text) external _processor_set_info
000000018039b394 (__TEXT,__text) external _processor_set_max_priority
000000018039ba10 (__TEXT,__text) external _processor_set_policy_control
000000018039b5dc (__TEXT,__text) external _processor_set_policy_disable
000000018039b4b8 (__TEXT,__text) external _processor_set_policy_enable
000000018039bb88 (__TEXT,__text) external _processor_set_stack_usage
000000018039b0a0 (__TEXT,__text) external _processor_set_statistics
000000018039b700 (__TEXT,__text) external _processor_set_tasks
000000018039bf20 (__TEXT,__text) external _processor_set_tasks_with_flavor
000000018039b888 (__TEXT,__text) external _processor_set_threads
000000018039c0b8 (__TEXT,__text) external _processor_start
000000018038a32c (__TEXT,__text) external _pselect
000000018038c318 (__TEXT,__text) external _pselect$DARWIN_EXTSN
0000000180380eb4 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
000000018038a4ec (__TEXT,__text) external _pselect$NOCANCEL
0000000180378c94 (__TEXT,__text) external _pthread_getugid_np
000000018037a38c (__TEXT,__text) external _pthread_setugid_np
0000000180379da8 (__TEXT,__text) external _ptrace
000000018037c538 (__TEXT,__text) external _pwrite
0000000180379de0 (__TEXT,__text) external _pwrite$NOCANCEL
000000018037c564 (__TEXT,__text) external _pwritev
0000000180379e0c (__TEXT,__text) external _pwritev$NOCANCEL
00000001803807e0 (__TEXT,__text) external _quota
000000018037c590 (__TEXT,__text) external _quotactl
000000018037c5bc (__TEXT,__text) external _read
0000000180379e38 (__TEXT,__text) external _read$NOCANCEL
000000018037c5e8 (__TEXT,__text) external _readlink
000000018037c614 (__TEXT,__text) external _readlinkat
000000018037c640 (__TEXT,__text) external _readv
0000000180379e64 (__TEXT,__text) external _readv$NOCANCEL
000000018037d120 (__TEXT,__text) non-external _reallocf
000000018037ee34 (__TEXT,__text) external _reboot
000000018037ee3c (__TEXT,__text) external _reboot_np
000000018038a2f4 (__TEXT,__text) external _record_system_event_as_kernel
0000000180379ee8 (__TEXT,__text) external _recvfrom
0000000180379f14 (__TEXT,__text) external _recvfrom$NOCANCEL
0000000180379f40 (__TEXT,__text) external _recvmsg
0000000180379f6c (__TEXT,__text) external _recvmsg$NOCANCEL
000000018037c66c (__TEXT,__text) external _recvmsg_x
000000018037c698 (__TEXT,__text) external _register_uexc_handler
000000018037c6c4 (__TEXT,__text) external _removexattr
000000018038c2c4 (__TEXT,__text) external _rename
00000001803836f0 (__TEXT,__text) external _rename_ext
000000018037efd4 (__TEXT,__text) external _renameat
0000000180383684 (__TEXT,__text) external _renameatx_np
00000001803836b0 (__TEXT,__text) external _renamex_np
000000018037c6f0 (__TEXT,__text) external _revoke
000000018038bae8 (__TEXT,__text) external _rmdir
000000018037c71c (__TEXT,__text) external _searchfs
000000018038a2f8 (__TEXT,__text) external _select
000000018037a048 (__TEXT,__text) external _select$DARWIN_EXTSN
000000018037a074 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
000000018038a4b8 (__TEXT,__text) external _select$NOCANCEL
000000018037c748 (__TEXT,__text) external _sem_close
0000000180389a9c (__TEXT,__text) external _sem_destroy
0000000180389ac4 (__TEXT,__text) external _sem_getvalue
0000000180389aec (__TEXT,__text) external _sem_init
00000001803782c4 (__TEXT,__text) external _sem_open
000000018037c774 (__TEXT,__text) external _sem_post
000000018037c7a0 (__TEXT,__text) external _sem_trywait
000000018037c7cc (__TEXT,__text) external _sem_unlink
000000018037c7f8 (__TEXT,__text) external _sem_wait
000000018037a0cc (__TEXT,__text) external _sem_wait$NOCANCEL
000000018039ecf8 (__TEXT,__text) external _semaphore_create
000000018039ee64 (__TEXT,__text) external _semaphore_destroy
0000000180380bcc (__TEXT,__text) external _semaphore_signal
0000000180380bd0 (__TEXT,__text) external _semaphore_signal_all
0000000180377ea4 (__TEXT,__text) external _semaphore_signal_all_trap
0000000180380bd4 (__TEXT,__text) external _semaphore_signal_thread
0000000180377eb0 (__TEXT,__text) external _semaphore_signal_thread_trap
0000000180377e98 (__TEXT,__text) external _semaphore_signal_trap
0000000180380bdc (__TEXT,__text) external _semaphore_timedwait
0000000180380be8 (__TEXT,__text) external _semaphore_timedwait_signal
0000000180377ee0 (__TEXT,__text) external _semaphore_timedwait_signal_trap
0000000180377ed4 (__TEXT,__text) external _semaphore_timedwait_trap
0000000180380bd8 (__TEXT,__text) external _semaphore_wait
0000000180380be4 (__TEXT,__text) external _semaphore_wait_signal
0000000180377ec8 (__TEXT,__text) external _semaphore_wait_signal_trap
0000000180377ebc (__TEXT,__text) external _semaphore_wait_trap
0000000180378348 (__TEXT,__text) external _semctl
000000018037c824 (__TEXT,__text) external _semget
000000018037c850 (__TEXT,__text) external _semop
0000000180378324 (__TEXT,__text) external _semsys
000000018037c87c (__TEXT,__text) external _sendfile
000000018037a1a8 (__TEXT,__text) external _sendmsg
000000018037a1d4 (__TEXT,__text) external _sendmsg$NOCANCEL
000000018037c8a8 (__TEXT,__text) external _sendmsg_x
000000018037a200 (__TEXT,__text) external _sendto
000000018037a22c (__TEXT,__text) external _sendto$NOCANCEL
000000018037a258 (__TEXT,__text) external _setattrlist
000000018037c8d4 (__TEXT,__text) external _setattrlistat
000000018038e594 (__TEXT,__text) external _setaudit
000000018037c900 (__TEXT,__text) external _setaudit_addr
000000018037c92c (__TEXT,__text) external _setauid
000000018037c958 (__TEXT,__text) external _setegid
000000018037c984 (__TEXT,__text) external _seteuid
000000018037c9b0 (__TEXT,__text) external _setgid
000000018037c9dc (__TEXT,__text) external _setgroups
0000000180380e1c (__TEXT,__text) external _setiopolicy_np
000000018037ca08 (__TEXT,__text) external _setitimer
000000018037ca34 (__TEXT,__text) external _setpgid
0000000180385cec (__TEXT,__text) external _setpriority
000000018037ca60 (__TEXT,__text) external _setprivexec
0000000180380810 (__TEXT,__text) external _setquota
000000018037a2dc (__TEXT,__text) external _setregid
000000018037a308 (__TEXT,__text) external _setreuid
000000018038a678 (__TEXT,__text) external _setrlimit
000000018037a360 (__TEXT,__text) external _setsgroups_np
000000018037ca8c (__TEXT,__text) external _setsid
000000018037cab8 (__TEXT,__text) external _setsockopt
000000018037cae4 (__TEXT,__text) external _setuid
000000018037a410 (__TEXT,__text) external _setwgroups_np
000000018037cb10 (__TEXT,__text) external _setxattr
00000001803862c4 (__TEXT,__text) external _sfi_get_class_offtime
00000001803862ec (__TEXT,__text) external _sfi_process_get_flags
00000001803862d8 (__TEXT,__text) external _sfi_process_set_flags
00000001803862b0 (__TEXT,__text) external _sfi_set_class_offtime
00000001803782e4 (__TEXT,__text) external _shm_open
000000018037cb3c (__TEXT,__text) external _shm_unlink
000000018037cb68 (__TEXT,__text) external _shmat
000000018037a518 (__TEXT,__text) external _shmctl
000000018037cb94 (__TEXT,__text) external _shmdt
000000018037cbc0 (__TEXT,__text) external _shmget
0000000180378368 (__TEXT,__text) external _shmsys
000000018037cbec (__TEXT,__text) external _shutdown
000000018037cc18 (__TEXT,__text) external _sigpending
000000018037cc44 (__TEXT,__text) external _sigprocmask
000000018038ba48 (__TEXT,__text) external _sigsuspend
000000018038a680 (__TEXT,__text) external _sigsuspend$NOCANCEL
000000018037cc70 (__TEXT,__text) external _socket
000000018037cc9c (__TEXT,__text) external _socket_delegate
000000018037a678 (__TEXT,__text) external _socketpair
0000000180385aec (__TEXT,__text) external _stackshot_capture_with_config
0000000180385a2c (__TEXT,__text) external _stackshot_config_create
0000000180385c50 (__TEXT,__text) external _stackshot_config_dealloc
0000000180385bf8 (__TEXT,__text) external _stackshot_config_dealloc_buffer
0000000180385b60 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
0000000180385b6c (__TEXT,__text) external _stackshot_config_get_stackshot_size
0000000180385bac (__TEXT,__text) external _stackshot_config_set_delta_timestamp
0000000180385ad0 (__TEXT,__text) external _stackshot_config_set_flags
0000000180385bd0 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
0000000180385ab4 (__TEXT,__text) external _stackshot_config_set_pid
0000000180385b88 (__TEXT,__text) external _stackshot_config_set_size_hint
000000018037ccc8 (__TEXT,__text) external _stat
000000018037ccc8 (__TEXT,__text) external _stat64
