00007ff8400b8e00 (__DATA,__data) external _NDR_record
00007ff800bd65ba (__TEXT,__text) external _mach_vm_remap
00007ff800bd6648 (__TEXT,__text) external _mach_vm_remap_new
00007ff800bd944d (__TEXT,__text) external _mach_vm_wire
00007ff800bdfe83 (__TEXT,__text) external _mach_vm_write
00007ff800bed95f (__TEXT,__text) external _mach_voucher_attr_command
00007ff800bca36d (__TEXT,__text) external _mach_voucher_deallocate
00007ff800bedba4 (__TEXT,__text) external _mach_voucher_debug_info
00007ff800bed77f (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff800bed3cd (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff800bd62ef (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff800bc4280 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff800bc42bc (__TEXT,__text) external _mach_wait_until
00007ff800bdb56c (__TEXT,__text) external _mach_zone_force_gc
00007ff800bdc335 (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff800bdc1e6 (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff800bdb3ea (__TEXT,__text) external _mach_zone_info
00007ff800bdbff4 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff800bdbe86 (__TEXT,__text) external _mach_zone_info_for_zone
00007ff800bc4238 (__TEXT,__text) external _macx_backing_store_recovery
00007ff800bc422c (__TEXT,__text) external _macx_backing_store_suspend
00007ff800bc4208 (__TEXT,__text) external _macx_swapoff
00007ff800bc41fc (__TEXT,__text) external _macx_swapon
00007ff800bc4220 (__TEXT,__text) external _macx_triggers
00007ff800bc67fc (__TEXT,__text) external _madvise
00007ff8400b8e60 (__DATA,__bss) non-external _master_host_port
00007ff800bc72ed (__TEXT,__text) non-external _memcpy
00007ff800bc6814 (__TEXT,__text) external _memorystatus_control
00007ff800bc682c (__TEXT,__text) external _memorystatus_get_level
00007ff800bc72fb (__TEXT,__text) non-external _memset
00007ff800bca3f9 (__TEXT,__text) external _mig_allocate
00007ff800bca5bf (__TEXT,__text) external _mig_dealloc_reply_port
00007ff800bd5f75 (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff800bca441 (__TEXT,__text) external _mig_deallocate
00007ff800bca552 (__TEXT,__text) external _mig_get_reply_port
00007ff800bd5f4f (__TEXT,__text) external _mig_get_special_reply_port
00007ff800bca626 (__TEXT,__text) external _mig_put_reply_port
00007ff800bca51f (__TEXT,__text) external _mig_reply_setup
00007ff800bca627 (__TEXT,__text) external _mig_strncpy
00007ff800bca65a (__TEXT,__text) external _mig_strncpy_zerofill
00007ff800bc6844 (__TEXT,__text) external _mincore
00007ff800bc685c (__TEXT,__text) external _minherit
00007ff800bc42e0 (__TEXT,__text) external _mk_timer_arm
00007ff800bc42f8 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff800bc42ec (__TEXT,__text) external _mk_timer_cancel
00007ff800bc42c8 (__TEXT,__text) external _mk_timer_create
00007ff800bc42d4 (__TEXT,__text) external _mk_timer_destroy
00007ff800bc6874 (__TEXT,__text) external _mkdir
00007ff800bc688c (__TEXT,__text) external _mkdirat
00007ff800bc68a4 (__TEXT,__text) external _mkfifo
00007ff800bc68bc (__TEXT,__text) external _mkfifoat
00007ff800bc68d4 (__TEXT,__text) external _mknod
00007ff800bc68ec (__TEXT,__text) external _mknodat
00007ff800bc6904 (__TEXT,__text) external _mlock
00007ff800bc691c (__TEXT,__text) external _mlockall
00007ff800bd279d (__TEXT,__text) external _mmap
00007ff800bc6934 (__TEXT,__text) external _mount
00007ff800bc5174 (__TEXT,__text) external _mprotect
00007ff800bc694c (__TEXT,__text) external _mremap_encrypted
00007ff800bca7a0 (__TEXT,__text) external _msg_receive
00007ff800bca794 (__TEXT,__text) external _msg_rpc
00007ff800bca79a (__TEXT,__text) external _msg_send
00007ff800bc518c (__TEXT,__text) external _msgctl
00007ff800bc6964 (__TEXT,__text) external _msgget
00007ff800bc697c (__TEXT,__text) external _msgrcv
00007ff800bc51a4 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff800bc6994 (__TEXT,__text) external _msgsnd
00007ff800bc51bc (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff800bc51d4 (__TEXT,__text) external _msgsys
00007ff800bc51ec (__TEXT,__text) external _msync
00007ff800bc5204 (__TEXT,__text) external _msync$NOCANCEL
00007ff800bc69ac (__TEXT,__text) external _munlock
00007ff800bc69c4 (__TEXT,__text) external _munlockall
00007ff800bd6d4c (__TEXT,__text) external _munmap
00007ff800bc69dc (__TEXT,__text) external _necp_client_action
00007ff800bc69f4 (__TEXT,__text) external _necp_match_policy
00007ff800bc6a0c (__TEXT,__text) external _necp_open
00007ff800bc6a24 (__TEXT,__text) external _necp_session_action
00007ff800bc6a3c (__TEXT,__text) external _necp_session_open
00007ff800bc6a54 (__TEXT,__text) external _net_qos_guideline
00007ff800bc6a6c (__TEXT,__text) external _netagent_trigger
00007ff800be2fbb (__TEXT,__text) external _netname_check_in
00007ff800be33db (__TEXT,__text) external _netname_check_out
00007ff800be3167 (__TEXT,__text) external _netname_look_up
00007ff800be357d (__TEXT,__text) external _netname_version
00007ff800bcc81d (__TEXT,__text) external _nfsclnt
00007ff800bc6a84 (__TEXT,__text) external _nfssvc
00007ff8400b8df0 (__DATA,__data) external _non_boost_assertion_token
00007ff8400b8de8 (__DATA,__data) external _normal_boost_assertion_token
00007ff800bc6a9c (__TEXT,__text) external _ntp_adjtime
00007ff800bc6ab4 (__TEXT,__text) external _ntp_gettime
00007ff800bc6acc (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff800bd41be (__TEXT,__text) external _open
00007ff800bcc885 (__TEXT,__text) external _open$NOCANCEL
00007ff800bd4e75 (__TEXT,__text) external _open_dprotected_np
00007ff800bd427d (__TEXT,__text) external _openat
00007ff800bcc944 (__TEXT,__text) external _openat$NOCANCEL
00007ff800bd5028 (__TEXT,__text) external _openat_authenticated_np
00007ff800bd4f4e (__TEXT,__text) external _openat_dprotected_np
00007ff800bc6ae4 (__TEXT,__text) external _openbyid_np
00007ff800bc8932 (__TEXT,__text) external _os_buflet_get_data_address
00007ff800bc8919 (__TEXT,__text) external _os_buflet_get_data_length
00007ff800bc8937 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff800bc8915 (__TEXT,__text) external _os_buflet_get_data_offset
00007ff800bc8929 (__TEXT,__text) external _os_buflet_get_object_address
00007ff800bc892e (__TEXT,__text) external _os_buflet_get_object_limit
00007ff800bc8923 (__TEXT,__text) external _os_buflet_set_data_length
00007ff800bc891d (__TEXT,__text) external _os_buflet_set_data_offset
00007ff800bd03d6 (__TEXT,__text) external _os_channel_advance_slot
00007ff800bd0d11 (__TEXT,__text) external _os_channel_attr_clone
00007ff800bd0ccc (__TEXT,__text) external _os_channel_attr_create
00007ff800bd0ecf (__TEXT,__text) external _os_channel_attr_destroy
00007ff800bd1040 (__TEXT,__text) external _os_channel_attr_get
00007ff800bd11a4 (__TEXT,__text) external _os_channel_attr_get_key
00007ff800bd0f1d (__TEXT,__text) external _os_channel_attr_set
00007ff800bd0dd7 (__TEXT,__text) external _os_channel_attr_set_key
00007ff800bd039e (__TEXT,__text) external _os_channel_available_slot_count
00007ff800bd2428 (__TEXT,__text) external _os_channel_buflet_alloc
00007ff800bd1e7c (__TEXT,__text) external _os_channel_buflet_free
00007ff800bd2403 (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff800bd010c (__TEXT,__text) external _os_channel_create
00007ff800bcf6ce (__TEXT,__text) external _os_channel_create_extended
00007ff800bd0248 (__TEXT,__text) external _os_channel_destroy
00007ff800bd237d (__TEXT,__text) external _os_channel_event_free
00007ff800bd5c7c (__TEXT,__text) external _os_channel_event_get_event_data
00007ff800bd5bd3 (__TEXT,__text) external _os_channel_event_get_next_event
00007ff800bd0a07 (__TEXT,__text) external _os_channel_flow_admissible
00007ff800bd0b6a (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff800bd09ec (__TEXT,__text) external _os_channel_get_advisory_region
00007ff800bd011b (__TEXT,__text) external _os_channel_get_fd
00007ff800bd2382 (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff800bd1fca (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff800bd0427 (__TEXT,__text) external _os_channel_get_next_slot
00007ff800bd098a (__TEXT,__text) external _os_channel_get_stats_region
00007ff800bcfed5 (__TEXT,__text) non-external _os_channel_info2attr
00007ff800bd0011 (__TEXT,__text) non-external _os_channel_init_ring
00007ff800bd02a6 (__TEXT,__text) external _os_channel_is_defunct
00007ff800bd15e6 (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff800bd1201 (__TEXT,__text) external _os_channel_packet_alloc
00007ff800bd1208 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff800bd15f0 (__TEXT,__text) external _os_channel_packet_free
00007ff800bd19a5 (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff800bd037d (__TEXT,__text) external _os_channel_pending
00007ff800bd1c3c (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff800bd011e (__TEXT,__text) external _os_channel_read_attr
00007ff800bd0207 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff800bd02b3 (__TEXT,__text) external _os_channel_ring_id
00007ff800bd0395 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff800bd038c (__TEXT,__text) external _os_channel_ring_sync_time
00007ff800bd0335 (__TEXT,__text) external _os_channel_rx_ring
00007ff800bd0794 (__TEXT,__text) external _os_channel_set_slot_properties
00007ff800bd173b (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff800bd1866 (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff800bd0874 (__TEXT,__text) external _os_channel_slot_get_packet
00007ff800bd0229 (__TEXT,__text) external _os_channel_sync
00007ff800bd0300 (__TEXT,__text) external _os_channel_tx_ring
00007ff800bd015e (__TEXT,__text) external _os_channel_write_attr
00007ff800bc88e8 (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff800bc4310 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff800bd4aaa (__TEXT,__text) external _os_cpu_in_cksum
00007ff800bd4ba2 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff800bc6afc (__TEXT,__text) external _os_fault_with_payload
00007ff800bc88e3 (__TEXT,__text) external _os_inet_checksum
00007ff800bd30af (__TEXT,__text) external _os_nexus_attr_clone
00007ff800bd306a (__TEXT,__text) external _os_nexus_attr_create
00007ff800bd3348 (__TEXT,__text) external _os_nexus_attr_destroy
00007ff800bd3228 (__TEXT,__text) external _os_nexus_attr_get
00007ff800bd310b (__TEXT,__text) external _os_nexus_attr_set
00007ff800bd3a2c (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff800bd36ea (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff800bd370b (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff800bd335b (__TEXT,__text) external _os_nexus_controller_create
00007ff800bd36de (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff800bd3d43 (__TEXT,__text) external _os_nexus_controller_destroy
00007ff800bd36ff (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff800bd33f4 (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff800bd3bdb (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff800bd3850 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff800bd33f7 (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff800bd3b66 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff800bd37ea (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff800bd403e (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff800bc87c2 (__TEXT,__text) external _os_packet_add_buflet
00007ff800bc7e00 (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff800bc7ef5 (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff800bc8859 (__TEXT,__text) external _os_packet_decrement_use_count
00007ff800bc863f (__TEXT,__text) external _os_packet_finalize
00007ff800bc8878 (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff800bc857d (__TEXT,__text) external _os_packet_get_buflet_count
00007ff800bc7cd5 (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff800bc8575 (__TEXT,__text) external _os_packet_get_data_length
00007ff800bc7fd6 (__TEXT,__text) external _os_packet_get_expire_time
00007ff800bc8076 (__TEXT,__text) external _os_packet_get_expiry_action
00007ff800bc7e7b (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff800bc7fa2 (__TEXT,__text) external _os_packet_get_group_end
00007ff800bc7f37 (__TEXT,__text) external _os_packet_get_group_start
00007ff800bc788b (__TEXT,__text) external _os_packet_get_headroom
00007ff800bc7e32 (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff800bc84b5 (__TEXT,__text) external _os_packet_get_keep_alive
00007ff800bc7952 (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff800bc7a11 (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff800bc78f6 (__TEXT,__text) external _os_packet_get_link_header_length
00007ff800bc79b1 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff800bc85a9 (__TEXT,__text) external _os_packet_get_next_buflet
00007ff800bc8289 (__TEXT,__text) external _os_packet_get_packetid
00007ff800bc8612 (__TEXT,__text) external _os_packet_get_segment_count
00007ff800bc7c29 (__TEXT,__text) external _os_packet_get_service_class
00007ff800bc8118 (__TEXT,__text) external _os_packet_get_token
00007ff800bc893b (__TEXT,__text) external _os_packet_get_trace_id
00007ff800bc7d3d (__TEXT,__text) external _os_packet_get_traffic_class
00007ff800bc7b42 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff800bc7a76 (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff800bc7adc (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff800bc850a (__TEXT,__text) external _os_packet_get_truncated
00007ff800bc8434 (__TEXT,__text) external _os_packet_get_vlan_id
00007ff800bc843c (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff800bc83dc (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff800bc84a6 (__TEXT,__text) external _os_packet_get_wake_flag
00007ff800bc883c (__TEXT,__text) external _os_packet_increment_use_count
00007ff800bc8442 (__TEXT,__text) external _os_packet_set_app_metadata
00007ff800bc7ca7 (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff800bc8023 (__TEXT,__text) external _os_packet_set_expire_time
00007ff800bc80c2 (__TEXT,__text) external _os_packet_set_expiry_action
00007ff800bc7eb8 (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff800bc7f6b (__TEXT,__text) external _os_packet_set_group_end
00007ff800bc7f00 (__TEXT,__text) external _os_packet_set_group_start
00007ff800bc784d (__TEXT,__text) external _os_packet_set_headroom
00007ff800bc7dc4 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff800bc84c4 (__TEXT,__text) external _os_packet_set_keep_alive
00007ff800bc853e (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff800bc7923 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff800bc79e2 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff800bc78b8 (__TEXT,__text) external _os_packet_set_link_header_length
00007ff800bc7982 (__TEXT,__text) external _os_packet_set_link_multicast
00007ff800bc8315 (__TEXT,__text) external _os_packet_set_packetid
00007ff800bc89d5 (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff800bc7ba8 (__TEXT,__text) external _os_packet_set_service_class
00007ff800bc81c6 (__TEXT,__text) external _os_packet_set_token
00007ff800bc894f (__TEXT,__text) external _os_packet_set_trace_id
00007ff800bc7d1a (__TEXT,__text) external _os_packet_set_traffic_class
00007ff800bc7b75 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff800bc7b0f (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff800bc7a43 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff800bc7aa9 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff800bc8a04 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff800bc88a5 (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff800bc838a (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff800bc897b (__TEXT,__text) external _os_packet_trace_event
00007ff800bcaef1 (__TEXT,__text) external _os_proc_available_memory
00007ff800bca6bf (__TEXT,__text) external _panic
00007ff800bca6b8 (__TEXT,__text) external _panic_init
00007ff800bc6b14 (__TEXT,__text) external _panic_with_data
00007ff800bc6b2c (__TEXT,__text) external _pathconf
00007ff800bc6b44 (__TEXT,__text) external _peeloff
00007ff800bc41e4 (__TEXT,__text) external _pid_for_task
00007ff800bc6b5c (__TEXT,__text) external _pid_hibernate
00007ff800bc6b74 (__TEXT,__text) external _pid_resume
00007ff800bd265b (__TEXT,__text) external _pid_shutdown_networking
00007ff800bc6b8c (__TEXT,__text) external _pid_shutdown_sockets
00007ff800bc6ba4 (__TEXT,__text) external _pid_suspend
00007ff800bc539c (__TEXT,__text) external _pipe
00007ff800bc6bbc (__TEXT,__text) external _pivot_root
00007ff800bc7819 (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff800bc7833 (__TEXT,__text) external _pkt_type_assert_fail
00007ff800bc6bd4 (__TEXT,__text) external _poll
00007ff800bc53b8 (__TEXT,__text) external _poll$NOCANCEL
00007ff800bc776e (__TEXT,__text) non-external _port_for_id_internal
00007ff800bca710 (__TEXT,__text) external _port_obj_init
00007ff8400b8ed8 (__DATA,__common) external _port_obj_table
00007ff8400b8dd8 (__DATA,__data) external _port_obj_table_size
00007ff800bc67fc (__TEXT,__text) external _posix_madvise
00007ff800bceb82 (__TEXT,__text) external _posix_spawn
00007ff800bcd9f4 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff800bcde6e (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff800bcdf62 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff800bcdd7b (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff800bcdde8 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff800bcdff3 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff800bcdef5 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff800bcdc4b (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff800bcdc0e (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff800bcdbab (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff800bcd386 (__TEXT,__text) external _posix_spawnattr_destroy
00007ff800bcd93b (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff800bce62b (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff800bce5f7 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff800bcd5fb (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff800bcd5a8 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff800bce0a2 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff800bcd53f (__TEXT,__text) external _posix_spawnattr_getflags
00007ff800bce22c (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff800bcd65c (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff800bcd574 (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff800bcd676 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff800bcd55a (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff800bcd58e (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff800bcd293 (__TEXT,__text) external _posix_spawnattr_init
00007ff800bcd957 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff800bce9bc (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff800bcd98e (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff800bcd973 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff800bcd9aa (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff800bce7ba (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff800bce613 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff800bcea8b (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff800bce89a (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff800bce8d5 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff800bce106 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff800bceacd (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff800bedff8 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff800bceaac (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00007ff800bceb66 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff800bce946 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff800bce788 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff800bce712 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff800bce73a (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff800bce647 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff800bce6ea (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff800bcd923 (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff800bcea6a (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff800bce1f9 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff800bce5d8 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff800bce181 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff800bcd84a (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff800bce0ee (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff800bce7e8 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff800bcd82e (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00007ff800bcd759 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff800bcdb78 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff800bcd6dc (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff800bce524 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff800bce085 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff800bce060 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff800bcd80c (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff800bcdb44 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff800bcd527 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff800bce0c5 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff800bce300 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff800bce7a1 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff800bcd7dc (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff800bcd6aa (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff800bcd7f4 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff800bcd690 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff800bcd6c2 (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff800bcd9cb (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff800bc6bec (__TEXT,__text) external _pread
00007ff800bc53e8 (__TEXT,__text) external _pread$NOCANCEL
00007ff800bc6c04 (__TEXT,__text) external _preadv
00007ff800bc5400 (__TEXT,__text) external _preadv$NOCANCEL
00007ff800bccb1b (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff800bcc070 (__TEXT,__text) external _proc_clear_cpulimits
00007ff800bcc34c (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff800bcb99b (__TEXT,__text) external _proc_clear_dirty
00007ff800bcc259 (__TEXT,__text) external _proc_clear_vmpressure
00007ff800bcb7b0 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff800bcc24c (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff800bcc254 (__TEXT,__text) external _proc_denap_assertion_complete
00007ff800bcc399 (__TEXT,__text) external _proc_disable_apptype
00007ff800bcbd66 (__TEXT,__text) external _proc_disable_cpumon
00007ff800bcbf9f (__TEXT,__text) external _proc_disable_wakemon
00007ff800bcc0c6 (__TEXT,__text) external _proc_donate_importance_boost
00007ff800bcc3f9 (__TEXT,__text) external _proc_enable_apptype
00007ff800bcbc74 (__TEXT,__text) external _proc_get_cpumon_params
00007ff800bcb940 (__TEXT,__text) external _proc_get_dirty
00007ff800bcbf38 (__TEXT,__text) external _proc_get_wakemon_params
00007ff800bcc120 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff800bcc1d8 (__TEXT,__text) external _proc_importance_assertion_complete
00007ff800bcb650 (__TEXT,__text) external _proc_kmsgbuf
00007ff800bcb839 (__TEXT,__text) external _proc_libversion
00007ff800bcbfe1 (__TEXT,__text) external _proc_list_dynkqueueids
00007ff800bcbfc8 (__TEXT,__text) external _proc_list_uptrs
00007ff800bcb2b6 (__TEXT,__text) external _proc_listallpids
00007ff800bcb320 (__TEXT,__text) external _proc_listchildpids
00007ff800bcb3bc (__TEXT,__text) external _proc_listcoalitions
00007ff800bcb2eb (__TEXT,__text) external _proc_listpgrppids
00007ff800bcb28b (__TEXT,__text) external _proc_listpids
00007ff800bd509a (__TEXT,__text) external _proc_listpidspath
00007ff800bcb4cc (__TEXT,__text) external _proc_name
00007ff800bcb3e7 (__TEXT,__text) external _proc_pid_rusage
00007ff800bcb491 (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff800bcb448 (__TEXT,__text) external _proc_pidfdinfo
00007ff800bcb46d (__TEXT,__text) external _proc_pidfileportinfo
00007ff800bcb355 (__TEXT,__text) external _proc_pidinfo
00007ff800bcb37a (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff800bcb67b (__TEXT,__text) external _proc_pidpath
00007ff800bcb70f (__TEXT,__text) external _proc_pidpath_audittoken
00007ff800bcb59c (__TEXT,__text) external _proc_regionfilename
00007ff800bcc061 (__TEXT,__text) external _proc_reset_footprint_interval
00007ff800bcbd31 (__TEXT,__text) external _proc_resume_cpumon
00007ff800bc6c1c (__TEXT,__text) external _proc_rlimit_control
00007ff800bcbce6 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff800bcbc2a (__TEXT,__text) external _proc_set_cpumon_params
00007ff800bcbdb1 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff800bcc508 (__TEXT,__text) external _proc_set_csm
00007ff800bcc2fc (__TEXT,__text) external _proc_set_delayidlesleep
00007ff800bcb8f6 (__TEXT,__text) external _proc_set_dirty
00007ff800bcc45c (__TEXT,__text) external _proc_set_no_smt
00007ff800bcc2af (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff800bcbf76 (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff800bcbf12 (__TEXT,__text) external _proc_set_wakemon_params
00007ff800bcbffa (__TEXT,__text) external _proc_setcpu_percentage
00007ff800bcb852 (__TEXT,__text) external _proc_setpcontrol
00007ff800bcb3fd (__TEXT,__text) external _proc_setthread_cpupercent
00007ff800bcc5b8 (__TEXT,__text) external _proc_setthread_csm
