00007ff8400c5e10 (__DATA,__data) external _NDR_record
00007ff800d17052 (__TEXT,__text) external _mach_vm_reclaim_ring_capacity
00007ff800d1717c (__TEXT,__text) external _mach_vm_reclaim_ring_copy
00007ff800d17070 (__TEXT,__text) external _mach_vm_reclaim_ring_flush
00007ff800d16b4e (__TEXT,__text) external _mach_vm_reclaim_ring_resize
00007ff800d16be0 (__TEXT,__text) external _mach_vm_reclaim_round_capacity
00007ff800d16dc0 (__TEXT,__text) external _mach_vm_reclaim_try_cancel
00007ff800d16c20 (__TEXT,__text) external _mach_vm_reclaim_try_enter
00007ff800d16fc5 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff800d10274 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting_trap
00007ff800d2ceb0 (__TEXT,__text) external _mach_vm_region
00007ff800d2cc8c (__TEXT,__text) external _mach_vm_region_recurse
00007ff800d22927 (__TEXT,__text) external _mach_vm_remap
00007ff800d229be (__TEXT,__text) external _mach_vm_remap_new
00007ff800d22cf0 (__TEXT,__text) external _mach_vm_tag_describe
00007ff800d22ceb (__TEXT,__text) external _mach_vm_update_pointers_with_remote_tags
00007ff800d2583f (__TEXT,__text) external _mach_vm_wire
00007ff800d2c23c (__TEXT,__text) external _mach_vm_write
00007ff800d3a1c3 (__TEXT,__text) external _mach_voucher_attr_command
00007ff800d15f34 (__TEXT,__text) external _mach_voucher_deallocate
00007ff800d3a412 (__TEXT,__text) external _mach_voucher_debug_info
00007ff800d39fd4 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff800d39bfe (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff800d2264e (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff800d1028c (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff800d102c8 (__TEXT,__text) external _mach_wait_until
00007ff800d27969 (__TEXT,__text) external _mach_zone_force_gc
00007ff800d28716 (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff800d285c7 (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff800d277e7 (__TEXT,__text) external _mach_zone_info
00007ff800d283d5 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff800d28267 (__TEXT,__text) external _mach_zone_info_for_zone
00007ff800d10238 (__TEXT,__text) external _macx_backing_store_recovery
00007ff800d1022c (__TEXT,__text) external _macx_backing_store_suspend
00007ff800d10208 (__TEXT,__text) external _macx_swapoff
00007ff800d101fc (__TEXT,__text) external _macx_swapon
00007ff800d10220 (__TEXT,__text) external _macx_triggers
00007ff800d12854 (__TEXT,__text) external _madvise
00007ff8400c5f78 (__DATA,__bss) non-external _master_host_port
00007ff800d13345 (__TEXT,__text) non-external _memcpy
00007ff800d1286c (__TEXT,__text) external _memorystatus_control
00007ff800d12884 (__TEXT,__text) external _memorystatus_get_level
00007ff800d13353 (__TEXT,__text) non-external _memset
00007ff800d15fc0 (__TEXT,__text) external _mig_allocate
00007ff800d1618f (__TEXT,__text) external _mig_dealloc_reply_port
00007ff800d222ce (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff800d16008 (__TEXT,__text) external _mig_deallocate
00007ff800d16122 (__TEXT,__text) external _mig_get_reply_port
00007ff800d222a8 (__TEXT,__text) external _mig_get_special_reply_port
00007ff800d161f6 (__TEXT,__text) external _mig_put_reply_port
00007ff800d160ef (__TEXT,__text) external _mig_reply_setup
00007ff800d161f7 (__TEXT,__text) external _mig_strncpy
00007ff800d1622a (__TEXT,__text) external _mig_strncpy_zerofill
00007ff800d1289c (__TEXT,__text) external _mincore
00007ff800d128b4 (__TEXT,__text) external _minherit
00007ff800d102ec (__TEXT,__text) external _mk_timer_arm
00007ff800d10304 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff800d102f8 (__TEXT,__text) external _mk_timer_cancel
00007ff800d102d4 (__TEXT,__text) external _mk_timer_create
00007ff800d102e0 (__TEXT,__text) external _mk_timer_destroy
00007ff800d128cc (__TEXT,__text) external _mkdir
00007ff800d128e4 (__TEXT,__text) external _mkdirat
00007ff800d128fc (__TEXT,__text) external _mkfifo
00007ff800d12914 (__TEXT,__text) external _mkfifoat
00007ff800d1292c (__TEXT,__text) external _mknod
00007ff800d12944 (__TEXT,__text) external _mknodat
00007ff800d1295c (__TEXT,__text) external _mlock
00007ff800d12974 (__TEXT,__text) external _mlockall
00007ff800d1e950 (__TEXT,__text) external _mmap
00007ff800d1298c (__TEXT,__text) external _mount
00007ff800d11184 (__TEXT,__text) external _mprotect
00007ff800d129a4 (__TEXT,__text) external _mremap_encrypted
00007ff800d16378 (__TEXT,__text) external _msg_receive
00007ff800d1636c (__TEXT,__text) external _msg_rpc
00007ff800d16372 (__TEXT,__text) external _msg_send
00007ff800d1119c (__TEXT,__text) external _msgctl
00007ff800d129bc (__TEXT,__text) external _msgget
00007ff800d129d4 (__TEXT,__text) external _msgrcv
00007ff800d111b4 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff800d129ec (__TEXT,__text) external _msgsnd
00007ff800d111cc (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff800d111e4 (__TEXT,__text) external _msgsys
00007ff800d111fc (__TEXT,__text) external _msync
00007ff800d11214 (__TEXT,__text) external _msync$NOCANCEL
00007ff800d12a04 (__TEXT,__text) external _munlock
00007ff800d12a1c (__TEXT,__text) external _munlockall
00007ff800d23109 (__TEXT,__text) external _munmap
00007ff800d12a34 (__TEXT,__text) external _necp_client_action
00007ff800d12a4c (__TEXT,__text) external _necp_match_policy
00007ff800d12a64 (__TEXT,__text) external _necp_open
00007ff800d12a7c (__TEXT,__text) external _necp_session_action
00007ff800d12a94 (__TEXT,__text) external _necp_session_open
00007ff800d12aac (__TEXT,__text) external _net_qos_guideline
00007ff800d12ac4 (__TEXT,__text) external _netagent_trigger
00007ff800d2f75a (__TEXT,__text) external _netname_check_in
00007ff800d2fb7a (__TEXT,__text) external _netname_check_out
00007ff800d2f906 (__TEXT,__text) external _netname_look_up
00007ff800d2fd1c (__TEXT,__text) external _netname_version
00007ff800d18892 (__TEXT,__text) external _nfsclnt
00007ff800d12adc (__TEXT,__text) external _nfssvc
00007ff8400c5e00 (__DATA,__data) external _non_boost_assertion_token
00007ff8400c5df8 (__DATA,__data) external _normal_boost_assertion_token
00007ff800d12af4 (__TEXT,__text) external _ntp_adjtime
00007ff800d12b0c (__TEXT,__text) external _ntp_gettime
00007ff800d12b24 (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff800d2052c (__TEXT,__text) external _open
00007ff800d188fa (__TEXT,__text) external _open$NOCANCEL
00007ff800d211fc (__TEXT,__text) external _open_dprotected_np
00007ff800d205eb (__TEXT,__text) external _openat
00007ff800d189b9 (__TEXT,__text) external _openat$NOCANCEL
00007ff800d213af (__TEXT,__text) external _openat_authenticated_np
00007ff800d212d5 (__TEXT,__text) external _openat_dprotected_np
00007ff800d12b3c (__TEXT,__text) external _openbyid_np
00007ff800d1457f (__TEXT,__text) external _os_buflet_get_data_address
00007ff800d14566 (__TEXT,__text) external _os_buflet_get_data_length
00007ff800d14584 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff800d14562 (__TEXT,__text) external _os_buflet_get_data_offset
00007ff800d14576 (__TEXT,__text) external _os_buflet_get_object_address
00007ff800d1457b (__TEXT,__text) external _os_buflet_get_object_limit
00007ff800d14570 (__TEXT,__text) external _os_buflet_set_data_length
00007ff800d1456a (__TEXT,__text) external _os_buflet_set_data_offset
00007ff800d1c7d6 (__TEXT,__text) external _os_channel_advance_slot
00007ff800d1d055 (__TEXT,__text) external _os_channel_attr_clone
00007ff800d1d010 (__TEXT,__text) external _os_channel_attr_create
00007ff800d1d214 (__TEXT,__text) external _os_channel_attr_destroy
00007ff800d1d378 (__TEXT,__text) external _os_channel_attr_get
00007ff800d1d4d0 (__TEXT,__text) external _os_channel_attr_get_key
00007ff800d1d262 (__TEXT,__text) external _os_channel_attr_set
00007ff800d1d11b (__TEXT,__text) external _os_channel_attr_set_key
00007ff800d1c79e (__TEXT,__text) external _os_channel_available_slot_count
00007ff800d1e59e (__TEXT,__text) external _os_channel_buflet_alloc
00007ff800d1e094 (__TEXT,__text) external _os_channel_buflet_free
00007ff800d1e579 (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff800d1c4fe (__TEXT,__text) external _os_channel_create
00007ff800d1bafe (__TEXT,__text) external _os_channel_create_extended
00007ff800d1c63a (__TEXT,__text) external _os_channel_destroy
00007ff800d1e4f4 (__TEXT,__text) external _os_channel_event_free
00007ff800d21fd5 (__TEXT,__text) external _os_channel_event_get_event_data
00007ff800d21f4b (__TEXT,__text) external _os_channel_event_get_next_event
00007ff800d1cd9f (__TEXT,__text) external _os_channel_flow_admissible
00007ff800d1cec8 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff800d1cecb (__TEXT,__text) external _os_channel_flow_adv_get_feedback
00007ff800d1cd84 (__TEXT,__text) external _os_channel_get_advisory_region
00007ff800d1c50d (__TEXT,__text) external _os_channel_get_fd
00007ff800d1e4f9 (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff800d1e1d8 (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff800d1c825 (__TEXT,__text) external _os_channel_get_next_slot
00007ff800d1cd24 (__TEXT,__text) external _os_channel_get_stats_region
00007ff800d1e75b (__TEXT,__text) external _os_channel_get_upp_buffer_stats
00007ff800d1c2e4 (__TEXT,__text) non-external _os_channel_info2attr
00007ff800d1c406 (__TEXT,__text) non-external _os_channel_init_ring
00007ff800d1c698 (__TEXT,__text) external _os_channel_is_defunct
00007ff800d1d88d (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff800d1d52d (__TEXT,__text) external _os_channel_packet_alloc
00007ff800d1d534 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff800d1d897 (__TEXT,__text) external _os_channel_packet_free
00007ff800d1dc2c (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff800d1c77d (__TEXT,__text) external _os_channel_pending
00007ff800d1de9b (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff800d1c510 (__TEXT,__text) external _os_channel_read_attr
00007ff800d1c5f9 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff800d1c6a5 (__TEXT,__text) external _os_channel_ring_id
00007ff800d1c795 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff800d1c78c (__TEXT,__text) external _os_channel_ring_sync_time
00007ff800d1c72f (__TEXT,__text) external _os_channel_rx_ring
00007ff800d1cb5a (__TEXT,__text) external _os_channel_set_slot_properties
00007ff800d1d9db (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff800d1db02 (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff800d1cc3c (__TEXT,__text) external _os_channel_slot_get_packet
00007ff800d1c61b (__TEXT,__text) external _os_channel_sync
00007ff800d1c6f4 (__TEXT,__text) external _os_channel_tx_ring
00007ff800d1c550 (__TEXT,__text) external _os_channel_write_attr
00007ff800d1452e (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff800d10320 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff800d20e24 (__TEXT,__text) external _os_cpu_in_cksum
00007ff800d20f29 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff800d12b54 (__TEXT,__text) external _os_fault_with_payload
00007ff800d14529 (__TEXT,__text) external _os_inet_checksum
00007ff800d1b1e7 (__TEXT,__text) external _os_log_coprocessor_as_kernel
00007ff800d1b201 (__TEXT,__text) external _os_log_coprocessor_register_as_kernel
00007ff800d1f269 (__TEXT,__text) external _os_nexus_attr_clone
00007ff800d1f224 (__TEXT,__text) external _os_nexus_attr_create
00007ff800d1f422 (__TEXT,__text) external _os_nexus_attr_destroy
00007ff800d1f3ec (__TEXT,__text) external _os_nexus_attr_get
00007ff800d1f2c7 (__TEXT,__text) external _os_nexus_attr_set
00007ff800d1fb16 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff800d1f7c4 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff800d1f7e5 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff800d1f435 (__TEXT,__text) external _os_nexus_controller_create
00007ff800d1f7b8 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff800d20010 (__TEXT,__text) external _os_nexus_controller_destroy
00007ff800d1f7d9 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff800d1f4ce (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff800d1fd94 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff800d1f92a (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff800d1f4d1 (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff800d1fd1f (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff800d1f8c4 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff800d20482 (__TEXT,__text) external _os_nexus_flow_set_connection_idle
00007ff800d2030b (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff800d14472 (__TEXT,__text) external _os_packet_add_buflet
00007ff800d13e8e (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff800d13f3b (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff800d144e7 (__TEXT,__text) external _os_packet_decrement_use_count
00007ff800d1437b (__TEXT,__text) external _os_packet_finalize
00007ff800d14506 (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff800d14331 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff800d13dac (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff800d14329 (__TEXT,__text) external _os_packet_get_data_length
00007ff800d13f8c (__TEXT,__text) external _os_packet_get_expire_time
00007ff800d13fe4 (__TEXT,__text) external _os_packet_get_expiry_action
00007ff800d13ec1 (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff800d13f7c (__TEXT,__text) external _os_packet_get_group_end
00007ff800d13f59 (__TEXT,__text) external _os_packet_get_group_start
00007ff800d13bcc (__TEXT,__text) external _os_packet_get_headroom
00007ff800d13e9c (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff800d142d6 (__TEXT,__text) external _os_packet_get_keep_alive
00007ff800d13bff (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff800d13c2e (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff800d13beb (__TEXT,__text) external _os_packet_get_link_header_length
00007ff800d13c16 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff800d1434b (__TEXT,__text) external _os_packet_get_next_buflet
00007ff800d1416d (__TEXT,__text) external _os_packet_get_packetid
00007ff800d14372 (__TEXT,__text) external _os_packet_get_segment_count
00007ff800d13d25 (__TEXT,__text) external _os_packet_get_service_class
00007ff800d1403e (__TEXT,__text) external _os_packet_get_token
00007ff800d14588 (__TEXT,__text) external _os_packet_get_trace_id
00007ff800d13df0 (__TEXT,__text) external _os_packet_get_traffic_class
00007ff800d13c87 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff800d13c4b (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff800d13c69 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff800d14306 (__TEXT,__text) external _os_packet_get_truncated
00007ff800d1426d (__TEXT,__text) external _os_packet_get_vlan_id
00007ff800d14275 (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff800d1424a (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff800d142ba (__TEXT,__text) external _os_packet_get_wake_flag
00007ff800d144ca (__TEXT,__text) external _os_packet_increment_use_count
00007ff800d1427b (__TEXT,__text) external _os_packet_set_app_metadata
00007ff800d13da2 (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff800d13fb5 (__TEXT,__text) external _os_packet_set_expire_time
00007ff800d1400c (__TEXT,__text) external _os_packet_set_expiry_action
00007ff800d13efe (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff800d13f69 (__TEXT,__text) external _os_packet_set_group_end
00007ff800d13f46 (__TEXT,__text) external _os_packet_set_group_start
00007ff800d13bb6 (__TEXT,__text) external _os_packet_set_headroom
00007ff800d13e76 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff800d142e5 (__TEXT,__text) external _os_packet_set_keep_alive
00007ff800d14316 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff800d13bf4 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff800d13c23 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff800d13bd5 (__TEXT,__text) external _os_packet_set_link_header_length
00007ff800d13c0b (__TEXT,__text) external _os_packet_set_link_multicast
00007ff800d141dd (__TEXT,__text) external _os_packet_set_packetid
00007ff800d145ce (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff800d13ca5 (__TEXT,__text) external _os_packet_set_service_class
00007ff800d140ce (__TEXT,__text) external _os_packet_set_token
00007ff800d14590 (__TEXT,__text) external _os_packet_set_trace_id
00007ff800d13dcd (__TEXT,__text) external _os_packet_set_traffic_class
00007ff800d13c96 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff800d13c78 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff800d13c3c (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff800d13c5a (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff800d145d9 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff800d1450f (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff800d1422e (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff800d142c9 (__TEXT,__text) external _os_packet_set_wake_flag
00007ff800d14598 (__TEXT,__text) external _os_packet_trace_event
00007ff800d16aa0 (__TEXT,__text) external _os_proc_available_memory
00007ff800d16297 (__TEXT,__text) external _panic
00007ff800d16290 (__TEXT,__text) external _panic_init
00007ff800d12b6c (__TEXT,__text) external _panic_with_data
00007ff800d12b84 (__TEXT,__text) external _pathconf
00007ff800d12b9c (__TEXT,__text) external _peeloff
00007ff800d101e4 (__TEXT,__text) external _pid_for_task
00007ff800d12bb4 (__TEXT,__text) external _pid_hibernate
00007ff800d12bcc (__TEXT,__text) external _pid_resume
00007ff800d1e7e9 (__TEXT,__text) external _pid_shutdown_networking
00007ff800d12be4 (__TEXT,__text) external _pid_shutdown_sockets
00007ff800d12bfc (__TEXT,__text) external _pid_suspend
00007ff800d113dc (__TEXT,__text) external _pipe
00007ff800d12c14 (__TEXT,__text) external _pivot_root
00007ff800d12c2c (__TEXT,__text) external _poll
00007ff800d113f8 (__TEXT,__text) external _poll$NOCANCEL
00007ff800d13b0b (__TEXT,__text) non-external _port_for_id_internal
00007ff800d162e8 (__TEXT,__text) external _port_obj_init
00007ff8400c5fe0 (__DATA,__common) external _port_obj_table
00007ff8400c5de8 (__DATA,__data) external _port_obj_table_size
00007ff800d12854 (__TEXT,__text) external _posix_madvise
00007ff800d1af8b (__TEXT,__text) external _posix_spawn
00007ff800d19dcf (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff800d1a24a (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff800d1a34d (__TEXT,__text) external _posix_spawn_file_actions_addchdir
00007ff800d1a348 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff800d1a154 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff800d1a1c1 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff800d1a3e3 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir
00007ff800d1a3de (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff800d1a2db (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff800d1a01f (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff800d19fe2 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff800d19f7a (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff800d1972f (__TEXT,__text) external _posix_spawnattr_destroy
00007ff800d19d16 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff800d1a9c7 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff800d1a993 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff800d199ad (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff800d19951 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff800d1a492 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff800d198e8 (__TEXT,__text) external _posix_spawnattr_getflags
00007ff800d1a61c (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff800d19a0e (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff800d1991d (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff800d19a28 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff800d19903 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff800d19937 (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff800d19635 (__TEXT,__text) external _posix_spawnattr_init
00007ff800d19d32 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff800d1ad67 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff800d1ae78 (__TEXT,__text) external _posix_spawnattr_set_conclavememlimit_ext
00007ff800d19d69 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff800d19d4e (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff800d19d85 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff800d1ab5c (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff800d1a9af (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff800d1ae36 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff800d1ac45 (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff800d1ac80 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff800d1a4f6 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff800d1ae93 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff800d3a990 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff800d1ae57 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00007ff800d1af6f (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff800d1acf1 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff800d1ab2a (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff800d1aab4 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff800d1aadc (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff800d1a9e3 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff800d1aa8c (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff800d19cfe (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff800d1ae15 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff800d1a5e9 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff800d1a96c (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff800d1a571 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff800d19c25 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff800d1a4de (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff800d1ab92 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff800d19bec (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00007ff800d19b14 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff800d19f47 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff800d19a8e (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff800d1a8b6 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff800d1a475 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff800d1a450 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff800d19bc7 (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff800d19f13 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff800d198d0 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff800d1a4b5 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff800d1a6c0 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff800d1ab43 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff800d19b97 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff800d19a5c (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff800d19baf (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff800d19a42 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff800d19a74 (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff800d19da6 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff800d12c44 (__TEXT,__text) external _pread
00007ff800d11428 (__TEXT,__text) external _pread$NOCANCEL
00007ff800d12c5c (__TEXT,__text) external _preadv
00007ff800d11440 (__TEXT,__text) external _preadv$NOCANCEL
00007ff800d18b90 (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff800d180e8 (__TEXT,__text) external _proc_clear_cpulimits
00007ff800d183c4 (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff800d17a0d (__TEXT,__text) external _proc_clear_dirty
00007ff800d182d1 (__TEXT,__text) external _proc_clear_vmpressure
00007ff800d17822 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff800d182c4 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff800d182cc (__TEXT,__text) external _proc_denap_assertion_complete
00007ff800d18411 (__TEXT,__text) external _proc_disable_apptype
00007ff800d17dd8 (__TEXT,__text) external _proc_disable_cpumon
00007ff800d18017 (__TEXT,__text) external _proc_disable_wakemon
00007ff800d1813e (__TEXT,__text) external _proc_donate_importance_boost
00007ff800d18471 (__TEXT,__text) external _proc_enable_apptype
00007ff800d17ce6 (__TEXT,__text) external _proc_get_cpumon_params
00007ff800d179b2 (__TEXT,__text) external _proc_get_dirty
00007ff800d17fb0 (__TEXT,__text) external _proc_get_wakemon_params
00007ff800d18198 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff800d18250 (__TEXT,__text) external _proc_importance_assertion_complete
00007ff800d176c2 (__TEXT,__text) external _proc_kmsgbuf
00007ff800d178ab (__TEXT,__text) external _proc_libversion
00007ff800d18059 (__TEXT,__text) external _proc_list_dynkqueueids
00007ff800d18040 (__TEXT,__text) external _proc_list_uptrs
00007ff800d17322 (__TEXT,__text) external _proc_listallpids
00007ff800d1738c (__TEXT,__text) external _proc_listchildpids
00007ff800d17428 (__TEXT,__text) external _proc_listcoalitions
00007ff800d17357 (__TEXT,__text) external _proc_listpgrppids
00007ff800d172f7 (__TEXT,__text) external _proc_listpids
00007ff800d21420 (__TEXT,__text) external _proc_listpidspath
00007ff800d1753e (__TEXT,__text) external _proc_name
00007ff800d17453 (__TEXT,__text) external _proc_pid_rusage
00007ff800d17503 (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff800d174ba (__TEXT,__text) external _proc_pidfdinfo
00007ff800d174df (__TEXT,__text) external _proc_pidfileportinfo
00007ff800d173c1 (__TEXT,__text) external _proc_pidinfo
00007ff800d173e6 (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff800d176ed (__TEXT,__text) external _proc_pidpath
