00007ffb0844b5c3 (__TEXT,__text) external _CGLGetCurrentContext
00007ffb08446da5 (__TEXT,__text) external _glSamplerParameteriv
00007ffb084431cf (__TEXT,__text) external _glScaled
00007ffb084431e9 (__TEXT,__text) external _glScalef
00007ffb08443203 (__TEXT,__text) external _glScissor
00007ffb08448173 (__TEXT,__text) external _glScissorArrayv
00007ffb08448195 (__TEXT,__text) external _glScissorIndexed
00007ffb084481bc (__TEXT,__text) external _glScissorIndexedv
00007ffb08444948 (__TEXT,__text) external _glSecondaryColor3b
00007ffb08449fb2 (__TEXT,__text) external _glSecondaryColor3bEXT
00007ffb08444969 (__TEXT,__text) external _glSecondaryColor3bv
00007ffb08449fd3 (__TEXT,__text) external _glSecondaryColor3bvEXT
00007ffb08444986 (__TEXT,__text) external _glSecondaryColor3d
00007ffb08449ff0 (__TEXT,__text) external _glSecondaryColor3dEXT
00007ffb084449a0 (__TEXT,__text) external _glSecondaryColor3dv
00007ffb0844a00a (__TEXT,__text) external _glSecondaryColor3dvEXT
00007ffb084449bd (__TEXT,__text) external _glSecondaryColor3f
00007ffb0844a027 (__TEXT,__text) external _glSecondaryColor3fEXT
00007ffb084449d7 (__TEXT,__text) external _glSecondaryColor3fv
00007ffb0844a041 (__TEXT,__text) external _glSecondaryColor3fvEXT
00007ffb084449f4 (__TEXT,__text) external _glSecondaryColor3i
00007ffb0844a05e (__TEXT,__text) external _glSecondaryColor3iEXT
00007ffb08444a15 (__TEXT,__text) external _glSecondaryColor3iv
00007ffb0844a07f (__TEXT,__text) external _glSecondaryColor3ivEXT
00007ffb08444a32 (__TEXT,__text) external _glSecondaryColor3s
00007ffb0844a09c (__TEXT,__text) external _glSecondaryColor3sEXT
00007ffb08444a53 (__TEXT,__text) external _glSecondaryColor3sv
00007ffb0844a0bd (__TEXT,__text) external _glSecondaryColor3svEXT
00007ffb08444a70 (__TEXT,__text) external _glSecondaryColor3ub
00007ffb0844a0da (__TEXT,__text) external _glSecondaryColor3ubEXT
00007ffb08444a91 (__TEXT,__text) external _glSecondaryColor3ubv
00007ffb0844a0fb (__TEXT,__text) external _glSecondaryColor3ubvEXT
00007ffb08444aae (__TEXT,__text) external _glSecondaryColor3ui
00007ffb0844a118 (__TEXT,__text) external _glSecondaryColor3uiEXT
00007ffb08444acf (__TEXT,__text) external _glSecondaryColor3uiv
00007ffb0844a139 (__TEXT,__text) external _glSecondaryColor3uivEXT
00007ffb08444aec (__TEXT,__text) external _glSecondaryColor3us
00007ffb0844a156 (__TEXT,__text) external _glSecondaryColor3usEXT
00007ffb08444b0d (__TEXT,__text) external _glSecondaryColor3usv
00007ffb0844a177 (__TEXT,__text) external _glSecondaryColor3usvEXT
00007ffb08444b2a (__TEXT,__text) external _glSecondaryColorPointer
00007ffb0844a194 (__TEXT,__text) external _glSecondaryColorPointerEXT
00007ffb08443227 (__TEXT,__text) external _glSelectBuffer
00007ffb084440f3 (__TEXT,__text) external _glSeparableFilter2D
00007ffb0844b05e (__TEXT,__text) external _glSetFenceAPPLE
00007ffb08443246 (__TEXT,__text) external _glShadeModel
00007ffb0844768a (__TEXT,__text) external _glShaderBinary
00007ffb08445635 (__TEXT,__text) external _glShaderSource
00007ffb084496a8 (__TEXT,__text) external _glShaderSourceARB
00007ffb08443262 (__TEXT,__text) external _glStencilFunc
00007ffb08445bd6 (__TEXT,__text) external _glStencilFuncSeparate
00007ffb0844b47b (__TEXT,__text) external _glStencilFuncSeparateATI
00007ffb08443283 (__TEXT,__text) external _glStencilMask
00007ffb08445c1e (__TEXT,__text) external _glStencilMaskSeparate
00007ffb0844329f (__TEXT,__text) external _glStencilOp
00007ffb08445bfa (__TEXT,__text) external _glStencilOpSeparate
00007ffb0844b457 (__TEXT,__text) external _glStencilOpSeparateATI
00007ffb0844b2cb (__TEXT,__text) external _glSwapAPPLE
00007ffb0844b096 (__TEXT,__text) external _glTestFenceAPPLE
00007ffb0844b0ce (__TEXT,__text) external _glTestObjectAPPLE
00007ffb084469b8 (__TEXT,__text) external _glTexBuffer
00007ffb084432c0 (__TEXT,__text) external _glTexCoord1d
00007ffb084432da (__TEXT,__text) external _glTexCoord1dv
00007ffb084432f7 (__TEXT,__text) external _glTexCoord1f
00007ffb08443311 (__TEXT,__text) external _glTexCoord1fv
00007ffb0844332e (__TEXT,__text) external _glTexCoord1i
00007ffb0844334a (__TEXT,__text) external _glTexCoord1iv
00007ffb08443367 (__TEXT,__text) external _glTexCoord1s
00007ffb08443383 (__TEXT,__text) external _glTexCoord1sv
00007ffb084433a0 (__TEXT,__text) external _glTexCoord2d
00007ffb084433ba (__TEXT,__text) external _glTexCoord2dv
00007ffb084433d7 (__TEXT,__text) external _glTexCoord2f
00007ffb084433f1 (__TEXT,__text) external _glTexCoord2fv
00007ffb0844340e (__TEXT,__text) external _glTexCoord2i
00007ffb0844342c (__TEXT,__text) external _glTexCoord2iv
00007ffb08443449 (__TEXT,__text) external _glTexCoord2s
00007ffb08443467 (__TEXT,__text) external _glTexCoord2sv
00007ffb08443484 (__TEXT,__text) external _glTexCoord3d
00007ffb0844349e (__TEXT,__text) external _glTexCoord3dv
00007ffb084434bb (__TEXT,__text) external _glTexCoord3f
00007ffb084434d5 (__TEXT,__text) external _glTexCoord3fv
00007ffb084434f2 (__TEXT,__text) external _glTexCoord3i
00007ffb08443513 (__TEXT,__text) external _glTexCoord3iv
00007ffb08443530 (__TEXT,__text) external _glTexCoord3s
00007ffb08443551 (__TEXT,__text) external _glTexCoord3sv
00007ffb0844356e (__TEXT,__text) external _glTexCoord4d
00007ffb08443588 (__TEXT,__text) external _glTexCoord4dv
00007ffb084435a5 (__TEXT,__text) external _glTexCoord4f
00007ffb084435bf (__TEXT,__text) external _glTexCoord4fv
00007ffb084435dc (__TEXT,__text) external _glTexCoord4i
00007ffb08443600 (__TEXT,__text) external _glTexCoord4iv
00007ffb0844361d (__TEXT,__text) external _glTexCoord4s
00007ffb08443641 (__TEXT,__text) external _glTexCoord4sv
00007ffb0844365e (__TEXT,__text) external _glTexCoordPointer
00007ffb08443682 (__TEXT,__text) external _glTexEnvf
00007ffb084436a0 (__TEXT,__text) external _glTexEnvfv
00007ffb084436c2 (__TEXT,__text) external _glTexEnvi
00007ffb084436e3 (__TEXT,__text) external _glTexEnviv
00007ffb08443705 (__TEXT,__text) external _glTexGend
00007ffb08443723 (__TEXT,__text) external _glTexGendv
00007ffb08443745 (__TEXT,__text) external _glTexGenf
00007ffb08443763 (__TEXT,__text) external _glTexGenfv
00007ffb08443785 (__TEXT,__text) external _glTexGeni
00007ffb084437a6 (__TEXT,__text) external _glTexGeniv
00007ffb084437c8 (__TEXT,__text) external _glTexImage1D
00007ffb08443802 (__TEXT,__text) external _glTexImage2D
00007ffb08446bb9 (__TEXT,__text) external _glTexImage2DMultisample
00007ffb08443cd5 (__TEXT,__text) external _glTexImage3D
00007ffb08446bed (__TEXT,__text) external _glTexImage3DMultisample
00007ffb08446719 (__TEXT,__text) external _glTexParameterIiv
00007ffb0844accb (__TEXT,__text) external _glTexParameterIivEXT
00007ffb0844673b (__TEXT,__text) external _glTexParameterIuiv
00007ffb0844aced (__TEXT,__text) external _glTexParameterIuivEXT
00007ffb08443840 (__TEXT,__text) external _glTexParameterf
00007ffb0844385e (__TEXT,__text) external _glTexParameterfv
00007ffb08443880 (__TEXT,__text) external _glTexParameteri
00007ffb084438a1 (__TEXT,__text) external _glTexParameteriv
00007ffb08449df8 (__TEXT,__text) external _glTexStorage1D
00007ffb08449e1c (__TEXT,__text) external _glTexStorage2D
00007ffb08449e43 (__TEXT,__text) external _glTexStorage3D
00007ffb084438c3 (__TEXT,__text) external _glTexSubImage1D
00007ffb084438f3 (__TEXT,__text) external _glTexSubImage2D
00007ffb08443d1f (__TEXT,__text) external _glTexSubImage3D
00007ffb0844b529 (__TEXT,__text) external _glTextureBarrierNV
00007ffb0844afdc (__TEXT,__text) external _glTextureRangeAPPLE
00007ffb08446209 (__TEXT,__text) external _glTransformFeedbackVaryings
00007ffb0844a725 (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
00007ffb08443931 (__TEXT,__text) external _glTranslated
00007ffb0844394b (__TEXT,__text) external _glTranslatef
00007ffb084470b4 (__TEXT,__text) external _glUniform1d
00007ffb08447124 (__TEXT,__text) external _glUniform1dv
00007ffb08445734 (__TEXT,__text) external _glUniform1f
00007ffb08449779 (__TEXT,__text) external _glUniform1fARB
00007ffb0844582e (__TEXT,__text) external _glUniform1fv
00007ffb08449873 (__TEXT,__text) external _glUniform1fvARB
00007ffb084457a4 (__TEXT,__text) external _glUniform1i
00007ffb084497e9 (__TEXT,__text) external _glUniform1iARB
00007ffb084458b6 (__TEXT,__text) external _glUniform1iv
00007ffb084498fb (__TEXT,__text) external _glUniform1ivARB
00007ffb08446607 (__TEXT,__text) external _glUniform1ui
00007ffb0844ab0e (__TEXT,__text) external _glUniform1uiEXT
00007ffb08446691 (__TEXT,__text) external _glUniform1uiv
00007ffb0844ab98 (__TEXT,__text) external _glUniform1uivEXT
00007ffb084470d0 (__TEXT,__text) external _glUniform2d
00007ffb08447146 (__TEXT,__text) external _glUniform2dv
00007ffb08445750 (__TEXT,__text) external _glUniform2f
00007ffb08449795 (__TEXT,__text) external _glUniform2fARB
00007ffb08445850 (__TEXT,__text) external _glUniform2fv
00007ffb08449895 (__TEXT,__text) external _glUniform2fvARB
00007ffb084457c2 (__TEXT,__text) external _glUniform2i
00007ffb08449807 (__TEXT,__text) external _glUniform2iARB
00007ffb084458d8 (__TEXT,__text) external _glUniform2iv
00007ffb0844991d (__TEXT,__text) external _glUniform2ivARB
00007ffb08446625 (__TEXT,__text) external _glUniform2ui
00007ffb0844ab2c (__TEXT,__text) external _glUniform2uiEXT
00007ffb084466b3 (__TEXT,__text) external _glUniform2uiv
00007ffb0844abba (__TEXT,__text) external _glUniform2uivEXT
00007ffb084470ec (__TEXT,__text) external _glUniform3d
00007ffb08447168 (__TEXT,__text) external _glUniform3dv
00007ffb0844576c (__TEXT,__text) external _glUniform3f
00007ffb084497b1 (__TEXT,__text) external _glUniform3fARB
00007ffb08445872 (__TEXT,__text) external _glUniform3fv
00007ffb084498b7 (__TEXT,__text) external _glUniform3fvARB
00007ffb084457e3 (__TEXT,__text) external _glUniform3i
00007ffb08449828 (__TEXT,__text) external _glUniform3iARB
00007ffb084458fa (__TEXT,__text) external _glUniform3iv
00007ffb0844993f (__TEXT,__text) external _glUniform3ivARB
00007ffb08446646 (__TEXT,__text) external _glUniform3ui
00007ffb0844ab4d (__TEXT,__text) external _glUniform3uiEXT
00007ffb084466d5 (__TEXT,__text) external _glUniform3uiv
00007ffb0844abdc (__TEXT,__text) external _glUniform3uivEXT
00007ffb08447108 (__TEXT,__text) external _glUniform4d
00007ffb0844718a (__TEXT,__text) external _glUniform4dv
00007ffb08445788 (__TEXT,__text) external _glUniform4f
00007ffb084497cd (__TEXT,__text) external _glUniform4fARB
00007ffb08445894 (__TEXT,__text) external _glUniform4fv
00007ffb084498d9 (__TEXT,__text) external _glUniform4fvARB
00007ffb08445807 (__TEXT,__text) external _glUniform4i
00007ffb0844984c (__TEXT,__text) external _glUniform4iARB
00007ffb0844591c (__TEXT,__text) external _glUniform4iv
00007ffb08449961 (__TEXT,__text) external _glUniform4ivARB
00007ffb0844666a (__TEXT,__text) external _glUniform4ui
00007ffb0844ab71 (__TEXT,__text) external _glUniform4uiEXT
00007ffb084466f7 (__TEXT,__text) external _glUniform4uiv
00007ffb0844abfe (__TEXT,__text) external _glUniform4uivEXT
00007ffb0844694c (__TEXT,__text) external _glUniformBlockBinding
00007ffb0844a7be (__TEXT,__text) external _glUniformBufferEXT
00007ffb084471ac (__TEXT,__text) external _glUniformMatrix2dv
00007ffb0844593e (__TEXT,__text) external _glUniformMatrix2fv
00007ffb08449983 (__TEXT,__text) external _glUniformMatrix2fvARB
00007ffb08447218 (__TEXT,__text) external _glUniformMatrix2x3dv
00007ffb08445c5a (__TEXT,__text) external _glUniformMatrix2x3fv
00007ffb08447260 (__TEXT,__text) external _glUniformMatrix2x4dv
00007ffb08445ca2 (__TEXT,__text) external _glUniformMatrix2x4fv
00007ffb084471d0 (__TEXT,__text) external _glUniformMatrix3dv
00007ffb08445962 (__TEXT,__text) external _glUniformMatrix3fv
00007ffb084499a7 (__TEXT,__text) external _glUniformMatrix3fvARB
00007ffb0844723c (__TEXT,__text) external _glUniformMatrix3x2dv
00007ffb08445c7e (__TEXT,__text) external _glUniformMatrix3x2fv
00007ffb084472a8 (__TEXT,__text) external _glUniformMatrix3x4dv
00007ffb08445cea (__TEXT,__text) external _glUniformMatrix3x4fv
00007ffb084471f4 (__TEXT,__text) external _glUniformMatrix4dv
00007ffb08445986 (__TEXT,__text) external _glUniformMatrix4fv
00007ffb084499cb (__TEXT,__text) external _glUniformMatrix4fvARB
00007ffb08447284 (__TEXT,__text) external _glUniformMatrix4x2dv
00007ffb08445cc6 (__TEXT,__text) external _glUniformMatrix4x2fv
00007ffb084472cc (__TEXT,__text) external _glUniformMatrix4x3dv
00007ffb08445d0e (__TEXT,__text) external _glUniformMatrix4x3fv
00007ffb084473e5 (__TEXT,__text) external _glUniformSubroutinesuiv
00007ffb08449e95 (__TEXT,__text) external _glUnlockArraysEXT
00007ffb08445008 (__TEXT,__text) external _glUnmapBuffer
00007ffb084495d3 (__TEXT,__text) external _glUnmapBufferARB
00007ffb084456d7 (__TEXT,__text) external _glUseProgram
00007ffb0844973f (__TEXT,__text) external _glUseProgramObjectARB
00007ffb08447779 (__TEXT,__text) external _glUseProgramStages
00007ffb08445715 (__TEXT,__text) external _glValidateProgram
00007ffb0844975c (__TEXT,__text) external _glValidateProgramARB
00007ffb08447872 (__TEXT,__text) external _glValidateProgramPipeline
00007ffb08443965 (__TEXT,__text) external _glVertex2d
00007ffb0844397f (__TEXT,__text) external _glVertex2dv
00007ffb0844399c (__TEXT,__text) external _glVertex2f
00007ffb084439b6 (__TEXT,__text) external _glVertex2fv
00007ffb084439d3 (__TEXT,__text) external _glVertex2i
00007ffb084439f1 (__TEXT,__text) external _glVertex2iv
00007ffb08443a0e (__TEXT,__text) external _glVertex2s
00007ffb08443a2c (__TEXT,__text) external _glVertex2sv
00007ffb08443a49 (__TEXT,__text) external _glVertex3d
00007ffb08443a63 (__TEXT,__text) external _glVertex3dv
00007ffb08443a80 (__TEXT,__text) external _glVertex3f
00007ffb08443a9a (__TEXT,__text) external _glVertex3fv
00007ffb08443ab7 (__TEXT,__text) external _glVertex3i
00007ffb08443ad8 (__TEXT,__text) external _glVertex3iv
00007ffb08443af5 (__TEXT,__text) external _glVertex3s
00007ffb08443b16 (__TEXT,__text) external _glVertex3sv
00007ffb08443b33 (__TEXT,__text) external _glVertex4d
00007ffb08443b4d (__TEXT,__text) external _glVertex4dv
00007ffb08443b6a (__TEXT,__text) external _glVertex4f
00007ffb08443b84 (__TEXT,__text) external _glVertex4fv
00007ffb08443ba1 (__TEXT,__text) external _glVertex4i
00007ffb08443bc5 (__TEXT,__text) external _glVertex4iv
00007ffb08443be2 (__TEXT,__text) external _glVertex4s
00007ffb08443c06 (__TEXT,__text) external _glVertex4sv
00007ffb0844b148 (__TEXT,__text) external _glVertexArrayParameteriAPPLE
00007ffb0844b10a (__TEXT,__text) external _glVertexArrayRangeAPPLE
00007ffb08445087 (__TEXT,__text) external _glVertexAttrib1d
00007ffb0844830f (__TEXT,__text) external _glVertexAttrib1dARB
00007ffb084450a3 (__TEXT,__text) external _glVertexAttrib1dv
00007ffb084484a4 (__TEXT,__text) external _glVertexAttrib1dvARB
00007ffb084450c2 (__TEXT,__text) external _glVertexAttrib1f
00007ffb084482f3 (__TEXT,__text) external _glVertexAttrib1fARB
00007ffb084450de (__TEXT,__text) external _glVertexAttrib1fv
00007ffb08448485 (__TEXT,__text) external _glVertexAttrib1fvARB
00007ffb084450fd (__TEXT,__text) external _glVertexAttrib1s
00007ffb084482d5 (__TEXT,__text) external _glVertexAttrib1sARB
00007ffb0844511b (__TEXT,__text) external _glVertexAttrib1sv
00007ffb08448466 (__TEXT,__text) external _glVertexAttrib1svARB
00007ffb0844513a (__TEXT,__text) external _glVertexAttrib2d
00007ffb08448368 (__TEXT,__text) external _glVertexAttrib2dARB
00007ffb08445156 (__TEXT,__text) external _glVertexAttrib2dv
00007ffb08448501 (__TEXT,__text) external _glVertexAttrib2dvARB
00007ffb08445175 (__TEXT,__text) external _glVertexAttrib2f
00007ffb0844834c (__TEXT,__text) external _glVertexAttrib2fARB
00007ffb08445191 (__TEXT,__text) external _glVertexAttrib2fv
00007ffb084484e2 (__TEXT,__text) external _glVertexAttrib2fvARB
00007ffb084451b0 (__TEXT,__text) external _glVertexAttrib2s
00007ffb0844832b (__TEXT,__text) external _glVertexAttrib2sARB
00007ffb084451d1 (__TEXT,__text) external _glVertexAttrib2sv
00007ffb084484c3 (__TEXT,__text) external _glVertexAttrib2svARB
00007ffb084451f0 (__TEXT,__text) external _glVertexAttrib3d
00007ffb084483c4 (__TEXT,__text) external _glVertexAttrib3dARB
00007ffb0844520c (__TEXT,__text) external _glVertexAttrib3dv
00007ffb0844855e (__TEXT,__text) external _glVertexAttrib3dvARB
00007ffb0844522b (__TEXT,__text) external _glVertexAttrib3f
00007ffb084483a8 (__TEXT,__text) external _glVertexAttrib3fARB
00007ffb08445247 (__TEXT,__text) external _glVertexAttrib3fv
00007ffb0844853f (__TEXT,__text) external _glVertexAttrib3fvARB
00007ffb08445266 (__TEXT,__text) external _glVertexAttrib3s
00007ffb08448384 (__TEXT,__text) external _glVertexAttrib3sARB
00007ffb0844528a (__TEXT,__text) external _glVertexAttrib3sv
00007ffb08448520 (__TEXT,__text) external _glVertexAttrib3svARB
00007ffb084452a9 (__TEXT,__text) external _glVertexAttrib4Nbv
00007ffb08448675 (__TEXT,__text) external _glVertexAttrib4NbvARB
00007ffb084452c8 (__TEXT,__text) external _glVertexAttrib4Niv
00007ffb084486b3 (__TEXT,__text) external _glVertexAttrib4NivARB
00007ffb084452e7 (__TEXT,__text) external _glVertexAttrib4Nsv
00007ffb08448694 (__TEXT,__text) external _glVertexAttrib4NsvARB
00007ffb08445306 (__TEXT,__text) external _glVertexAttrib4Nub
00007ffb0844843f (__TEXT,__text) external _glVertexAttrib4NubARB
00007ffb0844532d (__TEXT,__text) external _glVertexAttrib4Nubv
00007ffb084486d2 (__TEXT,__text) external _glVertexAttrib4NubvARB
00007ffb0844534c (__TEXT,__text) external _glVertexAttrib4Nuiv
00007ffb08448710 (__TEXT,__text) external _glVertexAttrib4NuivARB
00007ffb0844536b (__TEXT,__text) external _glVertexAttrib4Nusv
00007ffb084486f1 (__TEXT,__text) external _glVertexAttrib4NusvARB
00007ffb0844538a (__TEXT,__text) external _glVertexAttrib4bv
00007ffb0844857d (__TEXT,__text) external _glVertexAttrib4bvARB
00007ffb084453a9 (__TEXT,__text) external _glVertexAttrib4d
00007ffb08448423 (__TEXT,__text) external _glVertexAttrib4dARB
00007ffb084453c5 (__TEXT,__text) external _glVertexAttrib4dv
00007ffb08448656 (__TEXT,__text) external _glVertexAttrib4dvARB
00007ffb084453e4 (__TEXT,__text) external _glVertexAttrib4f
00007ffb08448407 (__TEXT,__text) external _glVertexAttrib4fARB
00007ffb08445400 (__TEXT,__text) external _glVertexAttrib4fv
00007ffb08448637 (__TEXT,__text) external _glVertexAttrib4fvARB
00007ffb0844541f (__TEXT,__text) external _glVertexAttrib4iv
00007ffb084485bb (__TEXT,__text) external _glVertexAttrib4ivARB
00007ffb0844543e (__TEXT,__text) external _glVertexAttrib4s
00007ffb084483e0 (__TEXT,__text) external _glVertexAttrib4sARB
00007ffb08445465 (__TEXT,__text) external _glVertexAttrib4sv
00007ffb0844859c (__TEXT,__text) external _glVertexAttrib4svARB
00007ffb08445484 (__TEXT,__text) external _glVertexAttrib4ubv
00007ffb084485da (__TEXT,__text) external _glVertexAttrib4ubvARB
00007ffb084454a3 (__TEXT,__text) external _glVertexAttrib4uiv
00007ffb08448618 (__TEXT,__text) external _glVertexAttrib4uivARB
00007ffb084454c2 (__TEXT,__text) external _glVertexAttrib4usv
00007ffb084485f9 (__TEXT,__text) external _glVertexAttrib4usvARB
00007ffb08447055 (__TEXT,__text) external _glVertexAttribDivisor
00007ffb08449bef (__TEXT,__text) external _glVertexAttribDivisorARB
00007ffb0844631c (__TEXT,__text) external _glVertexAttribI1i
00007ffb0844a81b (__TEXT,__text) external _glVertexAttribI1iEXT
00007ffb08446430 (__TEXT,__text) external _glVertexAttribI1iv
00007ffb0844a92f (__TEXT,__text) external _glVertexAttribI1ivEXT
00007ffb084463a6 (__TEXT,__text) external _glVertexAttribI1ui
00007ffb0844a8a5 (__TEXT,__text) external _glVertexAttribI1uiEXT
00007ffb084464ac (__TEXT,__text) external _glVertexAttribI1uiv
00007ffb0844a9ab (__TEXT,__text) external _glVertexAttribI1uivEXT
00007ffb0844633a (__TEXT,__text) external _glVertexAttribI2i
00007ffb0844a839 (__TEXT,__text) external _glVertexAttribI2iEXT
00007ffb0844644f (__TEXT,__text) external _glVertexAttribI2iv
00007ffb0844a94e (__TEXT,__text) external _glVertexAttribI2ivEXT
00007ffb084463c4 (__TEXT,__text) external _glVertexAttribI2ui
00007ffb0844a8c3 (__TEXT,__text) external _glVertexAttribI2uiEXT
00007ffb084464cb (__TEXT,__text) external _glVertexAttribI2uiv
00007ffb0844a9ca (__TEXT,__text) external _glVertexAttribI2uivEXT
00007ffb0844635b (__TEXT,__text) external _glVertexAttribI3i
00007ffb0844a85a (__TEXT,__text) external _glVertexAttribI3iEXT
00007ffb0844646e (__TEXT,__text) external _glVertexAttribI3iv
00007ffb0844a96d (__TEXT,__text) external _glVertexAttribI3ivEXT
00007ffb084463e5 (__TEXT,__text) external _glVertexAttribI3ui
00007ffb0844a8e4 (__TEXT,__text) external _glVertexAttribI3uiEXT
00007ffb084464ea (__TEXT,__text) external _glVertexAttribI3uiv
00007ffb0844a9e9 (__TEXT,__text) external _glVertexAttribI3uivEXT
00007ffb08446528 (__TEXT,__text) external _glVertexAttribI4bv
00007ffb0844aa27 (__TEXT,__text) external _glVertexAttribI4bvEXT
00007ffb0844637f (__TEXT,__text) external _glVertexAttribI4i
00007ffb0844a87e (__TEXT,__text) external _glVertexAttribI4iEXT
00007ffb0844648d (__TEXT,__text) external _glVertexAttribI4iv
00007ffb0844a98c (__TEXT,__text) external _glVertexAttribI4ivEXT
00007ffb08446547 (__TEXT,__text) external _glVertexAttribI4sv
00007ffb0844aa46 (__TEXT,__text) external _glVertexAttribI4svEXT
00007ffb08446566 (__TEXT,__text) external _glVertexAttribI4ubv
00007ffb0844aa65 (__TEXT,__text) external _glVertexAttribI4ubvEXT
00007ffb08446409 (__TEXT,__text) external _glVertexAttribI4ui
00007ffb0844a908 (__TEXT,__text) external _glVertexAttribI4uiEXT
00007ffb08446509 (__TEXT,__text) external _glVertexAttribI4uiv
00007ffb0844aa08 (__TEXT,__text) external _glVertexAttribI4uivEXT
00007ffb08446585 (__TEXT,__text) external _glVertexAttribI4usv
00007ffb0844aa84 (__TEXT,__text) external _glVertexAttribI4usvEXT
00007ffb084462b1 (__TEXT,__text) external _glVertexAttribIPointer
00007ffb0844aaa3 (__TEXT,__text) external _glVertexAttribIPointerEXT
00007ffb08447fe1 (__TEXT,__text) external _glVertexAttribL1d
00007ffb08448051 (__TEXT,__text) external _glVertexAttribL1dv
00007ffb08447ffd (__TEXT,__text) external _glVertexAttribL2d
00007ffb08448070 (__TEXT,__text) external _glVertexAttribL2dv
00007ffb08448019 (__TEXT,__text) external _glVertexAttribL3d
00007ffb0844808f (__TEXT,__text) external _glVertexAttribL3dv
00007ffb08448035 (__TEXT,__text) external _glVertexAttribL4d
00007ffb084480ae (__TEXT,__text) external _glVertexAttribL4dv
00007ffb084480cd (__TEXT,__text) external _glVertexAttribLPointer
00007ffb08446f35 (__TEXT,__text) external _glVertexAttribP1ui
00007ffb08446fc5 (__TEXT,__text) external _glVertexAttribP1uiv
00007ffb08446f59 (__TEXT,__text) external _glVertexAttribP2ui
00007ffb08446fe9 (__TEXT,__text) external _glVertexAttribP2uiv
00007ffb08446f7d (__TEXT,__text) external _glVertexAttribP3ui
00007ffb0844700d (__TEXT,__text) external _glVertexAttribP3uiv
00007ffb08446fa1 (__TEXT,__text) external _glVertexAttribP4ui
00007ffb08447031 (__TEXT,__text) external _glVertexAttribP4uiv
00007ffb084454e1 (__TEXT,__text) external _glVertexAttribPointer
00007ffb0844872f (__TEXT,__text) external _glVertexAttribPointerARB
00007ffb08448b77 (__TEXT,__text) external _glVertexBlendARB
00007ffb0844b3ae (__TEXT,__text) external _glVertexPointSizefAPPLE
00007ffb08443c23 (__TEXT,__text) external _glVertexPointer
00007ffb08443c47 (__TEXT,__text) external _glViewport
00007ffb08448116 (__TEXT,__text) external _glViewportArrayv
00007ffb08448138 (__TEXT,__text) external _glViewportIndexedf
00007ffb08448154 (__TEXT,__text) external _glViewportIndexedfv
00007ffb08446b4f (__TEXT,__text) external _glWaitSync
00007ffb08448b53 (__TEXT,__text) external _glWeightPointerARB
00007ffb08448a5b (__TEXT,__text) external _glWeightbvARB
00007ffb08448ad7 (__TEXT,__text) external _glWeightdvARB
00007ffb08448ab8 (__TEXT,__text) external _glWeightfvARB
00007ffb08448a99 (__TEXT,__text) external _glWeightivARB
00007ffb08448a7a (__TEXT,__text) external _glWeightsvARB
00007ffb08448af6 (__TEXT,__text) external _glWeightubvARB
00007ffb08448b34 (__TEXT,__text) external _glWeightuivARB
00007ffb08448b15 (__TEXT,__text) external _glWeightusvARB
00007ffb08444c38 (__TEXT,__text) external _glWindowPos2d
00007ffb08449203 (__TEXT,__text) external _glWindowPos2dARB
00007ffb08444c52 (__TEXT,__text) external _glWindowPos2dv
00007ffb0844921d (__TEXT,__text) external _glWindowPos2dvARB
00007ffb08444c6f (__TEXT,__text) external _glWindowPos2f
00007ffb0844923a (__TEXT,__text) external _glWindowPos2fARB
00007ffb08444c89 (__TEXT,__text) external _glWindowPos2fv
00007ffb08449254 (__TEXT,__text) external _glWindowPos2fvARB
00007ffb08444ca6 (__TEXT,__text) external _glWindowPos2i
00007ffb08449271 (__TEXT,__text) external _glWindowPos2iARB
00007ffb08444cc4 (__TEXT,__text) external _glWindowPos2iv
00007ffb0844928f (__TEXT,__text) external _glWindowPos2ivARB
00007ffb08444ce1 (__TEXT,__text) external _glWindowPos2s
00007ffb084492ac (__TEXT,__text) external _glWindowPos2sARB
00007ffb08444cff (__TEXT,__text) external _glWindowPos2sv
00007ffb084492ca (__TEXT,__text) external _glWindowPos2svARB
00007ffb08444d1c (__TEXT,__text) external _glWindowPos3d
00007ffb084492e7 (__TEXT,__text) external _glWindowPos3dARB
00007ffb08444d36 (__TEXT,__text) external _glWindowPos3dv
00007ffb08449301 (__TEXT,__text) external _glWindowPos3dvARB
00007ffb08444d53 (__TEXT,__text) external _glWindowPos3f
00007ffb0844931e (__TEXT,__text) external _glWindowPos3fARB
00007ffb08444d6d (__TEXT,__text) external _glWindowPos3fv
00007ffb08449338 (__TEXT,__text) external _glWindowPos3fvARB
00007ffb08444d8a (__TEXT,__text) external _glWindowPos3i
00007ffb08449355 (__TEXT,__text) external _glWindowPos3iARB
00007ffb08444dab (__TEXT,__text) external _glWindowPos3iv
00007ffb08449376 (__TEXT,__text) external _glWindowPos3ivARB
00007ffb08444dc8 (__TEXT,__text) external _glWindowPos3s
00007ffb08449393 (__TEXT,__text) external _glWindowPos3sARB
00007ffb08444de9 (__TEXT,__text) external _glWindowPos3sv
00007ffb084493b4 (__TEXT,__text) external _glWindowPos3svARB
00007ffb42eeb900 (__DATA_DIRTY,__common) external _gll_noop
