                 (undefined) external _CFArrayAppendValue (from CoreFoundation)
                 (undefined) external _CFArrayCreateMutable (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormatAndArguments (from CoreFoundation)
                 (undefined) external _CFStringGetBytes (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFURLCopyScheme (from CoreFoundation)
                 (undefined) external _CFURLCreateWithBytes (from CoreFoundation)
00007ff8150c0e9e (__TEXT,__text) external _CMCloneProfileRef
00007ff842021980 (__DATA_CONST,__const) non-external ___block_literal_global.151
00007ff8420219c0 (__DATA_CONST,__const) non-external ___block_literal_global.154
00007ff842021a00 (__DATA_CONST,__const) non-external ___block_literal_global.157
00007ff842020e40 (__DATA_CONST,__const) non-external ___block_literal_global.16
00007ff842021a40 (__DATA_CONST,__const) non-external ___block_literal_global.160
00007ff842021a80 (__DATA_CONST,__const) non-external ___block_literal_global.163
00007ff842021ac0 (__DATA_CONST,__const) non-external ___block_literal_global.166
00007ff842021b00 (__DATA_CONST,__const) non-external ___block_literal_global.169
00007ff842021b40 (__DATA_CONST,__const) non-external ___block_literal_global.172
00007ff842021b80 (__DATA_CONST,__const) non-external ___block_literal_global.175
00007ff842021bc0 (__DATA_CONST,__const) non-external ___block_literal_global.178
00007ff842021c00 (__DATA_CONST,__const) non-external ___block_literal_global.181
00007ff842021c40 (__DATA_CONST,__const) non-external ___block_literal_global.184
00007ff842021c80 (__DATA_CONST,__const) non-external ___block_literal_global.187
00007ff842020e80 (__DATA_CONST,__const) non-external ___block_literal_global.19
00007ff842021cc0 (__DATA_CONST,__const) non-external ___block_literal_global.190
00007ff842021d00 (__DATA_CONST,__const) non-external ___block_literal_global.193
00007ff842021d40 (__DATA_CONST,__const) non-external ___block_literal_global.196
00007ff842021d80 (__DATA_CONST,__const) non-external ___block_literal_global.199
00007ff842021dc0 (__DATA_CONST,__const) non-external ___block_literal_global.202
00007ff842021e00 (__DATA_CONST,__const) non-external ___block_literal_global.205
00007ff842021e40 (__DATA_CONST,__const) non-external ___block_literal_global.208
00007ff842021e80 (__DATA_CONST,__const) non-external ___block_literal_global.211
00007ff842021ec0 (__DATA_CONST,__const) non-external ___block_literal_global.214
00007ff842021f00 (__DATA_CONST,__const) non-external ___block_literal_global.217
00007ff842020ec0 (__DATA_CONST,__const) non-external ___block_literal_global.22
00007ff842021f40 (__DATA_CONST,__const) non-external ___block_literal_global.220
00007ff842021f80 (__DATA_CONST,__const) non-external ___block_literal_global.223
00007ff842021fc0 (__DATA_CONST,__const) non-external ___block_literal_global.226
00007ff842022000 (__DATA_CONST,__const) non-external ___block_literal_global.229
00007ff842022040 (__DATA_CONST,__const) non-external ___block_literal_global.232
00007ff842022080 (__DATA_CONST,__const) non-external ___block_literal_global.235
00007ff8420220c0 (__DATA_CONST,__const) non-external ___block_literal_global.238
00007ff842022100 (__DATA_CONST,__const) non-external ___block_literal_global.241
00007ff842022140 (__DATA_CONST,__const) non-external ___block_literal_global.244
00007ff842022180 (__DATA_CONST,__const) non-external ___block_literal_global.247
00007ff842020f00 (__DATA_CONST,__const) non-external ___block_literal_global.25
00007ff8420221c0 (__DATA_CONST,__const) non-external ___block_literal_global.250
00007ff842022200 (__DATA_CONST,__const) non-external ___block_literal_global.253
00007ff842022240 (__DATA_CONST,__const) non-external ___block_literal_global.256
00007ff842022280 (__DATA_CONST,__const) non-external ___block_literal_global.259
00007ff8420222c0 (__DATA_CONST,__const) non-external ___block_literal_global.262
00007ff842022300 (__DATA_CONST,__const) non-external ___block_literal_global.265
00007ff842022340 (__DATA_CONST,__const) non-external ___block_literal_global.268
00007ff842022380 (__DATA_CONST,__const) non-external ___block_literal_global.271
00007ff8420223c0 (__DATA_CONST,__const) non-external ___block_literal_global.274
00007ff842022400 (__DATA_CONST,__const) non-external ___block_literal_global.277
00007ff842020f40 (__DATA_CONST,__const) non-external ___block_literal_global.28
00007ff842022440 (__DATA_CONST,__const) non-external ___block_literal_global.280
00007ff842022480 (__DATA_CONST,__const) non-external ___block_literal_global.283
00007ff8420224c0 (__DATA_CONST,__const) non-external ___block_literal_global.286
00007ff842022500 (__DATA_CONST,__const) non-external ___block_literal_global.289
00007ff842022540 (__DATA_CONST,__const) non-external ___block_literal_global.292
00007ff842022580 (__DATA_CONST,__const) non-external ___block_literal_global.295
00007ff8420225c0 (__DATA_CONST,__const) non-external ___block_literal_global.298
00007ff842020f80 (__DATA_CONST,__const) non-external ___block_literal_global.31
00007ff842020fc0 (__DATA_CONST,__const) non-external ___block_literal_global.34
00007ff842021000 (__DATA_CONST,__const) non-external ___block_literal_global.37
00007ff842020d40 (__DATA_CONST,__const) non-external ___block_literal_global.4
00007ff842021040 (__DATA_CONST,__const) non-external ___block_literal_global.40
00007ff842021080 (__DATA_CONST,__const) non-external ___block_literal_global.43
00007ff8420210c0 (__DATA_CONST,__const) non-external ___block_literal_global.46
00007ff842021100 (__DATA_CONST,__const) non-external ___block_literal_global.49
00007ff842021140 (__DATA_CONST,__const) non-external ___block_literal_global.52
00007ff842021180 (__DATA_CONST,__const) non-external ___block_literal_global.55
00007ff8420211c0 (__DATA_CONST,__const) non-external ___block_literal_global.58
00007ff842021200 (__DATA_CONST,__const) non-external ___block_literal_global.61
00007ff842021240 (__DATA_CONST,__const) non-external ___block_literal_global.64
00007ff842021280 (__DATA_CONST,__const) non-external ___block_literal_global.67
00007ff842020d80 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff8420212c0 (__DATA_CONST,__const) non-external ___block_literal_global.70
00007ff842021300 (__DATA_CONST,__const) non-external ___block_literal_global.73
00007ff842021340 (__DATA_CONST,__const) non-external ___block_literal_global.76
00007ff842021380 (__DATA_CONST,__const) non-external ___block_literal_global.79
00007ff8420213c0 (__DATA_CONST,__const) non-external ___block_literal_global.82
00007ff842021400 (__DATA_CONST,__const) non-external ___block_literal_global.85
00007ff842021440 (__DATA_CONST,__const) non-external ___block_literal_global.88
00007ff842021480 (__DATA_CONST,__const) non-external ___block_literal_global.91
00007ff8420214c0 (__DATA_CONST,__const) non-external ___block_literal_global.94
00007ff842021500 (__DATA_CONST,__const) non-external ___block_literal_global.97
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _fclose (from libSystem)
00007ff843f67350 (__DATA,__bss) non-external _fetchApplicationName.aName
00007ff843f67770 (__DATA,__bss) non-external _fetch_process_name.name
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBundleIdentifierKey (from CoreFoundation)
                 (undefined) external _kCFTypeArrayCallBacks (from CoreFoundation)
00007ff8150c2370 (__TEXT,__const) external _kCMIlluminantD50
00007ff8150c237c (__TEXT,__const) external _kCMIlluminantD65
                 (undefined) external _localtime (from libSystem)
00007ff8150bc8fe (__TEXT,__text) non-external _logLegacyCall
00007ff843f66cd0 (__DATA,__data) non-external _logLegacyCall.logExists
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _time (from libSystem)
                 (undefined) external _vsnprintf_l (from libSystem)
