0000000180ee0020 (__TEXT,__text) external _APL_dgemm
0000000180dd7c5c (__TEXT,__text) external _cgerc$NEWLAPACK
000000018107ce6c (__TEXT,__text) external _cgerc$NEWLAPACK$ILP64
0000000180d8edc8 (__TEXT,__text) external _cgerc_
0000000180d8ee2c (__TEXT,__text) external _cgeru
0000000180dd7d1c (__TEXT,__text) external _cgeru$NEWLAPACK
000000018107cf24 (__TEXT,__text) external _cgeru$NEWLAPACK$ILP64
0000000180d8ee2c (__TEXT,__text) external _cgeru_
0000000180d8e4f8 (__TEXT,__text) external _chbmv
0000000180dd7ddc (__TEXT,__text) external _chbmv$NEWLAPACK
000000018107cfdc (__TEXT,__text) external _chbmv$NEWLAPACK$ILP64
0000000180d8e4f8 (__TEXT,__text) external _chbmv_
0000000180d8b3c4 (__TEXT,__text) external _chemm
0000000180f3fccc (__TEXT,__text) external _chemm$NEWLAPACK
0000000181081d8c (__TEXT,__text) external _chemm$NEWLAPACK$ILP64
0000000180d8b3c4 (__TEXT,__text) external _chemm_
0000000180d8e448 (__TEXT,__text) external _chemv
0000000180dd7f4c (__TEXT,__text) external _chemv$NEWLAPACK
000000018107d144 (__TEXT,__text) external _chemv$NEWLAPACK$ILP64
0000000180d8e448 (__TEXT,__text) external _chemv_
0000000180d8ee90 (__TEXT,__text) external _cher
0000000180dd80a4 (__TEXT,__text) external _cher$NEWLAPACK
000000018107d29c (__TEXT,__text) external _cher$NEWLAPACK$ILP64
0000000180d8ef20 (__TEXT,__text) external _cher2
0000000180dd81e4 (__TEXT,__text) external _cher2$NEWLAPACK
000000018107d3dc (__TEXT,__text) external _cher2$NEWLAPACK$ILP64
0000000180d8ef20 (__TEXT,__text) external _cher2_
0000000180d8baf0 (__TEXT,__text) external _cher2k
0000000180f400ec (__TEXT,__text) external _cher2k$NEWLAPACK
00000001810821a4 (__TEXT,__text) external _cher2k$NEWLAPACK$ILP64
0000000180d8baf0 (__TEXT,__text) external _cher2k_
0000000180d8ee90 (__TEXT,__text) external _cher_
0000000180d8b8dc (__TEXT,__text) external _cherk
0000000180f3febc (__TEXT,__text) external _cherk$NEWLAPACK
0000000181081f74 (__TEXT,__text) external _cherk$NEWLAPACK$ILP64
0000000180d8b8dc (__TEXT,__text) external _cherk_
0000000180d8e5b4 (__TEXT,__text) external _chpmv
0000000180dd833c (__TEXT,__text) external _chpmv$NEWLAPACK
000000018107d52c (__TEXT,__text) external _chpmv$NEWLAPACK$ILP64
0000000180d8e5b4 (__TEXT,__text) external _chpmv_
0000000180d8efd0 (__TEXT,__text) external _chpr
0000000180dd848c (__TEXT,__text) external _chpr$NEWLAPACK
000000018107d674 (__TEXT,__text) external _chpr$NEWLAPACK$ILP64
0000000180d8f05c (__TEXT,__text) external _chpr2
0000000180dd85c4 (__TEXT,__text) external _chpr2$NEWLAPACK
000000018107d7ac (__TEXT,__text) external _chpr2$NEWLAPACK$ILP64
0000000180d8f05c (__TEXT,__text) external _chpr2_
0000000180d8efd0 (__TEXT,__text) external _chpr_
0000000180d90024 (__TEXT,__text) external _crotg
0000000181005a10 (__TEXT,__text) external _crotg$NEWLAPACK
0000000181084694 (__TEXT,__text) external _crotg$NEWLAPACK$ILP64
0000000180d90024 (__TEXT,__text) external _crotg_
0000000180d90040 (__TEXT,__text) external _cscal
0000000181005a80 (__TEXT,__text) external _cscal$NEWLAPACK
0000000181084704 (__TEXT,__text) external _cscal$NEWLAPACK$ILP64
0000000180d90040 (__TEXT,__text) external _cscal_
0000000180d90064 (__TEXT,__text) external _csrot
00000001810059d8 (__TEXT,__text) external _csrot$NEWLAPACK
000000018108465c (__TEXT,__text) external _csrot$NEWLAPACK$ILP64
0000000180d90064 (__TEXT,__text) external _csrot_
0000000180d90094 (__TEXT,__text) external _csscal
0000000181005a98 (__TEXT,__text) external _csscal$NEWLAPACK
000000018108471c (__TEXT,__text) external _csscal$NEWLAPACK$ILP64
0000000180d90094 (__TEXT,__text) external _csscal_
0000000180d900c4 (__TEXT,__text) external _cswap
0000000181005ae8 (__TEXT,__text) external _cswap$NEWLAPACK
000000018108476c (__TEXT,__text) external _cswap$NEWLAPACK$ILP64
0000000180d900c4 (__TEXT,__text) external _cswap_
0000000180d8b4c0 (__TEXT,__text) external _csymm
0000000180f40554 (__TEXT,__text) external _csymm$NEWLAPACK
00000001810825f4 (__TEXT,__text) external _csymm$NEWLAPACK$ILP64
0000000180d8b4c0 (__TEXT,__text) external _csymm_
0000000180d8bc10 (__TEXT,__text) external _csyr2k
0000000180f40d9c (__TEXT,__text) external _csyr2k$NEWLAPACK
0000000181082e2c (__TEXT,__text) external _csyr2k$NEWLAPACK$ILP64
0000000180d8bc10 (__TEXT,__text) external _csyr2k_
0000000180d8b9e4 (__TEXT,__text) external _csyrk
0000000180f4095c (__TEXT,__text) external _csyrk$NEWLAPACK
00000001810829f4 (__TEXT,__text) external _csyrk$NEWLAPACK$ILP64
0000000180d8b9e4 (__TEXT,__text) external _csyrk_
0000000180d8e79c (__TEXT,__text) external _ctbmv
0000000180dd92cc (__TEXT,__text) external _ctbmv$NEWLAPACK
000000018107e4a4 (__TEXT,__text) external _ctbmv$NEWLAPACK$ILP64
0000000180d8e79c (__TEXT,__text) external _ctbmv_
0000000180d8eb50 (__TEXT,__text) external _ctbsv
0000000180dd97c4 (__TEXT,__text) external _ctbsv$NEWLAPACK
000000018107e98c (__TEXT,__text) external _ctbsv$NEWLAPACK$ILP64
0000000180d8eb50 (__TEXT,__text) external _ctbsv_
0000000180d8e8e4 (__TEXT,__text) external _ctpmv
0000000180dd9cb4 (__TEXT,__text) external _ctpmv$NEWLAPACK
000000018107ee74 (__TEXT,__text) external _ctpmv$NEWLAPACK$ILP64
0000000180d8e8e4 (__TEXT,__text) external _ctpmv_
0000000180d8ec98 (__TEXT,__text) external _ctpsv
0000000180dda19c (__TEXT,__text) external _ctpsv$NEWLAPACK
000000018107f35c (__TEXT,__text) external _ctpsv$NEWLAPACK$ILP64
0000000180d8ec98 (__TEXT,__text) external _ctpsv_
0000000180d8b5bc (__TEXT,__text) external _ctrmm
0000000180f412ec (__TEXT,__text) external _ctrmm$NEWLAPACK
000000018108336c (__TEXT,__text) external _ctrmm$NEWLAPACK$ILP64
0000000180d8b5bc (__TEXT,__text) external _ctrmm_
0000000180d8e660 (__TEXT,__text) external _ctrmv
0000000180dda674 (__TEXT,__text) external _ctrmv$NEWLAPACK
000000018107f834 (__TEXT,__text) external _ctrmv$NEWLAPACK$ILP64
0000000180d8e660 (__TEXT,__text) external _ctrmv_
0000000180d8b74c (__TEXT,__text) external _ctrsm
0000000180f41924 (__TEXT,__text) external _ctrsm$NEWLAPACK
000000018108398c (__TEXT,__text) external _ctrsm$NEWLAPACK$ILP64
0000000180d8b74c (__TEXT,__text) external _ctrsm_
0000000180d8ea14 (__TEXT,__text) external _ctrsv
0000000180ddab3c (__TEXT,__text) external _ctrsv$NEWLAPACK
000000018107fcfc (__TEXT,__text) external _ctrsv$NEWLAPACK$ILP64
0000000180d8ea14 (__TEXT,__text) external _ctrsv_
0000000180d90170 (__TEXT,__text) external _dasum
0000000181005760 (__TEXT,__text) external _dasum$NEWLAPACK
00000001810843e4 (__TEXT,__text) external _dasum$NEWLAPACK$ILP64
0000000180d90170 (__TEXT,__text) external _dasum_
0000000181005810 (__TEXT,__text) external _daxpby$NEWLAPACK
0000000181084494 (__TEXT,__text) external _daxpby$NEWLAPACK$ILP64
0000000180d9017c (__TEXT,__text) external _daxpy
00000001810057a8 (__TEXT,__text) external _daxpy$NEWLAPACK
000000018108442c (__TEXT,__text) external _daxpy$NEWLAPACK$ILP64
0000000180d9017c (__TEXT,__text) external _daxpy_
0000000180d8a394 (__TEXT,__text) external _dcabs1
0000000180d8a394 (__TEXT,__text) external _dcabs1_
0000000180d901b8 (__TEXT,__text) external _dcopy
0000000181005864 (__TEXT,__text) external _dcopy$NEWLAPACK
00000001810844e8 (__TEXT,__text) external _dcopy$NEWLAPACK$ILP64
0000000180d901b8 (__TEXT,__text) external _dcopy_
0000000180d901e0 (__TEXT,__text) external _ddot
00000001810058a4 (__TEXT,__text) external _ddot$NEWLAPACK
0000000181084528 (__TEXT,__text) external _ddot$NEWLAPACK$ILP64
0000000180d901e0 (__TEXT,__text) external _ddot_
0000000180d8d5f0 (__TEXT,__text) external _dgbmv
0000000180dd7934 (__TEXT,__text) external _dgbmv$NEWLAPACK
000000018107cb5c (__TEXT,__text) external _dgbmv$NEWLAPACK$ILP64
0000000180d8d5f0 (__TEXT,__text) external _dgbmv_
0000000180de1b24 (__TEXT,__text) external _dgeCopy
0000000181010444 (__TEXT,__text) external _dgePack_A_NoTran
000000018101050c (__TEXT,__text) external _dgePack_A_Tran
000000018101026c (__TEXT,__text) external _dgePack_B_NoTran
0000000181010390 (__TEXT,__text) external _dgePack_B_Tran
0000000180de1ad0 (__TEXT,__text) external _dgeSetZero
0000000180d8ab58 (__TEXT,__text) external _dgemm
0000000180f3f908 (__TEXT,__text) external _dgemm$NEWLAPACK
00000001810819e0 (__TEXT,__text) external _dgemm$NEWLAPACK$ILP64
0000000180d8ab58 (__TEXT,__text) external _dgemm_
0000000180d8d52c (__TEXT,__text) external _dgemv
0000000180dd75c0 (__TEXT,__text) external _dgemv$NEWLAPACK
000000018107c7fc (__TEXT,__text) external _dgemv$NEWLAPACK$ILP64
0000000180d8d52c (__TEXT,__text) external _dgemv_
0000000180d8dfe4 (__TEXT,__text) external _dger
0000000180dd7c2c (__TEXT,__text) external _dger$NEWLAPACK
000000018107ce3c (__TEXT,__text) external _dger$NEWLAPACK$ILP64
0000000180d8dfe4 (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_apply_attr_destroy (from libSystem)
                 (undefined) external _dispatch_apply_attr_init (from libSystem)
                 (undefined) external _dispatch_apply_attr_set_parallelism (from libSystem)
                 (undefined) external _dispatch_apply_with_attr (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
0000000180d901f0 (__TEXT,__text) external _dnrm2
0000000181005984 (__TEXT,__text) external _dnrm2$NEWLAPACK
0000000181084608 (__TEXT,__text) external _dnrm2$NEWLAPACK$ILP64
0000000180d901f0 (__TEXT,__text) external _dnrm2_
00000001810f42b0 (__TEXT,__text) external _double_general_add
0000000181114d64 (__TEXT,__text) external _double_general_add_scalar
00000001810ffc0c (__TEXT,__text) external _double_general_elementwise_product
0000000181111904 (__TEXT,__text) external _double_general_permute_cols
0000000181111784 (__TEXT,__text) external _double_general_permute_rows
000000018111ba18 (__TEXT,__text) external _double_general_product_scalar
00000001810fffcc (__TEXT,__text) external _double_general_splat
00000001810ff518 (__TEXT,__text) external _double_general_sub_scalar
00000001811116ac (__TEXT,__text) external _double_general_transpose
00000001811156d0 (__TEXT,__text) external _double_inner_product_scalar
000000018110c598 (__TEXT,__text) external _double_outer_product_scalar
0000000180d901fc (__TEXT,__text) external _drot
00000001810059c0 (__TEXT,__text) external _drot$NEWLAPACK
0000000181084644 (__TEXT,__text) external _drot$NEWLAPACK$ILP64
0000000180d901fc (__TEXT,__text) external _drot_
0000000180d9022c (__TEXT,__text) external _drotg
0000000181005a0c (__TEXT,__text) external _drotg$NEWLAPACK
0000000181084690 (__TEXT,__text) external _drotg$NEWLAPACK$ILP64
0000000180d9022c (__TEXT,__text) external _drotg_
0000000180d90248 (__TEXT,__text) external _drotm
0000000181005a28 (__TEXT,__text) external _drotm$NEWLAPACK
00000001810846ac (__TEXT,__text) external _drotm$NEWLAPACK$ILP64
0000000180d90248 (__TEXT,__text) external _drotm_
0000000180d90270 (__TEXT,__text) external _drotmg
0000000181005a44 (__TEXT,__text) external _drotmg$NEWLAPACK
00000001810846c8 (__TEXT,__text) external _drotmg$NEWLAPACK$ILP64
0000000180d90270 (__TEXT,__text) external _drotmg_
0000000180d8d774 (__TEXT,__text) external _dsbmv
0000000180dd87c4 (__TEXT,__text) external _dsbmv$NEWLAPACK
000000018107d9a8 (__TEXT,__text) external _dsbmv$NEWLAPACK$ILP64
0000000180d8d774 (__TEXT,__text) external _dsbmv_
0000000180d90294 (__TEXT,__text) external _dscal
0000000181005a68 (__TEXT,__text) external _dscal$NEWLAPACK
00000001810846ec (__TEXT,__text) external _dscal$NEWLAPACK$ILP64
0000000180d90294 (__TEXT,__text) external _dscal_
0000000180d90328 (__TEXT,__text) external _dsdot
0000000181005654 (__TEXT,__text) external _dsdot$NEWLAPACK
00000001810842d8 (__TEXT,__text) external _dsdot$NEWLAPACK$ILP64
0000000180d90328 (__TEXT,__text) external _dsdot_
0000000180d8d824 (__TEXT,__text) external _dspmv
0000000180dd8934 (__TEXT,__text) external _dspmv$NEWLAPACK
000000018107db14 (__TEXT,__text) external _dspmv$NEWLAPACK$ILP64
0000000180d8d824 (__TEXT,__text) external _dspmv_
0000000180d8e160 (__TEXT,__text) external _dspr
0000000180dd8a80 (__TEXT,__text) external _dspr$NEWLAPACK
000000018107dc60 (__TEXT,__text) external _dspr$NEWLAPACK$ILP64
0000000180d8e1ec (__TEXT,__text) external _dspr2
0000000180dd8bbc (__TEXT,__text) external _dspr2$NEWLAPACK
000000018107dd9c (__TEXT,__text) external _dspr2$NEWLAPACK$ILP64
0000000180d8e1ec (__TEXT,__text) external _dspr2_
0000000180d8e160 (__TEXT,__text) external _dspr_
0000000180d902c4 (__TEXT,__text) external _dswap
0000000181005ad8 (__TEXT,__text) external _dswap$NEWLAPACK
000000018108475c (__TEXT,__text) external _dswap$NEWLAPACK$ILP64
0000000180d902c4 (__TEXT,__text) external _dswap_
0000000180d8ac84 (__TEXT,__text) external _dsymm
0000000180f40450 (__TEXT,__text) external _dsymm$NEWLAPACK
00000001810824f4 (__TEXT,__text) external _dsymm$NEWLAPACK$ILP64
0000000180d8ac84 (__TEXT,__text) external _dsymm_
0000000180d8d6d0 (__TEXT,__text) external _dsymv
0000000180dd8d10 (__TEXT,__text) external _dsymv$NEWLAPACK
000000018107def0 (__TEXT,__text) external _dsymv$NEWLAPACK$ILP64
0000000180d8d6d0 (__TEXT,__text) external _dsymv_
0000000180d8e034 (__TEXT,__text) external _dsyr
0000000180dd8e64 (__TEXT,__text) external _dsyr$NEWLAPACK
000000018107e044 (__TEXT,__text) external _dsyr$NEWLAPACK$ILP64
0000000180d8e0c4 (__TEXT,__text) external _dsyr2
0000000180dd8fb0 (__TEXT,__text) external _dsyr2$NEWLAPACK
000000018107e190 (__TEXT,__text) external _dsyr2$NEWLAPACK$ILP64
0000000180d8e0c4 (__TEXT,__text) external _dsyr2_
0000000180d8b174 (__TEXT,__text) external _dsyr2k
0000000180f40c84 (__TEXT,__text) external _dsyr2k$NEWLAPACK
0000000181082d18 (__TEXT,__text) external _dsyr2k$NEWLAPACK$ILP64
0000000180d8b174 (__TEXT,__text) external _dsyr2k_
0000000180d8e034 (__TEXT,__text) external _dsyr_
0000000180d8b078 (__TEXT,__text) external _dsyrk
0000000180f40850 (__TEXT,__text) external _dsyrk$NEWLAPACK
00000001810828e8 (__TEXT,__text) external _dsyrk$NEWLAPACK$ILP64
0000000180d8b078 (__TEXT,__text) external _dsyrk_
0000000180d8d9f4 (__TEXT,__text) external _dtbmv
0000000180dd9194 (__TEXT,__text) external _dtbmv$NEWLAPACK
000000018107e370 (__TEXT,__text) external _dtbmv$NEWLAPACK$ILP64
0000000180d8d9f4 (__TEXT,__text) external _dtbmv_
0000000180d8dd84 (__TEXT,__text) external _dtbsv
0000000180dd968c (__TEXT,__text) external _dtbsv$NEWLAPACK
000000018107e858 (__TEXT,__text) external _dtbsv$NEWLAPACK$ILP64
0000000180d8dd84 (__TEXT,__text) external _dtbsv_
0000000180d8db30 (__TEXT,__text) external _dtpmv
0000000180dd9b80 (__TEXT,__text) external _dtpmv$NEWLAPACK
000000018107ed40 (__TEXT,__text) external _dtpmv$NEWLAPACK$ILP64
0000000180d8db30 (__TEXT,__text) external _dtpmv_
0000000180d8dec0 (__TEXT,__text) external _dtpsv
0000000180dda068 (__TEXT,__text) external _dtpsv$NEWLAPACK
000000018107f228 (__TEXT,__text) external _dtpsv$NEWLAPACK$ILP64
0000000180d8dec0 (__TEXT,__text) external _dtpsv_
0000000180de1c54 (__TEXT,__text) external _dtrCopyLower
0000000180de1bf8 (__TEXT,__text) external _dtrSetZeroLower
0000000180d8ad78 (__TEXT,__text) external _dtrmm
0000000180f4115c (__TEXT,__text) external _dtrmm$NEWLAPACK
00000001810831e0 (__TEXT,__text) external _dtrmm$NEWLAPACK$ILP64
0000000180d8ad78 (__TEXT,__text) external _dtrmm_
0000000180d8d8c4 (__TEXT,__text) external _dtrmv
0000000180dda548 (__TEXT,__text) external _dtrmv$NEWLAPACK
000000018107f708 (__TEXT,__text) external _dtrmv$NEWLAPACK$ILP64
0000000180d8d8c4 (__TEXT,__text) external _dtrmv_
0000000180d8aef8 (__TEXT,__text) external _dtrsm
0000000180f41794 (__TEXT,__text) external _dtrsm$NEWLAPACK
0000000181083800 (__TEXT,__text) external _dtrsm$NEWLAPACK$ILP64
0000000180d8aef8 (__TEXT,__text) external _dtrsm_
0000000180d8dc54 (__TEXT,__text) external _dtrsv
0000000180ddaa10 (__TEXT,__text) external _dtrsv$NEWLAPACK
000000018107fbd0 (__TEXT,__text) external _dtrsv$NEWLAPACK$ILP64
0000000180d8dc54 (__TEXT,__text) external _dtrsv_
0000000180d90574 (__TEXT,__text) external _dzasum
0000000181005778 (__TEXT,__text) external _dzasum$NEWLAPACK
00000001810843fc (__TEXT,__text) external _dzasum$NEWLAPACK$ILP64
0000000180d90574 (__TEXT,__text) external _dzasum_
0000000180d90580 (__TEXT,__text) external _dznrm2
000000018100599c (__TEXT,__text) external _dznrm2$NEWLAPACK
0000000181084620 (__TEXT,__text) external _dznrm2$NEWLAPACK$ILP64
0000000180d90580 (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
00000001810feb74 (__TEXT,__text) external _float_general_add
00000001810ff378 (__TEXT,__text) external _float_general_add_scalar
00000001810ff84c (__TEXT,__text) external _float_general_elementwise_product
00000001810fe878 (__TEXT,__text) external _float_general_permute_cols
00000001810fe6e8 (__TEXT,__text) external _float_general_permute_rows
00000001811003d0 (__TEXT,__text) external _float_general_product_scalar
000000018110a7c4 (__TEXT,__text) external _float_general_splat
000000018110009c (__TEXT,__text) external _float_general_sub_scalar
00000001810fe610 (__TEXT,__text) external _float_general_transpose
0000000181114754 (__TEXT,__text) external _float_inner_product_scalar
00000001810fe9c0 (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
0000000180d89bdc (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
0000000180d900ec (__TEXT,__text) external _icamax
00000001810056dc (__TEXT,__text) external _icamax$NEWLAPACK
0000000181084360 (__TEXT,__text) external _icamax$NEWLAPACK$ILP64
0000000180d900ec (__TEXT,__text) external _icamax_
0000000180d902ec (__TEXT,__text) external _idamax
00000001810056a0 (__TEXT,__text) external _idamax$NEWLAPACK
0000000181084324 (__TEXT,__text) external _idamax$NEWLAPACK$ILP64
0000000180d902ec (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
0000000180d90338 (__TEXT,__text) external _isamax
0000000181005664 (__TEXT,__text) external _isamax$NEWLAPACK
00000001810842e8 (__TEXT,__text) external _isamax$NEWLAPACK$ILP64
0000000180d90338 (__TEXT,__text) external _isamax_
0000000180d9058c (__TEXT,__text) external _izamax
0000000181005718 (__TEXT,__text) external _izamax$NEWLAPACK
000000018108439c (__TEXT,__text) external _izamax$NEWLAPACK$ILP64
0000000180d9058c (__TEXT,__text) external _izamax_
0000000180d89c20 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
0000000180d90374 (__TEXT,__text) external _sasum
0000000181005754 (__TEXT,__text) external _sasum$NEWLAPACK
00000001810843d8 (__TEXT,__text) external _sasum$NEWLAPACK$ILP64
0000000180d90374 (__TEXT,__text) external _sasum_
00000001810057ec (__TEXT,__text) external _saxpby$NEWLAPACK
0000000181084470 (__TEXT,__text) external _saxpby$NEWLAPACK$ILP64
0000000180d90398 (__TEXT,__text) external _saxpy
0000000181005784 (__TEXT,__text) external _saxpy$NEWLAPACK
0000000181084408 (__TEXT,__text) external _saxpy$NEWLAPACK$ILP64
0000000180d90398 (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
0000000180d90128 (__TEXT,__text) external _scasum
000000018100576c (__TEXT,__text) external _scasum$NEWLAPACK
00000001810843f0 (__TEXT,__text) external _scasum$NEWLAPACK$ILP64
0000000180d90128 (__TEXT,__text) external _scasum_
0000000180d9014c (__TEXT,__text) external _scnrm2
0000000181005990 (__TEXT,__text) external _scnrm2$NEWLAPACK
0000000181084614 (__TEXT,__text) external _scnrm2$NEWLAPACK$ILP64
0000000180d9014c (__TEXT,__text) external _scnrm2_
0000000180d903d4 (__TEXT,__text) external _scopy
0000000181005854 (__TEXT,__text) external _scopy$NEWLAPACK
00000001810844d8 (__TEXT,__text) external _scopy$NEWLAPACK$ILP64
0000000180d903d4 (__TEXT,__text) external _scopy_
0000000180d903fc (__TEXT,__text) external _sdot
0000000181005894 (__TEXT,__text) external _sdot$NEWLAPACK
0000000181084518 (__TEXT,__text) external _sdot$NEWLAPACK$ILP64
0000000180d903fc (__TEXT,__text) external _sdot_
0000000180d90424 (__TEXT,__text) external _sdsdot
0000000181005954 (__TEXT,__text) external _sdsdot$NEWLAPACK
00000001810845d8 (__TEXT,__text) external _sdsdot$NEWLAPACK$ILP64
0000000180d90424 (__TEXT,__text) external _sdsdot_
0000000180d8c8a0 (__TEXT,__text) external _sgbmv
0000000180dd7844 (__TEXT,__text) external _sgbmv$NEWLAPACK
000000018107ca74 (__TEXT,__text) external _sgbmv$NEWLAPACK$ILP64
0000000180d8c8a0 (__TEXT,__text) external _sgbmv_
0000000180de1efc (__TEXT,__text) external _sgeCopy
00000001810177f0 (__TEXT,__text) external _sgePack_A_NoTran
0000000181017984 (__TEXT,__text) external _sgePack_A_Tran
00000001810174cc (__TEXT,__text) external _sgePack_B_NoTran
000000018101760c (__TEXT,__text) external _sgePack_B_Tran
0000000180de1ea8 (__TEXT,__text) external _sgeSetZero
0000000180d8a434 (__TEXT,__text) external _sgemm
0000000180f3f7cc (__TEXT,__text) external _sgemm$NEWLAPACK
00000001810818ac (__TEXT,__text) external _sgemm$NEWLAPACK$ILP64
0000000180d8a434 (__TEXT,__text) external _sgemm_
0000000180d8c7dc (__TEXT,__text) external _sgemv
0000000180dd74ec (__TEXT,__text) external _sgemv$NEWLAPACK
000000018107c72c (__TEXT,__text) external _sgemv$NEWLAPACK$ILP64
0000000180d8c7dc (__TEXT,__text) external _sgemv_
0000000180d8d294 (__TEXT,__text) external _sger
0000000180dd7bfc (__TEXT,__text) external _sger$NEWLAPACK
000000018107ce0c (__TEXT,__text) external _sger$NEWLAPACK$ILP64
0000000180d8d294 (__TEXT,__text) external _sger_
0000000180d90460 (__TEXT,__text) external _snrm2
0000000181005978 (__TEXT,__text) external _snrm2$NEWLAPACK
00000001810845fc (__TEXT,__text) external _snrm2$NEWLAPACK$ILP64
0000000180d90460 (__TEXT,__text) external _snrm2_
0000000180d90484 (__TEXT,__text) external _srot
00000001810059a8 (__TEXT,__text) external _srot$NEWLAPACK
000000018108462c (__TEXT,__text) external _srot$NEWLAPACK$ILP64
0000000180d90484 (__TEXT,__text) external _srot_
0000000180d904b4 (__TEXT,__text) external _srotg
0000000181005a08 (__TEXT,__text) external _srotg$NEWLAPACK
000000018108468c (__TEXT,__text) external _srotg$NEWLAPACK$ILP64
0000000180d904b4 (__TEXT,__text) external _srotg_
0000000180d904d0 (__TEXT,__text) external _srotm
0000000181005a18 (__TEXT,__text) external _srotm$NEWLAPACK
000000018108469c (__TEXT,__text) external _srotm$NEWLAPACK$ILP64
0000000180d904d0 (__TEXT,__text) external _srotm_
0000000180d904f8 (__TEXT,__text) external _srotmg
0000000181005a38 (__TEXT,__text) external _srotmg$NEWLAPACK
00000001810846bc (__TEXT,__text) external _srotmg$NEWLAPACK$ILP64
0000000180d904f8 (__TEXT,__text) external _srotmg_
0000000180d8ca24 (__TEXT,__text) external _ssbmv
0000000180dd8704 (__TEXT,__text) external _ssbmv$NEWLAPACK
000000018107d8ec (__TEXT,__text) external _ssbmv$NEWLAPACK$ILP64
0000000180d8ca24 (__TEXT,__text) external _ssbmv_
0000000180d9051c (__TEXT,__text) external _sscal
0000000181005a50 (__TEXT,__text) external _sscal$NEWLAPACK
00000001810846d4 (__TEXT,__text) external _sscal$NEWLAPACK$ILP64
0000000180d9051c (__TEXT,__text) external _sscal_
0000000180d8cad4 (__TEXT,__text) external _sspmv
0000000180dd8884 (__TEXT,__text) external _sspmv$NEWLAPACK
000000018107da64 (__TEXT,__text) external _sspmv$NEWLAPACK$ILP64
0000000180d8cad4 (__TEXT,__text) external _sspmv_
0000000180d8d410 (__TEXT,__text) external _sspr
0000000180dd89e4 (__TEXT,__text) external _sspr$NEWLAPACK
000000018107dbc4 (__TEXT,__text) external _sspr$NEWLAPACK$ILP64
0000000180d8d49c (__TEXT,__text) external _sspr2
0000000180dd8b1c (__TEXT,__text) external _sspr2$NEWLAPACK
000000018107dcfc (__TEXT,__text) external _sspr2$NEWLAPACK$ILP64
0000000180d8d49c (__TEXT,__text) external _sspr2_
0000000180d8d410 (__TEXT,__text) external _sspr_
0000000180d9054c (__TEXT,__text) external _sswap
0000000181005ac8 (__TEXT,__text) external _sswap$NEWLAPACK
000000018108474c (__TEXT,__text) external _sswap$NEWLAPACK$ILP64
0000000180d9054c (__TEXT,__text) external _sswap_
0000000180d8a560 (__TEXT,__text) external _ssymm
0000000180f4034c (__TEXT,__text) external _ssymm$NEWLAPACK
00000001810823f4 (__TEXT,__text) external _ssymm$NEWLAPACK$ILP64
0000000180d8a560 (__TEXT,__text) external _ssymm_
0000000180d8c980 (__TEXT,__text) external _ssymv
0000000180dd8c5c (__TEXT,__text) external _ssymv$NEWLAPACK
000000018107de3c (__TEXT,__text) external _ssymv$NEWLAPACK$ILP64
0000000180d8c980 (__TEXT,__text) external _ssymv_
0000000180d8d2e4 (__TEXT,__text) external _ssyr
0000000180dd8dc4 (__TEXT,__text) external _ssyr$NEWLAPACK
000000018107dfa4 (__TEXT,__text) external _ssyr$NEWLAPACK$ILP64
0000000180d8d374 (__TEXT,__text) external _ssyr2
0000000180dd8f04 (__TEXT,__text) external _ssyr2$NEWLAPACK
000000018107e0e4 (__TEXT,__text) external _ssyr2$NEWLAPACK$ILP64
0000000180d8d374 (__TEXT,__text) external _ssyr2_
0000000180d8aa50 (__TEXT,__text) external _ssyr2k
0000000180f40b6c (__TEXT,__text) external _ssyr2k$NEWLAPACK
