00007ff80045e54a (__TEXT,__text) external _NSAddImage
00007ff80046d012 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers21__cxa_finalize_rangesEPK13__cxa_range_tj
00007ff80046d0d2 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers21os_unfair_lock_unlockEP16os_unfair_lock_s
00007ff80046cf74 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers21pthread_key_init_freeEi
00007ff80046cf60 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers23pthread_key_create_freeEPm
00007ff80046d0b4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers25setDyldPatchedObjCClassesEv
00007ff80046cfb2 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers30pthread_key_create_thread_exitEPm
00007ff80046d062 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers31os_unfair_recursive_lock_unlockEP26os_unfair_recursive_lock_s
00007ff80046d0c2 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers32os_unfair_lock_lock_with_optionsEP16os_unfair_lock_s24os_unfair_lock_options_t
00007ff80046d052 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers42os_unfair_recursive_lock_lock_with_optionsEP26os_unfair_recursive_lock_s24os_unfair_lock_options_t
00007ff80046d0a6 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers44os_unfair_recursive_lock_unlock_forked_childEP26os_unfair_recursive_lock_s
00007ff80046d070 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers4exitEi
00007ff80046cf1c (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers4freeEPv
00007ff80046d07c (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers6getenvEPKc
00007ff80046cf0a (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers6mallocEm
00007ff80046d08a (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers7mkstempEPc
00007ff80046cefe (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers7versionEv
00007ff80046cf88 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers9run_asyncEPFPvS1_ES1_
00007ff800461fd6 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache12localSymbolsEv
00007ff800460978 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache14rebasedAddressEv
00007ff800461b2e (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache15forEachFilePathEU13block_pointerFvPKcE
00007ff800461cfa (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache15isPrivateMappedEv
00007ff800461b1a (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache4sizeEv
00007ff800461b10 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache4uuidEv
00007ff800463338 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas15ProcessSnapshot5validEv
00007ff800461176 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas17SharedCacheLocals20use64BitDylibOffsetsEv
00007ff80046116c (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas17SharedCacheLocals9localInfoEv
00007ff8004608dc (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image11installnameEv
00007ff80046094e (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image11sharedCacheEv
00007ff80046095c (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image19sharedCacheVMOffsetEv
00007ff800460658 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image2mlEv
00007ff800460856 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image4uuidEv
00007ff800460928 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image8filenameEv
00007ff8004602d2 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas6Mapper3mapEPKvy
00007ff800475570 (__TEXT,__text) non-external __ZNK5dyld45Atlas6Mapper3mapEPKvy.cold.1
00007ff80045a234 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11BindOpcodes11forEachBindEU13block_pointerFvPKcibhybiS2_bxbRbEU13block_pointerFvS2_E
00007ff80045a998 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11BindOpcodes17forEachBindTargetEU13block_pointerFvRKNS_5Fixup10BindTargetERbEU13block_pointerFvPKcE
00007ff80045a100 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11BindOpcodes19hasDoneBetweenBindsEv
00007ff80045a108 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11BindOpcodes22implicitLibraryOrdinalEv
00007ff80045a114 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11BindOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEjbb
00007ff800458bd2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11ExportsTrie21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolERbE
00007ff8004588dc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11ExportsTrie23terminalPayloadToSymbolERKNS_11GenericTrie5EntryERNS_6SymbolE
00007ff800458c84 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11ExportsTrie5validEy
00007ff80045853c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11GenericTrie11recurseTrieEPKhRN5dyld317OverflowSafeArrayIcLy4294967295EEEiRbU13block_pointerFvPKcNSt3__14spanIS1_Lm18446744073709551615EEES7_E
00007ff800458766 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11GenericTrie12forEachEntryEU13block_pointerFvRKNS0_5EntryERbE
00007ff800453254 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12Architecture4nameEv
00007ff80045378c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12PlatformInfo14versionForYearEtb
00007ff8004537c6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12PlatformInfo14yearForVersionENS_9Version32ERtRb
00007ff800453808 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12PlatformInfo21minorVersionForSpringEt
00007ff800458f5c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups17forEachBindTargetEU13block_pointerFvRKNS_5Fixup10BindTargetERbE
00007ff800458fb6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups17forEachBindTargetEU13block_pointerFviPKcxbRbE
00007ff800459278 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups5validEyNSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEE
00007ff800453b34 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13RebaseOpcodes13forEachRebaseEU13block_pointerFvPKcibhyRbE
00007ff800453a24 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13RebaseOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEbb
00007ff80045aaf0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o15LazyBindOpcodes19hasDoneBetweenBindsEv
00007ff80045b45e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o16NListSymbolTable13forEachSymbolEjjU13block_pointerFvPKcyhhtjRbE
00007ff80045ab78 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o16NListSymbolTable15symbolFromNListEPKcyhht
00007ff80045b2f8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o16NListSymbolTable21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolEjRbE
00007ff80045ab68 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o16NListSymbolTable5validEy
00007ff80045b692 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o17DebugNoteFileInfo4dumpEv
00007ff80045369e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o18PlatformInfo_macOS14versionForYearEtb
00007ff800453704 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o18PlatformInfo_macOS14yearForVersionENS_9Version32ERtRb
00007ff80045377a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o18PlatformInfo_macOS21minorVersionForSpringEt
00007ff800453840 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o18PlatformInfo_sepOS14versionForYearEtb
00007ff80045384c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o18PlatformInfo_sepOS14yearForVersionENS_9Version32ERtRb
00007ff80045360e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o19PlatformAndVersions5unzipEU13block_pointerFvS0_E
00007ff8004541d8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21LinkedDylibAttributes8toStringEPc
00007ff800453814 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21PlatformInfo_bridgeOS21minorVersionForSpringEt
00007ff800453826 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21PlatformInfo_firmware14versionForYearEtb
00007ff800453832 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21PlatformInfo_firmware14yearForVersionENS_9Version32ERtRb
00007ff80045385a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21PlatformInfo_visionOS21minorVersionForSpringEt
00007ff80045979c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e12nextLocationEPKv
00007ff800459710 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e12supportsAuthEv
00007ff800459756 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e13supportsBindsEv
00007ff80045975e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e14maxBindOrdinalEb
00007ff8004597d0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e15parseChainEntryEPKvPKNS_13MappedSegmentEy
00007ff80045973a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e21maxRebaseTargetOffsetEb
00007ff800459778 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e23bindMaxEmbeddableAddendEb
00007ff80045978a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e23bindMinEmbeddableAddendEb
00007ff800459708 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e4is64Ev
00007ff800459724 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e7maxNextEv
00007ff800459718 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e7minNextEv
00007ff800459aea (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3211descriptionEv
00007ff800459b54 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3212nextLocationEPKv
00007ff800459b00 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3212supportsAuthEv
00007ff800459b2c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3213supportsBindsEv
00007ff800459b34 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3214maxBindOrdinalEb
00007ff800459b6c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3215parseChainEntryEPKvPKNS_13MappedSegmentEy
00007ff800459b20 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3221maxRebaseTargetOffsetEb
00007ff800459b40 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3223bindMaxEmbeddableAddendEb
00007ff800459b4c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3223bindMinEmbeddableAddendEb
00007ff800459af8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_324is64Ev
00007ff800459adc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_324nameEv
00007ff800459ad0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_325valueEv
00007ff800459b14 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_327maxNextEv
00007ff800459b08 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_327minNextEv
00007ff800459986 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6411descriptionEv
00007ff8004599f4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6412nextLocationEPKv
00007ff80045999c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6412supportsAuthEv
00007ff8004599cc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6413supportsBindsEv
00007ff8004599d4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6414maxBindOrdinalEb
00007ff800459a12 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6415parseChainEntryEPKvPKNS_13MappedSegmentEy
00007ff800459ac8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6420unauthRebaseIsVmAddrEv
00007ff8004599bc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6421maxRebaseTargetOffsetEb
00007ff8004599e0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6423bindMaxEmbeddableAddendEb
00007ff8004599ec (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6423bindMinEmbeddableAddendEb
00007ff800459994 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_644is64Ev
00007ff800459978 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_644nameEv
00007ff80045996c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_645valueEv
00007ff8004599b0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_647maxNextEv
00007ff8004599a4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_647minNextEv
00007ff8004596fa (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E11descriptionEv
00007ff80045994c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E12bindBitCountEv
00007ff800459964 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E20unauthRebaseIsVmAddrEv
00007ff8004596ec (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E4nameEv
00007ff8004596e0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E5valueEv
00007ff800459958 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E6strideEv
00007ff800459be4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE11descriptionEv
00007ff800459c46 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE12nextLocationEPKv
00007ff800459bfa (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE12supportsAuthEv
00007ff800459c26 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE13supportsBindsEv
00007ff800459c2e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE14maxBindOrdinalEb
00007ff800459c66 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE15parseChainEntryEPKvPKNS_13MappedSegmentEy
00007ff800459c1a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE21maxRebaseTargetOffsetEb
00007ff800459c36 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE23bindMaxEmbeddableAddendEb
00007ff800459c3e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE23bindMinEmbeddableAddendEb
00007ff800459bf2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE4is64Ev
00007ff800459bd6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE4nameEv
00007ff800459bca (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE5valueEv
00007ff800459c0e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE7maxNextEv
00007ff800459c02 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE7minNextEv
00007ff800459d7a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o40PointerFormat_DYLD_CHAINED_PTR_64_OFFSET11descriptionEv
00007ff800459d88 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o40PointerFormat_DYLD_CHAINED_PTR_64_OFFSET20unauthRebaseIsVmAddrEv
00007ff800459d6c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o40PointerFormat_DYLD_CHAINED_PTR_64_OFFSET4nameEv
00007ff800459d60 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o40PointerFormat_DYLD_CHAINED_PTR_64_OFFSET5valueEv
00007ff800459cac (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE11descriptionEv
00007ff800459d12 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE12nextLocationEPKv
00007ff800459cc2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE12supportsAuthEv
00007ff800459cee (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE13supportsBindsEv
00007ff800459cf6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE14maxBindOrdinalEb
00007ff800459d32 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE15parseChainEntryEPKvPKNS_13MappedSegmentEy
00007ff800459ce2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE21maxRebaseTargetOffsetEb
00007ff800459d02 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE23bindMaxEmbeddableAddendEb
00007ff800459d0a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE23bindMinEmbeddableAddendEb
00007ff800459cba (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE4is64Ev
00007ff800459c9e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE4nameEv
00007ff800459c92 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE5valueEv
00007ff800459cd6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE7maxNextEv
00007ff800459cca (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE7minNextEv
00007ff800459daa (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL11descriptionEv
00007ff800459db8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL12bindBitCountEv
00007ff800459dd0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL20unauthRebaseIsVmAddrEv
00007ff800459d9c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL4nameEv
00007ff800459d90 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL5valueEv
00007ff800459dc4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL6strideEv
00007ff800459df2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE11descriptionEv
00007ff800459e54 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE12nextLocationEPKv
00007ff800459e08 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE12supportsAuthEv
00007ff800459e34 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE13supportsBindsEv
00007ff800459e3c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE14maxBindOrdinalEb
00007ff800459e72 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE15parseChainEntryEPKvPKNS_13MappedSegmentEy
00007ff800459e28 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE21maxRebaseTargetOffsetEb
00007ff800459e44 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE23bindMaxEmbeddableAddendEb
00007ff800459e4c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE23bindMinEmbeddableAddendEb
00007ff800459e00 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE4is64Ev
00007ff800459de4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE4nameEv
00007ff800459dd8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE5valueEv
00007ff800459e1c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE7maxNextEv
00007ff800459e10 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE7minNextEv
00007ff800459f42 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE11descriptionEv
00007ff800459f58 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE12bindBitCountEv
00007ff800459f70 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE20unauthRebaseIsVmAddrEv
00007ff800459f50 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE4is64Ev
00007ff800459f34 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE4nameEv
00007ff800459f28 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE5valueEv
00007ff800459f64 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE6strideEv
00007ff800459efa (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND11descriptionEv
00007ff800459f08 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND12bindBitCountEv
00007ff800459f20 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND20unauthRebaseIsVmAddrEv
00007ff800459eec (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND4nameEv
00007ff800459ee0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND5valueEv
00007ff800459f14 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND6strideEv
00007ff80045a0a6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND2411descriptionEv
00007ff80045a0b4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND2412bindBitCountEv
00007ff80045a0cc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND2420unauthRebaseIsVmAddrEv
00007ff80045a098 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND244nameEv
00007ff80045a08c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND245valueEv
00007ff80045a0c0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND246strideEv
00007ff800459f92 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE11descriptionEv
