0000000209670d7c (__TEXT,__text) external _AAAFSCGetMetadata
0000000209607dec (__TEXT,__text) non-external _decryptAsyncCancel
000000020960692c (__TEXT,__text) non-external _decryptAsyncClose
0000000209606b10 (__TEXT,__text) non-external _decryptAsyncGetRange
0000000209607e00 (__TEXT,__text) non-external _decryptAsyncIsCancelled
0000000209606c68 (__TEXT,__text) non-external _decryptAsyncProcess
00000002096420ec (__TEXT,__text) non-external _decryptToFileAsyncCancel
0000000209641f68 (__TEXT,__text) non-external _decryptToFileAsyncClose
00000002096420f4 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00000002096420fc (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000002096233a4 (__TEXT,__text) non-external _ecc65537Inv
0000000209622f94 (__TEXT,__text) non-external _ecc65537PolyEval
000000020962321c (__TEXT,__text) non-external _ecc65537Solve
0000000209623010 (__TEXT,__text) non-external _ecc65537Triangulate
000000020966b78c (__TEXT,__text) non-external _encodeEntry
000000020966b928 (__TEXT,__text) non-external _encodeYOPEntry
000000020966c980 (__TEXT,__text) non-external _encoderStreamAbort
000000020966c7b8 (__TEXT,__text) non-external _encoderStreamClose
000000020966cb34 (__TEXT,__text) non-external _encoderStreamWriteBlob
000000020966c99c (__TEXT,__text) non-external _encoderStreamWriteHeader
000000020963e2e8 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
000000020966ad90 (__TEXT,__text) non-external _entryIndexCmpHLC
000000020964e8a4 (__TEXT,__text) non-external _entryMessage
000000020965dcac (__TEXT,__text) non-external _entryRelease
000000020966ad74 (__TEXT,__text) non-external _entryVectorCmp
000000020963a174 (__TEXT,__text) non-external (was a private external) _enumerateTree
000000020963a2dc (__TEXT,__text) non-external _enumerateTree_rec
0000000209658e80 (__TEXT,__text) non-external _expandDirThreadProc
000000020965dc8c (__TEXT,__text) non-external _extractStreamAbort
000000020965bc00 (__TEXT,__text) non-external _extractStreamClose
000000020965e5c0 (__TEXT,__text) non-external _extractStreamEntryEnd
000000020965e6a0 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
000000020965e418 (__TEXT,__text) non-external _extractStreamStateFail
000000020965d594 (__TEXT,__text) non-external _extractStreamWriteBlob
000000020965c8e8 (__TEXT,__text) non-external _extractStreamWriteHeader
000000020964f17c (__TEXT,__text) non-external _extractThread
000000020965de28 (__TEXT,__text) non-external _extractThreadFailEntry
000000020965add8 (__TEXT,__text) non-external _extractThreadProc
000000020965e4f8 (__TEXT,__text) non-external _extractThreadSendCommand
000000020964ecd4 (__TEXT,__text) non-external _extractToDirAsyncCancel
000000020964eb04 (__TEXT,__text) non-external _extractToDirAsyncClose
000000020964ecd8 (__TEXT,__text) non-external _extractToDirAsyncGetRange
000000020964ed6c (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
000000020961d320 (__TEXT,__text) non-external _findFirst
00000002096481f4 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
000000020961e36c (__TEXT,__text) non-external _flushBuf
000000020966cde0 (__TEXT,__text) non-external _flushOBuf
0000000209673618 (__TEXT,__text) non-external _flushOBuf
00000002096337b0 (__TEXT,__text) non-external _flushToResourceFork
000000020966cf48 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
000000020966d4c4 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
000000020961e710 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
0000000217ad63d0 (__DATA,__bss) non-external _gErrorContextKey
000000020964aaf4 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
0000000209639e6c (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
000000020966db44 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
0000000209623568 (__TEXT,__text) non-external _getCompressedSizeCounterProc
0000000209638298 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
000000020963eeac (__TEXT,__text) non-external _getErrorContextKey
0000000217ad63c0 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
0000000209646554 (__TEXT,__text) non-external _getFieldBlob
0000000209639648 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00000002096395bc (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
0000000209639c38 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
0000000209639ddc (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
000000020963952c (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
0000000209639f0c (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
0000000209639f1c (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
0000000209639fc8 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
0000000209639b60 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
000000020967b810 (__TEXT,__text) non-external _getFreeCachePos
000000020960f508 (__TEXT,__text) non-external _getHeader
0000000209659dc0 (__TEXT,__text) non-external _getPath
000000020963824c (__TEXT,__text) non-external (was a private external) _getRealTime
00000002096389dc (__TEXT,__text) non-external (was a private external) _getTempDir
000000020964f434 (__TEXT,__text) non-external _getTempSegmentFilename
000000020963a770 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
0000000209679950 (__TEXT,__text) non-external _graisAbort
0000000209677e30 (__TEXT,__text) non-external _graisClose
0000000209679550 (__TEXT,__text) non-external _graisPRead
0000000209679534 (__TEXT,__text) non-external _graisRead
0000000209679904 (__TEXT,__text) non-external _graisSeek
0000000209658db0 (__TEXT,__text) non-external _increaseCapacity
000000020962cdac (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
000000020966d4b8 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
000000020965edec (__TEXT,__text) non-external _init_blob_with_magic
0000000209638a88 (__TEXT,__text) non-external (was a private external) _isDirEmpty
00000002096646b4 (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
000000020963eca4 (__TEXT,__text) non-external (was a private external) _joinThread
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
000000020963e410 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
000000020966e0e8 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
0000000209649da4 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
0000000209663498 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
0000000209673820 (__TEXT,__text) non-external _loadChunkOffsets
0000000209670ef8 (__TEXT,__text) non-external _loadDecmpfsXattr
000000020964f254 (__TEXT,__text) non-external _loadTempSegment
000000020964ee14 (__TEXT,__text) non-external _loadThread
000000020963670c (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00000002096383c4 (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
000000020962ae74 (__TEXT,__text) non-external _memoryInputStreamCancel
000000020962ae58 (__TEXT,__text) non-external _memoryInputStreamClose
000000020962aea8 (__TEXT,__text) non-external _memoryInputStreamPRead
000000020962ae88 (__TEXT,__text) non-external _memoryInputStreamRead
000000020962af28 (__TEXT,__text) non-external _memoryInputStreamSeek
000000020962b0b4 (__TEXT,__text) non-external _memoryOutputStreamCancel
000000020962b098 (__TEXT,__text) non-external _memoryOutputStreamClose
000000020962b0c8 (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
000000020966db0c (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
000000020966d700 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
000000020967c110 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00000002096596d4 (__TEXT,__text) non-external _normalize
0000000209638484 (__TEXT,__text) non-external (was a private external) _normalizePath
000000020964f4dc (__TEXT,__text) non-external _notifySegmentAvailable
000000020968ed20 (__TEXT,__const) non-external _old_resource_fork_map
000000020968f2a0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
000000020960e6b0 (__TEXT,__text) non-external (was a private external) _outputStreamProc
00000002096388f4 (__TEXT,__text) non-external (was a private external) _pathIsValid
000000020960f45c (__TEXT,__text) non-external _pcRead
000000020960e914 (__TEXT,__text) non-external _pcWrite
0000000209605ba8 (__TEXT,__text) non-external (was a private external) _pc_array_append
0000000209605b34 (__TEXT,__text) non-external (was a private external) _pc_array_compact
0000000209605b24 (__TEXT,__text) non-external (was a private external) _pc_array_free
0000000209648654 (__TEXT,__text) non-external (was a private external) _pc_log_error
000000020967c574 (__TEXT,__text) non-external _pc_log_error.cold.1
0000000209648768 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _perror (from libSystem)
0000000209644ac8 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _pread (from libSystem)
0000000209626088 (__TEXT,__text) non-external _processEntry
000000020963d008 (__TEXT,__text) non-external _processEntry
0000000209641d64 (__TEXT,__text) non-external _processSegment
000000020964e5dc (__TEXT,__text) non-external _processSegment
0000000209620534 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
000000020966d604 (__TEXT,__text) non-external (was a private external) _pushControls
000000020966d574 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
0000000209607e28 (__TEXT,__text) non-external _pushPaddingRange
000000020960680c (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
000000020962e6c8 (__TEXT,__text) non-external _quicksort64
0000000209621f84 (__TEXT,__text) non-external _randomAccessWorkerProc
0000000209637c10 (__TEXT,__text) non-external _rangeCmp
00000002096330a4 (__TEXT,__text) non-external _rangeInputStreamCancel
0000000209633070 (__TEXT,__text) non-external _rangeInputStreamClose
00000002096330c8 (__TEXT,__text) non-external _rangeInputStreamRead
0000000209610420 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
0000000209679d80 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00000002096381ec (__TEXT,__text) non-external (was a private external) _reallocToFit
000000020965ef94 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
000000020963a64c (__TEXT,__text) non-external _removeEntryProc
000000020963a250 (__TEXT,__text) non-external (was a private external) _removeFile
000000020963a700 (__TEXT,__text) non-external _removeLeaveDirProc
0000000209626024 (__TEXT,__text) non-external _removeStreamAbort
00000002096258d8 (__TEXT,__text) non-external _removeStreamClose
0000000209626010 (__TEXT,__text) non-external _removeStreamWriteBlob
0000000209625be4 (__TEXT,__text) non-external _removeStreamWriteHeader
000000020963a600 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
000000020966d4f4 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
0000000209671dac (__TEXT,__text) non-external _resizeResourceFork
0000000209642aa8 (__TEXT,__text) non-external _resizeStream
00000002096710c0 (__TEXT,__text) non-external _resourceForkSize
000000020964f808 (__TEXT,__text) non-external _retireEntryRange
000000020965e290 (__TEXT,__text) non-external _retireThreadEnqueue
000000020965a904 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
000000020962f97c (__TEXT,__text) non-external _seekTo
0000000209624d9c (__TEXT,__text) non-external _sendEOF
0000000209640240 (__TEXT,__text) non-external _sendHeader
0000000209615828 (__TEXT,__text) non-external _sendMessage
0000000209679974 (__TEXT,__text) non-external _sendMessage
0000000209621e18 (__TEXT,__text) non-external _sequentialReaderProc
0000000209621eb4 (__TEXT,__text) non-external _sequentialWriterProc
0000000209685680 (__TEXT,__cstring) non-external _serializeHexString.digit
0000000209646aa4 (__TEXT,__text) non-external _setFieldBlob
00000002096396d0 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
0000000209639d08 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
000000020963e39c (__TEXT,__text) non-external _setThreadErrorContext
                 (undefined) external _setattrlist (from libSystem)
000000020964185c (__TEXT,__text) non-external _setupContext
000000020964d7b4 (__TEXT,__text) non-external _setupContext
0000000209638318 (__TEXT,__text) non-external (was a private external) _sha1ToString
0000000209638358 (__TEXT,__text) non-external (was a private external) _sha1cmp
0000000209619c4c (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
0000000209607ec4 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
0000000209639638 (__TEXT,__text) non-external (was a private external) _statIsCompressed
000000020963a768 (__TEXT,__text) non-external (was a private external) _statIsDataless
0000000209656ec4 (__TEXT,__text) non-external _stateAppendEntry
0000000209669f50 (__TEXT,__text) non-external _stateCollectorStreamClose
000000020966a914 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
0000000209669f6c (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
000000020965681c (__TEXT,__text) non-external _stateConcatPath
00000002096541e8 (__TEXT,__text) non-external _stateDestroy
0000000209669e2c (__TEXT,__text) non-external _stateDestroy
000000020965683c (__TEXT,__text) non-external _stateGetEntryData
000000020966b3d0 (__TEXT,__text) non-external _stateLoadEntryHeader
0000000209656a2c (__TEXT,__text) non-external _stateShouldCreateFileInCluster
0000000209637c7c (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs (from libSystem)
000000020967be40 (__TEXT,__text) non-external _storeCachePos
0000000209673194 (__TEXT,__text) non-external _storeChunkOffsets
0000000209638c34 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
0000000209635d48 (__TEXT,__text) non-external _streamAbort
0000000209649288 (__TEXT,__text) non-external _streamAbort
0000000209635be0 (__TEXT,__text) non-external _streamClose
0000000209648efc (__TEXT,__text) non-external _streamClose
0000000209618378 (__TEXT,__text) non-external _streamConsumerProc
0000000209649a34 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
0000000209635d6c (__TEXT,__text) non-external _streamPRead
00000002096492ac (__TEXT,__text) non-external _streamPWrite
0000000209636c8c (__TEXT,__text) non-external _streamProc
0000000209678d44 (__TEXT,__text) non-external _streamProc
000000020963616c (__TEXT,__text) non-external _streamRead
000000020963618c (__TEXT,__text) non-external _streamSeek
000000020961845c (__TEXT,__text) non-external _streamThreadProc
00000002096182c8 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
000000020962b8e4 (__TEXT,__text) non-external _stringTableIndexCompareProc
000000020962b40c (__TEXT,__text) non-external _stringTableReserve
00000002096706c0 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
000000020966b658 (__TEXT,__text) non-external _subArchiveCreate
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
0000000209664744 (__TEXT,__text) non-external _tarParseInt
0000000209642430 (__TEXT,__text) non-external _tempStreamCancel
0000000209642384 (__TEXT,__text) non-external _tempStreamClose
0000000209642474 (__TEXT,__text) non-external _tempStreamPRead
00000002096426c8 (__TEXT,__text) non-external _tempStreamPWrite
0000000209642444 (__TEXT,__text) non-external _tempStreamRead
0000000209642638 (__TEXT,__text) non-external _tempStreamSeek
0000000209642924 (__TEXT,__text) non-external _tempStreamTruncate
0000000209642698 (__TEXT,__text) non-external _tempStreamWrite
00000002096323f0 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
000000020963210c (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
0000000209676300 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
000000020963ec60 (__TEXT,__text) non-external _threadWrapperProc
000000020961ca5c (__TEXT,__text) non-external _treeAdd
000000020961c31c (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
000000020961c674 (__TEXT,__text) non-external _treeRebalance
000000020961d594 (__TEXT,__text) non-external _treeRotateLeft
000000020961d430 (__TEXT,__text) non-external _treeRotateRight
000000020961c918 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
000000020964f1f0 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
0000000209638f2c (__TEXT,__text) non-external (was a private external) _updateFileAttributes
000000020963b888 (__TEXT,__text) non-external _updateFromHeader
000000020963e8ac (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
000000020963e8ec (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00000002096608e8 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
0000000209615770 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
0000000209614bc0 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00000002096154fc (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
0000000209614f24 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
0000000209641ae8 (__TEXT,__text) non-external _verifySegment
000000020964e354 (__TEXT,__text) non-external _verifySegment
0000000209679b10 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
0000000209656b28 (__TEXT,__text) non-external _workerApplyAttr
0000000209615784 (__TEXT,__text) non-external _workerDataFree
0000000209656db4 (__TEXT,__text) non-external _workerDecodeAndApplyACL
0000000209656ca4 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
0000000209626038 (__TEXT,__text) non-external _workerDestroy
00000002096567ac (__TEXT,__text) non-external _workerDestroy
000000020960605c (__TEXT,__text) non-external _workerProc
00000002096146c8 (__TEXT,__text) non-external _workerProc
00000002096257dc (__TEXT,__text) non-external _workerProc
0000000209638070 (__TEXT,__text) non-external _workerProc
00000002096542b0 (__TEXT,__text) non-external _workerProc
0000000209678be0 (__TEXT,__text) non-external _workerProc
0000000209656bf8 (__TEXT,__text) non-external _workerReserve
00000002096568e4 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
000000020963cab4 (__TEXT,__text) non-external _writeBlobProc
000000020963c524 (__TEXT,__text) non-external _writeHeaderProc
000000020966ce84 (__TEXT,__text) non-external _writeOBuf
000000020960bb54 (__TEXT,__text) non-external _writeProc
0000000209630fc0 (__TEXT,__text) non-external _writeProc
000000020964bddc (__TEXT,__text) non-external _writeProc
0000000209648b9c (__TEXT,__text) non-external _writerProc
0000000209679f6c (__TEXT,__text) non-external (was a private external) _writerProc
