00000001e0f86ad4 (__TEXT,__text) external _CGLGetCurrentContext
00000001e0f82774 (__TEXT,__text) external _glSamplerParameterIiv
00000001e0f82794 (__TEXT,__text) external _glSamplerParameterIuiv
00000001e0f82738 (__TEXT,__text) external _glSamplerParameterf
00000001e0f82754 (__TEXT,__text) external _glSamplerParameterfv
00000001e0f826f8 (__TEXT,__text) external _glSamplerParameteri
00000001e0f82718 (__TEXT,__text) external _glSamplerParameteriv
00000001e0f7eebc (__TEXT,__text) external _glScaled
00000001e0f7eed0 (__TEXT,__text) external _glScalef
00000001e0f7eee4 (__TEXT,__text) external _glScissor
00000001e0f83a10 (__TEXT,__text) external _glScissorArrayv
00000001e0f83a30 (__TEXT,__text) external _glScissorIndexed
00000001e0f83a58 (__TEXT,__text) external _glScissorIndexedv
00000001e0f80514 (__TEXT,__text) external _glSecondaryColor3b
00000001e0f85644 (__TEXT,__text) external _glSecondaryColor3bEXT
00000001e0f80534 (__TEXT,__text) external _glSecondaryColor3bv
00000001e0f85664 (__TEXT,__text) external _glSecondaryColor3bvEXT
00000001e0f8054c (__TEXT,__text) external _glSecondaryColor3d
00000001e0f8567c (__TEXT,__text) external _glSecondaryColor3dEXT
00000001e0f80560 (__TEXT,__text) external _glSecondaryColor3dv
00000001e0f85690 (__TEXT,__text) external _glSecondaryColor3dvEXT
00000001e0f80578 (__TEXT,__text) external _glSecondaryColor3f
00000001e0f856a8 (__TEXT,__text) external _glSecondaryColor3fEXT
00000001e0f8058c (__TEXT,__text) external _glSecondaryColor3fv
00000001e0f856bc (__TEXT,__text) external _glSecondaryColor3fvEXT
00000001e0f805a4 (__TEXT,__text) external _glSecondaryColor3i
00000001e0f856d4 (__TEXT,__text) external _glSecondaryColor3iEXT
00000001e0f805c4 (__TEXT,__text) external _glSecondaryColor3iv
00000001e0f856f4 (__TEXT,__text) external _glSecondaryColor3ivEXT
00000001e0f805dc (__TEXT,__text) external _glSecondaryColor3s
00000001e0f8570c (__TEXT,__text) external _glSecondaryColor3sEXT
00000001e0f805fc (__TEXT,__text) external _glSecondaryColor3sv
00000001e0f8572c (__TEXT,__text) external _glSecondaryColor3svEXT
00000001e0f80614 (__TEXT,__text) external _glSecondaryColor3ub
00000001e0f85744 (__TEXT,__text) external _glSecondaryColor3ubEXT
00000001e0f80634 (__TEXT,__text) external _glSecondaryColor3ubv
00000001e0f85764 (__TEXT,__text) external _glSecondaryColor3ubvEXT
00000001e0f8064c (__TEXT,__text) external _glSecondaryColor3ui
00000001e0f8577c (__TEXT,__text) external _glSecondaryColor3uiEXT
00000001e0f8066c (__TEXT,__text) external _glSecondaryColor3uiv
00000001e0f8579c (__TEXT,__text) external _glSecondaryColor3uivEXT
00000001e0f80684 (__TEXT,__text) external _glSecondaryColor3us
00000001e0f857b4 (__TEXT,__text) external _glSecondaryColor3usEXT
00000001e0f806a4 (__TEXT,__text) external _glSecondaryColor3usv
00000001e0f857d4 (__TEXT,__text) external _glSecondaryColor3usvEXT
00000001e0f806bc (__TEXT,__text) external _glSecondaryColorPointer
00000001e0f857ec (__TEXT,__text) external _glSecondaryColorPointerEXT
00000001e0f7ef08 (__TEXT,__text) external _glSelectBuffer
00000001e0f7fcdc (__TEXT,__text) external _glSeparableFilter2D
00000001e0f865f4 (__TEXT,__text) external _glSetFenceAPPLE
00000001e0f7ef24 (__TEXT,__text) external _glShadeModel
00000001e0f82f84 (__TEXT,__text) external _glShaderBinary
00000001e0f810cc (__TEXT,__text) external _glShaderSource
00000001e0f84dd8 (__TEXT,__text) external _glShaderSourceARB
00000001e0f7ef3c (__TEXT,__text) external _glStencilFunc
00000001e0f81638 (__TEXT,__text) external _glStencilFuncSeparate
00000001e0f869c0 (__TEXT,__text) external _glStencilFuncSeparateATI
00000001e0f7ef5c (__TEXT,__text) external _glStencilMask
00000001e0f81680 (__TEXT,__text) external _glStencilMaskSeparate
00000001e0f7ef74 (__TEXT,__text) external _glStencilOp
00000001e0f8165c (__TEXT,__text) external _glStencilOpSeparate
00000001e0f8699c (__TEXT,__text) external _glStencilOpSeparateATI
00000001e0f86824 (__TEXT,__text) external _glSwapAPPLE
00000001e0f86624 (__TEXT,__text) external _glTestFenceAPPLE
00000001e0f86654 (__TEXT,__text) external _glTestObjectAPPLE
00000001e0f82380 (__TEXT,__text) external _glTexBuffer
00000001e0f7ef94 (__TEXT,__text) external _glTexCoord1d
00000001e0f7efa8 (__TEXT,__text) external _glTexCoord1dv
00000001e0f7efc0 (__TEXT,__text) external _glTexCoord1f
00000001e0f7efd4 (__TEXT,__text) external _glTexCoord1fv
00000001e0f7efec (__TEXT,__text) external _glTexCoord1i
00000001e0f7f004 (__TEXT,__text) external _glTexCoord1iv
00000001e0f7f01c (__TEXT,__text) external _glTexCoord1s
00000001e0f7f034 (__TEXT,__text) external _glTexCoord1sv
00000001e0f7f04c (__TEXT,__text) external _glTexCoord2d
00000001e0f7f060 (__TEXT,__text) external _glTexCoord2dv
00000001e0f7f078 (__TEXT,__text) external _glTexCoord2f
00000001e0f7f08c (__TEXT,__text) external _glTexCoord2fv
00000001e0f7f0a4 (__TEXT,__text) external _glTexCoord2i
00000001e0f7f0c0 (__TEXT,__text) external _glTexCoord2iv
00000001e0f7f0d8 (__TEXT,__text) external _glTexCoord2s
00000001e0f7f0f4 (__TEXT,__text) external _glTexCoord2sv
00000001e0f7f10c (__TEXT,__text) external _glTexCoord3d
00000001e0f7f120 (__TEXT,__text) external _glTexCoord3dv
00000001e0f7f138 (__TEXT,__text) external _glTexCoord3f
00000001e0f7f14c (__TEXT,__text) external _glTexCoord3fv
00000001e0f7f164 (__TEXT,__text) external _glTexCoord3i
00000001e0f7f184 (__TEXT,__text) external _glTexCoord3iv
00000001e0f7f19c (__TEXT,__text) external _glTexCoord3s
00000001e0f7f1bc (__TEXT,__text) external _glTexCoord3sv
00000001e0f7f1d4 (__TEXT,__text) external _glTexCoord4d
00000001e0f7f1e8 (__TEXT,__text) external _glTexCoord4dv
00000001e0f7f200 (__TEXT,__text) external _glTexCoord4f
00000001e0f7f214 (__TEXT,__text) external _glTexCoord4fv
00000001e0f7f22c (__TEXT,__text) external _glTexCoord4i
00000001e0f7f250 (__TEXT,__text) external _glTexCoord4iv
00000001e0f7f268 (__TEXT,__text) external _glTexCoord4s
00000001e0f7f28c (__TEXT,__text) external _glTexCoord4sv
00000001e0f7f2a4 (__TEXT,__text) external _glTexCoordPointer
00000001e0f7f2c8 (__TEXT,__text) external _glTexEnvf
00000001e0f7f2e4 (__TEXT,__text) external _glTexEnvfv
00000001e0f7f304 (__TEXT,__text) external _glTexEnvi
00000001e0f7f324 (__TEXT,__text) external _glTexEnviv
00000001e0f7f344 (__TEXT,__text) external _glTexGend
00000001e0f7f360 (__TEXT,__text) external _glTexGendv
00000001e0f7f380 (__TEXT,__text) external _glTexGenf
00000001e0f7f39c (__TEXT,__text) external _glTexGenfv
00000001e0f7f3bc (__TEXT,__text) external _glTexGeni
00000001e0f7f3dc (__TEXT,__text) external _glTexGeniv
00000001e0f7f3fc (__TEXT,__text) external _glTexImage1D
00000001e0f7f450 (__TEXT,__text) external _glTexImage2D
00000001e0f82550 (__TEXT,__text) external _glTexImage2DMultisample
00000001e0f7f8d4 (__TEXT,__text) external _glTexImage3D
00000001e0f8257c (__TEXT,__text) external _glTexImage3DMultisample
00000001e0f820f4 (__TEXT,__text) external _glTexParameterIiv
00000001e0f8628c (__TEXT,__text) external _glTexParameterIivEXT
00000001e0f82114 (__TEXT,__text) external _glTexParameterIuiv
00000001e0f862ac (__TEXT,__text) external _glTexParameterIuivEXT
00000001e0f7f4ac (__TEXT,__text) external _glTexParameterf
00000001e0f7f4c8 (__TEXT,__text) external _glTexParameterfv
00000001e0f7f4e8 (__TEXT,__text) external _glTexParameteri
00000001e0f7f508 (__TEXT,__text) external _glTexParameteriv
00000001e0f854b4 (__TEXT,__text) external _glTexStorage1D
00000001e0f854d8 (__TEXT,__text) external _glTexStorage2D
00000001e0f85500 (__TEXT,__text) external _glTexStorage3D
00000001e0f7f528 (__TEXT,__text) external _glTexSubImage1D
00000001e0f7f558 (__TEXT,__text) external _glTexSubImage2D
00000001e0f7f918 (__TEXT,__text) external _glTexSubImage3D
00000001e0f86a5c (__TEXT,__text) external _glTextureBarrierNV
00000001e0f8657c (__TEXT,__text) external _glTextureRangeAPPLE
00000001e0f81c28 (__TEXT,__text) external _glTransformFeedbackVaryings
00000001e0f85d2c (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
00000001e0f7f5b4 (__TEXT,__text) external _glTranslated
00000001e0f7f5c8 (__TEXT,__text) external _glTranslatef
00000001e0f82a08 (__TEXT,__text) external _glUniform1d
00000001e0f82a68 (__TEXT,__text) external _glUniform1dv
00000001e0f811cc (__TEXT,__text) external _glUniform1f
00000001e0f84e8c (__TEXT,__text) external _glUniform1fARB
00000001e0f812b4 (__TEXT,__text) external _glUniform1fv
00000001e0f84f74 (__TEXT,__text) external _glUniform1fvARB
00000001e0f8122c (__TEXT,__text) external _glUniform1i
00000001e0f84eec (__TEXT,__text) external _glUniform1iARB
00000001e0f81334 (__TEXT,__text) external _glUniform1iv
00000001e0f84ff4 (__TEXT,__text) external _glUniform1ivARB
00000001e0f81fec (__TEXT,__text) external _glUniform1ui
00000001e0f860e0 (__TEXT,__text) external _glUniform1uiEXT
00000001e0f82074 (__TEXT,__text) external _glUniform1uiv
00000001e0f86168 (__TEXT,__text) external _glUniform1uivEXT
00000001e0f82a20 (__TEXT,__text) external _glUniform2d
00000001e0f82a88 (__TEXT,__text) external _glUniform2dv
00000001e0f811e4 (__TEXT,__text) external _glUniform2f
00000001e0f84ea4 (__TEXT,__text) external _glUniform2fARB
00000001e0f812d4 (__TEXT,__text) external _glUniform2fv
00000001e0f84f94 (__TEXT,__text) external _glUniform2fvARB
00000001e0f81248 (__TEXT,__text) external _glUniform2i
00000001e0f84f08 (__TEXT,__text) external _glUniform2iARB
00000001e0f81354 (__TEXT,__text) external _glUniform2iv
00000001e0f85014 (__TEXT,__text) external _glUniform2ivARB
00000001e0f82008 (__TEXT,__text) external _glUniform2ui
00000001e0f860fc (__TEXT,__text) external _glUniform2uiEXT
00000001e0f82094 (__TEXT,__text) external _glUniform2uiv
00000001e0f86188 (__TEXT,__text) external _glUniform2uivEXT
00000001e0f82a38 (__TEXT,__text) external _glUniform3d
00000001e0f82aa8 (__TEXT,__text) external _glUniform3dv
00000001e0f811fc (__TEXT,__text) external _glUniform3f
00000001e0f84ebc (__TEXT,__text) external _glUniform3fARB
00000001e0f812f4 (__TEXT,__text) external _glUniform3fv
00000001e0f84fb4 (__TEXT,__text) external _glUniform3fvARB
00000001e0f81268 (__TEXT,__text) external _glUniform3i
00000001e0f84f28 (__TEXT,__text) external _glUniform3iARB
00000001e0f81374 (__TEXT,__text) external _glUniform3iv
00000001e0f85034 (__TEXT,__text) external _glUniform3ivARB
00000001e0f82028 (__TEXT,__text) external _glUniform3ui
00000001e0f8611c (__TEXT,__text) external _glUniform3uiEXT
00000001e0f820b4 (__TEXT,__text) external _glUniform3uiv
00000001e0f861a8 (__TEXT,__text) external _glUniform3uivEXT
00000001e0f82a50 (__TEXT,__text) external _glUniform4d
00000001e0f82ac8 (__TEXT,__text) external _glUniform4dv
00000001e0f81214 (__TEXT,__text) external _glUniform4f
00000001e0f84ed4 (__TEXT,__text) external _glUniform4fARB
00000001e0f81314 (__TEXT,__text) external _glUniform4fv
00000001e0f84fd4 (__TEXT,__text) external _glUniform4fvARB
00000001e0f8128c (__TEXT,__text) external _glUniform4i
00000001e0f84f4c (__TEXT,__text) external _glUniform4iARB
00000001e0f81394 (__TEXT,__text) external _glUniform4iv
00000001e0f85054 (__TEXT,__text) external _glUniform4ivARB
00000001e0f8204c (__TEXT,__text) external _glUniform4ui
00000001e0f86140 (__TEXT,__text) external _glUniform4uiEXT
00000001e0f820d4 (__TEXT,__text) external _glUniform4uiv
00000001e0f861c8 (__TEXT,__text) external _glUniform4uivEXT
00000001e0f82314 (__TEXT,__text) external _glUniformBlockBinding
00000001e0f85dc0 (__TEXT,__text) external _glUniformBufferEXT
00000001e0f82ae8 (__TEXT,__text) external _glUniformMatrix2dv
00000001e0f813b4 (__TEXT,__text) external _glUniformMatrix2fv
00000001e0f85074 (__TEXT,__text) external _glUniformMatrix2fvARB
00000001e0f82b54 (__TEXT,__text) external _glUniformMatrix2x3dv
00000001e0f816b8 (__TEXT,__text) external _glUniformMatrix2x3fv
00000001e0f82b9c (__TEXT,__text) external _glUniformMatrix2x4dv
00000001e0f81700 (__TEXT,__text) external _glUniformMatrix2x4fv
00000001e0f82b0c (__TEXT,__text) external _glUniformMatrix3dv
00000001e0f813d8 (__TEXT,__text) external _glUniformMatrix3fv
00000001e0f85098 (__TEXT,__text) external _glUniformMatrix3fvARB
00000001e0f82b78 (__TEXT,__text) external _glUniformMatrix3x2dv
00000001e0f816dc (__TEXT,__text) external _glUniformMatrix3x2fv
00000001e0f82be4 (__TEXT,__text) external _glUniformMatrix3x4dv
00000001e0f81748 (__TEXT,__text) external _glUniformMatrix3x4fv
00000001e0f82b30 (__TEXT,__text) external _glUniformMatrix4dv
00000001e0f813fc (__TEXT,__text) external _glUniformMatrix4fv
00000001e0f850bc (__TEXT,__text) external _glUniformMatrix4fvARB
00000001e0f82bc0 (__TEXT,__text) external _glUniformMatrix4x2dv
00000001e0f81724 (__TEXT,__text) external _glUniformMatrix4x2fv
00000001e0f82c08 (__TEXT,__text) external _glUniformMatrix4x3dv
00000001e0f8176c (__TEXT,__text) external _glUniformMatrix4x3fv
00000001e0f82d0c (__TEXT,__text) external _glUniformSubroutinesuiv
00000001e0f85548 (__TEXT,__text) external _glUnlockArraysEXT
00000001e0f80b1c (__TEXT,__text) external _glUnmapBuffer
00000001e0f84d1c (__TEXT,__text) external _glUnmapBufferARB
00000001e0f81178 (__TEXT,__text) external _glUseProgram
00000001e0f84e5c (__TEXT,__text) external _glUseProgramObjectARB
00000001e0f83064 (__TEXT,__text) external _glUseProgramStages
00000001e0f811b0 (__TEXT,__text) external _glValidateProgram
00000001e0f84e74 (__TEXT,__text) external _glValidateProgramARB
00000001e0f83148 (__TEXT,__text) external _glValidateProgramPipeline
00000001e0f7f5dc (__TEXT,__text) external _glVertex2d
00000001e0f7f5f0 (__TEXT,__text) external _glVertex2dv
00000001e0f7f608 (__TEXT,__text) external _glVertex2f
00000001e0f7f61c (__TEXT,__text) external _glVertex2fv
00000001e0f7f634 (__TEXT,__text) external _glVertex2i
00000001e0f7f650 (__TEXT,__text) external _glVertex2iv
00000001e0f7f668 (__TEXT,__text) external _glVertex2s
00000001e0f7f684 (__TEXT,__text) external _glVertex2sv
00000001e0f7f69c (__TEXT,__text) external _glVertex3d
00000001e0f7f6b0 (__TEXT,__text) external _glVertex3dv
00000001e0f7f6c8 (__TEXT,__text) external _glVertex3f
00000001e0f7f6dc (__TEXT,__text) external _glVertex3fv
00000001e0f7f6f4 (__TEXT,__text) external _glVertex3i
00000001e0f7f714 (__TEXT,__text) external _glVertex3iv
00000001e0f7f72c (__TEXT,__text) external _glVertex3s
00000001e0f7f74c (__TEXT,__text) external _glVertex3sv
00000001e0f7f764 (__TEXT,__text) external _glVertex4d
00000001e0f7f778 (__TEXT,__text) external _glVertex4dv
00000001e0f7f790 (__TEXT,__text) external _glVertex4f
00000001e0f7f7a4 (__TEXT,__text) external _glVertex4fv
00000001e0f7f7bc (__TEXT,__text) external _glVertex4i
00000001e0f7f7e0 (__TEXT,__text) external _glVertex4iv
00000001e0f7f7f8 (__TEXT,__text) external _glVertex4s
00000001e0f7f81c (__TEXT,__text) external _glVertex4sv
00000001e0f866c4 (__TEXT,__text) external _glVertexArrayParameteriAPPLE
00000001e0f8668c (__TEXT,__text) external _glVertexArrayRangeAPPLE
00000001e0f80b90 (__TEXT,__text) external _glVertexAttrib1d
00000001e0f83b8c (__TEXT,__text) external _glVertexAttrib1dARB
00000001e0f80ba8 (__TEXT,__text) external _glVertexAttrib1dv
00000001e0f83d00 (__TEXT,__text) external _glVertexAttrib1dvARB
00000001e0f80bc4 (__TEXT,__text) external _glVertexAttrib1f
00000001e0f83b74 (__TEXT,__text) external _glVertexAttrib1fARB
00000001e0f80bdc (__TEXT,__text) external _glVertexAttrib1fv
00000001e0f83ce4 (__TEXT,__text) external _glVertexAttrib1fvARB
00000001e0f80bf8 (__TEXT,__text) external _glVertexAttrib1s
00000001e0f83b58 (__TEXT,__text) external _glVertexAttrib1sARB
00000001e0f80c14 (__TEXT,__text) external _glVertexAttrib1sv
00000001e0f83cc8 (__TEXT,__text) external _glVertexAttrib1svARB
00000001e0f80c30 (__TEXT,__text) external _glVertexAttrib2d
00000001e0f83bdc (__TEXT,__text) external _glVertexAttrib2dARB
00000001e0f80c48 (__TEXT,__text) external _glVertexAttrib2dv
00000001e0f83d54 (__TEXT,__text) external _glVertexAttrib2dvARB
00000001e0f80c64 (__TEXT,__text) external _glVertexAttrib2f
00000001e0f83bc4 (__TEXT,__text) external _glVertexAttrib2fARB
00000001e0f80c7c (__TEXT,__text) external _glVertexAttrib2fv
00000001e0f83d38 (__TEXT,__text) external _glVertexAttrib2fvARB
00000001e0f80c98 (__TEXT,__text) external _glVertexAttrib2s
00000001e0f83ba4 (__TEXT,__text) external _glVertexAttrib2sARB
00000001e0f80cb8 (__TEXT,__text) external _glVertexAttrib2sv
00000001e0f83d1c (__TEXT,__text) external _glVertexAttrib2svARB
00000001e0f80cd4 (__TEXT,__text) external _glVertexAttrib3d
00000001e0f83c30 (__TEXT,__text) external _glVertexAttrib3dARB
00000001e0f80cec (__TEXT,__text) external _glVertexAttrib3dv
00000001e0f83da8 (__TEXT,__text) external _glVertexAttrib3dvARB
00000001e0f80d08 (__TEXT,__text) external _glVertexAttrib3f
00000001e0f83c18 (__TEXT,__text) external _glVertexAttrib3fARB
00000001e0f80d20 (__TEXT,__text) external _glVertexAttrib3fv
00000001e0f83d8c (__TEXT,__text) external _glVertexAttrib3fvARB
00000001e0f80d3c (__TEXT,__text) external _glVertexAttrib3s
00000001e0f83bf4 (__TEXT,__text) external _glVertexAttrib3sARB
00000001e0f80d60 (__TEXT,__text) external _glVertexAttrib3sv
00000001e0f83d70 (__TEXT,__text) external _glVertexAttrib3svARB
00000001e0f80d7c (__TEXT,__text) external _glVertexAttrib4Nbv
00000001e0f83ea4 (__TEXT,__text) external _glVertexAttrib4NbvARB
00000001e0f80d98 (__TEXT,__text) external _glVertexAttrib4Niv
00000001e0f83edc (__TEXT,__text) external _glVertexAttrib4NivARB
00000001e0f80db4 (__TEXT,__text) external _glVertexAttrib4Nsv
00000001e0f83ec0 (__TEXT,__text) external _glVertexAttrib4NsvARB
00000001e0f80dd0 (__TEXT,__text) external _glVertexAttrib4Nub
00000001e0f83ca0 (__TEXT,__text) external _glVertexAttrib4NubARB
00000001e0f80df8 (__TEXT,__text) external _glVertexAttrib4Nubv
00000001e0f83ef8 (__TEXT,__text) external _glVertexAttrib4NubvARB
00000001e0f80e14 (__TEXT,__text) external _glVertexAttrib4Nuiv
00000001e0f83f30 (__TEXT,__text) external _glVertexAttrib4NuivARB
00000001e0f80e30 (__TEXT,__text) external _glVertexAttrib4Nusv
00000001e0f83f14 (__TEXT,__text) external _glVertexAttrib4NusvARB
00000001e0f80e4c (__TEXT,__text) external _glVertexAttrib4bv
00000001e0f83dc4 (__TEXT,__text) external _glVertexAttrib4bvARB
00000001e0f80e68 (__TEXT,__text) external _glVertexAttrib4d
00000001e0f83c88 (__TEXT,__text) external _glVertexAttrib4dARB
00000001e0f80e80 (__TEXT,__text) external _glVertexAttrib4dv
00000001e0f83e88 (__TEXT,__text) external _glVertexAttrib4dvARB
00000001e0f80e9c (__TEXT,__text) external _glVertexAttrib4f
00000001e0f83c70 (__TEXT,__text) external _glVertexAttrib4fARB
00000001e0f80eb4 (__TEXT,__text) external _glVertexAttrib4fv
00000001e0f83e6c (__TEXT,__text) external _glVertexAttrib4fvARB
00000001e0f80ed0 (__TEXT,__text) external _glVertexAttrib4iv
00000001e0f83dfc (__TEXT,__text) external _glVertexAttrib4ivARB
00000001e0f80eec (__TEXT,__text) external _glVertexAttrib4s
00000001e0f83c48 (__TEXT,__text) external _glVertexAttrib4sARB
00000001e0f80f14 (__TEXT,__text) external _glVertexAttrib4sv
00000001e0f83de0 (__TEXT,__text) external _glVertexAttrib4svARB
00000001e0f80f30 (__TEXT,__text) external _glVertexAttrib4ubv
00000001e0f83e18 (__TEXT,__text) external _glVertexAttrib4ubvARB
00000001e0f80f4c (__TEXT,__text) external _glVertexAttrib4uiv
00000001e0f83e50 (__TEXT,__text) external _glVertexAttrib4uivARB
00000001e0f80f68 (__TEXT,__text) external _glVertexAttrib4usv
00000001e0f83e34 (__TEXT,__text) external _glVertexAttrib4usvARB
00000001e0f829b0 (__TEXT,__text) external _glVertexAttribDivisor
00000001e0f852bc (__TEXT,__text) external _glVertexAttribDivisorARB
00000001e0f81d30 (__TEXT,__text) external _glVertexAttribI1i
00000001e0f85e18 (__TEXT,__text) external _glVertexAttribI1iEXT
00000001e0f81e40 (__TEXT,__text) external _glVertexAttribI1iv
00000001e0f85f28 (__TEXT,__text) external _glVertexAttribI1ivEXT
00000001e0f81db8 (__TEXT,__text) external _glVertexAttribI1ui
00000001e0f85ea0 (__TEXT,__text) external _glVertexAttribI1uiEXT
00000001e0f81eb0 (__TEXT,__text) external _glVertexAttribI1uiv
00000001e0f85f98 (__TEXT,__text) external _glVertexAttribI1uivEXT
00000001e0f81d4c (__TEXT,__text) external _glVertexAttribI2i
00000001e0f85e34 (__TEXT,__text) external _glVertexAttribI2iEXT
00000001e0f81e5c (__TEXT,__text) external _glVertexAttribI2iv
00000001e0f85f44 (__TEXT,__text) external _glVertexAttribI2ivEXT
00000001e0f81dd4 (__TEXT,__text) external _glVertexAttribI2ui
00000001e0f85ebc (__TEXT,__text) external _glVertexAttribI2uiEXT
00000001e0f81ecc (__TEXT,__text) external _glVertexAttribI2uiv
00000001e0f85fb4 (__TEXT,__text) external _glVertexAttribI2uivEXT
00000001e0f81d6c (__TEXT,__text) external _glVertexAttribI3i
00000001e0f85e54 (__TEXT,__text) external _glVertexAttribI3iEXT
00000001e0f81e78 (__TEXT,__text) external _glVertexAttribI3iv
00000001e0f85f60 (__TEXT,__text) external _glVertexAttribI3ivEXT
00000001e0f81df4 (__TEXT,__text) external _glVertexAttribI3ui
00000001e0f85edc (__TEXT,__text) external _glVertexAttribI3uiEXT
00000001e0f81ee8 (__TEXT,__text) external _glVertexAttribI3uiv
00000001e0f85fd0 (__TEXT,__text) external _glVertexAttribI3uivEXT
00000001e0f81f20 (__TEXT,__text) external _glVertexAttribI4bv
00000001e0f86008 (__TEXT,__text) external _glVertexAttribI4bvEXT
00000001e0f81d90 (__TEXT,__text) external _glVertexAttribI4i
00000001e0f85e78 (__TEXT,__text) external _glVertexAttribI4iEXT
00000001e0f81e94 (__TEXT,__text) external _glVertexAttribI4iv
00000001e0f85f7c (__TEXT,__text) external _glVertexAttribI4ivEXT
00000001e0f81f3c (__TEXT,__text) external _glVertexAttribI4sv
00000001e0f86024 (__TEXT,__text) external _glVertexAttribI4svEXT
00000001e0f81f58 (__TEXT,__text) external _glVertexAttribI4ubv
00000001e0f86040 (__TEXT,__text) external _glVertexAttribI4ubvEXT
00000001e0f81e18 (__TEXT,__text) external _glVertexAttribI4ui
00000001e0f85f00 (__TEXT,__text) external _glVertexAttribI4uiEXT
00000001e0f81f04 (__TEXT,__text) external _glVertexAttribI4uiv
00000001e0f85fec (__TEXT,__text) external _glVertexAttribI4uivEXT
00000001e0f81f74 (__TEXT,__text) external _glVertexAttribI4usv
00000001e0f8605c (__TEXT,__text) external _glVertexAttribI4usvEXT
00000001e0f81cc8 (__TEXT,__text) external _glVertexAttribIPointer
00000001e0f86078 (__TEXT,__text) external _glVertexAttribIPointerEXT
00000001e0f838a4 (__TEXT,__text) external _glVertexAttribL1d
00000001e0f83904 (__TEXT,__text) external _glVertexAttribL1dv
00000001e0f838bc (__TEXT,__text) external _glVertexAttribL2d
00000001e0f83920 (__TEXT,__text) external _glVertexAttribL2dv
00000001e0f838d4 (__TEXT,__text) external _glVertexAttribL3d
00000001e0f8393c (__TEXT,__text) external _glVertexAttribL3dv
00000001e0f838ec (__TEXT,__text) external _glVertexAttribL4d
00000001e0f83958 (__TEXT,__text) external _glVertexAttribL4dv
00000001e0f83974 (__TEXT,__text) external _glVertexAttribLPointer
00000001e0f82890 (__TEXT,__text) external _glVertexAttribP1ui
00000001e0f82920 (__TEXT,__text) external _glVertexAttribP1uiv
00000001e0f828b4 (__TEXT,__text) external _glVertexAttribP2ui
00000001e0f82944 (__TEXT,__text) external _glVertexAttribP2uiv
00000001e0f828d8 (__TEXT,__text) external _glVertexAttribP3ui
00000001e0f82968 (__TEXT,__text) external _glVertexAttribP3uiv
00000001e0f828fc (__TEXT,__text) external _glVertexAttribP4ui
00000001e0f8298c (__TEXT,__text) external _glVertexAttribP4uiv
00000001e0f80f84 (__TEXT,__text) external _glVertexAttribPointer
00000001e0f83f4c (__TEXT,__text) external _glVertexAttribPointerARB
00000001e0f84348 (__TEXT,__text) external _glVertexBlendARB
00000001e0f868fc (__TEXT,__text) external _glVertexPointSizefAPPLE
00000001e0f7f834 (__TEXT,__text) external _glVertexPointer
00000001e0f7f858 (__TEXT,__text) external _glViewport
00000001e0f839bc (__TEXT,__text) external _glViewportArrayv
00000001e0f839dc (__TEXT,__text) external _glViewportIndexedf
00000001e0f839f4 (__TEXT,__text) external _glViewportIndexedfv
00000001e0f824ec (__TEXT,__text) external _glWaitSync
00000001e0f84324 (__TEXT,__text) external _glWeightPointerARB
00000001e0f84244 (__TEXT,__text) external _glWeightbvARB
00000001e0f842b4 (__TEXT,__text) external _glWeightdvARB
00000001e0f84298 (__TEXT,__text) external _glWeightfvARB
00000001e0f8427c (__TEXT,__text) external _glWeightivARB
00000001e0f84260 (__TEXT,__text) external _glWeightsvARB
00000001e0f842d0 (__TEXT,__text) external _glWeightubvARB
00000001e0f84308 (__TEXT,__text) external _glWeightuivARB
00000001e0f842ec (__TEXT,__text) external _glWeightusvARB
00000001e0f807bc (__TEXT,__text) external _glWindowPos2d
00000001e0f849bc (__TEXT,__text) external _glWindowPos2dARB
00000001e0f807d0 (__TEXT,__text) external _glWindowPos2dv
00000001e0f849d0 (__TEXT,__text) external _glWindowPos2dvARB
00000001e0f807e8 (__TEXT,__text) external _glWindowPos2f
00000001e0f849e8 (__TEXT,__text) external _glWindowPos2fARB
00000001e0f807fc (__TEXT,__text) external _glWindowPos2fv
00000001e0f849fc (__TEXT,__text) external _glWindowPos2fvARB
00000001e0f80814 (__TEXT,__text) external _glWindowPos2i
00000001e0f84a14 (__TEXT,__text) external _glWindowPos2iARB
00000001e0f80830 (__TEXT,__text) external _glWindowPos2iv
00000001e0f84a30 (__TEXT,__text) external _glWindowPos2ivARB
00000001e0f80848 (__TEXT,__text) external _glWindowPos2s
00000001e0f84a48 (__TEXT,__text) external _glWindowPos2sARB
00000001e0f80864 (__TEXT,__text) external _glWindowPos2sv
00000001e0f84a64 (__TEXT,__text) external _glWindowPos2svARB
00000001e0f8087c (__TEXT,__text) external _glWindowPos3d
00000001e0f84a7c (__TEXT,__text) external _glWindowPos3dARB
00000001e0f80890 (__TEXT,__text) external _glWindowPos3dv
00000001e0f84a90 (__TEXT,__text) external _glWindowPos3dvARB
00000001e0f808a8 (__TEXT,__text) external _glWindowPos3f
00000001e0f84aa8 (__TEXT,__text) external _glWindowPos3fARB
00000001e0f808bc (__TEXT,__text) external _glWindowPos3fv
00000001e0f84abc (__TEXT,__text) external _glWindowPos3fvARB
