00000002465b36f4 (__TEXT,__text) external _AAAFSCGetMetadata
0000000246574344 (__TEXT,__text) non-external _chunkAsyncIsCancelled
0000000246574150 (__TEXT,__text) non-external _chunkAsyncProcess
000000024658b96c (__TEXT,__text) non-external _chunkDestroy
0000000246589d9c (__TEXT,__text) non-external _chunk_compare_by_position
0000000246589d8c (__TEXT,__text) non-external _chunk_compare_by_rating
000000024656d0bc (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00000002465436ec (__TEXT,__text) non-external _closeProc
000000024656e454 (__TEXT,__text) non-external _closeProc
0000000246578040 (__TEXT,__text) non-external _closeProc
000000024658d984 (__TEXT,__text) non-external _closeProc
00000002465439d8 (__TEXT,__text) non-external _closeWithStateProc
000000024656e4f0 (__TEXT,__text) non-external _closeWithStateProc
0000000246579338 (__TEXT,__text) non-external _closeWithStateProc
000000024658da40 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00000002465a08e4 (__TEXT,__text) non-external _clusterEntryUpdateDAT
000000024659c764 (__TEXT,__text) non-external _cmpNodesProc
000000024654014c (__TEXT,__text) non-external _cmpRange
000000024654314c (__TEXT,__text) non-external _cmp_entries_clc
0000000246543118 (__TEXT,__text) non-external _cmp_entries_hlc
00000002465431e4 (__TEXT,__text) non-external _cmp_entries_offset
0000000246543180 (__TEXT,__text) non-external _cmp_entries_slc
0000000246599e50 (__TEXT,__text) non-external _cmp_keys
000000024658d6f4 (__TEXT,__text) non-external _cmp_markers
000000024653cff8 (__TEXT,__text) non-external _compare_copy_fork_3
000000024653cfa8 (__TEXT,__text) non-external _compare_copy_fork_4
000000024653cf50 (__TEXT,__text) non-external _compare_copy_fork_5
000000024653cbac (__TEXT,__text) non-external _compare_digest_tasks
000000024653b140 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
000000024653da10 (__TEXT,__text) non-external _compare_forks_by_extent
000000024653da4c (__TEXT,__text) non-external _compare_forks_by_position
00000002465632a8 (__TEXT,__text) non-external _compositeChunkAsyncCancel
000000024656324c (__TEXT,__text) non-external _compositeChunkAsyncClose
0000000246563298 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00000002465632b0 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00000002465632a0 (__TEXT,__text) non-external _compositeChunkAsyncProcess
0000000246546710 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00000002465ad3f0 (__TEXT,__text) non-external _computePatchesWorkerProc
0000000246575cd4 (__TEXT,__text) non-external (was a private external) _concatExtractPath
0000000246575c10 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00000002465bcd34 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00000002465822e4 (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
000000024657db28 (__TEXT,__text) non-external _convertStreamAbort
000000024657dde0 (__TEXT,__text) non-external _convertStreamBeginBlob
000000024657ca3c (__TEXT,__text) non-external _convertStreamClose
000000024657e024 (__TEXT,__text) non-external _convertStreamEndBlob
000000024657dd48 (__TEXT,__text) non-external _convertStreamEndEntry
000000024657dc80 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
000000024657d6f0 (__TEXT,__text) non-external _convertStreamWriteBlob
000000024657cad8 (__TEXT,__text) non-external _convertStreamWriteHeader
0000000246589db4 (__TEXT,__text) non-external _convert_block_controls
0000000246589c10 (__TEXT,__text) non-external _convert_internal_controls
00000002465763d8 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00000002465767e0 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00000002465591e4 (__TEXT,__text) non-external _copyStream
000000024659a76c (__TEXT,__text) non-external _create
000000024657c81c (__TEXT,__text) non-external _createErrorContextKey
000000024657c240 (__TEXT,__text) non-external (was a private external) _createThread
000000024655ce54 (__TEXT,__text) non-external _ctrl_reader_get
00000002465615b4 (__TEXT,__text) non-external _currentWriteBufferFull
00000002465b1720 (__TEXT,__text) non-external _decodeStreamAbort
00000002465b173c (__TEXT,__text) non-external _decodeStreamClose
00000002465b0820 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00000002465b0ba4 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00000002465b0a28 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00000002465b1514 (__TEXT,__text) non-external _decodeStreamReadBlob
00000002465b0904 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00000002465b1004 (__TEXT,__text) non-external _decodeStreamReadHeader
00000002465b0764 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00000002465b3f6c (__TEXT,__text) non-external _decompressToData
000000024653f018 (__TEXT,__text) non-external _decryptAsyncCancel
000000024653ea8c (__TEXT,__text) non-external _decryptAsyncClose
000000024653ec6c (__TEXT,__text) non-external _decryptAsyncGetRange
000000024653f02c (__TEXT,__text) non-external _decryptAsyncIsCancelled
000000024653edc4 (__TEXT,__text) non-external _decryptAsyncProcess
000000024658313c (__TEXT,__text) non-external _decryptToFileAsyncCancel
0000000246582fb8 (__TEXT,__text) non-external _decryptToFileAsyncClose
0000000246583144 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
000000024658314c (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
000000024655ec4c (__TEXT,__text) non-external _ecc65537Inv
000000024655e838 (__TEXT,__text) non-external _ecc65537PolyEval
000000024655eac4 (__TEXT,__text) non-external _ecc65537Solve
000000024655e8b4 (__TEXT,__text) non-external _ecc65537Triangulate
00000002465ae178 (__TEXT,__text) non-external _encodeEntry
00000002465ae2fc (__TEXT,__text) non-external _encodeYOPEntry
00000002465af384 (__TEXT,__text) non-external _encoderStreamAbort
00000002465af1bc (__TEXT,__text) non-external _encoderStreamClose
00000002465af538 (__TEXT,__text) non-external _encoderStreamWriteBlob
00000002465af3a0 (__TEXT,__text) non-external _encoderStreamWriteHeader
000000024657ba5c (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00000002465ad3c0 (__TEXT,__text) non-external _entryIndexCmpHLC
0000000246590ed8 (__TEXT,__text) non-external _entryMessage
000000024659ffc8 (__TEXT,__text) non-external _entryRelease
00000002465ad3a4 (__TEXT,__text) non-external _entryVectorCmp
00000002465777b8 (__TEXT,__text) non-external (was a private external) _enumerateTree
0000000246577920 (__TEXT,__text) non-external _enumerateTree_rec
000000024659b3f4 (__TEXT,__text) non-external _expandDirThreadProc
000000024659ffa8 (__TEXT,__text) non-external _extractStreamAbort
000000024659e140 (__TEXT,__text) non-external _extractStreamClose
00000002465a0af8 (__TEXT,__text) non-external _extractStreamEntryEnd
00000002465a0bd4 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00000002465a073c (__TEXT,__text) non-external _extractStreamStateFail
000000024659f8b4 (__TEXT,__text) non-external _extractStreamWriteBlob
000000024659ede8 (__TEXT,__text) non-external _extractStreamWriteHeader
00000002465917c4 (__TEXT,__text) non-external _extractThread
00000002465a0144 (__TEXT,__text) non-external _extractThreadFailEntry
000000024659d338 (__TEXT,__text) non-external _extractThreadProc
00000002465a081c (__TEXT,__text) non-external _extractThreadSendCommand
0000000246591314 (__TEXT,__text) non-external _extractToDirAsyncCancel
0000000246591144 (__TEXT,__text) non-external _extractToDirAsyncClose
0000000246591318 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00000002465913ac (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
000000024655691c (__TEXT,__text) non-external _findFirst
0000000246589ef0 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
0000000246557e34 (__TEXT,__text) non-external _flushBuf
00000002465af7e4 (__TEXT,__text) non-external _flushOBuf
00000002465b5f28 (__TEXT,__text) non-external _flushOBuf
0000000246570f20 (__TEXT,__text) non-external _flushToResourceFork
00000002465af94c (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00000002465afebc (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
0000000246585ed0 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00000002465581e0 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
0000000257f28360 (__DATA,__bss) non-external _gErrorContextKey
000000024658cb90 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00000002465774b0 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00000002465b053c (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
000000024655ee04 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00000002465758c8 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
000000024657c7b4 (__TEXT,__text) non-external _getErrorContextKey
0000000257f28350 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
0000000246588268 (__TEXT,__text) non-external _getFieldBlob
0000000246576c98 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
0000000246576c0c (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
0000000246577284 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00000002465a223c (__TEXT,__text) non-external _getFileDiskUsageBlocks2
0000000246577420 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
0000000246576b7c (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
0000000246577550 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
0000000246577560 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
000000024657760c (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00000002465771ac (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00000002465bea08 (__TEXT,__text) non-external _getFreeCachePos
0000000246547768 (__TEXT,__text) non-external _getHeader
000000024659c314 (__TEXT,__text) non-external _getPath
000000024656b6c4 (__TEXT,__text) non-external _getProfile
0000000246575880 (__TEXT,__text) non-external (was a private external) _getRealTime
0000000246576054 (__TEXT,__text) non-external (was a private external) _getTempDir
0000000246591c54 (__TEXT,__text) non-external _getTempSegmentFilename
0000000246577db8 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00000002465bcbb0 (__TEXT,__text) non-external _graisAbort
00000002465bb198 (__TEXT,__text) non-external _graisClose
00000002465bc7c8 (__TEXT,__text) non-external _graisPRead
00000002465bc7ac (__TEXT,__text) non-external _graisRead
00000002465bcb64 (__TEXT,__text) non-external _graisSeek
000000024659b33c (__TEXT,__text) non-external _increaseCapacity
000000024656a5e4 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00000002465afeb0 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00000002465a132c (__TEXT,__text) non-external _init_blob_with_magic
000000024657eda4 (__TEXT,__text) non-external (was a private external) _io_preallocate
000000024657ef7c (__TEXT,__text) non-external (was a private external) _io_set_nocache
0000000246576100 (__TEXT,__text) non-external (was a private external) _isDirEmpty
00000002465a6c98 (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
000000024657c5a0 (__TEXT,__text) non-external (was a private external) _joinThread
00000002465b8990 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
00000002465b8a48 (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
000000024657bb84 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00000002465b0ae4 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
000000024658bb58 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00000002465a5ac4 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00000002465b6120 (__TEXT,__text) non-external _loadChunkOffsets
00000002465b386c (__TEXT,__text) non-external _loadDecmpfsXattr
0000000246591838 (__TEXT,__text) non-external _loadRemainingRange
0000000246591a74 (__TEXT,__text) non-external _loadTempSegment
0000000246591454 (__TEXT,__text) non-external _loadThread
0000000246580428 (__TEXT,__text) non-external (was a private external) _load_variants
0000000246573dd8 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
0000000246575a40 (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
0000000246567448 (__TEXT,__text) non-external _memoryInputStreamCancel
000000024656742c (__TEXT,__text) non-external _memoryInputStreamClose
000000024656747c (__TEXT,__text) non-external _memoryInputStreamPRead
000000024656745c (__TEXT,__text) non-external _memoryInputStreamRead
00000002465674fc (__TEXT,__text) non-external _memoryInputStreamSeek
0000000246567688 (__TEXT,__text) non-external _memoryOutputStreamCancel
000000024656766c (__TEXT,__text) non-external _memoryOutputStreamClose
000000024656769c (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00000002465b0504 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00000002465b00f8 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00000002465bf304 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
000000024659bc40 (__TEXT,__text) non-external _normalize
0000000246575b00 (__TEXT,__text) non-external (was a private external) _normalizePath
0000000246591cfc (__TEXT,__text) non-external _notifySegmentAvailable
00000002465d3b60 (__TEXT,__const) non-external _old_resource_fork_map
00000002465d4120 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
0000000246546920 (__TEXT,__text) non-external (was a private external) _outputStreamProc
00000002465805b4 (__TEXT,__text) non-external (was a private external) _patch_write_controls
0000000246575f6c (__TEXT,__text) non-external (was a private external) _pathIsValid
00000002465476bc (__TEXT,__text) non-external _pcRead
0000000246546b84 (__TEXT,__text) non-external _pcWrite
000000024653dd48 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
000000024653db8c (__TEXT,__text) non-external (was a private external) _pc_array_append
000000024653db18 (__TEXT,__text) non-external (was a private external) _pc_array_compact
000000024653da78 (__TEXT,__text) non-external (was a private external) _pc_array_compare
000000024653db08 (__TEXT,__text) non-external (was a private external) _pc_array_free
000000024653dc90 (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
000000024653dc80 (__TEXT,__text) non-external (was a private external) _pc_array_sort
000000024658a324 (__TEXT,__text) non-external (was a private external) _pc_log_error
00000002465bf868 (__TEXT,__text) non-external _pc_log_error.cold.1
000000024658a54c (__TEXT,__text) non-external (was a private external) _pc_log_info
000000024658a438 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
0000000246585b00 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
000000024653f54c (__TEXT,__text) non-external _processClusterHeader
00000002465627d8 (__TEXT,__text) non-external _processEntry
000000024657a650 (__TEXT,__text) non-external _processEntry
000000024653f038 (__TEXT,__text) non-external _processMagic
000000024653fcd8 (__TEXT,__text) non-external _processPadding
000000024653f174 (__TEXT,__text) non-external _processPrologue
0000000246540004 (__TEXT,__text) non-external _processSegment
0000000246582db4 (__TEXT,__text) non-external _processSegment
0000000246590c10 (__TEXT,__text) non-external _processSegment
000000024655a070 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00000002465afffc (__TEXT,__text) non-external (was a private external) _pushControls
00000002465aff6c (__TEXT,__text) non-external (was a private external) _pushDiffSegment
0000000246540164 (__TEXT,__text) non-external _pushPaddingRange
000000024653e964 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
000000024656bea4 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
000000024655d78c (__TEXT,__text) non-external _randomAccessWorkerProc
00000002465752bc (__TEXT,__text) non-external _rangeCmp
000000024657081c (__TEXT,__text) non-external _rangeInputStreamCancel
00000002465707e8 (__TEXT,__text) non-external _rangeInputStreamClose
0000000246570840 (__TEXT,__text) non-external _rangeInputStreamRead
000000024653b6a4 (__TEXT,__text) non-external _rawimg_add_fork
000000024653b83c (__TEXT,__text) non-external _rawimg_add_volume
000000024653b3bc (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
000000024653d4b0 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
000000024653b158 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
000000024653ca18 (__TEXT,__text) non-external _rawimg_digest_worker
000000024655fc78 (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
0000000254e38680 (__DATA_CONST,__const) non-external _rawimg_force_in_place.pass_name
000000024653c998 (__TEXT,__text) non-external _rawimg_free_chunks
000000024653bd0c (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
000000024653d0ac (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
000000024653cbdc (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
000000024653b1dc (__TEXT,__text) non-external (was a private external) _rawimg_show
000000024653b844 (__TEXT,__text) non-external _rawimg_verify
0000000246548f14 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
00000002465bcfc8 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
0000000246575820 (__TEXT,__text) non-external (was a private external) _reallocToFit
00000002465a14d4 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00000002465865e0 (__TEXT,__text) non-external _remap_page
0000000246577c94 (__TEXT,__text) non-external _removeEntryProc
0000000246577894 (__TEXT,__text) non-external (was a private external) _removeFile
0000000246577d48 (__TEXT,__text) non-external _removeLeaveDirProc
0000000246562774 (__TEXT,__text) non-external _removeStreamAbort
0000000246562048 (__TEXT,__text) non-external _removeStreamClose
0000000246562760 (__TEXT,__text) non-external _removeStreamWriteBlob
0000000246562330 (__TEXT,__text) non-external _removeStreamWriteHeader
0000000246577c48 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00000002465afeec (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00000002465b46fc (__TEXT,__text) non-external _resizeResourceFork
0000000246583b00 (__TEXT,__text) non-external _resizeStream
00000002465b3a34 (__TEXT,__text) non-external _resourceForkSize
000000024657c134 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
0000000246592020 (__TEXT,__text) non-external _retireEntryRange
00000002465a05ac (__TEXT,__text) non-external _retireThreadEnqueue
000000024659ce04 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
0000000246589b44 (__TEXT,__text) non-external _sanitize_internal_controls
000000024657c0c0 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
000000024656d140 (__TEXT,__text) non-external _seekTo
00000002465803c0 (__TEXT,__text) non-external _segment_find
0000000246561528 (__TEXT,__text) non-external _sendEOF
000000024657db44 (__TEXT,__text) non-external _sendHeader
000000024654e13c (__TEXT,__text) non-external _sendMessage
00000002465bcbd4 (__TEXT,__text) non-external _sendMessage
000000024655d620 (__TEXT,__text) non-external _sequentialReaderProc
000000024655d6bc (__TEXT,__text) non-external _sequentialWriterProc
0000000246575988 (__TEXT,__text) non-external (was a private external) _serializeHexString
00000002465c9b8d (__TEXT,__cstring) non-external _serializeHexString.digit
00000002465887b0 (__TEXT,__text) non-external _setFieldBlob
0000000246576d20 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
0000000246577354 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
000000024657bb10 (__TEXT,__text) non-external _setThreadErrorContext
00000002465b59e4 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00000002465828a4 (__TEXT,__text) non-external _setupContext
000000024658ff5c (__TEXT,__text) non-external _setupContext
0000000246575948 (__TEXT,__text) non-external (was a private external) _sha1ToString
00000002465759d4 (__TEXT,__text) non-external (was a private external) _sha1cmp
0000000246552498 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
000000024654020c (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
0000000246576c88 (__TEXT,__text) non-external (was a private external) _statIsCompressed
0000000246577db0 (__TEXT,__text) non-external (was a private external) _statIsDataless
00000002465994e8 (__TEXT,__text) non-external _stateAppendEntry
00000002465ac568 (__TEXT,__text) non-external _stateCollectorStreamClose
00000002465acf44 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00000002465ac584 (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00000002465aa3dc (__TEXT,__text) non-external _stateComputePatches
0000000246598e38 (__TEXT,__text) non-external _stateConcatPath
0000000246596928 (__TEXT,__text) non-external _stateDestroy
00000002465ac43c (__TEXT,__text) non-external _stateDestroy
00000002465aa714 (__TEXT,__text) non-external _stateGenerateArchive
0000000246598e58 (__TEXT,__text) non-external _stateGetEntryData
00000002465addf0 (__TEXT,__text) non-external _stateLoadEntryHeader
0000000246599048 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
0000000246575310 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs (from libSystem)
00000002465bf034 (__TEXT,__text) non-external _storeCachePos
00000002465b5aa8 (__TEXT,__text) non-external _storeChunkOffsets
0000000246576288 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
0000000246573414 (__TEXT,__text) non-external _streamAbort
000000024658b02c (__TEXT,__text) non-external _streamAbort
00000002465732c0 (__TEXT,__text) non-external _streamClose
000000024658acdc (__TEXT,__text) non-external _streamClose
0000000246550c20 (__TEXT,__text) non-external _streamConsumerProc
000000024658b7e0 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
0000000246573438 (__TEXT,__text) non-external _streamPRead
000000024658b050 (__TEXT,__text) non-external _streamPWrite
0000000246574350 (__TEXT,__text) non-external _streamProc
00000002465bbfd4 (__TEXT,__text) non-external _streamProc
0000000246573838 (__TEXT,__text) non-external _streamRead
0000000246573858 (__TEXT,__text) non-external _streamSeek
0000000246550d04 (__TEXT,__text) non-external _streamThreadProc
0000000246550b70 (__TEXT,__text) non-external _streamWorkerProc
