00007ff90dd3f9af (__TEXT,__text) non-external +[Caller current]
00007ff90dd50c5a (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff90dd50e39 (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff90dd50f4f (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff943416f48 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943416f50 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943416f58 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943416f60 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943416f68 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943416f70 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943416f78 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943416f80 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943416f88 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943416f00 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943416f08 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943416f10 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943416f18 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943416f20 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943416f28 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943416f30 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943416f38 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943416f40 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943df6c70 (__DATA,__bss) non-external _LA_LOG_Caller.log
00007ff943df6c68 (__DATA,__bss) non-external _LA_LOG_Caller.once
00007ff90dd414e4 (__TEXT,__text) non-external _LA_LOG_INTERACTIVE
00007ff90dd50e9b (__TEXT,__text) non-external _LA_LOG_INTERACTIVE.cold.1
00007ff943416ef8 (__DATA_DIRTY,__bss) non-external _LA_LOG_INTERACTIVE.log
00007ff943416ef0 (__DATA_DIRTY,__bss) non-external _LA_LOG_INTERACTIVE.once
00007ff90dd39604 (__TEXT,__text) non-external _LA_LOG_MechanismWatchMonitor
00007ff90dd50838 (__TEXT,__text) non-external _LA_LOG_MechanismWatchMonitor.cold.1
00007ff943416ee8 (__DATA_DIRTY,__bss) non-external _LA_LOG_MechanismWatchMonitor.log
00007ff943416ee0 (__DATA_DIRTY,__bss) non-external _LA_LOG_MechanismWatchMonitor.once
00007ff943df6c60 (__DATA,__bss) non-external _LA_LOG_Request.log
00007ff943df6c58 (__DATA,__bss) non-external _LA_LOG_Request.once
00007ff90dd57828 (__TEXT,__text) external _LibCall_ACMContexAddCredentialWithScope
00007ff90dd57b6f (__TEXT,__text) external _LibCall_ACMContexRemoveCredentialsByTypeAndScope
00007ff90dd579bf (__TEXT,__text) external _LibCall_ACMContextContainsCredentialTypeEx
00007ff90dd5a0f0 (__TEXT,__text) external _LibCall_ACMContextCopyData
00007ff90dd573ce (__TEXT,__text) external _LibCall_ACMContextCreate
00007ff90dd57604 (__TEXT,__text) external _LibCall_ACMContextCreateWithExternalForm
00007ff90dd5901c (__TEXT,__text) external _LibCall_ACMContextCredentialGetProperty
00007ff90dd48156 (__TEXT,__text) external _LibCall_ACMContextDelete
00007ff90dd59f41 (__TEXT,__text) external _LibCall_ACMContextGetData
00007ff90dd5a394 (__TEXT,__text) external _LibCall_ACMContextGetInfo
00007ff90dd5996a (__TEXT,__text) external _LibCall_ACMContextLoadFromImage
00007ff90dd57cd1 (__TEXT,__text) external _LibCall_ACMContextRemoveCredentialsByValueAndScope
00007ff90dd59d77 (__TEXT,__text) external _LibCall_ACMContextSetData
00007ff90dd59bb5 (__TEXT,__text) external _LibCall_ACMContextUnloadToImage
00007ff90dd5429e (__TEXT,__text) external _LibCall_ACMContextUnloadToImage_Block
00007ff90dd44892 (__TEXT,__text) external _LibCall_ACMContextVerifyAclConstraint
00007ff90dd44a21 (__TEXT,__text) external _LibCall_ACMContextVerifyAclConstraintForOperation
00007ff90dd57e68 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyAndCopyRequirementEx
00007ff90dd59297 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyEx
00007ff90dd53e0f (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyEx_Block
00007ff90dd53cf9 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyWithPreflight_Block
00007ff90dd445a9 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicy_Block
00007ff90dd483f1 (__TEXT,__text) external _LibCall_ACMCredentialCreate
00007ff90dd58250 (__TEXT,__text) external _LibCall_ACMCredentialDelete
00007ff90dd58740 (__TEXT,__text) external _LibCall_ACMCredentialGetPropertyData
00007ff90dd5826b (__TEXT,__text) external _LibCall_ACMCredentialGetType
00007ff90dd5827c (__TEXT,__text) external _LibCall_ACMCredentialSetProperty
00007ff90dd446c5 (__TEXT,__text) external _LibCall_ACMGetAclAuthMethod_Block
00007ff90dd59550 (__TEXT,__text) external _LibCall_ACMGetEnvironmentVariable
00007ff90dd53f22 (__TEXT,__text) external _LibCall_ACMGetEnvironmentVariable_Block
00007ff90dd5916f (__TEXT,__text) external _LibCall_ACMGlobalContextCredentialGetProperty
00007ff90dd53b82 (__TEXT,__text) external _LibCall_ACMGlobalContextCredentialGetProperty_Block
00007ff90dd59455 (__TEXT,__text) external _LibCall_ACMGlobalContextVerifyPolicyEx
00007ff90dd445be (__TEXT,__text) external _LibCall_ACMGlobalContextVerifyPolicy_Block
00007ff90dd58f7e (__TEXT,__text) external _LibCall_ACMKernDoubleClickNotify
00007ff90dd4825f (__TEXT,__text) external _LibCall_ACMKernelControl
00007ff90dd48d65 (__TEXT,__text) non-external _LibCall_ACMKernelControl.cold.1
00007ff90dd44330 (__TEXT,__text) external _LibCall_ACMKernelControl_Block
00007ff90dd58ec8 (__TEXT,__text) external _LibCall_ACMPing
00007ff90dd5a224 (__TEXT,__text) external _LibCall_ACMPublishTrustedAccessories
00007ff90dd581bc (__TEXT,__text) external _LibCall_ACMRequirementDelete
00007ff90dd58bd7 (__TEXT,__text) external _LibCall_ACMRequirementGetPriority
00007ff90dd58be9 (__TEXT,__text) external _LibCall_ACMRequirementGetPropertyData
00007ff90dd58bc5 (__TEXT,__text) external _LibCall_ACMRequirementGetState
00007ff90dd58bb4 (__TEXT,__text) external _LibCall_ACMRequirementGetType
00007ff90dd5aee0 (__TEXT,__text) external _LibCall_ACMSEPControl
00007ff90dd44467 (__TEXT,__text) external _LibCall_ACMSEPControl_Block
00007ff90dd5acbb (__TEXT,__text) external _LibCall_ACMSecContextGetUnlockSecret
00007ff90dd483fb (__TEXT,__text) external _LibCall_ACMSecContextProcessAcl
00007ff90dd5a82c (__TEXT,__text) external _LibCall_ACMSecContextProcessAclAndCopyAuthMethod
00007ff90dd5a87d (__TEXT,__text) external _LibCall_ACMSecContextVerifyAclConstraintAndCopyRequirement
00007ff90dd59376 (__TEXT,__text) external _LibCall_ACMSecContextVerifyPolicyAndCopyRequirementEx
00007ff90dd5a980 (__TEXT,__text) external _LibCall_ACMSecCredentialProviderEnrollmentStateChangedForUser
00007ff90dd5abad (__TEXT,__text) external _LibCall_ACMSecSetBiometryAvailability
00007ff90dd5ab11 (__TEXT,__text) external _LibCall_ACMSecSetBuiltinBiometry
00007ff90dd59612 (__TEXT,__text) external _LibCall_ACMSetEnvironmentVariable
00007ff90dd597c7 (__TEXT,__text) external _LibCall_ACMTRMLoadState
00007ff90dd54175 (__TEXT,__text) external _LibCall_ACMTRMLoadState_Block
00007ff90dd59880 (__TEXT,__text) external _LibCall_ACMTRMSaveState
00007ff90dd572b0 (__TEXT,__text) external _LibCall_BuildCommand
00007ff90dd53306 (__TEXT,__text) external _LibSer_ACMDeserializeEnvironmentVariableType
00007ff90dd53390 (__TEXT,__text) external _LibSer_ACMDeserializeSEPControlCode
00007ff90dd52a58 (__TEXT,__text) external _LibSer_ContextCredentialGetProperty_Deserialize
00007ff90dd52a08 (__TEXT,__text) external _LibSer_ContextCredentialGetProperty_GetSize
00007ff90dd52a23 (__TEXT,__text) external _LibSer_ContextCredentialGetProperty_Serialize
00007ff90dd52bd1 (__TEXT,__text) external _LibSer_DeleteContext_Deserialize
00007ff90dd52b87 (__TEXT,__text) external _LibSer_DeleteContext_GetSize
00007ff90dd52ba2 (__TEXT,__text) external _LibSer_DeleteContext_Serialize
00007ff90dd529e5 (__TEXT,__text) external _LibSer_GetAclAuthMethod_Deserialize
00007ff90dd5299b (__TEXT,__text) external _LibSer_GetAclAuthMethod_GetSize
00007ff90dd529b6 (__TEXT,__text) external _LibSer_GetAclAuthMethod_Serialize
00007ff90dd525f0 (__TEXT,__text) external _LibSer_GetSerializedContainsCredential_GetSize
00007ff90dd5260e (__TEXT,__text) external _LibSer_GetSerializedContainsCredential_Serialize
00007ff90dd53093 (__TEXT,__text) external _LibSer_GetUnlockSecretResponse_Deserialize
00007ff90dd5302f (__TEXT,__text) external _LibSer_GetUnlockSecretResponse_GetSize
00007ff90dd53049 (__TEXT,__text) external _LibSer_GetUnlockSecretResponse_Serialize
00007ff90dd52fee (__TEXT,__text) external _LibSer_GetUnlockSecret_Deserialize
00007ff90dd52f1a (__TEXT,__text) external _LibSer_GetUnlockSecret_GetSize
00007ff90dd52f51 (__TEXT,__text) external _LibSer_GetUnlockSecret_Serialize
00007ff90dd52ad4 (__TEXT,__text) external _LibSer_GlobalContextCredentialGetProperty_Deserialize
00007ff90dd52a90 (__TEXT,__text) external _LibSer_GlobalContextCredentialGetProperty_GetSize
00007ff90dd52aab (__TEXT,__text) external _LibSer_GlobalContextCredentialGetProperty_Serialize
00007ff90dd52b4f (__TEXT,__text) external _LibSer_RemoveCredentialByType_Deserialize
00007ff90dd52aff (__TEXT,__text) external _LibSer_RemoveCredentialByType_GetSize
00007ff90dd52b1a (__TEXT,__text) external _LibSer_RemoveCredentialByType_Serialize
00007ff90dd532d1 (__TEXT,__text) external _LibSer_SEPControlResponse_Deserialize
00007ff90dd5326a (__TEXT,__text) external _LibSer_SEPControlResponse_GetSize
00007ff90dd53285 (__TEXT,__text) external _LibSer_SEPControlResponse_Serialize
00007ff90dd531f4 (__TEXT,__text) external _LibSer_SEPControl_Deserialize
00007ff90dd530ca (__TEXT,__text) external _LibSer_SEPControl_GetSize
00007ff90dd53116 (__TEXT,__text) external _LibSer_SEPControl_Serialize
00007ff90dd52bf4 (__TEXT,__text) external _LibSer_StorageAnyCmd_DeserializeCommonFields
00007ff90dd52ec5 (__TEXT,__text) external _LibSer_StorageGetData_Deserialize
00007ff90dd52dd6 (__TEXT,__text) external _LibSer_StorageGetData_GetSize
00007ff90dd52e0d (__TEXT,__text) external _LibSer_StorageGetData_Serialize
00007ff90dd52d4c (__TEXT,__text) external _LibSer_StorageSetData_Deserialize
00007ff90dd52c21 (__TEXT,__text) external _LibSer_StorageSetData_GetSize
00007ff90dd52c6d (__TEXT,__text) external _LibSer_StorageSetData_Serialize
                 (undefined) external _MGGetBoolAnswer (from libMobileGestalt)
                 (undefined) external _MGIsQuestionValid (from libMobileGestalt)
                 (undefined) weak external _MKBGetDeviceLockState (from MobileKeyBag)
                 (undefined) external _NSCurrentLocaleDidChangeNotification (from CoreFoundation)
                 (undefined) external _NSInternalInconsistencyException (from CoreFoundation)
                 (undefined) external _NSStringFromClass (from Foundation)
00007ff943416b38 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_BiometryHelper
00007ff943416d90 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_BiometryLockoutInvalidationSource
                 (undefined) weak external _OBJC_CLASS_$_BridgeXPCConnection (from BridgeXPC)
                 (undefined) weak external _OBJC_CLASS_$_BridgeXPCListener (from BridgeXPC)
                 (undefined) weak external _OBJC_CLASS_$_BrightnessSystemClient (from CoreBrightness)
00007ff943416b10 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_Caller
                 (undefined) weak external _OBJC_CLASS_$_CoreKDL (from CoreKDL)
00007ff943416ae8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_DaemonUtils
00007ff943416cf0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_DarwinNotificationInvalidationSource
00007ff943416de0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_DomainStateRequest
00007ff943416ac0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_EvaluationRequest
00007ff943416c50 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_InstalledAppsCache
00007ff943416a98 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_LAAnalytics
00007ff943416a70 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_LAAnalyticsEvaluation
00007ff943416b60 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_LAAnalyticsPasscodeFallbackPeriod
                 (undefined) external _OBJC_CLASS_$_LACAnalyticsData (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACAuditToken (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACBiometryHelper (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACConcurrencyUtilities (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACInstalledAppsCache (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACPolicyUtilities (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACXPCClient (from LocalAuthenticationCore)
00007ff943df6650 (__DATA,__objc_data) external _OBJC_CLASS_$_LADFROwnerToken
                 (undefined) external _OBJC_CLASS_$_LAErrorHelper (from SharedUtils)
00007ff943df6858 (__DATA,__objc_data) external _OBJC_CLASS_$_LASIORemoteCall
00007ff943df68f8 (__DATA,__objc_data) external _OBJC_CLASS_$_LASecureIO
00007ff943df6830 (__DATA,__objc_data) external _OBJC_CLASS_$_LASecureIOArchive
00007ff943df68a8 (__DATA,__objc_data) external _OBJC_CLASS_$_LASecureIOCommunication
00007ff943df6628 (__DATA,__objc_data) external _OBJC_CLASS_$_LASecureIOHelper
00007ff943df6970 (__DATA,__objc_data) external _OBJC_CLASS_$_LASecureIOLoggingHelper
                 (undefined) external _OBJC_CLASS_$_LAUtils (from SharedUtils)
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCache (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDateFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSException (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSHashTable (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedArchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedUnarchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSValue (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
00007ff943416d40 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NotificationCenterInvalidationSource
00007ff943416bb0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PreflightCache
00007ff943df66c8 (__DATA,__objc_data) external _OBJC_CLASS_$_PreflightCacheAssertion
00007ff943df6740 (__DATA,__objc_data) external _OBJC_CLASS_$_PreflightCacheBypassAssertion
00007ff943416ca0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PreflightCacheInvalidationSource
00007ff943416c00 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PushButtonMonitor
00007ff943416a48 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_Request
00007ff943416a20 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_StorageRequest
00007ff9434169f8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_TrustedAccessoryHelper
00007ff943df6768 (__DATA,__objc_data) external _OBJC_CLASS_$_UserPasswordInvalidationSource
00007ff943df67b8 (__DATA,__objc_data) external _OBJC_CLASS_$_WatchInvalidationSource
00007ff9434169d0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_WatchMonitor
00007ff943df6588 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._asid
00007ff943df6598 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._auditToken
00007ff943df6590 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._connection
00007ff943df6580 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._euid
00007ff943df6570 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._path
00007ff943df6578 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._pid
00007ff943df6468 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DarwinNotificationInvalidationSource._notificationName
00007ff943df6470 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DarwinNotificationInvalidationSource._token
00007ff943df6568 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._client
00007ff943df6558 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._contextID
00007ff943df6560 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._options
00007ff943df64d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._acl
00007ff943df64e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._aclOperation
00007ff943df64c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._analytics
00007ff943df6508 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._client
00007ff943df64d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._contextID
00007ff943df64b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._customUI
00007ff943df64f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._evaluationUserId
00007ff943df6510 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._externalizedContext
00007ff943df64c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._options
00007ff943df6528 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._payload
00007ff943df64b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._policy
00007ff943df64e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._purpose
00007ff943df6518 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._retryingForError
00007ff943df6520 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._secureIntentRequested
00007ff943df64f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest.analyticsData
00007ff943df6500 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest.immediateSuccess
00007ff943df63f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._allowsMultipleCollections
00007ff943df6400 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._eventName
00007ff943df6408 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._storage
00007ff943df63f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._wasSent
00007ff943df6310 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._authenticationTypes
00007ff943df6348 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryAttempts
00007ff943df6350 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryFailures
00007ff943df6358 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryNoMatches
00007ff943df6330 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryResult
00007ff943df6318 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryStarted
00007ff943df6308 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryType
00007ff943df6300 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._continuity
00007ff943df6328 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._continuityEvent
00007ff943df6360 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeAttempts
00007ff943df6368 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeFailures
00007ff943df6338 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeResult
00007ff943df6320 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeStarted
00007ff943df62f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._policy
00007ff943df62f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._request
00007ff943df6340 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._result
00007ff943df62c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._biometryAttempts
00007ff943df62d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._biometrySuccessTime
00007ff943df62c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._passcodeCount
00007ff943df62b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._passcodePresentedTime
00007ff943df62b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._policyGroup
00007ff943df65a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._callID
00007ff943df65a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._command
00007ff943df65d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._payload
00007ff943df65c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._requestData
00007ff943df65c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._responseData
00007ff943df65d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._responseError
00007ff943df65b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._semaphore
00007ff943df65b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._version
00007ff943df6618 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIO._client
00007ff943df6620 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIO._delegate
00007ff943df6608 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._client
00007ff943df65e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._currentCalls
00007ff943df6610 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._delegate
00007ff943df65e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._queue
00007ff943df6600 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._serviceName
00007ff943df65f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._xpcConnection
00007ff943df65f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._xpcListener
00007ff943df63e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._coreKDL
00007ff943df63e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._currentDFROwner
00007ff943df63d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._externalizedContext
00007ff943df63b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._inputHandlers
00007ff943df63b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._lastError
00007ff943df63c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._lastInstructionsWithoutDFR
00007ff943df63d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._scene
00007ff943df63c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._sceneDirty
00007ff943df63a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._secureIO
00007ff943df6478 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_NotificationCenterInvalidationSource._notificationName
00007ff943df62e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCache._bypassAssertions
00007ff943df62d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCache._cache
00007ff943df62e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCache._invalidationSources
00007ff943df6450 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCacheAssertion._cache
00007ff943df6448 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCacheAssertion._reason
