00000001ee62c310 (__TEXT,__text) external _AAArchiveStreamCancel
00000001ee641e98 (__TEXT,__text) non-external _removeStreamClose
00000001ee6425c4 (__TEXT,__text) non-external _removeStreamWriteBlob
00000001ee6421a4 (__TEXT,__text) non-external _removeStreamWriteHeader
00000001ee650b40 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00000001ee65aa04 (__TEXT,__text) non-external _retireEntryRange
00000001ee667ab0 (__TEXT,__text) non-external _retireThreadEnqueue
00000001ee6644d8 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00000001ee648fbc (__TEXT,__text) non-external _seekTo
00000001ee641380 (__TEXT,__text) non-external _sendEOF
00000001ee652c6c (__TEXT,__text) non-external _sendHeader
00000001ee636814 (__TEXT,__text) non-external _sendMessage
00000001ee678200 (__TEXT,__text) non-external _sendMessage
00000001ee63f898 (__TEXT,__text) non-external _sequentialReaderProc
00000001ee63f934 (__TEXT,__text) non-external _sequentialWriterProc
00000001ee67ea08 (__TEXT,__cstring) non-external _serializeHexString.digit
00000001ee655e50 (__TEXT,__text) non-external _setFieldBlob
00000001ee64fdac (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00000001ee650e68 (__TEXT,__text) non-external _setThreadErrorContext
                 (undefined) external _setattrlist (from libSystem)
00000001ee65388c (__TEXT,__text) non-external _setupContext
00000001ee658a58 (__TEXT,__text) non-external _setupContext
00000001ee64ebec (__TEXT,__text) non-external (was a private external) _sha1ToString
00000001ee63aacc (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00000001ee62bf80 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
00000001ee64fd94 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00000001ee650ca8 (__TEXT,__text) non-external (was a private external) _statIsDataless
00000001ee660c0c (__TEXT,__text) non-external _stateAppendEntry
00000001ee6605a4 (__TEXT,__text) non-external _stateConcatPath
00000001ee65e0a4 (__TEXT,__text) non-external _stateDestroy
00000001ee6605c4 (__TEXT,__text) non-external _stateGetEntryData
00000001ee660784 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
                 (undefined) external _statfs (from libSystem)
00000001ee64f484 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00000001ee64e104 (__TEXT,__text) non-external _streamAbort
00000001ee656cd8 (__TEXT,__text) non-external _streamAbort
00000001ee64df9c (__TEXT,__text) non-external _streamClose
00000001ee65694c (__TEXT,__text) non-external _streamClose
00000001ee639240 (__TEXT,__text) non-external _streamConsumerProc
00000001ee657468 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00000001ee64e128 (__TEXT,__text) non-external _streamPRead
00000001ee656cfc (__TEXT,__text) non-external _streamPWrite
00000001ee6775d0 (__TEXT,__text) non-external _streamProc
00000001ee64e528 (__TEXT,__text) non-external _streamRead
00000001ee64e548 (__TEXT,__text) non-external _streamSeek
00000001ee639324 (__TEXT,__text) non-external _streamThreadProc
00000001ee639190 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00000001ee6477d4 (__TEXT,__text) non-external _stringTableIndexCompareProc
00000001ee6472fc (__TEXT,__text) non-external _stringTableReserve
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000001ee66d3a8 (__TEXT,__text) non-external _tarParseInt
00000001ee64a8e8 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00000001ee64a604 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00000001ee674c5c (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00000001ee651724 (__TEXT,__text) non-external _threadWrapperProc
00000001ee63d874 (__TEXT,__text) non-external _treeAdd
00000001ee63d134 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00000001ee63d48c (__TEXT,__text) non-external _treeRebalance
00000001ee63e374 (__TEXT,__text) non-external _treeRotateLeft
00000001ee63e210 (__TEXT,__text) non-external _treeRotateRight
00000001ee63d730 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00000001ee65a3ec (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00000001ee64f76c (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00000001ee651370 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00000001ee6513b0 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00000001ee6698b4 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00000001ee63677c (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00000001ee635d10 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00000001ee636598 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00000001ee636074 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00000001ee653af4 (__TEXT,__text) non-external _verifySegment
00000001ee6595ec (__TEXT,__text) non-external _verifySegment
                 (undefined) external _vsnprintf (from libSystem)
00000001ee660880 (__TEXT,__text) non-external _workerApplyAttr
00000001ee636790 (__TEXT,__text) non-external _workerDataFree
00000001ee660afc (__TEXT,__text) non-external _workerDecodeAndApplyACL
00000001ee6609ec (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00000001ee6425ec (__TEXT,__text) non-external _workerDestroy
00000001ee660540 (__TEXT,__text) non-external _workerDestroy
00000001ee62a168 (__TEXT,__text) non-external _workerProc
00000001ee634f1c (__TEXT,__text) non-external _workerProc
00000001ee641d9c (__TEXT,__text) non-external _workerProc
00000001ee64e9b4 (__TEXT,__text) non-external _workerProc
00000001ee65e164 (__TEXT,__text) non-external _workerProc
00000001ee67746c (__TEXT,__text) non-external _workerProc
00000001ee660950 (__TEXT,__text) non-external _workerReserve
00000001ee66063c (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00000001ee6701e4 (__TEXT,__text) non-external _writeOBuf
00000001ee6565ec (__TEXT,__text) non-external _writerProc
