00000002454246f4 (__TEXT,__text) external _AAAFSCGetMetadata
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00000002453fc9b8 (__TEXT,__text) non-external _chunkAppendHole
00000002453e5320 (__TEXT,__text) non-external _chunkAsyncCancel
00000002453e4bdc (__TEXT,__text) non-external _chunkAsyncClose
00000002453e4f74 (__TEXT,__text) non-external _chunkAsyncGetRange
00000002453e5344 (__TEXT,__text) non-external _chunkAsyncIsCancelled
00000002453e5150 (__TEXT,__text) non-external _chunkAsyncProcess
00000002453fc96c (__TEXT,__text) non-external _chunkDestroy
00000002453fad9c (__TEXT,__text) non-external _chunk_compare_by_position
00000002453fad8c (__TEXT,__text) non-external _chunk_compare_by_rating
00000002453de0bc (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00000002453b46ec (__TEXT,__text) non-external _closeProc
00000002453df454 (__TEXT,__text) non-external _closeProc
00000002453e9040 (__TEXT,__text) non-external _closeProc
00000002453fe984 (__TEXT,__text) non-external _closeProc
00000002453b49d8 (__TEXT,__text) non-external _closeWithStateProc
00000002453df4f0 (__TEXT,__text) non-external _closeWithStateProc
00000002453ea338 (__TEXT,__text) non-external _closeWithStateProc
00000002453fea40 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00000002454118e4 (__TEXT,__text) non-external _clusterEntryUpdateDAT
000000024540d764 (__TEXT,__text) non-external _cmpNodesProc
00000002453b114c (__TEXT,__text) non-external _cmpRange
00000002453b414c (__TEXT,__text) non-external _cmp_entries_clc
00000002453b4118 (__TEXT,__text) non-external _cmp_entries_hlc
00000002453b41e4 (__TEXT,__text) non-external _cmp_entries_offset
00000002453b4180 (__TEXT,__text) non-external _cmp_entries_slc
000000024540ae50 (__TEXT,__text) non-external _cmp_keys
00000002453fe6f4 (__TEXT,__text) non-external _cmp_markers
00000002453adff8 (__TEXT,__text) non-external _compare_copy_fork_3
00000002453adfa8 (__TEXT,__text) non-external _compare_copy_fork_4
00000002453adf50 (__TEXT,__text) non-external _compare_copy_fork_5
00000002453adbac (__TEXT,__text) non-external _compare_digest_tasks
00000002453ac140 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
00000002453aea10 (__TEXT,__text) non-external _compare_forks_by_extent
00000002453aea4c (__TEXT,__text) non-external _compare_forks_by_position
00000002453d42a8 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00000002453d424c (__TEXT,__text) non-external _compositeChunkAsyncClose
00000002453d4298 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00000002453d42b0 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00000002453d42a0 (__TEXT,__text) non-external _compositeChunkAsyncProcess
00000002453b7710 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
000000024541e3f0 (__TEXT,__text) non-external _computePatchesWorkerProc
00000002453e6cd4 (__TEXT,__text) non-external (was a private external) _concatExtractPath
00000002453e6c10 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
000000024542dd34 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00000002453f32e4 (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
00000002453eeb28 (__TEXT,__text) non-external _convertStreamAbort
00000002453eede0 (__TEXT,__text) non-external _convertStreamBeginBlob
00000002453eda3c (__TEXT,__text) non-external _convertStreamClose
00000002453ef024 (__TEXT,__text) non-external _convertStreamEndBlob
00000002453eed48 (__TEXT,__text) non-external _convertStreamEndEntry
00000002453eec80 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00000002453ee6f0 (__TEXT,__text) non-external _convertStreamWriteBlob
00000002453edad8 (__TEXT,__text) non-external _convertStreamWriteHeader
00000002453fadb4 (__TEXT,__text) non-external _convert_block_controls
00000002453fac10 (__TEXT,__text) non-external _convert_internal_controls
00000002453e73d8 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00000002453e77e0 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00000002453ca1e4 (__TEXT,__text) non-external _copyStream
000000024540b76c (__TEXT,__text) non-external _create
00000002453ed81c (__TEXT,__text) non-external _createErrorContextKey
00000002453ed240 (__TEXT,__text) non-external (was a private external) _createThread
00000002453cde54 (__TEXT,__text) non-external _ctrl_reader_get
00000002453d25b4 (__TEXT,__text) non-external _currentWriteBufferFull
0000000245422720 (__TEXT,__text) non-external _decodeStreamAbort
000000024542273c (__TEXT,__text) non-external _decodeStreamClose
0000000245421820 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
0000000245421ba4 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
0000000245421a28 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
0000000245422514 (__TEXT,__text) non-external _decodeStreamReadBlob
0000000245421904 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
0000000245422004 (__TEXT,__text) non-external _decodeStreamReadHeader
0000000245421764 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
0000000245424f6c (__TEXT,__text) non-external _decompressToData
00000002453b0018 (__TEXT,__text) non-external _decryptAsyncCancel
00000002453afa8c (__TEXT,__text) non-external _decryptAsyncClose
00000002453afc6c (__TEXT,__text) non-external _decryptAsyncGetRange
00000002453b002c (__TEXT,__text) non-external _decryptAsyncIsCancelled
00000002453afdc4 (__TEXT,__text) non-external _decryptAsyncProcess
00000002453f413c (__TEXT,__text) non-external _decryptToFileAsyncCancel
00000002453f3fb8 (__TEXT,__text) non-external _decryptToFileAsyncClose
00000002453f4144 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00000002453f414c (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000002453cfc4c (__TEXT,__text) non-external _ecc65537Inv
00000002453cf838 (__TEXT,__text) non-external _ecc65537PolyEval
00000002453cfac4 (__TEXT,__text) non-external _ecc65537Solve
00000002453cf8b4 (__TEXT,__text) non-external _ecc65537Triangulate
000000024541f178 (__TEXT,__text) non-external _encodeEntry
000000024541f2fc (__TEXT,__text) non-external _encodeYOPEntry
0000000245420384 (__TEXT,__text) non-external _encoderStreamAbort
00000002454201bc (__TEXT,__text) non-external _encoderStreamClose
0000000245420538 (__TEXT,__text) non-external _encoderStreamWriteBlob
00000002454203a0 (__TEXT,__text) non-external _encoderStreamWriteHeader
00000002453eca5c (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
000000024541e3c0 (__TEXT,__text) non-external _entryIndexCmpHLC
0000000245401ed8 (__TEXT,__text) non-external _entryMessage
0000000245410fc8 (__TEXT,__text) non-external _entryRelease
000000024541e3a4 (__TEXT,__text) non-external _entryVectorCmp
00000002453e87b8 (__TEXT,__text) non-external (was a private external) _enumerateTree
00000002453e8920 (__TEXT,__text) non-external _enumerateTree_rec
000000024540c3f4 (__TEXT,__text) non-external _expandDirThreadProc
0000000245410fa8 (__TEXT,__text) non-external _extractStreamAbort
000000024540f140 (__TEXT,__text) non-external _extractStreamClose
0000000245411af8 (__TEXT,__text) non-external _extractStreamEntryEnd
0000000245411bd4 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
000000024541173c (__TEXT,__text) non-external _extractStreamStateFail
00000002454108b4 (__TEXT,__text) non-external _extractStreamWriteBlob
000000024540fde8 (__TEXT,__text) non-external _extractStreamWriteHeader
00000002454027c4 (__TEXT,__text) non-external _extractThread
0000000245411144 (__TEXT,__text) non-external _extractThreadFailEntry
000000024540e338 (__TEXT,__text) non-external _extractThreadProc
000000024541181c (__TEXT,__text) non-external _extractThreadSendCommand
0000000245402314 (__TEXT,__text) non-external _extractToDirAsyncCancel
0000000245402144 (__TEXT,__text) non-external _extractToDirAsyncClose
0000000245402318 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00000002454023ac (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00000002453c791c (__TEXT,__text) non-external _findFirst
00000002453faef0 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00000002453c8e34 (__TEXT,__text) non-external _flushBuf
00000002454207e4 (__TEXT,__text) non-external _flushOBuf
0000000245426f28 (__TEXT,__text) non-external _flushOBuf
00000002453e1f20 (__TEXT,__text) non-external _flushToResourceFork
000000024542094c (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
0000000245420ebc (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
00000002453f6ed0 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00000002453c91e0 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
0000000256cc6660 (__DATA,__bss) non-external _gErrorContextKey
00000002453fdb90 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00000002453e84b0 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
000000024542153c (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00000002453cfe04 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00000002453e68c8 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00000002453ed7b4 (__TEXT,__text) non-external _getErrorContextKey
0000000256cc6650 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00000002453f9268 (__TEXT,__text) non-external _getFieldBlob
00000002453e7c98 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00000002453e7c0c (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00000002453e8284 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
000000024541323c (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00000002453e8420 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00000002453e7b7c (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00000002453e8550 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00000002453e8560 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00000002453e860c (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00000002453e81ac (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
000000024542fa08 (__TEXT,__text) non-external _getFreeCachePos
00000002453b8768 (__TEXT,__text) non-external _getHeader
000000024540d314 (__TEXT,__text) non-external _getPath
00000002453dc6c4 (__TEXT,__text) non-external _getProfile
00000002453e6880 (__TEXT,__text) non-external (was a private external) _getRealTime
00000002453e7054 (__TEXT,__text) non-external (was a private external) _getTempDir
0000000245402c54 (__TEXT,__text) non-external _getTempSegmentFilename
00000002453e8db8 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
000000024542dbb0 (__TEXT,__text) non-external _graisAbort
000000024542c198 (__TEXT,__text) non-external _graisClose
000000024542d7c8 (__TEXT,__text) non-external _graisPRead
000000024542d7ac (__TEXT,__text) non-external _graisRead
000000024542db64 (__TEXT,__text) non-external _graisSeek
000000024540c33c (__TEXT,__text) non-external _increaseCapacity
00000002453db5e4 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
0000000245420eb0 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
000000024541232c (__TEXT,__text) non-external _init_blob_with_magic
00000002453efda4 (__TEXT,__text) non-external (was a private external) _io_preallocate
00000002453eff7c (__TEXT,__text) non-external (was a private external) _io_set_nocache
00000002453e7100 (__TEXT,__text) non-external (was a private external) _isDirEmpty
0000000245417c98 (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00000002453ed5a0 (__TEXT,__text) non-external (was a private external) _joinThread
0000000245429990 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
0000000245429a48 (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00000002453ecb84 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
0000000245421ae4 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00000002453fcb58 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
0000000245416ac4 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
0000000245427120 (__TEXT,__text) non-external _loadChunkOffsets
000000024542486c (__TEXT,__text) non-external _loadDecmpfsXattr
0000000245402838 (__TEXT,__text) non-external _loadRemainingRange
0000000245402a74 (__TEXT,__text) non-external _loadTempSegment
0000000245402454 (__TEXT,__text) non-external _loadThread
00000002453f1428 (__TEXT,__text) non-external (was a private external) _load_variants
00000002453e4dd8 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00000002453e6a40 (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00000002453d8448 (__TEXT,__text) non-external _memoryInputStreamCancel
00000002453d842c (__TEXT,__text) non-external _memoryInputStreamClose
00000002453d847c (__TEXT,__text) non-external _memoryInputStreamPRead
00000002453d845c (__TEXT,__text) non-external _memoryInputStreamRead
00000002453d84fc (__TEXT,__text) non-external _memoryInputStreamSeek
00000002453d8688 (__TEXT,__text) non-external _memoryOutputStreamCancel
00000002453d866c (__TEXT,__text) non-external _memoryOutputStreamClose
00000002453d869c (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
0000000245421504 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00000002454210f8 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
0000000245430304 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
000000024540cc40 (__TEXT,__text) non-external _normalize
00000002453e6b00 (__TEXT,__text) non-external (was a private external) _normalizePath
0000000245402cfc (__TEXT,__text) non-external _notifySegmentAvailable
0000000245444b60 (__TEXT,__const) non-external _old_resource_fork_map
0000000245445120 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00000002453b7920 (__TEXT,__text) non-external (was a private external) _outputStreamProc
00000002453f15b4 (__TEXT,__text) non-external (was a private external) _patch_write_controls
00000002453e6f6c (__TEXT,__text) non-external (was a private external) _pathIsValid
00000002453b86bc (__TEXT,__text) non-external _pcRead
00000002453b7b84 (__TEXT,__text) non-external _pcWrite
00000002453aed48 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
00000002453aeb8c (__TEXT,__text) non-external (was a private external) _pc_array_append
00000002453aeb18 (__TEXT,__text) non-external (was a private external) _pc_array_compact
00000002453aea78 (__TEXT,__text) non-external (was a private external) _pc_array_compare
00000002453aeb08 (__TEXT,__text) non-external (was a private external) _pc_array_free
00000002453aec90 (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00000002453aec80 (__TEXT,__text) non-external (was a private external) _pc_array_sort
00000002453fb324 (__TEXT,__text) non-external (was a private external) _pc_log_error
0000000245430868 (__TEXT,__text) non-external _pc_log_error.cold.1
00000002453fb54c (__TEXT,__text) non-external (was a private external) _pc_log_info
00000002453fb438 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
00000002453f6b00 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
00000002453b054c (__TEXT,__text) non-external _processClusterHeader
00000002453d37d8 (__TEXT,__text) non-external _processEntry
00000002453eb650 (__TEXT,__text) non-external _processEntry
00000002453b0038 (__TEXT,__text) non-external _processMagic
00000002453b0cd8 (__TEXT,__text) non-external _processPadding
00000002453b0174 (__TEXT,__text) non-external _processPrologue
00000002453b1004 (__TEXT,__text) non-external _processSegment
00000002453f3db4 (__TEXT,__text) non-external _processSegment
0000000245401c10 (__TEXT,__text) non-external _processSegment
00000002453cb070 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
0000000245420ffc (__TEXT,__text) non-external (was a private external) _pushControls
0000000245420f6c (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00000002453b1164 (__TEXT,__text) non-external _pushPaddingRange
00000002453af964 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00000002453dcea4 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
00000002453ce78c (__TEXT,__text) non-external _randomAccessWorkerProc
00000002453e62bc (__TEXT,__text) non-external _rangeCmp
00000002453e181c (__TEXT,__text) non-external _rangeInputStreamCancel
00000002453e17e8 (__TEXT,__text) non-external _rangeInputStreamClose
00000002453e1840 (__TEXT,__text) non-external _rangeInputStreamRead
00000002453ac6a4 (__TEXT,__text) non-external _rawimg_add_fork
00000002453ac83c (__TEXT,__text) non-external _rawimg_add_volume
00000002453ac3bc (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
00000002453ae4b0 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
00000002453ac158 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
00000002453ada18 (__TEXT,__text) non-external _rawimg_digest_worker
00000002453d0c78 (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
0000000253c35240 (__DATA_CONST,__const) non-external _rawimg_force_in_place.pass_name
00000002453ad998 (__TEXT,__text) non-external _rawimg_free_chunks
00000002453acd0c (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
00000002453ae0ac (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00000002453adbdc (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
00000002453ac1dc (__TEXT,__text) non-external (was a private external) _rawimg_show
00000002453ac844 (__TEXT,__text) non-external _rawimg_verify
00000002453b9f14 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
000000024542dfc8 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00000002453e6820 (__TEXT,__text) non-external (was a private external) _reallocToFit
00000002454124d4 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00000002453f75e0 (__TEXT,__text) non-external _remap_page
00000002453e8c94 (__TEXT,__text) non-external _removeEntryProc
00000002453e8894 (__TEXT,__text) non-external (was a private external) _removeFile
00000002453e8d48 (__TEXT,__text) non-external _removeLeaveDirProc
00000002453d3774 (__TEXT,__text) non-external _removeStreamAbort
00000002453d3048 (__TEXT,__text) non-external _removeStreamClose
00000002453d3760 (__TEXT,__text) non-external _removeStreamWriteBlob
00000002453d3330 (__TEXT,__text) non-external _removeStreamWriteHeader
00000002453e8c48 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
0000000245420eec (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00000002454256fc (__TEXT,__text) non-external _resizeResourceFork
00000002453f4b00 (__TEXT,__text) non-external _resizeStream
0000000245424a34 (__TEXT,__text) non-external _resourceForkSize
00000002453ed134 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
0000000245403020 (__TEXT,__text) non-external _retireEntryRange
00000002454115ac (__TEXT,__text) non-external _retireThreadEnqueue
000000024540de04 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00000002453fab44 (__TEXT,__text) non-external _sanitize_internal_controls
00000002453ed0c0 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
00000002453de140 (__TEXT,__text) non-external _seekTo
00000002453f13c0 (__TEXT,__text) non-external _segment_find
00000002453d2528 (__TEXT,__text) non-external _sendEOF
00000002453eeb44 (__TEXT,__text) non-external _sendHeader
00000002453bf13c (__TEXT,__text) non-external _sendMessage
000000024542dbd4 (__TEXT,__text) non-external _sendMessage
00000002453ce620 (__TEXT,__text) non-external _sequentialReaderProc
00000002453ce6bc (__TEXT,__text) non-external _sequentialWriterProc
00000002453e6988 (__TEXT,__text) non-external (was a private external) _serializeHexString
000000024543ab8d (__TEXT,__cstring) non-external _serializeHexString.digit
00000002453f97b0 (__TEXT,__text) non-external _setFieldBlob
00000002453e7d20 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00000002453e8354 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00000002453ecb10 (__TEXT,__text) non-external _setThreadErrorContext
00000002454269e4 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00000002453f38a4 (__TEXT,__text) non-external _setupContext
0000000245400f5c (__TEXT,__text) non-external _setupContext
00000002453e6948 (__TEXT,__text) non-external (was a private external) _sha1ToString
00000002453e69d4 (__TEXT,__text) non-external (was a private external) _sha1cmp
00000002453c3498 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00000002453b120c (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
00000002453e7c88 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00000002453e8db0 (__TEXT,__text) non-external (was a private external) _statIsDataless
000000024540a4e8 (__TEXT,__text) non-external _stateAppendEntry
000000024541d568 (__TEXT,__text) non-external _stateCollectorStreamClose
000000024541df44 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
000000024541d584 (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
000000024541b3dc (__TEXT,__text) non-external _stateComputePatches
0000000245409e38 (__TEXT,__text) non-external _stateConcatPath
0000000245407928 (__TEXT,__text) non-external _stateDestroy
000000024541d43c (__TEXT,__text) non-external _stateDestroy
000000024541b714 (__TEXT,__text) non-external _stateGenerateArchive
0000000245409e58 (__TEXT,__text) non-external _stateGetEntryData
000000024541edf0 (__TEXT,__text) non-external _stateLoadEntryHeader
000000024540a048 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00000002453e6310 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs (from libSystem)
0000000245430034 (__TEXT,__text) non-external _storeCachePos
0000000245426aa8 (__TEXT,__text) non-external _storeChunkOffsets
00000002453e7288 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00000002453e4414 (__TEXT,__text) non-external _streamAbort
00000002453fc02c (__TEXT,__text) non-external _streamAbort
00000002453e42c0 (__TEXT,__text) non-external _streamClose
