00000001e79f0288 (__DATA,__data) non-external _.compoundliteral
00000001e3e53ff0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00000001e3e54010 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00000001e3e54030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00000001e3e47b20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001e3e47c00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.301
00000001eb2ab790 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.3118
00000001eb2ab880 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.3256
00000001eb2ab8e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.3326
00000001eb2ab940 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.3375
00000001e3e47df8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.460
00000001e3e54050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00000001e3e54070 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00000001eb2aaf00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.62.130
00000001e3e54090 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00000001e3e540b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00000001e3e540d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00000001e3e540f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001e3e48b38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.670
00000001eb2aad80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.69
00000001eb2ab5c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7.2514
00000001eb2ab7c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7.3122
00000001e3e543d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7.3763
00000001e3e54110 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00000001e3e54130 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76.3463
00000001e3e54150 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001eb2aac70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8
00000001eb2ab0b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8.219
00000001e3e54170 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80.3520
00000001e3e54190 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81.3466
00000001eb2aaf30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82.141
00000001eb2aaf60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.84.142
00000001e3e47c20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001eb2aba00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.3395
00000001eb2abc60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.3713
00000001eb2ab3f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.475
00000001eb2aaf90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.97
00000001eb2aab70 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001eb2ab230 (__AUTH_CONST,__const) non-external ___block_literal_global.308
00000001eb2ab740 (__AUTH_CONST,__const) non-external ___block_literal_global.3113
00000001eb2abb50 (__AUTH_CONST,__const) non-external ___block_literal_global.3488
00000001eb2abc90 (__AUTH_CONST,__const) non-external ___block_literal_global.3703
00000001eb2aad60 (__AUTH_CONST,__const) non-external ___block_literal_global.53
00000001eb2ab4e0 (__AUTH_CONST,__const) non-external ___block_literal_global.668
00000001eb2aab90 (__AUTH_CONST,__const) non-external ___block_literal_global.8
00000001eb2ab250 (__AUTH_CONST,__const) non-external ___block_literal_global.8.294
000000018401f66c (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
000000018401f410 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
000000018401f81c (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
00000001840293a0 (__TEXT,__text) non-external ___check_cycles1_block_invoke
00000001840294e0 (__TEXT,__text) non-external ___check_cycles1_block_invoke.6
0000000184029528 (__TEXT,__text) non-external ___check_cycles_policy_block_invoke
0000000184031338 (__TEXT,__text) non-external ___check_delegation_profile_block_invoke
00000001840232a0 (__TEXT,__text) non-external ___check_dependencies_block_invoke
0000000184021248 (__TEXT,__text) non-external ___check_instruction_block_invoke
000000018403104c (__TEXT,__text) non-external ___check_policy_block_invoke
                 (undefined) external ___chkstk_darwin (from libSystem)
000000018401e618 (__TEXT,__text) non-external ___combine_conditions_block_invoke
0000000184022650 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
0000000184022090 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
000000018402905c (__TEXT,__text) non-external ___compile_block_invoke
0000000184028fbc (__TEXT,__text) non-external ___compile_block_invoke.4
0000000184015864 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00000001840297bc (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.26
0000000184021090 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
000000018402e1a8 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
000000018402e1a0 (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
0000000184020bd4 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
000000018402103c (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
000000018402cf68 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
0000000184037038 (__TEXT,__text) non-external ___condition_list_copy_matching_block_invoke
00000001840219e4 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
0000000184022d6c (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
0000000184037260 (__TEXT,__text) non-external ___construct_bitmask_block_invoke
00000001840297dc (__TEXT,__text) non-external ___copy_helper_block_8_32b
000000018402ee2c (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
0000000184037150 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r
0000000184028f68 (__TEXT,__text) non-external ___copy_helper_block_8_32r
0000000184029d8c (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
000000018402bdb8 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r
0000000184035878 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
0000000184030888 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
000000018401f238 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
000000018402ce20 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.14
000000018402cefc (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.18
000000018401eaa0 (__TEXT,__text) non-external ___cse_multiple_block_invoke
0000000184033974 (__TEXT,__text) non-external ___current_location_block_invoke
0000000184011708 (__TEXT,__text) non-external ___define_action_block_invoke
00000001840352a4 (__TEXT,__text) non-external ___define_action_block_invoke.136
0000000184018184 (__TEXT,__text) non-external ___define_action_block_invoke_2
0000000184016fe0 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
000000018403275c (__TEXT,__text) non-external ___define_error_handler_block_invoke
0000000184032e50 (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
0000000184012ddc (__TEXT,__text) non-external ___define_filter_block_invoke
0000000184024a4c (__TEXT,__text) non-external ___define_network_filter_block_invoke
0000000184012c4c (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
0000000184032850 (__TEXT,__text) non-external ___define_warning_handler_block_invoke
0000000184031dcc (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
000000018402ca3c (__TEXT,__text) non-external ___derive_profile_properties_block_invoke
00000001840297d0 (__TEXT,__text) non-external ___destroy_helper_block_8_32b
000000018402ede8 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
0000000184037100 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r
0000000184028f5c (__TEXT,__text) non-external ___destroy_helper_block_8_32r
0000000184029d48 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
000000018402bd68 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r
0000000184035810 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
000000018401e684 (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
000000018402cfe0 (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
000000018402e64c (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
000000018402ba10 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
000000018402baac (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.98
000000018402b774 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
000000018402b7cc (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.83
000000018402ae9c (__TEXT,__text) non-external ___emit_string_table_block_invoke
000000018402af34 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
0000000184037428 (__TEXT,__text) non-external ___estimate_condition_list_serialization_size_block_invoke
0000000184020448 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00000001840259b8 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.17
000000018402fe1c (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
0000000184021b64 (__TEXT,__text) non-external ___factor_block_invoke
000000018402f284 (__TEXT,__text) non-external ___factor_policy_block_invoke
0000000184032b4c (__TEXT,__text) non-external ___format_error_block_invoke
0000000184035f1c (__TEXT,__text) non-external ___generate_fcntl_syscallmask_block_invoke
0000000184035e6c (__TEXT,__text) non-external ___generate_mach_syscallmask_block_invoke
0000000184035ec4 (__TEXT,__text) non-external ___generate_mig_syscallmask_block_invoke
0000000184035ba0 (__TEXT,__text) non-external ___generate_unix_syscallmask_block_invoke
0000000184036b88 (__TEXT,__text) non-external ___identify_bitmask_candidates_block_invoke
0000000184016da8 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
000000018401d03c (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00000001840351e8 (__TEXT,__text) non-external ___operation_expand_block_invoke
0000000184034e8c (__TEXT,__text) non-external ___operations_allowed_by_default_block_invoke
0000000184032cd0 (__TEXT,__text) non-external ___output_backtrace_block_invoke
000000018402ea08 (__TEXT,__text) non-external ___populate_assumptions_for_enabled_profile_flags_block_invoke
000000018402c21c (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
000000018402b130 (__TEXT,__text) non-external ___populate_profile_entry_points_block_invoke
000000018402c12c (__TEXT,__text) non-external ___record_enabled_profile_flags_block_invoke
000000018402ef70 (__TEXT,__text) non-external ___remove_conditions_matching_predicate_policy_block_invoke
0000000184021494 (__TEXT,__text) non-external ___reorder_block_invoke
0000000184021adc (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
0000000184031618 (__TEXT,__text) non-external ___reorder_policy_block_invoke
000000018402cad8 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
000000018402cb4c (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.29
0000000184021180 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
0000000184028774 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
0000000184028d40 (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
000000018403017c (__TEXT,__text) non-external ___sb_action_has_name_block_invoke
0000000184022ec0 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
000000018402a0ac (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
000000018401d4f8 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
000000018402db30 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
0000000184017c74 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
000000018402db20 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
0000000184016de8 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
000000018402528c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
000000018401bfc8 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
000000018402527c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
000000018401adf8 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
000000018402e478 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
0000000184013da0 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
0000000184016188 (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
00000001840210e4 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
0000000184020f54 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
0000000184029994 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
0000000184024644 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
000000018403007c (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
0000000184030dc4 (__TEXT,__text) non-external ___sb_profile_iterate_enabled_named_flags_block_invoke
0000000184010f08 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
000000018401cb98 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
0000000184033478 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
0000000184031f44 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
000000018403344c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
0000000184031fec (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
0000000184033424 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
0000000184032094 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
0000000184033380 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
000000018403213c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
0000000184033314 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00000001840257a4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
00000001840321e4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
00000001840332a8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_21
000000018403228c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_22
000000018403232c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_23
000000018403240c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_24
00000001840326e4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_25
0000000184032ea8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_26
0000000184025230 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
0000000184017d24 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
0000000184017f88 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
0000000184031940 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
0000000184031f08 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
0000000184031f1c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
0000000184031f30 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
000000018402e960 (__TEXT,__text) non-external ___sb_transform_eliminate_dead_code_profile_block_invoke
0000000184031840 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
000000018402fa9c (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
000000018402fb14 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
000000018402f9e4 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
000000018402fa5c (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
000000018403314c (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
0000000184033004 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
0000000184036d24 (__TEXT,__text) non-external ___select_bitmask_conditions_block_invoke
0000000184037230 (__TEXT,__text) non-external ___should_preserve_condition_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
0000000184036f68 (__TEXT,__text) non-external ___synthesize_bitmasks_for_disjoint_conditions_block_invoke
0000000184037578 (__TEXT,__text) non-external ___synthesize_bitmasks_for_policy_block_invoke
00000001840374f0 (__TEXT,__text) non-external ___synthesize_bitmasks_multiple_block_invoke
000000018402fd08 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
0000000184031440 (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
0000000184010b3c (__TEXT,__text) non-external ___xpc2sc_block_invoke
00000001e79eff68 (__DATA,__data) non-external __address_family_aliases_
0000000184025770 (__TEXT,__text) non-external __buffer_close
0000000184025694 (__TEXT,__text) non-external __buffer_read
0000000184025624 (__TEXT,__text) non-external __buffer_seek
00000001840163d8 (__TEXT,__text) non-external __calculate_graft_position
000000018402f1d4 (__TEXT,__text) non-external __condition_list_diff
00000001e79f8ce8 (__DATA,__data) non-external __csop_aliases_
00000001e79f3708 (__DATA,__data) non-external __csr_aliases_
0000000184033f3c (__TEXT,__text) non-external __define_filter
0000000184010450 (__TEXT,__text) non-external __define_list
0000000184010634 (__TEXT,__text) non-external __define_symbol
00000001e79f8f98 (__DATA,__data) non-external __errno_value_aliases_
00000001e79f7728 (__DATA,__data) non-external __fcntl_command_aliases_
00000001840169a8 (__TEXT,__text) non-external __flatten
0000000184024858 (__TEXT,__text) non-external __free_error_pool
00000001e79f02f8 (__DATA,__data) non-external __fsctl_command_aliases_
00000001e79f37e8 (__DATA,__data) non-external __host_special_port_aliases_
00000001e79f1178 (__DATA,__data) non-external __ioctl_command_aliases_
00000001e79f8e08 (__DATA,__data) non-external __kas_info_aliases_
00000001e79f8e58 (__DATA,__data) non-external __mach_exception_behavior_aliases_
00000001e79f8eb8 (__DATA,__data) non-external __mach_exception_type_aliases_
00000001e79f5db8 (__DATA,__data) non-external __machtrap_aliases_
00000001840104a0 (__TEXT,__text) non-external __make_list_v
0000000184025b04 (__TEXT,__text) non-external __mbuf_close
0000000184030638 (__TEXT,__text) non-external __mbuf_read
00000001840305d8 (__TEXT,__text) non-external __mbuf_seek
0000000184025a60 (__TEXT,__text) non-external __mbuf_write
00000001e79f8a08 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00000001e79f6198 (__DATA,__data) non-external __mig_routine_aliases_
00000001e79f8818 (__DATA,__data) non-external __necp_client_action_aliases_
0000000184021a78 (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
0000000184010c3c (__TEXT,__text) non-external __parse_file
00000001e79f4098 (__DATA,__data) non-external __persona_aliases_
000000018402c330 (__TEXT,__text) non-external __prepare_instructions
00000001e79f3298 (__DATA,__data) non-external __privilege_aliases_
0000000184024420 (__TEXT,__text) non-external __push_match_byteset_instr
000000018400db3c (__TEXT,__text) non-external __s_return
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
000000018401fb3c (__TEXT,__text) non-external __sb_condition_list_remove_index
0000000184013b90 (__TEXT,__text) non-external __sb_condition_pattern_of_type
00000001840231b8 (__TEXT,__text) non-external __sb_condition_traverse_filters
0000000184029a5c (__TEXT,__text) non-external __sb_fsa_disjunction
0000000184015dbc (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00000001840297ec (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
000000018401b21c (__TEXT,__text) non-external __sb_fsa_serialize
000000018402ec54 (__TEXT,__text) non-external __sb_instr_error_with_formatv
000000018401aa10 (__TEXT,__text) non-external __sb_pattern_is_literal
00000001840098f8 (__TEXT,__text) non-external __sb_realloc_vector
0000000184036384 (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
000000018401ae08 (__TEXT,__text) non-external __sb_value_is_equivalent
000000018402dd14 (__TEXT,__text) non-external __sb_value_matches_subset
0000000184030480 (__TEXT,__text) non-external __set_modifier_string
00000001e79f39b8 (__DATA,__data) non-external __signal_aliases_
00000001e79f7c28 (__DATA,__data) non-external __socket_option_level_aliases_
00000001e79f82c8 (__DATA,__data) non-external __socket_option_name_aliases_
00000001e79f0228 (__DATA,__data) non-external __socket_type_aliases_
00000001e79f4118 (__DATA,__data) non-external __syscall_aliases_
00000001e79f8c48 (__DATA,__data) non-external __task_special_port_aliases_
00000001e79f3db8 (__DATA,__data) non-external __usb_interface_class_aliases_
00000001e79f3ec8 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
0000000184017ee0 (__TEXT,__text) non-external _all_args_pass_test
000000018400a55c (__TEXT,__text) non-external _alloc_cellseg
000000018401953c (__TEXT,__text) non-external _alloc_literal
000000018402d36c (__TEXT,__text) non-external _allocate_branch_list
000000018401241c (__TEXT,__text) non-external _arg_is_condition
00000001840333a8 (__TEXT,__text) non-external _arg_is_message_filter
0000000184017fd8 (__TEXT,__text) non-external _arg_is_modifier
0000000184012498 (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
000000018401429c (__TEXT,__text) non-external _assert_is_mutable
000000018402e420 (__TEXT,__text) non-external _assert_is_mutable.376
0000000184026ac0 (__TEXT,__text) non-external _atom2str
0000000184037dc8 (__TEXT,__text) non-external _atom2str.cold.1
0000000184037df4 (__TEXT,__text) non-external _atom2str.cold.2
0000000184037e20 (__TEXT,__text) non-external _atom2str.cold.3
0000000184037e4c (__TEXT,__text) non-external _atom2str.cold.4
0000000184037e78 (__TEXT,__text) non-external _atom2str.cold.5
0000000184037ea4 (__TEXT,__text) non-external _atom2str.cold.6
0000000184037ed0 (__TEXT,__text) non-external _atom2str.cold.7
0000000184037efc (__TEXT,__text) non-external _atom2str.cold.8
000000018400c900 (__TEXT,__text) non-external _backchar
000000018401162c (__TEXT,__text) non-external _backtrace_pop
0000000184037d18 (__TEXT,__text) non-external _backtrace_pop.cold.1
000000018400b1a4 (__TEXT,__text) non-external _backtrace_push
0000000184029fa4 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _bzero (from libSystem)
000000018401e0f8 (__TEXT,__text) non-external _can_combine_conjunction
000000018401e044 (__TEXT,__text) non-external _can_combine_disjunction
000000018401f3a0 (__TEXT,__text) non-external _candidate_list_lookup
000000018401fe14 (__TEXT,__text) non-external _candidate_list_remove
0000000184022874 (__TEXT,__text) non-external _candidate_set_release
0000000184012354 (__TEXT,__text) non-external _car
00000001840123b8 (__TEXT,__text) non-external _cdr
0000000184029104 (__TEXT,__text) non-external _check_cycles1
000000018402942c (__TEXT,__text) non-external _check_cycles_policy
0000000184022f84 (__TEXT,__text) non-external _check_dependencies
0000000184030e74 (__TEXT,__text) non-external _check_instruction
0000000184030f9c (__TEXT,__text) non-external _check_policy
0000000184035f3c (__TEXT,__text) non-external _collect_filters_into_syscallmask
000000018402fc00 (__TEXT,__text) non-external _combine_conditions
00000001840071e0 (__TEXT,__text) non-external _compile
00000001840132d4 (__TEXT,__text) non-external _compute_cost_estimate
0000000184012fd0 (__TEXT,__text) non-external _compute_hash
000000018402d97c (__TEXT,__text) non-external _compute_hash.279
0000000184016ee8 (__TEXT,__text) non-external _condition_free_callback
0000000184031700 (__TEXT,__text) non-external _condition_has_nested_condition_list
000000018402dbe4 (__TEXT,__text) non-external _condition_is_subset_of_all
000000018402dc58 (__TEXT,__text) non-external _condition_is_subset_of_any
0000000184022130 (__TEXT,__text) non-external _condition_with_patterns_combined
00000001840288c0 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
0000000184019c60 (__TEXT,__text) non-external _construct_automaton
00000001840229ec (__TEXT,__text) non-external _create_pattern_disjunctions
000000018401e7b8 (__TEXT,__text) non-external _cse
000000018401eb28 (__TEXT,__text) non-external _cse_inferior_list
000000018401e9bc (__TEXT,__text) non-external _cse_multiple
0000000184020658 (__TEXT,__text) non-external _dce
00000001840146fc (__TEXT,__text) non-external _decorate_condition
0000000184010fa0 (__TEXT,__text) non-external _decorate_operation
0000000184031cf0 (__TEXT,__text) non-external _define_combination_filter
000000018402ec00 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00000001eb2a95a0 (__AUTH_CONST,__const) non-external _dispatch_table
000000018401cb20 (__TEXT,__text) non-external _dump_stack_restore
000000018401caa8 (__TEXT,__text) non-external _dump_stack_stash
000000018402cd6c (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00000001840204f0 (__TEXT,__text) non-external _eliminate_dead_code
000000018402e59c (__TEXT,__text) non-external _eliminate_dead_code_policy
000000018402430c (__TEXT,__text) non-external _emit
000000018402b538 (__TEXT,__text) non-external _emit_bitmask
0000000184025bdc (__TEXT,__text) non-external _emit_buffer
0000000184023590 (__TEXT,__text) non-external _emit_instruction
000000018402bb20 (__TEXT,__text) non-external _emit_modifier_descriptor
000000018402b478 (__TEXT,__text) non-external _emit_network
000000018402b2f4 (__TEXT,__text) non-external _emit_pattern
000000018402a608 (__TEXT,__text) non-external _emit_profile
000000018402b358 (__TEXT,__text) non-external _emit_regex
000000018402ad7c (__TEXT,__text) non-external _emit_string_table
000000018402b1cc (__TEXT,__text) non-external _emit_string_table_reference
000000018402ac9c (__TEXT,__text) non-external _emit_variable_names
0000000184033a04 (__TEXT,__text) non-external _enable_profile_flag
0000000184023f8c (__TEXT,__text) non-external _encode_address
00000001840195c4 (__TEXT,__text) non-external _end_expression
000000018400fb60 (__TEXT,__text) non-external _eqv
0000000184020094 (__TEXT,__text) non-external _expand_logical_conditions
000000018402fd70 (__TEXT,__text) non-external _expand_logical_conditions_policy
0000000184033778 (__TEXT,__text) non-external _extends_builtin
000000018402f0b8 (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
000000018400a960 (__TEXT,__text) non-external (was a private external) _fill_vector
00000001e3e47ef8 (__DATA_CONST,__const) non-external _filter_info
000000018400a8cc (__TEXT,__text) non-external _find_consecutive_cells
000000018400db8c (__TEXT,__text) non-external _find_slot_in_env
0000000184019a38 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
