000000000003c1b8 (__DATA,__data) external _NDR_record
000000000003c1a8 (__DATA,__data) external _non_boost_assertion_token
000000000003c1a0 (__DATA,__data) external _normal_boost_assertion_token
000000000000eed4 (__TEXT,__text) external _ntp_adjtime
000000000000eefc (__TEXT,__text) external _ntp_gettime
000000000000ef24 (__TEXT,__text) external _objc_bp_assist_cfg_np
000000000000c1d4 (__TEXT,__text) external _open
0000000000013cf0 (__TEXT,__text) external _open$NOCANCEL
0000000000006718 (__TEXT,__text) external _open_dprotected_np
000000000001a3cc (__TEXT,__text) external _openat
0000000000013ed8 (__TEXT,__text) external _openat$NOCANCEL
000000000001ab44 (__TEXT,__text) external _openat_authenticated_np
000000000001aae8 (__TEXT,__text) external _openat_dprotected_np
000000000000ef4c (__TEXT,__text) external _openbyid_np
0000000000011c00 (__TEXT,__text) external _os_buflet_get_data_address
0000000000011bd0 (__TEXT,__text) external _os_buflet_get_data_length
0000000000011c08 (__TEXT,__text) external _os_buflet_get_data_limit
0000000000011bc8 (__TEXT,__text) external _os_buflet_get_data_offset
0000000000011c18 (__TEXT,__text) external _os_buflet_get_gro_len
0000000000011c20 (__TEXT,__text) external _os_buflet_get_next_buf
0000000000011bf0 (__TEXT,__text) external _os_buflet_get_object_address
0000000000011bf8 (__TEXT,__text) external _os_buflet_get_object_limit
0000000000011c10 (__TEXT,__text) external _os_buflet_get_object_offset
0000000000011be4 (__TEXT,__text) external _os_buflet_set_data_length
0000000000011bd8 (__TEXT,__text) external _os_buflet_set_data_offset
0000000000016464 (__TEXT,__text) external _os_channel_advance_slot
0000000000016ecc (__TEXT,__text) external _os_channel_attr_clone
0000000000016e70 (__TEXT,__text) external _os_channel_attr_create
00000000000170b0 (__TEXT,__text) external _os_channel_attr_destroy
000000000001720c (__TEXT,__text) external _os_channel_attr_get
0000000000017334 (__TEXT,__text) external _os_channel_attr_get_key
0000000000017108 (__TEXT,__text) external _os_channel_attr_set
0000000000016fb8 (__TEXT,__text) external _os_channel_attr_set_key
000000000001640c (__TEXT,__text) external _os_channel_available_slot_count
0000000000018938 (__TEXT,__text) external _os_channel_buflet_alloc
000000000001826c (__TEXT,__text) external _os_channel_buflet_free
0000000000018908 (__TEXT,__text) external _os_channel_configure_interface_advisory
00000000000160e8 (__TEXT,__text) external _os_channel_create
00000000000157b8 (__TEXT,__text) external _os_channel_create_extended
0000000000016268 (__TEXT,__text) external _os_channel_destroy
0000000000018874 (__TEXT,__text) external _os_channel_event_free
000000000001b6b4 (__TEXT,__text) external _os_channel_event_get_event_data
000000000001b600 (__TEXT,__text) external _os_channel_event_get_next_event
0000000000016c74 (__TEXT,__text) external _os_channel_flow_admissible
0000000000016c50 (__TEXT,__text) external _os_channel_get_advisory_region
00000000000160f8 (__TEXT,__text) external _os_channel_get_fd
0000000000018878 (__TEXT,__text) external _os_channel_get_interface_advisory
0000000000018410 (__TEXT,__text) external _os_channel_get_next_event_handle
00000000000164f0 (__TEXT,__text) external _os_channel_get_next_slot
0000000000016be8 (__TEXT,__text) external _os_channel_get_stats_region
0000000000015ec4 (__TEXT,__text) non-external _os_channel_info2attr
0000000000015fd8 (__TEXT,__text) non-external _os_channel_init_ring
00000000000162d4 (__TEXT,__text) external _os_channel_is_defunct
00000000000173a8 (__TEXT,__text) external _os_channel_packet_alloc
0000000000017820 (__TEXT,__text) external _os_channel_packet_free
0000000000017cec (__TEXT,__text) external _os_channel_packet_pool_purge
00000000000163dc (__TEXT,__text) external _os_channel_pending
0000000000016100 (__TEXT,__text) external _os_channel_read_attr
0000000000016218 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00000000000162e8 (__TEXT,__text) external _os_channel_ring_id
0000000000016400 (__TEXT,__text) external _os_channel_ring_notify_time
00000000000163f4 (__TEXT,__text) external _os_channel_ring_sync_time
0000000000016380 (__TEXT,__text) external _os_channel_rx_ring
0000000000016938 (__TEXT,__text) external _os_channel_set_slot_properties
00000000000179bc (__TEXT,__text) external _os_channel_slot_attach_packet
0000000000017b44 (__TEXT,__text) external _os_channel_slot_detach_packet
0000000000016a7c (__TEXT,__text) external _os_channel_slot_get_packet
000000000001623c (__TEXT,__text) external _os_channel_sync
0000000000016338 (__TEXT,__text) external _os_channel_tx_ring
0000000000016150 (__TEXT,__text) external _os_channel_write_attr
0000000000011b98 (__TEXT,__text) external _os_copy_and_inet_checksum
000000000000d100 (__TEXT,__text) external _os_cpu_copy_in_cksum
000000000001a9f0 (__TEXT,__text) external _os_cpu_in_cksum
000000000000ce60 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
000000000000ef74 (__TEXT,__text) external _os_fault_with_payload
0000000000011b94 (__TEXT,__text) external _os_inet_checksum
00000000000192d8 (__TEXT,__text) external _os_nexus_attr_clone
000000000001927c (__TEXT,__text) external _os_nexus_attr_create
00000000000195ec (__TEXT,__text) external _os_nexus_attr_destroy
00000000000194fc (__TEXT,__text) external _os_nexus_attr_get
000000000001936c (__TEXT,__text) external _os_nexus_attr_set
0000000000019c98 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00000000000199b0 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00000000000199d0 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
0000000000019604 (__TEXT,__text) external _os_nexus_controller_create
00000000000199a4 (__TEXT,__text) external _os_nexus_controller_deregister_provider
0000000000019fe4 (__TEXT,__text) external _os_nexus_controller_destroy
00000000000199c4 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00000000000196c0 (__TEXT,__text) external _os_nexus_controller_get_fd
0000000000019e78 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
0000000000019b40 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00000000000196c8 (__TEXT,__text) external _os_nexus_controller_register_provider
0000000000019de4 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
0000000000019ac8 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
0000000000011a70 (__TEXT,__text) external _os_packet_add_buflet
0000000000011168 (__TEXT,__text) external _os_packet_clear_flow_uuid
0000000000011b44 (__TEXT,__text) external _os_packet_decrement_use_count
00000000000118a8 (__TEXT,__text) external _os_packet_finalize
0000000000011b6c (__TEXT,__text) external _os_packet_get_aggregation_type
00000000000117b4 (__TEXT,__text) external _os_packet_get_buflet_count
0000000000010f00 (__TEXT,__text) external _os_packet_get_compression_generation_count
00000000000117a8 (__TEXT,__text) external _os_packet_get_data_length
000000000001122c (__TEXT,__text) external _os_packet_get_expire_time
00000000000112b8 (__TEXT,__text) external _os_packet_get_expiry_action
00000000000110b8 (__TEXT,__text) external _os_packet_get_flow_uuid
0000000000011200 (__TEXT,__text) external _os_packet_get_group_end
00000000000111a4 (__TEXT,__text) external _os_packet_get_group_start
0000000000010988 (__TEXT,__text) external _os_packet_get_headroom
0000000000011074 (__TEXT,__text) external _os_packet_get_inet_checksum
00000000000116e4 (__TEXT,__text) external _os_packet_get_keep_alive
0000000000010a7c (__TEXT,__text) external _os_packet_get_link_broadcast
0000000000010b9c (__TEXT,__text) external _os_packet_get_link_ethfcs
0000000000010a08 (__TEXT,__text) external _os_packet_get_link_header_length
0000000000010b0c (__TEXT,__text) external _os_packet_get_link_multicast
00000000000117f0 (__TEXT,__text) external _os_packet_get_next_buflet
00000000000114ac (__TEXT,__text) external _os_packet_get_packetid
0000000000011880 (__TEXT,__text) external _os_packet_get_segment_count
0000000000010e10 (__TEXT,__text) external _os_packet_get_service_class
0000000000011350 (__TEXT,__text) external _os_packet_get_token
0000000000011cf0 (__TEXT,__text) external _os_packet_get_trace_id
0000000000010f78 (__TEXT,__text) external _os_packet_get_traffic_class
0000000000010cd4 (__TEXT,__text) external _os_packet_get_transport_retransmit
0000000000010c14 (__TEXT,__text) external _os_packet_get_transport_traffic_background
0000000000010c74 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
000000000001172c (__TEXT,__text) external _os_packet_get_truncated
0000000000011664 (__TEXT,__text) external _os_packet_get_vlan_id
000000000001166c (__TEXT,__text) external _os_packet_get_vlan_priority
00000000000115fc (__TEXT,__text) external _os_packet_get_vlan_tag
00000000000116d4 (__TEXT,__text) external _os_packet_get_wake_flag
0000000000011b18 (__TEXT,__text) external _os_packet_increment_use_count
0000000000011674 (__TEXT,__text) external _os_packet_set_app_metadata
0000000000010ed4 (__TEXT,__text) external _os_packet_set_compression_generation_count
0000000000011278 (__TEXT,__text) external _os_packet_set_expire_time
0000000000011304 (__TEXT,__text) external _os_packet_set_expiry_action
0000000000011110 (__TEXT,__text) external _os_packet_set_flow_uuid
00000000000111d0 (__TEXT,__text) external _os_packet_set_group_end
0000000000011174 (__TEXT,__text) external _os_packet_set_group_start
0000000000010930 (__TEXT,__text) external _os_packet_set_headroom
000000000001103c (__TEXT,__text) external _os_packet_set_inet_checksum
00000000000116f4 (__TEXT,__text) external _os_packet_set_keep_alive
0000000000011770 (__TEXT,__text) external _os_packet_set_l4s_flag
0000000000010a30 (__TEXT,__text) external _os_packet_set_link_broadcast
0000000000010b50 (__TEXT,__text) external _os_packet_set_link_ethfcs
00000000000109c8 (__TEXT,__text) external _os_packet_set_link_header_length
0000000000010ac0 (__TEXT,__text) external _os_packet_set_link_multicast
0000000000011524 (__TEXT,__text) external _os_packet_set_packetid
0000000000011d98 (__TEXT,__text) external _os_packet_set_protocol_segment_size
0000000000010d34 (__TEXT,__text) external _os_packet_set_service_class
000000000001140c (__TEXT,__text) external _os_packet_set_token
0000000000011d10 (__TEXT,__text) external _os_packet_set_trace_id
0000000000010f48 (__TEXT,__text) external _os_packet_set_traffic_class
0000000000010d00 (__TEXT,__text) external _os_packet_set_transport_last_packet
0000000000010ca0 (__TEXT,__text) external _os_packet_set_transport_retransmit
0000000000010be0 (__TEXT,__text) external _os_packet_set_transport_traffic_background
0000000000010c40 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
0000000000011dc4 (__TEXT,__text) external _os_packet_set_tso_flags
000000000001159c (__TEXT,__text) external _os_packet_set_vlan_tag
0000000000011d38 (__TEXT,__text) external _os_packet_trace_event
0000000000012a68 (__TEXT,__text) external _os_proc_available_memory
000000000001232c (__TEXT,__text) external _panic
0000000000012320 (__TEXT,__text) external _panic_init
0000000000008b84 (__TEXT,__text) external _pathconf
000000000000ef9c (__TEXT,__text) external _peeloff
0000000000001298 (__TEXT,__text) external _pid_for_task
000000000000efc4 (__TEXT,__text) external _pid_hibernate
000000000000efec (__TEXT,__text) external _pid_resume
0000000000018c00 (__TEXT,__text) external _pid_shutdown_networking
000000000000f014 (__TEXT,__text) external _pid_shutdown_sockets
000000000000f03c (__TEXT,__text) external _pid_suspend
00000000000071f0 (__TEXT,__text) external _pipe
000000000000f064 (__TEXT,__text) external _pivot_root
00000000000108e0 (__TEXT,__text) external _pkt_subtype_assert_fail
0000000000010908 (__TEXT,__text) external _pkt_type_assert_fail
00000000000091c0 (__TEXT,__text) external _poll
000000000000ddb0 (__TEXT,__text) external _poll$NOCANCEL
0000000000010810 (__TEXT,__text) non-external _port_for_id_internal
0000000000012378 (__TEXT,__text) external _port_obj_init
000000000003c218 (__DATA,__common) external _port_obj_table
000000000003c190 (__DATA,__data) external _port_obj_table_size
0000000000003cb8 (__TEXT,__text) external _posix_madvise
0000000000007ba4 (__TEXT,__text) external _posix_spawn
000000000000bfd8 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
0000000000014a38 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
0000000000014ae0 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
000000000000cd9c (__TEXT,__text) external _posix_spawn_file_actions_addclose
00000000000076b8 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
0000000000014b94 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
000000000000cd10 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
000000000000c480 (__TEXT,__text) external _posix_spawn_file_actions_addopen
0000000000007f34 (__TEXT,__text) external _posix_spawn_file_actions_destroy
000000000000765c (__TEXT,__text) external _posix_spawn_file_actions_init
000000000003c250 (__DATA,__bss) non-external _posix_spawn_with_filter
0000000000007e08 (__TEXT,__text) external _posix_spawnattr_destroy
0000000000014988 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
0000000000014ee8 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
0000000000014ea4 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00000000000146ec (__TEXT,__text) external _posix_spawnattr_getarchpref_np
0000000000014688 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
0000000000014c40 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00000000000145f8 (__TEXT,__text) external _posix_spawnattr_getflags
0000000000007908 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
000000000001475c (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
0000000000014640 (__TEXT,__text) external _posix_spawnattr_getpgroup
0000000000014780 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
000000000001461c (__TEXT,__text) external _posix_spawnattr_getsigdefault
0000000000014664 (__TEXT,__text) external _posix_spawnattr_getsigmask
00000000000077e0 (__TEXT,__text) external _posix_spawnattr_init
00000000000149b0 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00000000000149f8 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00000000000149d8 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
0000000000014a18 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00000000000150a0 (__TEXT,__text) external _posix_spawnattr_set_csm_np
0000000000014ec8 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00000000000153ac (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
0000000000015174 (__TEXT,__text) external _posix_spawnattr_set_gid_np
00000000000151fc (__TEXT,__text) external _posix_spawnattr_set_groups_np
0000000000014c8c (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00000000000153cc (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
0000000000031090 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
0000000000015468 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00000000000152c4 (__TEXT,__text) external _posix_spawnattr_set_login_np
000000000001505c (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
0000000000014fc4 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
0000000000014ff8 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
0000000000014f0c (__TEXT,__text) external _posix_spawnattr_set_persona_np
0000000000014f94 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
0000000000014968 (__TEXT,__text) external _posix_spawnattr_set_platform_np
000000000001538c (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
0000000000014dac (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
0000000000014e7c (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
0000000000014d1c (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00000000000148a8 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
0000000000014c6c (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00000000000150f0 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00000000000147c4 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
000000000000bfa4 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
000000000000c570 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
0000000000014de0 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
0000000000014c20 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
000000000000c42c (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
000000000000ce28 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00000000000078e8 (__TEXT,__text) external _posix_spawnattr_setflags
00000000000091e8 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00000000000079bc (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
000000000001507c (__TEXT,__text) external _posix_spawnattr_setnosmt_np
0000000000014868 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00000000000147a4 (__TEXT,__text) external _posix_spawnattr_setpgroup
0000000000014888 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00000000000078c4 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00000000000078a0 (__TEXT,__text) external _posix_spawnattr_setsigmask
000000000000c454 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
0000000000002a98 (__TEXT,__text) external _pread
000000000000ddd8 (__TEXT,__text) external _pread$NOCANCEL
000000000000f08c (__TEXT,__text) external _preadv
000000000000de00 (__TEXT,__text) external _preadv$NOCANCEL
00000000000141f4 (__TEXT,__text) non-external _prepare_times_array_and_attrs
0000000000013694 (__TEXT,__text) external _proc_clear_cpulimits
0000000000013858 (__TEXT,__text) external _proc_clear_delayidlesleep
00000000000132d8 (__TEXT,__text) external _proc_clear_dirty
0000000000013744 (__TEXT,__text) external _proc_clear_vmpressure
0000000000013198 (__TEXT,__text) external _proc_current_thread_schedinfo
000000000000a8b4 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
000000000000a970 (__TEXT,__text) external _proc_denap_assertion_complete
00000000000138b4 (__TEXT,__text) external _proc_disable_apptype
000000000000bc58 (__TEXT,__text) external _proc_disable_cpumon
000000000000a57c (__TEXT,__text) external _proc_disable_wakemon
00000000000136f0 (__TEXT,__text) external _proc_donate_importance_boost
0000000000013924 (__TEXT,__text) external _proc_enable_apptype
000000000000a504 (__TEXT,__text) external _proc_get_cpumon_params
0000000000013260 (__TEXT,__text) external _proc_get_dirty
0000000000013598 (__TEXT,__text) external _proc_get_wakemon_params
000000000000a8bc (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
000000000000a974 (__TEXT,__text) external _proc_importance_assertion_complete
00000000000130a4 (__TEXT,__text) external _proc_kmsgbuf
0000000000013240 (__TEXT,__text) external _proc_libversion
0000000000013600 (__TEXT,__text) external _proc_list_dynkqueueids
00000000000135e4 (__TEXT,__text) external _proc_list_uptrs
0000000000012dd0 (__TEXT,__text) external _proc_listallpids
0000000000012e40 (__TEXT,__text) external _proc_listchildpids
0000000000012e78 (__TEXT,__text) external _proc_listcoalitions
0000000000012e08 (__TEXT,__text) external _proc_listpgrppids
000000000000a868 (__TEXT,__text) external _proc_listpids
000000000001abac (__TEXT,__text) external _proc_listpidspath
0000000000006d1c (__TEXT,__text) external _proc_name
00000000000085f4 (__TEXT,__text) external _proc_pid_rusage
0000000000012f60 (__TEXT,__text) external _proc_piddynkqueueinfo
0000000000012ef8 (__TEXT,__text) external _proc_pidfdinfo
0000000000012f2c (__TEXT,__text) external _proc_pidfileportinfo
000000000000253c (__TEXT,__text) external _proc_pidinfo
000000000000829c (__TEXT,__text) external _proc_pidoriginatorinfo
0000000000002d04 (__TEXT,__text) external _proc_pidpath
00000000000130d8 (__TEXT,__text) external _proc_pidpath_audittoken
0000000000012fb0 (__TEXT,__text) external _proc_regionfilename
0000000000013688 (__TEXT,__text) external _proc_reset_footprint_interval
000000000001341c (__TEXT,__text) external _proc_resume_cpumon
000000000000909c (__TEXT,__text) external _proc_rlimit_control
00000000000085ac (__TEXT,__text) external _proc_set_cpumon_defaults
000000000000853c (__TEXT,__text) external _proc_set_cpumon_params
000000000001343c (__TEXT,__text) external _proc_set_cpumon_params_fatal
0000000000013a5c (__TEXT,__text) external _proc_set_csm
00000000000137fc (__TEXT,__text) external _proc_set_delayidlesleep
0000000000004428 (__TEXT,__text) external _proc_set_dirty
000000000001399c (__TEXT,__text) external _proc_set_no_smt
00000000000137a0 (__TEXT,__text) external _proc_set_owner_vmpressure
000000000000a5fc (__TEXT,__text) external _proc_set_wakemon_defaults
0000000000013568 (__TEXT,__text) external _proc_set_wakemon_params
000000000001361c (__TEXT,__text) external _proc_setcpu_percentage
0000000000003564 (__TEXT,__text) external _proc_setpcontrol
0000000000012eac (__TEXT,__text) external _proc_setthread_cpupercent
0000000000013b20 (__TEXT,__text) external _proc_setthread_csm
00000000000139fc (__TEXT,__text) external _proc_setthread_no_smt
0000000000013994 (__TEXT,__text) external _proc_suppress
0000000000013334 (__TEXT,__text) external _proc_terminate
00000000000133ac (__TEXT,__text) external _proc_terminate_all_rsr
000000000000f0b4 (__TEXT,__text) external _proc_trace_log
00000000000043cc (__TEXT,__text) external _proc_track_dirty
0000000000012f94 (__TEXT,__text) external _proc_udata_info
000000000000f0dc (__TEXT,__text) external _proc_uuid_policy
0000000000027900 (__TEXT,__text) external _processor_assign
00000000000277a0 (__TEXT,__text) external _processor_control
0000000000027480 (__TEXT,__text) external _processor_exit
0000000000027a30 (__TEXT,__text) external _processor_get_assignment
0000000000027590 (__TEXT,__text) external _processor_info
000000000002023c (__TEXT,__text) external _processor_set_create
00000000000200e0 (__TEXT,__text) external _processor_set_default
000000000002655c (__TEXT,__text) external _processor_set_destroy
0000000000026fd8 (__TEXT,__text) external _processor_set_info
0000000000026670 (__TEXT,__text) external _processor_set_max_priority
0000000000026cd8 (__TEXT,__text) external _processor_set_policy_control
00000000000268b0 (__TEXT,__text) external _processor_set_policy_disable
0000000000026790 (__TEXT,__text) external _processor_set_policy_enable
0000000000026e4c (__TEXT,__text) external _processor_set_stack_usage
0000000000026380 (__TEXT,__text) external _processor_set_statistics
00000000000269d0 (__TEXT,__text) external _processor_set_tasks
00000000000271dc (__TEXT,__text) external _processor_set_tasks_with_flavor
0000000000026b54 (__TEXT,__text) external _processor_set_threads
0000000000027370 (__TEXT,__text) external _processor_start
0000000000018f6c (__TEXT,__text) external _pselect
0000000000006e40 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00000000000125c8 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00000000000190f4 (__TEXT,__text) external _pselect$NOCANCEL
0000000000002c8c (__TEXT,__text) external _pthread_getugid_np
0000000000009ea8 (__TEXT,__text) external _pthread_setugid_np
00000000000094f0 (__TEXT,__text) external _ptrace
00000000000046e0 (__TEXT,__text) external _pwrite
000000000000df68 (__TEXT,__text) external _pwrite$NOCANCEL
000000000000f104 (__TEXT,__text) external _pwritev
000000000000df90 (__TEXT,__text) external _pwritev$NOCANCEL
00000000000122e8 (__TEXT,__text) external _quota
0000000000006fc4 (__TEXT,__text) external _quotactl
0000000000001dfc (__TEXT,__text) external _read
000000000000306c (__TEXT,__text) external _read$NOCANCEL
00000000000034d8 (__TEXT,__text) external _readlink
000000000000f12c (__TEXT,__text) external _readlinkat
000000000000f154 (__TEXT,__text) external _readv
000000000000dfb8 (__TEXT,__text) external _readv$NOCANCEL
0000000000011df8 (__TEXT,__text) external _reboot
0000000000011e00 (__TEXT,__text) external _reboot_np
0000000000018f68 (__TEXT,__text) external _record_system_event_as_kernel
0000000000005414 (__TEXT,__text) external _recvfrom
00000000000052f8 (__TEXT,__text) external _recvfrom$NOCANCEL
00000000000057fc (__TEXT,__text) external _recvmsg
000000000000e030 (__TEXT,__text) external _recvmsg$NOCANCEL
000000000000f17c (__TEXT,__text) external _recvmsg_x
000000000000f1a4 (__TEXT,__text) external _register_uexc_handler
0000000000005d04 (__TEXT,__text) external _removexattr
0000000000004a9c (__TEXT,__text) external _rename
00000000000145b8 (__TEXT,__text) external _rename_ext
0000000000011e90 (__TEXT,__text) external _renameat
0000000000014554 (__TEXT,__text) external _renameatx_np
000000000001457c (__TEXT,__text) external _renamex_np
000000000000f1cc (__TEXT,__text) external _revoke
0000000000004b00 (__TEXT,__text) external _rmdir
000000000000f1f4 (__TEXT,__text) external _searchfs
0000000000005504 (__TEXT,__text) external _select
000000000000b814 (__TEXT,__text) external _select$DARWIN_EXTSN
00000000000052d0 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
000000000000529c (__TEXT,__text) external _select$NOCANCEL
000000000000a138 (__TEXT,__text) external _sem_close
0000000000018b88 (__TEXT,__text) external _sem_destroy
0000000000018bb0 (__TEXT,__text) external _sem_getvalue
0000000000018bd8 (__TEXT,__text) external _sem_init
000000000000d350 (__TEXT,__text) external _sem_open
000000000000f21c (__TEXT,__text) external _sem_post
000000000000f244 (__TEXT,__text) external _sem_trywait
000000000000f26c (__TEXT,__text) external _sem_unlink
000000000000f294 (__TEXT,__text) external _sem_wait
000000000000e0a8 (__TEXT,__text) external _sem_wait$NOCANCEL
0000000000003f28 (__TEXT,__text) external _semaphore_create
00000000000042ac (__TEXT,__text) external _semaphore_destroy
0000000000004094 (__TEXT,__text) external _semaphore_signal
00000000000123d8 (__TEXT,__text) external _semaphore_signal_all
0000000000001208 (__TEXT,__text) external _semaphore_signal_all_trap
00000000000123dc (__TEXT,__text) external _semaphore_signal_thread
0000000000001214 (__TEXT,__text) external _semaphore_signal_thread_trap
00000000000011fc (__TEXT,__text) external _semaphore_signal_trap
0000000000005a84 (__TEXT,__text) external _semaphore_timedwait
00000000000123e4 (__TEXT,__text) external _semaphore_timedwait_signal
0000000000001244 (__TEXT,__text) external _semaphore_timedwait_signal_trap
0000000000001238 (__TEXT,__text) external _semaphore_timedwait_trap
0000000000004090 (__TEXT,__text) external _semaphore_wait
00000000000123e0 (__TEXT,__text) external _semaphore_wait_signal
000000000000122c (__TEXT,__text) external _semaphore_wait_signal_trap
0000000000001220 (__TEXT,__text) external _semaphore_wait_trap
000000000000d3c4 (__TEXT,__text) external _semctl
000000000000f2bc (__TEXT,__text) external _semget
000000000000f2e4 (__TEXT,__text) external _semop
000000000000d3a4 (__TEXT,__text) external _semsys
000000000000f30c (__TEXT,__text) external _sendfile
00000000000068d8 (__TEXT,__text) external _sendmsg
0000000000005348 (__TEXT,__text) external _sendmsg$NOCANCEL
000000000000f334 (__TEXT,__text) external _sendmsg_x
00000000000053ec (__TEXT,__text) external _sendto
0000000000005274 (__TEXT,__text) external _sendto$NOCANCEL
0000000000004730 (__TEXT,__text) external _setattrlist
000000000000f35c (__TEXT,__text) external _setattrlistat
000000000001bbec (__TEXT,__text) external _setaudit
000000000000f384 (__TEXT,__text) external _setaudit_addr
000000000000f3ac (__TEXT,__text) external _setauid
0000000000009ef8 (__TEXT,__text) external _setegid
0000000000009ed0 (__TEXT,__text) external _seteuid
0000000000009c40 (__TEXT,__text) external _setgid
000000000000f3d4 (__TEXT,__text) external _setgroups
0000000000008490 (__TEXT,__text) external _setiopolicy_np
00000000000090ec (__TEXT,__text) external _setitimer
000000000000c15c (__TEXT,__text) external _setpgid
0000000000008bac (__TEXT,__text) external _setpriority
000000000000f3fc (__TEXT,__text) external _setprivexec
0000000000012304 (__TEXT,__text) external _setquota
000000000000e120 (__TEXT,__text) external _setregid
000000000000e148 (__TEXT,__text) external _setreuid
0000000000003d08 (__TEXT,__text) external _setrlimit
000000000000e170 (__TEXT,__text) external _setsgroups_np
0000000000009250 (__TEXT,__text) external _setsid
0000000000005224 (__TEXT,__text) external _setsockopt
0000000000009c68 (__TEXT,__text) external _setuid
000000000000e1e8 (__TEXT,__text) external _setwgroups_np
00000000000049d0 (__TEXT,__text) external _setxattr
000000000001577c (__TEXT,__text) external _sfi_get_class_offtime
00000000000157a4 (__TEXT,__text) external _sfi_process_get_flags
0000000000015790 (__TEXT,__text) external _sfi_process_set_flags
000000000000a188 (__TEXT,__text) external _sfi_set_class_offtime
000000000000d36c (__TEXT,__text) external _shm_open
000000000000f424 (__TEXT,__text) external _shm_unlink
000000000000f44c (__TEXT,__text) external _shmat
000000000000e288 (__TEXT,__text) external _shmctl
000000000000f474 (__TEXT,__text) external _shmdt
000000000000f49c (__TEXT,__text) external _shmget
000000000000d3e0 (__TEXT,__text) external _shmsys
000000000000548c (__TEXT,__text) external _shutdown
