00007ff8439ba040 (__DATA,__data) non-external _.compoundliteral
00007ff8406d1880 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3783
00007ff8406c4480 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ff8406d1910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3822
00007ff8406d1940 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3881
00007ff8406c3f10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.39
00007ff8406c44a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.39.316
00007ff8406c40f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ff8406d0f20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4.3295
00007ff8406d1080 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4.3410
00007ff8406d1110 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4.3512
00007ff8406c4550 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4.409
00007ff8406c45d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4.453
00007ff8406c44c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.40
00007ff8406c44f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.400
00007ff8406d12c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.41
00007ff8406d12e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007ff8406d1300 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.45
00007ff8406c4580 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.459
00007ff8406c3c00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00007ff8406c4660 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.470
00007ff8406c42b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff8406c56a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.2677
00007ff8406d11d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.3525
00007ff8406c45f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.454
00007ff8406c4690 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.465
00007ff8406c3f40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ff8406c46e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.502
00007ff8406d1320 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff8406d1340 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ff8406d1360 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ff8406d1380 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ff8406d13a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ff8406d13c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00007ff8406c3bc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff8406c42d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.293
00007ff8406d0f60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.3286
00007ff8406c4610 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.455
00007ff8406d13e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ff8406d1400 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62.3578
00007ff8406d1420 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ff8406d1440 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.65.3580
00007ff8406d1460 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff8406c3f70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff8406d1480 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68.3582
00007ff8406d1970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7.3868
00007ff8406c3fa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70.143
00007ff8406d14a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74.3588
00007ff8406c3d60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff8406d14c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00007ff8406d14e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ff8406c56d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.2691
00007ff8406c4310 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.290
00007ff8406d0f90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3288
00007ff8406d1140 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3511
00007ff8406c3c30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.50
00007ff8406c4740 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.507
00007ff8406c3fd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff8406d1500 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81.3644
00007ff8406d1520 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00007ff8406c4000 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ff8406c4030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ff8406c4060 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ff8406c4120 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff8406d0fc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3292
00007ff8406d1990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3880
00007ff8406c3ba0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8406c54f0 (__DATA_CONST,__const) non-external ___block_literal_global.2533
00007ff8406c4290 (__DATA_CONST,__const) non-external ___block_literal_global.295
00007ff8406d0f40 (__DATA_CONST,__const) non-external ___block_literal_global.3285
00007ff8406d17a0 (__DATA_CONST,__const) non-external ___block_literal_global.3612
00007ff8406c3d40 (__DATA_CONST,__const) non-external ___block_literal_global.54
00007ff8406c3be0 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff8406c42f0 (__DATA_CONST,__const) non-external ___block_literal_global.7.289
                 (undefined) external ___bzero (from libSystem)
00007ff806c8e940 (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
00007ff806c8e6eb (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
00007ff806c8eab4 (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
00007ff806c9b5fc (__TEXT,__text) non-external ___check_delegation_profile_block_invoke
00007ff806c9240c (__TEXT,__text) non-external ___check_dependencies_block_invoke
00007ff806c9036b (__TEXT,__text) non-external ___check_instruction_block_invoke
00007ff806c9d491 (__TEXT,__text) non-external ___check_policy_block_invoke
00007ff806c92340 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff806ca3660 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff806c8d893 (__TEXT,__text) non-external ___combine_conditions_block_invoke
00007ff806c918f1 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
00007ff806c912f2 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
00007ff806c979d8 (__TEXT,__text) non-external ___compile_block_invoke
00007ff806c97959 (__TEXT,__text) non-external ___compile_block_invoke.4
00007ff806c84a78 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00007ff806c8b498 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.20
00007ff806c901e5 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
00007ff806c9af08 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
00007ff806c9af16 (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
00007ff806c8fdc5 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
00007ff806c901b5 (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
00007ff806c9a972 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00007ff806ca2b4f (__TEXT,__text) non-external ___condition_list_copy_matching_block_invoke
00007ff806c90b6a (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
00007ff806c91f6c (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
00007ff806ca2ce5 (__TEXT,__text) non-external ___construct_bitmask_block_invoke
00007ff806c97c9c (__TEXT,__text) non-external ___copy_helper_block_8_32b
00007ff806c9cd90 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00007ff806ca2be3 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r
00007ff806c978f7 (__TEXT,__text) non-external ___copy_helper_block_8_32r
00007ff806c981cf (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
00007ff806c99ab7 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r
00007ff806ca1670 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00007ff806c9ce01 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00007ff806c8e54a (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
00007ff806c8ef21 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.10
00007ff806c94a19 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.12
00007ff806c8dd69 (__TEXT,__text) non-external ___cse_multiple_block_invoke
00007ff806ca0327 (__TEXT,__text) non-external ___current_location_block_invoke
00007ff806c8093b (__TEXT,__text) non-external ___define_action_block_invoke
00007ff806ca13eb (__TEXT,__text) non-external ___define_action_block_invoke.137
00007ff806c87018 (__TEXT,__text) non-external ___define_action_block_invoke_2
00007ff806c8603b (__TEXT,__text) non-external ___define_combination_filter_block_invoke
00007ff806c9fa29 (__TEXT,__text) non-external ___define_error_handler_block_invoke
00007ff806ca0094 (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
00007ff806c82146 (__TEXT,__text) non-external ___define_filter_block_invoke
00007ff806c93ab0 (__TEXT,__text) non-external ___define_network_filter_block_invoke
00007ff806c81fae (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
00007ff806c9fb16 (__TEXT,__text) non-external ___define_warning_handler_block_invoke
00007ff806c9e561 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
00007ff806c9a61e (__TEXT,__text) non-external ___derive_profile_properties_block_invoke
00007ff806c97cb3 (__TEXT,__text) non-external ___destroy_helper_block_8_32b
00007ff806c9cdc8 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
00007ff806ca2c2d (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r
00007ff806c9790e (__TEXT,__text) non-external ___destroy_helper_block_8_32r
00007ff806c98207 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
00007ff806c99b01 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r
00007ff806ca16de (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
00007ff806c8d9ca (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
00007ff806c9a9cc (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
00007ff806c9b8a5 (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00007ff806c997c4 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
00007ff806c9984c (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.82
00007ff806c9957f (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00007ff806c995bc (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.69
00007ff806c98d04 (__TEXT,__text) non-external ___emit_string_table_block_invoke
00007ff806c98d8c (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
00007ff806ca2e8b (__TEXT,__text) non-external ___estimate_condition_list_serialization_size_block_invoke
00007ff806c8f6bd (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00007ff806c8f626 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.9
00007ff806c9c7ef (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
00007ff806c90cb1 (__TEXT,__text) non-external ___factor_block_invoke
00007ff806c9c114 (__TEXT,__text) non-external ___factor_policy_block_invoke
00007ff806c9fddf (__TEXT,__text) non-external ___format_error_block_invoke
00007ff806ca2720 (__TEXT,__text) non-external ___identify_bitmask_candidates_block_invoke
00007ff806c85e07 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
00007ff806c8bc86 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00007ff806ca137d (__TEXT,__text) non-external ___operation_expand_block_invoke
00007ff806ca1307 (__TEXT,__text) non-external ___operations_allowed_by_default_block_invoke
00007ff806c9ff5c (__TEXT,__text) non-external ___output_backtrace_block_invoke
00007ff806c9bbd8 (__TEXT,__text) non-external ___populate_assumptions_for_enabled_profile_flags_block_invoke
00007ff806c99ecf (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
00007ff806c98f8c (__TEXT,__text) non-external ___populate_profile_entry_points_block_invoke
00007ff806c99dfa (__TEXT,__text) non-external ___record_enabled_profile_flags_block_invoke
00007ff806c9d77f (__TEXT,__text) non-external ___remove_conditions_matching_predicate_policy_block_invoke
00007ff806c9057f (__TEXT,__text) non-external ___reorder_block_invoke
00007ff806c90c2e (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
00007ff806c9d94b (__TEXT,__text) non-external ___reorder_policy_block_invoke
00007ff806c9a6b5 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
00007ff806c9a708 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.23
00007ff806c902b2 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
00007ff806c971c7 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
00007ff806c976ff (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
00007ff806c9c9d0 (__TEXT,__text) non-external ___sb_action_has_name_block_invoke
00007ff806c9208e (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00007ff806c9848e (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
00007ff806c8c11f (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
00007ff806c9aed3 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
00007ff806c86b9c (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
00007ff806c9aebb (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
00007ff806c85e59 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
00007ff806c94424 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
00007ff806c8ad02 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00007ff806c94410 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
00007ff806c89c74 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00007ff806c9b58e (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
00007ff806c82f84 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
00007ff806c8525c (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
00007ff806c9021e (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
00007ff806c900f6 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
00007ff806c97e62 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
00007ff806c936fd (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
00007ff806c9c950 (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00007ff806c9d273 (__TEXT,__text) non-external ___sb_profile_iterate_enabled_named_flags_block_invoke
00007ff806c801b9 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
00007ff806c8b848 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
00007ff806ca030c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
00007ff806c9f0d0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
00007ff806ca02ed (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
00007ff806c9f148 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
00007ff806ca02d2 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
00007ff806c9f1c0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
00007ff806ca0252 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
00007ff806c9f238 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
00007ff806ca01f8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00007ff806c948b1 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
00007ff806c9f2b0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
00007ff806ca019e (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_21
00007ff806c9f596 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_22
00007ff806c9f635 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_23
00007ff806c9f6f2 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_24
00007ff806c9f9d8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_25
00007ff806ca00df (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_26
00007ff806c943e1 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
00007ff806c86c2a (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
00007ff806c86e63 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00007ff806c9e1a3 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
00007ff806c9e9ab (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
00007ff806c9e9c4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
00007ff806c9e9dd (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
00007ff806c9bb55 (__TEXT,__text) non-external ___sb_transform_eliminate_dead_code_profile_block_invoke
00007ff806c9db06 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
00007ff806c9c602 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
00007ff806c9c657 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
00007ff806c9c588 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
00007ff806c9c5e1 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
00007ff806ca0161 (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
00007ff806ca0128 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
00007ff806ca2878 (__TEXT,__text) non-external ___select_bitmask_conditions_block_invoke
00007ff806ca2ccd (__TEXT,__text) non-external ___should_preserve_condition_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00007ff806ca2abd (__TEXT,__text) non-external ___synthesize_bitmasks_for_disjoint_conditions_block_invoke
00007ff806ca2fad (__TEXT,__text) non-external ___synthesize_bitmasks_for_policy_block_invoke
00007ff806ca2f3a (__TEXT,__text) non-external ___synthesize_bitmasks_multiple_block_invoke
00007ff806c9c716 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
00007ff806c9b6ce (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
00007ff806c7fe2c (__TEXT,__text) non-external ___xpc2sc_block_invoke
00007ff8439b9d20 (__DATA,__data) non-external __address_family_aliases_
00007ff806c94889 (__TEXT,__text) non-external __buffer_close
00007ff806c947ec (__TEXT,__text) non-external __buffer_read
00007ff806c94798 (__TEXT,__text) non-external __buffer_seek
00007ff806c854d2 (__TEXT,__text) non-external __calculate_graft_position
00007ff806c9c0a1 (__TEXT,__text) non-external __condition_list_diff
00007ff8439c2f20 (__DATA,__data) non-external __csop_aliases_
00007ff8439bd7d0 (__DATA,__data) non-external __csr_aliases_
00007ff806ca03ba (__TEXT,__text) non-external __define_filter
00007ff806c7f7a3 (__TEXT,__text) non-external __define_list
00007ff806c7f9ec (__TEXT,__text) non-external __define_symbol
00007ff8439c3620 (__DATA,__data) non-external __errno_value_aliases_
00007ff8439c18d0 (__DATA,__data) non-external __fcntl_command_aliases_
00007ff806c85a90 (__TEXT,__text) non-external __flatten
00007ff806c93900 (__TEXT,__text) non-external __free_error_pool
00007ff8439ba0b0 (__DATA,__data) non-external __fsctl_command_aliases_
00007ff8439bd8b0 (__DATA,__data) non-external __host_special_port_aliases_
00007ff8439bafb0 (__DATA,__data) non-external __ioctl_command_aliases_
00007ff8439c3390 (__DATA,__data) non-external __iopolicy_policy_aliases_
00007ff8439c3350 (__DATA,__data) non-external __iopolicy_scope_aliases_
00007ff8439c3250 (__DATA,__data) non-external __iopolicy_type_aliases_
00007ff8439c3050 (__DATA,__data) non-external __kas_info_aliases_
00007ff8439c30a0 (__DATA,__data) non-external __mach_exception_behavior_aliases_
00007ff8439c3100 (__DATA,__data) non-external __mach_exception_type_aliases_
00007ff8439bfed0 (__DATA,__data) non-external __machtrap_aliases_
00007ff806c7f86e (__TEXT,__text) non-external __make_list_v
00007ff806c94af1 (__TEXT,__text) non-external __mbuf_close
00007ff806c9cb5d (__TEXT,__text) non-external __mbuf_read
00007ff806c9cc30 (__TEXT,__text) non-external __mbuf_seek
00007ff806c94a76 (__TEXT,__text) non-external __mbuf_write
00007ff8439c2c00 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00007ff8439c02d0 (__DATA,__data) non-external __mig_routine_aliases_
00007ff8439c2a00 (__DATA,__data) non-external __necp_client_action_aliases_
00007ff806c90bea (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff806c7ff07 (__TEXT,__text) non-external __parse_file
00007ff8439be180 (__DATA,__data) non-external __persona_aliases_
00007ff806c99fa1 (__TEXT,__text) non-external __prepare_instructions
00007ff8439bd340 (__DATA,__data) non-external __privilege_aliases_
00007ff806c934f8 (__TEXT,__text) non-external __push_match_byteset_instr
00007ff806c7c724 (__TEXT,__text) non-external __s_return
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
00007ff806c8ed6a (__TEXT,__text) non-external __sb_condition_list_remove_index
00007ff806c82da0 (__TEXT,__text) non-external __sb_condition_pattern_of_type
00007ff806c92367 (__TEXT,__text) non-external __sb_condition_traverse_filters
00007ff806c97ed1 (__TEXT,__text) non-external __sb_fsa_disjunction
00007ff806c84f69 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00007ff806c97ccf (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
00007ff806c8a0af (__TEXT,__text) non-external __sb_fsa_serialize
00007ff806c9be71 (__TEXT,__text) non-external __sb_instr_error_with_formatv
00007ff806c89934 (__TEXT,__text) non-external __sb_pattern_is_literal
00007ff806c97b6e (__TEXT,__text) non-external __sb_realloc_vector_typed
00007ff806ca1fac (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
00007ff806c89c8d (__TEXT,__text) non-external __sb_value_is_equivalent
00007ff806c9af24 (__TEXT,__text) non-external __sb_value_matches_subset
00007ff806c9caa4 (__TEXT,__text) non-external __set_modifier_string
00007ff8439bda80 (__DATA,__data) non-external __signal_aliases_
00007ff8439c1df0 (__DATA,__data) non-external __socket_option_level_aliases_
00007ff8439c2490 (__DATA,__data) non-external __socket_option_name_aliases_
00007ff8439b9fe0 (__DATA,__data) non-external __socket_type_aliases_
00007ff8439be200 (__DATA,__data) non-external __syscall_aliases_
00007ff8439c2e80 (__DATA,__data) non-external __task_special_port_aliases_
00007ff8439bdea0 (__DATA,__data) non-external __usb_interface_class_aliases_
00007ff8439bdfb0 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff806c86dd8 (__TEXT,__text) non-external _all_args_pass_test
00007ff806c78dd3 (__TEXT,__text) non-external _alloc_cellseg
00007ff806c885d3 (__TEXT,__text) non-external _alloc_literal
00007ff806c8182c (__TEXT,__text) non-external _arg_is_condition
00007ff806ca026d (__TEXT,__text) non-external _arg_is_message_filter
00007ff806c86e99 (__TEXT,__text) non-external _arg_is_modifier
00007ff806c8189c (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00007ff806c83464 (__TEXT,__text) non-external _assert_is_mutable
00007ff806c9b558 (__TEXT,__text) non-external _assert_is_mutable.360
00007ff806c95781 (__TEXT,__text) non-external _atom2str
00007ff806ca377f (__TEXT,__text) non-external _atom2str.cold.1
00007ff806ca37a2 (__TEXT,__text) non-external _atom2str.cold.2
00007ff806ca37c5 (__TEXT,__text) non-external _atom2str.cold.3
00007ff806ca37e8 (__TEXT,__text) non-external _atom2str.cold.4
00007ff806ca380b (__TEXT,__text) non-external _atom2str.cold.5
00007ff806ca382e (__TEXT,__text) non-external _atom2str.cold.6
00007ff806ca3851 (__TEXT,__text) non-external _atom2str.cold.7
00007ff806ca3874 (__TEXT,__text) non-external _atom2str.cold.8
00007ff806c7b3b3 (__TEXT,__text) non-external _backchar
00007ff806c8087c (__TEXT,__text) non-external _backtrace_pop
00007ff806ca36f3 (__TEXT,__text) non-external _backtrace_pop.cold.1
00007ff806c79971 (__TEXT,__text) non-external _backtrace_push
00007ff806c983a8 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
00007ff806c8d466 (__TEXT,__text) non-external _can_combine_conjunction
00007ff806c8d3f3 (__TEXT,__text) non-external _can_combine_disjunction
00007ff806c8e6aa (__TEXT,__text) non-external _candidate_list_lookup
00007ff806c8f0b1 (__TEXT,__text) non-external _candidate_list_remove
00007ff806c91ade (__TEXT,__text) non-external _candidate_set_release
00007ff806c8178c (__TEXT,__text) non-external _car
00007ff806c817db (__TEXT,__text) non-external _cdr
00007ff806c92141 (__TEXT,__text) non-external _check_dependencies
00007ff806c9d306 (__TEXT,__text) non-external _check_instruction
00007ff806c9d3fd (__TEXT,__text) non-external _check_policy
                 (undefined) external _clearerr (from libSystem)
00007ff806ca1b7d (__TEXT,__text) non-external _collect_filters_into_syscallmask
00007ff806c75ae9 (__TEXT,__text) non-external _compile
00007ff806c82544 (__TEXT,__text) non-external _compute_cost_estimate
00007ff806c822e8 (__TEXT,__text) non-external _compute_hash
