00007ff81f28f1b7 (__TEXT,__text) non-external +[Calculate _lock]
00007ff8430b6978 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitInfo._unitType
00007ff8430b68e8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRank._context
00007ff8430b68e0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRank._locale
00007ff8430b68d8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRank._rank
00007ff8430b68d0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRank._unitID
00007ff8430b6908 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRanks._containsCurrency
00007ff8430b68f0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRanks._containsFrom
00007ff8430b68f8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRanks._containsTo
00007ff8430b6900 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRanks._containsUnit
00007ff8430b6910 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRanks._ranks
00007ff8430b6920 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRanks._units
00007ff8430b6918 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitRanks._unitsInfo
00007ff8430b6a08 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._baseUnit
00007ff8430b6a18 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._decomposition
00007ff8430b6a10 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._decompositionCoefficient
00007ff8430b69e0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._isCurrency
00007ff8430b69d0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._isDecomposable
00007ff8430b69d8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._isTemperature
00007ff8430b69e8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._isVolume
00007ff8430b69f8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._name
00007ff8430b69f0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._unitType
00007ff8430b6a00 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._units
00007ff8430b6a58 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._angleInfo
00007ff8430b6a60 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._degreesInfo
00007ff8430b6a68 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._radiansInfo
00007ff8430b6a20 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitCount
00007ff8430b6a40 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitIDToInfo
00007ff8430b6a38 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitNameToInfo
00007ff8430b6a30 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitNames
00007ff8430b6a28 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitTypeCount
00007ff8430b6a48 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitTypeNameToInfo
00007ff8430b6a50 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitTypeToInfo
00007ff8430b7098 (__DATA,__objc_data) external _OBJC_METACLASS_$_Calculate
00007ff8430b7070 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalculateRequest
00007ff8430b7020 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalculateResult
00007ff8430b6ff8 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalculateTerm
00007ff8430b70e8 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_CalculateToken
00007ff8430b71d8 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_CalculateTokenizer
00007ff8430b6f80 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalculateUnit
00007ff8430b6d28 (__DATA,__objc_data) external _OBJC_METACLASS_$_Converter
00007ff8430b6d50 (__DATA,__objc_data) external _OBJC_METACLASS_$_CurrencyCache
00007ff8430b6d78 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_Localize
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00007ff8430b6f08 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_Trie
00007ff8430b6ee0 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_TrieNode
00007ff8430b6e18 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_UnitInfo
00007ff8430b6da0 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_UnitRank
00007ff8430b6dc8 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_UnitRanks
00007ff8430b6e40 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_UnitTypeInfo
00007ff8430b6e90 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_UnitsInfo
                 (undefined) external _SecTaskCopyValueForEntitlement (from Security)
                 (undefined) external _SecTaskCreateFromSelf (from Security)
00007ff81f27adc6 (__TEXT,__text) non-external _UnitCountAngleUnitID
00007ff81f27b51a (__TEXT,__text) non-external _UnitCountCompose
00007ff81f27aa5d (__TEXT,__text) non-external _UnitCountConvert
00007ff81f27a115 (__TEXT,__text) non-external _UnitCountConvertID
00007ff81f27afbe (__TEXT,__text) non-external _UnitCountDecompose
00007ff81f27a05e (__TEXT,__text) non-external _UnitCountHasNonAngleUnits
00007ff81f27acb6 (__TEXT,__text) non-external _UnitCountMultiply
00007ff81f27ae62 (__TEXT,__text) non-external _UnitCountRequireDegrees
00007ff81f27af10 (__TEXT,__text) non-external _UnitCountRequireRadians
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ff841c87000 (__DATA_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSLocale_$_Whitespace
00007ff81f2d8e68 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Calculate
00007ff81f2d8eb8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateRequest
00007ff81f2d8ee8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateResult
00007ff81f2d8f20 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateTerm
00007ff81f2d8f38 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateToken
00007ff81f2d8f50 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateTokenizer
00007ff81f2d8f70 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateUnit
00007ff81f2d8f88 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Converter
00007ff81f2d8fd8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CurrencyCache
00007ff81f2d8ff0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Localize
00007ff81f2d9058 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_UnitRanks
00007ff81f2d9070 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_UnitsInfo
00007ff81f2d9090 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateRequest
00007ff81f2d9140 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateResult
00007ff81f2d93e0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateTerm
00007ff81f2d9518 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateToken
00007ff81f2d9578 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateTokenizer
00007ff81f2d96d0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateUnit
00007ff81f2d9798 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_Converter
00007ff81f2d9980 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CurrencyCache
00007ff81f2d9ae8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_NSLocale(Whitespace)
00007ff81f2d9b00 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_Trie
00007ff81f2d9c20 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_TrieNode
00007ff81f2d9c80 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitInfo
00007ff81f2d9ec8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitRank
00007ff81f2d9f88 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitRanks
00007ff81f2da050 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitTypeInfo
00007ff81f2da158 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitsInfo
00007ff841c88928 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateRequest
00007ff841c88478 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateResult
00007ff841c882d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateTerm
00007ff841c88b48 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateToken
00007ff841c88ca8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateTokenizer
00007ff841c88138 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateUnit
00007ff841c88f58 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_Converter
00007ff841c86cc8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CurrencyCache
00007ff841c87ea8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_Trie
00007ff841c87d78 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_TrieNode
00007ff841c873e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitInfo
00007ff841c87088 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitRank
00007ff841c871e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitRanks
00007ff841c87878 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitTypeInfo
00007ff841c87af8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitsInfo
00007ff841c889d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateRequest
00007ff841c88720 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateResult
00007ff841c88360 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateTerm
00007ff841c88bd0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateToken
00007ff841c88e10 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateTokenizer
00007ff841c881e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateUnit
00007ff841c89100 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_Converter
00007ff841c86e50 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CurrencyCache
00007ff841c868e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
00007ff841c88010 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_Trie
00007ff841c87de0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_TrieNode
00007ff841c87690 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitInfo
00007ff841c87110 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitRank
00007ff841c872d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitRanks
00007ff841c879c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitTypeInfo
00007ff841c87c40 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitsInfo
00007ff841c866f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
00007ff841c868c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
00007ff841c869e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSXMLParserDelegate
00007ff841c86928 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00007ff841c86bc8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSXMLParserDelegate
00007ff841c869c8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSXMLParserDelegate
00007ff841c86c68 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CurrencyCache
00007ff841c88ab8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Calculate
00007ff841c88a28 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateRequest
00007ff841c88898 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateResult
00007ff841c883e8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateTerm
00007ff841c88c18 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateToken
00007ff841c88ec8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateTokenizer
00007ff841c88248 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateUnit
00007ff841c891d8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Converter
00007ff841c86f28 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CurrencyCache
00007ff841c86fb8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Localize
00007ff841c880a8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Trie
00007ff841c87e18 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_TrieNode
00007ff841c877e8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitInfo
00007ff841c87158 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitRank
00007ff841c87358 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitRanks
00007ff841c87a68 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitTypeInfo
00007ff841c87ce8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitsInfo
00007ff841c866d8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSObject
00007ff841c866e0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSXMLParserDelegate
00007ff841c88a70 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Calculate
00007ff841c888e0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateRequest
00007ff841c88430 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateResult
00007ff841c88290 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateTerm
00007ff841c88b00 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateToken
00007ff841c88c60 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateTokenizer
00007ff841c880f0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateUnit
00007ff841c88f10 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Converter
00007ff841c86c80 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CurrencyCache
00007ff841c86f70 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Localize
00007ff841c87e60 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Trie
00007ff841c87d30 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_TrieNode
00007ff841c873a0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitInfo
00007ff841c87040 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitRank
00007ff841c871a0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitRanks
00007ff841c87830 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitTypeInfo
00007ff841c87ab0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitsInfo
00007ff8430b7330 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
00007ff8430b7390 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSXMLParserDelegate
                 (undefined) external __Unwind_Resume (from libSystem)
00007ff81f28b43f (__TEXT,__text) non-external ___17-[UnitRanks sort]_block_invoke
00007ff81f29f153 (__TEXT,__text) non-external ___18+[Calculate _lock]_block_invoke
00007ff81f2a9f7b (__TEXT,__text) non-external ___23+[Converter initialize]_block_invoke
00007ff81f2aa084 (__TEXT,__text) non-external ___23+[Converter initialize]_block_invoke_2
00007ff81f2aacfc (__TEXT,__text) non-external ___23+[Converter initialize]_block_invoke_3
00007ff81f278516 (__TEXT,__text) non-external ___23+[CurrencyCache shared]_block_invoke
00007ff81f278428 (__TEXT,__text) non-external ___24-[CurrencyCache refresh]_block_invoke
00007ff81f295e25 (__TEXT,__text) non-external ___25+[CalculateRequest _lock]_block_invoke
00007ff81f2a9f4f (__TEXT,__text) non-external ___26+[Converter dispatchQueue]_block_invoke
00007ff81f295d0e (__TEXT,__text) non-external ___26-[CalculateRequest update]_block_invoke
00007ff81f295baa (__TEXT,__text) non-external ___26-[CalculateRequest update]_block_invoke_2
00007ff81f295dfe (__TEXT,__text) non-external ___31+[CalculateRequest serialQueue]_block_invoke
00007ff81f29985b (__TEXT,__text) non-external ___31-[CalculateTerm formattedValue]_block_invoke
00007ff81f2a2b6b (__TEXT,__text) non-external ___32-[CalculateTokenizer setString:]_block_invoke
00007ff81f2a2888 (__TEXT,__text) non-external ___32-[CalculateTokenizer setString:]_block_invoke_2
00007ff81f2a2a04 (__TEXT,__text) non-external ___32-[CalculateTokenizer setString:]_block_invoke_3
00007ff81f277ffe (__TEXT,__text) non-external ___32-[CurrencyCache _queue_refresh:]_block_invoke
00007ff81f2a2067 (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke
00007ff81f2a285e (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.242
00007ff81f2a220c (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.244
00007ff81f2a2465 (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.255
00007ff81f2a259e (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.270
00007ff81f2a3521 (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke
00007ff81f2a2dc7 (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke.138
00007ff81f2a33bb (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke.178
00007ff81f2a2b95 (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke_2
00007ff81f278398 (__TEXT,__text) non-external ___36-[CurrencyCache refreshWithTimeOut:]_block_invoke
00007ff81f28ab69 (__TEXT,__text) non-external ___38-[NSLocale(Whitespace) usesWhitespace]_block_invoke
00007ff81f29da4f (__TEXT,__text) non-external ___39-[CalculateResult localizedConversions]_block_invoke
00007ff81f29dc2d (__TEXT,__text) non-external ___39-[CalculateResult localizedConversions]_block_invoke.478
00007ff81f2a8330 (__TEXT,__text) non-external ___40-[Converter _updateInputValueFromMatch:]_block_invoke
00007ff81f29f111 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke
00007ff81f299cdb (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.683
00007ff81f299d99 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.691
00007ff81f295e4a (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.697
00007ff81f295f23 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.701
00007ff81f29a21b (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.706
00007ff81f2962cc (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.790
00007ff81f29632f (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.803
00007ff81f299fa5 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.808
00007ff81f299cce (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.834
00007ff81f296e64 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.889
00007ff81f2970d4 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.895
00007ff81f297378 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.929
00007ff81f29a361 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2
00007ff81f29a2ea (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.698
00007ff81f29a239 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.702
00007ff81f295ffc (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.713
00007ff81f29a152 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.804
00007ff81f299f0a (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.816
00007ff81f296991 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.842
00007ff81f2966f6 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3
00007ff81f29a202 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3.789
00007ff81f299efd (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3.822
00007ff81f2999fe (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3.843
00007ff81f2964ff (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_4
00007ff81f296ae8 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_4.867
00007ff81f277f8a (__TEXT,__text) non-external ___44-[CurrencyCache _loadPersistedCurrencyCache]_block_invoke
00007ff81f277fc4 (__TEXT,__text) non-external ___44-[CurrencyCache _queue_persistCurrencyCache]_block_invoke
00007ff81f2a83bc (__TEXT,__text) non-external ___45-[Converter processConversionWithCompletion:]_block_invoke
00007ff81f2a995f (__TEXT,__text) non-external ___45-[Converter processConversionWithCompletion:]_block_invoke.167
00007ff81f29dc98 (__TEXT,__text) non-external ___46-[CalculateResult conversionsForMetric:US:UK:]_block_invoke
00007ff81f28f06e (__TEXT,__text) non-external ___50+[Trie enumerateCharactersInKey:range:usingBlock:]_block_invoke
00007ff81f29993a (__TEXT,__text) non-external ___73-[CalculateTerm getMaximumFractionDigits:minimumFractionDigits:forValue:]_block_invoke
00007ff81f29630a (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff81f2a21e7 (__TEXT,__text) non-external ___Block_byref_object_copy_.693
00007ff81f296320 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff81f2a21fd (__TEXT,__text) non-external ___Block_byref_object_dispose_.694
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ff81f28abe8 (__TEXT,__text) non-external ___CalculateLogForCategory_block_invoke
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ff81f27c740 (__TEXT,__text) non-external ____functionAdd_block_invoke
00007ff81f27d4d3 (__TEXT,__text) non-external ____functionMultiply_block_invoke
00007ff81f2b1fd0 (__TEXT,__text) non-external ___bid128_acos
00007ff81f2b2284 (__TEXT,__text) non-external ___bid128_add
00007ff81f2b6684 (__TEXT,__text) non-external ___bid128_asin
00007ff81f2b6991 (__TEXT,__text) non-external ___bid128_asinh
00007ff81f2b6c0a (__TEXT,__text) non-external ___bid128_atan
00007ff81f2b702f (__TEXT,__text) non-external ___bid128_atanh
00007ff81f2b7430 (__TEXT,__text) non-external ___bid128_cbrt
00007ff81f2b99b0 (__TEXT,__text) non-external ___bid128_cos
00007ff81f2ba310 (__TEXT,__text) non-external ___bid128_div
00007ff81f2bca00 (__TEXT,__text) non-external ___bid128_exp
00007ff81f2bcd59 (__TEXT,__text) non-external ___bid128_fma
00007ff81f2c4597 (__TEXT,__text) non-external ___bid128_fmod
00007ff81f2d0792 (__TEXT,__text) non-external ___bid128_from_string
00007ff81f2c5079 (__TEXT,__text) non-external ___bid128_hypot
00007ff81f2c6998 (__TEXT,__text) non-external ___bid128_isZero
00007ff81f2c5af8 (__TEXT,__text) non-external ___bid128_lgamma
00007ff81f2c60d9 (__TEXT,__text) non-external ___bid128_log
00007ff81f2c645d (__TEXT,__text) non-external ___bid128_log10
00007ff81f2c67cc (__TEXT,__text) non-external ___bid128_mul
00007ff81f2c6a09 (__TEXT,__text) non-external ___bid128_pow
00007ff81f2b783f (__TEXT,__text) non-external ___bid128_quiet_equal
00007ff81f2b7c3b (__TEXT,__text) non-external ___bid128_quiet_greater
00007ff81f2b8388 (__TEXT,__text) non-external ___bid128_quiet_greater_equal
00007ff81f2b8aff (__TEXT,__text) non-external ___bid128_quiet_less
00007ff81f2b9243 (__TEXT,__text) non-external ___bid128_quiet_less_equal
00007ff81f2cad9b (__TEXT,__text) non-external ___bid128_rem
00007ff81f2cb980 (__TEXT,__text) non-external ___bid128_round_integral_exact
00007ff81f2ccb80 (__TEXT,__text) non-external ___bid128_round_integral_nearest_even
00007ff81f2cd037 (__TEXT,__text) non-external ___bid128_round_integral_negative
00007ff81f2cd4b7 (__TEXT,__text) non-external ___bid128_round_integral_zero
00007ff81f2cd89c (__TEXT,__text) non-external ___bid128_sin
00007ff81f2ce2ac (__TEXT,__text) non-external ___bid128_sqrt
00007ff81f2d1950 (__TEXT,__text) non-external ___bid128_tan
00007ff81f2d35d9 (__TEXT,__text) non-external ___bid128_to_binary128
00007ff81f2d2d08 (__TEXT,__text) non-external ___bid128_to_binary64
00007ff81f2d228c (__TEXT,__text) non-external ___bid128_to_int32_int
