00007ffc1fe07ef6 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffc1fda51f6 (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007ffc1fda2d88 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007ffc1fda3253 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007ffc1fda427d (__TEXT,__text) non-external _aeaOutputStreamWrite
00007ffc1fda3b9b (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007ffc1fdb653d (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00007ffc1fd99488 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007ffc1fd9975a (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007ffc1fda6ed3 (__TEXT,__text) non-external _afStreamCancel
00007ffc1fda6d37 (__TEXT,__text) non-external _afStreamClose
00007ffc1fda71f8 (__TEXT,__text) non-external _afStreamCloseWithState
00007ffc1fda6ee5 (__TEXT,__text) non-external _afStreamWrite
00007ffc1fe09c01 (__TEXT,__text) non-external _afscStreamCancel
00007ffc1fe096ac (__TEXT,__text) non-external _afscStreamClose
00007ffc1fe0a058 (__TEXT,__text) non-external _afscStreamCloseWithState
00007ffc1fe07386 (__TEXT,__text) non-external _afscStreamOpen
00007ffc1fe09c13 (__TEXT,__text) non-external _afscStreamWrite
00007ffc1fd8bb4a (__TEXT,__text) non-external _aggregate_copy_fork
00007ffc1fd8c580 (__TEXT,__text) non-external _aggregate_identical_forks
00007ffc1fd97efc (__TEXT,__text) non-external (was a private external) _apfs_scan_diskimage
00007ffc1fdfac58 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffc1fdfac1d (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
00007ffc1fdfabd7 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffc1fd8f35f (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffc1fdcd399 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffc1fdf7575 (__TEXT,__text) non-external _append_field
00007ffc1fdf40e8 (__TEXT,__text) non-external _applyEntryAttributes
00007ffc1fdccdac (__TEXT,__text) non-external _applyYEC
00007ffc1fdc7a5a (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffc1fdc7d60 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffc1fd94a53 (__TEXT,__text) non-external _asyncContext
00007ffc1fdb3465 (__TEXT,__text) non-external _asyncContext
00007ffc1fd94d59 (__TEXT,__text) non-external _asyncProgress
00007ffc1fdb3786 (__TEXT,__text) non-external _asyncProgress
00007ffc1fd94d41 (__TEXT,__text) non-external _asyncSelect
00007ffc1fdbc959 (__TEXT,__text) non-external _bestMatchInRange
00007ffc1fdcfe5f (__TEXT,__text) non-external _blockGetFromCache
00007ffc1fdcfd13 (__TEXT,__text) non-external _blockReader
00007ffc1fdcffb1 (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffc1fdd5a6a (__TEXT,__text) non-external (was a private external) _bxdiff5Alloc
00007ffc1fdd637a (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffc1fdd6cec (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffc1fdd61d6 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffc1fdd65de (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffc1fdd664c (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffc1fdd5c83 (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffc1fdd5abd (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffc1fdd5fed (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffc1fdd6177 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffc1fe141a6 (__TEXT,__text) non-external _cacheData
00007ffc1fda2cce (__TEXT,__text) non-external _cacheFlush
00007ffc1fda2bae (__TEXT,__text) non-external _cachePageEvict
00007ffc1fda28bc (__TEXT,__text) non-external _cachePageGet
00007ffc1fda2a17 (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
00007ffc1fd93f5c (__TEXT,__text) non-external _cancelProc
00007ffc1fdbf776 (__TEXT,__text) non-external _cancelProc
00007ffc1fdcb6d8 (__TEXT,__text) non-external _cancelProc
00007ffc1fde158c (__TEXT,__text) non-external _cancelProc
00007ffc1fde41f6 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccaes_ctr_crypt_mode (from libSystem)
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _cchmac_final (from libSystem)
                 (undefined) external _cchmac_init (from libSystem)
                 (undefined) external _cchmac_update (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ffc1fdbaf3d (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffc1fddd87c (__TEXT,__text) non-external _chunkAppendHole
00007ffc1fdc4fa0 (__TEXT,__text) non-external _chunkAsyncCancel
00007ffc1fdc48b3 (__TEXT,__text) non-external _chunkAsyncClose
00007ffc1fdc4c3d (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffc1fdc4fc0 (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffc1fdc4de0 (__TEXT,__text) non-external _chunkAsyncProcess
00007ffc1fddd84e (__TEXT,__text) non-external _chunkDestroy
00007ffc1fddba08 (__TEXT,__text) non-external _chunk_compare_by_position
00007ffc1fddb9fc (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffc1fdbdc31 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffc1fd92a57 (__TEXT,__text) non-external _closeProc
00007ffc1fdbee24 (__TEXT,__text) non-external _closeProc
00007ffc1fdc8b9e (__TEXT,__text) non-external _closeProc
00007ffc1fddf8f1 (__TEXT,__text) non-external _closeProc
00007ffc1fd92d08 (__TEXT,__text) non-external _closeWithStateProc
00007ffc1fdbeeaf (__TEXT,__text) non-external _closeWithStateProc
00007ffc1fdca21e (__TEXT,__text) non-external _closeWithStateProc
00007ffc1fddf9b3 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffc1fdf4822 (__TEXT,__text) non-external _clusterEntryUpdateDAT
00007ffc1fdefc2a (__TEXT,__text) non-external _cmpNodesProc
00007ffc1fd8ee4d (__TEXT,__text) non-external _cmpRange
00007ffc1fd924b5 (__TEXT,__text) non-external _cmp_entries_clc
00007ffc1fd92488 (__TEXT,__text) non-external _cmp_entries_hlc
00007ffc1fd92536 (__TEXT,__text) non-external _cmp_entries_offset
00007ffc1fd924e2 (__TEXT,__text) non-external _cmp_entries_slc
00007ffc1fded328 (__TEXT,__text) non-external _cmp_keys
00007ffc1fddf688 (__TEXT,__text) non-external _cmp_markers
00007ffc1fd8bb58 (__TEXT,__text) non-external _compare_copy_fork_3
00007ffc1fd8bb28 (__TEXT,__text) non-external _compare_copy_fork_4
00007ffc1fd8bae9 (__TEXT,__text) non-external _compare_copy_fork_5
00007ffc1fd8b77d (__TEXT,__text) non-external _compare_digest_tasks
00007ffc1fd89b90 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
00007ffc1fd8c55f (__TEXT,__text) non-external _compare_forks_by_extent
00007ffc1fd8c598 (__TEXT,__text) non-external _compare_forks_by_position
00007ffc1fdb39a5 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffc1fdb393e (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffc1fdb3989 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffc1fdb39b3 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffc1fdb3997 (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffc1fd95e57 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffc1fe01ccb (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffc1fdc6a1b (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffc1fdc697b (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffc1fe1172d (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffc1fdd3df4 (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
00007ffc1fdcef26 (__TEXT,__text) non-external _convertStreamAbort
00007ffc1fdcf190 (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffc1fdcdd64 (__TEXT,__text) non-external _convertStreamClose
00007ffc1fdcf3e4 (__TEXT,__text) non-external _convertStreamEndBlob
00007ffc1fdcf0f5 (__TEXT,__text) non-external _convertStreamEndEntry
00007ffc1fdcf058 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffc1fdcea9c (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffc1fdcddfb (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffc1fddba21 (__TEXT,__text) non-external _convert_block_controls
00007ffc1fddb89b (__TEXT,__text) non-external _convert_internal_controls
00007ffc1fdc70e8 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffc1fdc7491 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffc1fda8e9f (__TEXT,__text) non-external _copyStream
00007ffc1fdedae6 (__TEXT,__text) non-external _create
00007ffc1fdcdb6c (__TEXT,__text) non-external _createErrorContextKey
00007ffc1fdcd5fc (__TEXT,__text) non-external (was a private external) _createThread
00007ffc1fdad0a5 (__TEXT,__text) non-external _ctrl_reader_get
00007ffc1fdb1bcb (__TEXT,__text) non-external _currentWriteBufferFull
00007ffc1fe0613e (__TEXT,__text) non-external _decodeStreamAbort
00007ffc1fe06161 (__TEXT,__text) non-external _decodeStreamClose
00007ffc1fe0527e (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00007ffc1fe0559b (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffc1fe05460 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffc1fe05f55 (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffc1fe05355 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffc1fe05a41 (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffc1fe051df (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffc1fe08748 (__TEXT,__text) non-external _decompressToData
00007ffc1fd8dc68 (__TEXT,__text) non-external _decryptAsyncCancel
00007ffc1fd8d70d (__TEXT,__text) non-external _decryptAsyncClose
00007ffc1fd8d90c (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffc1fd8dc7a (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffc1fd8da59 (__TEXT,__text) non-external _decryptAsyncProcess
00007ffc1fdd4d1f (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffc1fdd4ba1 (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffc1fdd4d2c (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffc1fdd4d39 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffc1fdaf119 (__TEXT,__text) non-external _ecc65537Inv
00007ffc1fdaed28 (__TEXT,__text) non-external _ecc65537PolyEval
00007ffc1fdaefb1 (__TEXT,__text) non-external _ecc65537Solve
00007ffc1fdaed8d (__TEXT,__text) non-external _ecc65537Triangulate
00007ffc1fe02bad (__TEXT,__text) non-external _encodeEntry
00007ffc1fe02d0e (__TEXT,__text) non-external _encodeYOPEntry
00007ffc1fe03d2b (__TEXT,__text) non-external _encoderStreamAbort
00007ffc1fe03b58 (__TEXT,__text) non-external _encoderStreamClose
00007ffc1fe03ed2 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffc1fe03d48 (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffc1fdccf09 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffc1fe01c97 (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffc1fde3524 (__TEXT,__text) non-external _entryMessage
00007ffc1fdf3e9a (__TEXT,__text) non-external _entryRelease
00007ffc1fe01c7e (__TEXT,__text) non-external _entryVectorCmp
00007ffc1fdc8370 (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffc1fdc8494 (__TEXT,__text) non-external _enumerateTree_rec
00007ffc1fdee944 (__TEXT,__text) non-external _expandDirThreadProc
00007ffc1fdf3e7d (__TEXT,__text) non-external _extractStreamAbort
00007ffc1fdf19c8 (__TEXT,__text) non-external _extractStreamClose
00007ffc1fdf4a43 (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffc1fdf4b1c (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffc1fdf4687 (__TEXT,__text) non-external _extractStreamStateFail
00007ffc1fdf3685 (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffc1fdf292f (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffc1fde3e0e (__TEXT,__text) non-external _extractThread
00007ffc1fdf4011 (__TEXT,__text) non-external _extractThreadFailEntry
00007ffc1fdf0904 (__TEXT,__text) non-external _extractThreadProc
00007ffc1fdf4771 (__TEXT,__text) non-external _extractThreadSendCommand
00007ffc1fde3969 (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffc1fde377c (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffc1fde3973 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffc1fde39ef (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffc1fda6593 (__TEXT,__text) non-external _findFirst
00007ffc1fddbf1f (__TEXT,__text) non-external _fingerprint_consumer
00007ffc1fddbbd8 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffc1fda7a82 (__TEXT,__text) non-external _flushBuf
00007ffc1fe0417f (__TEXT,__text) non-external _flushOBuf
00007ffc1fe0a8e8 (__TEXT,__text) non-external _flushOBuf
00007ffc1fdc196b (__TEXT,__text) non-external _flushToResourceFork
00007ffc1fe042bc (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffc1fdb962c (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
00007ffc1fdd7ae7 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffc1fda7e18 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffc43b55620 (__DATA,__bss) non-external _gErrorContextKey
00007ffc1fdde97f (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffc1fdc80a0 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffc1fe04f42 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffc1fdaf2da (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffc1fdc66ed (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffc1fdcdb1a (__TEXT,__text) non-external _getErrorContextKey
00007ffc43b55610 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00007ffc1fdd9e4c (__TEXT,__text) non-external _getFieldBlob
00007ffc1fdc7928 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffc1fdc78a7 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffc1fdc7e83 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffc1fdf6159 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00007ffc1fdc8017 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffc1fdc781f (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffc1fdc812a (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffc1fdc8140 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffc1fdc81ce (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffc1fdc7e01 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffc1fe1351c (__TEXT,__text) non-external _getFreeCachePos
00007ffc1fd96f8b (__TEXT,__text) non-external _getHeader
00007ffc1fdef851 (__TEXT,__text) non-external _getPath
00007ffc1fdbc496 (__TEXT,__text) non-external _getProfile
00007ffc1fdc66b9 (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffc1fdc6dd2 (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffc1fde4263 (__TEXT,__text) non-external _getTempSegmentFilename
00007ffc1fdc8910 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffc1fe115c0 (__TEXT,__text) non-external _graisAbort
00007ffc1fe0fa07 (__TEXT,__text) non-external _graisClose
00007ffc1fe111b7 (__TEXT,__text) non-external _graisPRead
00007ffc1fe1118f (__TEXT,__text) non-external _graisRead
00007ffc1fe1157a (__TEXT,__text) non-external _graisSeek
00007ffc1fdee89b (__TEXT,__text) non-external _increaseCapacity
00007ffc1fdbb190 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffc1fe0487b (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffc1fdf5250 (__TEXT,__text) non-external _init_blob_with_magic
00007ffc1fdd00c4 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
00007ffc1fdd013d (__TEXT,__text) non-external (was a private external) _io_preallocate
00007ffc1fdd0302 (__TEXT,__text) non-external (was a private external) _io_set_nocache
00007ffc1fdc6e67 (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffc1fdfab00 (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffc1fdcd92d (__TEXT,__text) non-external (was a private external) _joinThread
00007ffc1fe0d250 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
00007ffc1fe0d2f1 (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffc1fdccfd6 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffc1fe054f4 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffc1fddda05 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffc1fdf9778 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffc1fe0aa8b (__TEXT,__text) non-external _loadChunkOffsets
00007ffc1fe08052 (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffc1fde3e76 (__TEXT,__text) non-external _loadRemainingRange
00007ffc1fde409a (__TEXT,__text) non-external _loadTempSegment
00007ffc1fde3a7f (__TEXT,__text) non-external _loadThread
00007ffc1fdd18da (__TEXT,__text) non-external (was a private external) _load_variants
00007ffc1fdc4ac3 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffc1fdc681a (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffc1fdb7e0c (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffc1fdb7dff (__TEXT,__text) non-external _memoryInputStreamClose
00007ffc1fdb7e41 (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffc1fdb7e1e (__TEXT,__text) non-external _memoryInputStreamRead
00007ffc1fdb7e98 (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffc1fdb7fef (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffc1fdb7fe2 (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffc1fdb8001 (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffc1fe04f1f (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffc1fe04aae (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffc1fe13dd0 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffc1fdef1db (__TEXT,__text) non-external _normalize
00007ffc1fdc68a6 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffc1fde42f7 (__TEXT,__text) non-external _notifySegmentAvailable
00007ffc1fe27e60 (__TEXT,__const) non-external _old_resource_fork_map
00007ffc1fe283b0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffc1fd96053 (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffc1fdd1a27 (__TEXT,__text) non-external (was a private external) _patch_write_controls
00007ffc1fdc6d02 (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffc1fd96f01 (__TEXT,__text) non-external _pcRead
00007ffc1fd962c5 (__TEXT,__text) non-external _pcWrite
00007ffc1fd8c874 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
00007ffc1fd8c6ea (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffc1fd8c679 (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffc1fd8c5ca (__TEXT,__text) non-external (was a private external) _pc_array_compare
00007ffc1fd8c664 (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffc1fd8c7d9 (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00007ffc1fd8c7c4 (__TEXT,__text) non-external (was a private external) _pc_array_sort
00007ffc1fddc030 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffc1fe1432e (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffc1fddc318 (__TEXT,__text) non-external (was a private external) _pc_log_info
00007ffc1fddc1a3 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
00007ffc1fdd76db (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
00007ffc1fd8e1b2 (__TEXT,__text) non-external _processClusterHeader
00007ffc1fdb2e4a (__TEXT,__text) non-external _processEntry
00007ffc1fdcb6ea (__TEXT,__text) non-external _processEntry
00007ffc1fd8dc83 (__TEXT,__text) non-external _processMagic
00007ffc1fd8ea62 (__TEXT,__text) non-external _processPadding
00007ffc1fd8dd8e (__TEXT,__text) non-external _processPrologue
00007ffc1fd8ed1f (__TEXT,__text) non-external _processSegment
00007ffc1fdd4952 (__TEXT,__text) non-external _processSegment
00007ffc1fde3228 (__TEXT,__text) non-external _processSegment
00007ffc1fda9e13 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
