00007ff8433508f0 (__DATA,__data) external _NDR_record
00007ff80041942d (__TEXT,__text) external _mach_vm_reclaim_synchronize
00007ff8004193ef (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff80040d883 (__TEXT,__text) external _mach_vm_region
00007ff800412aa6 (__TEXT,__text) external _mach_vm_region_recurse
00007ff800421ce5 (__TEXT,__text) external _mach_vm_remap
00007ff800421d73 (__TEXT,__text) external _mach_vm_remap_new
00007ff8004244a1 (__TEXT,__text) external _mach_vm_wire
00007ff800429648 (__TEXT,__text) external _mach_vm_write
00007ff80040da99 (__TEXT,__text) external _mach_voucher_attr_command
00007ff80040b2dc (__TEXT,__text) external _mach_voucher_deallocate
00007ff80043364f (__TEXT,__text) external _mach_voucher_debug_info
00007ff800433488 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff800412704 (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff80040be56 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff800409e94 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff800409ed0 (__TEXT,__text) external _mach_wait_until
00007ff800425c05 (__TEXT,__text) external _mach_zone_force_gc
00007ff800426892 (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff80042676c (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff800425aac (__TEXT,__text) external _mach_zone_info
00007ff8004265e1 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff800426473 (__TEXT,__text) external _mach_zone_info_for_zone
00007ff800409e4c (__TEXT,__text) external _macx_backing_store_recovery
00007ff800409e40 (__TEXT,__text) external _macx_backing_store_suspend
00007ff800409e1c (__TEXT,__text) external _macx_swapoff
00007ff800409e10 (__TEXT,__text) external _macx_swapon
00007ff800409e34 (__TEXT,__text) external _macx_triggers
00007ff80040c10c (__TEXT,__text) external _madvise
00007ff843350944 (__DATA,__bss) non-external _master_host_port
00007ff80040a06d (__TEXT,__text) non-external _memcpy
00007ff80040a06d (__TEXT,__text) non-external _memmove
00007ff80041111c (__TEXT,__text) external _memorystatus_control
00007ff800415270 (__TEXT,__text) external _memorystatus_get_level
00007ff8004189a4 (__TEXT,__text) external _mig_allocate
00007ff80040c556 (__TEXT,__text) external _mig_dealloc_reply_port
00007ff800421b16 (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff80040e670 (__TEXT,__text) external _mig_deallocate
00007ff80040a07d (__TEXT,__text) external _mig_get_reply_port
00007ff80040b1b0 (__TEXT,__text) external _mig_get_special_reply_port
00007ff80040e081 (__TEXT,__text) external _mig_put_reply_port
00007ff80040d84e (__TEXT,__text) external _mig_reply_setup
00007ff80040e0b6 (__TEXT,__text) external _mig_strncpy
00007ff80040b1d9 (__TEXT,__text) external _mig_strncpy_zerofill
00007ff800415288 (__TEXT,__text) external _mincore
00007ff8004152a0 (__TEXT,__text) external _minherit
00007ff800409ef4 (__TEXT,__text) external _mk_timer_arm
00007ff800409f0c (__TEXT,__text) external _mk_timer_arm_leeway
00007ff800409f00 (__TEXT,__text) external _mk_timer_cancel
00007ff800409edc (__TEXT,__text) external _mk_timer_create
00007ff800409ee8 (__TEXT,__text) external _mk_timer_destroy
00007ff80040b390 (__TEXT,__text) external _mkdir
00007ff80040cbac (__TEXT,__text) external _mkdirat
00007ff8004152b8 (__TEXT,__text) external _mkfifo
00007ff8004152d0 (__TEXT,__text) external _mkfifoat
00007ff8004152e8 (__TEXT,__text) external _mknod
00007ff800415300 (__TEXT,__text) external _mknodat
00007ff800411ce8 (__TEXT,__text) external _mlock
00007ff800415318 (__TEXT,__text) external _mlockall
00007ff80040a89d (__TEXT,__text) external _mmap
00007ff800413d70 (__TEXT,__text) external _mount
00007ff80040ce18 (__TEXT,__text) external _mprotect
00007ff800415330 (__TEXT,__text) external _mremap_encrypted
00007ff800418af7 (__TEXT,__text) external _msg_receive
00007ff800418aeb (__TEXT,__text) external _msg_rpc
00007ff800418af1 (__TEXT,__text) external _msg_send
00007ff8004148d0 (__TEXT,__text) external _msgctl
00007ff800415348 (__TEXT,__text) external _msgget
00007ff800415360 (__TEXT,__text) external _msgrcv
00007ff8004148e8 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff800415378 (__TEXT,__text) external _msgsnd
00007ff800414900 (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff800414918 (__TEXT,__text) external _msgsys
00007ff80040ede4 (__TEXT,__text) external _msync
00007ff800414930 (__TEXT,__text) external _msync$NOCANCEL
00007ff800411d00 (__TEXT,__text) external _munlock
00007ff800415390 (__TEXT,__text) external _munlockall
00007ff80040cb21 (__TEXT,__text) external _munmap
00007ff80040d0ac (__TEXT,__text) external _necp_client_action
00007ff800412cb0 (__TEXT,__text) external _necp_match_policy
00007ff80040d07c (__TEXT,__text) external _necp_open
00007ff8004153a8 (__TEXT,__text) external _necp_session_action
00007ff8004153c0 (__TEXT,__text) external _necp_session_open
00007ff8004153d8 (__TEXT,__text) external _net_qos_guideline
00007ff8004153f0 (__TEXT,__text) external _netagent_trigger
00007ff80042bd59 (__TEXT,__text) external _netname_check_in
00007ff80042c10e (__TEXT,__text) external _netname_check_out
00007ff80042bed7 (__TEXT,__text) external _netname_look_up
00007ff80042c285 (__TEXT,__text) external _netname_version
00007ff80041a44e (__TEXT,__text) external _nfsclnt
00007ff800415408 (__TEXT,__text) external _nfssvc
00007ff8433508e0 (__DATA,__data) external _non_boost_assertion_token
00007ff8433508d8 (__DATA,__data) external _normal_boost_assertion_token
00007ff800415420 (__TEXT,__text) external _ntp_adjtime
00007ff800415438 (__TEXT,__text) external _ntp_gettime
00007ff800415450 (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff80041351b (__TEXT,__text) external _open
00007ff80041a4b6 (__TEXT,__text) external _open$NOCANCEL
00007ff80040e4ad (__TEXT,__text) external _open_dprotected_np
00007ff80042056b (__TEXT,__text) external _openat
00007ff80041a74b (__TEXT,__text) external _openat$NOCANCEL
00007ff800420fc2 (__TEXT,__text) external _openat_authenticated_np
00007ff800420eef (__TEXT,__text) external _openat_dprotected_np
00007ff800415468 (__TEXT,__text) external _openbyid_np
00007ff800417b2a (__TEXT,__text) external _os_buflet_get_data_address
00007ff800417b11 (__TEXT,__text) external _os_buflet_get_data_length
00007ff800417b2f (__TEXT,__text) external _os_buflet_get_data_limit
00007ff800417b0d (__TEXT,__text) external _os_buflet_get_data_offset
00007ff800417b21 (__TEXT,__text) external _os_buflet_get_object_address
00007ff800417b26 (__TEXT,__text) external _os_buflet_get_object_limit
00007ff800417b1b (__TEXT,__text) external _os_buflet_set_data_length
00007ff800417b15 (__TEXT,__text) external _os_buflet_set_data_offset
00007ff80041cd52 (__TEXT,__text) external _os_channel_advance_slot
00007ff80041d68d (__TEXT,__text) external _os_channel_attr_clone
00007ff80041d648 (__TEXT,__text) external _os_channel_attr_create
00007ff80041d84b (__TEXT,__text) external _os_channel_attr_destroy
00007ff80041d9bc (__TEXT,__text) external _os_channel_attr_get
00007ff80041db20 (__TEXT,__text) external _os_channel_attr_get_key
00007ff80041d899 (__TEXT,__text) external _os_channel_attr_set
00007ff80041d753 (__TEXT,__text) external _os_channel_attr_set_key
00007ff80041cd1a (__TEXT,__text) external _os_channel_available_slot_count
00007ff80041eda4 (__TEXT,__text) external _os_channel_buflet_alloc
00007ff80041e7f8 (__TEXT,__text) external _os_channel_buflet_free
00007ff80041ed7f (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff80041ca86 (__TEXT,__text) external _os_channel_create
00007ff80041c06f (__TEXT,__text) external _os_channel_create_extended
00007ff80041cbc2 (__TEXT,__text) external _os_channel_destroy
00007ff80041ecf9 (__TEXT,__text) external _os_channel_event_free
00007ff800421a95 (__TEXT,__text) external _os_channel_event_get_event_data
00007ff8004219ec (__TEXT,__text) external _os_channel_event_get_next_event
00007ff80041d383 (__TEXT,__text) external _os_channel_flow_admissible
00007ff80041d4e6 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff80041d368 (__TEXT,__text) external _os_channel_get_advisory_region
00007ff80041ca95 (__TEXT,__text) external _os_channel_get_fd
00007ff80041ecfe (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff80041e946 (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff80041cda3 (__TEXT,__text) external _os_channel_get_next_slot
00007ff80041d306 (__TEXT,__text) external _os_channel_get_stats_region
00007ff80041c84f (__TEXT,__text) non-external _os_channel_info2attr
00007ff80041c98b (__TEXT,__text) non-external _os_channel_init_ring
00007ff80041cc20 (__TEXT,__text) external _os_channel_is_defunct
00007ff80041df62 (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff80041db7d (__TEXT,__text) external _os_channel_packet_alloc
00007ff80041db84 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff80041df6c (__TEXT,__text) external _os_channel_packet_free
00007ff80041e321 (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff80041ccf9 (__TEXT,__text) external _os_channel_pending
00007ff80041e5b8 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff80041ca98 (__TEXT,__text) external _os_channel_read_attr
00007ff80041cb81 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff80041cc2d (__TEXT,__text) external _os_channel_ring_id
00007ff80041cd11 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff80041cd08 (__TEXT,__text) external _os_channel_ring_sync_time
00007ff80041ccb1 (__TEXT,__text) external _os_channel_rx_ring
00007ff80041d110 (__TEXT,__text) external _os_channel_set_slot_properties
00007ff80041e0b7 (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff80041e1e2 (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff80041d1f0 (__TEXT,__text) external _os_channel_slot_get_packet
00007ff80041cba3 (__TEXT,__text) external _os_channel_sync
00007ff80041cc7c (__TEXT,__text) external _os_channel_tx_ring
00007ff80041cad8 (__TEXT,__text) external _os_channel_write_attr
00007ff800417ae0 (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff800413f30 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff800420b26 (__TEXT,__text) external _os_cpu_in_cksum
00007ff800420c1a (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff800415480 (__TEXT,__text) external _os_fault_with_payload
00007ff800417adb (__TEXT,__text) external _os_inet_checksum
00007ff80041f631 (__TEXT,__text) external _os_nexus_attr_clone
00007ff80041f5ec (__TEXT,__text) external _os_nexus_attr_create
00007ff80041f8cc (__TEXT,__text) external _os_nexus_attr_destroy
00007ff80041f7ac (__TEXT,__text) external _os_nexus_attr_get
00007ff80041f68d (__TEXT,__text) external _os_nexus_attr_set
00007ff80041fec1 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff80041fc08 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff80041fc29 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff80041f8df (__TEXT,__text) external _os_nexus_controller_create
00007ff80041fbfc (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff80042018d (__TEXT,__text) external _os_nexus_controller_destroy
00007ff80041fc1d (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff80041f972 (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff80042004b (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff80041fd4f (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff80041f975 (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff80041ffdd (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff80041fcf5 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff800420415 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff8004179ba (__TEXT,__text) external _os_packet_add_buflet
00007ff800416ffb (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff8004170f0 (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff800417a51 (__TEXT,__text) external _os_packet_decrement_use_count
00007ff80041783a (__TEXT,__text) external _os_packet_finalize
00007ff800417a70 (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff800417778 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff800416ed0 (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff800417770 (__TEXT,__text) external _os_packet_get_data_length
00007ff8004171d1 (__TEXT,__text) external _os_packet_get_expire_time
00007ff800417271 (__TEXT,__text) external _os_packet_get_expiry_action
00007ff800417076 (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff80041719d (__TEXT,__text) external _os_packet_get_group_end
00007ff800417132 (__TEXT,__text) external _os_packet_get_group_start
00007ff800416a86 (__TEXT,__text) external _os_packet_get_headroom
00007ff80041702d (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff8004176b0 (__TEXT,__text) external _os_packet_get_keep_alive
00007ff800416b4d (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff800416c0c (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff800416af1 (__TEXT,__text) external _os_packet_get_link_header_length
00007ff800416bac (__TEXT,__text) external _os_packet_get_link_multicast
00007ff8004177a4 (__TEXT,__text) external _os_packet_get_next_buflet
00007ff800417484 (__TEXT,__text) external _os_packet_get_packetid
00007ff80041780d (__TEXT,__text) external _os_packet_get_segment_count
00007ff800416e24 (__TEXT,__text) external _os_packet_get_service_class
00007ff800417313 (__TEXT,__text) external _os_packet_get_token
00007ff800417b33 (__TEXT,__text) external _os_packet_get_trace_id
00007ff800416f38 (__TEXT,__text) external _os_packet_get_traffic_class
00007ff800416d3d (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff800416c71 (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff800416cd7 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff800417705 (__TEXT,__text) external _os_packet_get_truncated
00007ff80041762f (__TEXT,__text) external _os_packet_get_vlan_id
00007ff800417637 (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff8004175d7 (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff8004176a1 (__TEXT,__text) external _os_packet_get_wake_flag
00007ff800417a34 (__TEXT,__text) external _os_packet_increment_use_count
00007ff80041763d (__TEXT,__text) external _os_packet_set_app_metadata
00007ff800416ea2 (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff80041721e (__TEXT,__text) external _os_packet_set_expire_time
00007ff8004172bd (__TEXT,__text) external _os_packet_set_expiry_action
00007ff8004170b3 (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff800417166 (__TEXT,__text) external _os_packet_set_group_end
00007ff8004170fb (__TEXT,__text) external _os_packet_set_group_start
00007ff800416a48 (__TEXT,__text) external _os_packet_set_headroom
00007ff800416fbf (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff8004176bf (__TEXT,__text) external _os_packet_set_keep_alive
00007ff800417739 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff800416b1e (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff800416bdd (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff800416ab3 (__TEXT,__text) external _os_packet_set_link_header_length
00007ff800416b7d (__TEXT,__text) external _os_packet_set_link_multicast
00007ff800417510 (__TEXT,__text) external _os_packet_set_packetid
00007ff800417bcd (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff800416da3 (__TEXT,__text) external _os_packet_set_service_class
00007ff8004173c1 (__TEXT,__text) external _os_packet_set_token
00007ff800417b47 (__TEXT,__text) external _os_packet_set_trace_id
00007ff800416f15 (__TEXT,__text) external _os_packet_set_traffic_class
00007ff800416d70 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff800416d0a (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff800416c3e (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff800416ca4 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff800417bfc (__TEXT,__text) external _os_packet_set_tso_flags
00007ff800417a9d (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff800417585 (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff800417b73 (__TEXT,__text) external _os_packet_trace_event
00007ff8004190a9 (__TEXT,__text) external _os_proc_available_memory
00007ff800418a2a (__TEXT,__text) external _panic
00007ff800418a23 (__TEXT,__text) external _panic_init
00007ff800415498 (__TEXT,__text) external _panic_with_data
00007ff8004106ac (__TEXT,__text) external _pathconf
00007ff8004154b0 (__TEXT,__text) external _peeloff
00007ff800409df8 (__TEXT,__text) external _pid_for_task
00007ff8004154c8 (__TEXT,__text) external _pid_hibernate
00007ff8004154e0 (__TEXT,__text) external _pid_resume
00007ff80041efcf (__TEXT,__text) external _pid_shutdown_networking
00007ff8004154f8 (__TEXT,__text) external _pid_shutdown_sockets
00007ff800415510 (__TEXT,__text) external _pid_suspend
00007ff80040edfc (__TEXT,__text) external _pipe
00007ff800415528 (__TEXT,__text) external _pivot_root
00007ff800416a14 (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff800416a2e (__TEXT,__text) external _pkt_type_assert_fail
00007ff800410bf4 (__TEXT,__text) external _poll
00007ff800414a08 (__TEXT,__text) external _poll$NOCANCEL
00007ff800416969 (__TEXT,__text) non-external _port_for_id_internal
00007ff800418a7b (__TEXT,__text) external _port_obj_init
00007ff843350998 (__DATA,__common) external _port_obj_table
00007ff8433508c8 (__DATA,__data) external _port_obj_table_size
00007ff80040c10c (__TEXT,__text) external _posix_madvise
00007ff80040f6cb (__TEXT,__text) external _posix_spawn
00007ff800413388 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff80041b3f4 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff80041b47c (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff800413e85 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff80040f1b6 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff80041b50d (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff800413e17 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff80041375d (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff80040fb74 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff80040f16e (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff843350958 (__DATA,__bss) non-external _posix_spawn_with_filter
00007ff80040f9d3 (__TEXT,__text) external _posix_spawnattr_destroy
00007ff80041b363 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff80041b7e5 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff80041b7b1 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff80041b0ec (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff80041b099 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff80041b598 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff80041b030 (__TEXT,__text) external _posix_spawnattr_getflags
00007ff80040f3c2 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff80041b14d (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff80041b065 (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff80041b167 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff80041b04b (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff80041b07f (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff80040f2a1 (__TEXT,__text) external _posix_spawnattr_init
00007ff80041b37f (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff80041bc0f (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff80041b3b6 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff80041b39b (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff80041b3d2 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff80041b953 (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff80041b7cd (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff80041bcc4 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff80041ba0b (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff80041ba95 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff80041b5d4 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff80041bd06 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff800433b18 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff80041bce5 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00007ff80041bd9f (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff80041bb51 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff80041b921 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff80041b8ab (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff80041b8d3 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff80041b801 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff80041b883 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff80041b34b (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff80041bca3 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff80041b6c7 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff80041b792 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff80041b64f (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff80041b28f (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff80041b5bc (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff80041b981 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff80041b273 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00007ff80041b19e (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff800413353 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff800413821 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff80041b6fd (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff80041b57b (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff80041370e (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff80041b251 (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff800413ef3 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff80040f3a8 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff800410c0b (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff80040f496 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff80041b93a (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff80041b221 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff80041b183 (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff80041b239 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff80040f38d (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff80040f373 (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff800413733 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff80040b2c4 (__TEXT,__text) external _pread
00007ff800414a20 (__TEXT,__text) external _pread$NOCANCEL
00007ff800415540 (__TEXT,__text) external _preadv
00007ff800414a38 (__TEXT,__text) external _preadv$NOCANCEL
00007ff80041aaf7 (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff800419d69 (__TEXT,__text) external _proc_clear_cpulimits
00007ff800419f0d (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff80041983e (__TEXT,__text) external _proc_clear_dirty
00007ff800419e1a (__TEXT,__text) external _proc_clear_vmpressure
00007ff80041973f (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff800411f61 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff800412021 (__TEXT,__text) external _proc_denap_assertion_complete
00007ff800419f5a (__TEXT,__text) external _proc_disable_apptype
00007ff800413084 (__TEXT,__text) external _proc_disable_cpumon
00007ff800411cbc (__TEXT,__text) external _proc_disable_wakemon
00007ff800419dbf (__TEXT,__text) external _proc_donate_importance_boost
00007ff800419fba (__TEXT,__text) external _proc_enable_apptype
00007ff800411c57 (__TEXT,__text) external _proc_get_cpumon_params
00007ff8004197e3 (__TEXT,__text) external _proc_get_dirty
00007ff800419c82 (__TEXT,__text) external _proc_get_wakemon_params
00007ff800411f69 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff800412029 (__TEXT,__text) external _proc_importance_assertion_complete
00007ff800419673 (__TEXT,__text) external _proc_kmsgbuf
00007ff8004197c8 (__TEXT,__text) external _proc_libversion
00007ff800419cda (__TEXT,__text) external _proc_list_dynkqueueids
00007ff800419cc1 (__TEXT,__text) external _proc_list_uptrs
00007ff800419446 (__TEXT,__text) external _proc_listallpids
00007ff8004194b0 (__TEXT,__text) external _proc_listchildpids
00007ff8004194e8 (__TEXT,__text) external _proc_listcoalitions
00007ff80041947b (__TEXT,__text) external _proc_listpgrppids
00007ff800411f1b (__TEXT,__text) external _proc_listpids
00007ff800421034 (__TEXT,__text) external _proc_listpidspath
00007ff80040ea38 (__TEXT,__text) external _proc_name
00007ff80041009f (__TEXT,__text) external _proc_pid_rusage
00007ff8004195a9 (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff800419560 (__TEXT,__text) external _proc_pidfdinfo
00007ff800419585 (__TEXT,__text) external _proc_pidfileportinfo
00007ff80040ae75 (__TEXT,__text) external _proc_pidinfo
00007ff80040fe42 (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff80040b472 (__TEXT,__text) external _proc_pidpath
00007ff80041969e (__TEXT,__text) external _proc_pidpath_audittoken
00007ff8004195e7 (__TEXT,__text) external _proc_regionfilename
00007ff800419d5a (__TEXT,__text) external _proc_reset_footprint_interval
00007ff800419acf (__TEXT,__text) external _proc_resume_cpumon
00007ff800410b30 (__TEXT,__text) external _proc_rlimit_control
00007ff800410054 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff80040fff1 (__TEXT,__text) external _proc_set_cpumon_params
00007ff800419b07 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff80041a0c9 (__TEXT,__text) external _proc_set_csm
00007ff800419ebd (__TEXT,__text) external _proc_set_delayidlesleep
00007ff80040c6f5 (__TEXT,__text) external _proc_set_dirty
00007ff80041a01d (__TEXT,__text) external _proc_set_no_smt
00007ff800419e70 (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff800411d17 (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff800419c5d (__TEXT,__text) external _proc_set_wakemon_params
00007ff800419cf3 (__TEXT,__text) external _proc_setcpu_percentage
00007ff80040bad9 (__TEXT,__text) external _proc_setpcontrol
00007ff800419515 (__TEXT,__text) external _proc_setthread_cpupercent
00007ff80041a179 (__TEXT,__text) external _proc_setthread_csm
00007ff80041a075 (__TEXT,__text) external _proc_setthread_no_smt
00007ff8004198e0 (__TEXT,__text) external _proc_signal_delegate
00007ff8004199d6 (__TEXT,__text) external _proc_signal_with_audittoken
00007ff80041a01a (__TEXT,__text) external _proc_suppress
00007ff800419888 (__TEXT,__text) external _proc_terminate
00007ff800419a79 (__TEXT,__text) external _proc_terminate_all_rsr
00007ff80041994f (__TEXT,__text) external _proc_terminate_delegate
00007ff800419a1e (__TEXT,__text) external _proc_terminate_with_audittoken
00007ff800415558 (__TEXT,__text) external _proc_trace_log
