00007ffa1e97e082 (__TEXT,__text) non-external _DiToMD5
00007ffa1e98d63a (__TEXT,__text) external __ZN8OSObject9_DispatchEPS_5IORPC
00007ffa1e9726e2 (__TEXT,__text) external __ZN8OSString10withStringEPKS_
00007ffa1e9726ae (__TEXT,__text) external __ZN8OSString11withCStringEPKc
00007ffa1e972704 (__TEXT,__text) external __ZN8OSString11withCStringEPKcm
00007ffa1e9726c8 (__TEXT,__text) external __ZN8OSString17withCStringNoCopyEPKc
00007ffa1e96ef70 (__TEXT,__text) external __ZN8OSString4freeEv
00007ffa1e98ff85 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.1
00007ffa1e98ffa6 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.2
00007ffa1e98ffc9 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.3
00007ffa1e96c20e (__TEXT,__text) external __ZN9IOCommand12CommandChainEv
00007ffa1e96c1c4 (__TEXT,__text) external __ZN9IOCommand4freeEv
00007ffa1e96c164 (__TEXT,__text) external __ZN9IOCommand4initEv
00007ffa1e96c204 (__TEXT,__text) external __ZN9IOCommand9FromChainEP11queue_entry
00007ffa1e986aae (__TEXT,__text) external __ZN9IOService10AdjustBusyEiPFiP15OSMetaClassBase5IORPCE
00007ffa1e985fcc (__TEXT,__text) external __ZN9IOService10JoinPMTreeEPFiP15OSMetaClassBase5IORPCE
00007ffa1e96b32e (__TEXT,__text) external __ZN9IOService10Start_ImplEPS_
00007ffa1e9880c0 (__TEXT,__text) external __ZN9IOService10Stop_asyncEPS_PFiP15OSMetaClassBase5IORPCE
00007ffa1e96b654 (__TEXT,__text) external __ZN9IOService11Create_ImplEPS_PKcPS0_
00007ffa1e984d0c (__TEXT,__text) external __ZN9IOService11Stop_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffa1e986bec (__TEXT,__text) external __ZN9IOService12GetBusyStateEPjPFiP15OSMetaClassBase5IORPCE
00007ffa1e984c56 (__TEXT,__text) external __ZN9IOService12Start_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffa1e986e8a (__TEXT,__text) external __ZN9IOService12UpdateReportEP6OSDatajPjyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1e985474 (__TEXT,__text) external __ZN9IOService13ClientCrashedEPS_yPFiP15OSMetaClassBase5IORPCE
00007ffa1e984f34 (__TEXT,__text) external __ZN9IOService13Create_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_PKcPS3_E
00007ffa1e986380 (__TEXT,__text) external __ZN9IOService13NewUserClientEjPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1e986104 (__TEXT,__text) external __ZN9IOService13SetPowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e985e84 (__TEXT,__text) external __ZN9IOService13SetPropertiesEP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1e985b1c (__TEXT,__text) external __ZN9IOService14CopyPropertiesEPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1e987a2a (__TEXT,__text) external __ZN9IOService14RemovePropertyEP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffa1e985c8a (__TEXT,__text) external __ZN9IOService14SearchPropertyEPKcS1_yPP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffa1e9883d6 (__TEXT,__text) external __ZN9IOService14SetName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007ffa1e98818a (__TEXT,__text) external __ZN9IOService14_NewUserClientEjP12OSDictionaryPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1e98702c (__TEXT,__text) external __ZN9IOService15ConfigureReportEP6OSDatajPjPFiP15OSMetaClassBase5IORPCE
00007ffa1e988f5a (__TEXT,__text) external __ZN9IOService15CopyName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSStringE
00007ffa1e985876 (__TEXT,__text) external __ZN9IOService15RegisterServiceEPFiP15OSMetaClassBase5IORPCE
00007ffa1e96b4b4 (__TEXT,__text) external __ZN9IOService15Stop_async_ImplEPS_
00007ffa1e986242 (__TEXT,__text) external __ZN9IOService16ChangePowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e988e94 (__TEXT,__text) external __ZN9IOService16SetLegend_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArraybE
00007ffa1e96b7c8 (__TEXT,__text) external __ZN9IOService16StringFromReturnEi
00007ffa1e98746e (__TEXT,__text) external __ZN9IOService16StringFromReturnEiPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffa1e9888fa (__TEXT,__text) external __ZN9IOService16Terminate_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffa1e988ada (__TEXT,__text) external __ZN9IOService17AdjustBusy_InvokeE5IORPCP15OSMetaClassBasePFiS2_iE
00007ffa1e98878a (__TEXT,__text) external __ZN9IOService17JoinPMTree_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffa1e9850ea (__TEXT,__text) external __ZN9IOService17Stop_async_InvokeE5IORPCP15OSMetaClassBasePFvS2_PS_E
00007ffa1e9877aa (__TEXT,__text) external __ZN9IOService17UserSetPropertiesEP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffa1e985588 (__TEXT,__text) external __ZN9IOService18GetRegistryEntryIDEPyPFiP15OSMetaClassBase5IORPCE
00007ffa1e986972 (__TEXT,__text) external __ZN9IOService18RequireMaxBusStallEyPFiP15OSMetaClassBase5IORPCE
00007ffa1e96b4ec (__TEXT,__text) external __ZN9IOService18SetPowerState_ImplEj
00007ffa1e988b52 (__TEXT,__text) external __ZN9IOService19GetBusyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_PjE
00007ffa1e988cb8 (__TEXT,__text) external __ZN9IOService19UpdateReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjyyP18IOMemoryDescriptorE
00007ffa1e96b700 (__TEXT,__text) external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient
00007ffa1e98fa4b (__TEXT,__text) non-external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient.cold.1
00007ffa1e98831c (__TEXT,__text) external __ZN9IOService20ClientCrashed_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yE
00007ffa1e988874 (__TEXT,__text) external __ZN9IOService20NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPP12IOUserClientE
00007ffa1e984ebc (__TEXT,__text) external __ZN9IOService20SetPowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1e9886ce (__TEXT,__text) external __ZN9IOService20SetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12OSDictionaryE
00007ffa1e9884fe (__TEXT,__text) external __ZN9IOService21CopyProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP12OSDictionaryE
00007ffa1e98923a (__TEXT,__text) external __ZN9IOService21RemoveProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringE
00007ffa1e9885a0 (__TEXT,__text) external __ZN9IOService21SearchProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcS4_yPP11OSContainerE
00007ffa1e96b53c (__TEXT,__text) external __ZN9IOService21SetDispatchQueue_ImplEPKcP15IODispatchQueue
00007ffa1e9875e0 (__TEXT,__text) external __ZN9IOService21_ClaimSystemWakeEventEPS_yPKcP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffa1e98515e (__TEXT,__text) external __ZN9IOService21_NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jP12OSDictionaryPP12IOUserClientE
00007ffa1e988dcc (__TEXT,__text) external __ZN9IOService22ConfigureReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjE
00007ffa1e9867ee (__TEXT,__text) external __ZN9IOService22CopyProviderPropertiesEP7OSArrayPS1_PFiP15OSMetaClassBase5IORPCE
00007ffa1e986d4c (__TEXT,__text) external __ZN9IOService22CoreAnalyticsSendEventEyP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1e98848c (__TEXT,__text) external __ZN9IOService22RegisterService_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffa1e96b7c0 (__TEXT,__text) external __ZN9IOService22UserSetProperties_ImplEP11OSContainer
00007ffa1e9887fc (__TEXT,__text) external __ZN9IOService23ChangePowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1e96b2de (__TEXT,__text) external __ZN9IOService23GetRegistryEntryID_ImplEPy
00007ffa1e988ffc (__TEXT,__text) external __ZN9IOService23StringFromReturn_InvokeE5IORPCP15OSMetaClassBasePFiS2_iPP8OSStringE
00007ffa1e987e0c (__TEXT,__text) external __ZN9IOService24StateNotificationItemSetEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1e98502e (__TEXT,__text) external __ZN9IOService24UserSetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P11OSContainerE
00007ffa1e984dc2 (__TEXT,__text) external __ZN9IOService25GetRegistryEntryID_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyE
00007ffa1e988a62 (__TEXT,__text) external __ZN9IOService25RequireMaxBusStall_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffa1e987f3c (__TEXT,__text) external __ZN9IOService25StateNotificationItemCopyEP8OSStringPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1e9859ae (__TEXT,__text) external __ZN9IOService26CreateDefaultDispatchQueueEPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffa1e987cdc (__TEXT,__text) external __ZN9IOService27StateNotificationItemCreateEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1e9699f8 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEP8OSStringP12OSDictionary
00007ffa1e969a40 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEPKcP12OSDictionary
00007ffa1e9890a0 (__TEXT,__text) external __ZN9IOService28_ClaimSystemWakeEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yPKcP11OSContainerE
00007ffa1e988972 (__TEXT,__text) external __ZN9IOService29CopyProviderProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArrayPS4_E
00007ffa1e988bca (__TEXT,__text) external __ZN9IOService29CoreAnalyticsSendEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP8OSStringP12OSDictionaryE
00007ffa1e96b226 (__TEXT,__text) external __ZN9IOService31CreateDefaultDispatchQueue_ImplEPP15IODispatchQueue
00007ffa1e98945e (__TEXT,__text) external __ZN9IOService31StateNotificationItemSet_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffa1e969824 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcP8OSObjectP12OSDictionary
00007ffa1e9698f8 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary
00007ffa1e98f81f (__TEXT,__text) non-external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary.cold.1
00007ffa1e989544 (__TEXT,__text) external __ZN9IOService32StateNotificationItemCopy_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringPP12OSDictionaryE
00007ffa1e984e3a (__TEXT,__text) external __ZN9IOService33CreateDefaultDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP15IODispatchQueueE
00007ffa1e9699c8 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffa1e9699e0 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEPKcP12OSDictionary
00007ffa1e987b72 (__TEXT,__text) external __ZN9IOService34CopySystemStateNotificationServiceEPPS_PFiP15OSMetaClassBase5IORPCE
00007ffa1e9878f2 (__TEXT,__text) external __ZN9IOService34SendIOMessageServicePropertyChangeEPFiP15OSMetaClassBase5IORPCE
00007ffa1e989378 (__TEXT,__text) external __ZN9IOService34StateNotificationItemCreate_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffa1e96994a (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffa1e969992 (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEPKcP12OSDictionary
00007ffa1e9892f6 (__TEXT,__text) external __ZN9IOService41CopySystemStateNotificationService_InvokeE5IORPCP15OSMetaClassBasePFiS2_PPS_E
00007ffa1e9891c8 (__TEXT,__text) external __ZN9IOService41SendIOMessageServicePropertyChange_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffa1e985364 (__TEXT,__text) external __ZN9IOService4StopEPS_PFiP15OSMetaClassBase5IORPCE
00007ffa1e9683dc (__TEXT,__text) external __ZN9IOService4freeEv
00007ffa1e96b12c (__TEXT,__text) external __ZN9IOService4initEv
00007ffa1e98fa05 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.1
00007ffa1e98fa28 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.2
00007ffa1e985254 (__TEXT,__text) external __ZN9IOService5StartEPS_PFiP15OSMetaClassBase5IORPCE
00007ffa1e9864f2 (__TEXT,__text) external __ZN9IOService6CreateEPS_PKcPS0_PFiP15OSMetaClassBase5IORPCE
00007ffa1e9856ea (__TEXT,__text) external __ZN9IOService7SetNameEPKcPFiP15OSMetaClassBase5IORPCE
00007ffa1e987300 (__TEXT,__text) external __ZN9IOService8CopyNameEPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffa1e984670 (__TEXT,__text) external __ZN9IOService8DispatchE5IORPC
00007ffa1e9871aa (__TEXT,__text) external __ZN9IOService9SetLegendEP7OSArraybPFiP15OSMetaClassBase5IORPCE
00007ffa1e96b36c (__TEXT,__text) external __ZN9IOService9Stop_ImplEPS_
00007ffa1e9866b2 (__TEXT,__text) external __ZN9IOService9TerminateEyPFiP15OSMetaClassBase5IORPCE
00007ffa1e98467a (__TEXT,__text) external __ZN9IOService9_DispatchEPS_5IORPC
00007ffa1e972982 (__TEXT,__text) external __ZN9OSBoolean4freeEv
00007ffa1e982068 (__TEXT,__text) non-external (was a private external) __ZNK11IOEventLink12getMetaClassEv
00007ffa1e98ce30 (__TEXT,__text) non-external (was a private external) __ZNK11IOWorkGroup12getMetaClassEv
00007ffa1e9711f6 (__TEXT,__text) external __ZNK12OSCollection14copyCollectionEP12OSDictionary
00007ffa1e971206 (__TEXT,__text) external __ZNK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e9712fc (__TEXT,__text) external __ZNK12OSDictionary11getCapacityEv
00007ffa1e9717ca (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e9715be (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectS1_E
00007ffa1e9712e0 (__TEXT,__text) external __ZNK12OSDictionary8getCountEv
00007ffa1e97169c (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPK8OSObject
00007ffa1e9717ba (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPKc
00007ffa1e971216 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPK15OSMetaClassBase
00007ffa1e971254 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_
00007ffa1e9716a8 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection
00007ffa1e96c148 (__TEXT,__text) external __ZNK12OSMappedFile4dataEv
00007ffa1e96c156 (__TEXT,__text) external __ZNK12OSMappedFile4sizeEv
00007ffa1e9722cc (__TEXT,__text) external __ZNK12OSOrderedSet13getLastObjectEv
00007ffa1e9722c0 (__TEXT,__text) external __ZNK12OSOrderedSet14getFirstObjectEv
00007ffa1e981148 (__TEXT,__text) non-external (was a private external) __ZNK15IODispatchQueue12getMetaClassEv
00007ffa1e965330 (__TEXT,__text) external __ZNK15OSMetaClassBase12GetClassNameEv
00007ffa1e965c40 (__TEXT,__text) external __ZNK15OSMetaClassBase12getMetaClassEv
00007ffa1e9652fa (__TEXT,__text) external __ZNK15OSMetaClassBase13RemotePrivateEv
00007ffa1e965be0 (__TEXT,__text) external __ZNK15OSMetaClassBase14getRetainCountEv
00007ffa1e965bd4 (__TEXT,__text) external __ZNK15OSMetaClassBase6retainEv
00007ffa1e9652f0 (__TEXT,__text) external __ZNK15OSMetaClassBase7PrivateEv
00007ffa1e965bda (__TEXT,__text) external __ZNK15OSMetaClassBase7releaseEv
00007ffa1e965c34 (__TEXT,__text) external __ZNK15OSMetaClassBase9isEqualToEPKS_
00007ffa1e9819fa (__TEXT,__text) non-external (was a private external) __ZNK16IODispatchSource12getMetaClassEv
00007ffa1e980cb2 (__TEXT,__text) non-external (was a private external) __ZNK25IODataQueueDispatchSource12getMetaClassEv
00007ffa1e9839b0 (__TEXT,__text) non-external (was a private external) __ZNK25IOInterruptDispatchSource12getMetaClassEv
00007ffa1e989e5e (__TEXT,__text) non-external (was a private external) __ZNK35IOServiceNotificationDispatchSource12getMetaClassEv
00007ffa1e98beea (__TEXT,__text) non-external (was a private external) __ZNK38OSAction_IOUserClient_KernelCompletion12getMetaClassEv
00007ffa1e98a620 (__TEXT,__text) non-external (was a private external) __ZNK40IOServiceStateNotificationDispatchSource12getMetaClassEv
00007ffa1e98e562 (__TEXT,__text) non-external (was a private external) __ZNK47OSAction__IOBlockStorageDevice_KernelCompletion12getMetaClassEv
00007ffa1e97206c (__TEXT,__text) external __ZNK5OSSet12getAnyObjectEv
00007ffa1e972014 (__TEXT,__text) external __ZNK5OSSet14containsObjectEPK15OSMetaClassBase
00007ffa1e972028 (__TEXT,__text) external __ZNK5OSSet6memberEPK15OSMetaClassBase
00007ffa1e972660 (__TEXT,__text) external __ZNK6OSData11getCapacityEv
00007ffa1e972620 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEmm
00007ffa1e97241c (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEv
00007ffa1e97244a (__TEXT,__text) external __ZNK6OSData9getLengthEv
00007ffa1e972310 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK15OSMetaClassBase
00007ffa1e9723c6 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK8OSString
00007ffa1e972394 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKS_
00007ffa1e9723da (__TEXT,__text) external __ZNK6OSData9isEqualToEPKvm
00007ffa1e9719b4 (__TEXT,__text) external __ZNK7OSArray11getCapacityEv
00007ffa1e971cf2 (__TEXT,__text) external __ZNK7OSArray13getLastObjectEv
00007ffa1e971d0e (__TEXT,__text) external __ZNK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e971d96 (__TEXT,__text) external __ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej
00007ffa1e971998 (__TEXT,__text) external __ZNK7OSArray8getCountEv
00007ffa1e971ce6 (__TEXT,__text) external __ZNK7OSArray9getObjectEj
00007ffa1e97186a (__TEXT,__text) external __ZNK7OSArray9isEqualToEPK15OSMetaClassBase
00007ffa1e9718a8 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPKS_
00007ffa1e98d40c (__TEXT,__text) non-external (was a private external) __ZNK8OSAction12getMetaClassEv
00007ffa1e9727bc (__TEXT,__text) external __ZNK8OSNumber12numberOfBitsEv
00007ffa1e9727c8 (__TEXT,__text) external __ZNK8OSNumber17unsigned8BitValueEv
00007ffa1e9727ec (__TEXT,__text) external __ZNK8OSNumber18unsigned16BitValueEv
00007ffa1e972810 (__TEXT,__text) external __ZNK8OSNumber18unsigned32BitValueEv
00007ffa1e97282e (__TEXT,__text) external __ZNK8OSNumber18unsigned64BitValueEv
00007ffa1e972850 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPK15OSMetaClassBase
00007ffa1e9728b8 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPKS_
00007ffa1e965bea (__TEXT,__text) external __ZNK8OSObject6retainEv
00007ffa1e98e9ae (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.1
00007ffa1e98e9d1 (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.2
00007ffa1e965c14 (__TEXT,__text) external __ZNK8OSObject7releaseEv
00007ffa1e98e9f4 (__TEXT,__text) non-external __ZNK8OSObject7releaseEv.cold.1
00007ffa1e96f0d8 (__TEXT,__text) external __ZNK8OSString16getCStringNoCopyEv
00007ffa1e96f112 (__TEXT,__text) external __ZNK8OSString9getLengthEv
00007ffa1e972718 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK15OSMetaClassBase
00007ffa1e97245c (__TEXT,__text) external __ZNK8OSString9isEqualToEPK6OSData
00007ffa1e97275e (__TEXT,__text) external __ZNK8OSString9isEqualToEPKS_
00007ffa1e97276a (__TEXT,__text) external __ZNK8OSString9isEqualToEPKc
00007ffa1e96b814 (__TEXT,__text) external __ZNK9IOService11GetProviderEv
00007ffa1e972976 (__TEXT,__text) external __ZNK9OSBoolean6retainEv
00007ffa1e97297c (__TEXT,__text) external __ZNK9OSBoolean7releaseEv
00007ffa42cee580 (__DATA,__const_weak) external __ZTI10IOReporter
00007ffa42cee710 (__DATA,__const_weak) external __ZTI11IOEventLink
00007ffa41b41908 (__DATA_CONST,__const) external __ZTI11IOMemoryMap
00007ffa42ceeb18 (__DATA,__const_weak) external __ZTI11IOWorkGroup
00007ffa41b3f778 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSContainer
00007ffa41b3f128 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSInterface
00007ffa41b407f8 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSMetaClass
00007ffa42cee6c0 (__DATA,__const_weak) external __ZTI12IODMACommand
00007ffa42ceea78 (__DATA,__const_weak) external __ZTI12IOUserClient
00007ffa41b42890 (__DATA_CONST,__const) external __ZTI12IOUserServer
00007ffa41b3f8d0 (__DATA_CONST,__const) external __ZTI12OSCollection
00007ffa41b3f9f8 (__DATA_CONST,__const) external __ZTI12OSDictionary
00007ffa42cee3a0 (__DATA,__const_weak) external __ZTI12OSMappedFile
00007ffa42cee530 (__DATA,__const_weak) external __ZTI12OSOrderedSet
00007ffa42cee440 (__DATA,__const_weak) external __ZTI13IOCommandPool
00007ffa42cee670 (__DATA,__const_weak) external __ZTI14IOReportLegend
00007ffa42cee4c8 (__DATA,__const_weak) weak external __ZTI14OSSetInterface
00007ffa41b43978 (__DATA_CONST,__const) external __ZTI14OSSetMetaClass
00007ffa41b40f58 (__DATA_CONST,__const) external __ZTI15IODispatchQueue
00007ffa42cee8d0 (__DATA,__const_weak) weak external __ZTI15IOStateReporter
00007ffa41b3fd70 (__DATA_CONST,__const) non-external (was a private external) __ZTI15OSDataInterface
00007ffa41b431f8 (__DATA_CONST,__const) external __ZTI15OSDataMetaClass
00007ffa41b3f0b0 (__DATA_CONST,__const) external __ZTI15OSMetaClassBase
00007ffa41b3ffb0 (__DATA_CONST,__const) external __ZTI15OSSerialization
00007ffa41b41108 (__DATA_CONST,__const) external __ZTI16IODispatchSource
00007ffa41b40260 (__DATA_CONST,__const) external __ZTI16IOReporter_IVars
00007ffa42cee818 (__DATA,__const_weak) weak external __ZTI16IOSimpleReporter
00007ffa41b3fb08 (__DATA_CONST,__const) non-external (was a private external) __ZTI16OSArrayInterface
00007ffa41b42cb8 (__DATA_CONST,__const) external __ZTI16OSArrayMetaClass
00007ffa42cee478 (__DATA,__const_weak) weak external __ZTI17IOThreadInterface
00007ffa41b43e78 (__DATA_CONST,__const) external __ZTI17IOThreadMetaClass
00007ffa41b42b88 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSActionInterface
00007ffa41b42b08 (__DATA_CONST,__const) external __ZTI17OSActionMetaClass
00007ffa42cee338 (__DATA,__const_weak) weak external __ZTI17OSBundleInterface
00007ffa41b42ea8 (__DATA_CONST,__const) external __ZTI17OSBundleMetaClass
00007ffa41b3fe28 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSNumberInterface
00007ffa41b434e0 (__DATA_CONST,__const) external __ZTI17OSNumberMetaClass
00007ffa41b43658 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSObjectInterface
00007ffa41b435d8 (__DATA_CONST,__const) external __ZTI17OSObjectMetaClass
00007ffa41b3f7b0 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSStringInterface
00007ffa41b43a70 (__DATA_CONST,__const) external __ZTI17OSStringMetaClass
00007ffa42cee3d8 (__DATA,__const_weak) weak external __ZTI18IOCommandInterface
00007ffa41b409c0 (__DATA_CONST,__const) external __ZTI18IOCommandMetaClass
00007ffa41b41758 (__DATA_CONST,__const) external __ZTI18IOMemoryDescriptor
00007ffa41b41f78 (__DATA_CONST,__const) non-external (was a private external) __ZTI18IOServiceInterface
00007ffa41b41ef8 (__DATA_CONST,__const) external __ZTI18IOServiceMetaClass
00007ffa41b3fee0 (__DATA_CONST,__const) non-external (was a private external) __ZTI18OSBooleanInterface
00007ffa41b42db0 (__DATA_CONST,__const) external __ZTI18OSBooleanMetaClass
00007ffa42cee988 (__DATA,__const_weak) weak external __ZTI19IOHistogramReporter
00007ffa42cee568 (__DATA,__const_weak) weak external __ZTI19IOReporterInterface
00007ffa41b41ca0 (__DATA_CONST,__const) external __ZTI19IOReporterMetaClass
00007ffa42cee6f8 (__DATA,__const_weak) weak external __ZTI20IOEventLinkInterface
00007ffa41b41220 (__DATA_CONST,__const) external __ZTI20IOEventLinkMetaClass
00007ffa42cee760 (__DATA,__const_weak) external __ZTI20IOExtensiblePaniclog
00007ffa41b418f0 (__DATA_CONST,__const) non-external (was a private external) __ZTI20IOMemoryMapInterface
00007ffa41b41870 (__DATA_CONST,__const) external __ZTI20IOMemoryMapMetaClass
00007ffa42ceeb00 (__DATA,__const_weak) weak external __ZTI20IOWorkGroupInterface
00007ffa41b429a8 (__DATA_CONST,__const) external __ZTI20IOWorkGroupMetaClass
00007ffa41b3f760 (__DATA_CONST,__const) non-external (was a private external) __ZTI20OSContainerInterface
00007ffa41b43098 (__DATA_CONST,__const) external __ZTI20OSContainerMetaClass
00007ffa42cee6a8 (__DATA,__const_weak) weak external __ZTI21IODMACommandInterface
00007ffa41b40bb0 (__DATA_CONST,__const) external __ZTI21IODMACommandMetaClass
00007ffa41b40460 (__DATA_CONST,__const) external __ZTI21IOStateReporter_IVars
00007ffa41b42400 (__DATA_CONST,__const) external __ZTI21IOTimerDispatchSource
00007ffa42ceea60 (__DATA,__const_weak) weak external __ZTI21IOUserClientInterface
00007ffa41b425b8 (__DATA_CONST,__const) external __ZTI21IOUserClientMetaClass
00007ffa41b42878 (__DATA_CONST,__const) non-external (was a private external) __ZTI21IOUserServerInterface
00007ffa41b427f8 (__DATA_CONST,__const) external __ZTI21IOUserServerMetaClass
00007ffa41b3f8b8 (__DATA_CONST,__const) non-external (was a private external) __ZTI21OSCollectionInterface
00007ffa41b42fa0 (__DATA_CONST,__const) external __ZTI21OSCollectionMetaClass
00007ffa41b3f9e0 (__DATA_CONST,__const) non-external (was a private external) __ZTI21OSDictionaryInterface
00007ffa41b432f0 (__DATA_CONST,__const) external __ZTI21OSDictionaryMetaClass
00007ffa42cee388 (__DATA,__const_weak) weak external __ZTI21OSMappedFileInterface
00007ffa41b433e8 (__DATA_CONST,__const) external __ZTI21OSMappedFileMetaClass
00007ffa42cee518 (__DATA,__const_weak) weak external __ZTI21OSOrderedSetInterface
