00000001e3447b90 (__DATA,__data) external _NDR_record
000000018041c658 (__TEXT,__text) external _minherit
000000018040df1c (__TEXT,__text) external _mk_timer_arm
000000018040df34 (__TEXT,__text) external _mk_timer_arm_leeway
000000018040df28 (__TEXT,__text) external _mk_timer_cancel
000000018040df04 (__TEXT,__text) external _mk_timer_create
000000018040df10 (__TEXT,__text) external _mk_timer_destroy
000000018040f814 (__TEXT,__text) external _mkdir
0000000180411864 (__TEXT,__text) external _mkdirat
000000018041c684 (__TEXT,__text) external _mkfifo
000000018041c6b0 (__TEXT,__text) external _mkfifoat
000000018041c6dc (__TEXT,__text) external _mknod
000000018041c708 (__TEXT,__text) external _mknodat
0000000180417c1c (__TEXT,__text) external _mlock
000000018041c734 (__TEXT,__text) external _mlockall
000000018040ea00 (__TEXT,__text) external _mmap
000000018041a2a4 (__TEXT,__text) external _mount
0000000180411bbc (__TEXT,__text) external _mprotect
000000018041c760 (__TEXT,__text) external _mremap_encrypted
00000001804208d8 (__TEXT,__text) external _msg_receive
00000001804208c8 (__TEXT,__text) external _msg_rpc
00000001804208d0 (__TEXT,__text) external _msg_send
000000018041b3b0 (__TEXT,__text) external _msgctl
000000018041c78c (__TEXT,__text) external _msgget
000000018041c7b8 (__TEXT,__text) external _msgrcv
000000018041b3dc (__TEXT,__text) external _msgrcv$NOCANCEL
000000018041c7e4 (__TEXT,__text) external _msgsnd
000000018041b408 (__TEXT,__text) external _msgsnd$NOCANCEL
000000018041aa90 (__TEXT,__text) external _msgsys
000000018041430c (__TEXT,__text) external _msync
000000018041b460 (__TEXT,__text) external _msync$NOCANCEL
0000000180417c48 (__TEXT,__text) external _munlock
000000018041c810 (__TEXT,__text) external _munlockall
0000000180411778 (__TEXT,__text) external _munmap
0000000180411f94 (__TEXT,__text) external _necp_client_action
0000000180418e68 (__TEXT,__text) external _necp_match_policy
0000000180411f3c (__TEXT,__text) external _necp_open
000000018041c83c (__TEXT,__text) external _necp_session_action
000000018041c868 (__TEXT,__text) external _necp_session_open
000000018041c894 (__TEXT,__text) external _net_qos_guideline
000000018041c8c0 (__TEXT,__text) external _netagent_trigger
0000000180437890 (__TEXT,__text) external _netname_check_in
0000000180437c90 (__TEXT,__text) external _netname_check_out
0000000180437a38 (__TEXT,__text) external _netname_look_up
0000000180437e34 (__TEXT,__text) external _netname_version
0000000180422728 (__TEXT,__text) external _nfsclnt
000000018041c8ec (__TEXT,__text) external _nfssvc
00000001e3447b80 (__DATA,__data) external _non_boost_assertion_token
00000001e3447b78 (__DATA,__data) external _normal_boost_assertion_token
000000018041c918 (__TEXT,__text) external _ntp_adjtime
000000018041c944 (__TEXT,__text) external _ntp_gettime
000000018041c970 (__TEXT,__text) external _objc_bp_assist_cfg_np
00000001804198e8 (__TEXT,__text) external _open
00000001804227b0 (__TEXT,__text) external _open$NOCANCEL
000000018041374c (__TEXT,__text) external _open_dprotected_np
0000000180429dc4 (__TEXT,__text) external _openat
0000000180422878 (__TEXT,__text) external _openat$NOCANCEL
000000018042a63c (__TEXT,__text) external _openat_authenticated_np
000000018042a5dc (__TEXT,__text) external _openat_dprotected_np
000000018041c99c (__TEXT,__text) external _openbyid_np
000000018041f954 (__TEXT,__text) external _os_buflet_get_data_address
000000018041f924 (__TEXT,__text) external _os_buflet_get_data_length
000000018041f95c (__TEXT,__text) external _os_buflet_get_data_limit
000000018041f91c (__TEXT,__text) external _os_buflet_get_data_offset
000000018041f944 (__TEXT,__text) external _os_buflet_get_object_address
000000018041f94c (__TEXT,__text) external _os_buflet_get_object_limit
000000018041f938 (__TEXT,__text) external _os_buflet_set_data_length
000000018041f92c (__TEXT,__text) external _os_buflet_set_data_offset
00000001804256a4 (__TEXT,__text) external _os_channel_advance_slot
0000000180426310 (__TEXT,__text) external _os_channel_attr_clone
000000018042627c (__TEXT,__text) external _os_channel_attr_create
0000000180426530 (__TEXT,__text) external _os_channel_attr_destroy
0000000180426798 (__TEXT,__text) external _os_channel_attr_get
000000018042694c (__TEXT,__text) external _os_channel_attr_get_key
0000000180426608 (__TEXT,__text) external _os_channel_attr_set
00000001804263a4 (__TEXT,__text) external _os_channel_attr_set_key
000000018042564c (__TEXT,__text) external _os_channel_available_slot_count
0000000180428000 (__TEXT,__text) external _os_channel_buflet_alloc
000000018042793c (__TEXT,__text) external _os_channel_buflet_free
0000000180427fcc (__TEXT,__text) external _os_channel_configure_interface_advisory
000000018042528c (__TEXT,__text) external _os_channel_create
0000000180424890 (__TEXT,__text) external _os_channel_create_extended
0000000180425414 (__TEXT,__text) external _os_channel_destroy
0000000180427f34 (__TEXT,__text) external _os_channel_event_free
000000018042b300 (__TEXT,__text) external _os_channel_event_get_event_data
000000018042b24c (__TEXT,__text) external _os_channel_event_get_next_event
0000000180425ec0 (__TEXT,__text) external _os_channel_flow_admissible
000000018042609c (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
0000000180425e9c (__TEXT,__text) external _os_channel_get_advisory_region
000000018042529c (__TEXT,__text) external _os_channel_get_fd
0000000180427f38 (__TEXT,__text) external _os_channel_get_interface_advisory
0000000180427ae4 (__TEXT,__text) external _os_channel_get_next_event_handle
0000000180425730 (__TEXT,__text) external _os_channel_get_next_slot
0000000180425e18 (__TEXT,__text) external _os_channel_get_stats_region
0000000180425064 (__TEXT,__text) non-external _os_channel_info2attr
000000018042517c (__TEXT,__text) non-external _os_channel_init_ring
0000000180425500 (__TEXT,__text) external _os_channel_is_defunct
0000000180426e80 (__TEXT,__text) external _os_channel_large_packet_alloc
00000001804269c8 (__TEXT,__text) external _os_channel_packet_alloc
00000001804269d0 (__TEXT,__text) non-external _os_channel_packet_alloc_common
0000000180426e88 (__TEXT,__text) external _os_channel_packet_free
0000000180427354 (__TEXT,__text) external _os_channel_packet_pool_purge
000000018042561c (__TEXT,__text) external _os_channel_pending
0000000180427658 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00000001804252a4 (__TEXT,__text) external _os_channel_read_attr
00000001804253c4 (__TEXT,__text) external _os_channel_read_nexus_extension_info
0000000180425514 (__TEXT,__text) external _os_channel_ring_id
0000000180425640 (__TEXT,__text) external _os_channel_ring_notify_time
0000000180425634 (__TEXT,__text) external _os_channel_ring_sync_time
00000001804255c0 (__TEXT,__text) external _os_channel_rx_ring
0000000180425b70 (__TEXT,__text) external _os_channel_set_slot_properties
0000000180427028 (__TEXT,__text) external _os_channel_slot_attach_packet
00000001804271b4 (__TEXT,__text) external _os_channel_slot_detach_packet
0000000180425cac (__TEXT,__text) external _os_channel_slot_get_packet
00000001804253e8 (__TEXT,__text) external _os_channel_sync
000000018042557c (__TEXT,__text) external _os_channel_tx_ring
00000001804252f8 (__TEXT,__text) external _os_channel_write_attr
000000018041f8e8 (__TEXT,__text) external _os_copy_and_inet_checksum
000000018041a800 (__TEXT,__text) external _os_cpu_copy_in_cksum
000000018042a4e0 (__TEXT,__text) external _os_cpu_in_cksum
000000018041a560 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
000000018041c9c8 (__TEXT,__text) external _os_fault_with_payload
000000018041f8e4 (__TEXT,__text) external _os_inet_checksum
0000000180428a1c (__TEXT,__text) external _os_nexus_attr_clone
0000000180428988 (__TEXT,__text) external _os_nexus_attr_create
0000000180428da8 (__TEXT,__text) external _os_nexus_attr_destroy
0000000180428c64 (__TEXT,__text) external _os_nexus_attr_get
0000000180428a78 (__TEXT,__text) external _os_nexus_attr_set
00000001804294f8 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00000001804291dc (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00000001804291fc (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
0000000180428df4 (__TEXT,__text) external _os_nexus_controller_create
00000001804291d0 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00000001804298b8 (__TEXT,__text) external _os_nexus_controller_destroy
00000001804291f0 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
0000000180428ee8 (__TEXT,__text) external _os_nexus_controller_get_fd
00000001804296e0 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
000000018042939c (__TEXT,__text) external _os_nexus_controller_read_provider_attr
0000000180428ef0 (__TEXT,__text) external _os_nexus_controller_register_provider
0000000180429648 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
0000000180429320 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
0000000180429c40 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
000000018041f7ac (__TEXT,__text) external _os_packet_add_buflet
000000018041ed58 (__TEXT,__text) external _os_packet_add_inet_csum_flags
000000018041ee98 (__TEXT,__text) external _os_packet_clear_flow_uuid
000000018041f858 (__TEXT,__text) external _os_packet_decrement_use_count
000000018041f600 (__TEXT,__text) external _os_packet_finalize
000000018041f880 (__TEXT,__text) external _os_packet_get_aggregation_type
000000018041f50c (__TEXT,__text) external _os_packet_get_buflet_count
000000018041ebd4 (__TEXT,__text) external _os_packet_get_compression_generation_count
000000018041f500 (__TEXT,__text) external _os_packet_get_data_length
000000018041ef6c (__TEXT,__text) external _os_packet_get_expire_time
000000018041f000 (__TEXT,__text) external _os_packet_get_expiry_action
000000018041ede8 (__TEXT,__text) external _os_packet_get_flow_uuid
000000018041ef3c (__TEXT,__text) external _os_packet_get_group_end
000000018041eed8 (__TEXT,__text) external _os_packet_get_group_start
000000018041e634 (__TEXT,__text) external _os_packet_get_headroom
000000018041ed98 (__TEXT,__text) external _os_packet_get_inet_checksum
000000018041f43c (__TEXT,__text) external _os_packet_get_keep_alive
000000018041e730 (__TEXT,__text) external _os_packet_get_link_broadcast
000000018041e850 (__TEXT,__text) external _os_packet_get_link_ethfcs
000000018041e6b8 (__TEXT,__text) external _os_packet_get_link_header_length
000000018041e7c0 (__TEXT,__text) external _os_packet_get_link_multicast
000000018041f548 (__TEXT,__text) external _os_packet_get_next_buflet
000000018041f1f8 (__TEXT,__text) external _os_packet_get_packetid
000000018041f5d4 (__TEXT,__text) external _os_packet_get_segment_count
000000018041eae0 (__TEXT,__text) external _os_packet_get_service_class
000000018041f09c (__TEXT,__text) external _os_packet_get_token
000000018041f964 (__TEXT,__text) external _os_packet_get_trace_id
000000018041ec50 (__TEXT,__text) external _os_packet_get_traffic_class
000000018041e99c (__TEXT,__text) external _os_packet_get_transport_retransmit
000000018041e8cc (__TEXT,__text) external _os_packet_get_transport_traffic_background
000000018041e934 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
000000018041f488 (__TEXT,__text) external _os_packet_get_truncated
000000018041f3b8 (__TEXT,__text) external _os_packet_get_vlan_id
000000018041f3c0 (__TEXT,__text) external _os_packet_get_vlan_priority
000000018041f350 (__TEXT,__text) external _os_packet_get_vlan_tag
000000018041f42c (__TEXT,__text) external _os_packet_get_wake_flag
000000018041f82c (__TEXT,__text) external _os_packet_increment_use_count
000000018041f3c8 (__TEXT,__text) external _os_packet_set_app_metadata
000000018041eba4 (__TEXT,__text) external _os_packet_set_compression_generation_count
000000018041efbc (__TEXT,__text) external _os_packet_set_expire_time
000000018041f050 (__TEXT,__text) external _os_packet_set_expiry_action
000000018041ee40 (__TEXT,__text) external _os_packet_set_flow_uuid
000000018041ef08 (__TEXT,__text) external _os_packet_set_group_end
000000018041eea4 (__TEXT,__text) external _os_packet_set_group_start
000000018041e5dc (__TEXT,__text) external _os_packet_set_headroom
000000018041ed14 (__TEXT,__text) external _os_packet_set_inet_checksum
000000018041f44c (__TEXT,__text) external _os_packet_set_keep_alive
000000018041f4cc (__TEXT,__text) external _os_packet_set_l4s_flag
000000018041e6e4 (__TEXT,__text) external _os_packet_set_link_broadcast
000000018041e804 (__TEXT,__text) external _os_packet_set_link_ethfcs
000000018041e674 (__TEXT,__text) external _os_packet_set_link_header_length
000000018041e774 (__TEXT,__text) external _os_packet_set_link_multicast
000000018041f274 (__TEXT,__text) external _os_packet_set_packetid
000000018041fa24 (__TEXT,__text) external _os_packet_set_protocol_segment_size
000000018041ea04 (__TEXT,__text) external _os_packet_set_service_class
000000018041f154 (__TEXT,__text) external _os_packet_set_token
000000018041f984 (__TEXT,__text) external _os_packet_set_trace_id
000000018041ec20 (__TEXT,__text) external _os_packet_set_traffic_class
000000018041e9cc (__TEXT,__text) external _os_packet_set_transport_last_packet
000000018041e964 (__TEXT,__text) external _os_packet_set_transport_retransmit
000000018041e894 (__TEXT,__text) external _os_packet_set_transport_traffic_background
000000018041e8fc (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
000000018041fa54 (__TEXT,__text) external _os_packet_set_tso_flags
000000018041f8ac (__TEXT,__text) external _os_packet_set_tx_timestamp
000000018041f2f0 (__TEXT,__text) external _os_packet_set_vlan_tag
000000018041f9b0 (__TEXT,__text) external _os_packet_trace_event
0000000180420f5c (__TEXT,__text) external _os_proc_available_memory
0000000180420800 (__TEXT,__text) external _panic
00000001804207f4 (__TEXT,__text) external _panic_init
000000018041c9f4 (__TEXT,__text) external _panic_with_data
0000000180416074 (__TEXT,__text) external _pathconf
000000018041ca20 (__TEXT,__text) external _peeloff
000000018040de20 (__TEXT,__text) external _pid_for_task
000000018041ca4c (__TEXT,__text) external _pid_hibernate
000000018041ca78 (__TEXT,__text) external _pid_resume
00000001804282b4 (__TEXT,__text) external _pid_shutdown_networking
000000018041caa4 (__TEXT,__text) external _pid_shutdown_sockets
000000018041cad0 (__TEXT,__text) external _pid_suspend
0000000180414338 (__TEXT,__text) external _pipe
000000018041cafc (__TEXT,__text) external _pivot_root
000000018041e58c (__TEXT,__text) external _pkt_subtype_assert_fail
000000018041e5b4 (__TEXT,__text) external _pkt_type_assert_fail
0000000180416708 (__TEXT,__text) external _poll
000000018041b5ec (__TEXT,__text) external _poll$NOCANCEL
000000018041e4b8 (__TEXT,__text) non-external _port_for_id_internal
0000000180420850 (__TEXT,__text) external _port_obj_init
00000001e3447c28 (__DATA,__common) external _port_obj_table
00000001e3447b68 (__DATA,__data) external _port_obj_table_size
0000000180410a68 (__TEXT,__text) external _posix_madvise
0000000180414e74 (__TEXT,__text) external _posix_spawn
000000018041965c (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00000001804234fc (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00000001804235b0 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
000000018041a474 (__TEXT,__text) external _posix_spawn_file_actions_addclose
0000000180414888 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
0000000180423674 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
000000018041a3d8 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
0000000180419afc (__TEXT,__text) external _posix_spawn_file_actions_addopen
00000001804153e8 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00000001804147a4 (__TEXT,__text) external _posix_spawn_file_actions_init
00000001e3447bf0 (__DATA,__bss) non-external _posix_spawn_with_filter
00000001804150e4 (__TEXT,__text) external _posix_spawnattr_destroy
000000018042344c (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
0000000180423a34 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00000001804239f0 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00000001804230a8 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
0000000180423040 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
0000000180423730 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
0000000180422fb0 (__TEXT,__text) external _posix_spawnattr_getflags
0000000180414b68 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
000000018042311c (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
0000000180422ff8 (__TEXT,__text) external _posix_spawnattr_getpgroup
0000000180423140 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
0000000180422fd4 (__TEXT,__text) external _posix_spawnattr_getsigdefault
000000018042301c (__TEXT,__text) external _posix_spawnattr_getsigmask
00000001804149fc (__TEXT,__text) external _posix_spawnattr_init
0000000180423474 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
000000018042404c (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00000001804234bc (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
000000018042349c (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00000001804234dc (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
0000000180423c38 (__TEXT,__text) external _posix_spawnattr_set_csm_np
0000000180423a14 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
0000000180424158 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
0000000180423d60 (__TEXT,__text) external _posix_spawnattr_set_gid_np
0000000180423e34 (__TEXT,__text) external _posix_spawnattr_set_groups_np
000000018042377c (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
0000000180424198 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
0000000180441a50 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
0000000180424178 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
0000000180424238 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
0000000180423f3c (__TEXT,__text) external _posix_spawnattr_set_login_np
0000000180423bf4 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
0000000180423b58 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
0000000180423b8c (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
0000000180423a58 (__TEXT,__text) external _posix_spawnattr_set_persona_np
0000000180423b28 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
000000018042342c (__TEXT,__text) external _posix_spawnattr_set_platform_np
0000000180424138 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00000001804238a4 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00000001804239c0 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
0000000180423810 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00000001804232c0 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
000000018042375c (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
0000000180423c90 (__TEXT,__text) external _posix_spawnattr_set_uid_np
0000000180423298 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
0000000180423184 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
0000000180419624 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
0000000180419c00 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00000001804238dc (__TEXT,__text) external _posix_spawnattr_setcoalition_np
0000000180423710 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
0000000180419aa4 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
000000018042326c (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
000000018041a510 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
0000000180414b48 (__TEXT,__text) external _posix_spawnattr_setflags
0000000180416734 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
0000000180414c48 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
0000000180423c14 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
000000018042322c (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
0000000180423164 (__TEXT,__text) external _posix_spawnattr_setpgroup
000000018042324c (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
0000000180414b24 (__TEXT,__text) external _posix_spawnattr_setsigdefault
0000000180414b00 (__TEXT,__text) external _posix_spawnattr_setsigmask
0000000180419acc (__TEXT,__text) external _posix_spawnattr_setspecialport_np
000000018040f6dc (__TEXT,__text) external _pread
000000018041b618 (__TEXT,__text) external _pread$NOCANCEL
000000018041cb28 (__TEXT,__text) external _preadv
000000018041b644 (__TEXT,__text) external _preadv$NOCANCEL
0000000180422a84 (__TEXT,__text) non-external _prepare_times_array_and_attrs
0000000180421ed0 (__TEXT,__text) external _proc_clear_cpulimits
00000001804220a8 (__TEXT,__text) external _proc_clear_delayidlesleep
00000001804218e4 (__TEXT,__text) external _proc_clear_dirty
0000000180421f88 (__TEXT,__text) external _proc_clear_vmpressure
000000018042179c (__TEXT,__text) external _proc_current_thread_schedinfo
0000000180417f30 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
0000000180417ff4 (__TEXT,__text) external _proc_denap_assertion_complete
0000000180422108 (__TEXT,__text) external _proc_disable_apptype
00000001804192dc (__TEXT,__text) external _proc_disable_cpumon
0000000180417be8 (__TEXT,__text) external _proc_disable_wakemon
0000000180421f30 (__TEXT,__text) external _proc_donate_importance_boost
0000000180422180 (__TEXT,__text) external _proc_enable_apptype
0000000180417b68 (__TEXT,__text) external _proc_get_cpumon_params
0000000180421868 (__TEXT,__text) external _proc_get_dirty
0000000180421dcc (__TEXT,__text) external _proc_get_wakemon_params
0000000180417f38 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
0000000180417ff8 (__TEXT,__text) external _proc_importance_assertion_complete
00000001804216a0 (__TEXT,__text) external _proc_kmsgbuf
0000000180421848 (__TEXT,__text) external _proc_libversion
0000000180421e38 (__TEXT,__text) external _proc_list_dynkqueueids
0000000180421e1c (__TEXT,__text) external _proc_list_uptrs
00000001804213b0 (__TEXT,__text) external _proc_listallpids
0000000180421428 (__TEXT,__text) external _proc_listchildpids
0000000180421464 (__TEXT,__text) external _proc_listcoalitions
00000001804213ec (__TEXT,__text) external _proc_listpgrppids
0000000180417ee0 (__TEXT,__text) external _proc_listpids
000000018042a6a4 (__TEXT,__text) external _proc_listpidspath
0000000180413df0 (__TEXT,__text) external _proc_name
0000000180415af0 (__TEXT,__text) external _proc_pid_rusage
0000000180421554 (__TEXT,__text) external _proc_piddynkqueueinfo
00000001804214e4 (__TEXT,__text) external _proc_pidfdinfo
000000018042151c (__TEXT,__text) external _proc_pidfileportinfo
000000018040f15c (__TEXT,__text) external _proc_pidinfo
00000001804157ac (__TEXT,__text) external _proc_pidoriginatorinfo
000000018040f994 (__TEXT,__text) external _proc_pidpath
00000001804216d8 (__TEXT,__text) external _proc_pidpath_audittoken
00000001804215a8 (__TEXT,__text) external _proc_regionfilename
0000000180421ec4 (__TEXT,__text) external _proc_reset_footprint_interval
0000000180421c18 (__TEXT,__text) external _proc_resume_cpumon
00000001804165cc (__TEXT,__text) external _proc_rlimit_control
0000000180415aa4 (__TEXT,__text) external _proc_set_cpumon_defaults
0000000180415a2c (__TEXT,__text) external _proc_set_cpumon_params
0000000180421c38 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00000001804222c8 (__TEXT,__text) external _proc_set_csm
0000000180422048 (__TEXT,__text) external _proc_set_delayidlesleep
000000018041120c (__TEXT,__text) external _proc_set_dirty
0000000180422200 (__TEXT,__text) external _proc_set_no_smt
0000000180421fe8 (__TEXT,__text) external _proc_set_owner_vmpressure
0000000180417c74 (__TEXT,__text) external _proc_set_wakemon_defaults
0000000180421d98 (__TEXT,__text) external _proc_set_wakemon_params
0000000180421e54 (__TEXT,__text) external _proc_setcpu_percentage
000000018041028c (__TEXT,__text) external _proc_setpcontrol
000000018042149c (__TEXT,__text) external _proc_setthread_cpupercent
0000000180422394 (__TEXT,__text) external _proc_setthread_csm
0000000180422264 (__TEXT,__text) external _proc_setthread_no_smt
00000001804219c0 (__TEXT,__text) external _proc_signal_delegate
0000000180421ac4 (__TEXT,__text) external _proc_signal_with_audittoken
00000001804221f8 (__TEXT,__text) external _proc_suppress
0000000180421944 (__TEXT,__text) external _proc_terminate
0000000180421ba0 (__TEXT,__text) external _proc_terminate_all_rsr
0000000180421a30 (__TEXT,__text) external _proc_terminate_delegate
0000000180421b20 (__TEXT,__text) external _proc_terminate_with_audittoken
000000018041cb54 (__TEXT,__text) external _proc_trace_log
00000001804111ac (__TEXT,__text) external _proc_track_dirty
000000018042158c (__TEXT,__text) external _proc_udata_info
000000018041cb80 (__TEXT,__text) external _proc_uuid_policy
0000000180437608 (__TEXT,__text) external _processor_assign
0000000180437494 (__TEXT,__text) external _processor_control
0000000180437174 (__TEXT,__text) external _processor_exit
0000000180437734 (__TEXT,__text) external _processor_get_assignment
0000000180437284 (__TEXT,__text) external _processor_info
000000018042fd8c (__TEXT,__text) external _processor_set_create
000000018042fc30 (__TEXT,__text) external _processor_set_default
0000000180436250 (__TEXT,__text) external _processor_set_destroy
0000000180436ccc (__TEXT,__text) external _processor_set_info
0000000180436364 (__TEXT,__text) external _processor_set_max_priority
00000001804369cc (__TEXT,__text) external _processor_set_policy_control
00000001804365a4 (__TEXT,__text) external _processor_set_policy_disable
0000000180436484 (__TEXT,__text) external _processor_set_policy_enable
0000000180436b40 (__TEXT,__text) external _processor_set_stack_usage
0000000180436070 (__TEXT,__text) external _processor_set_statistics
00000001804366c4 (__TEXT,__text) external _processor_set_tasks
0000000180436ed0 (__TEXT,__text) external _processor_set_tasks_with_flavor
0000000180436848 (__TEXT,__text) external _processor_set_threads
0000000180437064 (__TEXT,__text) external _processor_start
0000000180428670 (__TEXT,__text) external _pselect
0000000180413f20 (__TEXT,__text) external _pselect$DARWIN_EXTSN
0000000180420a94 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00000001804287fc (__TEXT,__text) external _pselect$NOCANCEL
000000018040f910 (__TEXT,__text) external _pthread_getugid_np
00000001804174f0 (__TEXT,__text) external _pthread_setugid_np
0000000180416a80 (__TEXT,__text) external _ptrace
00000001804114e8 (__TEXT,__text) external _pwrite
000000018041b7d0 (__TEXT,__text) external _pwrite$NOCANCEL
000000018041cbac (__TEXT,__text) external _pwritev
000000018041b7fc (__TEXT,__text) external _pwritev$NOCANCEL
0000000180420794 (__TEXT,__text) external _quota
00000001804140ac (__TEXT,__text) external _quotactl
000000018040e9a8 (__TEXT,__text) external _read
000000018040fd38 (__TEXT,__text) external _read$NOCANCEL
00000001804101e8 (__TEXT,__text) external _readlink
000000018041cbd8 (__TEXT,__text) external _readlinkat
000000018041cc04 (__TEXT,__text) external _readv
000000018041b828 (__TEXT,__text) external _readv$NOCANCEL
000000018041d34c (__TEXT,__text) non-external _reallocf
000000018041fa8c (__TEXT,__text) external _reboot
000000018041fa94 (__TEXT,__text) external _reboot_np
000000018042866c (__TEXT,__text) external _record_system_event_as_kernel
0000000180412350 (__TEXT,__text) external _recvfrom
0000000180412218 (__TEXT,__text) external _recvfrom$NOCANCEL
0000000180412780 (__TEXT,__text) external _recvmsg
000000018041b8ac (__TEXT,__text) external _recvmsg$NOCANCEL
000000018041cc30 (__TEXT,__text) external _recvmsg_x
000000018041cc5c (__TEXT,__text) external _register_uexc_handler
0000000180412ca0 (__TEXT,__text) external _removexattr
0000000180411918 (__TEXT,__text) external _rename
0000000180422f6c (__TEXT,__text) external _rename_ext
000000018041fb28 (__TEXT,__text) external _renameat
0000000180422f00 (__TEXT,__text) external _renameatx_np
0000000180422f2c (__TEXT,__text) external _renamex_np
000000018041cc88 (__TEXT,__text) external _revoke
0000000180411984 (__TEXT,__text) external _rmdir
000000018041ccb4 (__TEXT,__text) external _searchfs
0000000180412458 (__TEXT,__text) external _select
0000000180418e94 (__TEXT,__text) external _select$DARWIN_EXTSN
00000001804121ec (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00000001804121b8 (__TEXT,__text) external _select$NOCANCEL
0000000180417794 (__TEXT,__text) external _sem_close
000000018042823c (__TEXT,__text) external _sem_destroy
0000000180428264 (__TEXT,__text) external _sem_getvalue
000000018042828c (__TEXT,__text) external _sem_init
000000018041aa50 (__TEXT,__text) external _sem_open
000000018041cce0 (__TEXT,__text) external _sem_post
000000018041cd0c (__TEXT,__text) external _sem_trywait
000000018041cd38 (__TEXT,__text) external _sem_unlink
000000018041cd64 (__TEXT,__text) external _sem_wait
