0000000258e046e4 (__TEXT,__text) external _AAAFSCGetMetadata
0000000258dcb878 (__TEXT,__text) non-external _cancelProc
0000000258de0518 (__TEXT,__text) non-external _cancelProc
0000000258de2d40 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccaes_ctr_crypt_mode (from libSystem)
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _cchmac_final (from libSystem)
                 (undefined) external _cchmac_init (from libSystem)
                 (undefined) external _cchmac_update (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
0000000258dbb63c (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
0000000258ddcb70 (__TEXT,__text) non-external _chunkAppendHole
0000000258dc54f0 (__TEXT,__text) non-external _chunkAsyncCancel
0000000258dc4db4 (__TEXT,__text) non-external _chunkAsyncClose
0000000258dc5148 (__TEXT,__text) non-external _chunkAsyncGetRange
0000000258dc5514 (__TEXT,__text) non-external _chunkAsyncIsCancelled
0000000258dc5320 (__TEXT,__text) non-external _chunkAsyncProcess
0000000258ddcb24 (__TEXT,__text) non-external _chunkDestroy
0000000258ddaf1c (__TEXT,__text) non-external _chunk_compare_by_position
0000000258ddaf0c (__TEXT,__text) non-external _chunk_compare_by_rating
0000000258dbe388 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
0000000258d949c0 (__TEXT,__text) non-external _closeProc
0000000258dbf724 (__TEXT,__text) non-external _closeProc
0000000258dc9248 (__TEXT,__text) non-external _closeProc
0000000258ddeb34 (__TEXT,__text) non-external _closeProc
0000000258d94cac (__TEXT,__text) non-external _closeWithStateProc
0000000258dbf7c0 (__TEXT,__text) non-external _closeWithStateProc
0000000258dca598 (__TEXT,__text) non-external _closeWithStateProc
0000000258ddebf0 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
0000000258df1908 (__TEXT,__text) non-external _clusterEntryUpdateDAT
0000000258ded768 (__TEXT,__text) non-external _cmpNodesProc
0000000258d9140c (__TEXT,__text) non-external _cmpRange
0000000258d94428 (__TEXT,__text) non-external _cmp_entries_clc
0000000258d943f4 (__TEXT,__text) non-external _cmp_entries_hlc
0000000258d944c0 (__TEXT,__text) non-external _cmp_entries_offset
0000000258d9445c (__TEXT,__text) non-external _cmp_entries_slc
0000000258deaea0 (__TEXT,__text) non-external _cmp_keys
0000000258dde8a4 (__TEXT,__text) non-external _cmp_markers
0000000258d8e2ec (__TEXT,__text) non-external _compare_copy_fork_3
0000000258d8e29c (__TEXT,__text) non-external _compare_copy_fork_4
0000000258d8e244 (__TEXT,__text) non-external _compare_copy_fork_5
0000000258d8dea0 (__TEXT,__text) non-external _compare_digest_tasks
0000000258d8c42c (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
0000000258d8ecfc (__TEXT,__text) non-external _compare_forks_by_extent
0000000258d8ed38 (__TEXT,__text) non-external _compare_forks_by_position
0000000258db4564 (__TEXT,__text) non-external _compositeChunkAsyncCancel
0000000258db4508 (__TEXT,__text) non-external _compositeChunkAsyncClose
0000000258db4554 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
0000000258db456c (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
0000000258db455c (__TEXT,__text) non-external _compositeChunkAsyncProcess
0000000258d97a60 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
0000000258dfe3c8 (__TEXT,__text) non-external _computePatchesWorkerProc
0000000258dc6e90 (__TEXT,__text) non-external (was a private external) _concatExtractPath
0000000258dc6dcc (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
0000000258e0dc0c (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
0000000258dd350c (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
0000000258dced08 (__TEXT,__text) non-external _convertStreamAbort
0000000258dcefc0 (__TEXT,__text) non-external _convertStreamBeginBlob
0000000258dcdc1c (__TEXT,__text) non-external _convertStreamClose
0000000258dcf1e8 (__TEXT,__text) non-external _convertStreamEndBlob
0000000258dcef28 (__TEXT,__text) non-external _convertStreamEndEntry
0000000258dcee60 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
0000000258dce8d0 (__TEXT,__text) non-external _convertStreamWriteBlob
0000000258dcdcb8 (__TEXT,__text) non-external _convertStreamWriteHeader
0000000258ddaf34 (__TEXT,__text) non-external _convert_block_controls
0000000258ddad9c (__TEXT,__text) non-external _convert_internal_controls
0000000258dc75dc (__TEXT,__text) non-external (was a private external) _copyFileSegment
0000000258dc79e4 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
0000000258daa5b8 (__TEXT,__text) non-external _copyStream
0000000258deb794 (__TEXT,__text) non-external _create
0000000258dcd9fc (__TEXT,__text) non-external _createErrorContextKey
0000000258dcd420 (__TEXT,__text) non-external (was a private external) _createThread
0000000258dae1d0 (__TEXT,__text) non-external _ctrl_reader_get
0000000258db2870 (__TEXT,__text) non-external _currentWriteBufferFull
0000000258e02708 (__TEXT,__text) non-external _decodeStreamAbort
0000000258e02724 (__TEXT,__text) non-external _decodeStreamClose
0000000258e017e4 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
0000000258e01b7c (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
0000000258e01a04 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
0000000258e02504 (__TEXT,__text) non-external _decodeStreamReadBlob
0000000258e018d4 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
0000000258e01fe4 (__TEXT,__text) non-external _decodeStreamReadHeader
0000000258e01728 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
0000000258e04f34 (__TEXT,__text) non-external _decompressToData
0000000258d902dc (__TEXT,__text) non-external _decryptAsyncCancel
0000000258d8fd50 (__TEXT,__text) non-external _decryptAsyncClose
0000000258d8ff30 (__TEXT,__text) non-external _decryptAsyncGetRange
0000000258d902f0 (__TEXT,__text) non-external _decryptAsyncIsCancelled
0000000258d90088 (__TEXT,__text) non-external _decryptAsyncProcess
0000000258dd4350 (__TEXT,__text) non-external _decryptToFileAsyncCancel
0000000258dd41cc (__TEXT,__text) non-external _decryptToFileAsyncClose
0000000258dd4358 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
0000000258dd4360 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
0000000258daff18 (__TEXT,__text) non-external _ecc65537Inv
0000000258dafaf0 (__TEXT,__text) non-external _ecc65537PolyEval
0000000258dafd88 (__TEXT,__text) non-external _ecc65537Solve
0000000258dafb6c (__TEXT,__text) non-external _ecc65537Triangulate
0000000258dff160 (__TEXT,__text) non-external _encodeEntry
0000000258dff2e4 (__TEXT,__text) non-external _encodeYOPEntry
0000000258e0036c (__TEXT,__text) non-external _encoderStreamAbort
0000000258e001a4 (__TEXT,__text) non-external _encoderStreamClose
0000000258e0052c (__TEXT,__text) non-external _encoderStreamWriteBlob
0000000258e00388 (__TEXT,__text) non-external _encoderStreamWriteHeader
0000000258dccc94 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
0000000258dfe398 (__TEXT,__text) non-external _entryIndexCmpHLC
0000000258de205c (__TEXT,__text) non-external _entryMessage
0000000258df0fec (__TEXT,__text) non-external _entryRelease
0000000258dfe37c (__TEXT,__text) non-external _entryVectorCmp
0000000258dc89c0 (__TEXT,__text) non-external (was a private external) _enumerateTree
0000000258dc8b28 (__TEXT,__text) non-external _enumerateTree_rec
0000000258dec414 (__TEXT,__text) non-external _expandDirThreadProc
0000000258df0fcc (__TEXT,__text) non-external _extractStreamAbort
0000000258def13c (__TEXT,__text) non-external _extractStreamClose
0000000258df1b18 (__TEXT,__text) non-external _extractStreamEntryEnd
0000000258df1bf4 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
0000000258df1760 (__TEXT,__text) non-external _extractStreamStateFail
0000000258df08d8 (__TEXT,__text) non-external _extractStreamWriteBlob
0000000258defdf4 (__TEXT,__text) non-external _extractStreamWriteHeader
0000000258de2960 (__TEXT,__text) non-external _extractThread
0000000258df1168 (__TEXT,__text) non-external _extractThreadFailEntry
0000000258dee334 (__TEXT,__text) non-external _extractThreadProc
0000000258df1840 (__TEXT,__text) non-external _extractThreadSendCommand
0000000258de24b0 (__TEXT,__text) non-external _extractToDirAsyncCancel
0000000258de22e0 (__TEXT,__text) non-external _extractToDirAsyncClose
0000000258de24b4 (__TEXT,__text) non-external _extractToDirAsyncGetRange
0000000258de2548 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
0000000258da7ce8 (__TEXT,__text) non-external _findFirst
0000000258ddb3bc (__TEXT,__text) non-external _fingerprint_consumer
0000000258ddb0c4 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
0000000258da9208 (__TEXT,__text) non-external _flushBuf
0000000258e007cc (__TEXT,__text) non-external _flushOBuf
0000000258e06eac (__TEXT,__text) non-external _flushOBuf
0000000258dc20b0 (__TEXT,__text) non-external _flushToResourceFork
0000000258e00940 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
0000000258db9e78 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
0000000258dd70d0 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
0000000258da95a0 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
000000026f152a78 (__DATA,__bss) non-external _gErrorContextKey
0000000258dddd40 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
0000000258dc86b8 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
0000000258e01504 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
0000000258db00cc (__TEXT,__text) non-external _getCompressedSizeCounterProc
0000000258dc6a88 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
0000000258dcd994 (__TEXT,__text) non-external _getErrorContextKey
000000026f152a68 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
0000000258dd9468 (__TEXT,__text) non-external _getFieldBlob
0000000258dc7e9c (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
0000000258dc7e10 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
0000000258dc848c (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
0000000258df3260 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
0000000258dc8628 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
0000000258dc7d80 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
0000000258dc8758 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
0000000258dc8768 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
0000000258dc8814 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
0000000258dc83b4 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
0000000258e0f900 (__TEXT,__text) non-external _getFreeCachePos
0000000258d98ab4 (__TEXT,__text) non-external _getHeader
0000000258ded318 (__TEXT,__text) non-external _getPath
0000000258dbc9bc (__TEXT,__text) non-external _getProfile
0000000258dc6a40 (__TEXT,__text) non-external (was a private external) _getRealTime
0000000258dc725c (__TEXT,__text) non-external (was a private external) _getTempDir
0000000258de2dcc (__TEXT,__text) non-external _getTempSegmentFilename
0000000258dc8fc0 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
0000000258e0da94 (__TEXT,__text) non-external _graisAbort
0000000258e0c0e8 (__TEXT,__text) non-external _graisClose
0000000258e0d6b8 (__TEXT,__text) non-external _graisPRead
0000000258e0d69c (__TEXT,__text) non-external _graisRead
0000000258e0da48 (__TEXT,__text) non-external _graisSeek
0000000258dec35c (__TEXT,__text) non-external _increaseCapacity
0000000258dbb8d8 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
0000000258e00eac (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
0000000258df234c (__TEXT,__text) non-external _init_blob_with_magic
0000000258dcff68 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
0000000258dcfff4 (__TEXT,__text) non-external (was a private external) _io_preallocate
0000000258dd01cc (__TEXT,__text) non-external (was a private external) _io_set_nocache
0000000258dc7314 (__TEXT,__text) non-external (was a private external) _isDirEmpty
0000000258df7c18 (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
0000000258dcd780 (__TEXT,__text) non-external (was a private external) _joinThread
0000000258e098e4 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
0000000258e0999c (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
0000000258dccdbc (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
0000000258e01abc (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
0000000258ddcd14 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
0000000258df6a8c (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
0000000258e070a4 (__TEXT,__text) non-external _loadChunkOffsets
0000000258e0485c (__TEXT,__text) non-external _loadDecmpfsXattr
0000000258de29d4 (__TEXT,__text) non-external _loadRemainingRange
0000000258de2bf4 (__TEXT,__text) non-external _loadTempSegment
0000000258de25f0 (__TEXT,__text) non-external _loadThread
0000000258dd1698 (__TEXT,__text) non-external (was a private external) _load_variants
0000000258dc4fb0 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
0000000258dc6c00 (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
0000000258db8700 (__TEXT,__text) non-external _memoryInputStreamCancel
0000000258db86e4 (__TEXT,__text) non-external _memoryInputStreamClose
0000000258db8734 (__TEXT,__text) non-external _memoryInputStreamPRead
0000000258db8714 (__TEXT,__text) non-external _memoryInputStreamRead
0000000258db87ac (__TEXT,__text) non-external _memoryInputStreamSeek
0000000258db8938 (__TEXT,__text) non-external _memoryOutputStreamCancel
0000000258db891c (__TEXT,__text) non-external _memoryOutputStreamClose
0000000258db894c (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
0000000258e014cc (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
0000000258e010c4 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
0000000258e10238 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
0000000258decc4c (__TEXT,__text) non-external _normalize
0000000258dc6cc0 (__TEXT,__text) non-external (was a private external) _normalizePath
0000000258de2e74 (__TEXT,__text) non-external _notifySegmentAvailable
0000000258e24b28 (__TEXT,__const) non-external _old_resource_fork_map
0000000258e250e0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
0000000258d97c70 (__TEXT,__text) non-external (was a private external) _outputStreamProc
0000000258dd1818 (__TEXT,__text) non-external (was a private external) _patch_write_controls
0000000258dc7170 (__TEXT,__text) non-external (was a private external) _pathIsValid
0000000258d98a08 (__TEXT,__text) non-external _pcRead
0000000258d97ed4 (__TEXT,__text) non-external _pcWrite
0000000258d8f034 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
0000000258d8ee78 (__TEXT,__text) non-external (was a private external) _pc_array_append
0000000258d8ee04 (__TEXT,__text) non-external (was a private external) _pc_array_compact
0000000258d8ed64 (__TEXT,__text) non-external (was a private external) _pc_array_compare
0000000258d8edf4 (__TEXT,__text) non-external (was a private external) _pc_array_free
0000000258d8ef7c (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
0000000258d8ef6c (__TEXT,__text) non-external (was a private external) _pc_array_sort
0000000258ddb4d4 (__TEXT,__text) non-external (was a private external) _pc_log_error
0000000258e10798 (__TEXT,__text) non-external _pc_log_error.cold.1
0000000258ddb700 (__TEXT,__text) non-external (was a private external) _pc_log_info
0000000258ddb5e8 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
0000000258dd6d00 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
0000000258d90810 (__TEXT,__text) non-external _processClusterHeader
0000000258db3a94 (__TEXT,__text) non-external _processEntry
0000000258dcb88c (__TEXT,__text) non-external _processEntry
0000000258d902fc (__TEXT,__text) non-external _processMagic
0000000258d90f98 (__TEXT,__text) non-external _processPadding
0000000258d90438 (__TEXT,__text) non-external _processPrologue
0000000258d912c4 (__TEXT,__text) non-external _processSegment
0000000258dd3fcc (__TEXT,__text) non-external _processSegment
0000000258de1da4 (__TEXT,__text) non-external _processSegment
0000000258dab42c (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
0000000258e00fc8 (__TEXT,__text) non-external (was a private external) _pushControls
0000000258e00f38 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
0000000258d91424 (__TEXT,__text) non-external _pushPaddingRange
0000000258d8fc28 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
0000000258dbd17c (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
0000000258daeabc (__TEXT,__text) non-external _randomAccessWorkerProc
0000000258dc647c (__TEXT,__text) non-external _rangeCmp
0000000258dc19b0 (__TEXT,__text) non-external _rangeInputStreamCancel
0000000258dc197c (__TEXT,__text) non-external _rangeInputStreamClose
0000000258dc19d4 (__TEXT,__text) non-external _rangeInputStreamRead
0000000258d8c990 (__TEXT,__text) non-external _rawimg_add_fork
0000000258d8cb28 (__TEXT,__text) non-external _rawimg_add_volume
0000000258d8c6a8 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
0000000258d8e7a4 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
0000000258d8c444 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
0000000258d8dd0c (__TEXT,__text) non-external _rawimg_digest_worker
0000000258db0f38 (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
000000026a540620 (__DATA_CONST,__const) non-external _rawimg_force_in_place.pass_name
0000000258d8dc8c (__TEXT,__text) non-external _rawimg_free_chunks
0000000258d8cff8 (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
0000000258d8e3a0 (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
0000000258d8ded0 (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
0000000258d8c4c8 (__TEXT,__text) non-external (was a private external) _rawimg_show
0000000258d8cb30 (__TEXT,__text) non-external _rawimg_verify
0000000258d9a2ac (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
0000000258e0dea0 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
0000000258dc69e0 (__TEXT,__text) non-external (was a private external) _reallocToFit
0000000258df24f4 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
0000000258dd77e0 (__TEXT,__text) non-external _remap_page
0000000258dc8e9c (__TEXT,__text) non-external _removeEntryProc
0000000258dc8a9c (__TEXT,__text) non-external (was a private external) _removeFile
0000000258dc8f50 (__TEXT,__text) non-external _removeLeaveDirProc
0000000258db3a30 (__TEXT,__text) non-external _removeStreamAbort
0000000258db3304 (__TEXT,__text) non-external _removeStreamClose
0000000258db3a1c (__TEXT,__text) non-external _removeStreamWriteBlob
0000000258db35ec (__TEXT,__text) non-external _removeStreamWriteHeader
0000000258dc8e50 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
0000000258e00eb8 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
0000000258e056b4 (__TEXT,__text) non-external _resizeResourceFork
0000000258dd4d14 (__TEXT,__text) non-external _resizeStream
0000000258e04a24 (__TEXT,__text) non-external _resourceForkSize
0000000258dcd314 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
0000000258de3064 (__TEXT,__text) non-external _retireEntryRange
0000000258df15d0 (__TEXT,__text) non-external _retireThreadEnqueue
0000000258dede00 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
0000000258ddacd0 (__TEXT,__text) non-external _sanitize_internal_controls
0000000258dcd2a0 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
0000000258dbe40c (__TEXT,__text) non-external _seekTo
0000000258dd1630 (__TEXT,__text) non-external _segment_find
0000000258db27e4 (__TEXT,__text) non-external _sendEOF
0000000258dced24 (__TEXT,__text) non-external _sendHeader
0000000258d9f51c (__TEXT,__text) non-external _sendMessage
0000000258e0dab8 (__TEXT,__text) non-external _sendMessage
0000000258dae950 (__TEXT,__text) non-external _sequentialReaderProc
0000000258dae9ec (__TEXT,__text) non-external _sequentialWriterProc
0000000258dc6b48 (__TEXT,__text) non-external (was a private external) _serializeHexString
0000000258e1aae8 (__TEXT,__cstring) non-external _serializeHexString.digit
0000000258dd99b0 (__TEXT,__text) non-external _setFieldBlob
0000000258dc7f24 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
0000000258dc855c (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
0000000258dccd48 (__TEXT,__text) non-external _setThreadErrorContext
0000000258e06954 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
0000000258dd3ac0 (__TEXT,__text) non-external _setupContext
0000000258de10e4 (__TEXT,__text) non-external _setupContext
0000000258dc6b08 (__TEXT,__text) non-external (was a private external) _sha1ToString
