0000000180edf024 (__TEXT,__text) external _APL_dgemm
000000018107b8cc (__TEXT,__text) external _cgemv$NEWLAPACK$ILP64
0000000180d8d28c (__TEXT,__text) external _cgemv_
0000000180d8ddd8 (__TEXT,__text) external _cgerc
0000000180dd6c6c (__TEXT,__text) external _cgerc$NEWLAPACK
000000018107be6c (__TEXT,__text) external _cgerc$NEWLAPACK$ILP64
0000000180d8ddd8 (__TEXT,__text) external _cgerc_
0000000180d8de3c (__TEXT,__text) external _cgeru
0000000180dd6d2c (__TEXT,__text) external _cgeru$NEWLAPACK
000000018107bf24 (__TEXT,__text) external _cgeru$NEWLAPACK$ILP64
0000000180d8de3c (__TEXT,__text) external _cgeru_
0000000180d8d508 (__TEXT,__text) external _chbmv
0000000180dd6dec (__TEXT,__text) external _chbmv$NEWLAPACK
000000018107bfdc (__TEXT,__text) external _chbmv$NEWLAPACK$ILP64
0000000180d8d508 (__TEXT,__text) external _chbmv_
0000000180d8a3d4 (__TEXT,__text) external _chemm
0000000180f3eccc (__TEXT,__text) external _chemm$NEWLAPACK
0000000181080d8c (__TEXT,__text) external _chemm$NEWLAPACK$ILP64
0000000180d8a3d4 (__TEXT,__text) external _chemm_
0000000180d8d458 (__TEXT,__text) external _chemv
0000000180dd6f5c (__TEXT,__text) external _chemv$NEWLAPACK
000000018107c144 (__TEXT,__text) external _chemv$NEWLAPACK$ILP64
0000000180d8d458 (__TEXT,__text) external _chemv_
0000000180d8dea0 (__TEXT,__text) external _cher
0000000180dd70b4 (__TEXT,__text) external _cher$NEWLAPACK
000000018107c29c (__TEXT,__text) external _cher$NEWLAPACK$ILP64
0000000180d8df30 (__TEXT,__text) external _cher2
0000000180dd71f4 (__TEXT,__text) external _cher2$NEWLAPACK
000000018107c3dc (__TEXT,__text) external _cher2$NEWLAPACK$ILP64
0000000180d8df30 (__TEXT,__text) external _cher2_
0000000180d8ab00 (__TEXT,__text) external _cher2k
0000000180f3f0ec (__TEXT,__text) external _cher2k$NEWLAPACK
00000001810811a4 (__TEXT,__text) external _cher2k$NEWLAPACK$ILP64
0000000180d8ab00 (__TEXT,__text) external _cher2k_
0000000180d8dea0 (__TEXT,__text) external _cher_
0000000180d8a8ec (__TEXT,__text) external _cherk
0000000180f3eebc (__TEXT,__text) external _cherk$NEWLAPACK
0000000181080f74 (__TEXT,__text) external _cherk$NEWLAPACK$ILP64
0000000180d8a8ec (__TEXT,__text) external _cherk_
0000000180d8d5c4 (__TEXT,__text) external _chpmv
0000000180dd734c (__TEXT,__text) external _chpmv$NEWLAPACK
000000018107c52c (__TEXT,__text) external _chpmv$NEWLAPACK$ILP64
0000000180d8d5c4 (__TEXT,__text) external _chpmv_
0000000180d8dfe0 (__TEXT,__text) external _chpr
0000000180dd749c (__TEXT,__text) external _chpr$NEWLAPACK
000000018107c674 (__TEXT,__text) external _chpr$NEWLAPACK$ILP64
0000000180d8e06c (__TEXT,__text) external _chpr2
0000000180dd75d4 (__TEXT,__text) external _chpr2$NEWLAPACK
000000018107c7ac (__TEXT,__text) external _chpr2$NEWLAPACK$ILP64
0000000180d8e06c (__TEXT,__text) external _chpr2_
0000000180d8dfe0 (__TEXT,__text) external _chpr_
0000000180d8f034 (__TEXT,__text) external _crotg
0000000181004a10 (__TEXT,__text) external _crotg$NEWLAPACK
0000000181083694 (__TEXT,__text) external _crotg$NEWLAPACK$ILP64
0000000180d8f034 (__TEXT,__text) external _crotg_
0000000180d8f050 (__TEXT,__text) external _cscal
0000000181004a80 (__TEXT,__text) external _cscal$NEWLAPACK
0000000181083704 (__TEXT,__text) external _cscal$NEWLAPACK$ILP64
0000000180d8f050 (__TEXT,__text) external _cscal_
0000000180d8f074 (__TEXT,__text) external _csrot
00000001810049d8 (__TEXT,__text) external _csrot$NEWLAPACK
000000018108365c (__TEXT,__text) external _csrot$NEWLAPACK$ILP64
0000000180d8f074 (__TEXT,__text) external _csrot_
0000000180d8f0a4 (__TEXT,__text) external _csscal
0000000181004a98 (__TEXT,__text) external _csscal$NEWLAPACK
000000018108371c (__TEXT,__text) external _csscal$NEWLAPACK$ILP64
0000000180d8f0a4 (__TEXT,__text) external _csscal_
0000000180d8f0d4 (__TEXT,__text) external _cswap
0000000181004ae8 (__TEXT,__text) external _cswap$NEWLAPACK
000000018108376c (__TEXT,__text) external _cswap$NEWLAPACK$ILP64
0000000180d8f0d4 (__TEXT,__text) external _cswap_
0000000180d8a4d0 (__TEXT,__text) external _csymm
0000000180f3f554 (__TEXT,__text) external _csymm$NEWLAPACK
00000001810815f4 (__TEXT,__text) external _csymm$NEWLAPACK$ILP64
0000000180d8a4d0 (__TEXT,__text) external _csymm_
0000000180d8ac20 (__TEXT,__text) external _csyr2k
0000000180f3fd9c (__TEXT,__text) external _csyr2k$NEWLAPACK
0000000181081e2c (__TEXT,__text) external _csyr2k$NEWLAPACK$ILP64
0000000180d8ac20 (__TEXT,__text) external _csyr2k_
0000000180d8a9f4 (__TEXT,__text) external _csyrk
0000000180f3f95c (__TEXT,__text) external _csyrk$NEWLAPACK
00000001810819f4 (__TEXT,__text) external _csyrk$NEWLAPACK$ILP64
0000000180d8a9f4 (__TEXT,__text) external _csyrk_
0000000180d8d7ac (__TEXT,__text) external _ctbmv
0000000180dd82dc (__TEXT,__text) external _ctbmv$NEWLAPACK
000000018107d4a4 (__TEXT,__text) external _ctbmv$NEWLAPACK$ILP64
0000000180d8d7ac (__TEXT,__text) external _ctbmv_
0000000180d8db60 (__TEXT,__text) external _ctbsv
0000000180dd87d4 (__TEXT,__text) external _ctbsv$NEWLAPACK
000000018107d98c (__TEXT,__text) external _ctbsv$NEWLAPACK$ILP64
0000000180d8db60 (__TEXT,__text) external _ctbsv_
0000000180d8d8f4 (__TEXT,__text) external _ctpmv
0000000180dd8cc4 (__TEXT,__text) external _ctpmv$NEWLAPACK
000000018107de74 (__TEXT,__text) external _ctpmv$NEWLAPACK$ILP64
0000000180d8d8f4 (__TEXT,__text) external _ctpmv_
0000000180d8dca8 (__TEXT,__text) external _ctpsv
0000000180dd91ac (__TEXT,__text) external _ctpsv$NEWLAPACK
000000018107e35c (__TEXT,__text) external _ctpsv$NEWLAPACK$ILP64
0000000180d8dca8 (__TEXT,__text) external _ctpsv_
0000000180d8a5cc (__TEXT,__text) external _ctrmm
0000000180f402ec (__TEXT,__text) external _ctrmm$NEWLAPACK
000000018108236c (__TEXT,__text) external _ctrmm$NEWLAPACK$ILP64
0000000180d8a5cc (__TEXT,__text) external _ctrmm_
0000000180d8d670 (__TEXT,__text) external _ctrmv
0000000180dd9684 (__TEXT,__text) external _ctrmv$NEWLAPACK
000000018107e834 (__TEXT,__text) external _ctrmv$NEWLAPACK$ILP64
0000000180d8d670 (__TEXT,__text) external _ctrmv_
0000000180d8a75c (__TEXT,__text) external _ctrsm
0000000180f40924 (__TEXT,__text) external _ctrsm$NEWLAPACK
000000018108298c (__TEXT,__text) external _ctrsm$NEWLAPACK$ILP64
0000000180d8a75c (__TEXT,__text) external _ctrsm_
0000000180d8da24 (__TEXT,__text) external _ctrsv
0000000180dd9b4c (__TEXT,__text) external _ctrsv$NEWLAPACK
000000018107ecfc (__TEXT,__text) external _ctrsv$NEWLAPACK$ILP64
0000000180d8da24 (__TEXT,__text) external _ctrsv_
0000000180d8f180 (__TEXT,__text) external _dasum
0000000181004760 (__TEXT,__text) external _dasum$NEWLAPACK
00000001810833e4 (__TEXT,__text) external _dasum$NEWLAPACK$ILP64
0000000180d8f180 (__TEXT,__text) external _dasum_
0000000181004810 (__TEXT,__text) external _daxpby$NEWLAPACK
0000000181083494 (__TEXT,__text) external _daxpby$NEWLAPACK$ILP64
0000000180d8f18c (__TEXT,__text) external _daxpy
00000001810047a8 (__TEXT,__text) external _daxpy$NEWLAPACK
000000018108342c (__TEXT,__text) external _daxpy$NEWLAPACK$ILP64
0000000180d8f18c (__TEXT,__text) external _daxpy_
0000000180d893a4 (__TEXT,__text) external _dcabs1
0000000180d893a4 (__TEXT,__text) external _dcabs1_
0000000180d8f1c8 (__TEXT,__text) external _dcopy
0000000181004864 (__TEXT,__text) external _dcopy$NEWLAPACK
00000001810834e8 (__TEXT,__text) external _dcopy$NEWLAPACK$ILP64
0000000180d8f1c8 (__TEXT,__text) external _dcopy_
0000000180d8f1f0 (__TEXT,__text) external _ddot
00000001810048a4 (__TEXT,__text) external _ddot$NEWLAPACK
0000000181083528 (__TEXT,__text) external _ddot$NEWLAPACK$ILP64
0000000180d8f1f0 (__TEXT,__text) external _ddot_
0000000180d8c600 (__TEXT,__text) external _dgbmv
0000000180dd6944 (__TEXT,__text) external _dgbmv$NEWLAPACK
000000018107bb5c (__TEXT,__text) external _dgbmv$NEWLAPACK$ILP64
0000000180d8c600 (__TEXT,__text) external _dgbmv_
0000000180de0b34 (__TEXT,__text) external _dgeCopy
000000018100f444 (__TEXT,__text) external _dgePack_A_NoTran
000000018100f50c (__TEXT,__text) external _dgePack_A_Tran
000000018100f26c (__TEXT,__text) external _dgePack_B_NoTran
000000018100f390 (__TEXT,__text) external _dgePack_B_Tran
0000000180de0ae0 (__TEXT,__text) external _dgeSetZero
0000000180d89b68 (__TEXT,__text) external _dgemm
0000000180f3e908 (__TEXT,__text) external _dgemm$NEWLAPACK
00000001810809e0 (__TEXT,__text) external _dgemm$NEWLAPACK$ILP64
0000000180d89b68 (__TEXT,__text) external _dgemm_
0000000180d8c53c (__TEXT,__text) external _dgemv
0000000180dd65d0 (__TEXT,__text) external _dgemv$NEWLAPACK
000000018107b7fc (__TEXT,__text) external _dgemv$NEWLAPACK$ILP64
0000000180d8c53c (__TEXT,__text) external _dgemv_
0000000180d8cff4 (__TEXT,__text) external _dger
0000000180dd6c3c (__TEXT,__text) external _dger$NEWLAPACK
000000018107be3c (__TEXT,__text) external _dger$NEWLAPACK$ILP64
0000000180d8cff4 (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_apply_attr_destroy (from libSystem)
                 (undefined) external _dispatch_apply_attr_init (from libSystem)
                 (undefined) external _dispatch_apply_attr_set_parallelism (from libSystem)
                 (undefined) external _dispatch_apply_with_attr (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
0000000180d8f200 (__TEXT,__text) external _dnrm2
0000000181004984 (__TEXT,__text) external _dnrm2$NEWLAPACK
0000000181083608 (__TEXT,__text) external _dnrm2$NEWLAPACK$ILP64
0000000180d8f200 (__TEXT,__text) external _dnrm2_
00000001810f32b0 (__TEXT,__text) external _double_general_add
0000000181113d64 (__TEXT,__text) external _double_general_add_scalar
00000001810fec0c (__TEXT,__text) external _double_general_elementwise_product
0000000181110904 (__TEXT,__text) external _double_general_permute_cols
0000000181110784 (__TEXT,__text) external _double_general_permute_rows
000000018111aa18 (__TEXT,__text) external _double_general_product_scalar
00000001810fefcc (__TEXT,__text) external _double_general_splat
00000001810fe518 (__TEXT,__text) external _double_general_sub_scalar
00000001811106ac (__TEXT,__text) external _double_general_transpose
00000001811146d0 (__TEXT,__text) external _double_inner_product_scalar
000000018110b598 (__TEXT,__text) external _double_outer_product_scalar
0000000180d8f20c (__TEXT,__text) external _drot
00000001810049c0 (__TEXT,__text) external _drot$NEWLAPACK
0000000181083644 (__TEXT,__text) external _drot$NEWLAPACK$ILP64
0000000180d8f20c (__TEXT,__text) external _drot_
0000000180d8f23c (__TEXT,__text) external _drotg
0000000181004a0c (__TEXT,__text) external _drotg$NEWLAPACK
0000000181083690 (__TEXT,__text) external _drotg$NEWLAPACK$ILP64
0000000180d8f23c (__TEXT,__text) external _drotg_
0000000180d8f258 (__TEXT,__text) external _drotm
0000000181004a28 (__TEXT,__text) external _drotm$NEWLAPACK
00000001810836ac (__TEXT,__text) external _drotm$NEWLAPACK$ILP64
0000000180d8f258 (__TEXT,__text) external _drotm_
0000000180d8f280 (__TEXT,__text) external _drotmg
0000000181004a44 (__TEXT,__text) external _drotmg$NEWLAPACK
00000001810836c8 (__TEXT,__text) external _drotmg$NEWLAPACK$ILP64
0000000180d8f280 (__TEXT,__text) external _drotmg_
0000000180d8c784 (__TEXT,__text) external _dsbmv
0000000180dd77d4 (__TEXT,__text) external _dsbmv$NEWLAPACK
000000018107c9a8 (__TEXT,__text) external _dsbmv$NEWLAPACK$ILP64
0000000180d8c784 (__TEXT,__text) external _dsbmv_
0000000180d8f2a4 (__TEXT,__text) external _dscal
0000000181004a68 (__TEXT,__text) external _dscal$NEWLAPACK
00000001810836ec (__TEXT,__text) external _dscal$NEWLAPACK$ILP64
0000000180d8f2a4 (__TEXT,__text) external _dscal_
0000000180d8f338 (__TEXT,__text) external _dsdot
0000000181004654 (__TEXT,__text) external _dsdot$NEWLAPACK
00000001810832d8 (__TEXT,__text) external _dsdot$NEWLAPACK$ILP64
0000000180d8f338 (__TEXT,__text) external _dsdot_
0000000180d8c834 (__TEXT,__text) external _dspmv
0000000180dd7944 (__TEXT,__text) external _dspmv$NEWLAPACK
000000018107cb14 (__TEXT,__text) external _dspmv$NEWLAPACK$ILP64
0000000180d8c834 (__TEXT,__text) external _dspmv_
0000000180d8d170 (__TEXT,__text) external _dspr
0000000180dd7a90 (__TEXT,__text) external _dspr$NEWLAPACK
000000018107cc60 (__TEXT,__text) external _dspr$NEWLAPACK$ILP64
0000000180d8d1fc (__TEXT,__text) external _dspr2
0000000180dd7bcc (__TEXT,__text) external _dspr2$NEWLAPACK
000000018107cd9c (__TEXT,__text) external _dspr2$NEWLAPACK$ILP64
0000000180d8d1fc (__TEXT,__text) external _dspr2_
0000000180d8d170 (__TEXT,__text) external _dspr_
0000000180d8f2d4 (__TEXT,__text) external _dswap
0000000181004ad8 (__TEXT,__text) external _dswap$NEWLAPACK
000000018108375c (__TEXT,__text) external _dswap$NEWLAPACK$ILP64
0000000180d8f2d4 (__TEXT,__text) external _dswap_
0000000180d89c94 (__TEXT,__text) external _dsymm
0000000180f3f450 (__TEXT,__text) external _dsymm$NEWLAPACK
00000001810814f4 (__TEXT,__text) external _dsymm$NEWLAPACK$ILP64
0000000180d89c94 (__TEXT,__text) external _dsymm_
0000000180d8c6e0 (__TEXT,__text) external _dsymv
0000000180dd7d20 (__TEXT,__text) external _dsymv$NEWLAPACK
000000018107cef0 (__TEXT,__text) external _dsymv$NEWLAPACK$ILP64
0000000180d8c6e0 (__TEXT,__text) external _dsymv_
0000000180d8d044 (__TEXT,__text) external _dsyr
0000000180dd7e74 (__TEXT,__text) external _dsyr$NEWLAPACK
000000018107d044 (__TEXT,__text) external _dsyr$NEWLAPACK$ILP64
0000000180d8d0d4 (__TEXT,__text) external _dsyr2
0000000180dd7fc0 (__TEXT,__text) external _dsyr2$NEWLAPACK
000000018107d190 (__TEXT,__text) external _dsyr2$NEWLAPACK$ILP64
0000000180d8d0d4 (__TEXT,__text) external _dsyr2_
0000000180d8a184 (__TEXT,__text) external _dsyr2k
0000000180f3fc84 (__TEXT,__text) external _dsyr2k$NEWLAPACK
0000000181081d18 (__TEXT,__text) external _dsyr2k$NEWLAPACK$ILP64
0000000180d8a184 (__TEXT,__text) external _dsyr2k_
0000000180d8d044 (__TEXT,__text) external _dsyr_
0000000180d8a088 (__TEXT,__text) external _dsyrk
0000000180f3f850 (__TEXT,__text) external _dsyrk$NEWLAPACK
00000001810818e8 (__TEXT,__text) external _dsyrk$NEWLAPACK$ILP64
0000000180d8a088 (__TEXT,__text) external _dsyrk_
0000000180d8ca04 (__TEXT,__text) external _dtbmv
0000000180dd81a4 (__TEXT,__text) external _dtbmv$NEWLAPACK
000000018107d370 (__TEXT,__text) external _dtbmv$NEWLAPACK$ILP64
0000000180d8ca04 (__TEXT,__text) external _dtbmv_
0000000180d8cd94 (__TEXT,__text) external _dtbsv
0000000180dd869c (__TEXT,__text) external _dtbsv$NEWLAPACK
000000018107d858 (__TEXT,__text) external _dtbsv$NEWLAPACK$ILP64
0000000180d8cd94 (__TEXT,__text) external _dtbsv_
0000000180d8cb40 (__TEXT,__text) external _dtpmv
0000000180dd8b90 (__TEXT,__text) external _dtpmv$NEWLAPACK
000000018107dd40 (__TEXT,__text) external _dtpmv$NEWLAPACK$ILP64
0000000180d8cb40 (__TEXT,__text) external _dtpmv_
0000000180d8ced0 (__TEXT,__text) external _dtpsv
0000000180dd9078 (__TEXT,__text) external _dtpsv$NEWLAPACK
000000018107e228 (__TEXT,__text) external _dtpsv$NEWLAPACK$ILP64
0000000180d8ced0 (__TEXT,__text) external _dtpsv_
0000000180de0c64 (__TEXT,__text) external _dtrCopyLower
0000000180de0c08 (__TEXT,__text) external _dtrSetZeroLower
0000000180d89d88 (__TEXT,__text) external _dtrmm
0000000180f4015c (__TEXT,__text) external _dtrmm$NEWLAPACK
00000001810821e0 (__TEXT,__text) external _dtrmm$NEWLAPACK$ILP64
0000000180d89d88 (__TEXT,__text) external _dtrmm_
0000000180d8c8d4 (__TEXT,__text) external _dtrmv
0000000180dd9558 (__TEXT,__text) external _dtrmv$NEWLAPACK
000000018107e708 (__TEXT,__text) external _dtrmv$NEWLAPACK$ILP64
0000000180d8c8d4 (__TEXT,__text) external _dtrmv_
0000000180d89f08 (__TEXT,__text) external _dtrsm
0000000180f40794 (__TEXT,__text) external _dtrsm$NEWLAPACK
0000000181082800 (__TEXT,__text) external _dtrsm$NEWLAPACK$ILP64
0000000180d89f08 (__TEXT,__text) external _dtrsm_
0000000180d8cc64 (__TEXT,__text) external _dtrsv
0000000180dd9a20 (__TEXT,__text) external _dtrsv$NEWLAPACK
000000018107ebd0 (__TEXT,__text) external _dtrsv$NEWLAPACK$ILP64
0000000180d8cc64 (__TEXT,__text) external _dtrsv_
0000000180d8f584 (__TEXT,__text) external _dzasum
0000000181004778 (__TEXT,__text) external _dzasum$NEWLAPACK
00000001810833fc (__TEXT,__text) external _dzasum$NEWLAPACK$ILP64
0000000180d8f584 (__TEXT,__text) external _dzasum_
0000000180d8f590 (__TEXT,__text) external _dznrm2
000000018100499c (__TEXT,__text) external _dznrm2$NEWLAPACK
0000000181083620 (__TEXT,__text) external _dznrm2$NEWLAPACK$ILP64
0000000180d8f590 (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
00000001810fdb74 (__TEXT,__text) external _float_general_add
00000001810fe378 (__TEXT,__text) external _float_general_add_scalar
00000001810fe84c (__TEXT,__text) external _float_general_elementwise_product
00000001810fd878 (__TEXT,__text) external _float_general_permute_cols
00000001810fd6e8 (__TEXT,__text) external _float_general_permute_rows
00000001810ff3d0 (__TEXT,__text) external _float_general_product_scalar
00000001811097c4 (__TEXT,__text) external _float_general_splat
00000001810ff09c (__TEXT,__text) external _float_general_sub_scalar
00000001810fd610 (__TEXT,__text) external _float_general_transpose
0000000181113754 (__TEXT,__text) external _float_inner_product_scalar
00000001810fd9c0 (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
0000000180d88bec (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
0000000180d8f0fc (__TEXT,__text) external _icamax
00000001810046dc (__TEXT,__text) external _icamax$NEWLAPACK
0000000181083360 (__TEXT,__text) external _icamax$NEWLAPACK$ILP64
0000000180d8f0fc (__TEXT,__text) external _icamax_
0000000180d8f2fc (__TEXT,__text) external _idamax
00000001810046a0 (__TEXT,__text) external _idamax$NEWLAPACK
0000000181083324 (__TEXT,__text) external _idamax$NEWLAPACK$ILP64
0000000180d8f2fc (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
0000000180d8f348 (__TEXT,__text) external _isamax
0000000181004664 (__TEXT,__text) external _isamax$NEWLAPACK
00000001810832e8 (__TEXT,__text) external _isamax$NEWLAPACK$ILP64
0000000180d8f348 (__TEXT,__text) external _isamax_
0000000180d8f59c (__TEXT,__text) external _izamax
0000000181004718 (__TEXT,__text) external _izamax$NEWLAPACK
000000018108339c (__TEXT,__text) external _izamax$NEWLAPACK$ILP64
0000000180d8f59c (__TEXT,__text) external _izamax_
0000000180d88c30 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
0000000180d8f384 (__TEXT,__text) external _sasum
0000000181004754 (__TEXT,__text) external _sasum$NEWLAPACK
00000001810833d8 (__TEXT,__text) external _sasum$NEWLAPACK$ILP64
0000000180d8f384 (__TEXT,__text) external _sasum_
00000001810047ec (__TEXT,__text) external _saxpby$NEWLAPACK
0000000181083470 (__TEXT,__text) external _saxpby$NEWLAPACK$ILP64
0000000180d8f3a8 (__TEXT,__text) external _saxpy
0000000181004784 (__TEXT,__text) external _saxpy$NEWLAPACK
0000000181083408 (__TEXT,__text) external _saxpy$NEWLAPACK$ILP64
0000000180d8f3a8 (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
0000000180d8f138 (__TEXT,__text) external _scasum
000000018100476c (__TEXT,__text) external _scasum$NEWLAPACK
00000001810833f0 (__TEXT,__text) external _scasum$NEWLAPACK$ILP64
0000000180d8f138 (__TEXT,__text) external _scasum_
0000000180d8f15c (__TEXT,__text) external _scnrm2
0000000181004990 (__TEXT,__text) external _scnrm2$NEWLAPACK
0000000181083614 (__TEXT,__text) external _scnrm2$NEWLAPACK$ILP64
0000000180d8f15c (__TEXT,__text) external _scnrm2_
0000000180d8f3e4 (__TEXT,__text) external _scopy
0000000181004854 (__TEXT,__text) external _scopy$NEWLAPACK
00000001810834d8 (__TEXT,__text) external _scopy$NEWLAPACK$ILP64
0000000180d8f3e4 (__TEXT,__text) external _scopy_
0000000180d8f40c (__TEXT,__text) external _sdot
0000000181004894 (__TEXT,__text) external _sdot$NEWLAPACK
0000000181083518 (__TEXT,__text) external _sdot$NEWLAPACK$ILP64
0000000180d8f40c (__TEXT,__text) external _sdot_
0000000180d8f434 (__TEXT,__text) external _sdsdot
0000000181004954 (__TEXT,__text) external _sdsdot$NEWLAPACK
00000001810835d8 (__TEXT,__text) external _sdsdot$NEWLAPACK$ILP64
0000000180d8f434 (__TEXT,__text) external _sdsdot_
0000000180d8b8b0 (__TEXT,__text) external _sgbmv
0000000180dd6854 (__TEXT,__text) external _sgbmv$NEWLAPACK
000000018107ba74 (__TEXT,__text) external _sgbmv$NEWLAPACK$ILP64
0000000180d8b8b0 (__TEXT,__text) external _sgbmv_
0000000180de0f0c (__TEXT,__text) external _sgeCopy
00000001810167f0 (__TEXT,__text) external _sgePack_A_NoTran
0000000181016984 (__TEXT,__text) external _sgePack_A_Tran
00000001810164cc (__TEXT,__text) external _sgePack_B_NoTran
000000018101660c (__TEXT,__text) external _sgePack_B_Tran
0000000180de0eb8 (__TEXT,__text) external _sgeSetZero
0000000180d89444 (__TEXT,__text) external _sgemm
0000000180f3e7cc (__TEXT,__text) external _sgemm$NEWLAPACK
00000001810808ac (__TEXT,__text) external _sgemm$NEWLAPACK$ILP64
0000000180d89444 (__TEXT,__text) external _sgemm_
0000000180d8b7ec (__TEXT,__text) external _sgemv
0000000180dd64fc (__TEXT,__text) external _sgemv$NEWLAPACK
000000018107b72c (__TEXT,__text) external _sgemv$NEWLAPACK$ILP64
0000000180d8b7ec (__TEXT,__text) external _sgemv_
0000000180d8c2a4 (__TEXT,__text) external _sger
0000000180dd6c0c (__TEXT,__text) external _sger$NEWLAPACK
000000018107be0c (__TEXT,__text) external _sger$NEWLAPACK$ILP64
0000000180d8c2a4 (__TEXT,__text) external _sger_
0000000180d8f470 (__TEXT,__text) external _snrm2
0000000181004978 (__TEXT,__text) external _snrm2$NEWLAPACK
00000001810835fc (__TEXT,__text) external _snrm2$NEWLAPACK$ILP64
0000000180d8f470 (__TEXT,__text) external _snrm2_
0000000180d8f494 (__TEXT,__text) external _srot
00000001810049a8 (__TEXT,__text) external _srot$NEWLAPACK
000000018108362c (__TEXT,__text) external _srot$NEWLAPACK$ILP64
0000000180d8f494 (__TEXT,__text) external _srot_
0000000180d8f4c4 (__TEXT,__text) external _srotg
0000000181004a08 (__TEXT,__text) external _srotg$NEWLAPACK
000000018108368c (__TEXT,__text) external _srotg$NEWLAPACK$ILP64
0000000180d8f4c4 (__TEXT,__text) external _srotg_
0000000180d8f4e0 (__TEXT,__text) external _srotm
0000000181004a18 (__TEXT,__text) external _srotm$NEWLAPACK
000000018108369c (__TEXT,__text) external _srotm$NEWLAPACK$ILP64
0000000180d8f4e0 (__TEXT,__text) external _srotm_
0000000180d8f508 (__TEXT,__text) external _srotmg
0000000181004a38 (__TEXT,__text) external _srotmg$NEWLAPACK
00000001810836bc (__TEXT,__text) external _srotmg$NEWLAPACK$ILP64
0000000180d8f508 (__TEXT,__text) external _srotmg_
0000000180d8ba34 (__TEXT,__text) external _ssbmv
0000000180dd7714 (__TEXT,__text) external _ssbmv$NEWLAPACK
000000018107c8ec (__TEXT,__text) external _ssbmv$NEWLAPACK$ILP64
0000000180d8ba34 (__TEXT,__text) external _ssbmv_
0000000180d8f52c (__TEXT,__text) external _sscal
0000000181004a50 (__TEXT,__text) external _sscal$NEWLAPACK
00000001810836d4 (__TEXT,__text) external _sscal$NEWLAPACK$ILP64
0000000180d8f52c (__TEXT,__text) external _sscal_
0000000180d8bae4 (__TEXT,__text) external _sspmv
0000000180dd7894 (__TEXT,__text) external _sspmv$NEWLAPACK
000000018107ca64 (__TEXT,__text) external _sspmv$NEWLAPACK$ILP64
0000000180d8bae4 (__TEXT,__text) external _sspmv_
0000000180d8c420 (__TEXT,__text) external _sspr
0000000180dd79f4 (__TEXT,__text) external _sspr$NEWLAPACK
000000018107cbc4 (__TEXT,__text) external _sspr$NEWLAPACK$ILP64
0000000180d8c4ac (__TEXT,__text) external _sspr2
0000000180dd7b2c (__TEXT,__text) external _sspr2$NEWLAPACK
000000018107ccfc (__TEXT,__text) external _sspr2$NEWLAPACK$ILP64
0000000180d8c4ac (__TEXT,__text) external _sspr2_
0000000180d8c420 (__TEXT,__text) external _sspr_
0000000180d8f55c (__TEXT,__text) external _sswap
0000000181004ac8 (__TEXT,__text) external _sswap$NEWLAPACK
000000018108374c (__TEXT,__text) external _sswap$NEWLAPACK$ILP64
0000000180d8f55c (__TEXT,__text) external _sswap_
0000000180d89570 (__TEXT,__text) external _ssymm
0000000180f3f34c (__TEXT,__text) external _ssymm$NEWLAPACK
00000001810813f4 (__TEXT,__text) external _ssymm$NEWLAPACK$ILP64
0000000180d89570 (__TEXT,__text) external _ssymm_
0000000180d8b990 (__TEXT,__text) external _ssymv
0000000180dd7c6c (__TEXT,__text) external _ssymv$NEWLAPACK
000000018107ce3c (__TEXT,__text) external _ssymv$NEWLAPACK$ILP64
0000000180d8b990 (__TEXT,__text) external _ssymv_
0000000180d8c2f4 (__TEXT,__text) external _ssyr
0000000180dd7dd4 (__TEXT,__text) external _ssyr$NEWLAPACK
000000018107cfa4 (__TEXT,__text) external _ssyr$NEWLAPACK$ILP64
