00000001d0fdc100 (__TEXT,__text) non-external +[NFPromise new]
00000001e556f638 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_16?08l
00000001f1187c88 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e5_v8?0l
00000001f1187ad8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e8_16?08l
00000001f1187878 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e17_v16?0"NSError"8l
00000001f11879e8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e19_"NFPromise"16?08l
00000001f1187b68 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e19_"NFPromise"16?0d8l
00000001f1187958 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e26_"NFPromise"16?0?<?>8l
00000001f1187a48 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e26_"NFPromise"16?0?<v?>8l
00000001f1187728 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e34_v24?0?<v?>8?<v?"NSError">16l
00000001f1187b08 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e51_"NFPromise"16?0?<v??<v?>?<v?"NSError">>8l
00000001f1187a18 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e51_"NFPromise"24?0"NSObject<OS_dispatch_queue>"816l
00000001f1187bc8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e51_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8d16l
00000001f1187988 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e58_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8?<?>16l
00000001f1187a78 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e58_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8?<v?>16l
00000001f11877d8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001f1187b38 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e83_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8?<v??<v?>?<v?"NSError">>16l
00000001f11879b8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e8_16?08l
00000001f1187848 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e8_v16?08l
00000001f1187d08 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e30_v16?0"NSObject<OS_nw_path>"8l
00000001f1187de8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40bs_e17_v16?0"NSError"8l
00000001f1187e18 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40bs_e5_v8?0l
00000001f1187db8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40bs_e8_16?08l
00000001f1187d58 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e5_v8?0l
00000001f1187cb8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e23_v32?0Q816"NSError"24l
00000001f1187aa8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e34_v24?0?<v?>8?<v?"NSError">16l
00000001f1187bf8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00000001f1187d88 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e14_v16?0?<v?>8l
00000001f1187b98 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e8_16?08l
00000001f1187c58 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40bs48bs_e23_v32?0Q816"NSError"24l
00000001f1187908 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e34_v24?0?<v?>8?<v?"NSError">16l
00000001f1187758 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e16_"NFPromise"8?0l
00000001f1187788 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e8_16?08l
00000001f1187c28 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s_e34_v24?0?<v?>8?<v?"NSError">16l
00000001f11878d8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40bs48bs56bs_e8_v16?08l
00000001f11878a8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48bs56bs_e5_v8?0l
00000001f11876e8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1187808 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1187ce8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1187e48 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1187e68 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001f1187938 (__AUTH_CONST,__const) non-external ___block_literal_global.28
00000001f1187708 (__AUTH_CONST,__const) non-external ___block_literal_global.3
00000001f1187828 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001f11877b8 (__AUTH_CONST,__const) non-external ___block_literal_global.54
00000001f1187d38 (__AUTH_CONST,__const) non-external ___block_literal_global.7
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001d0fdd130 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001d0fdfe00 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40b
00000001d0fdfc38 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00000001d0fd91bc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001d0fdd0ac (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001d0fde480 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b48b
00000001d0fdc774 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b48b56b
00000001d0fdfcc8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
00000001d0fdd970 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001d0fdc7dc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00000001d0fdc6c8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b56b
00000001d0fdb428 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001d0fded2c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00000001d0fd91c4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001d0fdfc88 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001d0fdd0f4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001d0fdb46c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001d0fdc728 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001d0fded38 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
00000001d0fdbcac (__TEXT,__text) non-external ___zalgoIfMain_block_invoke
00000001d0fdbbec (__TEXT,__text) non-external ___zalgo_block_invoke
                 (undefined) external __dispatch_main_q (from libSystem)
00000001d0fe1058 (__TEXT,__text) non-external __getNSValueBytes
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_attr_make_with_autorelease_frequency (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
00000001e91340f0 (__DATA,__data) external _kNFPromiseErrorDomain
00000001e91340e0 (__DATA,__data) external _kNFPromiseSealingErrorCode
00000001e91340e8 (__DATA,__data) external _kNFPromiseTimeoutErrorCode
00000001e556f658 (__DATA_CONST,__const) external _kNFReachabilityChangedNotification
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _nw_path_get_status (from Network)
                 (undefined) external _nw_path_is_constrained (from Network)
                 (undefined) external _nw_path_is_equal (from Network)
                 (undefined) external _nw_path_is_expensive (from Network)
                 (undefined) external _nw_path_monitor_cancel (from Network)
                 (undefined) external _nw_path_monitor_create (from Network)
                 (undefined) external _nw_path_monitor_set_queue (from Network)
                 (undefined) external _nw_path_monitor_set_update_handler (from Network)
                 (undefined) external _nw_path_monitor_start (from Network)
                 (undefined) external _nw_path_uses_interface_type (from Network)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_exception_throw (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
00000001d0fe5dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUID
00000001d0fe5de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUIDString
00000001d0fe5e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_currentNetworkStatus
00000001d0fe5e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_statusFromNetworkPath:
00000001d0fe5e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_updateCurrentNetworkPath:
00000001d0fe5e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$activate
00000001d0fe5e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
00000001d0fe5ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allValues
00000001d0fe5ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$alwaysOn:always:
00000001d0fe5ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendFormat:
00000001d0fe5f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendString:
00000001d0fe5f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
00000001d0fe5f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asDelay:onQueue:withError:
00000001d0fe5f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asDelay:onQueue:withValue:
00000001d0fe5f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asDelay:withValue:
00000001d0fe5fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asVoid
00000001d0fe5fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asVoid:
00000001d0fe5fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$attemptTriggersForCurrentEvent:
00000001d0fe6000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$block
00000001d0fe6020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bytes
00000001d0fe6040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canTry:withOwner:
00000001d0fe6060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canTryBlock
00000001d0fe6080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterAtIndex:
00000001d0fe60a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$children
00000001d0fe60c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$code
00000001d0fe60e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compare:
00000001d0fe6100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$constructor
00000001d0fe6120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsObject:
00000001d0fe6140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$context
00000001d0fe6160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
00000001d0fe6180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
00000001d0fe61a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
00000001d0fe61c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentNetworkPath
00000001d0fe61e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataUsingEncoding:
00000001d0fe6200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithContentsOfFile:
00000001d0fe6220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deactivate
00000001d0fe6240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClass:forKey:
00000001d0fe6260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClasses:forKey:
00000001d0fe6280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultCenter
00000001d0fe62a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultManager
00000001d0fe62c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$delegateProtocol
00000001d0fe62e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$destinationState
00000001d0fe6300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObject:forKey:
00000001d0fe6320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
00000001d0fe6340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didEnter:withOwner:
00000001d0fe6360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didEnterBlock
00000001d0fe6380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didExit:withOwner:
00000001d0fe63a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didExitBlock
00000001d0fe63c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$domain
00000001d0fe63e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$error
00000001d0fe6400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorOn:error:
00000001d0fe6420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorWithDomain:code:userInfo:
00000001d0fe6440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$event
00000001d0fe6460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$events
00000001d0fe6480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$exceptionWithName:reason:userInfo:
00000001d0fe64a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fc_createStateMachineErrorForCode:userInfo:
00000001d0fe64c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileSystemRepresentation
00000001d0fe64e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fireBlock
00000001d0fe6500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fireOnAny
00000001d0fe6520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fireOnce
00000001d0fe6540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fired:withOwner:
00000001d0fe6560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$firstly:
00000001d0fe6580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fromState
00000001d0fe65a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getValue:
00000001d0fe65c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleAlwaysTrigger:event:
00000001d0fe65e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleOnceTrigger:event:
00000001d0fe6600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handlers
00000001d0fe6620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hash
00000001d0fe6640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hashTableWithOptions:
00000001d0fe6660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$init
00000001d0fe6680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initForReadingFromData:error:
00000001d0fe66a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDelegate:delegateProtocol:options:
00000001d0fe66c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDomain:code:userInfo:
00000001d0fe66e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithError:
00000001d0fe6700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithFormat:
00000001d0fe6720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithKey:fireOnce:fireOnAny:events:block:
00000001d0fe6740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithOptions:
00000001d0fe6760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithResolver:
00000001d0fe6780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithStateMachine:event:fromState:toState:context:
00000001d0fe67a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUTF8String:
00000001d0fe67c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithValue:
00000001d0fe67e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$invokeWithTarget:
00000001d0fe6800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqual:
00000001d0fe6820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualToString:
00000001d0fe6840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMainThread
00000001d0fe6860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$key
00000001d0fe6880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$length
00000001d0fe68a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lock
00000001d0fe68c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$methodSignatureForSelector:
00000001d0fe68e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$name
00000001d0fe6900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$nf_securelyUnarchiveObjectOfClass:
00000001d0fe6920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$nf_securelyUnarchiveObjectOfClass:withData:
00000001d0fe6940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$nf_securelyUnarchiveObjectOfClasses:withData:
00000001d0fe6960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithInteger:
00000001d0fe6980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithUnsignedInteger:
00000001d0fe69a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objCType
00000001d0fe69c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKey:
00000001d0fe69e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$owner
00000001d0fe6a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performWithLockSync:
00000001d0fe6a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$postNotificationName:object:
00000001d0fe6a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$registerHandler:
00000001d0fe6a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reject:
00000001d0fe6a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeAllObjects
00000001d0fe6aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeObject:
00000001d0fe6ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeObjectForKey:
00000001d0fe6ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$resolve:
00000001d0fe6b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$resolveOn:reject:resolve:
00000001d0fe6b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$seal
00000001d0fe6b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$seal:error:resolution:
00000001d0fe6b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$selector
00000001d0fe6b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCanTryBlock:
00000001d0fe6ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCurrentNetworkPath:
00000001d0fe6bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCurrentReachabilityStatus:
00000001d0fe6be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDidEnterBlock:
00000001d0fe6c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDidExitBlock:
00000001d0fe6c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setError:
00000001d0fe6c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setFireBlock:
00000001d0fe6c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKey:
00000001d0fe6c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setSeal:
00000001d0fe6ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setState:
00000001d0fe6cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setStatus:
00000001d0fe6ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setStatusToken:
00000001d0fe6d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setValue:
00000001d0fe6d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWillEnterBlock:
00000001d0fe6d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWillExitBlock:
00000001d0fe6d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithObject:
00000001d0fe6d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$state
00000001d0fe6da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$states
00000001d0fe6dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$status
00000001d0fe6de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$statusToken
00000001d0fe6e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithCapacity:
00000001d0fe6e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithFileSystemRepresentation:length:
00000001d0fe6e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithFormat:
00000001d0fe6e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$then:
00000001d0fe6e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$thenOn:then:
00000001d0fe6ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeoutAfter:on:
00000001d0fe6ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$toState
00000001d0fe6ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerOnAnyEvent:block:
00000001d0fe6f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggers
00000001d0fe6f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unlock
00000001d0fe6f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$value
00000001d0fe6f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$valueWithBytes:objCType:
00000001d0fe6f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willEnter:withOwner:
00000001d0fe6fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willEnterBlock
00000001d0fe6fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willExit:withOwner:
00000001d0fe6fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willExitBlock
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_opt_respondsToSelector (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_terminate (from libobjc)
                 (undefined) external _objc_unsafeClaimAutoreleasedReturnValue (from libobjc)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_variant_has_internal_content (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_mutexattr_init (from libSystem)
                 (undefined) external _pthread_mutexattr_settype (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
00000001ea1ac070 (__DATA_DIRTY,__bss) non-external _sharedInstance.onceToken
00000001ea1ac068 (__DATA_DIRTY,__bss) non-external _sharedInstance.s_reachability
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000001d0fdbb98 (__TEXT,__text) external _zalgo
00000001ea1ac050 (__DATA_DIRTY,__bss) non-external _zalgo.queue
00000001ea1ac048 (__DATA_DIRTY,__bss) non-external _zalgo.token
00000001d0fdbc58 (__TEXT,__text) external _zalgoIfMain
00000001ea1ac060 (__DATA_DIRTY,__bss) non-external _zalgoIfMain.queue
00000001ea1ac058 (__DATA_DIRTY,__bss) non-external _zalgoIfMain.token
