00007ff841aeddd0 (__DATA,__data) external _NDR_record
00007ff80040b37e (__TEXT,__text) external _mach_vm_reclaim_mark_free
00007ff80040b4b1 (__TEXT,__text) external _mach_vm_reclaim_mark_used
00007ff80040b2de (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
00007ff80040b5c4 (__TEXT,__text) external _mach_vm_reclaim_synchronize
00007ff80040b586 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff8003ffafd (__TEXT,__text) external _mach_vm_region
00007ff800404d0c (__TEXT,__text) external _mach_vm_region_recurse
00007ff800413cf2 (__TEXT,__text) external _mach_vm_remap
00007ff800413d80 (__TEXT,__text) external _mach_vm_remap_new
00007ff8004164ca (__TEXT,__text) external _mach_vm_wire
00007ff80041b6d8 (__TEXT,__text) external _mach_vm_write
00007ff8003ffd1a (__TEXT,__text) external _mach_voucher_attr_command
00007ff8003fd54f (__TEXT,__text) external _mach_voucher_deallocate
00007ff800425570 (__TEXT,__text) external _mach_voucher_debug_info
00007ff8004253a8 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff80040496a (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff8003fe0d3 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff8003fc114 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff8003fc150 (__TEXT,__text) external _mach_wait_until
00007ff800417c4a (__TEXT,__text) external _mach_zone_force_gc
00007ff8004188eb (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff8004187c4 (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff800417af0 (__TEXT,__text) external _mach_zone_info
00007ff800418631 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff8004184c1 (__TEXT,__text) external _mach_zone_info_for_zone
00007ff8003fc0cc (__TEXT,__text) external _macx_backing_store_recovery
00007ff8003fc0c0 (__TEXT,__text) external _macx_backing_store_suspend
00007ff8003fc09c (__TEXT,__text) external _macx_swapoff
00007ff8003fc090 (__TEXT,__text) external _macx_swapon
00007ff8003fc0b4 (__TEXT,__text) external _macx_triggers
00007ff8003fe390 (__TEXT,__text) external _madvise
00007ff841aede74 (__DATA,__bss) non-external _master_host_port
00007ff8003fc2ee (__TEXT,__text) non-external _memcpy
00007ff800407bed (__TEXT,__text) non-external _memmove
00007ff800403384 (__TEXT,__text) external _memorystatus_control
00007ff8004074a0 (__TEXT,__text) external _memorystatus_get_level
00007ff80040abf7 (__TEXT,__text) external _mig_allocate
00007ff8003fe7e1 (__TEXT,__text) external _mig_dealloc_reply_port
00007ff800413b23 (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff8004008fb (__TEXT,__text) external _mig_deallocate
00007ff8003fc2fc (__TEXT,__text) external _mig_get_reply_port
00007ff8003fd427 (__TEXT,__text) external _mig_get_special_reply_port
00007ff800400308 (__TEXT,__text) external _mig_put_reply_port
00007ff8003ffac9 (__TEXT,__text) external _mig_reply_setup
00007ff80040033d (__TEXT,__text) external _mig_strncpy
00007ff8003fd450 (__TEXT,__text) external _mig_strncpy_zerofill
00007ff8004074b8 (__TEXT,__text) external _mincore
00007ff8004074d0 (__TEXT,__text) external _minherit
00007ff8003fc174 (__TEXT,__text) external _mk_timer_arm
00007ff8003fc18c (__TEXT,__text) external _mk_timer_arm_leeway
00007ff8003fc180 (__TEXT,__text) external _mk_timer_cancel
00007ff8003fc15c (__TEXT,__text) external _mk_timer_create
00007ff8003fc168 (__TEXT,__text) external _mk_timer_destroy
00007ff8003fd600 (__TEXT,__text) external _mkdir
00007ff8003fee3c (__TEXT,__text) external _mkdirat
00007ff8004074e8 (__TEXT,__text) external _mkfifo
00007ff800407500 (__TEXT,__text) external _mkfifoat
00007ff800407518 (__TEXT,__text) external _mknod
00007ff800407530 (__TEXT,__text) external _mknodat
00007ff800403f54 (__TEXT,__text) external _mlock
00007ff800407548 (__TEXT,__text) external _mlockall
00007ff8003fcb12 (__TEXT,__text) external _mmap
00007ff800405fd8 (__TEXT,__text) external _mount
00007ff8003ff0a8 (__TEXT,__text) external _mprotect
00007ff800407560 (__TEXT,__text) external _mremap_encrypted
00007ff80040ad4a (__TEXT,__text) external _msg_receive
00007ff80040ad3e (__TEXT,__text) external _msg_rpc
00007ff80040ad44 (__TEXT,__text) external _msg_send
00007ff800406b30 (__TEXT,__text) external _msgctl
00007ff800407578 (__TEXT,__text) external _msgget
00007ff800407590 (__TEXT,__text) external _msgrcv
00007ff800406b48 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff8004075a8 (__TEXT,__text) external _msgsnd
00007ff800406b60 (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff800406b78 (__TEXT,__text) external _msgsys
00007ff800401054 (__TEXT,__text) external _msync
00007ff800406b90 (__TEXT,__text) external _msync$NOCANCEL
00007ff800403f6c (__TEXT,__text) external _munlock
00007ff8004075c0 (__TEXT,__text) external _munlockall
00007ff8003fedb2 (__TEXT,__text) external _munmap
00007ff8003ff33c (__TEXT,__text) external _necp_client_action
00007ff800404f10 (__TEXT,__text) external _necp_match_policy
00007ff8003ff30c (__TEXT,__text) external _necp_open
00007ff8004075d8 (__TEXT,__text) external _necp_session_action
00007ff8004075f0 (__TEXT,__text) external _necp_session_open
00007ff800407608 (__TEXT,__text) external _net_qos_guideline
00007ff800407620 (__TEXT,__text) external _netagent_trigger
00007ff80041ddc2 (__TEXT,__text) external _netname_check_in
00007ff80041e1a1 (__TEXT,__text) external _netname_check_out
00007ff80041df62 (__TEXT,__text) external _netname_look_up
00007ff80041e331 (__TEXT,__text) external _netname_version
00007ff80040c4d6 (__TEXT,__text) external _nfsclnt
00007ff800407638 (__TEXT,__text) external _nfssvc
00007ff841aeddc0 (__DATA,__data) external _non_boost_assertion_token
00007ff841aeddb8 (__DATA,__data) external _normal_boost_assertion_token
00007ff800407650 (__TEXT,__text) external _ntp_adjtime
00007ff800407668 (__TEXT,__text) external _ntp_gettime
00007ff800407680 (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff80040577c (__TEXT,__text) external _open
00007ff80040c53e (__TEXT,__text) external _open$NOCANCEL
00007ff800400737 (__TEXT,__text) external _open_dprotected_np
00007ff8004125a0 (__TEXT,__text) external _openat
00007ff80040c7d3 (__TEXT,__text) external _openat$NOCANCEL
00007ff800412ff8 (__TEXT,__text) external _openat_authenticated_np
00007ff800412f25 (__TEXT,__text) external _openat_dprotected_np
00007ff800407698 (__TEXT,__text) external _openbyid_np
00007ff800409d67 (__TEXT,__text) external _os_buflet_get_data_address
00007ff800409d4e (__TEXT,__text) external _os_buflet_get_data_length
00007ff800409d6c (__TEXT,__text) external _os_buflet_get_data_limit
00007ff800409d4a (__TEXT,__text) external _os_buflet_get_data_offset
00007ff800409d5e (__TEXT,__text) external _os_buflet_get_object_address
00007ff800409d63 (__TEXT,__text) external _os_buflet_get_object_limit
00007ff800409d58 (__TEXT,__text) external _os_buflet_set_data_length
00007ff800409d52 (__TEXT,__text) external _os_buflet_set_data_offset
00007ff80040edc8 (__TEXT,__text) external _os_channel_advance_slot
00007ff80040f705 (__TEXT,__text) external _os_channel_attr_clone
00007ff80040f6c0 (__TEXT,__text) external _os_channel_attr_create
00007ff80040f8c3 (__TEXT,__text) external _os_channel_attr_destroy
00007ff80040fa3c (__TEXT,__text) external _os_channel_attr_get
00007ff80040fb9c (__TEXT,__text) external _os_channel_attr_get_key
00007ff80040f911 (__TEXT,__text) external _os_channel_attr_set
00007ff80040f7cb (__TEXT,__text) external _os_channel_attr_set_key
00007ff80040ed90 (__TEXT,__text) external _os_channel_available_slot_count
00007ff800410e00 (__TEXT,__text) external _os_channel_buflet_alloc
00007ff800410863 (__TEXT,__text) external _os_channel_buflet_free
00007ff800410ddb (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff80040eaf9 (__TEXT,__text) external _os_channel_create
00007ff80040e0e7 (__TEXT,__text) external _os_channel_create_extended
00007ff80040ec35 (__TEXT,__text) external _os_channel_destroy
00007ff800410d55 (__TEXT,__text) external _os_channel_event_free
00007ff800413aa4 (__TEXT,__text) external _os_channel_event_get_event_data
00007ff8004139fb (__TEXT,__text) external _os_channel_event_get_next_event
00007ff80040f3fb (__TEXT,__text) external _os_channel_flow_admissible
00007ff80040f55e (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff80040f3e0 (__TEXT,__text) external _os_channel_get_advisory_region
00007ff80040eb08 (__TEXT,__text) external _os_channel_get_fd
00007ff800410d5a (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff8004109b1 (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff80040ee19 (__TEXT,__text) external _os_channel_get_next_slot
00007ff80040f37f (__TEXT,__text) external _os_channel_get_stats_region
00007ff80040e8c2 (__TEXT,__text) non-external _os_channel_info2attr
00007ff80040e9fe (__TEXT,__text) non-external _os_channel_init_ring
00007ff80040ec93 (__TEXT,__text) external _os_channel_is_defunct
00007ff80040ffd6 (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff80040fbfa (__TEXT,__text) external _os_channel_packet_alloc
00007ff80040fc01 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff80040ffe0 (__TEXT,__text) external _os_channel_packet_free
00007ff800410395 (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff80040ed6f (__TEXT,__text) external _os_channel_pending
00007ff800410629 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff80040eb0b (__TEXT,__text) external _os_channel_read_attr
00007ff80040ebf4 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff80040eca0 (__TEXT,__text) external _os_channel_ring_id
00007ff80040ed87 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff80040ed7e (__TEXT,__text) external _os_channel_ring_sync_time
00007ff80040ed27 (__TEXT,__text) external _os_channel_rx_ring
00007ff80040f188 (__TEXT,__text) external _os_channel_set_slot_properties
00007ff80041012b (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff800410256 (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff80040f269 (__TEXT,__text) external _os_channel_slot_get_packet
00007ff80040ec16 (__TEXT,__text) external _os_channel_sync
00007ff80040ecf0 (__TEXT,__text) external _os_channel_tx_ring
00007ff80040eb4b (__TEXT,__text) external _os_channel_write_attr
00007ff800409d1d (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff800406190 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff800412b5b (__TEXT,__text) external _os_cpu_in_cksum
00007ff800412c50 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff8004076b0 (__TEXT,__text) external _os_fault_with_payload
00007ff800409d18 (__TEXT,__text) external _os_inet_checksum
00007ff80041168c (__TEXT,__text) external _os_nexus_attr_clone
00007ff800411647 (__TEXT,__text) external _os_nexus_attr_create
00007ff800411924 (__TEXT,__text) external _os_nexus_attr_destroy
00007ff800411804 (__TEXT,__text) external _os_nexus_attr_get
00007ff8004116e8 (__TEXT,__text) external _os_nexus_attr_set
00007ff800411ef6 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff800411c61 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff800411c82 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff800411937 (__TEXT,__text) external _os_nexus_controller_create
00007ff800411c55 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff8004121c2 (__TEXT,__text) external _os_nexus_controller_destroy
00007ff800411c76 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff8004119ca (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff800412080 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff800411d84 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff8004119cd (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff800412012 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff800411d2a (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff80041244a (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff800409bf7 (__TEXT,__text) external _os_packet_add_buflet
00007ff80040923a (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff80040932f (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff800409c8e (__TEXT,__text) external _os_packet_decrement_use_count
00007ff800409a77 (__TEXT,__text) external _os_packet_finalize
00007ff800409cad (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff8004099b7 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff80040910f (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff8004099af (__TEXT,__text) external _os_packet_get_data_length
00007ff800409410 (__TEXT,__text) external _os_packet_get_expire_time
00007ff8004094b0 (__TEXT,__text) external _os_packet_get_expiry_action
00007ff8004092b5 (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff8004093dc (__TEXT,__text) external _os_packet_get_group_end
00007ff800409371 (__TEXT,__text) external _os_packet_get_group_start
00007ff800408cc5 (__TEXT,__text) external _os_packet_get_headroom
00007ff80040926c (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff8004098ef (__TEXT,__text) external _os_packet_get_keep_alive
00007ff800408d8c (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff800408e4b (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff800408d30 (__TEXT,__text) external _os_packet_get_link_header_length
00007ff800408deb (__TEXT,__text) external _os_packet_get_link_multicast
00007ff8004099e3 (__TEXT,__text) external _os_packet_get_next_buflet
00007ff8004096c3 (__TEXT,__text) external _os_packet_get_packetid
00007ff800409a4a (__TEXT,__text) external _os_packet_get_segment_count
00007ff800409063 (__TEXT,__text) external _os_packet_get_service_class
00007ff800409552 (__TEXT,__text) external _os_packet_get_token
00007ff800409d70 (__TEXT,__text) external _os_packet_get_trace_id
00007ff800409177 (__TEXT,__text) external _os_packet_get_traffic_class
00007ff800408f7c (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff800408eb0 (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff800408f16 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff800409944 (__TEXT,__text) external _os_packet_get_truncated
00007ff80040986e (__TEXT,__text) external _os_packet_get_vlan_id
00007ff800409876 (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff800409816 (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff8004098e0 (__TEXT,__text) external _os_packet_get_wake_flag
00007ff800409c71 (__TEXT,__text) external _os_packet_increment_use_count
00007ff80040987c (__TEXT,__text) external _os_packet_set_app_metadata
00007ff8004090e1 (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff80040945d (__TEXT,__text) external _os_packet_set_expire_time
00007ff8004094fc (__TEXT,__text) external _os_packet_set_expiry_action
00007ff8004092f2 (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff8004093a5 (__TEXT,__text) external _os_packet_set_group_end
00007ff80040933a (__TEXT,__text) external _os_packet_set_group_start
00007ff800408c87 (__TEXT,__text) external _os_packet_set_headroom
00007ff8004091fe (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff8004098fe (__TEXT,__text) external _os_packet_set_keep_alive
00007ff800409978 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff800408d5d (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff800408e1c (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff800408cf2 (__TEXT,__text) external _os_packet_set_link_header_length
00007ff800408dbc (__TEXT,__text) external _os_packet_set_link_multicast
00007ff80040974f (__TEXT,__text) external _os_packet_set_packetid
00007ff800409e0a (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff800408fe2 (__TEXT,__text) external _os_packet_set_service_class
00007ff800409600 (__TEXT,__text) external _os_packet_set_token
00007ff800409d84 (__TEXT,__text) external _os_packet_set_trace_id
00007ff800409154 (__TEXT,__text) external _os_packet_set_traffic_class
00007ff800408faf (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff800408f49 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff800408e7d (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff800408ee3 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff800409e39 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff800409cda (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff8004097c4 (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff800409db0 (__TEXT,__text) external _os_packet_trace_event
00007ff80040b2d9 (__TEXT,__text) external _os_proc_available_memory
00007ff80040ac7d (__TEXT,__text) external _panic
00007ff80040ac76 (__TEXT,__text) external _panic_init
00007ff8004076c8 (__TEXT,__text) external _panic_with_data
00007ff800402910 (__TEXT,__text) external _pathconf
00007ff8004076e0 (__TEXT,__text) external _peeloff
00007ff8003fc078 (__TEXT,__text) external _pid_for_task
00007ff8004076f8 (__TEXT,__text) external _pid_hibernate
00007ff800407710 (__TEXT,__text) external _pid_resume
00007ff80041102c (__TEXT,__text) external _pid_shutdown_networking
00007ff800407728 (__TEXT,__text) external _pid_shutdown_sockets
00007ff800407740 (__TEXT,__text) external _pid_suspend
00007ff80040106c (__TEXT,__text) external _pipe
00007ff800407758 (__TEXT,__text) external _pivot_root
00007ff800408c53 (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff800408c6d (__TEXT,__text) external _pkt_type_assert_fail
00007ff800402e54 (__TEXT,__text) external _poll
00007ff800406c68 (__TEXT,__text) external _poll$NOCANCEL
00007ff800408ba8 (__TEXT,__text) non-external _port_for_id_internal
00007ff80040acce (__TEXT,__text) external _port_obj_init
00007ff841aede38 (__DATA,__common) external _port_obj_table
00007ff841aedda8 (__DATA,__data) external _port_obj_table_size
00007ff8003fe390 (__TEXT,__text) external _posix_madvise
00007ff80040192c (__TEXT,__text) external _posix_spawn
00007ff8004055e8 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff80040d478 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff80040d500 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff8004060ed (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff800401426 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff80040d58d (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff80040607f (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff8004059bd (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff800401dcc (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff8004013de (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff841aede88 (__DATA,__bss) non-external _posix_spawn_with_filter
00007ff800401c2b (__TEXT,__text) external _posix_spawnattr_destroy
00007ff80040d3e7 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff80040d85e (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff80040d82a (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff80040d16c (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff80040d119 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff80040d618 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff80040d0b0 (__TEXT,__text) external _posix_spawnattr_getflags
00007ff800401630 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff80040d1cd (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff80040d0e5 (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff80040d1e7 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff80040d0cb (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff80040d0ff (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff800401511 (__TEXT,__text) external _posix_spawnattr_init
00007ff80040d403 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff80040dc88 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff80040d43a (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff80040d41f (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff80040d456 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff80040d9cc (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff80040d846 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff80040dd3d (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff80040da84 (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff80040db0e (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff80040d654 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff80040dd7f (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff800425a98 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff80040dd5e (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00007ff80040de18 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff80040dbca (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff80040d99a (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff80040d924 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff80040d94c (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff80040d87a (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff80040d8fc (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff80040d3cf (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff80040dd1c (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff80040d741 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff80040d80b (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff80040d6cc (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff80040d313 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff80040d63c (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff80040d9fa (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff80040d2f7 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00007ff80040d21e (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff8004055b3 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff800405a81 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff80040d776 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff80040d5fb (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff80040596e (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff80040d2d5 (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff80040615b (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff800401618 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff800402e6b (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff8004016fc (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff80040d9b3 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff80040d2a5 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff80040d203 (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff80040d2bd (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff8004015fd (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff8004015e3 (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff800405993 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff8003fd538 (__TEXT,__text) external _pread
00007ff800406c80 (__TEXT,__text) external _pread$NOCANCEL
00007ff800407770 (__TEXT,__text) external _preadv
00007ff800406c98 (__TEXT,__text) external _preadv$NOCANCEL
00007ff80040cb7f (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff80040bde8 (__TEXT,__text) external _proc_clear_cpulimits
00007ff80040bf8c (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff80040b9d5 (__TEXT,__text) external _proc_clear_dirty
00007ff80040be99 (__TEXT,__text) external _proc_clear_vmpressure
00007ff80040b8d6 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff8004041cc (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff80040428c (__TEXT,__text) external _proc_denap_assertion_complete
00007ff80040bfd9 (__TEXT,__text) external _proc_disable_apptype
00007ff8004052e8 (__TEXT,__text) external _proc_disable_cpumon
00007ff800403f2b (__TEXT,__text) external _proc_disable_wakemon
00007ff80040be3e (__TEXT,__text) external _proc_donate_importance_boost
00007ff80040c039 (__TEXT,__text) external _proc_enable_apptype
00007ff800403ec6 (__TEXT,__text) external _proc_get_cpumon_params
00007ff80040b97a (__TEXT,__text) external _proc_get_dirty
00007ff80040bd01 (__TEXT,__text) external _proc_get_wakemon_params
00007ff8004041d4 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff800404294 (__TEXT,__text) external _proc_importance_assertion_complete
00007ff80040b80a (__TEXT,__text) external _proc_kmsgbuf
00007ff80040b95f (__TEXT,__text) external _proc_libversion
00007ff80040bd59 (__TEXT,__text) external _proc_list_dynkqueueids
00007ff80040bd40 (__TEXT,__text) external _proc_list_uptrs
00007ff80040b5dd (__TEXT,__text) external _proc_listallpids
00007ff80040b647 (__TEXT,__text) external _proc_listchildpids
00007ff80040b67f (__TEXT,__text) external _proc_listcoalitions
00007ff80040b612 (__TEXT,__text) external _proc_listpgrppids
00007ff800404186 (__TEXT,__text) external _proc_listpids
00007ff80041306a (__TEXT,__text) external _proc_listpidspath
00007ff800400cab (__TEXT,__text) external _proc_name
00007ff800402306 (__TEXT,__text) external _proc_pid_rusage
00007ff80040b740 (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff80040b6f7 (__TEXT,__text) external _proc_pidfdinfo
00007ff80040b71c (__TEXT,__text) external _proc_pidfileportinfo
00007ff8003fd0f0 (__TEXT,__text) external _proc_pidinfo
00007ff8004020a1 (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff8003fd6e5 (__TEXT,__text) external _proc_pidpath
00007ff80040b835 (__TEXT,__text) external _proc_pidpath_audittoken
00007ff80040b77e (__TEXT,__text) external _proc_regionfilename
00007ff80040bdd9 (__TEXT,__text) external _proc_reset_footprint_interval
00007ff80040bb6b (__TEXT,__text) external _proc_resume_cpumon
00007ff800402d94 (__TEXT,__text) external _proc_rlimit_control
00007ff8004022b8 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff800402254 (__TEXT,__text) external _proc_set_cpumon_params
00007ff80040bba3 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff80040c148 (__TEXT,__text) external _proc_set_csm
00007ff80040bf3c (__TEXT,__text) external _proc_set_delayidlesleep
00007ff8003fe980 (__TEXT,__text) external _proc_set_dirty
00007ff80040c09c (__TEXT,__text) external _proc_set_no_smt
00007ff80040beef (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff800403f82 (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff80040bcdc (__TEXT,__text) external _proc_set_wakemon_params
00007ff80040bd72 (__TEXT,__text) external _proc_setcpu_percentage
00007ff8003fdd50 (__TEXT,__text) external _proc_setpcontrol
00007ff80040b6ac (__TEXT,__text) external _proc_setthread_cpupercent
00007ff80040c1f8 (__TEXT,__text) external _proc_setthread_csm
00007ff80040c0f4 (__TEXT,__text) external _proc_setthread_no_smt
00007ff80040ba77 (__TEXT,__text) external _proc_signal_with_audittoken
00007ff80040c099 (__TEXT,__text) external _proc_suppress
