00007fff8691d0b0 (__DATA,__data) external _DefaultServerName
00007fff77859b75 (__TEXT,__text) external _phFriNfc_TopazDynamic_CB_Transceive
00007fff7782f614 (__TEXT,__text) external _phFriNfc_TopazMap_ChkNdef
00007fff7782f862 (__TEXT,__text) external _phFriNfc_TopazMap_ConvertToReadOnly
00007fff7782fde9 (__TEXT,__text) external _phFriNfc_TopazMap_Process
00007fff8691f680 (__DATA,__bss) non-external _phFriNfc_TopazMap_Process.written_lock_byte
00007fff7782f9e3 (__TEXT,__text) external _phFriNfc_TopazMap_RdNdef
00007fff7782fc00 (__TEXT,__text) external _phFriNfc_TopazMap_WrNdef
00007fff8691d9bc (__DATA,__data) non-external _phFriNfc_TopazMap_WrNdef.aPacketData
00007fff8691d9c0 (__DATA,__data) non-external _phFriNfc_TopazMap_WrNdef.dwPktDataLength
00007fff778306f0 (__TEXT,__text) external _phFriNfc_Topaz_CB_Transceive
00007fff7785a692 (__TEXT,__text) external _phFriNfc_Tpz_Dynamic_H_ChkLockBits
00007fff7785ab2c (__TEXT,__text) external _phFriNfc_Tpz_H_ActualCardSize
00007fff7782fd97 (__TEXT,__text) external _phFriNfc_Tpz_H_BlkChk
00007fff778307e3 (__TEXT,__text) external _phFriNfc_Tpz_H_CallNxtOp
00007fff77859bea (__TEXT,__text) external _phFriNfc_Tpz_H_CheckCCBytes
00007fff7785a62f (__TEXT,__text) external _phFriNfc_Tpz_H_CheckCCBytesForWrite
00007fff77830bc6 (__TEXT,__text) external _phFriNfc_Tpz_H_ChkCCBytes
00007fff77830923 (__TEXT,__text) external _phFriNfc_Tpz_H_ChkCCinChkNdef
00007fff77830765 (__TEXT,__text) external _phFriNfc_Tpz_H_ChkLockBits
00007fff77858f18 (__TEXT,__text) external _phFriNfc_Tpz_H_ChkReadID
00007fff778309b9 (__TEXT,__text) external _phFriNfc_Tpz_H_ChkSpcVer
00007fff7785ac42 (__TEXT,__text) external _phFriNfc_Tpz_H_CompareLockBlocks
00007fff7785acc7 (__TEXT,__text) external _phFriNfc_Tpz_H_CompareMemBlocks
00007fff77830564 (__TEXT,__text) external _phFriNfc_Tpz_H_Complete
00007fff7785a1e0 (__TEXT,__text) external _phFriNfc_Tpz_H_CopyReadData
00007fff8691f692 (__DATA,__bss) non-external _phFriNfc_Tpz_H_CopyReadData.wSkipSize
00007fff77859801 (__TEXT,__text) external _phFriNfc_Tpz_H_CopyReadDataAndWrite
00007fff8691f69c (__DATA,__bss) non-external _phFriNfc_Tpz_H_CopyReadDataAndWrite.wSkipSize
00007fff77859418 (__TEXT,__text) external _phFriNfc_Tpz_H_CopySendWrData
00007fff7782fb3f (__TEXT,__text) external _phFriNfc_Tpz_H_CpDataToUsrBuf
00007fff7785a818 (__TEXT,__text) external _phFriNfc_Tpz_H_GetLockBytesInfo
00007fff7785a971 (__TEXT,__text) external _phFriNfc_Tpz_H_GetMemBytesInfo
00007fff77858370 (__TEXT,__text) external _phFriNfc_Tpz_H_GetNDEFValueFieldAddrForRead
00007fff7785937f (__TEXT,__text) external _phFriNfc_Tpz_H_GetNDEFValueFieldAddrForWrite
00007fff7785a6fa (__TEXT,__text) external _phFriNfc_Tpz_H_GetSkipSize
00007fff7785809b (__TEXT,__text) external _phFriNfc_Tpz_H_NxpRead
00007fff77858675 (__TEXT,__text) external _phFriNfc_Tpz_H_NxpWrite
00007fff7785a799 (__TEXT,__text) external _phFriNfc_Tpz_H_ParseLockTLVType
00007fff7785a8e1 (__TEXT,__text) external _phFriNfc_Tpz_H_ParseMemTLVType
00007fff7785aa78 (__TEXT,__text) external _phFriNfc_Tpz_H_ParseNdefTLVType
00007fff77859c95 (__TEXT,__text) external _phFriNfc_Tpz_H_ParseTLVs
00007fff8691f697 (__DATA,__bss) non-external _phFriNfc_Tpz_H_ParseTLVs.aLockMemBuf
00007fff8691f696 (__DATA,__bss) non-external _phFriNfc_Tpz_H_ParseTLVs.bLockMemNdefIndex
00007fff8691f69a (__DATA,__bss) non-external _phFriNfc_Tpz_H_ParseTLVs.wNdefTlvByteAddr
00007fff8691f694 (__DATA,__bss) non-external _phFriNfc_Tpz_H_ParseTLVs.wSkipSize
00007fff77830414 (__TEXT,__text) external _phFriNfc_Tpz_H_ProCCTLV
00007fff77858e54 (__TEXT,__text) external _phFriNfc_Tpz_H_ProRdForWrResp
00007fff77830171 (__TEXT,__text) external _phFriNfc_Tpz_H_ProReadAll
00007fff778300e1 (__TEXT,__text) external _phFriNfc_Tpz_H_ProReadID
00007fff778589a4 (__TEXT,__text) external _phFriNfc_Tpz_H_ProReadResp
00007fff77830236 (__TEXT,__text) external _phFriNfc_Tpz_H_ProWrNMN
00007fff77858b24 (__TEXT,__text) external _phFriNfc_Tpz_H_ProWrResp
00007fff77830307 (__TEXT,__text) external _phFriNfc_Tpz_H_ProWrTLV
00007fff7782fffc (__TEXT,__text) external _phFriNfc_Tpz_H_ProWrUsrData
00007fff77858fa0 (__TEXT,__text) external _phFriNfc_Tpz_H_ProcessReadOnly
00007fff8691f690 (__DATA,__bss) non-external _phFriNfc_Tpz_H_ProcessReadOnly.aStaticLockBytes
00007fff7782f72e (__TEXT,__text) external _phFriNfc_Tpz_H_RdBytes
00007fff7785927a (__TEXT,__text) external _phFriNfc_Tpz_H_RdForWrite
00007fff7785840d (__TEXT,__text) external _phFriNfc_Tpz_H_RemainingReadDataCopy
00007fff77859180 (__TEXT,__text) external _phFriNfc_Tpz_H_UpdateAndWriteLockBits
00007fff778599bc (__TEXT,__text) external _phFriNfc_Tpz_H_UpdateLenFieldValuesAfterRead
00007fff8691f69e (__DATA,__bss) non-external _phFriNfc_Tpz_H_UpdateLenFieldValuesAfterRead.wSkipSize
00007fff778595cc (__TEXT,__text) external _phFriNfc_Tpz_H_UpdateLenFieldZeroAfterRead
00007fff8691f6a0 (__DATA,__bss) non-external _phFriNfc_Tpz_H_UpdateLenFieldZeroAfterRead.wSkipSize
00007fff77859554 (__TEXT,__text) external _phFriNfc_Tpz_H_UpdateNdefTypeField
00007fff7782f916 (__TEXT,__text) external _phFriNfc_Tpz_H_WrAByte
00007fff77830d19 (__TEXT,__text) external _phFriNfc_Tpz_H_WrByte0ValE1
00007fff77830c97 (__TEXT,__text) external _phFriNfc_Tpz_H_WrCCorTLV
00007fff77830d76 (__TEXT,__text) external _phFriNfc_Tpz_H_WrLByte
00007fff77830a45 (__TEXT,__text) external _phFriNfc_Tpz_H_findNDEFTLV
00007fff778101cc (__TEXT,__text) external _phFriNfc_ValidateParams
00007fff777f7d6b (__TEXT,__text) external _phHciNfc_AddRegistration
00007fff777f6de1 (__TEXT,__text) external _phHciNfc_AnyGetParameter
00007fff8691f380 (__DATA,__bss) non-external _phHciNfc_AnyGetParameter.pData
00007fff777f6b88 (__TEXT,__text) external _phHciNfc_AnyGetParameterCb
00007fff777f6878 (__TEXT,__text) external _phHciNfc_AnyOkCb
00007fff777f726f (__TEXT,__text) external _phHciNfc_AnySetParameter
00007fff8691f390 (__DATA,__bss) non-external _phHciNfc_AnySetParameter.tSetParamData
00007fff777f6a6c (__TEXT,__text) external _phHciNfc_AnySetParameterCb
00007fff777f40b0 (__TEXT,__text) external _phHciNfc_CacheHciPacket
00007fff77838efa (__TEXT,__text) external _phHciNfc_CalcPower
00007fff77838e7b (__TEXT,__text) external _phHciNfc_CalcWtxTimeout
00007fff777f70b8 (__TEXT,__text) external _phHciNfc_CheckPropGate
00007fff778386a0 (__TEXT,__text) external _phHciNfc_CheckTransOnApduPipe
00007fff777f692a (__TEXT,__text) external _phHciNfc_CmdSendCb
00007fff777f3790 (__TEXT,__text) external _phHciNfc_CoreAbortAllTran
00007fff777f3a06 (__TEXT,__text) external _phHciNfc_CoreClearRxBuffers
00007fff777f361a (__TEXT,__text) external _phHciNfc_CoreDeInit
00007fff77825498 (__TEXT,__text) external _phHciNfc_CoreDeleteList
00007fff7782558a (__TEXT,__text) external _phHciNfc_CoreGetNewNode
00007fff777f3018 (__TEXT,__text) external _phHciNfc_CoreInit
00007fff777f387d (__TEXT,__text) external _phHciNfc_CoreInitRxData
00007fff777f3175 (__TEXT,__text) external _phHciNfc_CoreInitialiseContext
00007fff777f327e (__TEXT,__text) external _phHciNfc_CoreRecvCB
00007fff8691f373 (__DATA,__bss) non-external _phHciNfc_CoreRecvCB.bFirstChain
00007fff777f42c5 (__TEXT,__text) external _phHciNfc_CoreReleaseMemory
00007fff777f3a7c (__TEXT,__text) external _phHciNfc_CoreSend
00007fff777f7474 (__TEXT,__text) external _phHciNfc_CreateApduPipeCb
00007fff777f3f36 (__TEXT,__text) external _phHciNfc_CreateHCICmdRspTimer
00007fff777f761d (__TEXT,__text) external _phHciNfc_CreateIFSeApduPipe
00007fff7783dd89 (__TEXT,__text) external _phHciNfc_CreateSEGetAtrTimer
00007fff7783de1c (__TEXT,__text) external _phHciNfc_CreateSETranseiveTimer
00007fff777f398f (__TEXT,__text) external _phHciNfc_GetAllocatedPipeIndex
00007fff777f3915 (__TEXT,__text) external _phHciNfc_GetHciPipeIndex
00007fff777f78c2 (__TEXT,__text) external _phHciNfc_GetIFSePipeId
00007fff777f7a62 (__TEXT,__text) external _phHciNfc_GetPipeId
00007fff777f806d (__TEXT,__text) external _phHciNfc_GetPipeIndex
00007fff777f3fc9 (__TEXT,__text) external _phHciNfc_HciCmdRspCb
00007fff778256cd (__TEXT,__text) external _phHciNfc_HciCoreExtractData
00007fff777f3e8d (__TEXT,__text) external _phHciNfc_HciCoreLowerLayerSendCb
00007fff777f415b (__TEXT,__text) external _phHciNfc_HciResendPacketCb
00007fff777f7b25 (__TEXT,__text) external _phHciNfc_OpenPipe
00007fff777f6ca5 (__TEXT,__text) external _phHciNfc_OpenPipeCb
00007fff777f85b3 (__TEXT,__text) external _phHciNfc_ProcessClearAllPipeNotifyCmd
00007fff77838c19 (__TEXT,__text) external _phHciNfc_ProcessEventsOnApduPipe
00007fff777f8877 (__TEXT,__text) external _phHciNfc_ProcessEventsOnPipe
00007fff777f81f7 (__TEXT,__text) external _phHciNfc_ProcessPipeCreateNotifyCmd
00007fff77838147 (__TEXT,__text) external _phHciNfc_ProcessRspsOnApduPipe
00007fff7783ce0d (__TEXT,__text) external _phHciNfc_ProcessSERemovedNtf
00007fff777f69c6 (__TEXT,__text) external _phHciNfc_RawCmdSendCb
00007fff777f86bc (__TEXT,__text) external _phHciNfc_ReceiveAdminNotifyCmd
00007fff777f8128 (__TEXT,__text) external _phHciNfc_ReceiveAdminNotifyEvt
00007fff77839272 (__TEXT,__text) external _phHciNfc_ReceiveHandler
00007fff777f838a (__TEXT,__text) external _phHciNfc_ReceiveOpenPipeNotifyCmd
00007fff777f711e (__TEXT,__text) external _phHciNfc_RegisterCmdRspEvt
00007fff77837e38 (__TEXT,__text) external _phHciNfc_RegisterForEvents
00007fff777f7f0d (__TEXT,__text) external _phHciNfc_RemoveRegistration
00007fff778382ac (__TEXT,__text) external _phHciNfc_Transceive
00007fff777f7fd7 (__TEXT,__text) external _phHciNfc_UnRegAllRspCb
00007fff777f7985 (__TEXT,__text) external _phHciNfc_UnRegisterCmdRspEvt
00007fff777f7e53 (__TEXT,__text) external _phHciNfc_VerifyIfRegistered
00007fff7783dcb3 (__TEXT,__text) external _phHciNfc_eSEGetAtrTimeOutCb
00007fff7783deaf (__TEXT,__text) external _phHciNfc_eSETranseiveTimeOutCb
00007fff778448f2 (__TEXT,__text) external _phLibNfc_549ProcSysL1LogNtf
00007fff77845b90 (__TEXT,__text) external _phLibNfc_549ProcSysL2LogNtf
00007fff77844ecc (__TEXT,__text) external _phLibNfc_67ProcSysL2LogNtf
00007fff7783580e (__TEXT,__text) external _phLibNfc_AbortHceData
00007fff77834ea8 (__TEXT,__text) external _phLibNfc_Actv2Discovery
00007fff77834f1f (__TEXT,__text) external _phLibNfc_Actv2Init
00007fff778175fc (__TEXT,__text) external _phLibNfc_AntennaSelfTest
00007fff7788aa10 (__TEXT,__const) non-external _phLibNfc_ApcCalcParams
00007fff7788a950 (__TEXT,__const) non-external _phLibNfc_ApcCalcParamsNfc2_6
00007fff77844010 (__TEXT,__text) external _phLibNfc_ApcCalculation2_x
00007fff778441a0 (__TEXT,__text) external _phLibNfc_ApcCalculation3_0
00007fff778464b8 (__TEXT,__text) external _phLibNfc_BuildSetCfgSignedCmdPayload
00007fff7781ef9d (__TEXT,__text) external _phLibNfc_CalSectorAddress
00007fff777f9656 (__TEXT,__text) external _phLibNfc_CardEmulation_DataReceiveCb
00007fff77819ba7 (__TEXT,__text) external _phLibNfc_CardEmulation_NtfRegister
00007fff77819c41 (__TEXT,__text) external _phLibNfc_CardEmulation_NtfUnregister
00007fff778445d1 (__TEXT,__text) external _phLibNfc_CheckDpllLock
00007fff7781c82b (__TEXT,__text) external _phLibNfc_CheckMfpEVxSl
00007fff7781c98a (__TEXT,__text) external _phLibNfc_CheckMfpEVxSlResp
00007fff77835958 (__TEXT,__text) external _phLibNfc_CheckPcdDevice
00007fff7781ca20 (__TEXT,__text) external _phLibNfc_CheckTagTypeMfpEV1
00007fff7781cbb7 (__TEXT,__text) external _phLibNfc_CheckTagTypeMfpEV1Resp
00007fff7781ee6b (__TEXT,__text) external _phLibNfc_ChkAuthCmdMFC
00007fff778367bc (__TEXT,__text) external _phLibNfc_ChkDeActType
00007fff77832061 (__TEXT,__text) external _phLibNfc_ChkDiscoveryType
00007fff77834a78 (__TEXT,__text) external _phLibNfc_ChkDiscoveryTypeAndMode
00007fff7782dced (__TEXT,__text) external _phLibNfc_ChkMFCAuthWrtCmd
00007fff7782dded (__TEXT,__text) external _phLibNfc_ChkMfCTag
00007fff7781f402 (__TEXT,__text) external _phLibNfc_ChkPresence_Trcv_Cb
00007fff77836285 (__TEXT,__text) external _phLibNfc_ChkRfListnerforKovioPoll
00007fff7783631f (__TEXT,__text) external _phLibNfc_ChkRfListnerforNFCAListen
00007fff77835e5e (__TEXT,__text) external _phLibNfc_ChkRfListnerforNFCAPoll
00007fff778363c3 (__TEXT,__text) external _phLibNfc_ChkRfListnerforNFCBListen
00007fff7783606c (__TEXT,__text) external _phLibNfc_ChkRfListnerforNFCBPoll
00007fff77836459 (__TEXT,__text) external _phLibNfc_ChkRfListnerforNFCFListen
00007fff77836133 (__TEXT,__text) external _phLibNfc_ChkRfListnerforNFCFPoll
00007fff778361ef (__TEXT,__text) external _phLibNfc_ChkRfListnerforNFCISO15693Poll
00007fff7781edf9 (__TEXT,__text) external _phLibNfc_ChkT2Ttag
00007fff777ffb41 (__TEXT,__text) external _phLibNfc_ClearEseSessionIdProc
00007fff777ffa4c (__TEXT,__text) external _phLibNfc_ClearEseSessionIdSeq
00007fff7783192e (__TEXT,__text) external _phLibNfc_ClearExpModeSParams
00007fff7784346f (__TEXT,__text) external _phLibNfc_ClearMultiTagInfoCmd
00007fff778434e4 (__TEXT,__text) external _phLibNfc_ClearMultiTagInfoProc
00007fff7781c1ae (__TEXT,__text) external _phLibNfc_ClearNdefInfo
00007fff77856b45 (__TEXT,__text) external _phLibNfc_ClearSeEvents
00007fff777e82a7 (__TEXT,__text) external _phLibNfc_Clear_NdefInfo
00007fff777e705f (__TEXT,__text) external _phLibNfc_CloseLogConnCmd
00007fff77848c3b (__TEXT,__text) external _phLibNfc_ClrRetAssertDataCb
00007fff77844631 (__TEXT,__text) external _phLibNfc_Compute7816ClifTech
00007fff778444d8 (__TEXT,__text) external _phLibNfc_ComputeDataRxFailure
00007fff77844302 (__TEXT,__text) external _phLibNfc_ComputeL1FelicaState
00007fff778442b5 (__TEXT,__text) external _phLibNfc_ComputeL1State
00007fff7784434f (__TEXT,__text) external _phLibNfc_ComputeL2ClifState
00007fff7784439c (__TEXT,__text) external _phLibNfc_ComputeLxClifTech
00007fff777e5d2e (__TEXT,__text) external _phLibNfc_ComputeMemDumpAddr
00007fff77815efd (__TEXT,__text) external _phLibNfc_ComputeMwVerStr
00007fff77841380 (__TEXT,__text) external _phLibNfc_ConfigAssertLoggingCmd
00007fff77841459 (__TEXT,__text) external _phLibNfc_ConfigAssertLoggingProc
00007fff778414f5 (__TEXT,__text) external _phLibNfc_ConfigAssertLoggingSeqComp
00007fff77832555 (__TEXT,__text) external _phLibNfc_ConfigDiscParams
00007fff77831f74 (__TEXT,__text) external _phLibNfc_ConfigDiscParamsBackwardComp
00007fff77840a69 (__TEXT,__text) external _phLibNfc_ConfigHsuBrCmd
00007fff77840be1 (__TEXT,__text) external _phLibNfc_ConfigHsuBrResp
00007fff77840f89 (__TEXT,__text) external _phLibNfc_ConfigHsuBrSeqComplete
00007fff7784101e (__TEXT,__text) external _phLibNfc_ConfigLoggingCmd
00007fff77841271 (__TEXT,__text) external _phLibNfc_ConfigLoggingProc
00007fff7784130d (__TEXT,__text) external _phLibNfc_ConfigLoggingSeqComp
00007fff7784866c (__TEXT,__text) external _phLibNfc_ConfigNciMode
00007fff777fdcbc (__TEXT,__text) external _phLibNfc_ConfigRoutingTableComplete
00007fff777fdc4b (__TEXT,__text) external _phLibNfc_ConfigRoutingTableProc
00007fff777e81cc (__TEXT,__text) external _phLibNfc_ConfigSpmiSlaveIdHostIrqOffset
00007fff77843580 (__TEXT,__text) external _phLibNfc_ConfigTestMode
00007fff778436e1 (__TEXT,__text) external _phLibNfc_ConfigTestModeComplete
00007fff77848613 (__TEXT,__text) external _phLibNfc_ConfigTestModeEnd
00007fff77843d33 (__TEXT,__text) external _phLibNfc_ConfigTestModeOff
00007fff77843e0a (__TEXT,__text) external _phLibNfc_ConfigTestModeOffComplete
00007fff77843db1 (__TEXT,__text) external _phLibNfc_ConfigTestModeOffRspCb
00007fff77843606 (__TEXT,__text) external _phLibNfc_ConfigTestModeRspCb
00007fff77835d98 (__TEXT,__text) external _phLibNfc_ConnChkDevType
00007fff77835dfc (__TEXT,__text) external _phLibNfc_ConnChkTgtType
00007fff7780c0b4 (__TEXT,__text) external _phLibNfc_ConnHandover_DeInitialize
00007fff7780c077 (__TEXT,__text) external _phLibNfc_ConnHandover_Initialize
00007fff7780c0f1 (__TEXT,__text) external _phLibNfc_ConnHandover_ProcessNdefRecords
00007fff77835ba9 (__TEXT,__text) external _phLibNfc_ConnIsRfListnerRegisterd
00007fff77815950 (__TEXT,__text) external _phLibNfc_ConnectExtensionFelica_Cb
00007fff77818b37 (__TEXT,__text) external _phLibNfc_ConvertToReadOnlyNdef
00007fff77818cc0 (__TEXT,__text) external _phLibNfc_ConvertToReadWriteNdef
00007fff7784769b (__TEXT,__text) external _phLibNfc_ConvertToRemDevType
00007fff777fadd1 (__TEXT,__text) external _phLibNfc_CrcConfig
00007fff777faf4c (__TEXT,__text) external _phLibNfc_CrcConfigProcess
00007fff77847e7b (__TEXT,__text) external _phLibNfc_CrcErrorNtfHandler
00007fff777e6fe0 (__TEXT,__text) external _phLibNfc_CreateLogConnCb
00007fff777e6f67 (__TEXT,__text) external _phLibNfc_CreateLogConnCmd
00007fff77847f22 (__TEXT,__text) external _phLibNfc_CustTrimErrorNtfHandler
00007fff7781f759 (__TEXT,__text) external _phLibNfc_DataExPresenceCheck
00007fff8691f5de (__DATA,__bss) non-external _phLibNfc_DataExPresenceCheck.b15693CmdBuff
00007fff8691d2e0 (__DATA,__data) non-external _phLibNfc_DataExPresenceCheck.b4ACmdBuff
00007fff8691f5b3 (__DATA,__bss) non-external _phLibNfc_DataExPresenceCheck.b4ARespBuff
00007fff8691f5db (__DATA,__bss) non-external _phLibNfc_DataExPresenceCheck.bCommonCmdBuff
00007fff8691f5f0 (__DATA,__bss) non-external _phLibNfc_DataExPresenceCheck.bCommonRespBuff
00007fff8691d2f0 (__DATA,__data) non-external _phLibNfc_DataExPresenceCheck.bFelicaCmdBuff
00007fff8691f5c0 (__DATA,__bss) non-external _phLibNfc_DataExPresenceCheck.bFelicaRespBuff
00007fff8691d2e7 (__DATA,__data) non-external _phLibNfc_DataExPresenceCheck.bJewelCmdBuff
00007fff8691f5b5 (__DATA,__bss) non-external _phLibNfc_DataExPresenceCheck.bJewelRespBuff
00007fff8691f5a0 (__DATA,__bss) non-external _phLibNfc_DataExPresenceCheck.bRATSRespBuff
00007fff777f596f (__TEXT,__text) external _phLibNfc_DeActvNtfRegister_Resp_Cb
00007fff777fde76 (__TEXT,__text) external _phLibNfc_DeInitialize
00007fff777fdf33 (__TEXT,__text) external _phLibNfc_DeInitializeComplete
00007fff777fdeda (__TEXT,__text) external _phLibNfc_DeInitializeProcess
00007fff77832147 (__TEXT,__text) external _phLibNfc_DelayDiscTimerCb
00007fff7783d90d (__TEXT,__text) external _phLibNfc_DelayForSeNtf
00007fff7783da1c (__TEXT,__text) external _phLibNfc_DelayForSeNtfProc
00007fff7781cdd6 (__TEXT,__text) external _phLibNfc_DeselectCmdMfpSL1
00007fff7781cf68 (__TEXT,__text) external _phLibNfc_DeselectCmdMfpSL1Resp
00007fff777ffc9e (__TEXT,__text) external _phLibNfc_DisableNfceeDisc
00007fff777fb609 (__TEXT,__text) external _phLibNfc_DisableStandbyMode
00007fff7783188a (__TEXT,__text) external _phLibNfc_DiscDeactivateComplete
00007fff7783d2f0 (__TEXT,__text) external _phLibNfc_DisplaySeRFParameters
00007fff777df2c7 (__TEXT,__text) external _phLibNfc_DnldGetFwVersion
00007fff777df383 (__TEXT,__text) external _phLibNfc_DnldGetFwVersionCb
00007fff777e4684 (__TEXT,__text) external _phLibNfc_DnldLogReadReq
00007fff777e4530 (__TEXT,__text) external _phLibNfc_DnldRead
00007fff777e47f5 (__TEXT,__text) external _phLibNfc_DnldWriteReq
00007fff77831d3e (__TEXT,__text) external _phLibNfc_DummyDisc
00007fff77834ffe (__TEXT,__text) external _phLibNfc_DummyInit
00007fff77835106 (__TEXT,__text) external _phLibNfc_DummyInitTimerCb
00007fff77831421 (__TEXT,__text) external _phLibNfc_EnDisMultiTagSeq
00007fff7783158f (__TEXT,__text) external _phLibNfc_EnDisMultiTagSeqComplete
00007fff77831508 (__TEXT,__text) external _phLibNfc_EnDisMultiTagSeqProc
00007fff777fb38a (__TEXT,__text) external _phLibNfc_EnableExtnProcess
00007fff777fc262 (__TEXT,__text) external _phLibNfc_EnableNfceeDisc
00007fff778358d1 (__TEXT,__text) external _phLibNfc_EnablePriorityDiscovery
00007fff777fb331 (__TEXT,__text) external _phLibNfc_EnablePropExtn
00007fff77844770 (__TEXT,__text) external _phLibNfc_ExtractAPCInfo
00007fff778156c2 (__TEXT,__text) external _phLibNfc_FelicaChkPresComplete
00007fff778154e2 (__TEXT,__text) external _phLibNfc_FelicaReqResCmd
00007fff778155ea (__TEXT,__text) external _phLibNfc_FelicaReqResResp
00007fff7783cef1 (__TEXT,__text) external _phLibNfc_FindSetModeIntEvent
00007fff7783e0c6 (__TEXT,__text) external _phLibNfc_FindSetModeTransEvent
00007fff7781fe2c (__TEXT,__text) external _phLibNfc_FindTagTypeFromSak
00007fff777e42d8 (__TEXT,__text) external _phLibNfc_FlashIntg_VerifyCrcStatus
00007fff777e3fec (__TEXT,__text) external _phLibNfc_FlashIntg_Verify_3_0_CrcStatus
00007fff777e3cfe (__TEXT,__text) external _phLibNfc_FlashIntg_Verify_4_0_CrcStatus
00007fff777fd997 (__TEXT,__text) external _phLibNfc_FlushSramData
00007fff777fda08 (__TEXT,__text) external _phLibNfc_FlushSramDataProcess
00007fff777dddd2 (__TEXT,__text) external _phLibNfc_ForceNextSeq
00007fff77848475 (__TEXT,__text) external _phLibNfc_FrameDebugParam
00007fff7783121e (__TEXT,__text) external _phLibNfc_GenSequenceProcess
00007fff778480e1 (__TEXT,__text) external _phLibNfc_GenericErrorHandler
00007fff777f9f67 (__TEXT,__text) external _phLibNfc_GenericTransceiveCmd
00007fff777fa062 (__TEXT,__text) external _phLibNfc_GenericTransceiveComplete
00007fff777f9fdc (__TEXT,__text) external _phLibNfc_GenericTransceiveResp
00007fff777fcdcd (__TEXT,__text) external _phLibNfc_GetAssertInfo
00007fff777fcf0e (__TEXT,__text) external _phLibNfc_GetAssertInfoProc
00007fff778555d9 (__TEXT,__text) external _phLibNfc_GetAvailableSlotIndex
00007fff777df553 (__TEXT,__text) external _phLibNfc_GetDumpDnldGetFwVersionCb
00007fff777fb6e8 (__TEXT,__text) external _phLibNfc_GetEepromParams
00007fff777fb76e (__TEXT,__text) external _phLibNfc_GetEepromParamsProc
00007fff7783f680 (__TEXT,__text) external _phLibNfc_GetEepromSettings
00007fff7783f9e9 (__TEXT,__text) external _phLibNfc_GetEepromSettingsProc
00007fff7784927a (__TEXT,__text) external _phLibNfc_GetFwTypeCmd
00007fff778493ac (__TEXT,__text) external _phLibNfc_GetFwTypeProc
00007fff777e2115 (__TEXT,__text) external _phLibNfc_GetFwVersionCb
00007fff777df492 (__TEXT,__text) external _phLibNfc_GetFwVersionComplete
00007fff77841e78 (__TEXT,__text) external _phLibNfc_GetHlmDbgLogCmd
00007fff77841eed (__TEXT,__text) external _phLibNfc_GetHlmDbgLogProc
00007fff77841f89 (__TEXT,__text) external _phLibNfc_GetHlmDbgLogProcComplete
00007fff778001ad (__TEXT,__text) external _phLibNfc_GetLibNfcSeqId
00007fff77830e7b (__TEXT,__text) external _phLibNfc_GetLpcdConfig
00007fff77830f60 (__TEXT,__text) external _phLibNfc_GetLpcdConfigProc
00007fff7784231e (__TEXT,__text) external _phLibNfc_GetLpcdFalseDetCntCmd
00007fff77842436 (__TEXT,__text) external _phLibNfc_GetLpcdFalseDetCntComplete
00007fff77842393 (__TEXT,__text) external _phLibNfc_GetLpcdFalseDetCntProc
00007fff77817604 (__TEXT,__text) external _phLibNfc_GetMemoryDump
00007fff777df70e (__TEXT,__text) external _phLibNfc_GetMemoryDumpCmd
00007fff777df931 (__TEXT,__text) external _phLibNfc_GetMemoryDumpRsp
00007fff777df992 (__TEXT,__text) external _phLibNfc_GetMemoryDumpSeqComplete
00007fff7781d17e (__TEXT,__text) external _phLibNfc_GetMfUlcReadPage
00007fff7781d2a8 (__TEXT,__text) external _phLibNfc_GetMfUlcReadPageResp
00007fff77843080 (__TEXT,__text) external _phLibNfc_GetMultiTagInfoCmd
00007fff77843383 (__TEXT,__text) external _phLibNfc_GetMultiTagInfoComp
00007fff778430f5 (__TEXT,__text) external _phLibNfc_GetMultiTagInfoProc
00007fff7782f572 (__TEXT,__text) external _phLibNfc_GetMwApi
00007fff777fee93 (__TEXT,__text) external _phLibNfc_GetNfccFeatures
00007fff77849166 (__TEXT,__text) external _phLibNfc_GetNfccParamsCallback
00007fff777fc043 (__TEXT,__text) external _phLibNfc_GetNfceeIntfCfg
00007fff777fc107 (__TEXT,__text) external _phLibNfc_GetNfceeIntfCfgProc
00007fff777ff5ea (__TEXT,__text) external _phLibNfc_GetNfceeSessionId
00007fff777e2a90 (__TEXT,__text) external _phLibNfc_GetPlatformInfo
00007fff7784169c (__TEXT,__text) external _phLibNfc_GetPowerTrackDataCmd
00007fff77841711 (__TEXT,__text) external _phLibNfc_GetPowerTrackDataProc
00007fff778417ad (__TEXT,__text) external _phLibNfc_GetPowerTrackDataSeqComplete
00007fff7785574a (__TEXT,__text) external _phLibNfc_GetRegisteredSlotIndex
00007fff7781f6c4 (__TEXT,__text) external _phLibNfc_GetRemoteDevInfo
00007fff778420bf (__TEXT,__text) external _phLibNfc_GetRfTransRegValCmd
00007fff778421e5 (__TEXT,__text) external _phLibNfc_GetRfTransRegValComplete
00007fff7783fc56 (__TEXT,__text) external _phLibNfc_GetRtngTable
00007fff7783fce9 (__TEXT,__text) external _phLibNfc_GetRtngTableProc
00007fff777ff06f (__TEXT,__text) external _phLibNfc_GetSEPipeStatus
00007fff777ff1a4 (__TEXT,__text) external _phLibNfc_GetSEPipeStatusProc
00007fff7783c9ac (__TEXT,__text) external _phLibNfc_GetSeRmvdReasonCode
