                 (undefined) external _AnalyticsSendEvent (from CoreAnalytics)
                 (undefined) external _CONTAINER_PERSONA_PRIMARY (from libSystem)
                 (undefined) external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _NSURLSessionTaskPriorityDefault (from Foundation)
                 (undefined) external _OBJC_CLASS_$_BMStoreConfig (from BiomeStorage)
                 (undefined) external _OBJC_CLASS_$_GEOCountryConfiguration (from GeoServices)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileHandle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSHTTPURLResponse (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSJSONSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLocale (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSOutputStream (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSProcessInfo (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSPropertyListSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLSession (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURLSessionConfiguration (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_OS_os_log (from libSystem)
0000000270180fe0 (__AUTH,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC20PegasusConfiguration14ConfigInternal
000000023d961138 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration26KnownAggregationRecipeNameOSHAASQ
000000023d961150 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration26KnownAggregationRecipeNameOs12CaseIterableAA8AllCasessADP_Sl
000000023d96111c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration28KnownAggregationRecipeClientOSHAASQ
000000023d96112a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration31KnownAggregationProcessBundleIdOSHAASQ
000000023d9609ac (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration37ShouldThrottleConfigFetchResultReasonOSHAASQ
000000023d961268 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration9RequestorOSHAASQ
000000023d960b7c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance So18BMStreamIdentifieraSHSCSQ
000000023d960b6c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance So18BMStreamIdentifieras20_SwiftNewtypeWrapperSCSY
000000023d960b74 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance So18BMStreamIdentifieras20_SwiftNewtypeWrapperSCs35_HasCustomAnyHashableRepresentation
000000023d926bbc (__TEXT,__text) non-external _block_copy_helper
00000002727f0ba0 (__AUTH_CONST,__const) non-external _block_descriptor
000000023d926bcc (__TEXT,__text) non-external _block_destroy_helper
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _confstr (from libSystem)
                 (undefined) external _container_copy_sandbox_token (from libSystem)
                 (undefined) external _container_error_copy_unlocalized_description (from libSystem)
                 (undefined) external _container_get_path (from libSystem)
                 (undefined) external _container_query_create (from libSystem)
                 (undefined) external _container_query_free (from libSystem)
                 (undefined) external _container_query_get_last_error (from libSystem)
                 (undefined) external _container_query_get_single_result (from libSystem)
                 (undefined) external _container_query_operation_set_flags (from libSystem)
                 (undefined) external _container_query_set_class (from libSystem)
                 (undefined) external _container_query_set_group_identifiers (from libSystem)
                 (undefined) external _container_query_set_persona_unique_string (from libSystem)
000000023d9569b0 (__TEXT,__text) non-external (was a private external) _dynamic_cast_existential_1_conditional
000000023d946f50 (__TEXT,__text) non-external (was a private external) _dynamic_cast_existential_1_unconditional
000000023d960a3c (__TEXT,__swift5_typeref) non-external (was a private external) _flat unique 20PegasusConfiguration13ConfigFactory_p
000000023d960a90 (__TEXT,__swift5_typeref) non-external (was a private external) _flat unique 20PegasusConfiguration6Config_p
000000023d961514 (__TEXT,__swift5_typeref) non-external (was a private external) _flat unique So14OS_nw_activity_p
000000023d961aca (__TEXT,__swift5_typeref) non-external (was a private external) _flat unique So17OS_os_transaction_p
                 (undefined) external _kSecPolicyNameAppleParsecService (from Security)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _nw_activity_complete_with_reason (from Network)
                 (undefined) external _nw_activity_create (from Network)
                 (undefined) external _nw_activity_is_activated (from Network)
                 (undefined) external _objc_allocWithZone (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_self (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
000000023d920dd8 (__TEXT,__text) non-external _objectdestroy.64Tm
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_transaction_create (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _rootless_check_datavault_flag (from libSystem)
                 (undefined) external _rootless_convert_to_datavault (from libSystem)
                 (undefined) external _rootless_mkdir_datavault (from libSystem)
                 (undefined) external _sandbox_extension_consume (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _swift_allocError (from libswiftCore)
                 (undefined) external _swift_allocObject (from libswiftCore)
                 (undefined) external _swift_allocateGenericClassMetadata (from libswiftCore)
                 (undefined) external _swift_allocateGenericValueMetadata (from libswiftCore)
                 (undefined) external _swift_arrayDestroy (from libswiftCore)
                 (undefined) external _swift_arrayInitWithCopy (from libswiftCore)
                 (undefined) external _swift_arrayInitWithTakeBackToFront (from libswiftCore)
                 (undefined) external _swift_arrayInitWithTakeFrontToBack (from libswiftCore)
                 (undefined) external _swift_beginAccess (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRelease (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRelease_n (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRetain (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRetain_n (from libswiftCore)
                 (undefined) external _swift_checkMetadataState (from libswiftCore)
                 (undefined) external _swift_conformsToProtocol2 (from libswiftCore)
                 (undefined) external _swift_deallocClassInstance (from libswiftCore)
                 (undefined) external _swift_deallocObject (from libswiftCore)
                 (undefined) external _swift_deallocPartialClassInstance (from libswiftCore)
                 (undefined) external _swift_defaultActor_deallocate (from libswift_Concurrency)
                 (undefined) external _swift_defaultActor_destroy (from libswift_Concurrency)
                 (undefined) external _swift_defaultActor_initialize (from libswift_Concurrency)
                 (undefined) external _swift_deletedAsyncMethodErrorTu (from libswift_Concurrency)
                 (undefined) external _swift_deletedMethodError (from libswiftCore)
                 (undefined) external _swift_dynamicCast (from libswiftCore)
                 (undefined) external _swift_dynamicCastClass (from libswiftCore)
                 (undefined) external _swift_dynamicCastObjCClass (from libswiftCore)
                 (undefined) external _swift_endAccess (from libswiftCore)
                 (undefined) external _swift_errorRelease (from libswiftCore)
                 (undefined) external _swift_errorRetain (from libswiftCore)
                 (undefined) external _swift_getDynamicType (from libswiftCore)
                 (undefined) external _swift_getEnumTagSinglePayloadGeneric (from libswiftCore)
                 (undefined) external _swift_getForeignTypeMetadata (from libswiftCore)
                 (undefined) external _swift_getGenericMetadata (from libswiftCore)
                 (undefined) external _swift_getMetatypeMetadata (from libswiftCore)
                 (undefined) external _swift_getObjCClassFromMetadata (from libswiftCore)
                 (undefined) external _swift_getObjCClassMetadata (from libswiftCore)
                 (undefined) external _swift_getObjectType (from libswiftCore)
                 (undefined) external _swift_getSingletonMetadata (from libswiftCore)
                 (undefined) external _swift_getTypeByMangledNameInContext2 (from libswiftCore)
                 (undefined) external _swift_getTypeByMangledNameInContextInMetadataState2 (from libswiftCore)
                 (undefined) external _swift_getWitnessTable (from libswiftCore)
                 (undefined) external _swift_initClassMetadata2 (from libswiftCore)
                 (undefined) external _swift_initStackObject (from libswiftCore)
                 (undefined) external _swift_initStructMetadata (from libswiftCore)
                 (undefined) external _swift_isUniquelyReferenced_nonNull_native (from libswiftCore)
                 (undefined) external _swift_lookUpClassMethod (from libswiftCore)
                 (undefined) external _swift_once (from libswiftCore)
                 (undefined) external _swift_release (from libswiftCore)
                 (undefined) external _swift_release_n (from libswiftCore)
                 (undefined) external _swift_retain (from libswiftCore)
                 (undefined) external _swift_retain_n (from libswiftCore)
                 (undefined) external _swift_slowAlloc (from libswiftCore)
                 (undefined) external _swift_slowDealloc (from libswiftCore)
                 (undefined) external _swift_storeEnumTagSinglePayloadGeneric (from libswiftCore)
                 (undefined) external _swift_task_alloc (from libswift_Concurrency)
                 (undefined) external _swift_task_create (from libswift_Concurrency)
                 (undefined) external _swift_task_dealloc (from libswift_Concurrency)
                 (undefined) external _swift_task_switch (from libswift_Concurrency)
                 (undefined) external _swift_unknownObjectRelease (from libswiftCore)
                 (undefined) external _swift_unknownObjectRelease_n (from libswiftCore)
                 (undefined) external _swift_unknownObjectRetain (from libswiftCore)
                 (undefined) external _swift_unknownObjectRetain_n (from libswiftCore)
                 (undefined) external _swift_unknownObjectWeakAssign (from libswiftCore)
                 (undefined) external _swift_unknownObjectWeakDestroy (from libswiftCore)
                 (undefined) external _swift_unknownObjectWeakInit (from libswiftCore)
                 (undefined) external _swift_unknownObjectWeakLoadStrong (from libswiftCore)
                 (undefined) external _swift_updateClassMetadata2 (from libswiftCore)
                 (undefined) external _swift_weakAssign (from libswiftCore)
                 (undefined) external _swift_weakDestroy (from libswiftCore)
                 (undefined) external _swift_weakInit (from libswiftCore)
                 (undefined) external _swift_weakLoadStrong (from libswiftCore)
                 (undefined) external _swift_willThrow (from libswiftCore)
000000023d9609d0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration0A14ConfigDelegateP
000000023d961944 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration0A26ConfigContainerURLResolverP
000000023d9614dc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration11NetworkTaskP
000000023d961582 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration12SpanProtocolP
000000023d9619be (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration13ConfigFactoryP
000000023d961034 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration13ConfigFetcherP
000000023d960dfa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration13URLDataSourceP
000000023d9615aa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration15ActivityAdopterP
000000023d961158 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration15ContextProtocolP
000000023d960fd8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration16ConfigControllerP
000000023d961216 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration17LifetimeTrackableP
000000023d9612d0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration18OSVariantInspectorP
000000023d96134a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration19ActivityDescriptionP
000000023d9613ee (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration19TransactionActivityP
000000023d961004 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration20ConfigAccessProviderP
000000023d961844 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration20DiskOperationMetricsP
000000023d9613bc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration21CoreAnalyticsActivityP
000000023d96105e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration21NetworkRequestFactoryP
000000023d9615e8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration22ActivityMonitorAdopterP
000000023d961678 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration22ResourceAccessProviderP
000000023d960d72 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration22SubActivityDescriptionP
000000023d96161a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration23ActivityMonitorDelegateP
000000023d961490 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration23CrashSimulationActivityP
000000023d961388 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration23__CoreAnalyticsActivityP
000000023d960e24 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration24URLDataSourceConvertibleP
000000023d96141e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration25__CrashSimulationActivityP
000000023d961454 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration31OptionalCrashSimulationActivityP
000000023d96199c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration6ConfigP
000000023d960b66 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $sSY
000000023d960ddc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $ss12CaseIterableP
000000023d960b84 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $ss21_ObjectiveCBridgeableP
000000023d9614c4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic 14ParentActivity_____Qz 20PegasusConfiguration22SubActivityDescriptionP
000000023d9615d6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic 8Activity_____Qz 20PegasusConfiguration15ActivityAdopterP
000000023d96137a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic 8RawValueSYQz
000000023d960ac0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic BD
000000023d9610ca (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDyS2SG
000000023d960c6e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDyS2SGSg
000000023d961704 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySSSo8NSObjectCG
000000023d961a9e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySSSo8NSObjectCGSg
000000023d9610be (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySS_____G 10Foundation12URLQueryItemV
000000023d96165a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySS_____G 20PegasusConfiguration15ActivityMonitorC13WeakReferenceC
000000023d960c8e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySSypG
000000023d9612ba (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDy__________G 20PegasusConfiguration24FeedbackStreamDescriptorO AA05BiomeD6ConfigV
000000023d961a18 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDy_____ypG s11AnyHashableV
000000023d960b62 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS
000000023d960cd6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS3key_yp5valuet
000000023d9617cc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS4path_t
000000023d96127c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS7message_t
000000023d960d34 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SSSg
000000023d9610d2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SaySSG
000000023d9611a4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SayScCySb_____GG s5NeverO
000000023d96198e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SaySsG
000000023d960dca (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G 20PegasusConfiguration0A10ClientNameO
000000023d96131c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G 20PegasusConfiguration20Useragentpb_ClientIDO
000000023d9617a8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G 20PegasusConfiguration21DataVaultStorageClassO
000000023d96156a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G 20PegasusConfiguration24FeedbackStreamDescriptorO
000000023d961146 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G 20PegasusConfiguration26KnownAggregationRecipeNameO
000000023d961718 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say______pG s7CVarArgP
000000023d961ab4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say______pGSg s7CVarArgP
000000023d961ac2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SayyXlG
000000023d960cce (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SayypG
000000023d960ae8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Sb
000000023d960bb0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ScA_pSg
000000023d9611c8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ScCySb_____G s5NeverO
000000023d960e9c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ScCy___________pG 20PegasusConfiguration19URLDataSourceOutputV s5ErrorP
000000023d960ba0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ScPSg
000000023d960ac4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ScTy___________pGSg 20PegasusConfiguration12ConfigResultV s5ErrorP
000000023d960ad8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ScTyyt_____GSg s5NeverO
000000023d9611b6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ScTyyt______pGSg s5ErrorP
000000023d960d2a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Sd
000000023d960d2e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SdSg
000000023d960cfa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Si
000000023d961340 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Si______t 21InternalSwiftProtobuf8_NameMapV0D11DescriptionO
000000023d960e6a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So12NSURLSessionC
000000023d960f00 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So13BMStoreConfigC
000000023d960a28 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So13NSFileManagerC
000000023d960c98 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So13NSURLResponseCSg
000000023d961b04 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So14NSUserDefaultsC
000000023d961a02 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So14NSUserDefaultsCSg
000000023d9619e8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So8NSObjectC
000000023d960c22 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So8NSObjectCSg
000000023d960b54 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So8NSStringC
000000023d961a82 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So9OS_os_logC
000000023d960df0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Spy_____G So16os_unfair_lock_sV
000000023d96181c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Ss_Ss7userdirt
000000023d960b24 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Su
000000023d9610b8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 10Foundation13URLComponentsV
000000023d9617c0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 10Foundation3URLV
000000023d960e5e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 10Foundation4DataV
000000023d960d24 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 10Foundation4DateV
000000023d961776 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 10Foundation4UUIDV
000000023d960dc4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration0A10ClientNameO
000000023d961276 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration0A15ConfigPathErrorO
000000023d960a04 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration0A16ConfigControllerC
000000023d960cf4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration0A16ConfigFetchErrorO
000000023d960b28 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration0A25ConfigControllerInternalsV
000000023d96193e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration0A26ConfigContainerURLProviderV
000000023d960db6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration0B7ContextV
000000023d9612ca (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration0B7LoggingC
000000023d961090 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration0B7ManagerC
000000023d9618b2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration10ClientTypeO
000000023d96150e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration11NetworkSpanC
000000023d9618dc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration11SessionTypeO
000000023d961a68 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration12ActivitySpanC
000000023d961a90 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration12ActivitySpanC0C4Data33_55A9FB28F9AE96D475E543700B8EFF43LLV
000000023d960b2e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration12ConfigResultV
000000023d961184 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration13ConfigContextV
000000023d961882 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration13DiskWriteSpanC
000000023d961a62 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration14AtomicPropertyC
000000023d9619fc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration14ConfigInternalC
000000023d96189c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration14DiskWriteErrorO
000000023d960a0a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration15ActivityMonitorC
000000023d961666 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration15ActivityMonitorC13WeakReferenceC
000000023d9609fe (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration15LocalCachePathsV
000000023d960a72 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration15TaskCoordinatorC
000000023d961200 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration15TaskCoordinatorC0C5ErrorO
000000023d961198 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration15TaskCoordinatorC5State33_3A4A10173630CF733A77E96DD0593E7ALLV
000000023d96119e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration15TaskCoordinatorC6Status33_3A4A10173630CF733A77E96DD0593E7ALLO
000000023d960efa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration17BiomeStreamConfigV
000000023d960c60 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration17ConfigFetchReasonO
000000023d961116 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration17DeviceContextUtilV
000000023d961888 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration17DiskWriteActivityO
000000023d9617c6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration18DataVaultPathErrorO
000000023d9616b8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration18ResourceAccessSpanC
000000023d960d1e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19ConfigFetchThrottle33_D758D9336EA834F15B14E3FC78D6A6C8LLV
000000023d960a7e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19ConfigUsageReporter33_D758D9336EA834F15B14E3FC78D6A6C8LLC
000000023d960b16 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19ConfigUsageReporter33_D758D9336EA834F15B14E3FC78D6A6C8LLC5StateC
000000023d961982 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19DataWarehouseConfigV
000000023d961988 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19DataWarehouseConfigV7ContextV
000000023d961770 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19FederatedIdentifierV
000000023d96177c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19FederatedIdentifierV10CodingKeys33_D82AAE62AA41801EAC09AF9206AC6A29LLO
000000023d9612b4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19FeedbackStoreConfigV
000000023d96157c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19FeedbackStreamErrorO
000000023d960e58 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19URLDataSourceOutputV
000000023d960a78 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration20ConfigTaskController33_D758D9336EA834F15B14E3FC78D6A6C8LLC
000000023d960e64 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration20URLSessionDataSource33_EEAC374B6C6B78E84C914C3750C38BD0LLC
000000023d96130e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration20Useragentpb_ClientIDO
000000023d9619f6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration21ConfigFactoryInternalC
000000023d9617ba (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration21DataVaultPathProviderV
000000023d9617a2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration21DataVaultStorageClassO
000000023d961254 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration21LifetimeSpanPrototypeC
