00007ffc0dba54ba (__TEXT,__text) external _AAAFSCGetMetadata
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00007ffc0db5e18e (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffc0db7bc0d (__TEXT,__text) non-external _chunkAppendHole
00007ffc0db682bb (__TEXT,__text) non-external _chunkAsyncCancel
00007ffc0db67bb2 (__TEXT,__text) non-external _chunkAsyncClose
00007ffc0db67f3f (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffc0db682db (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffc0db680e2 (__TEXT,__text) non-external _chunkAsyncProcess
00007ffc0db7bbdf (__TEXT,__text) non-external _chunkDestroy
00007ffc0db79f48 (__TEXT,__text) non-external _chunk_compare_by_position
00007ffc0db79f3c (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffc0db60e2b (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffc0db3becf (__TEXT,__text) non-external _closeProc
00007ffc0db62024 (__TEXT,__text) non-external _closeProc
00007ffc0db6be2e (__TEXT,__text) non-external _closeProc
00007ffc0db7dca5 (__TEXT,__text) non-external _closeProc
00007ffc0db3c180 (__TEXT,__text) non-external _closeWithStateProc
00007ffc0db620af (__TEXT,__text) non-external _closeWithStateProc
00007ffc0db6d2bd (__TEXT,__text) non-external _closeWithStateProc
00007ffc0db7dd67 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffc0db922ad (__TEXT,__text) non-external _clusterEntryUpdateDAT
00007ffc0db8d6c4 (__TEXT,__text) non-external _cmpNodesProc
00007ffc0db38266 (__TEXT,__text) non-external _cmpRange
00007ffc0db3b917 (__TEXT,__text) non-external _cmp_entries_clc
00007ffc0db3b8ea (__TEXT,__text) non-external _cmp_entries_hlc
00007ffc0db3b998 (__TEXT,__text) non-external _cmp_entries_offset
00007ffc0db3b944 (__TEXT,__text) non-external _cmp_entries_slc
00007ffc0db8ad83 (__TEXT,__text) non-external _cmp_keys
00007ffc0db7da3a (__TEXT,__text) non-external _cmp_markers
00007ffc0db57f29 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffc0db57ec2 (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffc0db57f0d (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffc0db57f37 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffc0db57f1b (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffc0db3f171 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffc0db9f6eb (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffc0db69cdb (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffc0db69c3b (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffc0dbae2d2 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffc0db71f08 (__TEXT,__text) non-external _convertStreamAbort
00007ffc0db72172 (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffc0db70d3c (__TEXT,__text) non-external _convertStreamClose
00007ffc0db723d6 (__TEXT,__text) non-external _convertStreamEndBlob
00007ffc0db720d7 (__TEXT,__text) non-external _convertStreamEndEntry
00007ffc0db7203a (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffc0db71a78 (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffc0db70dd3 (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffc0db79f61 (__TEXT,__text) non-external _convert_block_controls
00007ffc0db79ddf (__TEXT,__text) non-external _convert_internal_controls
00007ffc0db6a37a (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffc0db6a723 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffc0db5066e (__TEXT,__text) non-external _copyStream
00007ffc0db8b556 (__TEXT,__text) non-external _create
00007ffc0db70b44 (__TEXT,__text) non-external _createErrorContextKey
00007ffc0db705b9 (__TEXT,__text) non-external (was a private external) _createThread
00007ffc0db5614e (__TEXT,__text) non-external _currentWriteBufferFull
00007ffc0dba36fd (__TEXT,__text) non-external _decodeStreamAbort
00007ffc0dba3720 (__TEXT,__text) non-external _decodeStreamClose
00007ffc0dba286a (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00007ffc0dba2b87 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffc0dba2a4c (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffc0dba3535 (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffc0dba2941 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffc0dba302d (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffc0dba27cb (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffc0dba5cfd (__TEXT,__text) non-external _decompressToData
00007ffc0db37074 (__TEXT,__text) non-external _decryptAsyncCancel
00007ffc0db36b1a (__TEXT,__text) non-external _decryptAsyncClose
00007ffc0db36d19 (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffc0db37086 (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffc0db36e66 (__TEXT,__text) non-external _decryptAsyncProcess
00007ffc0db73dc9 (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffc0db73c4b (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffc0db73dd6 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffc0db73de3 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffc0db54723 (__TEXT,__text) non-external _ecc65537Inv
00007ffc0db54330 (__TEXT,__text) non-external _ecc65537PolyEval
00007ffc0db545bb (__TEXT,__text) non-external _ecc65537Solve
00007ffc0db54399 (__TEXT,__text) non-external _ecc65537Triangulate
00007ffc0dba0177 (__TEXT,__text) non-external _encodeEntry
00007ffc0dba02d8 (__TEXT,__text) non-external _encodeYOPEntry
00007ffc0dba12fd (__TEXT,__text) non-external _encoderStreamAbort
00007ffc0dba112a (__TEXT,__text) non-external _encoderStreamClose
00007ffc0dba149e (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffc0dba131a (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffc0db6ff69 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffc0db9f6b7 (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffc0db80f74 (__TEXT,__text) non-external _entryMessage
00007ffc0db91929 (__TEXT,__text) non-external _entryRelease
00007ffc0db9f69e (__TEXT,__text) non-external _entryVectorCmp
00007ffc0db6b600 (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffc0db6b724 (__TEXT,__text) non-external _enumerateTree_rec
00007ffc0db8c3b5 (__TEXT,__text) non-external _expandDirThreadProc
00007ffc0db9190c (__TEXT,__text) non-external _extractStreamAbort
00007ffc0db8f458 (__TEXT,__text) non-external _extractStreamClose
00007ffc0db924d1 (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffc0db925aa (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffc0db92112 (__TEXT,__text) non-external _extractStreamStateFail
00007ffc0db91105 (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffc0db903a9 (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffc0db8185d (__TEXT,__text) non-external _extractThread
00007ffc0db91a9c (__TEXT,__text) non-external _extractThreadFailEntry
00007ffc0db8e398 (__TEXT,__text) non-external _extractThreadProc
00007ffc0db921fc (__TEXT,__text) non-external _extractThreadSendCommand
00007ffc0db813b8 (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffc0db811cb (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffc0db813c2 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffc0db8143e (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffc0db4e34a (__TEXT,__text) non-external _findFirst
00007ffc0db7a0cd (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffc0db4f264 (__TEXT,__text) non-external _flushBuf
00007ffc0dba1744 (__TEXT,__text) non-external _flushOBuf
00007ffc0dba7f27 (__TEXT,__text) non-external _flushOBuf
00007ffc0db64b73 (__TEXT,__text) non-external _flushToResourceFork
00007ffc0dba1881 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffc0dba1e5a (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffc0db4f5fb (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffc411d6108 (__DATA,__bss) non-external _gErrorContextKey
00007ffc0db7cd2e (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffc0db6b32e (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffc0dba252e (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffc0db548e5 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffc0db699fd (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffc0db70af2 (__TEXT,__text) non-external _getErrorContextKey
00007ffc411d60f8 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00007ffc0db78274 (__TEXT,__text) non-external _getFieldBlob
00007ffc0db6abba (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffc0db6ab39 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffc0db6b111 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffc0db93c04 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00007ffc0db6b2a5 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffc0db6aab1 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffc0db6b3bf (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffc0db6b3d5 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffc0db6b463 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffc0db6b08f (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffc0dbb00dc (__TEXT,__text) non-external _getFreeCachePos
00007ffc0db402a3 (__TEXT,__text) non-external _getHeader
00007ffc0db8d2e6 (__TEXT,__text) non-external _getPath
00007ffc0db5f686 (__TEXT,__text) non-external _getProfile
00007ffc0db699c9 (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffc0db6a03a (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffc0db81cdc (__TEXT,__text) non-external _getTempSegmentFilename
00007ffc0db6bba1 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffc0dbae153 (__TEXT,__text) non-external _graisAbort
00007ffc0dbac533 (__TEXT,__text) non-external _graisClose
00007ffc0dbadd51 (__TEXT,__text) non-external _graisPRead
00007ffc0dbadd29 (__TEXT,__text) non-external _graisRead
00007ffc0dbae10d (__TEXT,__text) non-external _graisSeek
00007ffc0db8c30c (__TEXT,__text) non-external _increaseCapacity
00007ffc0db5e3e0 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffc0dba1e46 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffc0db92ce4 (__TEXT,__text) non-external _init_blob_with_magic
00007ffc0db6a0cf (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffc0db9857c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffc0db708ea (__TEXT,__text) non-external (was a private external) _joinThread
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffc0db70036 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffc0dba2ae0 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffc0db7bd96 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffc0db9725c (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffc0dba80ca (__TEXT,__text) non-external _loadChunkOffsets
00007ffc0dba5616 (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffc0db818c5 (__TEXT,__text) non-external _loadRemainingRange
00007ffc0db81b0c (__TEXT,__text) non-external _loadTempSegment
00007ffc0db814ce (__TEXT,__text) non-external _loadThread
00007ffc0db67dc2 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffc0db69ada (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffc0db5c416 (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffc0db5c409 (__TEXT,__text) non-external _memoryInputStreamClose
00007ffc0db5c44b (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffc0db5c428 (__TEXT,__text) non-external _memoryInputStreamRead
00007ffc0db5c4a2 (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffc0db5c5f9 (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffc0db5c5ec (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffc0db5c60b (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffc0dba250b (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffc0dba20a1 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffc0dbb0972 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffc0db8cc65 (__TEXT,__text) non-external _normalize
00007ffc0db69b66 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffc0db81d70 (__TEXT,__text) non-external _notifySegmentAvailable
00007ffc0dbc2f40 (__TEXT,__const) non-external _old_resource_fork_map
00007ffc0dbc3490 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffc0db3f36d (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffc0db69f6a (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffc0db40219 (__TEXT,__text) non-external _pcRead
00007ffc0db3f5dd (__TEXT,__text) non-external _pcWrite
00007ffc0db35c40 (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffc0db35bcf (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffc0db35bba (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffc0db7a520 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffc0dbb0ed4 (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffc0db7a693 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _perror (from libSystem)
00007ffc0db76796 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _pread (from libSystem)
00007ffc0db375be (__TEXT,__text) non-external _processClusterHeader
00007ffc0db573cd (__TEXT,__text) non-external _processEntry
00007ffc0db6e828 (__TEXT,__text) non-external _processEntry
00007ffc0db3708f (__TEXT,__text) non-external _processMagic
00007ffc0db37e7a (__TEXT,__text) non-external _processPadding
00007ffc0db3719a (__TEXT,__text) non-external _processPrologue
00007ffc0db38138 (__TEXT,__text) non-external _processSegment
00007ffc0db739f9 (__TEXT,__text) non-external _processSegment
00007ffc0db80c3b (__TEXT,__text) non-external _processSegment
00007ffc0db515be (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffc0dba1f60 (__TEXT,__text) non-external (was a private external) _pushControls
00007ffc0dba1eeb (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffc0db38281 (__TEXT,__text) non-external _pushPaddingRange
00007ffc0db369bf (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffc0db5fd6f (__TEXT,__text) non-external _quicksort64
00007ffc0db52fc7 (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffc0db6941c (__TEXT,__text) non-external _rangeCmp
00007ffc0db644a6 (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffc0db64483 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffc0db644c3 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffc0db411d9 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffc0dbae594 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffc0db69970 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffc0db92e7c (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffc0db6ba9f (__TEXT,__text) non-external _removeEntryProc
00007ffc0db6b6bc (__TEXT,__text) non-external (was a private external) _removeFile
00007ffc0db6bb3c (__TEXT,__text) non-external _removeLeaveDirProc
00007ffc0db57380 (__TEXT,__text) non-external _removeStreamAbort
00007ffc0db56b48 (__TEXT,__text) non-external _removeStreamClose
00007ffc0db5736e (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffc0db56e52 (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffc0db6ba69 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffc0dba1e81 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffc0dba6544 (__TEXT,__text) non-external _resizeResourceFork
00007ffc0db74739 (__TEXT,__text) non-external _resizeStream
00007ffc0dba57c0 (__TEXT,__text) non-external _resourceForkSize
00007ffc0db8204e (__TEXT,__text) non-external _retireEntryRange
00007ffc0db91f91 (__TEXT,__text) non-external _retireThreadEnqueue
00007ffc0db8ddb1 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffc0db79d3b (__TEXT,__text) non-external _sanitize_internal_controls
00007ffc0db60e81 (__TEXT,__text) non-external _seekTo
00007ffc0db560e2 (__TEXT,__text) non-external _sendEOF
00007ffc0db71f24 (__TEXT,__text) non-external _sendHeader
00007ffc0db467e3 (__TEXT,__text) non-external _sendMessage
00007ffc0dbae17c (__TEXT,__text) non-external _sendMessage
00007ffc0db52e90 (__TEXT,__text) non-external _sequentialReaderProc
00007ffc0db52f14 (__TEXT,__text) non-external _sequentialWriterProc
00007ffc0dbb96b0 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffc0db7876c (__TEXT,__text) non-external _setFieldBlob
00007ffc0db6ac2e (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffc0db6b1e7 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffc0db6ffde (__TEXT,__text) non-external _setThreadErrorContext
00007ffc0dba7910 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00007ffc0db7348c (__TEXT,__text) non-external _setupContext
00007ffc0db7fd7d (__TEXT,__text) non-external _setupContext
00007ffc0db69a6d (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffc0db69aa6 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffc0db4ab1a (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffc0db3832e (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffc0db6aba3 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffc0db6bb93 (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffc0db8a2f7 (__TEXT,__text) non-external _stateAppendEntry
00007ffc0db9e691 (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffc0db9f264 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffc0db9e69e (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffc0db9c1b4 (__TEXT,__text) non-external _stateComputePatches
00007ffc0db89cb3 (__TEXT,__text) non-external _stateConcatPath
00007ffc0db872c1 (__TEXT,__text) non-external _stateDestroy
00007ffc0db9e558 (__TEXT,__text) non-external _stateDestroy
00007ffc0db9c56e (__TEXT,__text) non-external _stateGenerateArchive
00007ffc0db89ce6 (__TEXT,__text) non-external _stateGetEntryData
00007ffc0db9fe20 (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffc0db89ecb (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffc0db69470 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffc0dbb06b0 (__TEXT,__text) non-external _storeCachePos
00007ffc0dba79dc (__TEXT,__text) non-external _storeChunkOffsets
00007ffc0db6a238 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffc0db67452 (__TEXT,__text) non-external _streamAbort
00007ffc0db7b1d6 (__TEXT,__text) non-external _streamAbort
00007ffc0db672f7 (__TEXT,__text) non-external _streamClose
00007ffc0db7ae5f (__TEXT,__text) non-external _streamClose
00007ffc0db4923b (__TEXT,__text) non-external _streamConsumerProc
00007ffc0db7ba73 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffc0db6746f (__TEXT,__text) non-external _streamPRead
00007ffc0db7b1f6 (__TEXT,__text) non-external _streamPWrite
00007ffc0db682e7 (__TEXT,__text) non-external _streamProc
00007ffc0dbad4ba (__TEXT,__text) non-external _streamProc
00007ffc0db6783f (__TEXT,__text) non-external _streamRead
00007ffc0db67862 (__TEXT,__text) non-external _streamSeek
00007ffc0db492fe (__TEXT,__text) non-external _streamThreadProc
00007ffc0db491a8 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffc0db5ce19 (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffc0db5c8f6 (__TEXT,__text) non-external _stringTableReserve
00007ffc0dba4de8 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
