00000001a0ea3ff8 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001dc02b490 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicyItem
00000001dc02b300 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPFilePolicy
00000001dc02b760 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPInstallationPolicy
00000001dc02b5d0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistory
00000001dc02b670 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistoryItem
00000001dc02b1e8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicy
00000001dc02b210 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicyItem
00000001dc02b530 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPLog
00000001dc02b710 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPMigration
00000001dc02b850 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPMigrationScanner
00000001dc02b800 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPProvenanceMetadata
00000001dc02b3a0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPProvenanceTracking
00000001dc02b260 (__AUTH,__objc_data) external _OBJC_METACLASS_$_StagedBundleData
00000001a0e97610 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0e9801c (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0e99484 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0e9b954 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0e9ef08 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0e9f964 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0ea2a58 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0ea34ec (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0ea3bd0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0ea45c8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0e9762c (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a0e994a4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a0e9b974 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a0e9ef24 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a0e9f97c (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a0ea2a78 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a0ea3504 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a0ea3bec (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a0ea45e8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a0e97710 (__TEXT,__text) non-external _OUTLINED_FUNCTION_10
00000001a0e97640 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001a0e994c8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001a0e9b994 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001a0e9ef44 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001a0ea2a98 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001a0e9765c (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001a0e994d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001a0e9ef58 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001a0ea2ab8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001a0e97670 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001a0e994f4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001a0e9ef78 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001a0ea2ad4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001a0e97688 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001a0e99508 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001a0e9ef98 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001a0e97694 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001a0e9efa4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001a0e976b4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001a0e976d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001a0e976f8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d581f9c0 (__DATA_CONST,__const) external _SPErrorDomain
                 (undefined) external _SecCertificateCopyOrganization (from Security)
                 (undefined) external _SecCertificateCopyOrganizationalUnit (from Security)
                 (undefined) external _SecCertificateGetTypeID (from Security)
                 (undefined) external _SecCodeCopyPath (from Security)
                 (undefined) external _SecCodeCopySigningInformation (from Security)
                 (undefined) external _SecCodeSetDetachedSignature (from Security)
                 (undefined) external _SecCodeSignerAddSignature (from Security)
                 (undefined) external _SecCodeSignerCreate (from Security)
                 (undefined) external _SecRequirementCreateWithString (from Security)
                 (undefined) external _SecStaticCodeCancelValidation (from Security)
                 (undefined) external _SecStaticCodeCheckValidity (from Security)
                 (undefined) external _SecStaticCodeCreateWithPath (from Security)
                 (undefined) external _SecStaticCodeSetCallback (from Security)
00000001a0ea88a8 (__TEXT,__const) external _SystemPolicyVersionNumber
00000001a0ea8878 (__TEXT,__const) external _SystemPolicyVersionString
00000001a0e9cf14 (__TEXT,__text) external _URLisDirectory
00000001a0ea3f78 (__TEXT,__text) non-external (was a private external) __AMFIExecutionPreflight
00000001a0ea7044 (__TEXT,__text) non-external __AMFIExecutionPreflight.cold.1
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __CFBundleCreateUnique (from CoreFoundation)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001dec46e58 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSData_$_Strings
00000001a0ea8768 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AMFI
00000001a0ea7ca0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapper
00000001a0ea8788 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapperPolicy
00000001a0ea7d80 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_GKScanResult
00000001a0ea82b8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_MIS
00000001a0ea8738 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_NSData(Strings)
00000001a0ea7e60 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionHistoryItem
00000001a0ea7cc0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionPolicyItem
00000001a0ea7ac8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPFilePolicy
00000001a0ea81f0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionHistoryItem
00000001a0ea7f60 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicy(MDM)
00000001a0ea7918 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicyItem
00000001a0ea7df8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPLog
00000001a0ea8330 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPMigration
00000001a0ea85f8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPProvenanceMetadata
00000001d5820678 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_GKScanResult
00000001d581fb80 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001d5820718 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionHistoryItem
00000001d58204b8 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionPolicyItem
00000001d5820e40 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionHistoryItem
00000001d581fbb0 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionPolicyItem
00000001d58216d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPProvenanceMetadata
00000001a0ea7a60 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AKELData
00000001a0ea87a8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AppWrapperPolicyResult
00000001a0ea7bf0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_BundleData
00000001a0ea7d98 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_GKScanResult
00000001a0ea8750 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_NSData(Strings)
00000001a0ea7ae8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyCacheMeta
00000001a0ea83e8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyScanTarget
00000001a0ea87f8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPDeveloperPolicy
00000001a0ea7e80 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionHistoryItem
00000001a0ea8110 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicy(Gatekeeper)
00000001a0ea7cd8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicyItem
00000001a0ea8398 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPInstallationPolicy
00000001a0ea7f28 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistory
00000001a0ea8208 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistoryItem
00000001a0ea7f78 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicy(MDM)
00000001a0ea7930 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicyItem
00000001a0ea86e8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPMigrationScanner
00000001a0ea8610 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPProvenanceMetadata
00000001a0ea7b90 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPProvenanceTracking
00000001a0ea7a10 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_StagedBundleData
00000001d581feb8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AKELData
00000001d58218f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AppWrapperPolicyResult
00000001d5820360 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_BundleData
00000001d5820690 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_GKScanResult
00000001d581ff20 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyCacheMeta
00000001d5821080 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyScanTarget
00000001d5821990 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPDeveloperPolicy
00000001d5820730 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionHistoryItem
00000001d5820da0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicy
00000001d58204d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicyItem
00000001d5821018 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPInstallationPolicy
00000001d58208e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistory
00000001d5820e58 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistoryItem
00000001d5820c78 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicy
00000001d581fbc8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicyItem
00000001d5821850 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPMigrationScanner
00000001d58216f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPProvenanceMetadata
00000001d5820318 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPProvenanceTracking
00000001d581fd88 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_StagedBundleData
00000001d5821958 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_AppWrapperPolicyResult
00000001d5820448 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_BundleData
00000001d58206d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_GKScanResult
00000001d581ffe8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyCacheMeta
00000001d58214c8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyScanTarget
00000001d58219d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPDeveloperPolicy
00000001d5820838 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionHistoryItem
00000001d58205d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionPolicyItem
00000001d5820f80 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionHistoryItem
00000001d5820d00 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicy
00000001d581fcf0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicyItem
00000001d58218b8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPMigrationScanner
00000001d58217d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPProvenanceMetadata
00000001d581fe90 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_StagedBundleData
00000001d581fb58 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00000001d5820050 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManager
00000001d5820d78 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManagerRemote
00000001d58208c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_KernelExtensionHistoryAPI
00000001d5820930 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_KernelExtensionPolicyAPI
00000001d581faf8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00000001d5820268 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManager
00000001d5820d98 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManagerRemote
00000001d58208e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_KernelExtensionHistoryAPI
00000001d5820ba8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_KernelExtensionPolicyAPI
00000001d581fb30 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000001d581fb78 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000001d581fb40 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000001d5820660 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_GKScanResult
00000001d5820700 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPExecutionHistoryItem
00000001d58204a0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPExecutionPolicyItem
00000001d5820e28 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPKernelExtensionHistoryItem
00000001d581fb98 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPKernelExtensionPolicyItem
00000001d58216c0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPProvenanceMetadata
00000001dec47e20 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AKELData
00000001dec48960 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AMFI
00000001dec480f0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AppWrapper
00000001dec48a80 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AppWrapperPolicy
00000001dec489f0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AppWrapperPolicyResult
00000001dec48060 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_BundleData
00000001dec48210 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_GKScanResult
00000001dec48600 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_MIS
00000001dec47f40 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_PolicyCacheMeta
00000001dec487b0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_PolicyScanTarget
00000001dec48b10 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPDeveloperPolicy
00000001dec48330 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPExecutionHistoryItem
00000001dec484e0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPExecutionPolicy
00000001dec48180 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPExecutionPolicyItem
00000001dec47eb0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPFilePolicy
00000001dec48720 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPInstallationPolicy
00000001dec483c0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionHistory
00000001dec48570 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionHistoryItem
00000001dec48450 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionPolicy
00000001dec47d00 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionPolicyItem
00000001dec482a0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPLog
00000001dec48690 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPMigration
00000001dec488d0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPMigrationScanner
00000001dec48840 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPProvenanceMetadata
00000001dec47fd0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPProvenanceTracking
00000001dec47d90 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_StagedBundleData
00000001d581fad0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_ExecManager
00000001d581fae8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_ExecManagerRemote
00000001d581fad8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_KernelExtensionHistoryAPI
00000001d581fae0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_KernelExtensionPolicyAPI
00000001d581fac0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSCoding
00000001d581fac8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSSecureCoding
00000001dec47dd8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AKELData
00000001dec48918 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AMFI
00000001dec480a8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AppWrapper
00000001dec48a38 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AppWrapperPolicy
00000001dec489a8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AppWrapperPolicyResult
00000001dec48018 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_BundleData
00000001dec481c8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_GKScanResult
00000001dec485b8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_MIS
00000001dec47ef8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_PolicyCacheMeta
00000001dec48768 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_PolicyScanTarget
00000001dec48ac8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPDeveloperPolicy
00000001dec482e8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPExecutionHistoryItem
00000001dec48498 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPExecutionPolicy
00000001dec48138 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPExecutionPolicyItem
00000001dec47e68 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPFilePolicy
00000001dec486d8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPInstallationPolicy
00000001dec48378 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionHistory
00000001dec48528 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionHistoryItem
00000001dec48408 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicy
00000001dec47cb8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicyItem
00000001dec48258 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPLog
00000001dec48648 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPMigration
00000001dec48888 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPMigrationScanner
00000001dec487f8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPProvenanceMetadata
00000001dec47f88 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPProvenanceTracking
00000001dec47d48 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_StagedBundleData
00000001d9afc778 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManager
00000001d9afc898 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManagerRemote
00000001d9afc7d8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionHistoryAPI
00000001d9afc838 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionPolicyAPI
00000001d9afc6b0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSCoding
00000001d9afc710 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSSecureCoding
00000001d9afc2d0 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManager
00000001d9afc2e8 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManagerRemote
00000001d9afc2d8 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionHistoryAPI
00000001d9afc2e0 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionPolicyAPI
                 (undefined) external __Unwind_Resume (from libSystem)
00000001a0ea176c (__TEXT,__text) non-external ___100-[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]_block_invoke
00000001a0ea15f8 (__TEXT,__text) non-external ___104-[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]_block_invoke
00000001a0e996ac (__TEXT,__text) non-external ___13+[SPLog exec]_block_invoke
00000001a0e99610 (__TEXT,__text) non-external ___13+[SPLog kext]_block_invoke
00000001a0e99574 (__TEXT,__text) non-external ___16+[SPLog generic]_block_invoke
00000001a0e997e4 (__TEXT,__text) non-external ___18+[SPLog signposts]_block_invoke
00000001a0e99748 (__TEXT,__text) non-external ___21+[SPLog measurements]_block_invoke
00000001a0e9e3ac (__TEXT,__text) non-external ___22+[MIS currentDeviceID]_block_invoke
00000001a0e930e4 (__TEXT,__text) non-external ___24-[AKELData initWithURL:]_block_invoke
00000001a0e99870 (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke
00000001a0ea61b4 (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke.cold.1
00000001a0e9371c (__TEXT,__text) non-external ___31+[SPFilePolicy getAllowedPaths]_block_invoke
00000001a0e92770 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke
00000001a0e92abc (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.3
00000001a0ea48a4 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.1
00000001a0ea4964 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.2
00000001a0e9ae3c (__TEXT,__text) non-external ___40-[SPKernelExtensionPolicy currentPolicy]_block_invoke
00000001a0ea30b0 (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke
00000001a0ea31d4 (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke_2
00000001a0ea4714 (__TEXT,__text) non-external ___43-[SPDeveloperPolicy isDeveloperModeEnabled]_block_invoke
00000001a0e9bfc4 (__TEXT,__text) non-external ___43-[SPExecutionPolicy legacyExecutionHistory]_block_invoke
00000001a0e9ae58 (__TEXT,__text) non-external ___43-[SPKernelExtensionPolicy pendingApprovals]_block_invoke
00000001a0e9c4e4 (__TEXT,__text) non-external ___45-[SPExecutionPolicy isBlockedSoftware:error:]_block_invoke
