00007ff843a36e20 (__DATA,__data) non-external _.compoundliteral
00007ff8406cae40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.40.3550
00007ff8406be318 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.401
00007ff8406cae60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ff8406bd9d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007ff8406cae80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ff8406be3a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.460
00007ff8406be488 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.471
00007ff8406be080 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff8406bf490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.2665
00007ff8406cad50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.3508
00007ff8406be418 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.455
00007ff8406be4b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.466
00007ff8406bdd10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ff8406be508 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.503
00007ff8406caea0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ff8406caec0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff8406caee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54.3643
00007ff8406caf00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ff8406caf20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ff8406caf40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ff8406bd990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff8406be0a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.294
00007ff8406caae0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.3270
00007ff8406be438 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.456
00007ff8406caf60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00007ff8406caf80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ff8406cafa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00007ff8406cafc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ff8406cafe0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66.3642
00007ff8406cb000 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff8406bdd40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff8406cb4f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7.3851
00007ff8406bdd70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70.143
00007ff8406cb020 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73.3568
00007ff8406bdb30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff8406cb040 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76.3570
00007ff8406cb060 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ff8406bf4c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.2679
00007ff8406be0e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.290
00007ff8406cab10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3272
00007ff8406cacc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3494
00007ff8406bda00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.47
00007ff8406be568 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.508
00007ff8406cb080 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007ff8406bdda0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff8406cb0a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81.3573
00007ff8406bddd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ff8406bde00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ff8406bde30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ff8406bdef0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff8406cab40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3276
00007ff8406cb510 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3863
00007ff8406bd970 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8406bf380 (__DATA_CONST,__const) non-external ___block_literal_global.2521
00007ff8406be060 (__DATA_CONST,__const) non-external ___block_literal_global.297
00007ff8406caac0 (__DATA_CONST,__const) non-external ___block_literal_global.3269
00007ff8406cb320 (__DATA_CONST,__const) non-external ___block_literal_global.3594
00007ff8406bdb10 (__DATA_CONST,__const) non-external ___block_literal_global.51
00007ff8406bd9b0 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff8406be0c0 (__DATA_CONST,__const) non-external ___block_literal_global.7.289
                 (undefined) external ___bzero (from libSystem)
00007ff8069259db (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
00007ff806925789 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
00007ff806925b42 (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
00007ff806932602 (__TEXT,__text) non-external ___check_delegation_profile_block_invoke
00007ff806929474 (__TEXT,__text) non-external ___check_dependencies_block_invoke
00007ff8069273ed (__TEXT,__text) non-external ___check_instruction_block_invoke
00007ff806934653 (__TEXT,__text) non-external ___check_policy_block_invoke
00007ff8069293a0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff80693a810 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff80692494b (__TEXT,__text) non-external ___combine_conditions_block_invoke
00007ff806928937 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
00007ff80692836c (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
00007ff80692ea07 (__TEXT,__text) non-external ___compile_block_invoke
00007ff80692e988 (__TEXT,__text) non-external ___compile_block_invoke.4
00007ff80691ba78 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00007ff806922508 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.20
00007ff80692726d (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
00007ff806931f0c (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
00007ff806931f1a (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
00007ff806926e5d (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
00007ff80692723d (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
00007ff806931960 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00007ff806939d0e (__TEXT,__text) non-external ___condition_list_copy_matching_block_invoke
00007ff806927be4 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
00007ff806928fb2 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
00007ff806939ea4 (__TEXT,__text) non-external ___construct_bitmask_block_invoke
00007ff80692eccc (__TEXT,__text) non-external ___copy_helper_block_8_32b
00007ff806933eea (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00007ff806939da2 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r
00007ff80692e917 (__TEXT,__text) non-external ___copy_helper_block_8_32r
00007ff80692f1fd (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
00007ff806930aa7 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r
00007ff80693885a (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00007ff806933f57 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00007ff8069255f6 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
00007ff806925fbc (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.10
00007ff80692ba77 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.12
00007ff806924e17 (__TEXT,__text) non-external ___cse_multiple_block_invoke
00007ff8069375c5 (__TEXT,__text) non-external ___current_location_block_invoke
00007ff8069178ab (__TEXT,__text) non-external ___define_action_block_invoke
00007ff8069385db (__TEXT,__text) non-external ___define_action_block_invoke.136
00007ff80691e048 (__TEXT,__text) non-external ___define_action_block_invoke_2
00007ff80691d029 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
00007ff806936cc7 (__TEXT,__text) non-external ___define_error_handler_block_invoke
00007ff806937332 (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
00007ff8069190c4 (__TEXT,__text) non-external ___define_filter_block_invoke
00007ff80692ab0e (__TEXT,__text) non-external ___define_network_filter_block_invoke
00007ff806918f2c (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
00007ff806936db4 (__TEXT,__text) non-external ___define_warning_handler_block_invoke
00007ff80693581c (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
00007ff806931615 (__TEXT,__text) non-external ___derive_profile_properties_block_invoke
00007ff80692ece3 (__TEXT,__text) non-external ___destroy_helper_block_8_32b
00007ff806933f22 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
00007ff806939dec (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r
00007ff80692e92e (__TEXT,__text) non-external ___destroy_helper_block_8_32r
00007ff80692f235 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
00007ff806930af1 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r
00007ff8069388c8 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
00007ff806924a7b (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
00007ff8069319ba (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
00007ff8069328ad (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00007ff8069307b4 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
00007ff80693083c (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.82
00007ff806930578 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00007ff8069305b5 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.69
00007ff80692fd2a (__TEXT,__text) non-external ___emit_string_table_block_invoke
00007ff80692fdb2 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
00007ff80693a04a (__TEXT,__text) non-external ___estimate_condition_list_serialization_size_block_invoke
00007ff806926765 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00007ff8069266ce (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.9
00007ff806933937 (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
00007ff806927d2b (__TEXT,__text) non-external ___factor_block_invoke
00007ff80693325e (__TEXT,__text) non-external ___factor_policy_block_invoke
00007ff80693707d (__TEXT,__text) non-external ___format_error_block_invoke
00007ff8069398ec (__TEXT,__text) non-external ___identify_bitmask_candidates_block_invoke
00007ff80691cdee (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
00007ff806922d04 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00007ff80693856d (__TEXT,__text) non-external ___operation_expand_block_invoke
00007ff8069384f7 (__TEXT,__text) non-external ___operations_allowed_by_default_block_invoke
00007ff8069371fa (__TEXT,__text) non-external ___output_backtrace_block_invoke
00007ff806932be0 (__TEXT,__text) non-external ___populate_assumptions_for_enabled_profile_flags_block_invoke
00007ff806930ecf (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
00007ff80692ffae (__TEXT,__text) non-external ___populate_profile_entry_points_block_invoke
00007ff806930dfa (__TEXT,__text) non-external ___record_enabled_profile_flags_block_invoke
00007ff806934913 (__TEXT,__text) non-external ___remove_conditions_matching_predicate_policy_block_invoke
00007ff806927603 (__TEXT,__text) non-external ___reorder_block_invoke
00007ff806927ca8 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
00007ff806934ad4 (__TEXT,__text) non-external ___reorder_policy_block_invoke
00007ff8069316ac (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
00007ff8069316ff (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.23
00007ff80692733c (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
00007ff80692e1e7 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
00007ff80692e71f (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
00007ff806933b15 (__TEXT,__text) non-external ___sb_action_has_name_block_invoke
00007ff8069290e6 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00007ff80692f4c9 (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
00007ff80692318f (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
00007ff806931eca (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
00007ff80691dbb3 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
00007ff806931eb2 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
00007ff80691ce41 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
00007ff80692b488 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
00007ff806921d46 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00007ff80692b474 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
00007ff806920c98 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00007ff806932594 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
00007ff806919f10 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
00007ff80691c24c (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
00007ff8069272aa (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
00007ff806927182 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
00007ff80692ee92 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
00007ff80692a755 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
00007ff806933a9b (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00007ff806934431 (__TEXT,__text) non-external ___sb_profile_iterate_enabled_named_flags_block_invoke
00007ff806917143 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
00007ff8069228b6 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
00007ff8069375aa (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
00007ff80693636e (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
00007ff80693758b (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
00007ff8069363e6 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
00007ff806937570 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
00007ff80693645e (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
00007ff8069374f0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
00007ff8069364d6 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
00007ff806937496 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00007ff80692b90b (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
00007ff80693654e (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
00007ff80693743c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_21
00007ff806936834 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_22
00007ff8069368d3 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_23
00007ff806936990 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_24
00007ff806936c76 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_25
00007ff80693737d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_26
00007ff80692b441 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
00007ff80691dc34 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
00007ff80691de8b (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00007ff80693533b (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
00007ff806935c44 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
00007ff806935c5d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
00007ff806935c76 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
00007ff806932b5d (__TEXT,__text) non-external ___sb_transform_eliminate_dead_code_profile_block_invoke
00007ff806934c90 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
00007ff806933758 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
00007ff8069337ad (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
00007ff8069336d0 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
00007ff806933729 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
00007ff8069373ff (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
00007ff8069373c6 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
00007ff806939a44 (__TEXT,__text) non-external ___select_bitmask_conditions_block_invoke
00007ff806939e8c (__TEXT,__text) non-external ___should_preserve_condition_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00007ff806939c7b (__TEXT,__text) non-external ___synthesize_bitmasks_for_disjoint_conditions_block_invoke
00007ff80693a15f (__TEXT,__text) non-external ___synthesize_bitmasks_for_policy_block_invoke
00007ff80693a0ec (__TEXT,__text) non-external ___synthesize_bitmasks_multiple_block_invoke
00007ff80693385e (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
00007ff8069326d4 (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
00007ff806916daa (__TEXT,__text) non-external ___xpc2sc_block_invoke
00007ff843a36b00 (__DATA,__data) non-external __address_family_aliases_
00007ff80692b8d9 (__TEXT,__text) non-external __buffer_close
00007ff80692b844 (__TEXT,__text) non-external __buffer_read
00007ff80692b7e8 (__TEXT,__text) non-external __buffer_seek
00007ff80691c4c0 (__TEXT,__text) non-external __calculate_graft_position
00007ff8069331eb (__TEXT,__text) non-external __condition_list_diff
00007ff843a3fc90 (__DATA,__data) non-external __csop_aliases_
00007ff843a3a5a0 (__DATA,__data) non-external __csr_aliases_
00007ff80691671d (__TEXT,__text) non-external __define_list
00007ff806916966 (__TEXT,__text) non-external __define_symbol
00007ff843a40370 (__DATA,__data) non-external __errno_value_aliases_
00007ff843a3e650 (__DATA,__data) non-external __fcntl_command_aliases_
00007ff80691ca78 (__TEXT,__text) non-external __flatten
00007ff80692a958 (__TEXT,__text) non-external __free_error_pool
00007ff843a36e90 (__DATA,__data) non-external __fsctl_command_aliases_
00007ff843a3a680 (__DATA,__data) non-external __host_special_port_aliases_
00007ff843a37d90 (__DATA,__data) non-external __ioctl_command_aliases_
00007ff843a40100 (__DATA,__data) non-external __iopolicy_policy_aliases_
00007ff843a400c0 (__DATA,__data) non-external __iopolicy_scope_aliases_
00007ff843a3ffc0 (__DATA,__data) non-external __iopolicy_type_aliases_
00007ff843a3fdc0 (__DATA,__data) non-external __kas_info_aliases_
00007ff843a3fe10 (__DATA,__data) non-external __mach_exception_behavior_aliases_
00007ff843a3fe70 (__DATA,__data) non-external __mach_exception_type_aliases_
00007ff843a3cc90 (__DATA,__data) non-external __machtrap_aliases_
00007ff8069167de (__TEXT,__text) non-external __make_list_v
00007ff80692bb5a (__TEXT,__text) non-external __mbuf_close
00007ff806933cb3 (__TEXT,__text) non-external __mbuf_read
00007ff806933d86 (__TEXT,__text) non-external __mbuf_seek
00007ff80692badc (__TEXT,__text) non-external __mbuf_write
00007ff843a3f970 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00007ff843a3d080 (__DATA,__data) non-external __mig_routine_aliases_
00007ff843a3f770 (__DATA,__data) non-external __necp_client_action_aliases_
00007ff806927c5e (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff806916e87 (__TEXT,__text) non-external __parse_file
00007ff843a3af40 (__DATA,__data) non-external __persona_aliases_
00007ff806930f9c (__TEXT,__text) non-external __prepare_instructions
00007ff843a3a110 (__DATA,__data) non-external __privilege_aliases_
00007ff80692a553 (__TEXT,__text) non-external __push_match_byteset_instr
00007ff8069136a4 (__TEXT,__text) non-external __s_return
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
00007ff806925e0a (__TEXT,__text) non-external __sb_condition_list_remove_index
00007ff806919d1f (__TEXT,__text) non-external __sb_condition_pattern_of_type
00007ff8069293cb (__TEXT,__text) non-external __sb_condition_traverse_filters
00007ff80692ef01 (__TEXT,__text) non-external __sb_fsa_disjunction
00007ff80691bf59 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00007ff80692ecff (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
00007ff8069210dd (__TEXT,__text) non-external __sb_fsa_serialize
00007ff806932f2b (__TEXT,__text) non-external __sb_instr_error_with_formatv
00007ff806920954 (__TEXT,__text) non-external __sb_pattern_is_literal
00007ff80692eb9d (__TEXT,__text) non-external __sb_realloc_vector_typed
00007ff80693917b (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
00007ff806920cb4 (__TEXT,__text) non-external __sb_value_is_equivalent
00007ff806931f28 (__TEXT,__text) non-external __sb_value_matches_subset
00007ff806933bec (__TEXT,__text) non-external __set_modifier_string
00007ff843a3a850 (__DATA,__data) non-external __signal_aliases_
00007ff843a3eb60 (__DATA,__data) non-external __socket_option_level_aliases_
00007ff843a3f200 (__DATA,__data) non-external __socket_option_name_aliases_
00007ff843a36dc0 (__DATA,__data) non-external __socket_type_aliases_
00007ff843a3afc0 (__DATA,__data) non-external __syscall_aliases_
00007ff843a3fbf0 (__DATA,__data) non-external __task_special_port_aliases_
00007ff843a3ac60 (__DATA,__data) non-external __usb_interface_class_aliases_
00007ff843a3ad70 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff80691de06 (__TEXT,__text) non-external _all_args_pass_test
00007ff80690fd6e (__TEXT,__text) non-external _alloc_cellseg
00007ff80691f611 (__TEXT,__text) non-external _alloc_literal
00007ff8069187aa (__TEXT,__text) non-external _arg_is_condition
00007ff80693750b (__TEXT,__text) non-external _arg_is_message_filter
00007ff80691dec7 (__TEXT,__text) non-external _arg_is_modifier
00007ff80691881a (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00007ff80691a420 (__TEXT,__text) non-external _assert_is_mutable
00007ff80693255c (__TEXT,__text) non-external _assert_is_mutable.361
00007ff80692c7f5 (__TEXT,__text) non-external _atom2str
00007ff80693a92f (__TEXT,__text) non-external _atom2str.cold.1
00007ff80693a952 (__TEXT,__text) non-external _atom2str.cold.2
00007ff80693a975 (__TEXT,__text) non-external _atom2str.cold.3
00007ff80693a998 (__TEXT,__text) non-external _atom2str.cold.4
00007ff80693a9bb (__TEXT,__text) non-external _atom2str.cold.5
00007ff80693a9de (__TEXT,__text) non-external _atom2str.cold.6
00007ff80693aa01 (__TEXT,__text) non-external _atom2str.cold.7
00007ff80693aa24 (__TEXT,__text) non-external _atom2str.cold.8
00007ff806912323 (__TEXT,__text) non-external _backchar
00007ff8069177f5 (__TEXT,__text) non-external _backtrace_pop
00007ff80693a8a3 (__TEXT,__text) non-external _backtrace_pop.cold.1
00007ff8069108e2 (__TEXT,__text) non-external _backtrace_push
00007ff80692f3e4 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
00007ff80692450e (__TEXT,__text) non-external _can_combine_conjunction
00007ff80692449b (__TEXT,__text) non-external _can_combine_disjunction
00007ff806925748 (__TEXT,__text) non-external _candidate_list_lookup
00007ff80692614c (__TEXT,__text) non-external _candidate_list_remove
00007ff806928b34 (__TEXT,__text) non-external _candidate_set_release
00007ff80691870a (__TEXT,__text) non-external _car
00007ff806918759 (__TEXT,__text) non-external _cdr
00007ff806929199 (__TEXT,__text) non-external _check_dependencies
00007ff8069344c8 (__TEXT,__text) non-external _check_instruction
00007ff8069345bf (__TEXT,__text) non-external _check_policy
                 (undefined) external _clearerr (from libSystem)
00007ff806938d67 (__TEXT,__text) non-external _collect_filters_into_syscallmask
00007ff80690cae9 (__TEXT,__text) non-external _compile
00007ff8069194b4 (__TEXT,__text) non-external _compute_cost_estimate
00007ff806919258 (__TEXT,__text) non-external _compute_hash
00007ff806931d64 (__TEXT,__text) non-external _compute_hash.274
00007ff80691cf37 (__TEXT,__text) non-external _condition_free_callback
00007ff806934b92 (__TEXT,__text) non-external _condition_has_nested_condition_list
00007ff8069283ed (__TEXT,__text) non-external _condition_with_patterns_combined
00007ff80692e2f5 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
00007ff80691fcca (__TEXT,__text) non-external _construct_automaton
00007ff806928c3c (__TEXT,__text) non-external _create_pattern_disjunctions
00007ff806924b7f (__TEXT,__text) non-external _cse
00007ff806924e95 (__TEXT,__text) non-external _cse_inferior_list
00007ff806924d45 (__TEXT,__text) non-external _cse_multiple
00007ff806926920 (__TEXT,__text) non-external _dce
00007ff80691a805 (__TEXT,__text) non-external _decorate_condition
00007ff8069171b0 (__TEXT,__text) non-external _decorate_operation
00007ff806932e76 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00007ff8406bc340 (__DATA_CONST,__const) non-external _dispatch_table
00007ff8069227fe (__TEXT,__text) non-external _dump_stack_restore
00007ff80692277c (__TEXT,__text) non-external _dump_stack_stash
00007ff8069318cf (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00007ff8069267ee (__TEXT,__text) non-external _eliminate_dead_code
00007ff80693280c (__TEXT,__text) non-external _eliminate_dead_code_policy
00007ff80692a457 (__TEXT,__text) non-external _emit
00007ff806930330 (__TEXT,__text) non-external _emit_bitmask
00007ff80692bc44 (__TEXT,__text) non-external _emit_buffer
00007ff8069296ed (__TEXT,__text) non-external _emit_instruction
00007ff806930898 (__TEXT,__text) non-external _emit_modifier_descriptor
00007ff806930299 (__TEXT,__text) non-external _emit_network
00007ff80693013c (__TEXT,__text) non-external _emit_pattern
