00007ff843adf990 (__DATA,__data) external _NDR_record
00007ff84008cfb0 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff801e9dafc (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff843adf930 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff801e90e43 (__TEXT,__text) external _mach_timebase_info
00007ff8438d7c40 (__DATA_DIRTY,__bss) non-external _mach_timebase_info.cached_info
00007ff801e90c00 (__TEXT,__text) external _mach_timebase_info_trap
00007ff801e926e5 (__TEXT,__text) external _mach_vm_allocate
00007ff801eb0bf3 (__TEXT,__text) external _mach_vm_behavior_set
00007ff801e96f38 (__TEXT,__text) external _mach_vm_copy
00007ff801e920e8 (__TEXT,__text) external _mach_vm_deallocate
00007ff801eb17e2 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_allocate
00007ff801eb18f9 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_flush
00007ff801eb1c10 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_resize
00007ff801eb19dc (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00007ff801eb0662 (__TEXT,__text) external _mach_vm_inherit
00007ff801eb0ce0 (__TEXT,__text) external _mach_vm_machine_attribute
00007ff801e908a8 (__TEXT,__text) external _mach_vm_map
00007ff801eb0b08 (__TEXT,__text) external _mach_vm_msync
00007ff801eb133d (__TEXT,__text) external _mach_vm_page_info
00007ff801eb0f7b (__TEXT,__text) external _mach_vm_page_query
00007ff801eb1517 (__TEXT,__text) external _mach_vm_page_range_query
00007ff801e93ae1 (__TEXT,__text) external _mach_vm_protect
00007ff801e937fa (__TEXT,__text) external _mach_vm_purgable_control
00007ff801eb1abf (__TEXT,__text) external _mach_vm_range_create
00007ff801ea9182 (__TEXT,__text) external _mach_vm_read
00007ff801eb088a (__TEXT,__text) external _mach_vm_read_list
00007ff801e99a0b (__TEXT,__text) external _mach_vm_read_overwrite
00007ff801ea060d (__TEXT,__text) external _mach_vm_reclaim_is_reusable
00007ff801ea05a7 (__TEXT,__text) external _mach_vm_reclaim_query_state
00007ff801ea0171 (__TEXT,__text) external _mach_vm_reclaim_ring_allocate
00007ff801ea0616 (__TEXT,__text) external _mach_vm_reclaim_ring_capacity
00007ff801ea0634 (__TEXT,__text) external _mach_vm_reclaim_ring_flush
00007ff801ea01fe (__TEXT,__text) external _mach_vm_reclaim_ring_resize
00007ff801ea023f (__TEXT,__text) external _mach_vm_reclaim_round_capacity
00007ff801ea0407 (__TEXT,__text) external _mach_vm_reclaim_try_cancel
00007ff801ea027f (__TEXT,__text) external _mach_vm_reclaim_try_enter
00007ff801ea05fd (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff801e945ab (__TEXT,__text) external _mach_vm_region
00007ff801e997d2 (__TEXT,__text) external _mach_vm_region_recurse
00007ff801ea9054 (__TEXT,__text) external _mach_vm_remap
00007ff801ea90eb (__TEXT,__text) external _mach_vm_remap_new
00007ff801ea9264 (__TEXT,__text) external _mach_vm_update_pointers_with_remote_tags
00007ff801eab85e (__TEXT,__text) external _mach_vm_wire
00007ff801eb0a08 (__TEXT,__text) external _mach_vm_write
00007ff801e947c4 (__TEXT,__text) external _mach_voucher_attr_command
00007ff801e9201d (__TEXT,__text) external _mach_voucher_deallocate
00007ff801ebad4d (__TEXT,__text) external _mach_voucher_debug_info
00007ff801ebab78 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff801e9941e (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff801e92b9b (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff801e90bd0 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff801e90c0c (__TEXT,__text) external _mach_wait_until
00007ff801eacfcd (__TEXT,__text) external _mach_zone_force_gc
00007ff801eadc5d (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff801eadb37 (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff801eace74 (__TEXT,__text) external _mach_zone_info
00007ff801ead9ac (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff801ead83e (__TEXT,__text) external _mach_zone_info_for_zone
00007ff801e90b88 (__TEXT,__text) external _macx_backing_store_recovery
00007ff801e90b7c (__TEXT,__text) external _macx_backing_store_suspend
00007ff801e90b58 (__TEXT,__text) external _macx_swapoff
00007ff801e90b4c (__TEXT,__text) external _macx_swapon
00007ff801e90b70 (__TEXT,__text) external _macx_triggers
00007ff801e92e50 (__TEXT,__text) external _madvise
00007ff843adf9f4 (__DATA,__bss) non-external _master_host_port
00007ff801e90dad (__TEXT,__text) non-external _memcpy
00007ff801e90dad (__TEXT,__text) non-external _memmove
00007ff801e97e24 (__TEXT,__text) external _memorystatus_control
00007ff801e9bfe0 (__TEXT,__text) external _memorystatus_get_level
00007ff801e9fa75 (__TEXT,__text) external _mig_allocate
00007ff801e932a4 (__TEXT,__text) external _mig_dealloc_reply_port
00007ff801ea8e7d (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff801e95399 (__TEXT,__text) external _mig_deallocate
00007ff801e90dbb (__TEXT,__text) external _mig_get_reply_port
00007ff801e91eef (__TEXT,__text) external _mig_get_special_reply_port
00007ff801e94dbb (__TEXT,__text) external _mig_put_reply_port
00007ff801e94578 (__TEXT,__text) external _mig_reply_setup
00007ff801e94dec (__TEXT,__text) external _mig_strncpy
00007ff801e91f17 (__TEXT,__text) external _mig_strncpy_zerofill
00007ff801e9bff8 (__TEXT,__text) external _mincore
00007ff801e9c010 (__TEXT,__text) external _minherit
00007ff801e90c30 (__TEXT,__text) external _mk_timer_arm
00007ff801e90c48 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff801e90c3c (__TEXT,__text) external _mk_timer_cancel
00007ff801e90c18 (__TEXT,__text) external _mk_timer_create
00007ff801e90c24 (__TEXT,__text) external _mk_timer_destroy
00007ff801e920d0 (__TEXT,__text) external _mkdir
00007ff801e938f8 (__TEXT,__text) external _mkdirat
00007ff801e9c028 (__TEXT,__text) external _mkfifo
00007ff801e9c040 (__TEXT,__text) external _mkfifoat
00007ff801e9c058 (__TEXT,__text) external _mknod
00007ff801e9c070 (__TEXT,__text) external _mknodat
00007ff801e98a00 (__TEXT,__text) external _mlock
00007ff801e9c088 (__TEXT,__text) external _mlockall
00007ff801e915d7 (__TEXT,__text) external _mmap
00007ff801e9aab8 (__TEXT,__text) external _mount
00007ff801e93b54 (__TEXT,__text) external _mprotect
00007ff801e9c0a0 (__TEXT,__text) external _mremap_encrypted
00007ff801e9fbc9 (__TEXT,__text) external _msg_receive
00007ff801e9fbbd (__TEXT,__text) external _msg_rpc
00007ff801e9fbc3 (__TEXT,__text) external _msg_send
00007ff801e9b610 (__TEXT,__text) external _msgctl
00007ff801e9c0b8 (__TEXT,__text) external _msgget
00007ff801e9c0d0 (__TEXT,__text) external _msgrcv
00007ff801e9b628 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff801e9c0e8 (__TEXT,__text) external _msgsnd
00007ff801e9b640 (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff801e9b658 (__TEXT,__text) external _msgsys
00007ff801e95b08 (__TEXT,__text) external _msync
00007ff801e9b670 (__TEXT,__text) external _msync$NOCANCEL
00007ff801e98a18 (__TEXT,__text) external _munlock
00007ff801e9c100 (__TEXT,__text) external _munlockall
00007ff801e9386e (__TEXT,__text) external _munmap
00007ff801e93de8 (__TEXT,__text) external _necp_client_action
00007ff801e999dc (__TEXT,__text) external _necp_match_policy
00007ff801e93db8 (__TEXT,__text) external _necp_open
00007ff801e9c118 (__TEXT,__text) external _necp_session_action
00007ff801e9c130 (__TEXT,__text) external _necp_session_open
00007ff801e9c148 (__TEXT,__text) external _net_qos_guideline
00007ff801e9c160 (__TEXT,__text) external _netagent_trigger
00007ff801eb340f (__TEXT,__text) external _netname_check_in
00007ff801eb37c4 (__TEXT,__text) external _netname_check_out
00007ff801eb358d (__TEXT,__text) external _netname_look_up
00007ff801eb393b (__TEXT,__text) external _netname_version
00007ff801ea166b (__TEXT,__text) external _nfsclnt
00007ff801e9c178 (__TEXT,__text) external _nfssvc
00007ff843adf980 (__DATA,__data) external _non_boost_assertion_token
00007ff843adf978 (__DATA,__data) external _normal_boost_assertion_token
00007ff801e9c190 (__TEXT,__text) external _ntp_adjtime
00007ff801e9c1a8 (__TEXT,__text) external _ntp_gettime
00007ff801e9c1c0 (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff801e9a249 (__TEXT,__text) external _open
00007ff801ea16d3 (__TEXT,__text) external _open$NOCANCEL
00007ff801e951d8 (__TEXT,__text) external _open_dprotected_np
00007ff801ea78e5 (__TEXT,__text) external _openat
00007ff801ea1968 (__TEXT,__text) external _openat$NOCANCEL
00007ff801ea8355 (__TEXT,__text) external _openat_authenticated_np
00007ff801ea8282 (__TEXT,__text) external _openat_dprotected_np
00007ff801e9c1d8 (__TEXT,__text) external _openbyid_np
00007ff801e9ec5b (__TEXT,__text) external _os_buflet_get_data_address
00007ff801e9ec42 (__TEXT,__text) external _os_buflet_get_data_length
00007ff801e9ec60 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff801e9ec3e (__TEXT,__text) external _os_buflet_get_data_offset
00007ff801e9ec52 (__TEXT,__text) external _os_buflet_get_object_address
00007ff801e9ec57 (__TEXT,__text) external _os_buflet_get_object_limit
00007ff801e9ec4c (__TEXT,__text) external _os_buflet_set_data_length
00007ff801e9ec46 (__TEXT,__text) external _os_buflet_set_data_offset
00007ff801ea4302 (__TEXT,__text) external _os_channel_advance_slot
00007ff801ea4bd2 (__TEXT,__text) external _os_channel_attr_clone
00007ff801ea4b8d (__TEXT,__text) external _os_channel_attr_create
00007ff801ea4d91 (__TEXT,__text) external _os_channel_attr_destroy
00007ff801ea4f04 (__TEXT,__text) external _os_channel_attr_get
00007ff801ea5064 (__TEXT,__text) external _os_channel_attr_get_key
00007ff801ea4ddf (__TEXT,__text) external _os_channel_attr_set
00007ff801ea4c98 (__TEXT,__text) external _os_channel_attr_set_key
00007ff801ea42ca (__TEXT,__text) external _os_channel_available_slot_count
00007ff801ea61fd (__TEXT,__text) external _os_channel_buflet_alloc
00007ff801ea5ca4 (__TEXT,__text) external _os_channel_buflet_free
00007ff801ea61d8 (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff801ea402a (__TEXT,__text) external _os_channel_create
00007ff801ea360b (__TEXT,__text) external _os_channel_create_extended
00007ff801ea4166 (__TEXT,__text) external _os_channel_destroy
00007ff801ea6153 (__TEXT,__text) external _os_channel_event_free
00007ff801ea8dfc (__TEXT,__text) external _os_channel_event_get_event_data
00007ff801ea8d53 (__TEXT,__text) external _os_channel_event_get_next_event
00007ff801ea491f (__TEXT,__text) external _os_channel_flow_admissible
00007ff801ea4a48 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff801ea4904 (__TEXT,__text) external _os_channel_get_advisory_region
00007ff801ea4039 (__TEXT,__text) external _os_channel_get_fd
00007ff801ea6158 (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff801ea5de8 (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff801ea4351 (__TEXT,__text) external _os_channel_get_next_slot
00007ff801ea48a1 (__TEXT,__text) external _os_channel_get_stats_region
00007ff801ea3df3 (__TEXT,__text) non-external _os_channel_info2attr
00007ff801ea3f2f (__TEXT,__text) non-external _os_channel_init_ring
00007ff801ea41c4 (__TEXT,__text) external _os_channel_is_defunct
00007ff801ea5469 (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff801ea50c1 (__TEXT,__text) external _os_channel_packet_alloc
00007ff801ea50c8 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff801ea5473 (__TEXT,__text) external _os_channel_packet_free
00007ff801ea581d (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff801ea42a9 (__TEXT,__text) external _os_channel_pending
00007ff801ea5a8c (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff801ea403c (__TEXT,__text) external _os_channel_read_attr
00007ff801ea4125 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff801ea41d1 (__TEXT,__text) external _os_channel_ring_id
00007ff801ea42c1 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff801ea42b8 (__TEXT,__text) external _os_channel_ring_sync_time
00007ff801ea425b (__TEXT,__text) external _os_channel_rx_ring
00007ff801ea46ba (__TEXT,__text) external _os_channel_set_slot_properties
00007ff801ea55b7 (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff801ea56de (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff801ea479c (__TEXT,__text) external _os_channel_slot_get_packet
00007ff801ea4147 (__TEXT,__text) external _os_channel_sync
00007ff801ea4220 (__TEXT,__text) external _os_channel_tx_ring
00007ff801ea407c (__TEXT,__text) external _os_channel_write_attr
00007ff801e9ec0a (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff801e9ac70 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff801ea7eac (__TEXT,__text) external _os_cpu_in_cksum
00007ff801ea7fad (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff801e9c1f0 (__TEXT,__text) external _os_fault_with_payload
00007ff801e9ec05 (__TEXT,__text) external _os_inet_checksum
00007ff801ea333b (__TEXT,__text) external _os_log_coprocessor_as_kernel
00007ff801ea3355 (__TEXT,__text) external _os_log_coprocessor_register_as_kernel
00007ff801ea6a8e (__TEXT,__text) external _os_nexus_attr_clone
00007ff801ea6a49 (__TEXT,__text) external _os_nexus_attr_create
00007ff801ea6c46 (__TEXT,__text) external _os_nexus_attr_destroy
00007ff801ea6c10 (__TEXT,__text) external _os_nexus_attr_get
00007ff801ea6aec (__TEXT,__text) external _os_nexus_attr_set
00007ff801ea723b (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff801ea6f82 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff801ea6fa3 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff801ea6c59 (__TEXT,__text) external _os_nexus_controller_create
00007ff801ea6f76 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff801ea7507 (__TEXT,__text) external _os_nexus_controller_destroy
00007ff801ea6f97 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff801ea6cec (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff801ea73c5 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff801ea70c9 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff801ea6cef (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff801ea7357 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff801ea706f (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff801ea778f (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff801e9eadc (__TEXT,__text) external _os_packet_add_buflet
00007ff801e9e0f1 (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff801e9e1e6 (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff801e9eb7b (__TEXT,__text) external _os_packet_decrement_use_count
00007ff801e9e94c (__TEXT,__text) external _os_packet_finalize
00007ff801e9eb9a (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff801e9e881 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff801e9dfc7 (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff801e9e879 (__TEXT,__text) external _os_packet_get_data_length
00007ff801e9e2c7 (__TEXT,__text) external _os_packet_get_expire_time
00007ff801e9e367 (__TEXT,__text) external _os_packet_get_expiry_action
00007ff801e9e16c (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff801e9e293 (__TEXT,__text) external _os_packet_get_group_end
00007ff801e9e228 (__TEXT,__text) external _os_packet_get_group_start
00007ff801e9db7f (__TEXT,__text) external _os_packet_get_headroom
00007ff801e9e123 (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff801e9e7ba (__TEXT,__text) external _os_packet_get_keep_alive
00007ff801e9dc46 (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff801e9dd05 (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff801e9dbea (__TEXT,__text) external _os_packet_get_link_header_length
00007ff801e9dca5 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff801e9e8ad (__TEXT,__text) external _os_packet_get_next_buflet
00007ff801e9e586 (__TEXT,__text) external _os_packet_get_packetid
00007ff801e9e91f (__TEXT,__text) external _os_packet_get_segment_count
00007ff801e9df1c (__TEXT,__text) external _os_packet_get_service_class
00007ff801e9e409 (__TEXT,__text) external _os_packet_get_token
00007ff801e9ec64 (__TEXT,__text) external _os_packet_get_trace_id
00007ff801e9e02f (__TEXT,__text) external _os_packet_get_traffic_class
00007ff801e9de36 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff801e9dd6a (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff801e9ddd0 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff801e9e80e (__TEXT,__text) external _os_packet_get_truncated
00007ff801e9e739 (__TEXT,__text) external _os_packet_get_vlan_id
00007ff801e9e741 (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff801e9e6e1 (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff801e9e7ab (__TEXT,__text) external _os_packet_get_wake_flag
00007ff801e9eb5e (__TEXT,__text) external _os_packet_increment_use_count
00007ff801e9e747 (__TEXT,__text) external _os_packet_set_app_metadata
00007ff801e9df99 (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff801e9e314 (__TEXT,__text) external _os_packet_set_expire_time
00007ff801e9e3b3 (__TEXT,__text) external _os_packet_set_expiry_action
00007ff801e9e1a9 (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff801e9e25c (__TEXT,__text) external _os_packet_set_group_end
00007ff801e9e1f1 (__TEXT,__text) external _os_packet_set_group_start
00007ff801e9db41 (__TEXT,__text) external _os_packet_set_headroom
00007ff801e9e0b5 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff801e9e7c9 (__TEXT,__text) external _os_packet_set_keep_alive
00007ff801e9e842 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff801e9dc17 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff801e9dcd6 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff801e9dbac (__TEXT,__text) external _os_packet_set_link_header_length
00007ff801e9dc76 (__TEXT,__text) external _os_packet_set_link_multicast
00007ff801e9e61a (__TEXT,__text) external _os_packet_set_packetid
00007ff801e9ecfe (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff801e9de9c (__TEXT,__text) external _os_packet_set_service_class
00007ff801e9e4bd (__TEXT,__text) external _os_packet_set_token
00007ff801e9ec78 (__TEXT,__text) external _os_packet_set_trace_id
00007ff801e9e00c (__TEXT,__text) external _os_packet_set_traffic_class
00007ff801e9de69 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff801e9de03 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff801e9dd37 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff801e9dd9d (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff801e9ed2d (__TEXT,__text) external _os_packet_set_tso_flags
00007ff801e9ebc7 (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff801e9e68f (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff801e9eca4 (__TEXT,__text) external _os_packet_trace_event
00007ff801ea016c (__TEXT,__text) external _os_proc_available_memory
00007ff801e9fafc (__TEXT,__text) external _panic
00007ff801e9faf5 (__TEXT,__text) external _panic_init
00007ff801e9c208 (__TEXT,__text) external _panic_with_data
00007ff801e9739c (__TEXT,__text) external _pathconf
00007ff801e9c220 (__TEXT,__text) external _peeloff
00007ff801e90b34 (__TEXT,__text) external _pid_for_task
00007ff801e9c238 (__TEXT,__text) external _pid_hibernate
00007ff801e9c250 (__TEXT,__text) external _pid_resume
00007ff801ea6425 (__TEXT,__text) external _pid_shutdown_networking
00007ff801e9c268 (__TEXT,__text) external _pid_shutdown_sockets
00007ff801e9c280 (__TEXT,__text) external _pid_suspend
00007ff801e95b20 (__TEXT,__text) external _pipe
00007ff801e9c298 (__TEXT,__text) external _pivot_root
00007ff801e9db0d (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff801e9db27 (__TEXT,__text) external _pkt_type_assert_fail
00007ff801e978e8 (__TEXT,__text) external _poll
00007ff801e9b778 (__TEXT,__text) external _poll$NOCANCEL
00007ff801e9da62 (__TEXT,__text) non-external _port_for_id_internal
00007ff801e9fb4d (__TEXT,__text) external _port_obj_init
00007ff843adf9b8 (__DATA,__common) external _port_obj_table
00007ff843adf968 (__DATA,__data) external _port_obj_table_size
00007ff801e92e50 (__TEXT,__text) external _posix_madvise
00007ff801e9638e (__TEXT,__text) external _posix_spawn
00007ff801e9a0b6 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff801ea2913 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff801ea29a5 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff801e9abcd (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff801e95ece (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff801ea2a36 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff801e9ab60 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff801e9a491 (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff801e96840 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff801e95e86 (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff843adfa08 (__DATA,__bss) non-external _posix_spawn_with_filter
00007ff801e9669e (__TEXT,__text) external _posix_spawnattr_destroy
00007ff801ea2881 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff801ea2d1b (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff801ea2ce7 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff801ea25f0 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff801ea2594 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff801ea2ac1 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff801ea252b (__TEXT,__text) external _posix_spawnattr_getflags
00007ff801e960e3 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff801ea2651 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff801ea2560 (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff801ea266b (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff801ea2546 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff801ea257a (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff801e95fbf (__TEXT,__text) external _posix_spawnattr_init
00007ff801ea289d (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff801ea3149 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff801ea28d4 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff801ea28b9 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff801ea28f0 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff801ea2e91 (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff801ea2d03 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff801ea3200 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff801ea2f51 (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff801ea2fdb (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff801ea2afd (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff801ea3242 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff801ebb2b0 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff801ea3221 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00007ff801ea331e (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff801ea3091 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff801ea2e5f (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff801ea2de9 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff801ea2e11 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff801ea2d37 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff801ea2dc1 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff801ea2869 (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff801ea31df (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff801ea2bf0 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff801ea2cc0 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff801ea2b78 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff801ea27ad (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff801ea2ae5 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff801ea2ec7 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff801ea2774 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00007ff801ea269f (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff801e9a083 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff801e9a555 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff801ea2c23 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff801ea2aa4 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff801e9a43f (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff801ea2752 (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff801e9ac3b (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff801e960cb (__TEXT,__text) external _posix_spawnattr_setflags
00007ff801e97900 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff801e96187 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff801ea2e78 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff801ea2722 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff801ea2687 (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff801ea273a (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff801e960b1 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff801e96097 (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff801e9a465 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff801e92008 (__TEXT,__text) external _pread
00007ff801e9b790 (__TEXT,__text) external _pread$NOCANCEL
00007ff801e9c2b0 (__TEXT,__text) external _preadv
00007ff801e9b7a8 (__TEXT,__text) external _preadv$NOCANCEL
00007ff801ea1d14 (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff801ea0f86 (__TEXT,__text) external _proc_clear_cpulimits
00007ff801ea112a (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff801ea0a55 (__TEXT,__text) external _proc_clear_dirty
00007ff801ea1037 (__TEXT,__text) external _proc_clear_vmpressure
00007ff801ea0956 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff801e98c76 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
